72625129ea11657994e8d11f16bdbd159e8a13eae70155dd769fe8fce144438d,b2ae4d7098119bfd4e36fc3255b69bcf664711e2b01247f9ab360ca2d969f5de,3dda1c71e5be1cf544b8e382147dff300fb1d06fff6fb53748f51a55f088110a,c9ac7843f52725fed3f178053f11fbcd56ef0510f6cbe998829836c34b3d8176,57c76ea00df9b8c79acfa73d85f54c5b074350f2ee579a14256750d329d25073
"300106904","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001069","boss_def_lower_limit"
"300106905","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001069","boss_magic_def_lower_limit"
"300106906","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","83001069","9"
"300107001","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","83001070","14"
"300107002","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","83001070","11"
"300107003","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","83001070","17"
"300107004","提升物理防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","83001070","boss_def_lower_limit"
"300107005","提升魔法防禦力（不可降低）","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","83001070","boss_magic_def_lower_limit"
"300107006","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","83001070","9"
"300107007","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","83001070","boss_tp_down_cut"
"300107008","物理傷害降低","戰鬥開始時，所有怪物的物理傷害為減少50%的狀態。","83001070","boss_physics_cut"
"400100101","光屬性獎勵特大幅度提升","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","84001001","15"
"400100102","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","84001001","11"
"400100103","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","84001001","17"
"400100104","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","84001001","boss_def_lower_limit"
"400100105","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","84001001","boss_magic_def_lower_limit"
"400100106","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","84001001","9"
"400100201","光屬性獎勵特大幅度提升","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","84001002","15"
"400100202","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","84001002","11"
"400100203","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","84001002","17"
"400100204","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","84001002","boss_def_lower_limit"
"400100205","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","84001002","boss_magic_def_lower_limit"
"400100206","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","84001002","9"
"400100301","光屬性獎勵特大幅度提升","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","84001003","15"
"400100302","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","84001003","11"
"400100303","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","84001003","17"
"400100304","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","84001003","boss_def_lower_limit"
"400100305","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","84001003","boss_magic_def_lower_limit"
"400100306","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","84001003","9"
"400100401","光屬性獎勵特大幅度提升","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","84001004","15"
"400100402","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","84001004","11"
"400100403","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","84001004","17"
"400100404","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","84001004","boss_def_lower_limit"
"400100405","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","84001004","boss_magic_def_lower_limit"
"400100406","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","84001004","9"
"400100501","光屬性獎勵特大幅度提升","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","84001005","15"
"400100502","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","84001005","11"
"400100503","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","84001005","17"
"400100504","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","84001005","boss_def_lower_limit"
"400100505","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","84001005","boss_magic_def_lower_limit"
"400100506","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","84001005","9"
"400100601","光屬性獎勵特大幅度提升","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","84001006","15"
"400100602","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","84001006","11"
"400100603","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","84001006","17"
"400100604","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","84001006","boss_def_lower_limit"
"400100605","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","84001006","boss_magic_def_lower_limit"
"400100606","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","84001006","9"
"400100701","光屬性獎勵特大幅度提升","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","84001007","15"
"400100702","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","84001007","11"
"400100703","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","84001007","17"
"400100704","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","84001007","boss_def_lower_limit"
"400100705","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","84001007","boss_magic_def_lower_limit"
"400100706","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","84001007","9"
"400100801","光屬性獎勵特大幅度提升","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","84001008","15"
"400100802","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","84001008","11"
"400100803","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","84001008","17"
"400100804","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","84001008","boss_def_lower_limit"
"400100805","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","84001008","boss_magic_def_lower_limit"
"400100806","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","84001008","9"
"400100901","光屬性獎勵特大幅度提升","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","84001009","15"
"400100902","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","84001009","11"
"400100903","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","84001009","17"
"400100904","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","84001009","boss_def_lower_limit"
"400100905","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","84001009","boss_magic_def_lower_limit"
"400100906","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。","84001009","9"
"400101001","光屬性獎勵特大幅度提升","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","84001010","15"
"400101002","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","84001010","11"
"400101003","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。","84001010","17"
"400101004","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","84001010","boss_def_lower_limit"
"400101005","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","84001010","boss_magic_def_lower_limit"
