c8144ae0641f3719f121cb421ead3ecc5e0a993685df1abfea9e6b9cbdbc2ba1,5103cb1de4b2cfad5489d8c9f1b133f3f8add1dfdf0a79b7361d15132257432f,a79400b98ce43ef73247a1a1f19695c8d2341f6e1de0ede5130fc301af34330b,67bac522b252991b122585b6f7526792a730dae2a28ea4fea37f5377c4937856,673ff79f296c5c2b99affbf50f7b5900b39e7f664a4558f52bd409dafcb55893,01476d909d2f072b869189232a03f3e3847c92f909061db4b7498cb4508f38c0,faf1b0ba6e30b3ba12e50217e668610948a2e6ab9a2a6a7513934988862cd9b3,6dce1b015e2f86c8e33c3e20b403cd69dd80682b867e86faf277f53d40487bf5,c6beac2df0c029d5e37e0c15af005bdcc1202e5d1afd0bf35df7111f226a5d5b,17c63fb48efc95bb193d5020d2af545ff7c88a45bceb8da8031570ac80885479,a142e31b8f938612026fac4e181329e698eefbe77783d991aa87261d0a788961,1e552ecda4e1fae28d30495174be866adf4759439c5dc243dbe873460be74446,6b825142989b2db306caa0ea6906181bba1dc939a9283cf2dd2c2d077027fe22,851c491dc798372511338137f69f0ce3a72a751ad7f69a0ef899232b73df6e1e,699187d537fabcadffc6b2b4efe822335534c6c2cc40856a422bc5664efed5b1,5410a727a908e484e6671b690b3e8d0ec2e9e5da7e1f072d9d39410d5e756cd9,24d2df120a8f3da5ef1d82df99b58bc339a1bad23a00992d428ab3195a0c23bb,e0a8eb6a7660ad6d976b87700a5d932c768961096e57f1ebf1d1b9d63f80bd75,8fddbdedcdefe312b1d6329856f3a4a36adc2b2f0388a8ce6702b26756190e26,013e61ffb39de601fd6bc1c4d5cdd5ea94dd3b81505a6002f34402a058b703bd
"29289","這個的名稱是什麼？","4","6","4190","21270","","6","6","6","0","21512","碳水化合物","碳水化合物","30899","2","6","27700","2","醣類是由碳、氫、氧元素所構成，又能稱為？"
"30827","這個的名稱是什麼？","4","6","4191","27687","碳=C、氫=H、氧=O、氮=N和硫=S","6","6","6","0","27694","碳氫氧氮硫","碳=C、氫=H、氧=O、氮=N和硫=S","30899","1","6","27691","2","蛋白質的主要組成元素為："
"32938","這個的名稱是什麼？","4","6","4192","24615","","6","6","6","0","33026","動物性脂肪","動物性脂肪","21205","1","6","29289","2","脂肪分為「動物性脂肪」與「植物性脂肪」，請問奶油是屬於？"
"30149","這個的名稱是什麼？","4","6","4193","31649","","6","6","6","0","30142","心血管疾病","心血管疾病","24515","1","6","34880","2","攝取過多的脂肪會造成肥胖，引起什麼疾病？"
"25976","這個的名稱是什麼？","4","6","4194","20844","","6","6","6","0","22240","最大公因數","最大公因數","26368","1","6","22823","2","意指可整除兩個相異數字的「因數」中的最大數。"
"25976","這個的名稱是什麼？","4","6","4195","20844","","6","6","6","0","20493","最小公倍數","最小公倍數","26368","1","6","23567","2","意指兩個相異數字的共同「倍數」中的最小數。"
"24418","這個的名稱是什麼？","4","6","4196","19977","","6","6","6","0","35282","等腰三角形","等腰三角形","31561","1","6","33136","2","三角形的其中兩邊長度相等，稱為："
"29575","這個的名稱是什麼？","4","6","4197","22291","直徑×圓周率","6","6","6","0","21608","直徑圓周率","直徑×圓周率","30452","2","6","24465","2","該如何求出圓周長呢？"
"23610","這個問題的答案是？","4","1","4198","48","分速600公尺","6","1","6","0","20844","600公尺","分速600公尺","54","3","1","48","2","若「秒速為10公尺」，「分速」則為幾公尺呢？"
"32938","這個的唸法是什麼？","4","6","4199","24615","","6","6","6","0","33026","植物性脂肪","植物性脂肪","26893","1","6","29289","2","脂肪分為「動物性脂肪」與「植物性脂肪」，請問橄欖油是屬於？"
"26449","這個地點的名稱是？","4","6","4200","26063","","6","6","6","4200","20043","精靈族之村","精靈族之村","31934","3","6","38728","1",""
"30338","這個的名稱是什麼？","4","6","4201","21270","氫氧化鈉、皂化反應","6","6","6","0","37385","氫氧化鈉皂","氫氧化鈉、皂化反應","27691","2","6","27687","2","椰子油和□□□□反應，生成肥皂和甘油，稱為□化反應。"
"37832","這個的名稱是什麼？","4","6","4202","38263","","6","6","6","0","30899","肥皂長碳鏈","肥皂長碳鏈","32933","3","6","30338","2","□□□□□一端為親油端，帶電的一端為親水端。"
"29289","這個的名稱是什麼？","4","6","4203","24494","合成清潔劑、微生物","6","6","6","0","29983","合成微生物","合成清潔劑、微生物","21512","2","6","25104","2","有些□□清潔劑在自然界中不易被□□□分解，容易造成汙染。"
"114","這個的名稱是什麼？","4","3","4204","119","超能力=Super power","3","3","3","4204","101","power","超能力=Super power","112","1","3","111","1","「超能力者」的英文是？"
"29992","這個的名稱是什麼？","4","6","4205","21453","作用力與反作用力","6","6","6","0","20316","作用反作用","作用力與反作用力","20316","1","6","29992","2","火箭是利用："
"35258","這個的名稱是什麼？","4","6","4206","24615","自發性知覺經絡反應","6","6","6","0","30693","自發性知覺","自發性知覺經絡反應","33258","3","6","30332","2","俗稱顱內高潮的「ASMR」，其中文名稱為："
"40670","這個的名稱是什麼？","4","6","4207","20316","力的大小、力的方向、力的作用點","6","6","6","0","29992","大小作用點","力的大小、力的方向、力的作用點","22823","2","6","23567","2","力的三大要素："
"25563","這個的名稱是什麼？","4","6","4208","37857","無反光鏡可換鏡頭相機","6","6","6","0","21487","反光鏡可換","無反光鏡可換鏡頭相機","21453","3","6","20809","2","透過省去單眼相機中的反光鏡結構，以達到縮小、減輕重量效果的相機。也受攝影新手的歡迎。"
"30908","這個的名稱是什麼？","4","6","4209","24335","","6","6","6","0","20195","麵條式代碼","麵條式代碼","40629","3","6","26781","2","程式設計中的俗語，意指只有編寫的本人才能解讀的繁雜編碼。名稱來自於某食物。"
"27083","這個的名稱是什麼？","4","6","4210","29376","","6","6","6","0","32080","蜂窩狀結構","蜂窩狀結構","34562","3","6","31401","2","具有鋪滿六角形的結構，形狀就像蜂巢一樣，因結構強度高，被廣泛運用於工業。"
"110","這個的名稱是什麼？","4","3","4211","116","鑄造=Casting","3","3","3","0","105","astin","鑄造=Casting","97","3","3","115","2","刀等器物的製造方法中，直接敲打金屬製成的方法是「鍛造」。在模型中倒入熔化金屬製成的方法是？"
"30439","這個的名稱是什麼？","4","1","4212","48","1200盧幣","1","1","6","0","48","1200盧","1200盧幣","49","2","1","50","1","「鈴奈」的問題：1500盧幣扣掉20%等於多少？"
"22120","這個的名稱是什麼？","4","6","4213","35722","AT=自動變速箱  MT=手動變速器","6","6","6","0","36895","手動變速器","AT=自動變速箱  MT=手動變速器","25163","1","6","21205","2",""
"31665","這個的名稱是什麼？","4","6","4214","27231","黑白電視、洗衣機、冰箱","6","6","6","0","20912","洗衣機冰箱","黑白電視、洗衣機、冰箱","27927","2","6","34915","2","過去被稱為「三神器」的三種家電。"
"23376","這個的名稱是什麼？","4","6","4215","24615","電腦、通訊、消費性電子產品","6","6","6","0","38651","消費性電子","電腦、通訊、消費性電子產品","28040","2","6","36027","2","3C是指？"
"28023","這個的名稱是什麼？","4","6","4216","22303","水金地火木土天海","6","6","6","0","22825","火木土天海","水金地火木土天海","28779","2","6","26408","2","距離太陽近到遠排列太陽系行星時，取其第一個字。"
"25159","這個的名稱是什麼？","4","6","4217","24490","","6","6","6","0","29872","空氣循環扇","空氣循環扇","31354","2","6","27683","2","空調家電的一種。構造酷似電風扇，但並非直接攪動風，而是使空氣循環的家電。"
"24163","這個的名稱是什麼？","4","1","4218","48","","6","1","6","0","30439","800盧幣","800盧幣","56","1","1","48","1","「似似花」的考試：一袋裡有100盧幣的蔬菜三個與300盧幣的水果兩個，請問買兩袋會是多少錢？"
"27161","這個的名稱是什麼？","4","6","4219","29246","史高維爾指標","6","6","6","0","25351","高維爾指標","史高維爾指標","39640","3","6","32173","2","計算辣椒辣度的單位。哈瓦那辣椒有一萬單位的辣度，世界上最辣的辣椒則高達數百萬。"
"39636","這個的名稱是什麼？","4","6","4220","26126","不透明的物體","6","6","6","0","29289","不透明物體","不透明的物體","19981","2","6","36879","2","「影子」是因為光線傳播過程中遇到什麼無法進續前進，就會在物體背後出現陰影？"
"97","這個的名稱是什麼？","4","3","4221","116","Neutral","3","3","3","0","114","eutra","Neutral","101","2","3","117","2","自排車的檔位中，「P」代表Parking，「D」代表Drive。那麼，「N」代表？"
"97","這個的名稱是什麼？","4","3","4222","103","Turn signal","3","3","3","0","110","signa","Turn signal","115","1","3","105","2","汽車零件中被稱作「方向燈」的物品，其英文為？"
"116","這個的名稱是什麼？","4","2","4223","111","","3","3","3","0","114","Sport","Sport","83","3","3","112","2","自排車的檔位中，「P」代表Parking，「D」代表Drive。那「S」代表？"
"20301","這個的名稱是什麼？","4","6","4224","25991","一個天文單位（1AU）","6","6","6","0","21934","一天文單位","一個天文單位（1AU）","19968","1","6","22825","2","地球到太陽的平均距離稱為："
"108","這個的名稱是什麼？","4","3","4225","105","Universal Serial Bus","3","3","3","0","97","erial","Universal Serial Bus","101","3","3","114","2","「USB」的英文全名為："
"115","這個都市的名稱是？","4","2","4226","114","巴黎（Paris）","3","3","3","0","105","Paris","巴黎（Paris）","80","1","3","97","2","法國的首都。"
"20523","這個地點的名稱是？","4","6","4227","38931","華盛頓哥倫比亞特區（D.C特區）","6","6","6","0","21733","華盛頓哥倫","華盛頓哥倫比亞特區（D.C特區）","33775","1","6","30427","2","美國的首都。"
"22283","這個都市的名稱是？","4","6","4228","26063","獸人族之國珊托魯斯","6","6","6","4228","20043","獸人族之國","獸人族之國珊托魯斯","29560","3","6","20154","1",""
"22982","這個的名稱是什麼？","4","6","4229","36335","","6","6","6","4229","25552","梅莎路提姆","梅莎路提姆","26757","1","6","33678","1","這是什麼戰隊競賽\nBoss的棲息地？"
"48","這是多少？","4","1","4230","48","","1","1","1","0","48","55000","55000","53","1","1","53","1","將55321在「百位數」進行無條件進位後的數字。"
"32974","這個的名稱是什麼？","4","6","4231","38617","","6","6","6","4231","32990","野豬雙胞胎","野豬雙胞胎","37326","1","6","35948","1","這是什麼戰隊競賽\nBoss的棲息地？"
"21496","這個的名稱是什麼？","4","6","4232","22522","","6","6","6","4232","35582","加爾基諾司","加爾基諾司","21152","1","6","29246","1","這是什麼戰隊競賽\nBoss的棲息地？"
"26041","這是多少？","4","1","4233","51","3的33次方","6","1","6","0","27425","333次方","3的33次方","51","2","1","51","2","用三個3組成最大的數。"
"29017","這是什麼？","4","6","4234","27794","","6","6","6","0","26377","電車沒有煙","電車沒有煙","38651","3","6","36554","2","電車時速80公里，向北行駛。有時速20公里的東風，請問電車的煙朝哪個方向吹？"
"26041","這是多少？","4","1","4235","49","3的21次方","6","1","6","0","27425","321次方","3的21次方","51","2","1","50","2","1、2、3組成的最大數為多少？"
"27425","這是什麼？","4","6","4236","35657","","6","6","6","0","19968","再驗證一次","再驗證一次","20877","2","6","39511","2","考試時，小明決定用擲骰子來作答，但題目有15題，為什麼他扔了30次？"
"54","這是多少？","4","1","4237","54","","1","1","1","0","54","66666","66666","54","2","1","54","2","abcde + edcba = fffff，請問「fffff」是多少？（英文字母排序）"
"26377","這是什麼？","4","6","4238","26376","每個月都有28天","6","6","6","0","37117","每個月都有","每個月都有28天","27599","1","6","20491","2","哪一個月有28天？"
"26031","這個的名稱是什麼？","4","6","4239","37324","","6","6","6","4239","27472","水之里歐斯","水之里歐斯","27700","1","6","20043","1","是什麼戰隊競賽\nBoss的棲息地？"
"37912","這個的名稱是什麼？","4","6","4240","29702","","6","6","6","0","26178","要修理時鐘","要修理時鐘","35201","2","6","20462","2","時鐘敲了13下，接下來該怎麼做？"
"101","這個的名稱是什麼？","4","3","4242","103","Triangle","3","3","3","0","108","angle","Triangle","97","1","3","110","2","「三角形」的英文。"
"114","這個的名稱是什麼？","4","2","4244","117","Square","3","3","3","0","97","Squar","Square","83","1","3","113","2","「正方形」的英文。"
"97","這個的名稱是什麼？","4","2","4245","110","Pentagon","3","3","3","0","116","Penta","Pentagon","80","2","3","101","2","「五邊形」的英文。"
"103","這個的名稱是什麼？","4","2","4246","120","Hexagon","3","3","3","0","97","Hexag","Hexagon","72","3","3","101","2","「六邊形」的英文。"
"97","這個的名稱是什麼？","4","2","4247","112","Heptagon","3","3","3","0","116","Hepta","Heptagon","72","3","3","101","2","「七邊形」的英文。"
"103","這個的名稱是什麼？","4","2","4248","116","Octagon","3","3","3","0","97","Octag","Octagon","79","3","3","99","2","「八邊形」的英文。"
"114","這個的名稱是什麼？","4","3","4249","116","Sector","3","3","3","0","111","ector","Sector","101","3","3","99","2","「扇形」的英文。"
"115","這個的名稱是什麼？","4","2","4250","111","Thousand","3","3","3","0","117","Thous","Thousand","84","1","3","104","2","「千（單位）」的英文。"
"108","這個的名稱是什麼？","4","2","4251","105","Trillion","3","3","3","0","108","Trill","Trillion","84","2","3","114","2","「兆（單位）」的英文。"
"21033","這個的名稱是什麼？","5","6","5001","32681","彈牙義大利麵","6","6","6","0","22823","彈牙義大利","彈牙義大利麵","24392","1","6","29273","2","煮義大利麵時刻意保留一點硬度的煮法。"
"26371","這個的名稱是什麼？","5","6","5002","31649","公會管理協會","6","6","6","0","29702","公會管理會","公會管理協會","20844","1","6","26371","1","管理蘭德索爾之公會的公家機關。"
"34399","這個的名稱是什麼？","5","6","5003","21451","有我在喔好朋友1號","1","6","6","0","49","好朋友1號","有我在喔好朋友1號","22909","2","6","26379","1","「碧」製作出來當作交朋友練習對象的鐵皮人偶。"
"34880","這個的名稱是什麼？","5","6","5004","22739","高血壓、高血脂、高血糖","6","6","6","0","39640","高血壓高血","高血壓、高血脂、高血糖","39640","2","6","34880","2","何謂「三高」？"
"116","這個的名稱是什麼？","5","3","5005","117","Yogurt","3","3","3","0","114","ogurt","Yogurt","111","1","3","103","2","「優格」的英文。"
"38622","這個的名稱是什麼？","5","6","5006","26898","","6","6","6","0","40635","泰式椒麻雞","泰式椒麻雞","27888","2","6","24335","2","著名的泰式料理之一。與雞肉有關。"
"25289","這個的名稱是什麼？","5","6","5007","37324","","6","6","6","0","27801","卡布里沙拉","卡布里沙拉","21345","2","6","24067","2","擺滿番茄、莫札瑞拉起司和羅勒，代表「卡布里風格」的前菜。"
"114","這個的名稱是什麼？","5","2","5010","116","","3","3","3","0","101","Water","Water","87","2","3","97","2","最佳解酒液為：(請用英文作答)"
"21619","這個的名稱是什麼？","5","6","5011","19977","世界三大珍味","6","6","6","0","29645","世界三珍味","世界三大珍味","19990","3","6","30028","2","魚子醬、松露、鵝肝醬被譽為？"
"37259","這個的名稱是什麼？","5","6","5013","21033","","6","6","6","0","39321","義大利香醋","義大利香醋","32681","2","6","22823","2","將葡萄汁加熱收乾後放進木桶裡使其熟成發酵的醋，具有黏性。"
