f4778d672af375b01c492eedc4bcb93bae0ea2645bc8318113cf6b2c879c3b2f,35131e55d0d70da4f403a87db5cfcb27bfecd44df1c9ad67146a24b5cb101644,a1de9df93f93e5b9c466b5d48e6e6b2135f388c2b62d417f65a9a0d7beeada4f,74c30114cc38a3ea440b09eff5c7177b1150856ce5e5ce6549ced9867029878c,d5291af6876de614e0637c302900d19eac921ab543470d30eedd5be7c5b98222,afced2632158c2fcbedc1c2d5497a9198da04f4c77f4d7e4390b1b6bbc25f07c,338a2250c6eaaa56f5f0217df8a6d14be32664b9cc4b674385b238eb71fbeb0b,679c061f94092d680aab3f13bd833ad2fe0ced6bba603c77470e3a0d9d9e1ed5,ed4a45ab3d205006a6300eb9e57ecb9c23d364841ac57e72f4223f5bd81e2d7c,0781bbbec11790d40e0146732ec34223f0d9d80fa05d50863bdcb6733510ed04,42228f0ca1417b8f2c7650ae0bc6bdb1da6fdd504feea832501f06dc164a122d
"21112013","0","0.5","111011","11","21112","0","1","1","いや、だが、これは国家事業だ。\n端的に換言すれば、金のためだ。\n商業と創作の狭間で葛藤するぼく──\nおお、まさに芸術家ならではの苦悩！","10"
"21112014","","","0","91","21112","","","","",""
"21112015","","","0","22","21112","","","","0",""
"21113001","","","111011","3","21113","0.2","","","wac_idle_doya","1"
"21113002","","","111","3","21113","0.2","","","wac_no_items","1"
"21113003","","","111011","2","21113","","","0","200","-340"
"21113004","","","111","2","21113","","","0","200","-340"
"21113005","","","32","32","21113","","","","0",""
"21113006","","","33","32","21113","","","","1",""
"21113007","","","11","32","21113","","","","0",""
"21113008","","","0","91","21113","","","","",""
"21211001","0","wac_default_01","1","1","21211","2","-213","-108","110811","202"
"21211002","0","wac_default_01","1","5","21211","2","-213","-108","111","201"
"21211003","","","32","31","21211","1","1","0","32","0"
"21211004","","","33","31","21211","0","1","0","33","0"
"21211005","","","11","31","21211","0","1","0","11","0"
"21211006","","","110811","3","21211","0.2","0","","wac_paint_01","0"
"21211007","","","111","3","21211","0.2","0","","wac_paint_01","0"
"21211008","","","0","93","21211","","","","0",""
"21211009","","","11","32","21211","","","","1",""
"21211010","","","se_10035700","23","21211","","","","se_10035700_brush","0"
"21211011","","","110811","13","21211","","","","300",""
"21211012","","","1","131","21211","","","","",""
"21212001","","","110811","3","21212","0.2","1","wac_talk_sad_loop","wac_talk_sad_in","0"
"21212002","","","111","3","21212","0.2","","","wac_no_items","1"
"21212003","","","110811","2","21212","","","0","200","-340"
"21212004","","","111","2","21212","","","0","200","-340"
"21212005","","","32","32","21212","","","","0",""
"21212006","","","33","32","21212","","","","1",""
"21212007","","","11","32","21212","","","","0",""
"21212008","","","vo_wac_220914","21","21212","","","0","vo_wac_220914_000","0"
"21212009","0","0.5","110811","11","21212","0","1","1","うち、見ちゃったんだよね……\nこないだ学校でユニ先輩が、\nもう一人のユニ先輩に筆を持たせて\n何やら教えこんでるカンジの場面……","10"
"21212010","","","0","91","21212","","","","",""
"21212011","","","vo_wac_220914","21","21212","","","0","vo_wac_220914_001","0"
"21212012","0","0.5","110811","11","21212","0","1","1","なんか自動描画プログラム？\nとかいうのが調整ダルくて\n諦めたッつってたけど。\n何させるつもりだったんだ、あの人……","10"
"21212013","","","0","91","21212","","","","",""
"21212014","","","0","22","21212","","","","0",""
"21213001","","","110811","3","21213","0.2","","","wac_idle_sad","1"
"21213002","","","111","3","21213","0.2","","","wac_no_items","1"
"21213003","","","110811","2","21213","","","0","200","-340"
"21213004","","","111","2","21213","","","0","200","-340"
"21213005","","","32","32","21213","","","","0",""
"21213006","","","33","32","21213","","","","1",""
"21213007","","","11","32","21213","","","","0",""
"21213008","","","0","91","21213","","","","",""
"21311001","0","wac_default_31","1","1","21311","2","-85","-167","111011","202"
"21311002","0","wac_default_41","1","1","21311","2","-211","-64","110811","254"
"21311003","0","wac_default_51","1","1","21311","2","-211","230","110911","252"
"21311004","0","wac_default_33","1","5","21311","2","-85","-167","111","201"
"21311005","0","wac_default_46","1","5","21311","2","-211","-64","112","253"
"21311006","0","wac_default_51","1","5","21311","2","-211","230","113","251"
"21311007","","","110911","13","21311","","","","300",""
"21311008","","","111011","13","21311","","","","300",""
"21311009","","","110811","13","21311","","","","300",""
"21311010","","","40","31","21311","1","1","0","40","0"
"21311011","","","41","31","21311","0","1","0","41","0"
"21311012","","","16","31","21311","0","1","0","16","0"
"21311013","","","111011","3","21311","0.2","0","","wac_paint_31","0"
"21311014","","","111","3","21311","0.2","0","","wac_paint_33","0"
"21311015","","","110811","3","21311","0.2","0","","wac_paint_41","0"
"21311016","","","112","3","21311","0.2","0","","wac_paint_46","0"
"21311017","","","110911","3","21311","0.2","0","","wac_paint_51","0"
"21311018","","","113","3","21311","0.2","0","","wac_paint_51","0"
"21311019","","","0","93","21311","","","","0",""
"21311020","","","16","32","21311","","","","1",""
"21311021","","","se_common","23","21311","","","","se_sys_login_birthday_calendar_smallbrush","0"
"21311022","","","1","131","21311","","","","",""
"21312001","","","110911","3","21312","0","","","wac_idle_sad","1"
"21312002","","","111011","3","21312","0","","","wac_idle_doya_L","1"
"21312003","","","110811","3","21312","0","","","wac_idle_arm_crossed","1"
"21312004","","","111","3","21312","0","","","wac_no_items","1"
"21312005","","","112","3","21312","0","","","wac_no_items","1"
"21312006","","","113","3","21312","0","","","wac_no_items","1"
"21312007","","","110911","2","21312","","","0","190","-335"
"21312008","","","111011","2","21312","","","0","-190","-360"
"21312009","","","110811","2","21312","","","0","350","-360"
"21312010","","","111","2","21312","","","0","190","-335"
"21312011","","","112","2","21312","","","0","-190","-360"
"21312012","","","113","2","21312","","","0","350","-360"
"21312013","","","40","32","21312","","","","0",""
"21312014","","","41","32","21312","","","","1",""
"21312015","","","16","32","21312","","","","0",""
"21312016","","","110911","3","21312","0.2","1","wac_talk_sad_loop","wac_talk_sad_in","0"
"21312017","","","vo_wac_220915","21","21312","","","0","vo_wac_220915_000","0"
"21312018","0","0.5","110911","11","21312","0","1","1","あのう、チエルまだバイト代、\n通称国家予算もらってないんですけど。\nコレ大丈夫なやつですかね。\n国家バックレ案件じゃないですよね？","10"
"21312019","","","0","91","21312","","","","",""
"21312020","","","110911","3","21312","0.2","1","","wac_idle_sad","1"
"21312021","","","110811","3","21312","0.2","1","wac_talk_arm_crossed_loop","wac_talk_arm_crossed_in","0"
"21312022","","","vo_wac_220915","21","21312","","","0","vo_wac_220915_001","0"
"21312023","0","0.5","110811","11","21312","0","1","1","あァ、国家そういうトコあんだよ。\nうちも前に世界救う的なバイトしたけど\nあいつあんときの日給まだくんないわ。","10"
"21312024","","","0","91","21312","","","","",""
"21312025","","","110811","3","21312","0.2","1","","wac_idle_arm_crossed","1"
"21312026","","","111011","3","21312","0.2","1","wac_talk_doya_loop_L","wac_talk_doya_in_L","0"
"21312027","","","vo_wac_220915","21","21312","","","0","vo_wac_220915_002","0"
"21312028","0","0.5","111011","11","21312","0","1","1","まあまあ、落ちつけ後輩たち。\n慌てる理系は貰いが少ないと言うぞ。\n国家予算ともなれば、相応に煩雑な\n手続きがあるのだろう。座して待て。","10"
"21312029","","","0","91","21312","","","","",""
"21312030","","","0","22","21312","","","","0",""
"21312031","","","","111","21312","","","","",""
"21313001","","","110911","3","21313","0.2","","","wac_idle_sad","1"
"21313002","","","111011","3","21313","0.2","","","wac_idle_doya_L","1"
"21313003","","","110811","3","21313","0.2","","","wac_idle_arm_crossed","1"
"21313004","","","111","3","21313","0.2","","","wac_no_items","1"
"21313005","","","112","3","21313","0.2","","","wac_no_items","1"
"21313006","","","113","3","21313","0.2","","","wac_no_items","1"
"21313007","","","110911","2","21313","","","0","190","-335"
"21313008","","","111011","2","21313","","","0","-190","-360"
"21313009","","","110811","2","21313","","","0","350","-360"
"21313010","","","111","2","21313","","","0","190","-335"
"21313011","","","112","2","21313","","","0","-190","-360"
"21313012","","","113","2","21313","","","0","350","-360"
"21313013","","","40","32","21313","","","","0",""
"21313014","","","41","32","21313","","","","1",""
"21313015","","","16","32","21313","","","","0",""
"21313016","","","0","91","21313","","","","",""
"21411001","0","wac_default_01","1","1","21411","2","-213","-108","104011","202"
"21411002","0","wac_default_02","1","5","21411","2","-213","-108","111","201"
"21411003","","","32","31","21411","1","1","0","32","0"
"21411004","","","33","31","21411","0","1","0","33","0"
"21411005","","","11","31","21411","0","1","0","11","0"
"21411006","","","104011","3","21411","0.2","0","","wac_paint_01","0"
"21411007","","","111","3","21411","0.2","0","","wac_paint_02","0"
"21411008","","","0","93","21411","","","","0",""
"21411009","","","11","32","21411","","","","1",""
"21411010","","","se_10035700","23","21411","","","","se_10035700_brush","0"
"21411011","","","104011","13","21411","","","","300",""
"21411012","","","1","131","21411","","","","",""
"21412001","","","104011","3","21412","0.2","1","wac_talk_wish_loop","wac_talk_wish_in","0"
"21412002","","","111","3","21412","0.2","","","wac_no_items","1"
"21412003","","","104011","2","21412","","","0","200","-340"
"21412004","","","111","2","21412","","","0","200","-340"
"21412005","","","32","32","21412","","","","0",""
"21412006","","","33","32","21412","","","","1",""
"21412007","","","11","32","21412","","","","0",""
"21412008","","","vo_wac_220916","21","21412","","","0","vo_wac_220916_000","0"
"21412009","0","0.5","104011","11","21412","0","1","1","おわりました～……\nやっぱり、絵を描くのはいいですね。\nぼっちが一人で絵を描いてても、\nそんなに違和感ないですから。","10"
"21412010","","","0","91","21412","","","","",""
"21412011","","","vo_wac_220916","21","21412","","","0","vo_wac_220916_001","0"
"21412012","0","0.5","104011","11","21412","0","1","1","はっ、そうです！\nこの調子で、ぼっちでも関係ない\n趣味を発掘しまくれば、ぼっちライフも\n充実していくのでは……！？","10"
"21412013","","","0","91","21412","","","","",""
"21412014","","","0","22","21412","","","","0",""
"21413001","","","104011","3","21413","0.2","","","wac_idle_wish","1"
"21413002","","","111","3","21413","0.2","","","wac_no_items","1"
"21413003","","","104011","2","21413","","","0","200","-340"
"21413004","","","111","2","21413","","","0","200","-340"
"21413005","","","32","32","21413","","","","0",""
"21413006","","","33","32","21413","","","","1",""
"21413007","","","11","32","21413","","","","0",""
"21413008","","","0","91","21413","","","","",""
"21511001","0","wac_default_11","1","1","21511","2","-213","-108","101211","202"
"21511002","0","wac_default_12","1","5","21511","2","-213","-108","111","201"
"21511003","","","32","31","21511","1","1","0","32","0"
"21511004","","","33","31","21511","0","1","0","33","0"
"21511005","","","11","31","21511","0","1","0","11","0"
"21511006","","","101211","3","21511","0.2","0","","wac_paint_11","0"
"21511007","","","111","3","21511","0.2","0","","wac_paint_12","0"
"21511008","","","0.3","93","21511","","","","0",""
"21511009","","","11","32","21511","","","","1",""
"21511010","","","se_10035700","23","21511","","","","se_10035700_roller","0"
"21511011","","","101211","13","21511","","","","300",""
"21511012","","","1","131","21511","","","","",""
"21512001","","","101211","3","21512","0.2","1","wac_talk_kyapi_loop","wac_talk_kyapi_in","0"
"21512002","","","111","3","21512","0.2","","","wac_no_items","1"
"21512003","","","101211","2","21512","","","0","200","-340"
"21512004","","","111","2","21512","","","0","200","-340"
"21512005","","","32","32","21512","","","","0",""
"21512006","","","33","32","21512","","","","1",""
"21512007","","","11","32","21512","","","","0",""
"21512008","","","vo_wac_220917","21","21512","","","0","vo_wac_220917_000","0"
"21512009","0","0.5","101211","11","21512","0","1","1","できあがりー！　やったー☆\n……んー、でも、ところどころ\n最後に直したいところもあるなぁ。","10"
"21512010","","","0","91","21512","","","","",""
"21512011","","","vo_wac_220917","21","21512","","","0","vo_wac_220917_001","0"
"21512012","0","0.5","101211","11","21512","0","1","1","というわけで、パパっと\n超能力で直しちゃおう！\nきらーんっ☆\n……スヤァ……","10"
"21512013","","","0","91","21512","","","","",""
"21512014","","","0","22","21512","","","","0",""
"21513001","","","101211","3","21513","0.2","","","wac_idle_sleep","1"
"21513002","","","111","3","21513","0.2","","","wac_no_items","1"
"21513003","","","101211","2","21513","","","0","200","-340"
"21513004","","","111","2","21513","","","0","200","-340"
"21513005","","","32","32","21513","","","","0",""
"21513006","","","33","32","21513","","","","1",""
"21513007","","","11","32","21513","","","","0",""
"21513008","","","0","91","21513","","","","",""
"21611001","0","wac_default_01","1","1","21611","2","-213","-108","101511","202"
"21611002","0","wac_default_02","1","5","21611","2","-213","-108","111","201"
"21611003","","","32","31","21611","1","1","0","32","0"
"21611004","","","33","31","21611","0","1","0","33","0"
"21611005","","","11","31","21611","0","1","0","11","0"
"21611006","","","101511","3","21611","0.2","0","","wac_paint_01","0"
"21611007","","","111","3","21611","0.2","0","","wac_paint_02","0"
"21611008","","","0","93","21611","","","","0",""
"21611009","","","11","32","21611","","","","1",""
"21611010","","","se_10035700","23","21611","","","","se_10035700_brush","0"
"21611011","","","101511","13","21611","","","","300",""
"21611012","","","1","131","21611","","","","",""
"21612001","","","101511","3","21612","0.2","1","wac_talk_wish_loop","wac_talk_wish_in","0"
