68d3128be9b1ace9909951cc9809bd276cba1f95e93e9e97d0466eb5c22c5e3b,e3bfa3ace1fed0e8f3ff915d6242550906f03b91dd78f5778d08a901fab19efc,6c668a0427e54c3056fc62d55f03f8b9ddd06b93aa33b543b0d8fe24772e286b,af3b14ad3e21af827e4270bc100b260065f244474de746a80f189e7c76815e3e,99f547c45a0f06e492c3f69206422875c9471583f88fef6ad99bafe724ca17f5,0219016d6cd5fb955645e3a2c06641e350ce3974c3252db96fcde4c86dbeda08,0056f761bd91e7f1ef93d2552659dc6e4b61cbcd80ba5b4f460ab6e29ec151e0,63d71c4f7d355f5178b47b81c31220426eb190b7855b192ea637bac3b0bb1ace,0a1d320d0980296698ab6d21cc035384932b1a428ea5cc72fee1475464d8d543,5507fd44ff87c4aab5d1b41eb02a9ef0df4763c57369d2426097c6266323243f,d98742d1dcdeb776c7ad23ec0bee33f98f17b99e6a5ebca330fe2c4495284bf3
"","","22","","0.5","","","","1007411","0","1007411121"
"","","93","","","","","","1007411","0.5","1007411122"
"","1","3","0.2","mhp_sit_idle","","","","1007411","117531","1007411123"
"1","0","3","0.2","mhp_sit_out_sad","","0.2","mhp_idle_sad","1007411","104431","1007411124"
"","","93","","","","","","1007411","0.5","1007411125"
"","2","12","0","1","","0","","1007411","104431","1007411126"
"","","93","","","","","","1007411","0.5","1007411127"
"","1","3","0.2","mhp_walk_sad","","","","1007411","104431","1007411128"
"","","4","","1","","","","1007411","104431","1007411129"
"0","-220","2","","-1000","","","5","1007411","104431","1007411130"
"","","93","","0","","","","1007411","4.1","1007411131"
"","","91","","0","","","","1007411","0","1007411132"
"-240","100","1","1.7","104431","mhp_idle_normal","0","-1000","1007412","1","1007412001"
"-220","104","1","1.7","117631","mhp_sit_idle","1","185","1007412","1","1007412002"
"-200","100","1","1.7","117531","mhp_sit_idle","1","365","1007412","1","1007412003"
"0.85","-240","31","1","1","","","-154","1007412","1","1007412004"
"1","173","31","0","120","","","-237","1007412","24","1007412005"
"1","0","31","0","130","","","160","1007412","30","1007412006"
"1","0","31","0","111","","","0","1007412","11","1007412007"
"-220","110","5","1.7","11","NoItem","0","-200","1007412","1","1007412008"
"-220","105","5","1.7","12","NoItem","0","-200","1007412","1","1007412009"
"-220","110","5","1.7","21","NoItem","1","185","1007412","1","1007412010"
"-220","105","5","1.7","22","NoItem","1","185","1007412","1","1007412011"
"1","1","6","0","1","","0","1","1007412","11","1007412012"
"0","1","6","0","1","","0","1","1007412","12","1007412013"
"0","1","6","0","1","","0","1","1007412","21","1007412014"
"0","1","6","0","1","","0","1","1007412","22","1007412015"
"","","91","","0","","","","1007412","0","1007412016"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007412","117531","1007412017"
"","0","21","","vo_mhp_5201","","","0","1007412","vo_mhp_1007412","1007412018"
"0","8","11","0","イリヤさん、どうぞー","0.5","0","0","1007412","117531","1007412019"
"","","91","","","","","","1007412","0","1007412020"
"","1","3","0.2","mhp_sit_idle","","","","1007412","117531","1007412021"
"","1","3","0.2","mhp_walk","","","","1007412","104431","1007412022"
"0","-220","2","","-200","","","4","1007412","104431","1007412023"
"","","91","","","","","","1007412","0","1007412024"
"","0","3","0.2","mhp_sit_in","","","","1007412","104431","1007412025"
"","","91","","","","","","1007412","0","1007412026"
"","1","3","0.2","mhp_sit_idle","","","","1007412","104431","1007412027"
"","","93","","0","","","","1007412","1","1007412028"
"","1","3","0.2","mhp_sit_talk_wish2","","","","1007412","104431","1007412029"
"","0","21","","vo_mhp_5202","","","0","1007412","vo_mhp_1007412","1007412030"
"0","6","11","0","う、うむ。今日もよろしく頼むぞ。","0.5","0","1","1007412","104431","1007412031"
"","","91","","","","","","1007412","0","1007412032"
"","1","3","0.2","mhp_sit_idle","","","","1007412","104431","1007412033"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007412","117631","1007412034"
"","0","21","","vo_mhp_5203","","","0","1007412","vo_mhp_1007412","1007412035"
"0","5","11","0","それじゃあさっそく始めようか。\nまずは煽情的に迫ってみて！","0.5","0","1","1007412","117631","1007412036"
"","","91","","","","","","1007412","0","1007412037"
"","1","3","0.2","mhp_sit_idle","","","","1007412","117631","1007412038"
"1","0","3","0.2","mhp_ilya_approach_in","","0","mhp_ilya_approach_loop","1007412","104431","1007412039"
"1","0","3","0.2","NoItem","","0","mhp_ilya_approach_loop","1007412","11","1007412040"
"","0","21","","vo_mhp_5204","","","0","1007412","vo_mhp_1007412","1007412041"
"0","5","11","0","ふふ、緊張しておるのか？\n愛いヤツじゃのう……","1","0","1","1007412","104431","1007412042"
"","","91","","","","","","1007412","0","1007412043"
"","1","3","0.2","mhp_sit_talk_joy1","","","","1007412","117631","1007412044"
"","0","21","","vo_mhp_5205","","","0","1007412","vo_mhp_1007412","1007412045"
"0","6","11","0","いいよいいよイリヤさん♪\n今度は上目遣いちょうだい！","0.5","0","1","1007412","117631","1007412046"
"","","91","","","","","","1007412","0","1007412047"
"","1","3","0.2","mhp_sit_idle_joy1","","","","1007412","117631","1007412048"
"1","0","3","0.2","mhp_ilya_uwame_in","","0","mhp_ilya_uwame_loop","1007412","104431","1007412049"
"1","0","3","0.2","mhp_ilya_uwame_in","","0","mhp_ilya_uwame_loop","1007412","11","1007412050"
"","0","21","","vo_mhp_5206","","","0","1007412","vo_mhp_1007412","1007412051"
"0","4","11","0","お主……\n目を、そらすでないぞ？","1","0","1","1007412","104431","1007412052"
"","","91","","","","","","1007412","0","1007412053"
"","1","3","0.2","mhp_sit_talk_joy1","","","","1007412","117631","1007412054"
"","0","21","","vo_mhp_5207","","","0","1007412","vo_mhp_1007412","1007412055"
"0","6","11","0","うーんあざとい！　でもそれがいい♪\n次は小悪魔ムーブで迫ってみてよ！","0.5","0","1","1007412","117631","1007412056"
"","","91","","","","","","1007412","0","1007412057"
"","1","3","0.2","mhp_sit_idle_joy1","","","","1007412","117631","1007412058"
"1","0","3","0.2","mhp_ilya_koakuma_in","","0","mhp_ilya_koakuma_loop","1007412","104431","1007412059"
"1","0","3","0.2","mhp_ilya_koakuma_in","","0","NoItem","1007412","11","1007412060"
"","0","21","","vo_mhp_5208","","","0","1007412","vo_mhp_1007412","1007412061"
"0","6","11","0","わらわだけを、見てほしいのじゃ……","1","0","1","1007412","104431","1007412062"
"","","91","","","","","","1007412","0","1007412063"
"","1","3","0.2","mhp_sit_talk_joy2","","","","1007412","117631","1007412064"
"","0","21","","vo_mhp_5209","","","0","1007412","vo_mhp_1007412","1007412065"
"0","7","11","0","エクセレント！\n最後は壁ドンで決めちゃおう！","0.5","0","1","1007412","117631","1007412066"
"","","91","","0","","","","1007412","0","1007412067"
"","1","3","0.2","mhp_sit_idle_joy2","","","","1007412","117631","1007412068"
"1","0","3","0.2","mhp_ilya_kabedon_in","","0","mhp_ilya_kabedon_loop","1007412","104431","1007412069"
"","0","21","","vo_mhp_5210","","","0","1007412","vo_mhp_1007412","1007412070"
"0","7","11","0","わらわのものに、なるのじゃ……","1","0","1","1007412","104431","1007412071"
"","","91","","","","","","1007412","0","1007412072"
"","","93","","","","","","1007412","1","1007412073"
"","1","3","0.2","mhp_sit_talk_memory","","","","1007412","117631","1007412074"
"","0","21","","vo_mhp_5211","","","0","1007412","vo_mhp_1007412","1007412075"
"0","5","11","0","完璧だよイリヤさん♪\n今のイリヤさんはキュートな堕天使！\nこれで落ちない人はいないね\nさっそく例の人に披露してみよう！","0.5","0","1","1007412","117631","1007412076"
"","","91","","","","","","1007412","0","1007412077"
"","1","3","0.2","mhp_sit_idle","","","","1007412","117631","1007412078"
"","1","3","0.2","mhp_talk_memory","","","","1007412","104431","1007412079"
"","0","21","","vo_mhp_5212","","","0","1007412","vo_mhp_1007412","1007412080"
"0","4","11","0","ふ、ふふ、これをあやつに\nあやつに…………\nって、できるかー！！","0.5","0","1","1007412","104431","1007412081"
"","","93","","1","","","","1007412","8","1007412082"
"1","0","3","0.2","mhp_ilya_panic_in","","0","mhp_ilya_panic_loop","1007412","104431","1007412083"
"1","0","3","0.2","mhp_ilya_panic_in","","0","mhp_ilya_panic_loop","1007412","11","1007412084"
"","","91","","","","","","1007412","1007412081","1007412085"
"","0","21","","vo_mhp_5213","","","0","1007412","vo_mhp_1007412","1007412086"
"0","6","11","0","なんなのじゃこの破廉恥な動きは！\nこんな姿、あやつに見せられる\nわけがなかろう！\n本当にどうかしていた、危機一髪じゃ。","0.5","0","1","1007412","104431","1007412087"
"","","93","","1","","","","1007412","8","1007412088"
"","1","3","0.2","mhp_talk_sad2","","","","1007412","104431","1007412089"
"","1","3","0.2","NoItem_idle","","","","1007412","11","1007412090"
"","","91","","","","","","1007412","1007412087","1007412091"
"","","93","","","","","","1007412","0.5","1007412092"
"","1","3","0.2","mhp_talk_anger","","","","1007412","104431","1007412093"
"","0","21","","vo_mhp_5214","","","0","1007412","vo_mhp_1007412","1007412094"
"0","6","11","0","そもそもあやつがこんなことで\nなびいたりするわけがないじゃろ！\n失礼する！","0.5","0","1","1007412","104431","1007412095"
"","","91","","","","","","1007412","0","1007412096"
"","","22","","0","","","","1007412","0","1007412097"
"","1","3","0.2","mhp_idle_sad","","","","1007412","104431","1007412098"
"","1","3","0.2","NoItem_idle","","","","1007412","11","1007412099"
"","","93","","","","","","1007412","0.2","1007412100"
"","1","3","0.2","mhp_walk_sad","","","","1007412","104431","1007412101"
"","","4","","1","","","","1007412","104431","1007412102"
"0","-220","2","","-350","","","1","1007412","104431","1007412103"
"","","93","","0","","","","1007412","1","1007412104"
"","2","12","0","9","","0","","1007412","104431","1007412105"
"","1","3","0.2","mhp_ilya_idle_sad","","","","1007412","104431","1007412106"
"","","93","","0","","","","1007412","1","1007412107"
"","1","3","0.2","mhp_run_shy","","","","1007412","104431","1007412108"
"0","-220","2","","-1000","","","1.5","1007412","104431","1007412109"
"","","93","","0","","","","1007412","2","1007412110"
"","","91","","","","","","1007412","0","1007412111"
"0","1","3","0.2","mhp_sit_talk_thinking","","","","1007412","117531","1007412112"
"","0","21","","vo_mhp_5215","","","0","1007412","vo_mhp_1007412","1007412113"
"0","5","11","0","残念だったわね。\nでも、はたから見てて彼女、\nすごく魅力的だったわよ。","0.5","0","1","1007412","117531","1007412114"
"","","91","","","","","","1007412","0","1007412115"
"","1","3","0.2","mhp_sit_idle_thinking","","","","1007412","117531","1007412116"
"","1","3","0.2","mhp_sit_talk_thinking","","","","1007412","117631","1007412117"
"","0","21","","vo_mhp_5216","","","0","1007412","vo_mhp_1007412","1007412118"
"0","6","11","0","そうだね。結構イケてたと思うけど\nあれで何も感じないなら\n相当鈍感な人だよね！","0.5","0","1","1007412","117631","1007412119"
"","","91","","","","","","1007412","0","1007412120"
"","","22","","0","","","","1007412","0","1007412121"
"","","93","","","","","","1007412","1","1007412122"
"","1","3","0.2","mhp_sit_idle","","","","1007412","117631","1007412123"
"","0","3","0.2","mhp_sit_out","","","","1007412","117631","1007412124"
"1","","32","1","1","","","","1007412","111","1007412125"
"","0","3","0.2","mhp_mitsuki_kime","","","","1007412","117631","1007412126"
"","","32","","1","","","","1007412","120","1007412127"
"","","23","","se_10031400_glitter","","","","1007412","se_10031400","1007412128"
"","","93","","","","","","1007412","1.2","1007412129"
"","","32","","1","","","","1007412","130","1007412130"
"","","93","","","","","","1007412","4","1007412131"
"","","32","","0","","","","1007412","130","1007412132"
"-220","100","1","1.7","100931","mhp_idle_normal","0","-1000","1007413","1","1007413001"
"-200","100","1","1.7","117631","mhp_sit_idle","1","365","1007413","1","1007413002"
"-220","100","1","1.7","117531","mhp_sit_idle","1","185","1007413","1","1007413003"
"0.85","-240","31","1","1","","","-154","1007413","1","1007413004"
"-220","110","5","1.7","11","NoItem","0","-200","1007413","1","1007413005"
"-220","105","5","1.7","12","NoItem","0","-200","1007413","1","1007413006"
"-220","110","5","1.7","21","NoItem","1","185","1007413","1","1007413007"
"-220","105","5","1.7","22","NoItem","1","185","1007413","1","1007413008"
"0","1","6","0","1","","0","1","1007413","11","1007413009"
"0","1","6","0","1","","0","1","1007413","12","1007413010"
"0","1","6","0","1","","0","1","1007413","21","1007413011"
"0","1","6","0","1","","0","1","1007413","22","1007413012"
"-220","110","5","1.7","31","NoItem","0","-1000","1007413","1","1007413013"
"","","91","","","","","","1007413","0","1007413014"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007413","117531","1007413015"
"","0","21","","vo_mhp_3001","","","0","1007413","vo_mhp_1007413","1007413016"
"0","8","11","0","次の方どうぞー","0","0","0","1007413","117531","1007413017"
"","","91","","","","","","1007413","0","1007413018"
"","1","3","0.2","mhp_sit_idle","","","","1007413","117531","1007413019"
"","1","3","0.2","mhp_anna_walk_sad","","","","1007413","100931","1007413020"
"0","-220","2","","-200","","","4","1007413","100931","1007413021"
"","1","3","0.2","NoItem","","","","1007413","31","1007413022"
"0","-220","2","","-200","","","4","1007413","31","1007413023"
"","","91","","","","","","1007413","0","1007413024"
"","0","3","0.2","mhp_sit_in_sad","","","","1007413","100931","1007413025"
"","","91","","","","","","1007413","0","1007413026"
"1","0","3","0.2","mhp_anna_dark_in","","0.2","mhp_anna_dark_loop","1007413","100931","1007413027"
"1","0","3","0.2","mhp_anna_dark_in","","0.2","mhp_anna_dark_loop","1007413","31","1007413028"
"","","93","","0","","","","1007413","0","1007413029"
"","0","21","","vo_mhp_3002","","","0","1007413","vo_mhp_1007413","1007413030"
"0","4","11","0","……くっ、耐えるのだ我が肉体よ！\nこの程度の痛みに屈するほど\nやわではあるま痛っ！　いたた……　","0.5","0","1","1007413","100931","1007413031"
"","","93","","0","","","","1007413","1","1007413032"
"","1","3","0.2","mhp_sit_idle_surprise1","","","","1007413","117631","1007413033"
"","","91","","","","","","1007413","1007413031","1007413034"
"","1","3","0.2","mhp_sit_idle","","","","1007413","117631","1007413035"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007413","117531","1007413036"
"","0","21","","vo_mhp_3003","","","0","1007413","vo_mhp_1007413","1007413037"
"0","6","11","0","あら、アンナちゃんじゃない\nなんだか体調悪そうだけど、\n魔竜との戦いで受けた傷でも\nうずくのかしら？","0.5","0","1","1007413","117531","1007413038"
"","","91","","","","","","1007413","0","1007413039"
"","1","3","0.2","mhp_sit_idle","","","","1007413","117531","1007413040"
"","0","21","","vo_mhp_3004","","","0","1007413","vo_mhp_1007413","1007413041"
"0","4","11","0","そうではない。我は現在\n何者かの攻撃を受けている。\n敵の名は……そう！\n「不可視の暗殺者」だ！","0.5","0","1","1007413","100931","1007413042"
"","","91","","","","","","1007413","0","1007413043"
"","1","3","0.2","mhp_sit_talk_worry","","","","1007413","117631","1007413044"
"","0","21","","vo_mhp_3005","","","0","1007413","vo_mhp_1007413","1007413045"
"0","5","11","0","あん、し……え、何？","0.5","0","1","1007413","117631","1007413046"
"","","91","","","","","","1007413","0","1007413047"
"","1","3","0.2","mhp_sit_idle","","","","1007413","117631","1007413048"
"","1","3","0.2","mhp_sit_talk_normal","","","","1007413","117531","1007413049"
"","0","21","","vo_mhp_3006","","","0","1007413","vo_mhp_1007413","1007413050"
"0","6","11","0","あなたも色々大変ね\nそれで、具体的にどんな症状が\n出てるのかしら？","0.5","0","1","1007413","117531","1007413051"
"","","91","","","","","","1007413","0","1007413052"
"","1","3","0.2","mhp_sit_talk_sad","","","","1007413","100931","1007413053"
"","1","3","0.2","NoItem","","","","1007413","31","1007413054"
"","1","3","0.2","mhp_sit_idle","","","","1007413","117531","1007413055"
"","0","21","","vo_mhp_3007","","","0","1007413","vo_mhp_1007413","1007413056"
"0","6","11","0","うむ、実はひどい頭痛に\n見舞われていてな……","0.5","0","1","1007413","100931","1007413057"
