85477d8b1f14c398a2a3ea20468501c4af32b8c1b3812a4f5fd3259437761135,7269b5c78f815a7fd810c28c24e04e7f610708fb7192dfa42db3a7930e06ddbe,843e8036f6ca7b82e31a2764a505acdc623659e7cebb2647775dbeba60fb722f,dd35ea0b3a17ca7c0008f9ff95435308d874cbd905b0505730843dd6a7a811fe,a428688bbae11cb8ceaadbb053d3579c5337a1d572a7a6b43520e1175e57631a,cb432587d9348df3d72202c6cb24d08ae4123acd66c49af1958ab99ea01b6a23,b96754452f3b917c9ae6369ab4506b66ea3ccaa83079e9ef6ff0800af24b189a,9ac7a74e3519bc439b5e0815a1376b5422141df3c84bc7e9af7a6f95d9facf24,2286b748a5eb3dafec0bd265bf143a3a1f258411a4cb8b436cb7e0b97d08ee10,cb6d20383a922a4c1c73d71c60ee7abdf00625d0b939ef2d2b780a5d47a58175,da9803ec9889e0321862406d3053f70e99f96f280df137edcd83174ec026dbb6
"lsv_idle_normal","","100411","3","","0.2","1","","1009810","","1009810039"
"lsv_idle_normal","","102011","3","","0.2","1","","1009810","","1009810040"
"lsv_talk_guts2","1","100411","3","lsv_talk_guts2_loop","0","0","","1009810","0.2","1009810041"
"vo_lsv_1024","","vo_lsv","21","0","","0","","1009810","","1009810042"
"みゅ～ちゃんを元気にしたり、\nあと特訓！\n向こうでも大丈夫なようにね♪","1","100411","11","1","0","10","0","1009810","0","1009810043"
"","","0","91","","","","","1009810","","1009810044"
"lsv_idle_guts2_joy","","100411","3","","0.2","1","","1009810","","1009810045"
"lsv_talk_doya","1","103611","3","lsv_talk_doya_loop","0","0","","1009810","0.2","1009810046"
"vo_lsv_1025","","vo_lsv","21","0","","0","","1009810","","1009810047"
"…まだまだ、\nやることはいっぱいだね。\n私たちも頑張らないと。","1","103611","11","1","0","10","0","1009810","0","1009810048"
"","","0","91","","","","","1009810","","1009810049"
"lsv_idle_doya","","103611","3","","0.2","1","","1009810","","1009810050"
"lsv_talk_cool_joy","1","100411","3","lsv_talk_cool_joy_loop","0","0","","1009810","0.2","1009810051"
"vo_lsv_1026","","vo_lsv","21","0","","0","","1009810","","1009810052"
"そうそう、その調子！","1","100411","11","1","0","10","0","1009810","0","1009810053"
"","","0","91","","","","","1009810","","1009810054"
"lsv_idle_cool_joy","","100411","3","","0.2","1","","1009810","","1009810055"
"lsv_talk_wish_joy","","102011","3","","0.2","1","","1009810","","1009810056"
"vo_lsv_1027","","vo_lsv","21","0","","0","","1009810","","1009810057"
"じゃあ、まずは\nみゅ～ちゃんに元気に\nなってもらわなくっちゃ！","1","102011","11","1","0","10","0","1009810","0","1009810058"
"","","0","91","","","","","1009810","","1009810059"
"lsv_idle_wish_joy","","102011","3","","0.2","1","","1009810","","1009810060"
"lsv_talk_cool_loop","","100411","3","","0.2","1","","1009810","","1009810061"
"vo_lsv_1028","","vo_lsv","21","0","","0","","1009810","","1009810062"
"元気かー\nにいちゃん。\n何かいいアイデアある？","1","100411","11","1","0","10","0","1009810","0","1009810063"
"","","0","91","","","","","1009810","","1009810064"
"lsv_idle_cool","","100411","3","","0.2","1","","1009810","","1009810065"
"lsv_choice","1","100411","3","lsv_look_idle_normal","0","0","","1009810","0.2","1009810066"
"lsv_choice","1","102011","3","lsv_look_idle_normal","0","0","","1009810","0.2","1009810067"
"lsv_choice","1","103611","3","lsv_look_idle_normal","0","0","","1009810","0.2","1009810068"
"0","","0.1","93","","","","","1009810","","1009810069"
"-452","2","100411","2","0.33","","-235","","1009810","0.2","1009810070"
"420","2","102011","2","0.33","","-220","","1009810","0.2","1009810071"
"545","2","103611","2","0.33","","-250","","1009810","0.2","1009810072"
"0","","0","22","","0.2","1","","1009810","","1009810073"
"1009810077","","いっぱいご飯をあげる。","103","","","0","","1009810","","1009810074"
"1009810101","","たくさん寝る。","103","","","0","","1009810","","1009810075"
"1009810125","","軽く遊ぶ。","103","","","0","","1009810","","1009810076"
"lsv_choice","1","100411","3","lsv_idle_normal","0","0","","1009810","0.2","1009810077"
"lsv_choice","1","102011","3","lsv_idle_normal","0","0","","1009810","0.2","1009810078"
"lsv_choice","1","103611","3","lsv_idle_normal","0","0","","1009810","0.2","1009810079"
"0","","0.1","93","","","","","1009810","","1009810080"
"-200","2","100411","2","0.33","","-235","","1009810","0.2","1009810081"
"100","2","102011","2","0.33","","-220","","1009810","0.2","1009810082"
"270","2","103611","2","0.33","","-250","","1009810","0.2","1009810083"
"0","","0.7","93","","","","","1009810","","1009810084"
"lsv_talk_joy3_blink","","103611","3","","0.2","1","","1009810","","1009810085"
"vo_lsv_1029","","vo_lsv","21","0","","0","","1009810","","1009810086"
"お腹が減っていると\n元気は出ませんからね。\nそんなことわざもありますし。","1","103611","11","1","0","10","0","1009810","0","1009810087"
"","","0","91","","","","","1009810","","1009810088"
"lsv_idle_normal_joy","","103611","3","","0.2","1","","1009810","","1009810089"
"lsv_talk_joy1","","102011","3","","0.2","1","","1009810","","1009810090"
"vo_lsv_1030","","vo_lsv","21","0","","0","","1009810","","1009810091"
"みゅ～ちゃんが喜ぶごはん\nいっぱい作ってあげよ～♪","1","102011","11","1","0","10","0","1009810","0","1009810092"
"","","0","91","","","","","1009810","","1009810093"
"lsv_idle_joy","","102011","3","","0.2","1","","1009810","","1009810094"
"lsv_talk_guts2_joy","1","100411","3","lsv_talk_guts2_joy_loop","0","0","","1009810","0.2","1009810095"
"vo_lsv_1031","","vo_lsv","21","0","","0","","1009810","","1009810096"
"よーし、ミソギもやるぞー！\nスタミナがつく料理、\nどんどん作っちゃおー！","1","100411","11","1","0","10","0","1009810","0","1009810097"
"","","0","91","","","","","1009810","","1009810098"
"lsv_idle_guts2_joy","","100411","3","","0.2","1","","1009810","","1009810099"
"","","1009810149","101","","","","","1009810","","1009810100"
"lsv_choice","1","100411","3","lsv_idle_normal","0","0","","1009810","0.2","1009810101"
"lsv_choice","1","102011","3","lsv_idle_normal","0","0","","1009810","0.2","1009810102"
"lsv_choice","1","103611","3","lsv_idle_normal","0","0","","1009810","0.2","1009810103"
"0","","0.1","93","","","","","1009810","","1009810104"
"-200","2","100411","2","0.33","","-235","","1009810","0.2","1009810105"
"100","2","102011","2","0.33","","-220","","1009810","0.2","1009810106"
"270","2","103611","2","0.33","","-250","","1009810","0.2","1009810107"
"0","","0.7","93","","","","","1009810","","1009810108"
"lsv_talk_normal_suprise1","","100411","3","","0.2","1","","1009810","","1009810109"
"vo_lsv_1032","","vo_lsv","21","0","","0","","1009810","","1009810110"
"つかれてると眠くなるよねー\nじゃあ、みゅ～ちゃんが\n寝やすいようにしてあげよ！","1","100411","11","1","0","10","0","1009810","0","1009810111"
"","","0","91","","","","","1009810","","1009810112"
"lsv_idle_normal","","100411","3","","0.2","1","","1009810","","1009810113"
"lsv_talk_thinking_talkR","","103611","3","","0.2","1","","1009810","","1009810114"
"vo_lsv_1033","","vo_lsv","21","0","","0","","1009810","","1009810115"
"寝やすいように…\n子守歌を歌うとかかな。","1","103611","11","1","0","10","0","1009810","0","1009810116"
"","","0","91","","","","","1009810","","1009810117"
"lsv_idle_thinking_surprise","","103611","3","","0.2","1","","1009810","","1009810118"
"lsv_talk_joy3","","102011","3","","0.2","1","","1009810","","1009810119"
"vo_lsv_1034","","vo_lsv","21","0","","0","","1009810","","1009810120"
"絵本を読んであげるのも\nいいと思うな～\nみんなでしてあげよ♪","1","102011","11","1","0","10","0","1009810","0","1009810121"
"","","0","91","","","","","1009810","","1009810122"
"lsv_idle_joy","","102011","3","","0.2","1","","1009810","","1009810123"
"","","1009810149","101","","","","","1009810","","1009810124"
"lsv_choice","1","100411","3","lsv_idle_normal","0","0","","1009810","0.2","1009810125"
"lsv_choice","1","102011","3","lsv_idle_normal","0","0","","1009810","0.2","1009810126"
"lsv_choice","1","103611","3","lsv_idle_normal","0","0","","1009810","0.2","1009810127"
"0","","0.1","93","","","","","1009810","","1009810128"
"-200","2","100411","2","0.33","","-235","","1009810","0.2","1009810129"
"100","2","102011","2","0.33","","-220","","1009810","0.2","1009810130"
"270","2","103611","2","0.33","","-250","","1009810","0.2","1009810131"
"0","","0.7","93","","","","","1009810","","1009810132"
"lsv_talk_surprise","","102011","3","","0.2","1","","1009810","","1009810133"
"vo_lsv_1035","","vo_lsv","21","0","","0","","1009810","","1009810134"
"えっ？　あそんだら\nもっと疲れちゃったり\nしないかなぁ…？","1","102011","11","1","0","10","0","1009810","0","1009810135"
"","","0","91","","","","","1009810","","1009810136"
"lsv_idle_surprise","","102011","3","","0.2","1","","1009810","","1009810137"
"lsv_talk_thinking_joyR","","100411","3","","0.2","1","","1009810","","1009810138"
"vo_lsv_1036","","vo_lsv","21","0","","0","","1009810","","1009810139"
"でも遊ぶと気持ちが\nスッキリしたりするよねー\n意外とあり…かもっ？","1","100411","11","1","0","10","0","1009810","0","1009810140"
"","","0","91","","","","","1009810","","1009810141"
"lsv_idle_thinking_joy1","","100411","3","","0.2","1","","1009810","","1009810142"
"lsv_talk_thinking_talkR","","103611","3","","0.2","1","","1009810","","1009810143"
"vo_lsv_1037","","vo_lsv","21","0","","0","","1009810","","1009810144"
"すいみんの質を上げる…\nとか、大人の人が言うもんね。\n本当に軽く、やってみよっ。","1","103611","11","1","0","10","0","1009810","0","1009810145"
"","","0","91","","","","","1009810","","1009810146"
"lsv_idle_thinking_joy1","","103611","3","","0.2","1","","1009810","","1009810147"
"","","1009810149","101","","","","","1009810","","1009810148"
"","","0","91","","","","","1009810","","1009810149"
"","","","102","","","","","1009810","","1009810150"
"0.2","","0","22","","","","","1009810","","1009810151"
"","","0.2","93","","","","","1009810","","1009810152"
"11","0","102011","12","0","0","1","0","1009810","0","1009810153"
"lsv_talk_joy1","","102011","3","","0.2","1","","1009810","","1009810154"
"0","","3","93","","","","","1009810","","1009810155"
"lsv_idle_normal_joyR","","102011","3","","0.2","1","","1009810","","1009810156"
"6","0","100411","12","0","0","1","0","1009810","0","1009810157"
"lsv_talk_guts1","1","100411","3","lsv_talk_guts1_loop","0","0","","1009810","0.2","1009810158"
"0","","3","93","","","","","1009810","","1009810159"
"lsv_idle_joy_normal","","100411","3","","0.2","1","","1009810","","1009810160"
"7","0","103611","12","0","0","1","0","1009810","0","1009810161"
"lsv_talk_cool_normal2","1","103611","3","lsv_talk_cool_normal2_loop","0","0","","1009810","0.2","1009810162"
"0","","3","93","","","","","1009810","","1009810163"
"lsv_idle_normal_joy","","103611","3","","0.2","1","","1009810","","1009810164"
"","","1009810153","101","","","","","1009810","","1009810165"
"1","0","333","6","1","1","1","","1009810","0","1009810166"
"1","","100411","4","","","","","1009810","","1009810167"
"lsv_run","","100411","3","","0.2","1","","1009810","","1009810168"
"-750","0","100411","2","0.8","","-235","","1009810","","1009810169"
"0","","102011","4","","","","","1009810","","1009810170"
"lsv_run","","102011","3","","0.2","1","","1009810","","1009810171"
"750","0","102011","2","0.8","","-220","","1009810","","1009810172"
"0","","103611","4","","","","","1009810","","1009810173"
"lsv_run","","103611","3","","0.2","1","","1009810","","1009810174"
"850","0","103611","2","0.8","","-250","","1009810","","1009810175"
"","","0.6","93","","","","","1009810","","1009810176"
"1","0","100411","6","1","0.2","1","","1009810","0","1009810177"
"1","0","102011","6","1","0.2","1","","1009810","0","1009810178"
"1","0","103611","6","1","0.2","1","","1009810","0","1009810179"
"","","0","91","","","","","1009810","","1009810180"
"102011","-495","1","1","-200","1.95","102","lsv_idle_normal","1009811","0","1009811001"
"103611","-480","1","1","100","1.95","100","lsv_idle_normal","1009811","1","1009811002"
"100411","-510","1","1","270","1.95","101","lsv_idle_normal","1009811","1","1009811003"
"333","0","1","5","0","1","0","lsv_white_loop","1009811","0","1009811004"
"1","0","333","6","1","0","1","","1009811","0","1009811005"
"1","0","102011","6","1","0","1","","1009811","0","1009811006"
"1","0","103611","6","1","0","1","","1009811","0","1009811007"
"1","0","100411","6","1","0","1","","1009811","0","1009811008"
"0","","1","93","","","","","1009811","","1009811009"
"1","0.4","333","6","1","0.8","1","","1009811","0","1009811010"
"lsv_jump1","1","102011","3","lsv_idle_normal","0.2","0","","1009811","0.2","1009811011"
"lsv_jump1","1","103611","3","lsv_idle_normal","0.2","0","","1009811","0.2","1009811012"
"lsv_jump1","1","100411","3","lsv_idle_normal","0.2","0","","1009811","0.2","1009811013"
"","","0.3","93","","","","","1009811","","1009811014"
"-200","0","102011","2","0.75","","-235","","1009811","","1009811015"
"100","0","103611","2","0.75","","-220","","1009811","","1009811016"
"270","0","100411","2","0.75","","-250","","1009811","","1009811017"
"1","1","102011","6","1","0.4","1","","1009811","0","1009811018"
"1","1","103611","6","1","0.4","1","","1009811","0","1009811019"
"1","1","100411","6","1","0.4","1","","1009811","0","1009811020"
"0","","2","93","","","","","1009811","","1009811021"
"lsv_talk_doya","1","100411","3","lsv_talk_doya_loop","0","0","","1009811","0.2","1009811022"
"vo_lsv_1121","","vo_lsv","21","0","","0","","1009811","","1009811023"
"みゅ～ちゃんも元気に\nなってきたし、\n特訓開始だね！","1","100411","11","1","0","10","0","1009811","0","1009811024"
"","","0","91","","","","","1009811","","1009811025"
"lsv_idle_doya","","100411","3","","0.2","1","","1009811","","1009811026"
"lsv_talk_surprise","","103611","3","","0.2","1","","1009811","","1009811027"
"vo_lsv_1122","","vo_lsv","21","0","","0","","1009811","","1009811028"
"ミミ。\nおしゃべりのお勉強って\nどんなことをしたの？","1","103611","11","1","0","10","0","1009811","0","1009811029"
"","","0","91","","","","","1009811","","1009811030"
"lsv_idle_surprise","","103611","3","","0.2","1","","1009811","","1009811031"
"lsv_talk_wish_joy","","102011","3","","0.2","1","","1009811","","1009811032"
"vo_lsv_1123","","vo_lsv","21","0","","0","","1009811","","1009811033"
"えへへ♪\nどんなことだと思う～？","1","102011","11","1","0","10","0","1009811","0","1009811034"
"","","0","91","","","","","1009811","","1009811035"
"lsv_idle_joy","","102011","3","","0.2","1","","1009811","","1009811036"
"lsv_talk_surprise_talkjoy","","100411","3","","0.2","1","","1009811","","1009811037"
"vo_lsv_1124","","vo_lsv","21","0","","0","","1009811","","1009811038"
"お、なんだかクイズみたい！\nよーし、当てちゃうぞー！\nえーっと…","1","100411","11","1","0","10","0","1009811","0","1009811039"
"","","0","91","","","","","1009811","","1009811040"
"lsv_idle_surprise","","100411","3","","0.2","1","","1009811","","1009811041"
"lsv_talk_thinking_talkR","","103611","3","","0.2","1","","1009811","","1009811042"
"vo_lsv_1125","","vo_lsv","21","0","","0","","1009811","","1009811043"
"私も考えてみようかな。\nおしゃべりのお勉強…\nおしゃべりのお勉強……","1","103611","11","1","0","10","0","1009811","0","1009811044"
"","","0","91","","","","","1009811","","1009811045"
"lsv_idle_thinking","","103611","3","","0.2","1","","1009811","","1009811046"
"lsv_idle_thinking","","100411","3","","0.2","1","","1009811","","1009811047"
"vo_lsv_1126","","vo_lsv","21","0","","0","","1009811","","1009811048"
"う～ん…","1","103611","11","1","0","10","0","1009811","0","1009811049"
"う～ん…","1","100411","11","1","0","10","0","1009811","0","1009811050"
"","","0","91","","","","","1009811","","1009811051"
"lsv_choice","1","102011","3","lsv_look_idle_normal","0","0","","1009811","0.2","1009811052"
"lsv_choice","1","103611","3","lsv_look_idle_normal","0","0","","1009811","0.2","1009811053"
"lsv_choice","1","100411","3","lsv_look_idle_normal","0","0","","1009811","0.2","1009811054"
"0","","0.1","93","","","","","1009811","","1009811055"
"-452","2","102011","2","0.33","","-235","","1009811","0.2","1009811056"
