6c69f0ebb7126dbc03e3857c0b4434ae641c20b6f985fa5c01e0cb067b5bbca0,c331caba8361926e7bee8537f97295c6d0d431c13b7d0e61f2482c6980b4802d,8283130e099d2e79a6ef95aa51c81d78c5aa017bb8f49c8953c58cbd539144db,7b5d5bdb891e1ce5869865159d6b33b3cd75c90e12e5acb5d3aefea9bb5743b0,97f166d16d2a3b6ccb432c302840bd924ecf3aee52d440cf194c414b7d6d5216
"1430","92421210","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"1431","92421210","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"1432","92421210","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"1433","92421210","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"1434","92421210","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"1435","92421210","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","ＨＰ吸収ダウン"
"1436","92421220","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","火属性ボーナス特大アップ"
"1437","92421220","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"1438","92421220","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"1439","92421220","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"1440","92421220","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"1441","92421220","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"1442","92421220","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","ＨＰ吸収ダウン"
"1443","92421230","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","火属性ボーナス特大アップ"
"1444","92421230","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"1445","92421230","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"1446","92421230","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"1447","92421230","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"1448","92421230","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"1449","92421230","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","ＨＰ吸収ダウン"
"1450","92421230","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","boss_damage_cut","ダメージカット"
"1451","92421240","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","火属性ボーナス特大アップ"
"1452","92421240","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"1453","92421240","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"1454","92421240","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"1455","92421240","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"1456","92421240","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"1457","92421240","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","ＨＰ吸収ダウン"
"1458","92421240","バトル開始時、すべてのモンスターがダメージ\n10％カット状態になる。","boss_damage_cut","ダメージカット"
"1459","92421310","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","火属性ボーナス特大アップ"
"1460","92421310","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"1461","92421310","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"1462","92421310","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"1463","92421310","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"1464","92421310","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"1465","92421310","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","ＨＰ吸収ダウン"
"1466","92421320","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","火属性ボーナス特大アップ"
"1467","92421320","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"1468","92421320","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"1469","92421320","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"1470","92421320","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","ダメージ減衰"
"1471","92421320","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
