8dc541d17c84051701b3f7841243f1af67188af3d3cfbf8ec41fa25190edabe9,8ab2545fe3690b2f54141f99057a135ef0d19e26c6ea4d9579799b45022f569a,b240e596788f1d7d79d868d0845d8e7e6ba572dac5168587a9a0a43e8f3a99b9,a4f5eac57d192742459e20096ed59c12b3b5e95fe471fdd2f5ebd04ac319b07e,abf8eaaa907e8f261126e42d85727bdf994b28e5ca140aeed9df969882470718,fbdfd19544053eddbef764d41de4932d5afe28aa67521e570503d10517cd63cb,ef5c230d8fb4315b9b886b63397a00d67f1871456aae4101eaa7c4d666c108c0,77947b5329b51a0857d2b40f5ae15cbc85938537badf8e1c14a6d945330e43e3,bcd524e601353d048a394747d1d576bd2dd61ad6d719993ebbb0c4da411c0f67,9c7bbe5c673de609ed469efe3acf37536df1a91f5878fc861309cae8891f0a19,0b8f6f2655e1b436c2e74559cc7bc7f26506b03c4dc93d6ce7e64b4ad41b9c95
"0","10","1","0","0","1009810","11","でも…\nその前にやることはあるよ。","1","100411","1009810037"
"","","","","","1009810","91","","","0","1009810038"
"","1","","","0.2","1009810","3","lsv_idle_normal","","100411","1009810039"
"","1","","","0.2","1009810","3","lsv_idle_normal","","102011","1009810040"
"0.2","0","lsv_talk_guts2_loop","","0","1009810","3","lsv_talk_guts2","1","100411","1009810041"
"","0","0","","","1009810","21","vo_lsv_1024","","vo_lsv","1009810042"
"0","10","1","0","0","1009810","11","みゅ～ちゃんを元気にしたり、\nあと特訓！\n向こうでも大丈夫なようにね♪","1","100411","1009810043"
"","","","","","1009810","91","","","0","1009810044"
"","1","","","0.2","1009810","3","lsv_idle_guts2_joy","","100411","1009810045"
"0.2","0","lsv_talk_doya_loop","","0","1009810","3","lsv_talk_doya","1","103611","1009810046"
"","0","0","","","1009810","21","vo_lsv_1025","","vo_lsv","1009810047"
"0","10","1","0","0","1009810","11","…まだまだ、\nやることはいっぱいだね。\n私たちも頑張らないと。","1","103611","1009810048"
"","","","","","1009810","91","","","0","1009810049"
"","1","","","0.2","1009810","3","lsv_idle_doya","","103611","1009810050"
"0.2","0","lsv_talk_cool_joy_loop","","0","1009810","3","lsv_talk_cool_joy","1","100411","1009810051"
"","0","0","","","1009810","21","vo_lsv_1026","","vo_lsv","1009810052"
"0","10","1","0","0","1009810","11","そうそう、その調子！","1","100411","1009810053"
"","","","","","1009810","91","","","0","1009810054"
"","1","","","0.2","1009810","3","lsv_idle_cool_joy","","100411","1009810055"
"","1","","","0.2","1009810","3","lsv_talk_wish_joy","","102011","1009810056"
"","0","0","","","1009810","21","vo_lsv_1027","","vo_lsv","1009810057"
"0","10","1","0","0","1009810","11","じゃあ、まずは\nみゅ～ちゃんに元気に\nなってもらわなくっちゃ！","1","102011","1009810058"
"","","","","","1009810","91","","","0","1009810059"
"","1","","","0.2","1009810","3","lsv_idle_wish_joy","","102011","1009810060"
"","1","","","0.2","1009810","3","lsv_talk_cool_loop","","100411","1009810061"
"","0","0","","","1009810","21","vo_lsv_1028","","vo_lsv","1009810062"
"0","10","1","0","0","1009810","11","元気かー\nにいちゃん。\n何かいいアイデアある？","1","100411","1009810063"
"","","","","","1009810","91","","","0","1009810064"
"","1","","","0.2","1009810","3","lsv_idle_cool","","100411","1009810065"
"0.2","0","lsv_look_idle_normal","","0","1009810","3","lsv_choice","1","100411","1009810066"
"0.2","0","lsv_look_idle_normal","","0","1009810","3","lsv_choice","1","102011","1009810067"
"0.2","0","lsv_look_idle_normal","","0","1009810","3","lsv_choice","1","103611","1009810068"
"","","","","","1009810","93","0","","0.1","1009810069"
"0.2","-235","0.33","","","1009810","2","-452","2","100411","1009810070"
"0.2","-220","0.33","","","1009810","2","420","2","102011","1009810071"
"0.2","-250","0.33","","","1009810","2","545","2","103611","1009810072"
"","1","","","0.2","1009810","22","0","","0","1009810073"
"","0","","","","1009810","103","1009810077","","いっぱいご飯をあげる。","1009810074"
"","0","","","","1009810","103","1009810101","","たくさん寝る。","1009810075"
"","0","","","","1009810","103","1009810125","","軽く遊ぶ。","1009810076"
"0.2","0","lsv_idle_normal","","0","1009810","3","lsv_choice","1","100411","1009810077"
"0.2","0","lsv_idle_normal","","0","1009810","3","lsv_choice","1","102011","1009810078"
"0.2","0","lsv_idle_normal","","0","1009810","3","lsv_choice","1","103611","1009810079"
"","","","","","1009810","93","0","","0.1","1009810080"
"0.2","-235","0.33","","","1009810","2","-200","2","100411","1009810081"
"0.2","-220","0.33","","","1009810","2","100","2","102011","1009810082"
"0.2","-250","0.33","","","1009810","2","270","2","103611","1009810083"
"","","","","","1009810","93","0","","0.7","1009810084"
"","1","","","0.2","1009810","3","lsv_talk_joy3_blink","","103611","1009810085"
"","0","0","","","1009810","21","vo_lsv_1029","","vo_lsv","1009810086"
"0","10","1","0","0","1009810","11","お腹が減っていると\n元気は出ませんからね。\nそんなことわざもありますし。","1","103611","1009810087"
"","","","","","1009810","91","","","0","1009810088"
"","1","","","0.2","1009810","3","lsv_idle_normal_joy","","103611","1009810089"
"","1","","","0.2","1009810","3","lsv_talk_joy1","","102011","1009810090"
"","0","0","","","1009810","21","vo_lsv_1030","","vo_lsv","1009810091"
"0","10","1","0","0","1009810","11","みゅ～ちゃんが喜ぶごはん\nいっぱい作ってあげよ～♪","1","102011","1009810092"
"","","","","","1009810","91","","","0","1009810093"
"","1","","","0.2","1009810","3","lsv_idle_joy","","102011","1009810094"
"0.2","0","lsv_talk_guts2_joy_loop","","0","1009810","3","lsv_talk_guts2_joy","1","100411","1009810095"
"","0","0","","","1009810","21","vo_lsv_1031","","vo_lsv","1009810096"
"0","10","1","0","0","1009810","11","よーし、ミソギもやるぞー！\nスタミナがつく料理、\nどんどん作っちゃおー！","1","100411","1009810097"
"","","","","","1009810","91","","","0","1009810098"
"","1","","","0.2","1009810","3","lsv_idle_guts2_joy","","100411","1009810099"
"","","","","","1009810","101","","","1009810149","1009810100"
"0.2","0","lsv_idle_normal","","0","1009810","3","lsv_choice","1","100411","1009810101"
"0.2","0","lsv_idle_normal","","0","1009810","3","lsv_choice","1","102011","1009810102"
"0.2","0","lsv_idle_normal","","0","1009810","3","lsv_choice","1","103611","1009810103"
"","","","","","1009810","93","0","","0.1","1009810104"
"0.2","-235","0.33","","","1009810","2","-200","2","100411","1009810105"
"0.2","-220","0.33","","","1009810","2","100","2","102011","1009810106"
"0.2","-250","0.33","","","1009810","2","270","2","103611","1009810107"
"","","","","","1009810","93","0","","0.7","1009810108"
"","1","","","0.2","1009810","3","lsv_talk_normal_suprise1","","100411","1009810109"
"","0","0","","","1009810","21","vo_lsv_1032","","vo_lsv","1009810110"
"0","10","1","0","0","1009810","11","つかれてると眠くなるよねー\nじゃあ、みゅ～ちゃんが\n寝やすいようにしてあげよ！","1","100411","1009810111"
"","","","","","1009810","91","","","0","1009810112"
"","1","","","0.2","1009810","3","lsv_idle_normal","","100411","1009810113"
"","1","","","0.2","1009810","3","lsv_talk_thinking_talkR","","103611","1009810114"
"","0","0","","","1009810","21","vo_lsv_1033","","vo_lsv","1009810115"
"0","10","1","0","0","1009810","11","寝やすいように…\n子守歌を歌うとかかな。","1","103611","1009810116"
"","","","","","1009810","91","","","0","1009810117"
"","1","","","0.2","1009810","3","lsv_idle_thinking_surprise","","103611","1009810118"
"","1","","","0.2","1009810","3","lsv_talk_joy3","","102011","1009810119"
"","0","0","","","1009810","21","vo_lsv_1034","","vo_lsv","1009810120"
"0","10","1","0","0","1009810","11","絵本を読んであげるのも\nいいと思うな～\nみんなでしてあげよ♪","1","102011","1009810121"
"","","","","","1009810","91","","","0","1009810122"
"","1","","","0.2","1009810","3","lsv_idle_joy","","102011","1009810123"
"","","","","","1009810","101","","","1009810149","1009810124"
"0.2","0","lsv_idle_normal","","0","1009810","3","lsv_choice","1","100411","1009810125"
"0.2","0","lsv_idle_normal","","0","1009810","3","lsv_choice","1","102011","1009810126"
"0.2","0","lsv_idle_normal","","0","1009810","3","lsv_choice","1","103611","1009810127"
"","","","","","1009810","93","0","","0.1","1009810128"
"0.2","-235","0.33","","","1009810","2","-200","2","100411","1009810129"
"0.2","-220","0.33","","","1009810","2","100","2","102011","1009810130"
"0.2","-250","0.33","","","1009810","2","270","2","103611","1009810131"
"","","","","","1009810","93","0","","0.7","1009810132"
"","1","","","0.2","1009810","3","lsv_talk_surprise","","102011","1009810133"
"","0","0","","","1009810","21","vo_lsv_1035","","vo_lsv","1009810134"
"0","10","1","0","0","1009810","11","えっ？　あそんだら\nもっと疲れちゃったり\nしないかなぁ…？","1","102011","1009810135"
"","","","","","1009810","91","","","0","1009810136"
"","1","","","0.2","1009810","3","lsv_idle_surprise","","102011","1009810137"
"","1","","","0.2","1009810","3","lsv_talk_thinking_joyR","","100411","1009810138"
"","0","0","","","1009810","21","vo_lsv_1036","","vo_lsv","1009810139"
"0","10","1","0","0","1009810","11","でも遊ぶと気持ちが\nスッキリしたりするよねー\n意外とあり…かもっ？","1","100411","1009810140"
"","","","","","1009810","91","","","0","1009810141"
"","1","","","0.2","1009810","3","lsv_idle_thinking_joy1","","100411","1009810142"
"","1","","","0.2","1009810","3","lsv_talk_thinking_talkR","","103611","1009810143"
"","0","0","","","1009810","21","vo_lsv_1037","","vo_lsv","1009810144"
"0","10","1","0","0","1009810","11","すいみんの質を上げる…\nとか、大人の人が言うもんね。\n本当に軽く、やってみよっ。","1","103611","1009810145"
"","","","","","1009810","91","","","0","1009810146"
"","1","","","0.2","1009810","3","lsv_idle_thinking_joy1","","103611","1009810147"
"","","","","","1009810","101","","","1009810149","1009810148"
"","","","","","1009810","91","","","0","1009810149"
"","","","","","1009810","102","","","","1009810150"
"","","","","","1009810","22","0.2","","0","1009810151"
"","","","","","1009810","93","","","0.2","1009810152"
"0","1","0","0","0","1009810","12","11","0","102011","1009810153"
"","1","","","0.2","1009810","3","lsv_talk_joy1","","102011","1009810154"
"","","","","","1009810","93","0","","3","1009810155"
"","1","","","0.2","1009810","3","lsv_idle_normal_joyR","","102011","1009810156"
"0","1","0","0","0","1009810","12","6","0","100411","1009810157"
"0.2","0","lsv_talk_guts1_loop","","0","1009810","3","lsv_talk_guts1","1","100411","1009810158"
"","","","","","1009810","93","0","","3","1009810159"
"","1","","","0.2","1009810","3","lsv_idle_joy_normal","","100411","1009810160"
"0","1","0","0","0","1009810","12","7","0","103611","1009810161"
"0.2","0","lsv_talk_cool_normal2_loop","","0","1009810","3","lsv_talk_cool_normal2","1","103611","1009810162"
"","","","","","1009810","93","0","","3","1009810163"
"","1","","","0.2","1009810","3","lsv_idle_normal_joy","","103611","1009810164"
"","","","","","1009810","101","","","1009810153","1009810165"
"0","1","1","","1","1009810","6","1","0","333","1009810166"
"","","","","","1009810","4","1","","100411","1009810167"
"","1","","","0.2","1009810","3","lsv_run","","100411","1009810168"
"","-235","0.8","","","1009810","2","-750","0","100411","1009810169"
"","","","","","1009810","4","0","","102011","1009810170"
"","1","","","0.2","1009810","3","lsv_run","","102011","1009810171"
"","-220","0.8","","","1009810","2","750","0","102011","1009810172"
"","","","","","1009810","4","0","","103611","1009810173"
"","1","","","0.2","1009810","3","lsv_run","","103611","1009810174"
"","-250","0.8","","","1009810","2","850","0","103611","1009810175"
"","","","","","1009810","93","","","0.6","1009810176"
"0","1","1","","0.2","1009810","6","1","0","100411","1009810177"
"0","1","1","","0.2","1009810","6","1","0","102011","1009810178"
"0","1","1","","0.2","1009810","6","1","0","103611","1009810179"
"","","","","","1009810","91","","","0","1009810180"
"0","102","-200","lsv_idle_normal","1.95","1009811","1","102011","-495","1","1009811001"
"1","100","100","lsv_idle_normal","1.95","1009811","1","103611","-480","1","1009811002"
"1","101","270","lsv_idle_normal","1.95","1009811","1","100411","-510","1","1009811003"
"0","0","0","lsv_white_loop","1","1009811","5","333","0","1","1009811004"
"0","1","1","","0","1009811","6","1","0","333","1009811005"
"0","1","1","","0","1009811","6","1","0","102011","1009811006"
"0","1","1","","0","1009811","6","1","0","103611","1009811007"
"0","1","1","","0","1009811","6","1","0","100411","1009811008"
"","","","","","1009811","93","0","","1","1009811009"
"0","1","1","","0.8","1009811","6","1","0.4","333","1009811010"
"0.2","0","lsv_idle_normal","","0.2","1009811","3","lsv_jump1","1","102011","1009811011"
"0.2","0","lsv_idle_normal","","0.2","1009811","3","lsv_jump1","1","103611","1009811012"
"0.2","0","lsv_idle_normal","","0.2","1009811","3","lsv_jump1","1","100411","1009811013"
"","","","","","1009811","93","","","0.3","1009811014"
"","-235","0.75","","","1009811","2","-200","0","102011","1009811015"
"","-220","0.75","","","1009811","2","100","0","103611","1009811016"
"","-250","0.75","","","1009811","2","270","0","100411","1009811017"
"0","1","1","","0.4","1009811","6","1","1","102011","1009811018"
"0","1","1","","0.4","1009811","6","1","1","103611","1009811019"
"0","1","1","","0.4","1009811","6","1","1","100411","1009811020"
"","","","","","1009811","93","0","","2","1009811021"
"0.2","0","lsv_talk_doya_loop","","0","1009811","3","lsv_talk_doya","1","100411","1009811022"
"","0","0","","","1009811","21","vo_lsv_1121","","vo_lsv","1009811023"
"0","10","1","0","0","1009811","11","みゅ～ちゃんも元気に\nなってきたし、\n特訓開始だね！","1","100411","1009811024"
"","","","","","1009811","91","","","0","1009811025"
"","1","","","0.2","1009811","3","lsv_idle_doya","","100411","1009811026"
"","1","","","0.2","1009811","3","lsv_talk_surprise","","103611","1009811027"
"","0","0","","","1009811","21","vo_lsv_1122","","vo_lsv","1009811028"
"0","10","1","0","0","1009811","11","ミミ。\nおしゃべりのお勉強って\nどんなことをしたの？","1","103611","1009811029"
"","","","","","1009811","91","","","0","1009811030"
"","1","","","0.2","1009811","3","lsv_idle_surprise","","103611","1009811031"
"","1","","","0.2","1009811","3","lsv_talk_wish_joy","","102011","1009811032"
"","0","0","","","1009811","21","vo_lsv_1123","","vo_lsv","1009811033"
"0","10","1","0","0","1009811","11","えへへ♪\nどんなことだと思う～？","1","102011","1009811034"
"","","","","","1009811","91","","","0","1009811035"
"","1","","","0.2","1009811","3","lsv_idle_joy","","102011","1009811036"
"","1","","","0.2","1009811","3","lsv_talk_surprise_talkjoy","","100411","1009811037"
"","0","0","","","1009811","21","vo_lsv_1124","","vo_lsv","1009811038"
"0","10","1","0","0","1009811","11","お、なんだかクイズみたい！\nよーし、当てちゃうぞー！\nえーっと…","1","100411","1009811039"
"","","","","","1009811","91","","","0","1009811040"
"","1","","","0.2","1009811","3","lsv_idle_surprise","","100411","1009811041"
"","1","","","0.2","1009811","3","lsv_talk_thinking_talkR","","103611","1009811042"
"","0","0","","","1009811","21","vo_lsv_1125","","vo_lsv","1009811043"
"0","10","1","0","0","1009811","11","私も考えてみようかな。\nおしゃべりのお勉強…\nおしゃべりのお勉強……","1","103611","1009811044"
"","","","","","1009811","91","","","0","1009811045"
"","1","","","0.2","1009811","3","lsv_idle_thinking","","103611","1009811046"
"","1","","","0.2","1009811","3","lsv_idle_thinking","","100411","1009811047"
"","0","0","","","1009811","21","vo_lsv_1126","","vo_lsv","1009811048"
"0","10","1","0","0","1009811","11","う～ん…","1","103611","1009811049"
"0","10","1","0","0","1009811","11","う～ん…","1","100411","1009811050"
"","","","","","1009811","91","","","0","1009811051"
"0.2","0","lsv_look_idle_normal","","0","1009811","3","lsv_choice","1","102011","1009811052"
"0.2","0","lsv_look_idle_normal","","0","1009811","3","lsv_choice","1","103611","1009811053"
