7dd2865f76e0f0f666f44d2a6e2b32229ed6afed9dd11a44e20136ef7bfcfafc,5410912cff742191069f0637b715f51f07fa34638674af83b3a1f4921c773ae2,62b9ba86919dd0ab126f54358f4f21c18030bf55405d58fbc21f44ef6afe9710,e18e3f155e660eb4c9a779e6e84dc76f78cf6dfbfe7564c75848840230e9b4ab,f1971617d6f2ec6df23a832a33ddde1ab68d3b6dc323e58f0f838accdac19042,6b3ba86853519aa739cb9aed2fc556a99adb636d6bab5ee500737b73d68cb120,493995a697128677ae46a8ef8ce4248e87246859f688c2f409e48bdcd5d9b3f2,5cf1e649e092133e9fc69ff6a20e3d7e80eaa263eeadfe4f44e43e81e79a3a51,cf62422e7ef60151b718086a62f9fd87660341908580f9eabe7451f69b592fe0,5797af20d450f802a87f4fcb7bd42a3414aa71cfcdd7483a2f46f4d0864691d5,f3a8b784971652a6b3159f6dd51a19ca8946d7d540f43a77fd4bd94618b4cb77
"1","0","110311","0","0","917","0.5","11","10","…流れるプールなんだし、同じ場所を\nループしてるだけじゃない？","19170029"
"","","0","","","917","","91","","","19170030"
"17_akino_pause_loop","0.1","126711","1","0.1","917","","3","0","17_akino_pause_in","19170031"
"17_akino_pause_loop","0.1","3","1","0.1","917","","3","0","17_akino_pause_in","19170032"
"","","2","","0.1","917","","3","1","cmn_boat_idle","19170033"
"","","2","","","917","","93","","0","19170034"
"17_akino_shock_loop","0.1","126711","1","0.3","917","","3","0","17_akino_shock_in","19170035"
"","","3","","","917","","3","0","empty","19170036"
"","","2","","0.3","917","","3","1","cmn_boat_idle","19170037"
"0","","vo_fpc","","","917","","21","","vo_fpc_21703","19170038"
"1","0","126711","0","0","917","0.5","11","10","そ、そうなんですの！？\n盲点でしたわーーー！","19170039"
"","","0","","","917","","91","","","19170040"
"","","0.5","","","917","","93","","0","19170041"
"5.29411764705882","","126711","","","917","","2","-180","900","19170042"
"5.29411764705882","","2","","","917","","2","-180","900","19170043"
"5.29411764705882","","126711","","","917","","33","-180","900","19170044"
"","","2.7","","","917","","93","","0","19170045"
"cmn_walk","0.1","110311","1","0.1","917","","3","0","17_saren_turn","19170046"
"2.64705882352941","","110311","","","917","","2","-15","750","19170047"
"","","19170042","","","917","","91","","","19170048"
"","","19170047","","","917","","91","","","19170049"
"-850","0","1","-180","1.75","918","18_misato_backWalk","1","22","113511","19180001"
"-1010","0","1","-180","1.75","918","18_io_flutterKick","1","23","110111","19180002"
"-180","","14","1","0","918","","31","-850","41","19180003"
"-180","","2","1","0","918","","31","50","11","19180004"
"-180","","14","1","0","918","","31","-110","42","19180005"
"-180","","123","1","1","918","","31","-1010","12","19180006"
"","","se_10053800","","","918","","23","1","se_fpc_water_random","19180007"
"","","19180006","","","918","","91","","0","19180008"
"6.61764705882353","","113511","12","","918","","2","-180","50","19180009"
"6.61764705882353","","41","12","","918","","33","-180","50","19180010"
"6.61764705882353","","110111","12","","918","","2","-180","-110","19180011"
"6.61764705882353","","12","12","","918","","33","-180","-110","19180012"
"","","19180009","","","918","","91","","","19180013"
"","","113511","","0.2","918","","3","1","18_misato_backWalkIdle","19180014"
"0","","vo_fpc","","","918","","21","","vo_fpc_21800","19180015"
"1","0","113511","0","0","918","0.5","11","10","イオ先生、その調子。\n上手にバタ足できてるわよ～♪","19180016"
"","","0","","","918","","91","","","19180017"
"","","0.5","","","918","","93","","0","19180018"
"0","","vo_fpc","","","918","","21","","vo_fpc_21801","19180019"
"1","0","110111","0","0","918","0.5","11","10","は、はい！　よいしょ、よいしょ…\nごめんなさい、せっかくのプールで\n練習に付き合ってもらって…","19180020"
"","","0","","","918","","91","","","19180021"
"","","0.5","","","918","","93","","0","19180022"
"0","","vo_fpc","","","918","","21","","vo_fpc_21802","19180023"
"1","0","113511","0","0","918","0.5","11","10","いいのよ。\n先生はいつでも頑張る子の味方だもの♪","19180024"
"","","0","","","918","","91","","","19180025"
"","","0.5","","","918","","93","","0","19180026"
"","","12","","","918","","32","","0","19180027"
"","","42","","","918","","32","","1","19180028"
"","","41","","","918","","32","","1","19180029"
"18_misato_idle_loop","0.1","113511","1","0.1","918","","3","0","18_misato_idle_in","19180030"
"18_io_stopSwim_loop","0.1","110111","1","0.1","918","","3","0","18_io_stopSwim_in","19180031"
"0","","vo_fpc","","","918","","21","","vo_fpc_21803","19180032"
"1","0","110111","0","0","918","0.5","11","10","でも、私も先生だから\n本当は教えてあげないといけないのに…","19180033"
"","","0","","","918","","91","","","19180034"
"","","0.5","","","918","","93","","0","19180035"
"18_misato_talk_loop","0.1","113511","1","0.1","918","","3","0","18_misato_talk_in","19180036"
"0","","vo_fpc","","","918","","21","","vo_fpc_21804","19180037"
"1","0","113511","0","0","918","0.5","11","10","こうして今からでも何かを\n学ぶっていう経験は\nきっと子供たちに教えるうえで\n役に立つと思うの。","19180038"
"","","0","","","918","","91","","","19180039"
"","","0.5","","","918","","93","","0","19180040"
"0","","vo_fpc","","","918","","21","","vo_fpc_21805","19180041"
"1","0","113511","0","0","918","0.5","11","10","それに…\n生徒にもいろんな子がいるんだから、\n色んな先生がいてもいいじゃない？","19180042"
"","","0","","","918","","91","","","19180043"
"","","0.5","","","918","","93","","0","19180044"
"18_io_guts_loop","0.1","110111","1","0.1","918","","3","0","18_io_guts_in","19180045"
"0","","vo_fpc","","","918","","21","","vo_fpc_21806","19180046"
"1","0","110111","0","0","918","0.5","11","10","ミサト先生…\n私、がんばります！\n授業も、泳ぎも…","19180047"
"","","0","","","918","","91","","","19180048"
"","","0.5","","","918","","93","","0","19180049"
"18_io_flutterKick2_loop","0.1","110111","1","0.1","918","","3","0","18_io_flutterKick2_in","19180050"
"1.8552036199095","","110111","","","918","","2","-180","300","19180051"
"1.8552036199095","","42","","","918","","33","-180","300","19180052"
"1.8552036199095","","12","","","918","","33","-180","300","19180053"
"","","42","","","918","","32","","0","19180054"
"","","12","","","918","","32","","1","19180055"
"","","1","","","918","","93","","0","19180056"
"18_misato_talk2_loop","0.1","113511","1","0.1","918","","3","0","18_misato_talk2_in","19180057"
"","","19180051","","","918","","91","","","19180058"
"3.23529411764706","","110111","","","918","","2","-180","850","19180059"
"3.23529411764706","","42","","","918","","33","-180","850","19180060"
"3.23529411764706","","12","","","918","","33","-180","850","19180061"
"","","42","","","918","","32","","1","19180062"
"","","12","","","918","","32","","0","19180063"
"18_misato_surprise_loop","0.1","113511","1","0.1","918","","3","0","18_misato_surprise_in","19180064"
"18_io_accident_loop","0.1","110111","1","0.1","918","","3","0","18_io_accident_in","19180065"
"0","","vo_fpc","","","918","","21","","vo_fpc_21807","19180066"
"1","0","110111","0","0","918","0.5","11","10","きゃっ水着が！","19180067"
"","","0","","","918","","91","","","19180068"
"","","0.5","","","918","","93","","0","19180069"
"0","","vo_fpc","","","918","","21","","vo_fpc_21808","19180070"
"1","0","113511","0","0","918","0.5","11","10","イオ先生！？\nあらあら～！","19180071"
"","","0","","","918","","91","","","19180072"
"","","0.5","","","918","","93","","0","19180073"
"cmn_swm_breastStroke","0.1","113511","1","0","918","","3","0","18_misato_breastStroke_in","19180074"
"","","41","","","918","","32","","0","19180075"
"","","11","","","918","","32","","1","19180076"
"3.61990950226244","","113511","","","918","","2","-180","850","19180077"
"3.61990950226244","","11","","","918","","33","-180","850","19180078"
"","","19180059","","","918","","91","","","19180079"
"","","19180077","","","918","","91","","","19180080"
"-850","0","1","-180","1.75","919","19_nozomi_float","1","22","117211","19190001"
"-1150","0","1","-180","1.75","919","19_suzuna_float","1","22","110011","19190002"
"-750","0","1","-15","1.4875","919","19_tsumugi_search","1","12","117411","19190003"
"-180","","6","1","1","919","","31","-820","61","19190004"
"-180","","121","1","1","919","","31","-850","1211","19190005"
"-180","","122","1","0","919","","31","150","1221","19190006"
"-180","","6","1","1","919","","31","-1150","62","19190007"
"-180","","121","1","1","919","","31","-1180","1212","19190008"
"-180","","122","1","0","919","","31","-180","1222","19190009"
"","","117211","","","919","","13","","45","19190010"
"","","110011","","","919","","13","","45","19190011"
"","","117411","","","919","","13","","45","19190012"
"","","se_10053800","","","919","","23","1","se_fpc_water_random","19190013"
"","","117411","","","919","","13","","49","19190014"
"","","19190012","","","919","","91","","0","19190015"
"9.92647058823529","","117411","","","919","","2","-15","330","19190016"
"","","3.5","","","919","","93","","0","19190017"
"0","","vo_fpc","","","919","","21","","vo_fpc_21900","19190018"
"1","0","117411","0","0","919","0.5","11","15","ノゾミさん、どこに行ったんでしょう？\n新衣装の案を思いついたのに…","19190019"
"","","0","","","919","","91","","","19190020"
"","","0.5","","","919","","93","","0","19190021"
"","","19190016","","","919","","91","","","19190022"
"","","117211","","0.1","919","","3","1","19_nozomi_float","19190023"
"19_tsumugi_notice_loop","0.1","117411","1","0.1","919","","3","0","19_tsumugi_notice_in","19190024"
"","","0.2","","","919","","93","","0","19190025"
"0","","vo_fpc","","","919","","21","","vo_fpc_21901","19190026"
"1","0","117411","0","0","919","0.5","11","10","あら？　あれは…上流から何か\n光るものが…","19190027"
"","","0","","","919","","91","","","19190028"
"","","0.5","","","919","","93","","0","19190029"
"7.35294117647059","","117211","12","","919","","2","-180","150","19190030"
"7.35294117647059","","61","12","","919","","33","-180","180","19190031"
"7.35294117647059","","1211","12","","919","","33","-180","150","19190032"
"7.35294117647059","","110011","12","","919","","2","-180","-150","19190033"
"7.35294117647059","","62","12","","919","","33","-180","-150","19190034"
"7.35294117647059","","1212","12","","919","","33","-180","-180","19190035"
"","","2","","","919","","93","","0","19190036"
"19_tsumugi_dazzled_loop","0.1","117411","1","0.1","919","","3","0","19_tsumugi_dazzled_in","19190037"
"","","19190030","","","919","","91","","","19190038"
"0","","vo_fpc","","","919","","21","","vo_fpc_21902","19190039"
"1","0","117211","0","-30","919","0.5","11","10","メルクリゾートウィスタリアンズ、\n色んなエリアがあって\nすっごく楽しいね！","19190040"
"","","0","","","919","","91","","","19190041"
"","","0.5","","","919","","93","","0","19190042"
"0","","vo_fpc","","","919","","21","","vo_fpc_21903","19190043"
"1","0","110011","0","0","919","0.5","11","10","ねー♪　めっちゃ映える系？\n写真撮ろ写真～！","19190044"
"","","0","","","919","","91","","","19190045"
"","","0.5","","","919","","93","","0","19190046"
"0","","vo_fpc","","","919","","21","","vo_fpc_21904","19190047"
"1","0","117411","0","0","919","0.5","11","10","え。二人とも何してるんですか！？\nってか眩しすぎません？","19190048"
"","","0","","","919","","91","","","19190049"
"","","0.5","","","919","","93","","0","19190050"
"0","","61","","","919","","33","-180","150","19190051"
"0","","1211","","","919","","33","-180","120","19190052"
"","","117211","","","919","","4","","1","19190053"
"19_nozomi_float","0.1","117211","1","","919","","3","0","19_nozomi_notice_float","19190054"
"0","","vo_fpc","","","919","","21","","vo_fpc_21905","19190055"
"1","0","117211","0","-30","919","0.5","11","10","あ、ツムギ！\nスズナちゃんのカリスマオーラが\nすっごいからだよ！","19190056"
"","","0","","","919","","91","","","19190057"
"","","0.5","","","919","","93","","0","19190058"
"0","","vo_fpc","","","919","","21","","vo_fpc_21906","19190059"
"1","0","110011","0","0","919","0.5","11","10","え～、ノゾミンのアイドルオーラも\nあいかわらずキラッキラで\n鬼やばのやばっしょ！","19190060"
"","","0","","","919","","91","","","19190061"
"","","0.5","","","919","","93","","0","19190062"
"0","","61","","","919","","33","-180","180","19190063"
"0","","1211","","","919","","33","-180","150","19190064"
"","","117211","","","919","","4","","0","19190065"
"19_nozomi_float","0.1","117211","1","","919","","3","0","19_nozomi_notice_float","19190066"
"0","","vo_fpc","","","919","","21","","vo_fpc_21907","19190067"
"1","0","117211","0","-30","919","0.5","11","10","私も負けてられないな♪\nもっともっと輝かないと！","19190068"
"","","0","","","919","","91","","","19190069"
"","","0.5","","","919","","93","","0","19190070"
"19_nozomi_pose_loop","0.1","117211","1","0.1","919","","3","0","19_nozomi_pose_in","19190071"
"","","1221","","","919","","32","","1","19190072"
"","","1211","","","919","","32","","0","19190073"
"","","1.5","","","919","","93","","0","19190074"
"0","","vo_fpc","","","919","","21","","vo_fpc_21908","19190075"
"1","0","110011","0","0","919","0.5","11","10","ウチも、アゲていくよー！\nん～…たー！！","19190076"
"","","0","","","919","","91","","","19190077"
"","","0.5","","","919","","93","","0","19190078"
"19_suzuna_pose_loop","0.1","110011","1","0.1","919","","3","0","19_suzuna_pose_in","19190079"
"","","1222","","","919","","32","","1","19190080"
"","","1212","","","919","","32","","0","19190081"
"","","1.5","","","919","","93","","0","19190082"
"7.35294117647059","","117211","","","919","","2","-180","1150","19190083"
"7.35294117647059","","61","","","919","","33","-180","1180","19190084"
"7.35294117647059","","1221","","","919","","33","-180","1150","19190085"
"7.35294117647059","","110011","","","919","","2","-180","850","19190086"
"7.35294117647059","","62","","","919","","33","-180","850","19190087"
"7.35294117647059","","1222","","","919","","33","-180","820","19190088"
"0","","vo_fpc","","","919","","21","","vo_fpc_21909","19190089"
"1","0","117411","0","0","919","0.5","11","10","ああっ！　さらに眩しくっ！？\nノ、ノゾミさん！　待ってくださーい！","19190090"
"","","0","","","919","","91","","","19190091"
"","","0.5","","","919","","93","","0","19190092"
"","","19190083","","","919","","91","","","19190093"
"19_tsumugi_run_loop","0.1","117411","1","0.1","919","","3","0","19_tsumugi_run_in","19190094"
"","","0.3","","","919","","93","","0","19190095"
"1.46188652975983","","117411","","","919","","2","-15","750","19190096"
"","","19190096","","","919","","91","","","19190097"
"-750","0","1","-15","1.4875","920","20_kasumi_walk","1","22","115711","19200001"
"-750","0","3","-15","1.4875","920","20_kasumi_walk","5","23","3","19200002"
"","","se_10053800","","","920","","23","1","se_fpc_water_random","19200003"
"","","19200002","","","920","","91","","","19200004"
"4.41176470588235","","115711","0","","920","","2","-15","0","19200005"
"4.41176470588235","","3","0","","920","","2","-15","0","19200006"
