f4f0f310685cfe336af506dd8694eecc2f82782869a64c735f18bb78bb12bcce,b53646cf1ef8dcc5298b590261f078e1e5f352fbd7a1da7586e1a7f9b044ff06,994d2df8755660cedd0fbb7b6a507fa1c4ceb7af082d659c03f73699ca9ba49e,15a2044578aa738c6f2c2d0436457210252f00423992dba11ee0c2de8f2309ab,baea566145a7b5626ff774877b84193ba699d779c85613976704b6cba228a283,5bd157e08010df47a706f05c59f50b1b2b20b3cdf198f71b96c23598ebd0d8d5,f17e495600ffa8fb9fa3b9975afee061f2d3a127e2a188b66148603af2335154,e665c0bc55f78257bd061a51a1c7dad81fa1e1f165fe66e1e54d710eea13c017,79183d7069354f8e1bed69b5a042467cf41b3b2a31f3d2dfc2f039ec091c4c8d,afa40dc4bcd9c58298cf5a5bf0a09e30e6a788ef7749fde422de061ca09a2eb3,aee9a77a353090536d72d3248bf7c0a3dce6bd62d439a7adc552bae37e1399a4
"se_obtent_10213_drama_break_2","","","","","","0","24","","1021324","1021324090"
"0","","","","","","0","22","","1021324","1021324091"
"vo_obtent_1021324","","0","","","0","vo_obtent_1021324_07","21","","1021324","1021324092"
"se_10067600","","0","","","","se_obtent_10213_drama_break_3","23","","1021324","1021324093"
"5","","","","","","0","93","","1021324","1021324094"
"1021324096","","","","","","","101","","1021324","1021324095"
"300","","","","","","break_4","37","","1021324","1021324096"
"21","","","","","","1","32","","1021324","1021324097"
"0.2","","","","","","0","93","","1021324","1021324098"
"0","","","","","","","141","","1021324","1021324099"
"0.1","","","","","","0","93","","1021324","1021324100"
"","","","","","","","92","","1021324","1021324101"
"1021324103","","","","","","","101","","1021324","1021324102"
"se_obtent_10213_drama_break_3","","","","","","0","24","","1021324","1021324103"
"0","","","","","","0","22","","1021324","1021324104"
"22","","","","","","1","32","","1021324","1021324105"
"0.4","","","","","","0","93","","1021324","1021324106"
"1","","0","","1","0","1","31","1","1021325","1021325001"
"4","","0","","1","0","4","31","1","1021325","1021325002"
"7","","0","","1","0","7","31","1","1021325","1021325003"
"10","","0","","0","0","10","31","1","1021325","1021325004"
"20","","0","","0","0","20","31","1","1021325","1021325005"
"21","","0","","0","0","21","31","1","1021325","1021325006"
"22","","0","","0","0","22","31","1","1021325","1021325007"
"125","","0","","0","0","100","31","1","1021325","1021325008"
"225","","0","","0","0","200","31","1","1021325","1021325009"
"325","","0","","0","0","300","31","1","1021325","1021325010"
"1","empty","27","0","1","0","1","5","-14","1021325","1021325011"
"4","empty","28","0","1","0","2","5","-14","1021325","1021325012"
"4","empty","26","0","1","0","3","5","-14","1021325","1021325013"
"11","empty","25","0","1","0","4","5","-14","1021325","1021325014"
"14","empty","24","0","1","0","5","5","-14","1021325","1021325015"
"11","empty","13","0","1","-10","6","5","-24","1021325","1021325016"
"14","empty","12","0","1","-10","7","5","-24","1021325","1021325017"
"0","empty","29","0","1","0","8","5","-14","1021325","1021325018"
"0","empty","10","0","1","-5","9","5","-19","1021325","1021325019"
"6","","0.46","0","0","0.7","0.55","6","1","1021325","1021325020"
"7","","0.46","0","0","0.7","0.55","6","1","1021325","1021325021"
"9","","0.46","0","0","0.7","0.55","6","1","1021325","1021325022"
"1","","","","","","","141","","1021325","1021325023"
"0","","","","","","","91","","1021325","1021325024"
"0.033","","","","","","0","93","","1021325","1021325025"
"se_10067600","","0","","","","se_obtent_10213_drama_cook_violet","23","","1021325","1021325026"
"1","","0","0","0","","vio_cook","3","","1021325","1021325027"
"2","","0","0","0","","vio_cook","3","","1021325","1021325028"
"3","","0","0","0","","vio_end","3","","1021325","1021325029"
"4","","0","0","0","","vio_cook","3","","1021325","1021325030"
"5","","0","0","0","","vio_white","3","","1021325","1021325031"
"6","","0","0","0","","vio_cook","3","","1021325","1021325032"
"7","","0","0","0","","vio_white","3","","1021325","1021325033"
"8","","0","0","0","","vio_cook","3","","1021325","1021325034"
"9","","0","0","0","","vio_cook_w","3","","1021325","1021325035"
"3","","","","","","0","93","","1021325","1021325036"
"vo_obtent_1021325","","0","","","0","vo_obtent_1021325_01","21","","1021325","1021325037"
"2.366","","","","","","0","93","","1021325","1021325038"
"1021325040","","","","","","","101","","1021325","1021325039"
"se_obtent_10213_drama_cook_violet","","","","","","0","24","","1021325","1021325040"
"0","","","","","","0","22","","1021325","1021325041"
"1","","1","0","0","1","1","6","0","1021325","1021325042"
"2","","1","0","0","1","1","6","0","1021325","1021325043"
"3","","1","0","0","1","1","6","0","1021325","1021325044"
"4","","1","0","0","1","1","6","0","1021325","1021325045"
"5","","1","0","0","1","1","6","0","1021325","1021325046"
"6","","1","0","0","1","1","6","0","1021325","1021325047"
"7","","1","0","0","1","1","6","0","1021325","1021325048"
"8","","1","0","0","1","1","6","0","1021325","1021325049"
"9","","1","0","0","1","1","6","0","1021325","1021325050"
"1","","","","","","eat","37","","1021325","1021325051"
"4","","","","","","0","32","","1021325","1021325052"
"7","","","","","","0","32","","1021325","1021325053"
"10","","","","","","1","32","","1021325","1021325054"
"100","","","","","","1","32","","1021325","1021325055"
"se_10067600","","0","","","","se_obtent_10213_drama_eat","23","","1021325","1021325056"
"0","","","","","","0","93","","1021325","1021325057"
"vo_obtent_1021325","","0","","","0","vo_obtent_1021325_02","21","","1021325","1021325058"
"2.8","","","","","","0","93","","1021325","1021325059"
"vo_obtent_1021325","","0","","","0","vo_obtent_1021325_03","21","","1021325","1021325060"
"2.6","","","","","","0","93","","1021325","1021325061"
"2","","","","","","","26","","1021325","1021325062"
"vo_obtent_1021325","","0","","","0","vo_obtent_1021325_04","21","","1021325","1021325063"
"2.5","","","","","","0","93","","1021325","1021325064"
"1021325066","","","","","","","101","","1021325","1021325065"
"10","","","","","","0","32","","1021325","1021325066"
"100","","","","","","0","32","","1021325","1021325067"
"20","","","","","","1","32","","1021325","1021325068"
"200","","","","","","1","32","","1021325","1021325069"
"300","","","","","","1","32","","1021325","1021325070"
"se_obtent_10213_drama_eat","","","","","","0","24","","1021325","1021325071"
"0","","","","","","0","22","","1021325","1021325072"
"vo_obtent_1021325","","0","","","0","vo_obtent_1021325_05","21","","1021325","1021325073"
"bgm_MC319A","","","","","","bgm_MC319A","25","","1021325","1021325074"
"se_10067600","","0","","","","se_obtent_10213_drama_break_1","23","","1021325","1021325075"
"3.5","","","","","","0","93","","1021325","1021325076"
"1021325078","","","","","","","101","","1021325","1021325077"
"20","","","","","","break_2","37","","1021325","1021325078"
"200","","","","","","break_2","37","","1021325","1021325079"
"300","","","","","","break_2","37","","1021325","1021325080"
"se_obtent_10213_drama_break_1","","","","","","0","24","","1021325","1021325081"
"0","","","","","","0","22","","1021325","1021325082"
"vo_obtent_1021325","","0","","","0","vo_obtent_1021325_06","21","","1021325","1021325083"
"se_10067600","","0","","","","se_obtent_10213_drama_break_2","23","","1021325","1021325084"
"4","","","","","","0","93","","1021325","1021325085"
"1021325087","","","","","","","101","","1021325","1021325086"
"20","","","","","","break_3","37","","1021325","1021325087"
"200","","","","","","break_3","37","","1021325","1021325088"
"300","","","","","","break_3","37","","1021325","1021325089"
"se_obtent_10213_drama_break_2","","","","","","0","24","","1021325","1021325090"
"0","","","","","","0","22","","1021325","1021325091"
"vo_obtent_1021325","","0","","","0","vo_obtent_1021325_07","21","","1021325","1021325092"
"se_10067600","","0","","","","se_obtent_10213_drama_break_3","23","","1021325","1021325093"
"5","","","","","","0","93","","1021325","1021325094"
"1021325096","","","","","","","101","","1021325","1021325095"
"300","","","","","","break_4","37","","1021325","1021325096"
"21","","","","","","1","32","","1021325","1021325097"
"0.2","","","","","","0","93","","1021325","1021325098"
"0","","","","","","","141","","1021325","1021325099"
"0.1","","","","","","0","93","","1021325","1021325100"
"","","","","","","","92","","1021325","1021325101"
"1021325103","","","","","","","101","","1021325","1021325102"
"se_obtent_10213_drama_break_3","","","","","","0","24","","1021325","1021325103"
"0","","","","","","0","22","","1021325","1021325104"
"22","","","","","","1","32","","1021325","1021325105"
"0.4","","","","","","0","93","","1021325","1021325106"
"1","","0","","1","0","1","31","1","1021326","1021326001"
"4","","0","","1","0","4","31","1","1021326","1021326002"
"7","","0","","1","0","7","31","1","1021326","1021326003"
"10","","0","","0","0","10","31","1","1021326","1021326004"
"20","","0","","0","0","20","31","1","1021326","1021326005"
"21","","0","","0","0","21","31","1","1021326","1021326006"
"22","","0","","0","0","22","31","1","1021326","1021326007"
"126","","0","","0","0","100","31","1","1021326","1021326008"
"226","","0","","0","0","200","31","1","1021326","1021326009"
"326","","0","","0","0","300","31","1","1021326","1021326010"
"1","empty","27","0","1","0","1","5","-14","1021326","1021326011"
"4","empty","28","0","1","0","2","5","-14","1021326","1021326012"
"4","empty","26","0","1","0","3","5","-14","1021326","1021326013"
"11","empty","25","0","1","0","4","5","-14","1021326","1021326014"
"14","empty","24","0","1","0","5","5","-14","1021326","1021326015"
"11","empty","13","0","1","-10","6","5","-24","1021326","1021326016"
"14","empty","12","0","1","-10","7","5","-24","1021326","1021326017"
"0","empty","29","0","1","0","8","5","-14","1021326","1021326018"
"0","empty","10","0","1","-5","9","5","-19","1021326","1021326019"
"6","","0.46","0","0","0.7","0.55","6","1","1021326","1021326020"
"7","","0.46","0","0","0.7","0.55","6","1","1021326","1021326021"
"9","","0.46","0","0","0.7","0.55","6","1","1021326","1021326022"
"1","","","","","","","141","","1021326","1021326023"
"0","","","","","","","91","","1021326","1021326024"
"0.033","","","","","","0","93","","1021326","1021326025"
"se_10067600","","0","","","","se_obtent_10213_drama_cook_violet","23","","1021326","1021326026"
"1","","0","0","0","","vio_cook","3","","1021326","1021326027"
"2","","0","0","0","","vio_cook","3","","1021326","1021326028"
"3","","0","0","0","","vio_end","3","","1021326","1021326029"
"4","","0","0","0","","vio_cook","3","","1021326","1021326030"
"5","","0","0","0","","vio_white","3","","1021326","1021326031"
"6","","0","0","0","","vio_cook","3","","1021326","1021326032"
"7","","0","0","0","","vio_white","3","","1021326","1021326033"
"8","","0","0","0","","vio_cook","3","","1021326","1021326034"
"9","","0","0","0","","vio_cook_w","3","","1021326","1021326035"
"3","","","","","","0","93","","1021326","1021326036"
"vo_obtent_1021326","","0","","","0","vo_obtent_1021326_01","21","","1021326","1021326037"
"2.366","","","","","","0","93","","1021326","1021326038"
"1021326040","","","","","","","101","","1021326","1021326039"
"se_obtent_10213_drama_cook_violet","","","","","","0","24","","1021326","1021326040"
"0","","","","","","0","22","","1021326","1021326041"
"1","","1","0","0","1","1","6","0","1021326","1021326042"
"2","","1","0","0","1","1","6","0","1021326","1021326043"
"3","","1","0","0","1","1","6","0","1021326","1021326044"
"4","","1","0","0","1","1","6","0","1021326","1021326045"
"5","","1","0","0","1","1","6","0","1021326","1021326046"
"6","","1","0","0","1","1","6","0","1021326","1021326047"
"7","","1","0","0","1","1","6","0","1021326","1021326048"
"8","","1","0","0","1","1","6","0","1021326","1021326049"
"9","","1","0","0","1","1","6","0","1021326","1021326050"
"1","","","","","","eat","37","","1021326","1021326051"
"4","","","","","","0","32","","1021326","1021326052"
"7","","","","","","0","32","","1021326","1021326053"
"10","","","","","","1","32","","1021326","1021326054"
"100","","","","","","1","32","","1021326","1021326055"
"se_10067600","","0","","","","se_obtent_10213_drama_eat","23","","1021326","1021326056"
"0","","","","","","0","93","","1021326","1021326057"
"vo_obtent_1021326","","0","","","0","vo_obtent_1021326_02","21","","1021326","1021326058"
"2.8","","","","","","0","93","","1021326","1021326059"
"vo_obtent_1021326","","0","","","0","vo_obtent_1021326_03","21","","1021326","1021326060"
"2.6","","","","","","0","93","","1021326","1021326061"
"2","","","","","","","26","","1021326","1021326062"
"vo_obtent_1021326","","0","","","0","vo_obtent_1021326_04","21","","1021326","1021326063"
"2.5","","","","","","0","93","","1021326","1021326064"
"1021326066","","","","","","","101","","1021326","1021326065"
"10","","","","","","0","32","","1021326","1021326066"
"100","","","","","","0","32","","1021326","1021326067"
"20","","","","","","1","32","","1021326","1021326068"
"200","","","","","","1","32","","1021326","1021326069"
"300","","","","","","1","32","","1021326","1021326070"
"se_obtent_10213_drama_eat","","","","","","0","24","","1021326","1021326071"
"0","","","","","","0","22","","1021326","1021326072"
"vo_obtent_1021326","","0","","","0","vo_obtent_1021326_05","21","","1021326","1021326073"
"bgm_MC319A","","","","","","bgm_MC319A","25","","1021326","1021326074"
"se_10067600","","0","","","","se_obtent_10213_drama_break_1","23","","1021326","1021326075"
"3.5","","","","","","0","93","","1021326","1021326076"
"1021326078","","","","","","","101","","1021326","1021326077"
"20","","","","","","break_2","37","","1021326","1021326078"
"200","","","","","","break_2","37","","1021326","1021326079"
"300","","","","","","break_2","37","","1021326","1021326080"
"se_obtent_10213_drama_break_1","","","","","","0","24","","1021326","1021326081"
"0","","","","","","0","22","","1021326","1021326082"
"vo_obtent_1021326","","0","","","0","vo_obtent_1021326_06","21","","1021326","1021326083"
"se_10067600","","0","","","","se_obtent_10213_drama_break_2","23","","1021326","1021326084"
"4","","","","","","0","93","","1021326","1021326085"
"1021326087","","","","","","","101","","1021326","1021326086"
"20","","","","","","break_3","37","","1021326","1021326087"
"200","","","","","","break_3","37","","1021326","1021326088"
"300","","","","","","break_3","37","","1021326","1021326089"
"se_obtent_10213_drama_break_2","","","","","","0","24","","1021326","1021326090"
"0","","","","","","0","22","","1021326","1021326091"
"vo_obtent_1021326","","0","","","0","vo_obtent_1021326_07","21","","1021326","1021326092"
"se_10067600","","0","","","","se_obtent_10213_drama_break_3","23","","1021326","1021326093"
"5","","","","","","0","93","","1021326","1021326094"
"1021326096","","","","","","","101","","1021326","1021326095"
"300","","","","","","break_4","37","","1021326","1021326096"
"21","","","","","","1","32","","1021326","1021326097"
"0.2","","","","","","0","93","","1021326","1021326098"
"0","","","","","","","141","","1021326","1021326099"
"0.1","","","","","","0","93","","1021326","1021326100"
"","","","","","","","92","","1021326","1021326101"
"1021326103","","","","","","","101","","1021326","1021326102"
"se_obtent_10213_drama_break_3","","","","","","0","24","","1021326","1021326103"
"0","","","","","","0","22","","1021326","1021326104"
"22","","","","","","1","32","","1021326","1021326105"
"0.4","","","","","","0","93","","1021326","1021326106"
"1","","0","","1","0","1","31","1","1021327","1021327001"
"4","","0","","1","0","4","31","1","1021327","1021327002"
"7","","0","","1","0","7","31","1","1021327","1021327003"
"10","","0","","0","0","10","31","1","1021327","1021327004"
"20","","0","","0","0","20","31","1","1021327","1021327005"
