847d1baabc72a1d6643691e8a83572f193b5433c6afa8c0ec7137c39d97108c4,f52362898b48628eb38b625de898fec0e28fc197c7d7ee960f1214fb2f0b0d5f,74e757f1514a4278e851df4917176e518375c1375c7e73802efacb41b6e065f1,d258b74fba357726ed10b57720619eafbacc9644c4dfc1c5456b5f6b73673b4c,f280be45ef6880481fb87e82241583146864f6cfec00c410d0e321f1bf88898a,663eb2dd517f98040a604e3a0c7d4d90bf254e59ac087dece8d30ddcb4ae8401,66c954a680e1dc97970461bec8a938640d4c0feea27d6195e103bd64a246f0c8,8dd78b166dfa8dd4df16cc02fc666ac7afada5e4ea5262f80139b76091635fde,d926c1cbf2ec0e8e55fd05fee626ab358e723e788e173458e2a058dfc9bd087e,a964f3bc3ca8dd42bdd3500881a56ed8f234c25c62d07761e11e490f41669f83,8ac05dbe241e146026bdb1e87ae997f39ae9cea5a48924ad2729fdf12c959ea8
"18_misato_talk2_loop","3","18_misato_talk2_in","0.1","0.1","0","","19180057","918","113511","1"
"","91","","","","","","19180058","918","19180051",""
"3.23529411764706","2","850","","","-180","","19180059","918","110111",""
"3.23529411764706","33","850","","","-180","","19180060","918","42",""
"3.23529411764706","33","850","","","-180","","19180061","918","12",""
"","32","1","","","","","19180062","918","42",""
"","32","0","","","","","19180063","918","12",""
"18_misato_surprise_loop","3","18_misato_surprise_in","0.1","0.1","0","","19180064","918","113511","1"
"18_io_accident_loop","3","18_io_accident_in","0.1","0.1","0","","19180065","918","110111","1"
"0","21","vo_fpc_21807","","","","","19180066","918","vo_fpc",""
"1","11","きゃっ水着が！","0","0","10","0.5","19180067","918","110111","0"
"","91","","","","","","19180068","918","0",""
"","93","0","","","","","19180069","918","0.5",""
"0","21","vo_fpc_21808","","","","","19180070","918","vo_fpc",""
"1","11","イオ先生！？\nあらあら～！","0","0","10","0.5","19180071","918","113511","0"
"","91","","","","","","19180072","918","0",""
"","93","0","","","","","19180073","918","0.5",""
"cmn_swm_breastStroke","3","18_misato_breastStroke_in","0.1","0","0","","19180074","918","113511","1"
"","32","0","","","","","19180075","918","41",""
"","32","1","","","","","19180076","918","11",""
"3.61990950226244","2","850","","","-180","","19180077","918","113511",""
"3.61990950226244","33","850","","","-180","","19180078","918","11",""
"","91","","","","","","19180079","918","19180059",""
"","91","","","","","","19180080","918","19180077",""
"-850","1","117211","0","1.75","22","19_nozomi_float","19190001","919","1","-180"
"-1150","1","110011","0","1.75","22","19_suzuna_float","19190002","919","1","-180"
"-750","1","117411","0","1.4875","12","19_tsumugi_search","19190003","919","1","-15"
"-180","31","61","","1","-820","","19190004","919","6","1"
"-180","31","1211","","1","-850","","19190005","919","121","1"
"-180","31","1221","","0","150","","19190006","919","122","1"
"-180","31","62","","1","-1150","","19190007","919","6","1"
"-180","31","1212","","1","-1180","","19190008","919","121","1"
"-180","31","1222","","0","-180","","19190009","919","122","1"
"","13","45","","","","","19190010","919","117211",""
"","13","45","","","","","19190011","919","110011",""
"","13","45","","","","","19190012","919","117411",""
"","23","se_fpc_water_random","","","1","","19190013","919","se_10053800",""
"","13","49","","","","","19190014","919","117411",""
"","91","0","","","","","19190015","919","19190012",""
"9.92647058823529","2","330","","","-15","","19190016","919","117411",""
"","93","0","","","","","19190017","919","3.5",""
"0","21","vo_fpc_21900","","","","","19190018","919","vo_fpc",""
"1","11","ノゾミさん、どこに行ったんでしょう？\n新衣装の案を思いついたのに…","0","0","15","0.5","19190019","919","117411","0"
"","91","","","","","","19190020","919","0",""
"","93","0","","","","","19190021","919","0.5",""
"","91","","","","","","19190022","919","19190016",""
"","3","19_nozomi_float","","0.1","1","","19190023","919","117211",""
"19_tsumugi_notice_loop","3","19_tsumugi_notice_in","0.1","0.1","0","","19190024","919","117411","1"
"","93","0","","","","","19190025","919","0.2",""
"0","21","vo_fpc_21901","","","","","19190026","919","vo_fpc",""
"1","11","あら？　あれは…上流から何か\n光るものが…","0","0","10","0.5","19190027","919","117411","0"
"","91","","","","","","19190028","919","0",""
"","93","0","","","","","19190029","919","0.5",""
"7.35294117647059","2","150","","","-180","","19190030","919","117211","12"
"7.35294117647059","33","180","","","-180","","19190031","919","61","12"
"7.35294117647059","33","150","","","-180","","19190032","919","1211","12"
"7.35294117647059","2","-150","","","-180","","19190033","919","110011","12"
"7.35294117647059","33","-150","","","-180","","19190034","919","62","12"
"7.35294117647059","33","-180","","","-180","","19190035","919","1212","12"
"","93","0","","","","","19190036","919","2",""
"19_tsumugi_dazzled_loop","3","19_tsumugi_dazzled_in","0.1","0.1","0","","19190037","919","117411","1"
"","91","","","","","","19190038","919","19190030",""
"0","21","vo_fpc_21902","","","","","19190039","919","vo_fpc",""
"1","11","メルクリゾートウィスタリアンズ、\n色んなエリアがあって\nすっごく楽しいね！","0","-30","10","0.5","19190040","919","117211","0"
"","91","","","","","","19190041","919","0",""
"","93","0","","","","","19190042","919","0.5",""
"0","21","vo_fpc_21903","","","","","19190043","919","vo_fpc",""
"1","11","ねー♪　めっちゃ映える系？\n写真撮ろ写真～！","0","0","10","0.5","19190044","919","110011","0"
"","91","","","","","","19190045","919","0",""
"","93","0","","","","","19190046","919","0.5",""
"0","21","vo_fpc_21904","","","","","19190047","919","vo_fpc",""
"1","11","え。二人とも何してるんですか！？\nってか眩しすぎません？","0","0","10","0.5","19190048","919","117411","0"
"","91","","","","","","19190049","919","0",""
"","93","0","","","","","19190050","919","0.5",""
"0","33","150","","","-180","","19190051","919","61",""
"0","33","120","","","-180","","19190052","919","1211",""
"","4","1","","","","","19190053","919","117211",""
"19_nozomi_float","3","19_nozomi_notice_float","0.1","","0","","19190054","919","117211","1"
"0","21","vo_fpc_21905","","","","","19190055","919","vo_fpc",""
"1","11","あ、ツムギ！\nスズナちゃんのカリスマオーラが\nすっごいからだよ！","0","-30","10","0.5","19190056","919","117211","0"
"","91","","","","","","19190057","919","0",""
"","93","0","","","","","19190058","919","0.5",""
"0","21","vo_fpc_21906","","","","","19190059","919","vo_fpc",""
"1","11","え～、ノゾミンのアイドルオーラも\nあいかわらずキラッキラで\n鬼やばのやばっしょ！","0","0","10","0.5","19190060","919","110011","0"
"","91","","","","","","19190061","919","0",""
"","93","0","","","","","19190062","919","0.5",""
"0","33","180","","","-180","","19190063","919","61",""
"0","33","150","","","-180","","19190064","919","1211",""
"","4","0","","","","","19190065","919","117211",""
"19_nozomi_float","3","19_nozomi_notice_float","0.1","","0","","19190066","919","117211","1"
"0","21","vo_fpc_21907","","","","","19190067","919","vo_fpc",""
"1","11","私も負けてられないな♪\nもっともっと輝かないと！","0","-30","10","0.5","19190068","919","117211","0"
"","91","","","","","","19190069","919","0",""
"","93","0","","","","","19190070","919","0.5",""
"19_nozomi_pose_loop","3","19_nozomi_pose_in","0.1","0.1","0","","19190071","919","117211","1"
"","32","1","","","","","19190072","919","1221",""
"","32","0","","","","","19190073","919","1211",""
"","93","0","","","","","19190074","919","1.5",""
"0","21","vo_fpc_21908","","","","","19190075","919","vo_fpc",""
"1","11","ウチも、アゲていくよー！\nん～…たー！！","0","0","10","0.5","19190076","919","110011","0"
"","91","","","","","","19190077","919","0",""
"","93","0","","","","","19190078","919","0.5",""
"19_suzuna_pose_loop","3","19_suzuna_pose_in","0.1","0.1","0","","19190079","919","110011","1"
"","32","1","","","","","19190080","919","1222",""
"","32","0","","","","","19190081","919","1212",""
"","93","0","","","","","19190082","919","1.5",""
"7.35294117647059","2","1150","","","-180","","19190083","919","117211",""
"7.35294117647059","33","1180","","","-180","","19190084","919","61",""
"7.35294117647059","33","1150","","","-180","","19190085","919","1221",""
"7.35294117647059","2","850","","","-180","","19190086","919","110011",""
"7.35294117647059","33","850","","","-180","","19190087","919","62",""
"7.35294117647059","33","820","","","-180","","19190088","919","1222",""
"0","21","vo_fpc_21909","","","","","19190089","919","vo_fpc",""
"1","11","ああっ！　さらに眩しくっ！？\nノ、ノゾミさん！　待ってくださーい！","0","0","10","0.5","19190090","919","117411","0"
"","91","","","","","","19190091","919","0",""
"","93","0","","","","","19190092","919","0.5",""
"","91","","","","","","19190093","919","19190083",""
"19_tsumugi_run_loop","3","19_tsumugi_run_in","0.1","0.1","0","","19190094","919","117411","1"
"","93","0","","","","","19190095","919","0.3",""
"1.46188652975983","2","750","","","-15","","19190096","919","117411",""
"","91","","","","","","19190097","919","19190096",""
"-750","1","115711","0","1.4875","22","20_kasumi_walk","19200001","920","1","-15"
"-750","5","3","0","1.4875","23","20_kasumi_walk","19200002","920","3","-15"
"","23","se_fpc_water_random","","","1","","19200003","920","se_10053800",""
"","91","","","","","","19200004","920","19200002",""
"4.41176470588235","2","0","","","-15","","19200005","920","115711","0"
"4.41176470588235","2","0","","","-15","","19200006","920","3","0"
"","91","","","","","","19200007","920","0",""
"","3","20_kasumi_talk","","0.3","1","","19200008","920","115711",""
"","3","20_kasumi_talk","","0.3","1","","19200009","920","3",""
"0","21","vo_fpc_22000","","","0","","19200010","920","vo_fpc",""
"1","11","名探偵カスミのメルクリゾート事件簿\n「プリン消失事件」","0","0","10","0.5","19200011","920","115711","0"
"","91","","","","","","19200012","920","0",""
"","93","0","","","","","19200013","920","0.5",""
"20_kasumi_cool_surprise","3","20_kasumi_cool_in","0","0.2","0","","19200014","920","115711","1"
"20_kasumi_cool_loop","3","20_kasumi_cool_in","0","0.2","0","","19200015","920","3","1"
"0","21","vo_fpc_22001","","","0","","19200016","920","vo_fpc",""
"1","11","フードコートで提供予定だったプリンが\n担当者が目を離した隙にすべて消失…","0","0","10","0.5","19200017","920","115711","0"
"","91","","","","","","19200018","920","0",""
"","93","0","","","","","19200019","920","0.5",""
"0","21","vo_fpc_22002","","","0","","19200020","920","vo_fpc",""
"1","11","衆人環視のフードコートでの犯行。\n移動系の魔法や魔道具の痕跡も無し。","0","0","10","0.5","19200021","920","115711","0"
"","91","","","","","","19200022","920","0",""
"","93","0","","","","","19200023","920","0.5",""
"20_kasumi_cool_anger","3","20_kasumi_cool_anger_in","0","0.2","0","","19200024","920","115711","1"
"20_kasumi_cool_loop","3","20_kasumi_cool_anger_in","0","0.2","0","","19200025","920","3","1"
"0","21","vo_fpc_22003","","","0","","19200026","920","vo_fpc",""
"1","11","関係者のアリバイも完璧だったため\nおそらく犯人は外部の人間。","0","0","10","0.5","19200027","920","115711","0"
"","91","","","","","","19200028","920","0",""
"","93","0","","","","","19200029","920","0.5",""
"20_kasumi_approach_loop","3","20_kasumi_approach_in","0","0.1","0","","19200030","920","115711","1"
"20_kasumi_approach_loop","3","20_kasumi_approach_in","0","0.1","0","","19200031","920","3","1"
"0","21","vo_fpc_22004","","","0","","19200032","920","vo_fpc",""
"1","11","以上の情報からプロファイリング\nできる犯人は…","0","0","10","0.5","19200033","920","115711","0"
"","91","","","","","","19200034","920","0",""
"","93","0","","","","","19200035","920","0.5",""
"20_kasumi_doya_loop","3","20_kasumi_doya_in","0","0.1","0","","19200036","920","115711","1"
"20_kasumi_doya_loop","3","20_kasumi_doya_in","0","0.1","0","","19200037","920","3","1"
"0","21","vo_fpc_22005","","","0","","19200038","920","vo_fpc",""
"1","11","プリンが大好物で壁抜けができ、かつ\nみんなが楽しみにしているプリンを…","0","0","10","0.5","19200039","920","115711","0"
"","91","","","","","","19200040","920","0",""
"","93","0","","","","","19200041","920","0.5",""
"0","21","vo_fpc_22006","","","0","","19200042","920","vo_fpc",""
"1","11","一人で食べつくしても心が痛まない、\n自己中心的な精神構造…","0","0","10","0.5","19200043","920","115711","0"
"","91","","","","","","19200044","920","0",""
"","93","0","","","","","19200045","920","0.5",""
"","3","20_kasumi_thinking","","0.2","1","","19200046","920","115711",""
"","3","20_kasumi_thinking","","0.2","1","","19200047","920","3",""
"0","21","vo_fpc_22007","","","0","","19200048","920","vo_fpc",""
"1","11","果たして、そんな人物が、\n実在するのであろうか…","0","0","10","0.5","19200049","920","115711","0"
"","91","","","","","","19200050","920","0",""
"","93","0","","","","","19200051","920","0.5",""
"","3","20_kasumi_walk","","0.2","1","","19200052","920","115711",""
"","3","20_kasumi_walk","","0.2","1","","19200053","920","3",""
"4.41176470588235","2","750","","","-15","","19200054","920","115711","0"
"4.41176470588235","2","750","","","-15","","19200055","920","3","0"
"","91","","","","","","19200056","920","0",""
"-750","1","115711","0","1.4875","22","20_kasumi_walk","19210001","921","1","-15"
"-750","5","3","0","1.4875","23","20_kasumi_walk","19210002","921","3","-15"
"","23","se_fpc_water_random","","","1","","19210003","921","se_10053800",""
"","91","","","","","","19210004","921","19210002",""
"4.41176470588235","2","0","","","-15","","19210005","921","115711","0"
"4.41176470588235","2","0","","","-15","","19210006","921","3","0"
"","91","","","","","","19210007","921","0",""
"","3","20_kasumi_talk","","0.3","1","","19210008","921","115711",""
"","3","20_kasumi_talk","","0.3","1","","19210009","921","3",""
"0","21","vo_fpc_22100","","","0","","19210010","921","vo_fpc",""
"1","11","名探偵カスミのメルクリゾート事件簿\n「フードコート・全メニュー消失事件」","0","0","10","0.5","19210011","921","115711","0"
"","91","","","","","","19210012","921","0",""
"","93","0","","","","","19210013","921","0.5",""
"20_kasumi_cool_surprise","3","20_kasumi_cool_in","0","0.2","0","","19210014","921","115711","1"
"20_kasumi_cool_loop","3","20_kasumi_cool_in","0","0.2","0","","19210015","921","3","1"
"0","21","vo_fpc_22101","","","0","","19210016","921","vo_fpc",""
"1","11","フードコートで提供予定だった大量の\n料理がいつのまにか全て消失…","0","0","10","0.5","19210017","921","115711","0"
"","91","","","","","","19210018","921","0",""
"","93","0","","","","","19210019","921","0.5",""
"20_kasumi_cool_anger","3","20_kasumi_cool_anger_in","0","0.2","0","","19210020","921","115711","1"
"20_kasumi_cool_loop","3","20_kasumi_cool_anger_in","0","0.2","0","","19210021","921","3","1"
"0","21","vo_fpc_22102","","","0","","19210022","921","vo_fpc",""
