27753e76b85c859bfae86c2c5579e7771844461d2be1e2fd6f59ab2b3d238d6d,80db138bb4113d7cc33a5406d0b85e7c6953dd2eee4efe5af3ba6628270673a9,2b82803253cfcb2d5deca2ca69c29d53a1209794da45bbef4ddd99bc1c595e2e,e3ad83585f8d6f2ecdf402b86084f81458764f4c97f4aa559b3765ec0e2c9de1,c7f243f9f3034a006eec79a8d41797796ea6462df1a9fec5d11b37c9d484c263,6950d81d9385d8e51b6a673beb0c79cec9becf59205bc45b60f8fe9c960eb56c,03c9c2277d80f680a9b6505aeac1db3976cfdf0ce86070341363c46459674218,7be1c2280831b936c92822761df8213b0ab32e9cfe912b771ad72ee105e90f32,0529fc33666abc736e3fcb8f2a3addd49c2ff1c5d6ce4fdc284b69c324928114,3a7c84738ff6f46dc14f9a3215808272ea7a2192fd49c08cc65205d6db8c4b02,76dd5bbdce3a22fdaf739bd64aaf6f773d17fd78c1c2c996e1254f4bcf50f01f
"919","","0.5","","0","","","","","93","19190021"
"919","","19190016","","","","","","","91","19190022"
"919","","117211","1","19_nozomi_float","","0.1","","","3","19190023"
"919","1","117411","0","19_tsumugi_notice_in","","0.1","19_tsumugi_notice_loop","0.1","3","19190024"
"919","","0.2","","0","","","","","93","19190025"
"919","","vo_fpc","","vo_fpc_21901","","","0","","21","19190026"
"919","0","117411","10","あら？　あれは…上流から何か\n光るものが…","0.5","0","1","0","11","19190027"
"919","","0","","","","","","","91","19190028"
"919","","0.5","","0","","","","","93","19190029"
"919","12","117211","-180","150","","","7.35294117647059","","2","19190030"
"919","12","61","-180","180","","","7.35294117647059","","33","19190031"
"919","12","1211","-180","150","","","7.35294117647059","","33","19190032"
"919","12","110011","-180","-150","","","7.35294117647059","","2","19190033"
"919","12","62","-180","-150","","","7.35294117647059","","33","19190034"
"919","12","1212","-180","-180","","","7.35294117647059","","33","19190035"
"919","","2","","0","","","","","93","19190036"
"919","1","117411","0","19_tsumugi_dazzled_in","","0.1","19_tsumugi_dazzled_loop","0.1","3","19190037"
"919","","19190030","","","","","","","91","19190038"
"919","","vo_fpc","","vo_fpc_21902","","","0","","21","19190039"
"919","0","117211","10","メルクリゾートウィスタリアンズ、\n色んなエリアがあって\nすっごく楽しいね！","0.5","-30","1","0","11","19190040"
"919","","0","","","","","","","91","19190041"
"919","","0.5","","0","","","","","93","19190042"
"919","","vo_fpc","","vo_fpc_21903","","","0","","21","19190043"
"919","0","110011","10","ねー♪　めっちゃ映える系？\n写真撮ろ写真～！","0.5","0","1","0","11","19190044"
"919","","0","","","","","","","91","19190045"
"919","","0.5","","0","","","","","93","19190046"
"919","","vo_fpc","","vo_fpc_21904","","","0","","21","19190047"
"919","0","117411","10","え。二人とも何してるんですか！？\nってか眩しすぎません？","0.5","0","1","0","11","19190048"
"919","","0","","","","","","","91","19190049"
"919","","0.5","","0","","","","","93","19190050"
"919","","61","-180","150","","","0","","33","19190051"
"919","","1211","-180","120","","","0","","33","19190052"
"919","","117211","","1","","","","","4","19190053"
"919","1","117211","0","19_nozomi_notice_float","","","19_nozomi_float","0.1","3","19190054"
"919","","vo_fpc","","vo_fpc_21905","","","0","","21","19190055"
"919","0","117211","10","あ、ツムギ！\nスズナちゃんのカリスマオーラが\nすっごいからだよ！","0.5","-30","1","0","11","19190056"
"919","","0","","","","","","","91","19190057"
"919","","0.5","","0","","","","","93","19190058"
"919","","vo_fpc","","vo_fpc_21906","","","0","","21","19190059"
"919","0","110011","10","え～、ノゾミンのアイドルオーラも\nあいかわらずキラッキラで\n鬼やばのやばっしょ！","0.5","0","1","0","11","19190060"
"919","","0","","","","","","","91","19190061"
"919","","0.5","","0","","","","","93","19190062"
"919","","61","-180","180","","","0","","33","19190063"
"919","","1211","-180","150","","","0","","33","19190064"
"919","","117211","","0","","","","","4","19190065"
"919","1","117211","0","19_nozomi_notice_float","","","19_nozomi_float","0.1","3","19190066"
"919","","vo_fpc","","vo_fpc_21907","","","0","","21","19190067"
"919","0","117211","10","私も負けてられないな♪\nもっともっと輝かないと！","0.5","-30","1","0","11","19190068"
"919","","0","","","","","","","91","19190069"
"919","","0.5","","0","","","","","93","19190070"
"919","1","117211","0","19_nozomi_pose_in","","0.1","19_nozomi_pose_loop","0.1","3","19190071"
"919","","1221","","1","","","","","32","19190072"
"919","","1211","","0","","","","","32","19190073"
"919","","1.5","","0","","","","","93","19190074"
"919","","vo_fpc","","vo_fpc_21908","","","0","","21","19190075"
"919","0","110011","10","ウチも、アゲていくよー！\nん～…たー！！","0.5","0","1","0","11","19190076"
"919","","0","","","","","","","91","19190077"
"919","","0.5","","0","","","","","93","19190078"
"919","1","110011","0","19_suzuna_pose_in","","0.1","19_suzuna_pose_loop","0.1","3","19190079"
"919","","1222","","1","","","","","32","19190080"
"919","","1212","","0","","","","","32","19190081"
"919","","1.5","","0","","","","","93","19190082"
"919","","117211","-180","1150","","","7.35294117647059","","2","19190083"
"919","","61","-180","1180","","","7.35294117647059","","33","19190084"
"919","","1221","-180","1150","","","7.35294117647059","","33","19190085"
"919","","110011","-180","850","","","7.35294117647059","","2","19190086"
"919","","62","-180","850","","","7.35294117647059","","33","19190087"
"919","","1222","-180","820","","","7.35294117647059","","33","19190088"
"919","","vo_fpc","","vo_fpc_21909","","","0","","21","19190089"
"919","0","117411","10","ああっ！　さらに眩しくっ！？\nノ、ノゾミさん！　待ってくださーい！","0.5","0","1","0","11","19190090"
"919","","0","","","","","","","91","19190091"
"919","","0.5","","0","","","","","93","19190092"
"919","","19190083","","","","","","","91","19190093"
"919","1","117411","0","19_tsumugi_run_in","","0.1","19_tsumugi_run_loop","0.1","3","19190094"
"919","","0.3","","0","","","","","93","19190095"
"919","","117411","-15","750","","","1.46188652975983","","2","19190096"
"919","","19190096","","","","","","","91","19190097"
"920","-15","1","22","115711","20_kasumi_walk","1.4875","-750","0","1","19200001"
"920","-15","3","23","3","20_kasumi_walk","1.4875","-750","0","5","19200002"
"920","","se_10053800","1","se_fpc_water_random","","","","","23","19200003"
"920","","19200002","","","","","","","91","19200004"
"920","0","115711","-15","0","","","4.41176470588235","","2","19200005"
"920","0","3","-15","0","","","4.41176470588235","","2","19200006"
"920","","0","","","","","","","91","19200007"
"920","","115711","1","20_kasumi_talk","","0.3","","","3","19200008"
"920","","3","1","20_kasumi_talk","","0.3","","","3","19200009"
"920","","vo_fpc","0","vo_fpc_22000","","","0","","21","19200010"
"920","0","115711","10","名探偵カスミのメルクリゾート事件簿\n「プリン消失事件」","0.5","0","1","0","11","19200011"
"920","","0","","","","","","","91","19200012"
"920","","0.5","","0","","","","","93","19200013"
"920","1","115711","0","20_kasumi_cool_in","","0.2","20_kasumi_cool_surprise","0","3","19200014"
"920","1","3","0","20_kasumi_cool_in","","0.2","20_kasumi_cool_loop","0","3","19200015"
"920","","vo_fpc","0","vo_fpc_22001","","","0","","21","19200016"
"920","0","115711","10","フードコートで提供予定だったプリンが\n担当者が目を離した隙にすべて消失…","0.5","0","1","0","11","19200017"
"920","","0","","","","","","","91","19200018"
"920","","0.5","","0","","","","","93","19200019"
"920","","vo_fpc","0","vo_fpc_22002","","","0","","21","19200020"
"920","0","115711","10","衆人環視のフードコートでの犯行。\n移動系の魔法や魔道具の痕跡も無し。","0.5","0","1","0","11","19200021"
"920","","0","","","","","","","91","19200022"
"920","","0.5","","0","","","","","93","19200023"
"920","1","115711","0","20_kasumi_cool_anger_in","","0.2","20_kasumi_cool_anger","0","3","19200024"
"920","1","3","0","20_kasumi_cool_anger_in","","0.2","20_kasumi_cool_loop","0","3","19200025"
"920","","vo_fpc","0","vo_fpc_22003","","","0","","21","19200026"
"920","0","115711","10","関係者のアリバイも完璧だったため\nおそらく犯人は外部の人間。","0.5","0","1","0","11","19200027"
"920","","0","","","","","","","91","19200028"
"920","","0.5","","0","","","","","93","19200029"
"920","1","115711","0","20_kasumi_approach_in","","0.1","20_kasumi_approach_loop","0","3","19200030"
"920","1","3","0","20_kasumi_approach_in","","0.1","20_kasumi_approach_loop","0","3","19200031"
"920","","vo_fpc","0","vo_fpc_22004","","","0","","21","19200032"
"920","0","115711","10","以上の情報からプロファイリング\nできる犯人は…","0.5","0","1","0","11","19200033"
"920","","0","","","","","","","91","19200034"
"920","","0.5","","0","","","","","93","19200035"
"920","1","115711","0","20_kasumi_doya_in","","0.1","20_kasumi_doya_loop","0","3","19200036"
"920","1","3","0","20_kasumi_doya_in","","0.1","20_kasumi_doya_loop","0","3","19200037"
"920","","vo_fpc","0","vo_fpc_22005","","","0","","21","19200038"
"920","0","115711","10","プリンが大好物で壁抜けができ、かつ\nみんなが楽しみにしているプリンを…","0.5","0","1","0","11","19200039"
"920","","0","","","","","","","91","19200040"
"920","","0.5","","0","","","","","93","19200041"
"920","","vo_fpc","0","vo_fpc_22006","","","0","","21","19200042"
"920","0","115711","10","一人で食べつくしても心が痛まない、\n自己中心的な精神構造…","0.5","0","1","0","11","19200043"
"920","","0","","","","","","","91","19200044"
"920","","0.5","","0","","","","","93","19200045"
"920","","115711","1","20_kasumi_thinking","","0.2","","","3","19200046"
"920","","3","1","20_kasumi_thinking","","0.2","","","3","19200047"
"920","","vo_fpc","0","vo_fpc_22007","","","0","","21","19200048"
"920","0","115711","10","果たして、そんな人物が、\n実在するのであろうか…","0.5","0","1","0","11","19200049"
"920","","0","","","","","","","91","19200050"
"920","","0.5","","0","","","","","93","19200051"
"920","","115711","1","20_kasumi_walk","","0.2","","","3","19200052"
"920","","3","1","20_kasumi_walk","","0.2","","","3","19200053"
"920","0","115711","-15","750","","","4.41176470588235","","2","19200054"
"920","0","3","-15","750","","","4.41176470588235","","2","19200055"
"920","","0","","","","","","","91","19200056"
"921","-15","1","22","115711","20_kasumi_walk","1.4875","-750","0","1","19210001"
"921","-15","3","23","3","20_kasumi_walk","1.4875","-750","0","5","19210002"
"921","","se_10053800","1","se_fpc_water_random","","","","","23","19210003"
"921","","19210002","","","","","","","91","19210004"
"921","0","115711","-15","0","","","4.41176470588235","","2","19210005"
"921","0","3","-15","0","","","4.41176470588235","","2","19210006"
"921","","0","","","","","","","91","19210007"
"921","","115711","1","20_kasumi_talk","","0.3","","","3","19210008"
"921","","3","1","20_kasumi_talk","","0.3","","","3","19210009"
"921","","vo_fpc","0","vo_fpc_22100","","","0","","21","19210010"
"921","0","115711","10","名探偵カスミのメルクリゾート事件簿\n「フードコート・全メニュー消失事件」","0.5","0","1","0","11","19210011"
"921","","0","","","","","","","91","19210012"
"921","","0.5","","0","","","","","93","19210013"
"921","1","115711","0","20_kasumi_cool_in","","0.2","20_kasumi_cool_surprise","0","3","19210014"
"921","1","3","0","20_kasumi_cool_in","","0.2","20_kasumi_cool_loop","0","3","19210015"
"921","","vo_fpc","0","vo_fpc_22101","","","0","","21","19210016"
"921","0","115711","10","フードコートで提供予定だった大量の\n料理がいつのまにか全て消失…","0.5","0","1","0","11","19210017"
"921","","0","","","","","","","91","19210018"
"921","","0.5","","0","","","","","93","19210019"
"921","1","115711","0","20_kasumi_cool_anger_in","","0.2","20_kasumi_cool_anger","0","3","19210020"
"921","1","3","0","20_kasumi_cool_anger_in","","0.2","20_kasumi_cool_loop","0","3","19210021"
"921","","vo_fpc","0","vo_fpc_22102","","","0","","21","19210022"
"921","0","115711","10","今回の事件で不可解な点は目撃者たちが\nことごとく口をつぐんでいる点だ。","0.5","0","1","0","11","19210023"
"921","","0","","","","","","","91","19210024"
"921","","0.5","","0","","","","","93","19210025"
"921","","vo_fpc","0","vo_fpc_22103","","","0","","21","19210026"
"921","0","115711","10","『ユース』や『ひめ』等と口にするものの\n皆目をそらして去っていく…","0.5","0","1","0","11","19210027"
"921","","0","","","","","","","91","19210028"
"921","","0.5","","0","","","","","93","19210029"
"921","1","115711","0","20_kasumi_approach_in","","0.1","20_kasumi_approach_loop","0","3","19210030"
"921","1","3","0","20_kasumi_approach_in","","0.1","20_kasumi_approach_loop","0","3","19210031"
"921","","vo_fpc","0","vo_fpc_22104","","","0","","21","19210032"
"921","0","115711","10","まるで巨大な力をもった闇の権力者集団\nでもいるかのように。","0.5","0","1","0","11","19210033"
"921","","0","","","","","","","91","19210034"
"921","","0.5","","0","","","","","93","19210035"
"921","1","115711","0","20_kasumi_arm_crossed_in","","0.2","20_kasumi_arm_crossed_loop","0","3","19210036"
"921","1","3","0","20_kasumi_arm_crossed_in","","0.2","20_kasumi_arm_crossed_loop","0","3","19210037"
"921","","vo_fpc","0","vo_fpc_22105","","","0","","21","19210038"
"921","0","115711","10","いや、そんな陰謀論はナンセンスだね。\n探偵が追うのは真実のみ。","0.5","0","1","0","11","19210039"
"921","","0","","","","","","","91","19210040"
"921","","0.5","","0","","","","","93","19210041"
"921","","115711","1","20_kasumi_doya_loop","","0.2","","","3","19210042"
"921","","3","1","20_kasumi_doya_loop","","0.2","","","3","19210043"
"921","","vo_fpc","0","vo_fpc_22106","","","0","","21","19210044"
"921","0","115711","10","興味深いことに、代金はきちんと\n支払われているらしい。","0.5","0","1","0","11","19210045"
"921","","0","","","","","","","91","19210046"
"921","","0.5","","0","","","","","93","19210047"
"921","","115711","1","20_kasumi_thinking_ExBlink","","0.2","","","3","19210048"
"921","","3","1","20_kasumi_thinking_ExBlink","","0.2","","","3","19210049"
"921","","vo_fpc","0","vo_fpc_22107","","","0","","21","19210050"
"921","0","115711","10","ずいぶん几帳面な犯人だね。しかし、\nユース、ひめ…いったい何者なんだ？","0.5","0","1","0","11","19210051"
"921","","0","","","","","","","91","19210052"
"921","","0.5","","0","","","","","93","19210053"
"921","","115711","1","20_kasumi_thinking","","0.2","","","3","19210054"
"921","","3","1","20_kasumi_thinking","","0.2","","","3","19210055"
"921","","vo_fpc","0","vo_fpc_22108","","","0","","21","19210056"
"921","0","115711","10","果たして、そんな人物が、\n実在するのであろうか…","0.5","0","1","0","11","19210057"
"921","","0","","","","","","","91","19210058"
"921","","0.5","","0","","","","","93","19210059"
