7ca2a35bdf65420fb8e37ea2a40e3d7c088e43c89dd827dedd20981ac52a9993,9e1659088c45cdb3c801ea7c9823369ba49b9f1fd6bf31c146c33786d8d54a9e,b8918007fe7f4eb5440f904a7a3270a0d838c7a516ee8a50f4979f6bc490b677,c5e402894fd51e19264a60956096c656a03c88e45e2d7995e55c2224f237eea0,5d6038aa924d3dfbcc437ce041d8f903dc02643f963b6895a920047525f31e5b
"889","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","15","92416010","光属性ボーナス特大アップ"
"890","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92416010","物理防御力（ダウン不可）アップ"
"891","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92416010","魔法防御力（ダウン不可）アップ"
"892","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92416010","ＴＰ上昇上限付与"
"893","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92416010","ＨＰ吸収ダウン"
"894","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","15","92416020","光属性ボーナス特大アップ"
"895","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92416020","物理防御力（ダウン不可）アップ"
"896","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92416020","魔法防御力（ダウン不可）アップ"
"897","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92416020","ＴＰ上昇上限付与"
"898","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92416020","ＨＰ吸収ダウン"
"899","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","15","92416030","光属性ボーナス特大アップ"
"900","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92416030","物理防御力（ダウン不可）アップ"
"901","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92416030","魔法防御力（ダウン不可）アップ"
"902","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92416030","ＴＰ上昇上限付与"
"903","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92416030","ＨＰ吸収ダウン"
"904","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","15","92416110","光属性ボーナス特大アップ"
"905","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92416110","物理防御力（ダウン不可）アップ"
"906","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92416110","魔法防御力（ダウン不可）アップ"
"907","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92416110","ＴＰダウンカット"
"908","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92416110","ダメージ減衰"
"909","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92416110","ＴＰ上昇上限付与"
"910","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92416110","ＨＰ吸収ダウン"
"911","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","15","92416120","光属性ボーナス特大アップ"
"912","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92416120","物理防御力（ダウン不可）アップ"
"913","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92416120","魔法防御力（ダウン不可）アップ"
"914","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92416120","ＴＰダウンカット"
"915","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92416120","ダメージ減衰"
"916","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92416120","ＴＰ上昇上限付与"
"917","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92416120","ＨＰ吸収ダウン"
"918","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","15","92416130","光属性ボーナス特大アップ"
"919","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92416130","物理防御力（ダウン不可）アップ"
"920","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92416130","魔法防御力（ダウン不可）アップ"
"921","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","92416130","ＴＰダウンカット"
"922","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","92416130","ダメージ減衰"
"923","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","92416130","ＴＰ上昇上限付与"
"924","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","9","92416130","ＨＰ吸収ダウン"
"925","光属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。光属性以外の属性ボーナスを無効化する。","15","92416140","光属性ボーナス特大アップ"
"926","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","92416140","物理防御力（ダウン不可）アップ"
"927","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","92416140","魔法防御力（ダウン不可）アップ"
