2ba1174a200c7d5fec687aa0f41b101a8e79a76d13c4789c1866d89b91fc01f8,628ba6ad543cc423580619b98dc3ddf7489ff7a697bec2d197c1f14f3d679cb0,9a3496e424b19e5c88a180bc24719f1a9a30ce3fa3827d885a6d9856b8a33dd5,1a7cf1a058000e5d3b0e6bffeb24623561a14458c0d02cc593b75fd97c62261e,168369f1f6e4b5d1e5980630e9d78bb85fdca3d33c76fb0220a045abb52463d4,20c84d975a4b4ec11ce649a7fb5d330639ab3e3d230aaba4cd6df7ccc3053883,4bdc301e1ddf3d1e9ba55f57b10a9f550fb0761cd854ae248188fc0d1454b542,d3cd3a461bac871822222b6ba04cb58804bddf0f225e9a47c96f7c4404919028,0aecf594db1561cbf0e8c3b5f3efb73232d363f22adb2dcf63aa5108994d3c1d,9193c64c21c53fa9413dcab038e4c25a07d643458de2e2b333dedf285539531b,5fa0f3fb7d8417636f702f5be1b35f0d7a6464ac75e5096c52bc36d0a018fa69
"3","","0.2","103611","1009810","","","lsv_idle_doya","1","1009810050",""
"3","lsv_talk_cool_joy_loop","0","100411","1009810","1","0.2","lsv_talk_cool_joy","0","1009810051",""
"21","0","","vo_lsv","1009810","","","vo_lsv_1026","0","1009810052",""
"11","1","0","100411","1009810","1","0","そうそう、その調子！","10","1009810053","0"
"91","","","0","1009810","","","","","1009810054",""
"3","","0.2","100411","1009810","","","lsv_idle_cool_joy","1","1009810055",""
"3","","0.2","102011","1009810","","","lsv_talk_wish_joy","1","1009810056",""
"21","0","","vo_lsv","1009810","","","vo_lsv_1027","0","1009810057",""
"11","1","0","102011","1009810","1","0","じゃあ、まずは\nみゅ～ちゃんに元気に\nなってもらわなくっちゃ！","10","1009810058","0"
"91","","","0","1009810","","","","","1009810059",""
"3","","0.2","102011","1009810","","","lsv_idle_wish_joy","1","1009810060",""
"3","","0.2","100411","1009810","","","lsv_talk_cool_loop","1","1009810061",""
"21","0","","vo_lsv","1009810","","","vo_lsv_1028","0","1009810062",""
"11","1","0","100411","1009810","1","0","元気かー\nにいちゃん。\n何かいいアイデアある？","10","1009810063","0"
"91","","","0","1009810","","","","","1009810064",""
"3","","0.2","100411","1009810","","","lsv_idle_cool","1","1009810065",""
"3","lsv_look_idle_normal","0","100411","1009810","1","0.2","lsv_choice","0","1009810066",""
"3","lsv_look_idle_normal","0","102011","1009810","1","0.2","lsv_choice","0","1009810067",""
"3","lsv_look_idle_normal","0","103611","1009810","1","0.2","lsv_choice","0","1009810068",""
"93","","","0.1","1009810","","","0","","1009810069",""
"2","0.33","","100411","1009810","2","0.2","-452","-235","1009810070",""
"2","0.33","","102011","1009810","2","0.2","420","-220","1009810071",""
"2","0.33","","103611","1009810","2","0.2","545","-250","1009810072",""
"22","","0.2","0","1009810","","","0","1","1009810073",""
"103","","","いっぱいご飯をあげる。","1009810","","","1009810077","0","1009810074",""
"103","","","たくさん寝る。","1009810","","","1009810101","0","1009810075",""
"103","","","軽く遊ぶ。","1009810","","","1009810125","0","1009810076",""
"3","lsv_idle_normal","0","100411","1009810","1","0.2","lsv_choice","0","1009810077",""
"3","lsv_idle_normal","0","102011","1009810","1","0.2","lsv_choice","0","1009810078",""
"3","lsv_idle_normal","0","103611","1009810","1","0.2","lsv_choice","0","1009810079",""
"93","","","0.1","1009810","","","0","","1009810080",""
"2","0.33","","100411","1009810","2","0.2","-200","-235","1009810081",""
"2","0.33","","102011","1009810","2","0.2","100","-220","1009810082",""
"2","0.33","","103611","1009810","2","0.2","270","-250","1009810083",""
"93","","","0.7","1009810","","","0","","1009810084",""
"3","","0.2","103611","1009810","","","lsv_talk_joy3_blink","1","1009810085",""
"21","0","","vo_lsv","1009810","","","vo_lsv_1029","0","1009810086",""
"11","1","0","103611","1009810","1","0","お腹が減っていると\n元気は出ませんからね。\nそんなことわざもありますし。","10","1009810087","0"
"91","","","0","1009810","","","","","1009810088",""
"3","","0.2","103611","1009810","","","lsv_idle_normal_joy","1","1009810089",""
"3","","0.2","102011","1009810","","","lsv_talk_joy1","1","1009810090",""
"21","0","","vo_lsv","1009810","","","vo_lsv_1030","0","1009810091",""
"11","1","0","102011","1009810","1","0","みゅ～ちゃんが喜ぶごはん\nいっぱい作ってあげよ～♪","10","1009810092","0"
"91","","","0","1009810","","","","","1009810093",""
"3","","0.2","102011","1009810","","","lsv_idle_joy","1","1009810094",""
"3","lsv_talk_guts2_joy_loop","0","100411","1009810","1","0.2","lsv_talk_guts2_joy","0","1009810095",""
"21","0","","vo_lsv","1009810","","","vo_lsv_1031","0","1009810096",""
"11","1","0","100411","1009810","1","0","よーし、ミソギもやるぞー！\nスタミナがつく料理、\nどんどん作っちゃおー！","10","1009810097","0"
"91","","","0","1009810","","","","","1009810098",""
"3","","0.2","100411","1009810","","","lsv_idle_guts2_joy","1","1009810099",""
"101","","","1009810149","1009810","","","","","1009810100",""
"3","lsv_idle_normal","0","100411","1009810","1","0.2","lsv_choice","0","1009810101",""
"3","lsv_idle_normal","0","102011","1009810","1","0.2","lsv_choice","0","1009810102",""
"3","lsv_idle_normal","0","103611","1009810","1","0.2","lsv_choice","0","1009810103",""
"93","","","0.1","1009810","","","0","","1009810104",""
"2","0.33","","100411","1009810","2","0.2","-200","-235","1009810105",""
"2","0.33","","102011","1009810","2","0.2","100","-220","1009810106",""
"2","0.33","","103611","1009810","2","0.2","270","-250","1009810107",""
"93","","","0.7","1009810","","","0","","1009810108",""
"3","","0.2","100411","1009810","","","lsv_talk_normal_suprise1","1","1009810109",""
"21","0","","vo_lsv","1009810","","","vo_lsv_1032","0","1009810110",""
"11","1","0","100411","1009810","1","0","つかれてると眠くなるよねー\nじゃあ、みゅ～ちゃんが\n寝やすいようにしてあげよ！","10","1009810111","0"
"91","","","0","1009810","","","","","1009810112",""
"3","","0.2","100411","1009810","","","lsv_idle_normal","1","1009810113",""
"3","","0.2","103611","1009810","","","lsv_talk_thinking_talkR","1","1009810114",""
"21","0","","vo_lsv","1009810","","","vo_lsv_1033","0","1009810115",""
"11","1","0","103611","1009810","1","0","寝やすいように…\n子守歌を歌うとかかな。","10","1009810116","0"
"91","","","0","1009810","","","","","1009810117",""
"3","","0.2","103611","1009810","","","lsv_idle_thinking_surprise","1","1009810118",""
"3","","0.2","102011","1009810","","","lsv_talk_joy3","1","1009810119",""
"21","0","","vo_lsv","1009810","","","vo_lsv_1034","0","1009810120",""
"11","1","0","102011","1009810","1","0","絵本を読んであげるのも\nいいと思うな～\nみんなでしてあげよ♪","10","1009810121","0"
"91","","","0","1009810","","","","","1009810122",""
"3","","0.2","102011","1009810","","","lsv_idle_joy","1","1009810123",""
"101","","","1009810149","1009810","","","","","1009810124",""
"3","lsv_idle_normal","0","100411","1009810","1","0.2","lsv_choice","0","1009810125",""
"3","lsv_idle_normal","0","102011","1009810","1","0.2","lsv_choice","0","1009810126",""
"3","lsv_idle_normal","0","103611","1009810","1","0.2","lsv_choice","0","1009810127",""
"93","","","0.1","1009810","","","0","","1009810128",""
"2","0.33","","100411","1009810","2","0.2","-200","-235","1009810129",""
"2","0.33","","102011","1009810","2","0.2","100","-220","1009810130",""
"2","0.33","","103611","1009810","2","0.2","270","-250","1009810131",""
"93","","","0.7","1009810","","","0","","1009810132",""
"3","","0.2","102011","1009810","","","lsv_talk_surprise","1","1009810133",""
"21","0","","vo_lsv","1009810","","","vo_lsv_1035","0","1009810134",""
"11","1","0","102011","1009810","1","0","えっ？　あそんだら\nもっと疲れちゃったり\nしないかなぁ…？","10","1009810135","0"
"91","","","0","1009810","","","","","1009810136",""
"3","","0.2","102011","1009810","","","lsv_idle_surprise","1","1009810137",""
"3","","0.2","100411","1009810","","","lsv_talk_thinking_joyR","1","1009810138",""
"21","0","","vo_lsv","1009810","","","vo_lsv_1036","0","1009810139",""
"11","1","0","100411","1009810","1","0","でも遊ぶと気持ちが\nスッキリしたりするよねー\n意外とあり…かもっ？","10","1009810140","0"
"91","","","0","1009810","","","","","1009810141",""
"3","","0.2","100411","1009810","","","lsv_idle_thinking_joy1","1","1009810142",""
"3","","0.2","103611","1009810","","","lsv_talk_thinking_talkR","1","1009810143",""
"21","0","","vo_lsv","1009810","","","vo_lsv_1037","0","1009810144",""
"11","1","0","103611","1009810","1","0","すいみんの質を上げる…\nとか、大人の人が言うもんね。\n本当に軽く、やってみよっ。","10","1009810145","0"
"91","","","0","1009810","","","","","1009810146",""
"3","","0.2","103611","1009810","","","lsv_idle_thinking_joy1","1","1009810147",""
"101","","","1009810149","1009810","","","","","1009810148",""
"91","","","0","1009810","","","","","1009810149",""
"102","","","","1009810","","","","","1009810150",""
"22","","","0","1009810","","","0.2","","1009810151",""
"93","","","0.2","1009810","","","","","1009810152",""
"12","0","0","102011","1009810","0","0","11","1","1009810153","0"
"3","","0.2","102011","1009810","","","lsv_talk_joy1","1","1009810154",""
"93","","","3","1009810","","","0","","1009810155",""
"3","","0.2","102011","1009810","","","lsv_idle_normal_joyR","1","1009810156",""
"12","0","0","100411","1009810","0","0","6","1","1009810157","0"
"3","lsv_talk_guts1_loop","0","100411","1009810","1","0.2","lsv_talk_guts1","0","1009810158",""
"93","","","3","1009810","","","0","","1009810159",""
"3","","0.2","100411","1009810","","","lsv_idle_joy_normal","1","1009810160",""
"12","0","0","103611","1009810","0","0","7","1","1009810161","0"
"3","lsv_talk_cool_normal2_loop","0","103611","1009810","1","0.2","lsv_talk_cool_normal2","0","1009810162",""
"93","","","3","1009810","","","0","","1009810163",""
"3","","0.2","103611","1009810","","","lsv_idle_normal_joy","1","1009810164",""
"101","","","1009810153","1009810","","","","","1009810165",""
"6","1","1","333","1009810","0","0","1","1","1009810166",""
"4","","","100411","1009810","","","1","","1009810167",""
"3","","0.2","100411","1009810","","","lsv_run","1","1009810168",""
"2","0.8","","100411","1009810","0","","-750","-235","1009810169",""
"4","","","102011","1009810","","","0","","1009810170",""
"3","","0.2","102011","1009810","","","lsv_run","1","1009810171",""
"2","0.8","","102011","1009810","0","","750","-220","1009810172",""
"4","","","103611","1009810","","","0","","1009810173",""
"3","","0.2","103611","1009810","","","lsv_run","1","1009810174",""
"2","0.8","","103611","1009810","0","","850","-250","1009810175",""
"93","","","0.6","1009810","","","","","1009810176",""
"6","1","0.2","100411","1009810","0","0","1","1","1009810177",""
"6","1","0.2","102011","1009810","0","0","1","1","1009810178",""
"6","1","0.2","103611","1009810","0","0","1","1","1009810179",""
"91","","","0","1009810","","","","","1009810180",""
"1","-200","1.95","1","1009811","-495","0","102011","102","1009811001","lsv_idle_normal"
"1","100","1.95","1","1009811","-480","1","103611","100","1009811002","lsv_idle_normal"
"1","270","1.95","1","1009811","-510","1","100411","101","1009811003","lsv_idle_normal"
"5","0","1","1","1009811","0","0","333","0","1009811004","lsv_white_loop"
"6","1","0","333","1009811","0","0","1","1","1009811005",""
"6","1","0","102011","1009811","0","0","1","1","1009811006",""
"6","1","0","103611","1009811","0","0","1","1","1009811007",""
"6","1","0","100411","1009811","0","0","1","1","1009811008",""
"93","","","1","1009811","","","0","","1009811009",""
"6","1","0.8","333","1009811","0.4","0","1","1","1009811010",""
"3","lsv_idle_normal","0.2","102011","1009811","1","0.2","lsv_jump1","0","1009811011",""
"3","lsv_idle_normal","0.2","103611","1009811","1","0.2","lsv_jump1","0","1009811012",""
"3","lsv_idle_normal","0.2","100411","1009811","1","0.2","lsv_jump1","0","1009811013",""
"93","","","0.3","1009811","","","","","1009811014",""
"2","0.75","","102011","1009811","0","","-200","-235","1009811015",""
"2","0.75","","103611","1009811","0","","100","-220","1009811016",""
"2","0.75","","100411","1009811","0","","270","-250","1009811017",""
"6","1","0.4","102011","1009811","1","0","1","1","1009811018",""
"6","1","0.4","103611","1009811","1","0","1","1","1009811019",""
"6","1","0.4","100411","1009811","1","0","1","1","1009811020",""
"93","","","2","1009811","","","0","","1009811021",""
"3","lsv_talk_doya_loop","0","100411","1009811","1","0.2","lsv_talk_doya","0","1009811022",""
"21","0","","vo_lsv","1009811","","","vo_lsv_1121","0","1009811023",""
"11","1","0","100411","1009811","1","0","みゅ～ちゃんも元気に\nなってきたし、\n特訓開始だね！","10","1009811024","0"
"91","","","0","1009811","","","","","1009811025",""
"3","","0.2","100411","1009811","","","lsv_idle_doya","1","1009811026",""
"3","","0.2","103611","1009811","","","lsv_talk_surprise","1","1009811027",""
"21","0","","vo_lsv","1009811","","","vo_lsv_1122","0","1009811028",""
"11","1","0","103611","1009811","1","0","ミミ。\nおしゃべりのお勉強って\nどんなことをしたの？","10","1009811029","0"
"91","","","0","1009811","","","","","1009811030",""
"3","","0.2","103611","1009811","","","lsv_idle_surprise","1","1009811031",""
"3","","0.2","102011","1009811","","","lsv_talk_wish_joy","1","1009811032",""
"21","0","","vo_lsv","1009811","","","vo_lsv_1123","0","1009811033",""
"11","1","0","102011","1009811","1","0","えへへ♪\nどんなことだと思う～？","10","1009811034","0"
"91","","","0","1009811","","","","","1009811035",""
"3","","0.2","102011","1009811","","","lsv_idle_joy","1","1009811036",""
"3","","0.2","100411","1009811","","","lsv_talk_surprise_talkjoy","1","1009811037",""
"21","0","","vo_lsv","1009811","","","vo_lsv_1124","0","1009811038",""
"11","1","0","100411","1009811","1","0","お、なんだかクイズみたい！\nよーし、当てちゃうぞー！\nえーっと…","10","1009811039","0"
"91","","","0","1009811","","","","","1009811040",""
"3","","0.2","100411","1009811","","","lsv_idle_surprise","1","1009811041",""
"3","","0.2","103611","1009811","","","lsv_talk_thinking_talkR","1","1009811042",""
"21","0","","vo_lsv","1009811","","","vo_lsv_1125","0","1009811043",""
"11","1","0","103611","1009811","1","0","私も考えてみようかな。\nおしゃべりのお勉強…\nおしゃべりのお勉強……","10","1009811044","0"
"91","","","0","1009811","","","","","1009811045",""
"3","","0.2","103611","1009811","","","lsv_idle_thinking","1","1009811046",""
"3","","0.2","100411","1009811","","","lsv_idle_thinking","1","1009811047",""
"21","0","","vo_lsv","1009811","","","vo_lsv_1126","0","1009811048",""
"11","1","0","103611","1009811","1","0","う～ん…","10","1009811049","0"
"11","1","0","100411","1009811","1","0","う～ん…","10","1009811050","0"
"91","","","0","1009811","","","","","1009811051",""
"3","lsv_look_idle_normal","0","102011","1009811","1","0.2","lsv_choice","0","1009811052",""
"3","lsv_look_idle_normal","0","103611","1009811","1","0.2","lsv_choice","0","1009811053",""
"3","lsv_look_idle_normal","0","100411","1009811","1","0.2","lsv_choice","0","1009811054",""
"93","","","0.1","1009811","","","0","","1009811055",""
"2","0.33","","102011","1009811","2","0.2","-452","-235","1009811056",""
"2","0.33","","103611","1009811","2","0.2","420","-220","1009811057",""
"2","0.33","","100411","1009811","2","0.2","545","-250","1009811058",""
"22","","0.2","0","1009811","","","0","1","1009811059",""
"103","","","おしゃべりしてただけ？","1009811","","","1009811063","0","1009811060",""
"103","","","おしゃべり…かなぁ。","1009811","","","1009811063","0","1009811061",""
"103","","","おしゃべりだと思うけど…","1009811","","","1009811063","0","1009811062",""
"3","lsv_idle_normal_joyR","0","102011","1009811","1","0.2","lsv_choice","0","1009811063",""
"3","lsv_idle_normal","0","103611","1009811","1","0.2","lsv_choice","0","1009811064",""
"3","lsv_idle_normal","0","100411","1009811","1","0.2","lsv_choice","0","1009811065",""
"93","","","0.1","1009811","","","0","","1009811066",""
"2","0.33","","102011","1009811","2","0.2","-200","-235","1009811067",""
"2","0.33","","103611","1009811","2","0.2","100","-220","1009811068",""
"2","0.33","","100411","1009811","2","0.2","270","-250","1009811069",""
