4cb66d4b07c19c4e0f1d251646768b3b5f2988eb6002a805b8937bb4e1235451,610588401fb700563eb134b5430422ba8f1478b73e2d96c4260ddc4d584a321a,08decd7ea8b65d310e10db80ca30b05d572bb781a052c6bc8e7607a385d51163,628083931c00153f125ba20555fdb20c552cd957a340d584000859aab9542119,863bdc12d8ca24c62dbb4a533e8dd3d3c0c4505db75673011b6cb3ffded2265b
"896","85001025","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"897","85001025","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"898","85001025","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"899","85001025","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","9","ＨＰ吸収ダウン"
"900","85001026","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","闇属性ボーナス特大アップ"
"901","85001026","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","11","深域モンスター"
"902","85001026","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"903","85001026","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"904","85001026","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"905","85001026","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","9","ＨＰ吸収ダウン"
"906","85001027","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","闇属性ボーナス特大アップ"
"907","85001027","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","11","深域モンスター"
"908","85001027","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"909","85001027","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"910","85001027","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"911","85001027","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","9","ＨＰ吸収ダウン"
"912","85001028","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","闇属性ボーナス特大アップ"
"913","85001028","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","11","深域モンスター"
"914","85001028","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"915","85001028","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"916","85001028","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"917","85001028","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","9","ＨＰ吸収ダウン"
"918","85001029","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","闇属性ボーナス特大アップ"
"919","85001029","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","11","深域モンスター"
"920","85001029","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"921","85001029","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"922","85001029","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"923","85001029","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","9","ＨＰ吸収ダウン"
"924","85001030","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","16","闇属性ボーナス特大アップ"
"925","85001030","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","11","深域モンスター"
"926","85001030","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","ＴＰ上昇上限付与"
"927","85001030","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","物理防御力（ダウン不可）アップ"
"928","85001030","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ"
"929","85001030","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","9","ＨＰ吸収ダウン"
"930","85001030","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","ＴＰダウンカット"
"931","85001030","バトル開始時、すべてのキャラに毒状態を付与する。","10","毒付与"
"932","81001031","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","12","火属性ボーナス特大アップ"
"933","81001031","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","11","深域モンスター"
