17a140d95a091efd999cb1954ccf40ef702e40f963b3dfe48353c33238222a75,b8650164d7740fd2d1d8b0ecf42118592f01f170404b10941b1a69f4821fa534,1fc93b156c938db7af647e2a769207841e84ac68c60bcd3bf8809a3bcba72062,c043a45507ca275a1398a8342658ac88c8c06185fd8d260c1e6dc060663df50f,a9e665057dcec7f13dcd780eb515de33d4e36f0b5e9fb9c857ce59f2b0151c12,6bfc87f3a88140e412666976c47482a7bb7d42507be7d4163bf2b78e0bbf9f0e,8c3231ced43a67b71caebd845140b5a6a82ef482cadb777369cbcb7a9a1f9cce,7bf28cb68686cb46bbd2eeb374066dd524fc738ee6c3473ac31377cc0555fa87,cb58d673e6df4fa4baa1c0b9dfabb5aba09893120ea128d8116fc08424c18856,88dbb452d51029b51359fcac043dfc0f95d92eaf17f52429523f29b46dee3c90,3eb3091386315e5021c96508d651bad9b3d0362dedcc8eb6bd68d1089b2dad48
"0","0","mhp_ilya_approach_in","1","1007412","0.2","","mhp_ilya_approach_loop","104431","3","1007412039"
"0","0","NoItem","1","1007412","0.2","","mhp_ilya_approach_loop","11","3","1007412040"
"","0","vo_mhp_5204","","1007412","","","0","vo_mhp_1007412","21","1007412041"
"0","5","ふふ、緊張しておるのか？\n愛いヤツじゃのう……","0","1007412","0","1","1","104431","11","1007412042"
"","","","","1007412","","","","0","91","1007412043"
"","1","mhp_sit_talk_joy1","","1007412","0.2","","","117631","3","1007412044"
"","0","vo_mhp_5205","","1007412","","","0","vo_mhp_1007412","21","1007412045"
"0","6","いいよいいよイリヤさん♪\n今度は上目遣いちょうだい！","0","1007412","0","0.5","1","117631","11","1007412046"
"","","","","1007412","","","","0","91","1007412047"
"","1","mhp_sit_idle_joy1","","1007412","0.2","","","117631","3","1007412048"
"0","0","mhp_ilya_uwame_in","1","1007412","0.2","","mhp_ilya_uwame_loop","104431","3","1007412049"
"0","0","mhp_ilya_uwame_in","1","1007412","0.2","","mhp_ilya_uwame_loop","11","3","1007412050"
"","0","vo_mhp_5206","","1007412","","","0","vo_mhp_1007412","21","1007412051"
"0","4","お主……\n目を、そらすでないぞ？","0","1007412","0","1","1","104431","11","1007412052"
"","","","","1007412","","","","0","91","1007412053"
"","1","mhp_sit_talk_joy1","","1007412","0.2","","","117631","3","1007412054"
"","0","vo_mhp_5207","","1007412","","","0","vo_mhp_1007412","21","1007412055"
"0","6","うーんあざとい！　でもそれがいい♪\n次は小悪魔ムーブで迫ってみてよ！","0","1007412","0","0.5","1","117631","11","1007412056"
"","","","","1007412","","","","0","91","1007412057"
"","1","mhp_sit_idle_joy1","","1007412","0.2","","","117631","3","1007412058"
"0","0","mhp_ilya_koakuma_in","1","1007412","0.2","","mhp_ilya_koakuma_loop","104431","3","1007412059"
"0","0","mhp_ilya_koakuma_in","1","1007412","0.2","","NoItem","11","3","1007412060"
"","0","vo_mhp_5208","","1007412","","","0","vo_mhp_1007412","21","1007412061"
"0","6","わらわだけを、見てほしいのじゃ……","0","1007412","0","1","1","104431","11","1007412062"
"","","","","1007412","","","","0","91","1007412063"
"","1","mhp_sit_talk_joy2","","1007412","0.2","","","117631","3","1007412064"
"","0","vo_mhp_5209","","1007412","","","0","vo_mhp_1007412","21","1007412065"
"0","7","エクセレント！\n最後は壁ドンで決めちゃおう！","0","1007412","0","0.5","1","117631","11","1007412066"
"","","0","","1007412","","","","0","91","1007412067"
"","1","mhp_sit_idle_joy2","","1007412","0.2","","","117631","3","1007412068"
"0","0","mhp_ilya_kabedon_in","1","1007412","0.2","","mhp_ilya_kabedon_loop","104431","3","1007412069"
"","0","vo_mhp_5210","","1007412","","","0","vo_mhp_1007412","21","1007412070"
"0","7","わらわのものに、なるのじゃ……","0","1007412","0","1","1","104431","11","1007412071"
"","","","","1007412","","","","0","91","1007412072"
"","","","","1007412","","","","1","93","1007412073"
"","1","mhp_sit_talk_memory","","1007412","0.2","","","117631","3","1007412074"
"","0","vo_mhp_5211","","1007412","","","0","vo_mhp_1007412","21","1007412075"
"0","5","完璧だよイリヤさん♪\n今のイリヤさんはキュートな堕天使！\nこれで落ちない人はいないね\nさっそく例の人に披露してみよう！","0","1007412","0","0.5","1","117631","11","1007412076"
"","","","","1007412","","","","0","91","1007412077"
"","1","mhp_sit_idle","","1007412","0.2","","","117631","3","1007412078"
"","1","mhp_talk_memory","","1007412","0.2","","","104431","3","1007412079"
"","0","vo_mhp_5212","","1007412","","","0","vo_mhp_1007412","21","1007412080"
"0","4","ふ、ふふ、これをあやつに\nあやつに…………\nって、できるかー！！","0","1007412","0","0.5","1","104431","11","1007412081"
"","","1","","1007412","","","","8","93","1007412082"
"0","0","mhp_ilya_panic_in","1","1007412","0.2","","mhp_ilya_panic_loop","104431","3","1007412083"
"0","0","mhp_ilya_panic_in","1","1007412","0.2","","mhp_ilya_panic_loop","11","3","1007412084"
"","","","","1007412","","","","1007412081","91","1007412085"
"","0","vo_mhp_5213","","1007412","","","0","vo_mhp_1007412","21","1007412086"
"0","6","なんなのじゃこの破廉恥な動きは！\nこんな姿、あやつに見せられる\nわけがなかろう！\n本当にどうかしていた、危機一髪じゃ。","0","1007412","0","0.5","1","104431","11","1007412087"
"","","1","","1007412","","","","8","93","1007412088"
"","1","mhp_talk_sad2","","1007412","0.2","","","104431","3","1007412089"
"","1","NoItem_idle","","1007412","0.2","","","11","3","1007412090"
"","","","","1007412","","","","1007412087","91","1007412091"
"","","","","1007412","","","","0.5","93","1007412092"
"","1","mhp_talk_anger","","1007412","0.2","","","104431","3","1007412093"
"","0","vo_mhp_5214","","1007412","","","0","vo_mhp_1007412","21","1007412094"
"0","6","そもそもあやつがこんなことで\nなびいたりするわけがないじゃろ！\n失礼する！","0","1007412","0","0.5","1","104431","11","1007412095"
"","","","","1007412","","","","0","91","1007412096"
"","","0","","1007412","","","","0","22","1007412097"
"","1","mhp_idle_sad","","1007412","0.2","","","104431","3","1007412098"
"","1","NoItem_idle","","1007412","0.2","","","11","3","1007412099"
"","","","","1007412","","","","0.2","93","1007412100"
"","1","mhp_walk_sad","","1007412","0.2","","","104431","3","1007412101"
"","","1","","1007412","","","","104431","4","1007412102"
"","-220","-350","0","1007412","","","1","104431","2","1007412103"
"","","0","","1007412","","","","1","93","1007412104"
"0","2","9","","1007412","0","","","104431","12","1007412105"
"","1","mhp_ilya_idle_sad","","1007412","0.2","","","104431","3","1007412106"
"","","0","","1007412","","","","1","93","1007412107"
"","1","mhp_run_shy","","1007412","0.2","","","104431","3","1007412108"
"","-220","-1000","0","1007412","","","1.5","104431","2","1007412109"
"","","0","","1007412","","","","2","93","1007412110"
"","","","","1007412","","","","0","91","1007412111"
"","1","mhp_sit_talk_thinking","0","1007412","0.2","","","117531","3","1007412112"
"","0","vo_mhp_5215","","1007412","","","0","vo_mhp_1007412","21","1007412113"
"0","5","残念だったわね。\nでも、はたから見てて彼女、\nすごく魅力的だったわよ。","0","1007412","0","0.5","1","117531","11","1007412114"
"","","","","1007412","","","","0","91","1007412115"
"","1","mhp_sit_idle_thinking","","1007412","0.2","","","117531","3","1007412116"
"","1","mhp_sit_talk_thinking","","1007412","0.2","","","117631","3","1007412117"
"","0","vo_mhp_5216","","1007412","","","0","vo_mhp_1007412","21","1007412118"
"0","6","そうだね。結構イケてたと思うけど\nあれで何も感じないなら\n相当鈍感な人だよね！","0","1007412","0","0.5","1","117631","11","1007412119"
"","","","","1007412","","","","0","91","1007412120"
"","","0","","1007412","","","","0","22","1007412121"
"","","","","1007412","","","","1","93","1007412122"
"","1","mhp_sit_idle","","1007412","0.2","","","117631","3","1007412123"
"","0","mhp_sit_out","","1007412","0.2","","","117631","3","1007412124"
"","","1","1","1007412","1","","","111","32","1007412125"
"","0","mhp_mitsuki_kime","","1007412","0.2","","","117631","3","1007412126"
"","","1","","1007412","","","","120","32","1007412127"
"","","se_10031400_glitter","","1007412","","","","se_10031400","23","1007412128"
"","","","","1007412","","","","1.2","93","1007412129"
"","","1","","1007412","","","","130","32","1007412130"
"","","","","1007412","","","","4","93","1007412131"
"","","0","","1007412","","","","130","32","1007412132"
"0","100","100931","-220","1007413","1.7","mhp_idle_normal","-1000","1","1","1007413001"
"1","100","117631","-200","1007413","1.7","mhp_sit_idle","365","1","1","1007413002"
"1","100","117531","-220","1007413","1.7","mhp_sit_idle","185","1","1","1007413003"
"","-240","1","0.85","1007413","1","","-154","1","31","1007413004"
"0","110","11","-220","1007413","1.7","NoItem","-200","1","5","1007413005"
"0","105","12","-220","1007413","1.7","NoItem","-200","1","5","1007413006"
"1","110","21","-220","1007413","1.7","NoItem","185","1","5","1007413007"
"1","105","22","-220","1007413","1.7","NoItem","185","1","5","1007413008"
"0","1","1","0","1007413","0","","1","11","6","1007413009"
"0","1","1","0","1007413","0","","1","12","6","1007413010"
"0","1","1","0","1007413","0","","1","21","6","1007413011"
"0","1","1","0","1007413","0","","1","22","6","1007413012"
"0","110","31","-220","1007413","1.7","NoItem","-1000","1","5","1007413013"
"","","","","1007413","","","","0","91","1007413014"
"","1","mhp_sit_talk_normal","","1007413","0.2","","","117531","3","1007413015"
"","0","vo_mhp_3001","","1007413","","","0","vo_mhp_1007413","21","1007413016"
"0","8","次の方どうぞー","0","1007413","0","0","0","117531","11","1007413017"
"","","","","1007413","","","","0","91","1007413018"
"","1","mhp_sit_idle","","1007413","0.2","","","117531","3","1007413019"
"","1","mhp_anna_walk_sad","","1007413","0.2","","","100931","3","1007413020"
"","-220","-200","0","1007413","","","4","100931","2","1007413021"
"","1","NoItem","","1007413","0.2","","","31","3","1007413022"
"","-220","-200","0","1007413","","","4","31","2","1007413023"
"","","","","1007413","","","","0","91","1007413024"
"","0","mhp_sit_in_sad","","1007413","0.2","","","100931","3","1007413025"
"","","","","1007413","","","","0","91","1007413026"
"0.2","0","mhp_anna_dark_in","1","1007413","0.2","","mhp_anna_dark_loop","100931","3","1007413027"
"0.2","0","mhp_anna_dark_in","1","1007413","0.2","","mhp_anna_dark_loop","31","3","1007413028"
"","","0","","1007413","","","","0","93","1007413029"
"","0","vo_mhp_3002","","1007413","","","0","vo_mhp_1007413","21","1007413030"
"0","4","……くっ、耐えるのだ我が肉体よ！\nこの程度の痛みに屈するほど\nやわではあるま痛っ！　いたた……　","0","1007413","0","0.5","1","100931","11","1007413031"
"","","0","","1007413","","","","1","93","1007413032"
"","1","mhp_sit_idle_surprise1","","1007413","0.2","","","117631","3","1007413033"
"","","","","1007413","","","","1007413031","91","1007413034"
"","1","mhp_sit_idle","","1007413","0.2","","","117631","3","1007413035"
"","1","mhp_sit_talk_normal","","1007413","0.2","","","117531","3","1007413036"
"","0","vo_mhp_3003","","1007413","","","0","vo_mhp_1007413","21","1007413037"
"0","6","あら、アンナちゃんじゃない\nなんだか体調悪そうだけど、\n魔竜との戦いで受けた傷でも\nうずくのかしら？","0","1007413","0","0.5","1","117531","11","1007413038"
"","","","","1007413","","","","0","91","1007413039"
"","1","mhp_sit_idle","","1007413","0.2","","","117531","3","1007413040"
"","0","vo_mhp_3004","","1007413","","","0","vo_mhp_1007413","21","1007413041"
"0","4","そうではない。我は現在\n何者かの攻撃を受けている。\n敵の名は……そう！\n「不可視の暗殺者」だ！","0","1007413","0","0.5","1","100931","11","1007413042"
"","","","","1007413","","","","0","91","1007413043"
"","1","mhp_sit_talk_worry","","1007413","0.2","","","117631","3","1007413044"
"","0","vo_mhp_3005","","1007413","","","0","vo_mhp_1007413","21","1007413045"
"0","5","あん、し……え、何？","0","1007413","0","0.5","1","117631","11","1007413046"
"","","","","1007413","","","","0","91","1007413047"
"","1","mhp_sit_idle","","1007413","0.2","","","117631","3","1007413048"
"","1","mhp_sit_talk_normal","","1007413","0.2","","","117531","3","1007413049"
"","0","vo_mhp_3006","","1007413","","","0","vo_mhp_1007413","21","1007413050"
"0","6","あなたも色々大変ね\nそれで、具体的にどんな症状が\n出てるのかしら？","0","1007413","0","0.5","1","117531","11","1007413051"
"","","","","1007413","","","","0","91","1007413052"
"","1","mhp_sit_talk_sad","","1007413","0.2","","","100931","3","1007413053"
"","1","NoItem","","1007413","0.2","","","31","3","1007413054"
"","1","mhp_sit_idle","","1007413","0.2","","","117531","3","1007413055"
"","0","vo_mhp_3007","","1007413","","","0","vo_mhp_1007413","21","1007413056"
"0","6","うむ、実はひどい頭痛に\n見舞われていてな……","0","1007413","0","0.5","1","100931","11","1007413057"
"","","","","1007413","","","","0","91","1007413058"
"","1","mhp_sit_idle_sad","","1007413","0.2","","","100931","3","1007413059"
"","1","mhp_sit_talk_joy1","","1007413","0.2","","","117531","3","1007413060"
"","0","vo_mhp_3008","","1007413","","","0","vo_mhp_1007413","21","1007413061"
"0","6","それはいけないわ。\nさっそく手術をはじめましょう。\nスパっとパカーンとやるわね。","0","1007413","0","0.5","1","117531","11","1007413062"
"","","","","1007413","","","","0","91","1007413063"
"","1","mhp_sit_idle","","1007413","0.2","","","117531","3","1007413064"
"","1","mhp_sit_talk_surprise2","","1007413","0.2","","","100931","3","1007413065"
"","0","vo_mhp_3009","","1007413","","","0","vo_mhp_1007413","21","1007413066"
"0","6","え！？　手術！？\nい、いや……そこまでするのは\nいささか早計では？","0","1007413","0","0.5","1","100931","11","1007413067"
"","","","","1007413","","","","0","91","1007413068"
"","1","mhp_sit_talk_normal","","1007413","0.2","","","117531","3","1007413069"
"","1","mhp_sit_idle_sad","","1007413","0.2","","","100931","3","1007413070"
"","0","vo_mhp_3010","","1007413","","","0","vo_mhp_1007413","21","1007413071"
"0","8","そう？　それじゃあ――","0","1007413","0","0.5","1","117531","11","1007413072"
"","","","","1007413","","","","0","91","1007413073"
"","","0","","1007413","","","","0","22","1007413074"
"","0","1007413078","","1007413","","","","トーゴクの霊薬、カンポーを処方するわ。","103","1007413075"
"","0","1007413127","","1007413","","","","頭痛に効くツボを押すわね。","103","1007413076"
"","0","1007413158","","1007413","","","","頭痛薬を出しておくわ。","103","1007413077"
"0","0","mhp_sit_out","1","1007413","0.2","","mhp_idle_normal","117531","3","1007413078"
"","","0","","1007413","","","","0.6","93","1007413079"
"0","0","mhp_sit_out","1","1007413","0.2","","mhp_idle_normal","100931","3","1007413080"
"","","0","","1007413","","","","0.2","93","1007413081"
"","1","mhp_walk","0","1007413","0.2","","","100931","3","1007413082"
"","-220","35","0","1007413","","","1.5","100931","2","1007413083"
"","-220","35","0","1007413","","","1.5","31","2","1007413084"
"","-220","35","0","1007413","","","1.5","11","2","1007413085"
"","-220","35","0","1007413","","","1.5","12","2","1007413086"
"","","0","","1007413","","","","0.3","93","1007413087"
"0","0","mhp_handover_in","1","1007413","0.2","","mhp_handover_loop","117531","3","1007413088"
"0","1","1","1","1007413","0","","1","21","6","1007413089"
"0","1","1","1","1007413","0","","1","22","6","1007413090"
"0","0","mhp_handover_in","1","1007413","0.2","","mhp_handover_loop","21","3","1007413091"
"0","0","mhp_item_EX0007_handover_in","1","1007413","0.2","","mhp_item_EX0007_handover_loop","22","3","1007413092"
"","","0","","1007413","","","","1.2","93","1007413093"
"0","0","mhp_handover_receive_in","1","1007413","0.2","","mhp_handover_receive_loop","100931","3","1007413094"
"0","1","1","1","1007413","0","","1","11","6","1007413095"
"0","1","1","1","1007413","0","","1","12","6","1007413096"
"0","0","mhp_receive_anna_in","1","1007413","0.2","","mhp_receive_anna_loop","11","3","1007413097"
"0","0","mhp_item_EX0007_receive_in","1","1007413","0.2","","mhp_item_EX0007_receive_loop","12","3","1007413098"
"","","0","","1007413","","","","0.6","93","1007413099"
"0","1","1","1","1007413","0.4","","1","22","6","1007413100"
