4da9ba9bf0087d9c0d604ad470ba962158a3f6d4ede97afe16ccad0bca9b8162,006fb82ebff786a761caefbc6b949a3c95cb927c958f52b393b2967551aafbf4,cfdc7f796580dbb3f2d3c4bf96151e9e33145289407cb7db6674c985aaa582a8,d1763208e1e40e4dab153e7fac8a5480fd4b07d6544549f18cbfa6370b87f43d,d988096e28cf18d1da73570b5858241d8459a9bb9ede3e93b6219cb0734b381a,0fb7f83e53824a78ccc9fc8c87db6337666d1c68073ff3da4c7397b366d3aad7,39c556dccfb5e0dd036a5165cdc4b835e26f35705c89565bd3c47bcf53a5272e,33294b66c305e03978e9dbd6f36b4160fede96040d26d7cb74f6ec39152f909c,c971d7cd6923ba013ed5f7d582c30385cdf91438032ce25396aff973aa320e4f,4fc17c1bc632d0a17fda73719828b468eb8dfcbee77013235af6d377c8bc9307,7a7075ea4c04c35efb375fe95494d6ad2f9d92c322c97e8f050d136f2569d356
"42","918","","32","","","1","","19180062","",""
"12","918","","32","","","0","","19180063","",""
"113511","918","0.1","3","1","0","18_misato_surprise_in","","19180064","18_misato_surprise_loop","0.1"
"110111","918","0.1","3","1","0","18_io_accident_in","","19180065","18_io_accident_loop","0.1"
"vo_fpc","918","","21","","","vo_fpc_21807","","19180066","0",""
"110111","918","0","11","0","10","きゃっ水着が！","0.5","19180067","1","0"
"0","918","","91","","","","","19180068","",""
"0.5","918","","93","","","0","","19180069","",""
"vo_fpc","918","","21","","","vo_fpc_21808","","19180070","0",""
"113511","918","0","11","0","10","イオ先生！？\nあらあら～！","0.5","19180071","1","0"
"0","918","","91","","","","","19180072","",""
"0.5","918","","93","","","0","","19180073","",""
"113511","918","0.1","3","1","0","18_misato_breastStroke_in","","19180074","cmn_swm_breastStroke","0"
"41","918","","32","","","0","","19180075","",""
"11","918","","32","","","1","","19180076","",""
"113511","918","","2","","-180","850","","19180077","3.61990950226244",""
"11","918","","33","","-180","850","","19180078","3.61990950226244",""
"19180059","918","","91","","","","","19180079","",""
"19180077","918","","91","","","","","19180080","",""
"1","919","0","1","-180","22","117211","19_nozomi_float","19190001","-850","1.75"
"1","919","0","1","-180","22","110011","19_suzuna_float","19190002","-1150","1.75"
"1","919","0","1","-15","12","117411","19_tsumugi_search","19190003","-750","1.4875"
"6","919","","31","1","-820","61","","19190004","-180","1"
"121","919","","31","1","-850","1211","","19190005","-180","1"
"122","919","","31","1","150","1221","","19190006","-180","0"
"6","919","","31","1","-1150","62","","19190007","-180","1"
"121","919","","31","1","-1180","1212","","19190008","-180","1"
"122","919","","31","1","-180","1222","","19190009","-180","0"
"117211","919","","13","","","45","","19190010","",""
"110011","919","","13","","","45","","19190011","",""
"117411","919","","13","","","45","","19190012","",""
"se_10053800","919","","23","","1","se_fpc_water_random","","19190013","",""
"117411","919","","13","","","49","","19190014","",""
"19190012","919","","91","","","0","","19190015","",""
"117411","919","","2","","-15","330","","19190016","9.92647058823529",""
"3.5","919","","93","","","0","","19190017","",""
"vo_fpc","919","","21","","","vo_fpc_21900","","19190018","0",""
"117411","919","0","11","0","15","ノゾミさん、どこに行ったんでしょう？\n新衣装の案を思いついたのに…","0.5","19190019","1","0"
"0","919","","91","","","","","19190020","",""
"0.5","919","","93","","","0","","19190021","",""
"19190016","919","","91","","","","","19190022","",""
"117211","919","","3","","1","19_nozomi_float","","19190023","","0.1"
"117411","919","0.1","3","1","0","19_tsumugi_notice_in","","19190024","19_tsumugi_notice_loop","0.1"
"0.2","919","","93","","","0","","19190025","",""
"vo_fpc","919","","21","","","vo_fpc_21901","","19190026","0",""
"117411","919","0","11","0","10","あら？　あれは…上流から何か\n光るものが…","0.5","19190027","1","0"
"0","919","","91","","","","","19190028","",""
"0.5","919","","93","","","0","","19190029","",""
"117211","919","","2","12","-180","150","","19190030","7.35294117647059",""
"61","919","","33","12","-180","180","","19190031","7.35294117647059",""
"1211","919","","33","12","-180","150","","19190032","7.35294117647059",""
"110011","919","","2","12","-180","-150","","19190033","7.35294117647059",""
"62","919","","33","12","-180","-150","","19190034","7.35294117647059",""
"1212","919","","33","12","-180","-180","","19190035","7.35294117647059",""
"2","919","","93","","","0","","19190036","",""
"117411","919","0.1","3","1","0","19_tsumugi_dazzled_in","","19190037","19_tsumugi_dazzled_loop","0.1"
"19190030","919","","91","","","","","19190038","",""
"vo_fpc","919","","21","","","vo_fpc_21902","","19190039","0",""
"117211","919","0","11","0","10","メルクリゾートウィスタリアンズ、\n色んなエリアがあって\nすっごく楽しいね！","0.5","19190040","1","-30"
"0","919","","91","","","","","19190041","",""
"0.5","919","","93","","","0","","19190042","",""
"vo_fpc","919","","21","","","vo_fpc_21903","","19190043","0",""
"110011","919","0","11","0","10","ねー♪　めっちゃ映える系？\n写真撮ろ写真～！","0.5","19190044","1","0"
"0","919","","91","","","","","19190045","",""
"0.5","919","","93","","","0","","19190046","",""
"vo_fpc","919","","21","","","vo_fpc_21904","","19190047","0",""
"117411","919","0","11","0","10","え。二人とも何してるんですか！？\nってか眩しすぎません？","0.5","19190048","1","0"
"0","919","","91","","","","","19190049","",""
"0.5","919","","93","","","0","","19190050","",""
"61","919","","33","","-180","150","","19190051","0",""
"1211","919","","33","","-180","120","","19190052","0",""
"117211","919","","4","","","1","","19190053","",""
"117211","919","0.1","3","1","0","19_nozomi_notice_float","","19190054","19_nozomi_float",""
"vo_fpc","919","","21","","","vo_fpc_21905","","19190055","0",""
"117211","919","0","11","0","10","あ、ツムギ！\nスズナちゃんのカリスマオーラが\nすっごいからだよ！","0.5","19190056","1","-30"
"0","919","","91","","","","","19190057","",""
"0.5","919","","93","","","0","","19190058","",""
"vo_fpc","919","","21","","","vo_fpc_21906","","19190059","0",""
"110011","919","0","11","0","10","え～、ノゾミンのアイドルオーラも\nあいかわらずキラッキラで\n鬼やばのやばっしょ！","0.5","19190060","1","0"
"0","919","","91","","","","","19190061","",""
"0.5","919","","93","","","0","","19190062","",""
"61","919","","33","","-180","180","","19190063","0",""
"1211","919","","33","","-180","150","","19190064","0",""
"117211","919","","4","","","0","","19190065","",""
"117211","919","0.1","3","1","0","19_nozomi_notice_float","","19190066","19_nozomi_float",""
"vo_fpc","919","","21","","","vo_fpc_21907","","19190067","0",""
"117211","919","0","11","0","10","私も負けてられないな♪\nもっともっと輝かないと！","0.5","19190068","1","-30"
"0","919","","91","","","","","19190069","",""
"0.5","919","","93","","","0","","19190070","",""
"117211","919","0.1","3","1","0","19_nozomi_pose_in","","19190071","19_nozomi_pose_loop","0.1"
"1221","919","","32","","","1","","19190072","",""
"1211","919","","32","","","0","","19190073","",""
"1.5","919","","93","","","0","","19190074","",""
"vo_fpc","919","","21","","","vo_fpc_21908","","19190075","0",""
"110011","919","0","11","0","10","ウチも、アゲていくよー！\nん～…たー！！","0.5","19190076","1","0"
"0","919","","91","","","","","19190077","",""
"0.5","919","","93","","","0","","19190078","",""
"110011","919","0.1","3","1","0","19_suzuna_pose_in","","19190079","19_suzuna_pose_loop","0.1"
"1222","919","","32","","","1","","19190080","",""
"1212","919","","32","","","0","","19190081","",""
"1.5","919","","93","","","0","","19190082","",""
"117211","919","","2","","-180","1150","","19190083","7.35294117647059",""
"61","919","","33","","-180","1180","","19190084","7.35294117647059",""
"1221","919","","33","","-180","1150","","19190085","7.35294117647059",""
"110011","919","","2","","-180","850","","19190086","7.35294117647059",""
"62","919","","33","","-180","850","","19190087","7.35294117647059",""
"1222","919","","33","","-180","820","","19190088","7.35294117647059",""
"vo_fpc","919","","21","","","vo_fpc_21909","","19190089","0",""
"117411","919","0","11","0","10","ああっ！　さらに眩しくっ！？\nノ、ノゾミさん！　待ってくださーい！","0.5","19190090","1","0"
"0","919","","91","","","","","19190091","",""
"0.5","919","","93","","","0","","19190092","",""
"19190083","919","","91","","","","","19190093","",""
"117411","919","0.1","3","1","0","19_tsumugi_run_in","","19190094","19_tsumugi_run_loop","0.1"
"0.3","919","","93","","","0","","19190095","",""
"117411","919","","2","","-15","750","","19190096","1.46188652975983",""
"19190096","919","","91","","","","","19190097","",""
"1","920","0","1","-15","22","115711","20_kasumi_walk","19200001","-750","1.4875"
"3","920","0","5","-15","23","3","20_kasumi_walk","19200002","-750","1.4875"
"se_10053800","920","","23","","1","se_fpc_water_random","","19200003","",""
"19200002","920","","91","","","","","19200004","",""
"115711","920","","2","0","-15","0","","19200005","4.41176470588235",""
"3","920","","2","0","-15","0","","19200006","4.41176470588235",""
"0","920","","91","","","","","19200007","",""
"115711","920","","3","","1","20_kasumi_talk","","19200008","","0.3"
"3","920","","3","","1","20_kasumi_talk","","19200009","","0.3"
"vo_fpc","920","","21","","0","vo_fpc_22000","","19200010","0",""
"115711","920","0","11","0","10","名探偵カスミのメルクリゾート事件簿\n「プリン消失事件」","0.5","19200011","1","0"
"0","920","","91","","","","","19200012","",""
"0.5","920","","93","","","0","","19200013","",""
"115711","920","0","3","1","0","20_kasumi_cool_in","","19200014","20_kasumi_cool_surprise","0.2"
"3","920","0","3","1","0","20_kasumi_cool_in","","19200015","20_kasumi_cool_loop","0.2"
"vo_fpc","920","","21","","0","vo_fpc_22001","","19200016","0",""
"115711","920","0","11","0","10","フードコートで提供予定だったプリンが\n担当者が目を離した隙にすべて消失…","0.5","19200017","1","0"
"0","920","","91","","","","","19200018","",""
"0.5","920","","93","","","0","","19200019","",""
"vo_fpc","920","","21","","0","vo_fpc_22002","","19200020","0",""
"115711","920","0","11","0","10","衆人環視のフードコートでの犯行。\n移動系の魔法や魔道具の痕跡も無し。","0.5","19200021","1","0"
"0","920","","91","","","","","19200022","",""
"0.5","920","","93","","","0","","19200023","",""
"115711","920","0","3","1","0","20_kasumi_cool_anger_in","","19200024","20_kasumi_cool_anger","0.2"
"3","920","0","3","1","0","20_kasumi_cool_anger_in","","19200025","20_kasumi_cool_loop","0.2"
"vo_fpc","920","","21","","0","vo_fpc_22003","","19200026","0",""
"115711","920","0","11","0","10","関係者のアリバイも完璧だったため\nおそらく犯人は外部の人間。","0.5","19200027","1","0"
"0","920","","91","","","","","19200028","",""
"0.5","920","","93","","","0","","19200029","",""
"115711","920","0","3","1","0","20_kasumi_approach_in","","19200030","20_kasumi_approach_loop","0.1"
"3","920","0","3","1","0","20_kasumi_approach_in","","19200031","20_kasumi_approach_loop","0.1"
"vo_fpc","920","","21","","0","vo_fpc_22004","","19200032","0",""
"115711","920","0","11","0","10","以上の情報からプロファイリング\nできる犯人は…","0.5","19200033","1","0"
"0","920","","91","","","","","19200034","",""
"0.5","920","","93","","","0","","19200035","",""
"115711","920","0","3","1","0","20_kasumi_doya_in","","19200036","20_kasumi_doya_loop","0.1"
"3","920","0","3","1","0","20_kasumi_doya_in","","19200037","20_kasumi_doya_loop","0.1"
"vo_fpc","920","","21","","0","vo_fpc_22005","","19200038","0",""
"115711","920","0","11","0","10","プリンが大好物で壁抜けができ、かつ\nみんなが楽しみにしているプリンを…","0.5","19200039","1","0"
"0","920","","91","","","","","19200040","",""
"0.5","920","","93","","","0","","19200041","",""
"vo_fpc","920","","21","","0","vo_fpc_22006","","19200042","0",""
"115711","920","0","11","0","10","一人で食べつくしても心が痛まない、\n自己中心的な精神構造…","0.5","19200043","1","0"
"0","920","","91","","","","","19200044","",""
"0.5","920","","93","","","0","","19200045","",""
"115711","920","","3","","1","20_kasumi_thinking","","19200046","","0.2"
"3","920","","3","","1","20_kasumi_thinking","","19200047","","0.2"
"vo_fpc","920","","21","","0","vo_fpc_22007","","19200048","0",""
"115711","920","0","11","0","10","果たして、そんな人物が、\n実在するのであろうか…","0.5","19200049","1","0"
"0","920","","91","","","","","19200050","",""
"0.5","920","","93","","","0","","19200051","",""
"115711","920","","3","","1","20_kasumi_walk","","19200052","","0.2"
"3","920","","3","","1","20_kasumi_walk","","19200053","","0.2"
"115711","920","","2","0","-15","750","","19200054","4.41176470588235",""
"3","920","","2","0","-15","750","","19200055","4.41176470588235",""
"0","920","","91","","","","","19200056","",""
"1","921","0","1","-15","22","115711","20_kasumi_walk","19210001","-750","1.4875"
"3","921","0","5","-15","23","3","20_kasumi_walk","19210002","-750","1.4875"
"se_10053800","921","","23","","1","se_fpc_water_random","","19210003","",""
"19210002","921","","91","","","","","19210004","",""
"115711","921","","2","0","-15","0","","19210005","4.41176470588235",""
"3","921","","2","0","-15","0","","19210006","4.41176470588235",""
"0","921","","91","","","","","19210007","",""
"115711","921","","3","","1","20_kasumi_talk","","19210008","","0.3"
"3","921","","3","","1","20_kasumi_talk","","19210009","","0.3"
"vo_fpc","921","","21","","0","vo_fpc_22100","","19210010","0",""
"115711","921","0","11","0","10","名探偵カスミのメルクリゾート事件簿\n「フードコート・全メニュー消失事件」","0.5","19210011","1","0"
"0","921","","91","","","","","19210012","",""
"0.5","921","","93","","","0","","19210013","",""
"115711","921","0","3","1","0","20_kasumi_cool_in","","19210014","20_kasumi_cool_surprise","0.2"
"3","921","0","3","1","0","20_kasumi_cool_in","","19210015","20_kasumi_cool_loop","0.2"
"vo_fpc","921","","21","","0","vo_fpc_22101","","19210016","0",""
"115711","921","0","11","0","10","フードコートで提供予定だった大量の\n料理がいつのまにか全て消失…","0.5","19210017","1","0"
"0","921","","91","","","","","19210018","",""
"0.5","921","","93","","","0","","19210019","",""
"115711","921","0","3","1","0","20_kasumi_cool_anger_in","","19210020","20_kasumi_cool_anger","0.2"
"3","921","0","3","1","0","20_kasumi_cool_anger_in","","19210021","20_kasumi_cool_loop","0.2"
"vo_fpc","921","","21","","0","vo_fpc_22102","","19210022","0",""
"115711","921","0","11","0","10","今回の事件で不可解な点は目撃者たちが\nことごとく口をつぐんでいる点だ。","0.5","19210023","1","0"
"0","921","","91","","","","","19210024","",""
"0.5","921","","93","","","0","","19210025","",""
"vo_fpc","921","","21","","0","vo_fpc_22103","","19210026","0",""
