3f45154b3679c3152c433c5d36a967b27b26222ea0d74988bbf3e03d79c4231e,801cf61fa9a310acfb9925ee8c95bf8be8f04943dce8d4bf488d2a459e95b85e,d2e605415f139beca30a695d0e6ef992aba01cb085c41d5cbb1e726487ea54aa,2dab1efce72b38559e29f2b3ce52e8c6881a89e22b1b6caeeb39bfa72cd59f50,316ff06080f702f81425406d4a8b544fb06480f65ef1662b0858e9d6e63937db
"ダメージ減衰","18","809","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92415110"
"ＴＰ上昇上限付与","17","810","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92415110"
"ＨＰ吸収ダウン","9","811","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92415110"
"風属性ボーナス特大アップ","14","812","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92415120"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","813","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92415120"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","814","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92415120"
"ＴＰダウンカット","boss_tp_down_cut","815","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92415120"
"ダメージ減衰","18","816","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92415120"
"ＴＰ上昇上限付与","17","817","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92415120"
"ＨＰ吸収ダウン","9","818","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92415120"
"風属性ボーナス特大アップ","14","819","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92415130"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","820","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92415130"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","821","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92415130"
"ＴＰダウンカット","boss_tp_down_cut","822","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92415130"
"ダメージ減衰","18","823","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92415130"
"ＴＰ上昇上限付与","17","824","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92415130"
"ＨＰ吸収ダウン","9","825","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92415130"
"風属性ボーナス特大アップ","14","826","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92415140"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","827","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92415140"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","828","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92415140"
"ＴＰダウンカット","boss_tp_down_cut","829","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92415140"
"ダメージ減衰","18","830","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92415140"
"ＴＰ上昇上限付与","17","831","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92415140"
"ＨＰ吸収ダウン","9","832","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92415140"
"風属性ボーナス特大アップ","14","833","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92415210"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","834","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92415210"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","835","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92415210"
"ＴＰダウンカット","boss_tp_down_cut","836","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92415210"
"ダメージ減衰","18","837","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92415210"
"ＴＰ上昇上限付与","17","838","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92415210"
"ＨＰ吸収ダウン","9","839","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92415210"
"風属性ボーナス特大アップ","14","840","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92415220"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","841","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92415220"
"魔法防御力（ダウン不可）アップ","boss_magic_def_lower_limit","842","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92415220"
"ＴＰダウンカット","boss_tp_down_cut","843","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92415220"
"ダメージ減衰","18","844","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92415220"
"ＴＰ上昇上限付与","17","845","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92415220"
"ＨＰ吸収ダウン","9","846","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92415220"
"風属性ボーナス特大アップ","14","847","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92415230"
"物理防御力（ダウン不可）アップ","boss_def_lower_limit","848","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92415230"
