8b9350d5163af226cab4baa0d4a30c682c545503599dea5a3c5c9e3975313ecf,80a2b653e1b4c5b96ceff5377e27979867e349bad85a467b01a24663f0c8092f,7b5e272290a38e98df0f3675a4562e0edcb3fe1f13ac1ce4564d4b13a7adaa7b,cd44eff6b53fc81e302a0d594ec3ae622d96406a345d8a23ec8024be00978717,165dbb9cb8a95ce0383bb51855d995694f018b8fd6df1a20b5e201f39adfc41b,2c2c2500dae3c2885c514a9aa749016ea5f7b40e3c687218d59d620e358b51fc,e46bba7ba804a018dd22adcaf5d920f3d72e2b2189a0a0e0f27c86841e2f8ac7,cd0b21142e00685582576709dadbcde687df0a32946142429fa3fa0ffa63b714,18a32071db28c8535fceebd8a64bdfefffcea30eb690e768bc13c5defc5800bd,9d0318427c0edfafe92bd19402a0a276c966541b05f3070ca53967d1133dc951,2978d8f3c8745914793fd753f0b24e65b0e3ebabe8282579bf9e99d6ae329244
"7.35294117647059","-180","","","","1211","33","919","19190032","150","12"
"7.35294117647059","-180","","","","110011","2","919","19190033","-150","12"
"7.35294117647059","-180","","","","62","33","919","19190034","-150","12"
"7.35294117647059","-180","","","","1212","33","919","19190035","-180","12"
"","","","","","2","93","919","19190036","0",""
"19_tsumugi_dazzled_loop","0","0.1","0.1","","117411","3","919","19190037","19_tsumugi_dazzled_in","1"
"","","","","","19190030","91","919","19190038","",""
"0","","","","","vo_fpc","21","919","19190039","vo_fpc_21902",""
"1","10","0","-30","0.5","117211","11","919","19190040","メルクリゾートウィスタリアンズ、\n色んなエリアがあって\nすっごく楽しいね！","0"
"","","","","","0","91","919","19190041","",""
"","","","","","0.5","93","919","19190042","0",""
"0","","","","","vo_fpc","21","919","19190043","vo_fpc_21903",""
"1","10","0","0","0.5","110011","11","919","19190044","ねー♪　めっちゃ映える系？\n写真撮ろ写真～！","0"
"","","","","","0","91","919","19190045","",""
"","","","","","0.5","93","919","19190046","0",""
"0","","","","","vo_fpc","21","919","19190047","vo_fpc_21904",""
"1","10","0","0","0.5","117411","11","919","19190048","え。二人とも何してるんですか！？\nってか眩しすぎません？","0"
"","","","","","0","91","919","19190049","",""
"","","","","","0.5","93","919","19190050","0",""
"0","-180","","","","61","33","919","19190051","150",""
"0","-180","","","","1211","33","919","19190052","120",""
"","","","","","117211","4","919","19190053","1",""
"19_nozomi_float","0","0.1","","","117211","3","919","19190054","19_nozomi_notice_float","1"
"0","","","","","vo_fpc","21","919","19190055","vo_fpc_21905",""
"1","10","0","-30","0.5","117211","11","919","19190056","あ、ツムギ！\nスズナちゃんのカリスマオーラが\nすっごいからだよ！","0"
"","","","","","0","91","919","19190057","",""
"","","","","","0.5","93","919","19190058","0",""
"0","","","","","vo_fpc","21","919","19190059","vo_fpc_21906",""
"1","10","0","0","0.5","110011","11","919","19190060","え～、ノゾミンのアイドルオーラも\nあいかわらずキラッキラで\n鬼やばのやばっしょ！","0"
"","","","","","0","91","919","19190061","",""
"","","","","","0.5","93","919","19190062","0",""
"0","-180","","","","61","33","919","19190063","180",""
"0","-180","","","","1211","33","919","19190064","150",""
"","","","","","117211","4","919","19190065","0",""
"19_nozomi_float","0","0.1","","","117211","3","919","19190066","19_nozomi_notice_float","1"
"0","","","","","vo_fpc","21","919","19190067","vo_fpc_21907",""
"1","10","0","-30","0.5","117211","11","919","19190068","私も負けてられないな♪\nもっともっと輝かないと！","0"
"","","","","","0","91","919","19190069","",""
"","","","","","0.5","93","919","19190070","0",""
"19_nozomi_pose_loop","0","0.1","0.1","","117211","3","919","19190071","19_nozomi_pose_in","1"
"","","","","","1221","32","919","19190072","1",""
"","","","","","1211","32","919","19190073","0",""
"","","","","","1.5","93","919","19190074","0",""
"0","","","","","vo_fpc","21","919","19190075","vo_fpc_21908",""
"1","10","0","0","0.5","110011","11","919","19190076","ウチも、アゲていくよー！\nん～…たー！！","0"
"","","","","","0","91","919","19190077","",""
"","","","","","0.5","93","919","19190078","0",""
"19_suzuna_pose_loop","0","0.1","0.1","","110011","3","919","19190079","19_suzuna_pose_in","1"
"","","","","","1222","32","919","19190080","1",""
"","","","","","1212","32","919","19190081","0",""
"","","","","","1.5","93","919","19190082","0",""
"7.35294117647059","-180","","","","117211","2","919","19190083","1150",""
"7.35294117647059","-180","","","","61","33","919","19190084","1180",""
"7.35294117647059","-180","","","","1221","33","919","19190085","1150",""
"7.35294117647059","-180","","","","110011","2","919","19190086","850",""
"7.35294117647059","-180","","","","62","33","919","19190087","850",""
"7.35294117647059","-180","","","","1222","33","919","19190088","820",""
"0","","","","","vo_fpc","21","919","19190089","vo_fpc_21909",""
"1","10","0","0","0.5","117411","11","919","19190090","ああっ！　さらに眩しくっ！？\nノ、ノゾミさん！　待ってくださーい！","0"
"","","","","","0","91","919","19190091","",""
"","","","","","0.5","93","919","19190092","0",""
"","","","","","19190083","91","919","19190093","",""
"19_tsumugi_run_loop","0","0.1","0.1","","117411","3","919","19190094","19_tsumugi_run_in","1"
"","","","","","0.3","93","919","19190095","0",""
"1.46188652975983","-15","","","","117411","2","919","19190096","750",""
"","","","","","19190096","91","919","19190097","",""
"-750","22","0","1.4875","20_kasumi_walk","1","1","920","19200001","115711","-15"
"-750","23","0","1.4875","20_kasumi_walk","3","5","920","19200002","3","-15"
"","1","","","","se_10053800","23","920","19200003","se_fpc_water_random",""
"","","","","","19200002","91","920","19200004","",""
"4.41176470588235","-15","","","","115711","2","920","19200005","0","0"
"4.41176470588235","-15","","","","3","2","920","19200006","0","0"
"","","","","","0","91","920","19200007","",""
"","1","","0.3","","115711","3","920","19200008","20_kasumi_talk",""
"","1","","0.3","","3","3","920","19200009","20_kasumi_talk",""
"0","0","","","","vo_fpc","21","920","19200010","vo_fpc_22000",""
"1","10","0","0","0.5","115711","11","920","19200011","名探偵カスミのメルクリゾート事件簿\n「プリン消失事件」","0"
"","","","","","0","91","920","19200012","",""
"","","","","","0.5","93","920","19200013","0",""
"20_kasumi_cool_surprise","0","0","0.2","","115711","3","920","19200014","20_kasumi_cool_in","1"
"20_kasumi_cool_loop","0","0","0.2","","3","3","920","19200015","20_kasumi_cool_in","1"
"0","0","","","","vo_fpc","21","920","19200016","vo_fpc_22001",""
"1","10","0","0","0.5","115711","11","920","19200017","フードコートで提供予定だったプリンが\n担当者が目を離した隙にすべて消失…","0"
"","","","","","0","91","920","19200018","",""
"","","","","","0.5","93","920","19200019","0",""
"0","0","","","","vo_fpc","21","920","19200020","vo_fpc_22002",""
"1","10","0","0","0.5","115711","11","920","19200021","衆人環視のフードコートでの犯行。\n移動系の魔法や魔道具の痕跡も無し。","0"
"","","","","","0","91","920","19200022","",""
"","","","","","0.5","93","920","19200023","0",""
"20_kasumi_cool_anger","0","0","0.2","","115711","3","920","19200024","20_kasumi_cool_anger_in","1"
"20_kasumi_cool_loop","0","0","0.2","","3","3","920","19200025","20_kasumi_cool_anger_in","1"
"0","0","","","","vo_fpc","21","920","19200026","vo_fpc_22003",""
"1","10","0","0","0.5","115711","11","920","19200027","関係者のアリバイも完璧だったため\nおそらく犯人は外部の人間。","0"
"","","","","","0","91","920","19200028","",""
"","","","","","0.5","93","920","19200029","0",""
"20_kasumi_approach_loop","0","0","0.1","","115711","3","920","19200030","20_kasumi_approach_in","1"
"20_kasumi_approach_loop","0","0","0.1","","3","3","920","19200031","20_kasumi_approach_in","1"
"0","0","","","","vo_fpc","21","920","19200032","vo_fpc_22004",""
"1","10","0","0","0.5","115711","11","920","19200033","以上の情報からプロファイリング\nできる犯人は…","0"
"","","","","","0","91","920","19200034","",""
"","","","","","0.5","93","920","19200035","0",""
"20_kasumi_doya_loop","0","0","0.1","","115711","3","920","19200036","20_kasumi_doya_in","1"
"20_kasumi_doya_loop","0","0","0.1","","3","3","920","19200037","20_kasumi_doya_in","1"
"0","0","","","","vo_fpc","21","920","19200038","vo_fpc_22005",""
"1","10","0","0","0.5","115711","11","920","19200039","プリンが大好物で壁抜けができ、かつ\nみんなが楽しみにしているプリンを…","0"
"","","","","","0","91","920","19200040","",""
"","","","","","0.5","93","920","19200041","0",""
"0","0","","","","vo_fpc","21","920","19200042","vo_fpc_22006",""
"1","10","0","0","0.5","115711","11","920","19200043","一人で食べつくしても心が痛まない、\n自己中心的な精神構造…","0"
"","","","","","0","91","920","19200044","",""
"","","","","","0.5","93","920","19200045","0",""
"","1","","0.2","","115711","3","920","19200046","20_kasumi_thinking",""
"","1","","0.2","","3","3","920","19200047","20_kasumi_thinking",""
"0","0","","","","vo_fpc","21","920","19200048","vo_fpc_22007",""
"1","10","0","0","0.5","115711","11","920","19200049","果たして、そんな人物が、\n実在するのであろうか…","0"
"","","","","","0","91","920","19200050","",""
"","","","","","0.5","93","920","19200051","0",""
"","1","","0.2","","115711","3","920","19200052","20_kasumi_walk",""
"","1","","0.2","","3","3","920","19200053","20_kasumi_walk",""
"4.41176470588235","-15","","","","115711","2","920","19200054","750","0"
"4.41176470588235","-15","","","","3","2","920","19200055","750","0"
"","","","","","0","91","920","19200056","",""
"-750","22","0","1.4875","20_kasumi_walk","1","1","921","19210001","115711","-15"
"-750","23","0","1.4875","20_kasumi_walk","3","5","921","19210002","3","-15"
"","1","","","","se_10053800","23","921","19210003","se_fpc_water_random",""
"","","","","","19210002","91","921","19210004","",""
"4.41176470588235","-15","","","","115711","2","921","19210005","0","0"
"4.41176470588235","-15","","","","3","2","921","19210006","0","0"
"","","","","","0","91","921","19210007","",""
"","1","","0.3","","115711","3","921","19210008","20_kasumi_talk",""
"","1","","0.3","","3","3","921","19210009","20_kasumi_talk",""
"0","0","","","","vo_fpc","21","921","19210010","vo_fpc_22100",""
"1","10","0","0","0.5","115711","11","921","19210011","名探偵カスミのメルクリゾート事件簿\n「フードコート・全メニュー消失事件」","0"
"","","","","","0","91","921","19210012","",""
"","","","","","0.5","93","921","19210013","0",""
"20_kasumi_cool_surprise","0","0","0.2","","115711","3","921","19210014","20_kasumi_cool_in","1"
"20_kasumi_cool_loop","0","0","0.2","","3","3","921","19210015","20_kasumi_cool_in","1"
"0","0","","","","vo_fpc","21","921","19210016","vo_fpc_22101",""
"1","10","0","0","0.5","115711","11","921","19210017","フードコートで提供予定だった大量の\n料理がいつのまにか全て消失…","0"
"","","","","","0","91","921","19210018","",""
"","","","","","0.5","93","921","19210019","0",""
"20_kasumi_cool_anger","0","0","0.2","","115711","3","921","19210020","20_kasumi_cool_anger_in","1"
"20_kasumi_cool_loop","0","0","0.2","","3","3","921","19210021","20_kasumi_cool_anger_in","1"
"0","0","","","","vo_fpc","21","921","19210022","vo_fpc_22102",""
"1","10","0","0","0.5","115711","11","921","19210023","今回の事件で不可解な点は目撃者たちが\nことごとく口をつぐんでいる点だ。","0"
"","","","","","0","91","921","19210024","",""
"","","","","","0.5","93","921","19210025","0",""
"0","0","","","","vo_fpc","21","921","19210026","vo_fpc_22103",""
"1","10","0","0","0.5","115711","11","921","19210027","『ユース』や『ひめ』等と口にするものの\n皆目をそらして去っていく…","0"
"","","","","","0","91","921","19210028","",""
"","","","","","0.5","93","921","19210029","0",""
"20_kasumi_approach_loop","0","0","0.1","","115711","3","921","19210030","20_kasumi_approach_in","1"
"20_kasumi_approach_loop","0","0","0.1","","3","3","921","19210031","20_kasumi_approach_in","1"
"0","0","","","","vo_fpc","21","921","19210032","vo_fpc_22104",""
"1","10","0","0","0.5","115711","11","921","19210033","まるで巨大な力をもった闇の権力者集団\nでもいるかのように。","0"
"","","","","","0","91","921","19210034","",""
"","","","","","0.5","93","921","19210035","0",""
"20_kasumi_arm_crossed_loop","0","0","0.2","","115711","3","921","19210036","20_kasumi_arm_crossed_in","1"
"20_kasumi_arm_crossed_loop","0","0","0.2","","3","3","921","19210037","20_kasumi_arm_crossed_in","1"
"0","0","","","","vo_fpc","21","921","19210038","vo_fpc_22105",""
"1","10","0","0","0.5","115711","11","921","19210039","いや、そんな陰謀論はナンセンスだね。\n探偵が追うのは真実のみ。","0"
"","","","","","0","91","921","19210040","",""
"","","","","","0.5","93","921","19210041","0",""
"","1","","0.2","","115711","3","921","19210042","20_kasumi_doya_loop",""
"","1","","0.2","","3","3","921","19210043","20_kasumi_doya_loop",""
"0","0","","","","vo_fpc","21","921","19210044","vo_fpc_22106",""
"1","10","0","0","0.5","115711","11","921","19210045","興味深いことに、代金はきちんと\n支払われているらしい。","0"
"","","","","","0","91","921","19210046","",""
"","","","","","0.5","93","921","19210047","0",""
"","1","","0.2","","115711","3","921","19210048","20_kasumi_thinking_ExBlink",""
"","1","","0.2","","3","3","921","19210049","20_kasumi_thinking_ExBlink",""
"0","0","","","","vo_fpc","21","921","19210050","vo_fpc_22107",""
"1","10","0","0","0.5","115711","11","921","19210051","ずいぶん几帳面な犯人だね。しかし、\nユース、ひめ…いったい何者なんだ？","0"
"","","","","","0","91","921","19210052","",""
"","","","","","0.5","93","921","19210053","0",""
"","1","","0.2","","115711","3","921","19210054","20_kasumi_thinking",""
"","1","","0.2","","3","3","921","19210055","20_kasumi_thinking",""
"0","0","","","","vo_fpc","21","921","19210056","vo_fpc_22108",""
"1","10","0","0","0.5","115711","11","921","19210057","果たして、そんな人物が、\n実在するのであろうか…","0"
"","","","","","0","91","921","19210058","",""
"","","","","","0.5","93","921","19210059","0",""
"","1","","0.2","","115711","3","921","19210060","20_kasumi_walk",""
"","1","","0.2","","3","3","921","19210061","20_kasumi_walk",""
"4.41176470588235","-15","","","","115711","2","921","19210062","750","0"
"4.41176470588235","-15","","","","3","2","921","19210063","750","0"
"","","","","","0","91","921","19210064","",""
"-750","22","0","1.4875","20_kasumi_walk","1","1","922","19220001","115711","-15"
"-750","23","0","1.4875","20_kasumi_walk","3","5","922","19220002","3","-15"
"","1","","","","se_10053800","23","922","19220003","se_fpc_water_random",""
"","","","","","19220002","91","922","19220004","",""
"4.41176470588235","-15","","","","115711","2","922","19220005","0","0"
"4.41176470588235","-15","","","","3","2","922","19220006","0","0"
