427d3a29384f42218f2c1606b167a1db82a415d0bbd2bee49a5905daee67ea4c,e1aeca7709896a2189038fadbd492042d6469ff991b0260363b71ec4a2f03ee9,2a4eaf751a4d14f1be4002db669fbcf704c26c9e68ad17e2f4c3003e19346afe,06bd17d715d759b24591ec9f3ba32abede9af4d96be4b6bcd442e29ee115399f,57d1081b7ff7e11b4a7a76a4a24a00a04ec2b4513f07db59c38e2881cae8e24e,b0cb566c0fe1b2d8e621d44926ff3529d2468907f726a6fbd480ad9fa4ca4995,7601b3e9c0b708994d4969055bf1e3f3816672fdd793dbb1cd882e5ab2e38827,100de2b9aecc9766539ffdfd11e3f592e613278dfc1623ac0e240a5f34a451b7,9cbaf3f3882cbf98d1a87866b774533e5b43bfeb41a35e2c846d3afe0874f84e,72172f35ad8bfc3a27a46a55bc0652e63edc7c7bd58e4ed7fda0664f9922026b,dedb27bf86478d1a2fe688b6c3c291ef5ee96ead7f7b00db308a4e7611f16ff8
"0","0","","","21","vo_lsv","1009810","","vo_lsv_1026","","1009810052"
"1","10","0","1","11","100411","1009810","0","そうそう、その調子！","0","1009810053"
"","","","","91","0","1009810","","","","1009810054"
"","1","","","3","100411","1009810","0.2","lsv_idle_cool_joy","","1009810055"
"","1","","","3","102011","1009810","0.2","lsv_talk_wish_joy","","1009810056"
"0","0","","","21","vo_lsv","1009810","","vo_lsv_1027","","1009810057"
"1","10","0","1","11","102011","1009810","0","じゃあ、まずは\nみゅ～ちゃんに元気に\nなってもらわなくっちゃ！","0","1009810058"
"","","","","91","0","1009810","","","","1009810059"
"","1","","","3","102011","1009810","0.2","lsv_idle_wish_joy","","1009810060"
"","1","","","3","100411","1009810","0.2","lsv_talk_cool_loop","","1009810061"
"0","0","","","21","vo_lsv","1009810","","vo_lsv_1028","","1009810062"
"1","10","0","1","11","100411","1009810","0","元気かー\nにいちゃん。\n何かいいアイデアある？","0","1009810063"
"","","","","91","0","1009810","","","","1009810064"
"","1","","","3","100411","1009810","0.2","lsv_idle_cool","","1009810065"
"lsv_look_idle_normal","0","0.2","1","3","100411","1009810","0","lsv_choice","","1009810066"
"lsv_look_idle_normal","0","0.2","1","3","102011","1009810","0","lsv_choice","","1009810067"
"lsv_look_idle_normal","0","0.2","1","3","103611","1009810","0","lsv_choice","","1009810068"
"","","","","93","0.1","1009810","","0","","1009810069"
"0.33","-235","0.2","2","2","100411","1009810","","-452","","1009810070"
"0.33","-220","0.2","2","2","102011","1009810","","420","","1009810071"
"0.33","-250","0.2","2","2","103611","1009810","","545","","1009810072"
"","1","","","22","0","1009810","0.2","0","","1009810073"
"","0","","","103","いっぱいご飯をあげる。","1009810","","1009810077","","1009810074"
"","0","","","103","たくさん寝る。","1009810","","1009810101","","1009810075"
"","0","","","103","軽く遊ぶ。","1009810","","1009810125","","1009810076"
"lsv_idle_normal","0","0.2","1","3","100411","1009810","0","lsv_choice","","1009810077"
"lsv_idle_normal","0","0.2","1","3","102011","1009810","0","lsv_choice","","1009810078"
"lsv_idle_normal","0","0.2","1","3","103611","1009810","0","lsv_choice","","1009810079"
"","","","","93","0.1","1009810","","0","","1009810080"
"0.33","-235","0.2","2","2","100411","1009810","","-200","","1009810081"
"0.33","-220","0.2","2","2","102011","1009810","","100","","1009810082"
"0.33","-250","0.2","2","2","103611","1009810","","270","","1009810083"
"","","","","93","0.7","1009810","","0","","1009810084"
"","1","","","3","103611","1009810","0.2","lsv_talk_joy3_blink","","1009810085"
"0","0","","","21","vo_lsv","1009810","","vo_lsv_1029","","1009810086"
"1","10","0","1","11","103611","1009810","0","お腹が減っていると\n元気は出ませんからね。\nそんなことわざもありますし。","0","1009810087"
"","","","","91","0","1009810","","","","1009810088"
"","1","","","3","103611","1009810","0.2","lsv_idle_normal_joy","","1009810089"
"","1","","","3","102011","1009810","0.2","lsv_talk_joy1","","1009810090"
"0","0","","","21","vo_lsv","1009810","","vo_lsv_1030","","1009810091"
"1","10","0","1","11","102011","1009810","0","みゅ～ちゃんが喜ぶごはん\nいっぱい作ってあげよ～♪","0","1009810092"
"","","","","91","0","1009810","","","","1009810093"
"","1","","","3","102011","1009810","0.2","lsv_idle_joy","","1009810094"
"lsv_talk_guts2_joy_loop","0","0.2","1","3","100411","1009810","0","lsv_talk_guts2_joy","","1009810095"
"0","0","","","21","vo_lsv","1009810","","vo_lsv_1031","","1009810096"
"1","10","0","1","11","100411","1009810","0","よーし、ミソギもやるぞー！\nスタミナがつく料理、\nどんどん作っちゃおー！","0","1009810097"
"","","","","91","0","1009810","","","","1009810098"
"","1","","","3","100411","1009810","0.2","lsv_idle_guts2_joy","","1009810099"
"","","","","101","1009810149","1009810","","","","1009810100"
"lsv_idle_normal","0","0.2","1","3","100411","1009810","0","lsv_choice","","1009810101"
"lsv_idle_normal","0","0.2","1","3","102011","1009810","0","lsv_choice","","1009810102"
"lsv_idle_normal","0","0.2","1","3","103611","1009810","0","lsv_choice","","1009810103"
"","","","","93","0.1","1009810","","0","","1009810104"
"0.33","-235","0.2","2","2","100411","1009810","","-200","","1009810105"
"0.33","-220","0.2","2","2","102011","1009810","","100","","1009810106"
"0.33","-250","0.2","2","2","103611","1009810","","270","","1009810107"
"","","","","93","0.7","1009810","","0","","1009810108"
"","1","","","3","100411","1009810","0.2","lsv_talk_normal_suprise1","","1009810109"
"0","0","","","21","vo_lsv","1009810","","vo_lsv_1032","","1009810110"
"1","10","0","1","11","100411","1009810","0","つかれてると眠くなるよねー\nじゃあ、みゅ～ちゃんが\n寝やすいようにしてあげよ！","0","1009810111"
"","","","","91","0","1009810","","","","1009810112"
"","1","","","3","100411","1009810","0.2","lsv_idle_normal","","1009810113"
"","1","","","3","103611","1009810","0.2","lsv_talk_thinking_talkR","","1009810114"
"0","0","","","21","vo_lsv","1009810","","vo_lsv_1033","","1009810115"
"1","10","0","1","11","103611","1009810","0","寝やすいように…\n子守歌を歌うとかかな。","0","1009810116"
"","","","","91","0","1009810","","","","1009810117"
"","1","","","3","103611","1009810","0.2","lsv_idle_thinking_surprise","","1009810118"
"","1","","","3","102011","1009810","0.2","lsv_talk_joy3","","1009810119"
"0","0","","","21","vo_lsv","1009810","","vo_lsv_1034","","1009810120"
"1","10","0","1","11","102011","1009810","0","絵本を読んであげるのも\nいいと思うな～\nみんなでしてあげよ♪","0","1009810121"
"","","","","91","0","1009810","","","","1009810122"
"","1","","","3","102011","1009810","0.2","lsv_idle_joy","","1009810123"
"","","","","101","1009810149","1009810","","","","1009810124"
"lsv_idle_normal","0","0.2","1","3","100411","1009810","0","lsv_choice","","1009810125"
"lsv_idle_normal","0","0.2","1","3","102011","1009810","0","lsv_choice","","1009810126"
"lsv_idle_normal","0","0.2","1","3","103611","1009810","0","lsv_choice","","1009810127"
"","","","","93","0.1","1009810","","0","","1009810128"
"0.33","-235","0.2","2","2","100411","1009810","","-200","","1009810129"
"0.33","-220","0.2","2","2","102011","1009810","","100","","1009810130"
"0.33","-250","0.2","2","2","103611","1009810","","270","","1009810131"
"","","","","93","0.7","1009810","","0","","1009810132"
"","1","","","3","102011","1009810","0.2","lsv_talk_surprise","","1009810133"
"0","0","","","21","vo_lsv","1009810","","vo_lsv_1035","","1009810134"
"1","10","0","1","11","102011","1009810","0","えっ？　あそんだら\nもっと疲れちゃったり\nしないかなぁ…？","0","1009810135"
"","","","","91","0","1009810","","","","1009810136"
"","1","","","3","102011","1009810","0.2","lsv_idle_surprise","","1009810137"
"","1","","","3","100411","1009810","0.2","lsv_talk_thinking_joyR","","1009810138"
"0","0","","","21","vo_lsv","1009810","","vo_lsv_1036","","1009810139"
"1","10","0","1","11","100411","1009810","0","でも遊ぶと気持ちが\nスッキリしたりするよねー\n意外とあり…かもっ？","0","1009810140"
"","","","","91","0","1009810","","","","1009810141"
"","1","","","3","100411","1009810","0.2","lsv_idle_thinking_joy1","","1009810142"
"","1","","","3","103611","1009810","0.2","lsv_talk_thinking_talkR","","1009810143"
"0","0","","","21","vo_lsv","1009810","","vo_lsv_1037","","1009810144"
"1","10","0","1","11","103611","1009810","0","すいみんの質を上げる…\nとか、大人の人が言うもんね。\n本当に軽く、やってみよっ。","0","1009810145"
"","","","","91","0","1009810","","","","1009810146"
"","1","","","3","103611","1009810","0.2","lsv_idle_thinking_joy1","","1009810147"
"","","","","101","1009810149","1009810","","","","1009810148"
"","","","","91","0","1009810","","","","1009810149"
"","","","","102","","1009810","","","","1009810150"
"","","","","22","0","1009810","","0.2","","1009810151"
"","","","","93","0.2","1009810","","","","1009810152"
"0","1","0","0","12","102011","1009810","0","11","0","1009810153"
"","1","","","3","102011","1009810","0.2","lsv_talk_joy1","","1009810154"
"","","","","93","3","1009810","","0","","1009810155"
"","1","","","3","102011","1009810","0.2","lsv_idle_normal_joyR","","1009810156"
"0","1","0","0","12","100411","1009810","0","6","0","1009810157"
"lsv_talk_guts1_loop","0","0.2","1","3","100411","1009810","0","lsv_talk_guts1","","1009810158"
"","","","","93","3","1009810","","0","","1009810159"
"","1","","","3","100411","1009810","0.2","lsv_idle_joy_normal","","1009810160"
"0","1","0","0","12","103611","1009810","0","7","0","1009810161"
"lsv_talk_cool_normal2_loop","0","0.2","1","3","103611","1009810","0","lsv_talk_cool_normal2","","1009810162"
"","","","","93","3","1009810","","0","","1009810163"
"","1","","","3","103611","1009810","0.2","lsv_idle_normal_joy","","1009810164"
"","","","","101","1009810153","1009810","","","","1009810165"
"1","1","0","0","6","333","1009810","1","1","","1009810166"
"","","","","4","100411","1009810","","1","","1009810167"
"","1","","","3","100411","1009810","0.2","lsv_run","","1009810168"
"0.8","-235","","0","2","100411","1009810","","-750","","1009810169"
"","","","","4","102011","1009810","","0","","1009810170"
"","1","","","3","102011","1009810","0.2","lsv_run","","1009810171"
"0.8","-220","","0","2","102011","1009810","","750","","1009810172"
"","","","","4","103611","1009810","","0","","1009810173"
"","1","","","3","103611","1009810","0.2","lsv_run","","1009810174"
"0.8","-250","","0","2","103611","1009810","","850","","1009810175"
"","","","","93","0.6","1009810","","","","1009810176"
"1","1","0","0","6","100411","1009810","0.2","1","","1009810177"
"1","1","0","0","6","102011","1009810","0.2","1","","1009810178"
"1","1","0","0","6","103611","1009810","0.2","1","","1009810179"
"","","","","91","0","1009810","","","","1009810180"
"-200","102","0","-495","1","1","1009811","1.95","102011","lsv_idle_normal","1009811001"
"100","100","1","-480","1","1","1009811","1.95","103611","lsv_idle_normal","1009811002"
"270","101","1","-510","1","1","1009811","1.95","100411","lsv_idle_normal","1009811003"
"0","0","0","0","5","1","1009811","1","333","lsv_white_loop","1009811004"
"1","1","0","0","6","333","1009811","0","1","","1009811005"
"1","1","0","0","6","102011","1009811","0","1","","1009811006"
"1","1","0","0","6","103611","1009811","0","1","","1009811007"
"1","1","0","0","6","100411","1009811","0","1","","1009811008"
"","","","","93","1","1009811","","0","","1009811009"
"1","1","0","0.4","6","333","1009811","0.8","1","","1009811010"
"lsv_idle_normal","0","0.2","1","3","102011","1009811","0.2","lsv_jump1","","1009811011"
"lsv_idle_normal","0","0.2","1","3","103611","1009811","0.2","lsv_jump1","","1009811012"
"lsv_idle_normal","0","0.2","1","3","100411","1009811","0.2","lsv_jump1","","1009811013"
"","","","","93","0.3","1009811","","","","1009811014"
"0.75","-235","","0","2","102011","1009811","","-200","","1009811015"
"0.75","-220","","0","2","103611","1009811","","100","","1009811016"
"0.75","-250","","0","2","100411","1009811","","270","","1009811017"
"1","1","0","1","6","102011","1009811","0.4","1","","1009811018"
"1","1","0","1","6","103611","1009811","0.4","1","","1009811019"
"1","1","0","1","6","100411","1009811","0.4","1","","1009811020"
"","","","","93","2","1009811","","0","","1009811021"
"lsv_talk_doya_loop","0","0.2","1","3","100411","1009811","0","lsv_talk_doya","","1009811022"
"0","0","","","21","vo_lsv","1009811","","vo_lsv_1121","","1009811023"
"1","10","0","1","11","100411","1009811","0","みゅ～ちゃんも元気に\nなってきたし、\n特訓開始だね！","0","1009811024"
"","","","","91","0","1009811","","","","1009811025"
"","1","","","3","100411","1009811","0.2","lsv_idle_doya","","1009811026"
"","1","","","3","103611","1009811","0.2","lsv_talk_surprise","","1009811027"
"0","0","","","21","vo_lsv","1009811","","vo_lsv_1122","","1009811028"
"1","10","0","1","11","103611","1009811","0","ミミ。\nおしゃべりのお勉強って\nどんなことをしたの？","0","1009811029"
"","","","","91","0","1009811","","","","1009811030"
"","1","","","3","103611","1009811","0.2","lsv_idle_surprise","","1009811031"
"","1","","","3","102011","1009811","0.2","lsv_talk_wish_joy","","1009811032"
"0","0","","","21","vo_lsv","1009811","","vo_lsv_1123","","1009811033"
"1","10","0","1","11","102011","1009811","0","えへへ♪\nどんなことだと思う～？","0","1009811034"
"","","","","91","0","1009811","","","","1009811035"
"","1","","","3","102011","1009811","0.2","lsv_idle_joy","","1009811036"
"","1","","","3","100411","1009811","0.2","lsv_talk_surprise_talkjoy","","1009811037"
"0","0","","","21","vo_lsv","1009811","","vo_lsv_1124","","1009811038"
"1","10","0","1","11","100411","1009811","0","お、なんだかクイズみたい！\nよーし、当てちゃうぞー！\nえーっと…","0","1009811039"
"","","","","91","0","1009811","","","","1009811040"
"","1","","","3","100411","1009811","0.2","lsv_idle_surprise","","1009811041"
"","1","","","3","103611","1009811","0.2","lsv_talk_thinking_talkR","","1009811042"
"0","0","","","21","vo_lsv","1009811","","vo_lsv_1125","","1009811043"
"1","10","0","1","11","103611","1009811","0","私も考えてみようかな。\nおしゃべりのお勉強…\nおしゃべりのお勉強……","0","1009811044"
"","","","","91","0","1009811","","","","1009811045"
"","1","","","3","103611","1009811","0.2","lsv_idle_thinking","","1009811046"
"","1","","","3","100411","1009811","0.2","lsv_idle_thinking","","1009811047"
"0","0","","","21","vo_lsv","1009811","","vo_lsv_1126","","1009811048"
"1","10","0","1","11","103611","1009811","0","う～ん…","0","1009811049"
"1","10","0","1","11","100411","1009811","0","う～ん…","0","1009811050"
"","","","","91","0","1009811","","","","1009811051"
"lsv_look_idle_normal","0","0.2","1","3","102011","1009811","0","lsv_choice","","1009811052"
"lsv_look_idle_normal","0","0.2","1","3","103611","1009811","0","lsv_choice","","1009811053"
"lsv_look_idle_normal","0","0.2","1","3","100411","1009811","0","lsv_choice","","1009811054"
"","","","","93","0.1","1009811","","0","","1009811055"
"0.33","-235","0.2","2","2","102011","1009811","","-452","","1009811056"
"0.33","-220","0.2","2","2","103611","1009811","","420","","1009811057"
"0.33","-250","0.2","2","2","100411","1009811","","545","","1009811058"
"","1","","","22","0","1009811","0.2","0","","1009811059"
"","0","","","103","おしゃべりしてただけ？","1009811","","1009811063","","1009811060"
"","0","","","103","おしゃべり…かなぁ。","1009811","","1009811063","","1009811061"
"","0","","","103","おしゃべりだと思うけど…","1009811","","1009811063","","1009811062"
"lsv_idle_normal_joyR","0","0.2","1","3","102011","1009811","0","lsv_choice","","1009811063"
"lsv_idle_normal","0","0.2","1","3","103611","1009811","0","lsv_choice","","1009811064"
"lsv_idle_normal","0","0.2","1","3","100411","1009811","0","lsv_choice","","1009811065"
"","","","","93","0.1","1009811","","0","","1009811066"
"0.33","-235","0.2","2","2","102011","1009811","","-200","","1009811067"
"0.33","-220","0.2","2","2","103611","1009811","","100","","1009811068"
"0.33","-250","0.2","2","2","100411","1009811","","270","","1009811069"
"","","","","93","0.7","1009811","","0","","1009811070"
"","","","","91","0","1009811","","","","1009811071"
"lsv_talk_joy3","0","0.2","1","3","102011","1009811","0","lsv_handclap","","1009811072"
