5e332c5aaca347a2f77ad37d0c761117b68310675ac868f5b868ea19da6cd34d,dcb91440f5074d66daec8639c2857055c94132629db87cbae8ae709666edb287,f0b82de589f0f36396fc1a445f5b05e20d610de1d5c4860a48bcea55f95bc12c,cafccf3a10cc55b8c8bbaa418fb7b60a891b6e0eb4259ccedf6c66affaba0dc1,07c08dd7a72d72081fec94e6de2a64d85f37b2e77ab84157daa4d18a63e466fb,894324db2a269f33294911f6e34fd28d73765ea5f76ff19a05ec2c5b72b15fe0,64fe688964dc32a3ca9f01f5eeb3191b89867818a56d711702f36a1d9dcf61ef,c8a1b200956aec1a69539c259a394ea771df2f46798a5533e8e263294feef97e,8465b9255e35c61f7a0ce19b28349371ecd79b6d2972647396383d88608dea7a,88893acfc7dfae6f79c2320ab5f3206075ffdb8c895a00344d543640b25ec8ff,aaef30c43244576e8917c811f6fde6b2ec1be485cd4e0cc9540ef36e40728154
"0","21","vo_fpc","","","vo_fpc_21902","","","","19190039","919"
"1","11","117211","0","-30","メルクリゾートウィスタリアンズ、\n色んなエリアがあって\nすっごく楽しいね！","0.5","0","10","19190040","919"
"","91","0","","","","","","","19190041","919"
"","93","0.5","","","0","","","","19190042","919"
"0","21","vo_fpc","","","vo_fpc_21903","","","","19190043","919"
"1","11","110011","0","0","ねー♪　めっちゃ映える系？\n写真撮ろ写真～！","0.5","0","10","19190044","919"
"","91","0","","","","","","","19190045","919"
"","93","0.5","","","0","","","","19190046","919"
"0","21","vo_fpc","","","vo_fpc_21904","","","","19190047","919"
"1","11","117411","0","0","え。二人とも何してるんですか！？\nってか眩しすぎません？","0.5","0","10","19190048","919"
"","91","0","","","","","","","19190049","919"
"","93","0.5","","","0","","","","19190050","919"
"0","33","61","","","150","","","-180","19190051","919"
"0","33","1211","","","120","","","-180","19190052","919"
"","4","117211","","","1","","","","19190053","919"
"19_nozomi_float","3","117211","1","","19_nozomi_notice_float","","0.1","0","19190054","919"
"0","21","vo_fpc","","","vo_fpc_21905","","","","19190055","919"
"1","11","117211","0","-30","あ、ツムギ！\nスズナちゃんのカリスマオーラが\nすっごいからだよ！","0.5","0","10","19190056","919"
"","91","0","","","","","","","19190057","919"
"","93","0.5","","","0","","","","19190058","919"
"0","21","vo_fpc","","","vo_fpc_21906","","","","19190059","919"
"1","11","110011","0","0","え～、ノゾミンのアイドルオーラも\nあいかわらずキラッキラで\n鬼やばのやばっしょ！","0.5","0","10","19190060","919"
"","91","0","","","","","","","19190061","919"
"","93","0.5","","","0","","","","19190062","919"
"0","33","61","","","180","","","-180","19190063","919"
"0","33","1211","","","150","","","-180","19190064","919"
"","4","117211","","","0","","","","19190065","919"
"19_nozomi_float","3","117211","1","","19_nozomi_notice_float","","0.1","0","19190066","919"
"0","21","vo_fpc","","","vo_fpc_21907","","","","19190067","919"
"1","11","117211","0","-30","私も負けてられないな♪\nもっともっと輝かないと！","0.5","0","10","19190068","919"
"","91","0","","","","","","","19190069","919"
"","93","0.5","","","0","","","","19190070","919"
"19_nozomi_pose_loop","3","117211","1","0.1","19_nozomi_pose_in","","0.1","0","19190071","919"
"","32","1221","","","1","","","","19190072","919"
"","32","1211","","","0","","","","19190073","919"
"","93","1.5","","","0","","","","19190074","919"
"0","21","vo_fpc","","","vo_fpc_21908","","","","19190075","919"
"1","11","110011","0","0","ウチも、アゲていくよー！\nん～…たー！！","0.5","0","10","19190076","919"
"","91","0","","","","","","","19190077","919"
"","93","0.5","","","0","","","","19190078","919"
"19_suzuna_pose_loop","3","110011","1","0.1","19_suzuna_pose_in","","0.1","0","19190079","919"
"","32","1222","","","1","","","","19190080","919"
"","32","1212","","","0","","","","19190081","919"
"","93","1.5","","","0","","","","19190082","919"
"7.35294117647059","2","117211","","","1150","","","-180","19190083","919"
"7.35294117647059","33","61","","","1180","","","-180","19190084","919"
"7.35294117647059","33","1221","","","1150","","","-180","19190085","919"
"7.35294117647059","2","110011","","","850","","","-180","19190086","919"
"7.35294117647059","33","62","","","850","","","-180","19190087","919"
"7.35294117647059","33","1222","","","820","","","-180","19190088","919"
"0","21","vo_fpc","","","vo_fpc_21909","","","","19190089","919"
"1","11","117411","0","0","ああっ！　さらに眩しくっ！？\nノ、ノゾミさん！　待ってくださーい！","0.5","0","10","19190090","919"
"","91","0","","","","","","","19190091","919"
"","93","0.5","","","0","","","","19190092","919"
"","91","19190083","","","","","","","19190093","919"
"19_tsumugi_run_loop","3","117411","1","0.1","19_tsumugi_run_in","","0.1","0","19190094","919"
"","93","0.3","","","0","","","","19190095","919"
"1.46188652975983","2","117411","","","750","","","-15","19190096","919"
"","91","19190096","","","","","","","19190097","919"
"-750","1","1","-15","1.4875","115711","20_kasumi_walk","0","22","19200001","920"
"-750","5","3","-15","1.4875","3","20_kasumi_walk","0","23","19200002","920"
"","23","se_10053800","","","se_fpc_water_random","","","1","19200003","920"
"","91","19200002","","","","","","","19200004","920"
"4.41176470588235","2","115711","0","","0","","","-15","19200005","920"
"4.41176470588235","2","3","0","","0","","","-15","19200006","920"
"","91","0","","","","","","","19200007","920"
"","3","115711","","0.3","20_kasumi_talk","","","1","19200008","920"
"","3","3","","0.3","20_kasumi_talk","","","1","19200009","920"
"0","21","vo_fpc","","","vo_fpc_22000","","","0","19200010","920"
"1","11","115711","0","0","名探偵カスミのメルクリゾート事件簿\n「プリン消失事件」","0.5","0","10","19200011","920"
"","91","0","","","","","","","19200012","920"
"","93","0.5","","","0","","","","19200013","920"
"20_kasumi_cool_surprise","3","115711","1","0.2","20_kasumi_cool_in","","0","0","19200014","920"
"20_kasumi_cool_loop","3","3","1","0.2","20_kasumi_cool_in","","0","0","19200015","920"
"0","21","vo_fpc","","","vo_fpc_22001","","","0","19200016","920"
"1","11","115711","0","0","フードコートで提供予定だったプリンが\n担当者が目を離した隙にすべて消失…","0.5","0","10","19200017","920"
"","91","0","","","","","","","19200018","920"
"","93","0.5","","","0","","","","19200019","920"
"0","21","vo_fpc","","","vo_fpc_22002","","","0","19200020","920"
"1","11","115711","0","0","衆人環視のフードコートでの犯行。\n移動系の魔法や魔道具の痕跡も無し。","0.5","0","10","19200021","920"
"","91","0","","","","","","","19200022","920"
"","93","0.5","","","0","","","","19200023","920"
"20_kasumi_cool_anger","3","115711","1","0.2","20_kasumi_cool_anger_in","","0","0","19200024","920"
"20_kasumi_cool_loop","3","3","1","0.2","20_kasumi_cool_anger_in","","0","0","19200025","920"
"0","21","vo_fpc","","","vo_fpc_22003","","","0","19200026","920"
"1","11","115711","0","0","関係者のアリバイも完璧だったため\nおそらく犯人は外部の人間。","0.5","0","10","19200027","920"
"","91","0","","","","","","","19200028","920"
"","93","0.5","","","0","","","","19200029","920"
"20_kasumi_approach_loop","3","115711","1","0.1","20_kasumi_approach_in","","0","0","19200030","920"
"20_kasumi_approach_loop","3","3","1","0.1","20_kasumi_approach_in","","0","0","19200031","920"
"0","21","vo_fpc","","","vo_fpc_22004","","","0","19200032","920"
"1","11","115711","0","0","以上の情報からプロファイリング\nできる犯人は…","0.5","0","10","19200033","920"
"","91","0","","","","","","","19200034","920"
"","93","0.5","","","0","","","","19200035","920"
"20_kasumi_doya_loop","3","115711","1","0.1","20_kasumi_doya_in","","0","0","19200036","920"
"20_kasumi_doya_loop","3","3","1","0.1","20_kasumi_doya_in","","0","0","19200037","920"
"0","21","vo_fpc","","","vo_fpc_22005","","","0","19200038","920"
"1","11","115711","0","0","プリンが大好物で壁抜けができ、かつ\nみんなが楽しみにしているプリンを…","0.5","0","10","19200039","920"
"","91","0","","","","","","","19200040","920"
"","93","0.5","","","0","","","","19200041","920"
"0","21","vo_fpc","","","vo_fpc_22006","","","0","19200042","920"
"1","11","115711","0","0","一人で食べつくしても心が痛まない、\n自己中心的な精神構造…","0.5","0","10","19200043","920"
"","91","0","","","","","","","19200044","920"
"","93","0.5","","","0","","","","19200045","920"
"","3","115711","","0.2","20_kasumi_thinking","","","1","19200046","920"
"","3","3","","0.2","20_kasumi_thinking","","","1","19200047","920"
"0","21","vo_fpc","","","vo_fpc_22007","","","0","19200048","920"
"1","11","115711","0","0","果たして、そんな人物が、\n実在するのであろうか…","0.5","0","10","19200049","920"
"","91","0","","","","","","","19200050","920"
"","93","0.5","","","0","","","","19200051","920"
"","3","115711","","0.2","20_kasumi_walk","","","1","19200052","920"
"","3","3","","0.2","20_kasumi_walk","","","1","19200053","920"
"4.41176470588235","2","115711","0","","750","","","-15","19200054","920"
"4.41176470588235","2","3","0","","750","","","-15","19200055","920"
"","91","0","","","","","","","19200056","920"
"-750","1","1","-15","1.4875","115711","20_kasumi_walk","0","22","19210001","921"
"-750","5","3","-15","1.4875","3","20_kasumi_walk","0","23","19210002","921"
"","23","se_10053800","","","se_fpc_water_random","","","1","19210003","921"
"","91","19210002","","","","","","","19210004","921"
"4.41176470588235","2","115711","0","","0","","","-15","19210005","921"
"4.41176470588235","2","3","0","","0","","","-15","19210006","921"
"","91","0","","","","","","","19210007","921"
"","3","115711","","0.3","20_kasumi_talk","","","1","19210008","921"
"","3","3","","0.3","20_kasumi_talk","","","1","19210009","921"
"0","21","vo_fpc","","","vo_fpc_22100","","","0","19210010","921"
"1","11","115711","0","0","名探偵カスミのメルクリゾート事件簿\n「フードコート・全メニュー消失事件」","0.5","0","10","19210011","921"
"","91","0","","","","","","","19210012","921"
"","93","0.5","","","0","","","","19210013","921"
"20_kasumi_cool_surprise","3","115711","1","0.2","20_kasumi_cool_in","","0","0","19210014","921"
"20_kasumi_cool_loop","3","3","1","0.2","20_kasumi_cool_in","","0","0","19210015","921"
"0","21","vo_fpc","","","vo_fpc_22101","","","0","19210016","921"
"1","11","115711","0","0","フードコートで提供予定だった大量の\n料理がいつのまにか全て消失…","0.5","0","10","19210017","921"
"","91","0","","","","","","","19210018","921"
"","93","0.5","","","0","","","","19210019","921"
"20_kasumi_cool_anger","3","115711","1","0.2","20_kasumi_cool_anger_in","","0","0","19210020","921"
"20_kasumi_cool_loop","3","3","1","0.2","20_kasumi_cool_anger_in","","0","0","19210021","921"
"0","21","vo_fpc","","","vo_fpc_22102","","","0","19210022","921"
"1","11","115711","0","0","今回の事件で不可解な点は目撃者たちが\nことごとく口をつぐんでいる点だ。","0.5","0","10","19210023","921"
"","91","0","","","","","","","19210024","921"
"","93","0.5","","","0","","","","19210025","921"
"0","21","vo_fpc","","","vo_fpc_22103","","","0","19210026","921"
"1","11","115711","0","0","『ユース』や『ひめ』等と口にするものの\n皆目をそらして去っていく…","0.5","0","10","19210027","921"
"","91","0","","","","","","","19210028","921"
"","93","0.5","","","0","","","","19210029","921"
"20_kasumi_approach_loop","3","115711","1","0.1","20_kasumi_approach_in","","0","0","19210030","921"
"20_kasumi_approach_loop","3","3","1","0.1","20_kasumi_approach_in","","0","0","19210031","921"
"0","21","vo_fpc","","","vo_fpc_22104","","","0","19210032","921"
"1","11","115711","0","0","まるで巨大な力をもった闇の権力者集団\nでもいるかのように。","0.5","0","10","19210033","921"
"","91","0","","","","","","","19210034","921"
"","93","0.5","","","0","","","","19210035","921"
"20_kasumi_arm_crossed_loop","3","115711","1","0.2","20_kasumi_arm_crossed_in","","0","0","19210036","921"
"20_kasumi_arm_crossed_loop","3","3","1","0.2","20_kasumi_arm_crossed_in","","0","0","19210037","921"
"0","21","vo_fpc","","","vo_fpc_22105","","","0","19210038","921"
"1","11","115711","0","0","いや、そんな陰謀論はナンセンスだね。\n探偵が追うのは真実のみ。","0.5","0","10","19210039","921"
"","91","0","","","","","","","19210040","921"
"","93","0.5","","","0","","","","19210041","921"
"","3","115711","","0.2","20_kasumi_doya_loop","","","1","19210042","921"
"","3","3","","0.2","20_kasumi_doya_loop","","","1","19210043","921"
"0","21","vo_fpc","","","vo_fpc_22106","","","0","19210044","921"
"1","11","115711","0","0","興味深いことに、代金はきちんと\n支払われているらしい。","0.5","0","10","19210045","921"
"","91","0","","","","","","","19210046","921"
"","93","0.5","","","0","","","","19210047","921"
"","3","115711","","0.2","20_kasumi_thinking_ExBlink","","","1","19210048","921"
"","3","3","","0.2","20_kasumi_thinking_ExBlink","","","1","19210049","921"
"0","21","vo_fpc","","","vo_fpc_22107","","","0","19210050","921"
"1","11","115711","0","0","ずいぶん几帳面な犯人だね。しかし、\nユース、ひめ…いったい何者なんだ？","0.5","0","10","19210051","921"
"","91","0","","","","","","","19210052","921"
"","93","0.5","","","0","","","","19210053","921"
"","3","115711","","0.2","20_kasumi_thinking","","","1","19210054","921"
"","3","3","","0.2","20_kasumi_thinking","","","1","19210055","921"
"0","21","vo_fpc","","","vo_fpc_22108","","","0","19210056","921"
"1","11","115711","0","0","果たして、そんな人物が、\n実在するのであろうか…","0.5","0","10","19210057","921"
"","91","0","","","","","","","19210058","921"
"","93","0.5","","","0","","","","19210059","921"
"","3","115711","","0.2","20_kasumi_walk","","","1","19210060","921"
"","3","3","","0.2","20_kasumi_walk","","","1","19210061","921"
"4.41176470588235","2","115711","0","","750","","","-15","19210062","921"
"4.41176470588235","2","3","0","","750","","","-15","19210063","921"
"","91","0","","","","","","","19210064","921"
"-750","1","1","-15","1.4875","115711","20_kasumi_walk","0","22","19220001","922"
"-750","5","3","-15","1.4875","3","20_kasumi_walk","0","23","19220002","922"
"","23","se_10053800","","","se_fpc_water_random","","","1","19220003","922"
"","91","19220002","","","","","","","19220004","922"
"4.41176470588235","2","115711","0","","0","","","-15","19220005","922"
"4.41176470588235","2","3","0","","0","","","-15","19220006","922"
"","91","0","","","","","","","19220007","922"
"","3","115711","","0.3","20_kasumi_talk","","","1","19220008","922"
"","3","3","","0.3","20_kasumi_talk","","","1","19220009","922"
"0","21","vo_fpc","","","vo_fpc_22200","","","0","19220010","922"
"1","11","115711","0","0","名探偵カスミのメルクリゾート事件簿\n「ドッペルゲンガー事件」","0.5","0","10","19220011","922"
"","91","0","","","","","","","19220012","922"
"","93","0.5","","","0","","","","19220013","922"
