9d0a71109f43f85eb881037090940077ddf171110635b7c79e65eea85a70176e,3aa4413997173891ec8351d8313f77de0d0912195968ab12430c4cdc2a4f710c,3486f47ab55f203025b315fc1916c02e8dc59cded6cc3b8459599a77f7f7a9f8,f9a7b81975a41c25591c10bc948408f23ff4fc01d935d07403e5171b8b18eae2,a08b91304b86a9c1788038195aaf519052a5ec594e9eeb9fed0a95aa5fcddd4e,ed2f1583beddacb704adef028eaf3e493097977c7737e6879119e5c45ed2962d,31bfa15dc81fec773efb3c37b734ad91713032cb395925bccc0a61d0c31a85a0,f420731edc18cd571b8a64517a37ce5d4f562ee36517a3967506d0bcd0d3c3b9,226c015408ae5b15dbcb32083e96d8152a5bddd4f5c3379aa438aeb00a9b448e,0987cc500e5d86bac8b4b16a0e6553b038447186c8dafb8571eb972d83e51809,3e9c4dafd01c80160e79dabe1fcd89478657ce5b1f833606ea8bb8dfbf74a4d2
"11","0","…流れるプールなんだし、同じ場所を\nループしてるだけじゃない？","1","0.5","0","0","110311","10","917","19170029"
"91","","","","","","","0","","917","19170030"
"3","0.1","17_akino_pause_in","17_akino_pause_loop","","1","0.1","126711","0","917","19170031"
"3","0.1","17_akino_pause_in","17_akino_pause_loop","","1","0.1","3","0","917","19170032"
"3","","cmn_boat_idle","","","","0.1","2","1","917","19170033"
"93","","0","","","","","2","","917","19170034"
"3","0.1","17_akino_shock_in","17_akino_shock_loop","","1","0.3","126711","0","917","19170035"
"3","","empty","","","","","3","0","917","19170036"
"3","","cmn_boat_idle","","","","0.3","2","1","917","19170037"
"21","","vo_fpc_21703","0","","","","vo_fpc","","917","19170038"
"11","0","そ、そうなんですの！？\n盲点でしたわーーー！","1","0.5","0","0","126711","10","917","19170039"
"91","","","","","","","0","","917","19170040"
"93","","0","","","","","0.5","","917","19170041"
"2","","900","5.29411764705882","","","","126711","-180","917","19170042"
"2","","900","5.29411764705882","","","","2","-180","917","19170043"
"33","","900","5.29411764705882","","","","126711","-180","917","19170044"
"93","","0","","","","","2.7","","917","19170045"
"3","0.1","17_saren_turn","cmn_walk","","1","0.1","110311","0","917","19170046"
"2","","750","2.64705882352941","","","","110311","-15","917","19170047"
"91","","","","","","","19170042","","917","19170048"
"91","","","","","","","19170047","","917","19170049"
"1","0","113511","-850","18_misato_backWalk","-180","1.75","1","22","918","19180001"
"1","0","110111","-1010","18_io_flutterKick","-180","1.75","1","23","918","19180002"
"31","","41","-180","","1","0","14","-850","918","19180003"
"31","","11","-180","","1","0","2","50","918","19180004"
"31","","42","-180","","1","0","14","-110","918","19180005"
"31","","12","-180","","1","1","123","-1010","918","19180006"
"23","","se_fpc_water_random","","","","","se_10053800","1","918","19180007"
"91","","0","","","","","19180006","","918","19180008"
"2","","50","6.61764705882353","","12","","113511","-180","918","19180009"
"33","","50","6.61764705882353","","12","","41","-180","918","19180010"
"2","","-110","6.61764705882353","","12","","110111","-180","918","19180011"
"33","","-110","6.61764705882353","","12","","12","-180","918","19180012"
"91","","","","","","","19180009","","918","19180013"
"3","","18_misato_backWalkIdle","","","","0.2","113511","1","918","19180014"
"21","","vo_fpc_21800","0","","","","vo_fpc","","918","19180015"
"11","0","イオ先生、その調子。\n上手にバタ足できてるわよ～♪","1","0.5","0","0","113511","10","918","19180016"
"91","","","","","","","0","","918","19180017"
"93","","0","","","","","0.5","","918","19180018"
"21","","vo_fpc_21801","0","","","","vo_fpc","","918","19180019"
"11","0","は、はい！　よいしょ、よいしょ…\nごめんなさい、せっかくのプールで\n練習に付き合ってもらって…","1","0.5","0","0","110111","10","918","19180020"
"91","","","","","","","0","","918","19180021"
"93","","0","","","","","0.5","","918","19180022"
"21","","vo_fpc_21802","0","","","","vo_fpc","","918","19180023"
"11","0","いいのよ。\n先生はいつでも頑張る子の味方だもの♪","1","0.5","0","0","113511","10","918","19180024"
"91","","","","","","","0","","918","19180025"
"93","","0","","","","","0.5","","918","19180026"
"32","","0","","","","","12","","918","19180027"
"32","","1","","","","","42","","918","19180028"
"32","","1","","","","","41","","918","19180029"
"3","0.1","18_misato_idle_in","18_misato_idle_loop","","1","0.1","113511","0","918","19180030"
"3","0.1","18_io_stopSwim_in","18_io_stopSwim_loop","","1","0.1","110111","0","918","19180031"
"21","","vo_fpc_21803","0","","","","vo_fpc","","918","19180032"
"11","0","でも、私も先生だから\n本当は教えてあげないといけないのに…","1","0.5","0","0","110111","10","918","19180033"
"91","","","","","","","0","","918","19180034"
"93","","0","","","","","0.5","","918","19180035"
"3","0.1","18_misato_talk_in","18_misato_talk_loop","","1","0.1","113511","0","918","19180036"
"21","","vo_fpc_21804","0","","","","vo_fpc","","918","19180037"
"11","0","こうして今からでも何かを\n学ぶっていう経験は\nきっと子供たちに教えるうえで\n役に立つと思うの。","1","0.5","0","0","113511","10","918","19180038"
"91","","","","","","","0","","918","19180039"
"93","","0","","","","","0.5","","918","19180040"
"21","","vo_fpc_21805","0","","","","vo_fpc","","918","19180041"
"11","0","それに…\n生徒にもいろんな子がいるんだから、\n色んな先生がいてもいいじゃない？","1","0.5","0","0","113511","10","918","19180042"
"91","","","","","","","0","","918","19180043"
"93","","0","","","","","0.5","","918","19180044"
"3","0.1","18_io_guts_in","18_io_guts_loop","","1","0.1","110111","0","918","19180045"
"21","","vo_fpc_21806","0","","","","vo_fpc","","918","19180046"
"11","0","ミサト先生…\n私、がんばります！\n授業も、泳ぎも…","1","0.5","0","0","110111","10","918","19180047"
"91","","","","","","","0","","918","19180048"
"93","","0","","","","","0.5","","918","19180049"
"3","0.1","18_io_flutterKick2_in","18_io_flutterKick2_loop","","1","0.1","110111","0","918","19180050"
"2","","300","1.8552036199095","","","","110111","-180","918","19180051"
"33","","300","1.8552036199095","","","","42","-180","918","19180052"
"33","","300","1.8552036199095","","","","12","-180","918","19180053"
"32","","0","","","","","42","","918","19180054"
"32","","1","","","","","12","","918","19180055"
"93","","0","","","","","1","","918","19180056"
"3","0.1","18_misato_talk2_in","18_misato_talk2_loop","","1","0.1","113511","0","918","19180057"
"91","","","","","","","19180051","","918","19180058"
"2","","850","3.23529411764706","","","","110111","-180","918","19180059"
"33","","850","3.23529411764706","","","","42","-180","918","19180060"
"33","","850","3.23529411764706","","","","12","-180","918","19180061"
"32","","1","","","","","42","","918","19180062"
"32","","0","","","","","12","","918","19180063"
"3","0.1","18_misato_surprise_in","18_misato_surprise_loop","","1","0.1","113511","0","918","19180064"
"3","0.1","18_io_accident_in","18_io_accident_loop","","1","0.1","110111","0","918","19180065"
"21","","vo_fpc_21807","0","","","","vo_fpc","","918","19180066"
"11","0","きゃっ水着が！","1","0.5","0","0","110111","10","918","19180067"
"91","","","","","","","0","","918","19180068"
"93","","0","","","","","0.5","","918","19180069"
"21","","vo_fpc_21808","0","","","","vo_fpc","","918","19180070"
"11","0","イオ先生！？\nあらあら～！","1","0.5","0","0","113511","10","918","19180071"
"91","","","","","","","0","","918","19180072"
"93","","0","","","","","0.5","","918","19180073"
"3","0.1","18_misato_breastStroke_in","cmn_swm_breastStroke","","1","0","113511","0","918","19180074"
"32","","0","","","","","41","","918","19180075"
"32","","1","","","","","11","","918","19180076"
"2","","850","3.61990950226244","","","","113511","-180","918","19180077"
"33","","850","3.61990950226244","","","","11","-180","918","19180078"
"91","","","","","","","19180059","","918","19180079"
"91","","","","","","","19180077","","918","19180080"
"1","0","117211","-850","19_nozomi_float","-180","1.75","1","22","919","19190001"
"1","0","110011","-1150","19_suzuna_float","-180","1.75","1","22","919","19190002"
"1","0","117411","-750","19_tsumugi_search","-15","1.4875","1","12","919","19190003"
"31","","61","-180","","1","1","6","-820","919","19190004"
"31","","1211","-180","","1","1","121","-850","919","19190005"
"31","","1221","-180","","1","0","122","150","919","19190006"
"31","","62","-180","","1","1","6","-1150","919","19190007"
"31","","1212","-180","","1","1","121","-1180","919","19190008"
"31","","1222","-180","","1","0","122","-180","919","19190009"
"13","","45","","","","","117211","","919","19190010"
"13","","45","","","","","110011","","919","19190011"
"13","","45","","","","","117411","","919","19190012"
"23","","se_fpc_water_random","","","","","se_10053800","1","919","19190013"
"13","","49","","","","","117411","","919","19190014"
"91","","0","","","","","19190012","","919","19190015"
"2","","330","9.92647058823529","","","","117411","-15","919","19190016"
"93","","0","","","","","3.5","","919","19190017"
"21","","vo_fpc_21900","0","","","","vo_fpc","","919","19190018"
"11","0","ノゾミさん、どこに行ったんでしょう？\n新衣装の案を思いついたのに…","1","0.5","0","0","117411","15","919","19190019"
"91","","","","","","","0","","919","19190020"
"93","","0","","","","","0.5","","919","19190021"
"91","","","","","","","19190016","","919","19190022"
"3","","19_nozomi_float","","","","0.1","117211","1","919","19190023"
"3","0.1","19_tsumugi_notice_in","19_tsumugi_notice_loop","","1","0.1","117411","0","919","19190024"
"93","","0","","","","","0.2","","919","19190025"
"21","","vo_fpc_21901","0","","","","vo_fpc","","919","19190026"
"11","0","あら？　あれは…上流から何か\n光るものが…","1","0.5","0","0","117411","10","919","19190027"
"91","","","","","","","0","","919","19190028"
"93","","0","","","","","0.5","","919","19190029"
"2","","150","7.35294117647059","","12","","117211","-180","919","19190030"
"33","","180","7.35294117647059","","12","","61","-180","919","19190031"
"33","","150","7.35294117647059","","12","","1211","-180","919","19190032"
"2","","-150","7.35294117647059","","12","","110011","-180","919","19190033"
"33","","-150","7.35294117647059","","12","","62","-180","919","19190034"
"33","","-180","7.35294117647059","","12","","1212","-180","919","19190035"
"93","","0","","","","","2","","919","19190036"
"3","0.1","19_tsumugi_dazzled_in","19_tsumugi_dazzled_loop","","1","0.1","117411","0","919","19190037"
"91","","","","","","","19190030","","919","19190038"
"21","","vo_fpc_21902","0","","","","vo_fpc","","919","19190039"
"11","0","メルクリゾートウィスタリアンズ、\n色んなエリアがあって\nすっごく楽しいね！","1","0.5","0","-30","117211","10","919","19190040"
"91","","","","","","","0","","919","19190041"
"93","","0","","","","","0.5","","919","19190042"
"21","","vo_fpc_21903","0","","","","vo_fpc","","919","19190043"
"11","0","ねー♪　めっちゃ映える系？\n写真撮ろ写真～！","1","0.5","0","0","110011","10","919","19190044"
"91","","","","","","","0","","919","19190045"
"93","","0","","","","","0.5","","919","19190046"
"21","","vo_fpc_21904","0","","","","vo_fpc","","919","19190047"
"11","0","え。二人とも何してるんですか！？\nってか眩しすぎません？","1","0.5","0","0","117411","10","919","19190048"
"91","","","","","","","0","","919","19190049"
"93","","0","","","","","0.5","","919","19190050"
"33","","150","0","","","","61","-180","919","19190051"
"33","","120","0","","","","1211","-180","919","19190052"
"4","","1","","","","","117211","","919","19190053"
"3","0.1","19_nozomi_notice_float","19_nozomi_float","","1","","117211","0","919","19190054"
"21","","vo_fpc_21905","0","","","","vo_fpc","","919","19190055"
"11","0","あ、ツムギ！\nスズナちゃんのカリスマオーラが\nすっごいからだよ！","1","0.5","0","-30","117211","10","919","19190056"
"91","","","","","","","0","","919","19190057"
"93","","0","","","","","0.5","","919","19190058"
"21","","vo_fpc_21906","0","","","","vo_fpc","","919","19190059"
"11","0","え～、ノゾミンのアイドルオーラも\nあいかわらずキラッキラで\n鬼やばのやばっしょ！","1","0.5","0","0","110011","10","919","19190060"
"91","","","","","","","0","","919","19190061"
"93","","0","","","","","0.5","","919","19190062"
"33","","180","0","","","","61","-180","919","19190063"
"33","","150","0","","","","1211","-180","919","19190064"
"4","","0","","","","","117211","","919","19190065"
"3","0.1","19_nozomi_notice_float","19_nozomi_float","","1","","117211","0","919","19190066"
"21","","vo_fpc_21907","0","","","","vo_fpc","","919","19190067"
"11","0","私も負けてられないな♪\nもっともっと輝かないと！","1","0.5","0","-30","117211","10","919","19190068"
"91","","","","","","","0","","919","19190069"
"93","","0","","","","","0.5","","919","19190070"
"3","0.1","19_nozomi_pose_in","19_nozomi_pose_loop","","1","0.1","117211","0","919","19190071"
"32","","1","","","","","1221","","919","19190072"
"32","","0","","","","","1211","","919","19190073"
"93","","0","","","","","1.5","","919","19190074"
"21","","vo_fpc_21908","0","","","","vo_fpc","","919","19190075"
"11","0","ウチも、アゲていくよー！\nん～…たー！！","1","0.5","0","0","110011","10","919","19190076"
"91","","","","","","","0","","919","19190077"
"93","","0","","","","","0.5","","919","19190078"
"3","0.1","19_suzuna_pose_in","19_suzuna_pose_loop","","1","0.1","110011","0","919","19190079"
"32","","1","","","","","1222","","919","19190080"
"32","","0","","","","","1212","","919","19190081"
"93","","0","","","","","1.5","","919","19190082"
"2","","1150","7.35294117647059","","","","117211","-180","919","19190083"
"33","","1180","7.35294117647059","","","","61","-180","919","19190084"
"33","","1150","7.35294117647059","","","","1221","-180","919","19190085"
"2","","850","7.35294117647059","","","","110011","-180","919","19190086"
"33","","850","7.35294117647059","","","","62","-180","919","19190087"
"33","","820","7.35294117647059","","","","1222","-180","919","19190088"
"21","","vo_fpc_21909","0","","","","vo_fpc","","919","19190089"
"11","0","ああっ！　さらに眩しくっ！？\nノ、ノゾミさん！　待ってくださーい！","1","0.5","0","0","117411","10","919","19190090"
"91","","","","","","","0","","919","19190091"
"93","","0","","","","","0.5","","919","19190092"
"91","","","","","","","19190083","","919","19190093"
"3","0.1","19_tsumugi_run_in","19_tsumugi_run_loop","","1","0.1","117411","0","919","19190094"
"93","","0","","","","","0.3","","919","19190095"
"2","","750","1.46188652975983","","","","117411","-15","919","19190096"
"91","","","","","","","19190096","","919","19190097"
"1","0","115711","-750","20_kasumi_walk","-15","1.4875","1","22","920","19200001"
"5","0","3","-750","20_kasumi_walk","-15","1.4875","3","23","920","19200002"
"23","","se_fpc_water_random","","","","","se_10053800","1","920","19200003"
"91","","","","","","","19200002","","920","19200004"
"2","","0","4.41176470588235","","0","","115711","-15","920","19200005"
"2","","0","4.41176470588235","","0","","3","-15","920","19200006"
