754d34bc3556b5a09481260a985d0e293b45f81c9a5fa37b2d3e381df95abb08,a92f941cd7e6fb41304ff0d5b86305922f790a3a08164b30ec445518b9310466,4ae02f8393fd82a951c88e2749940bc360a93ec094c485bedaf5c812e687c4cf,bd18c08a56df9622cad1cfb466b854a1bcfd3a7a6be0ffc01fc207e4c1886a3f,dbe7ac9443e36650d6c0402ac8586700373bb03c313dc544b559c48c90bc2ecb,aceb6d61f8404b9b8b101e908efb879ed0b0aa9ca5446e7173f6a67d99885e06,f53ea4732a95232e4ba5c6bdcb42734304d7c20f2fb81af798a35f9086f20de2,8a679b8caa1c0f0aa554611238f0695834f1db6576d2e66bd286b1030232763d,e3e5c305f7338bee00fe222a033c878d413417353aceeedbf4fcfdcba6b7495f,f387f0d7449b434fa6ab063052e0b4e8e25d00c9bd18d3180a2f75de3f793ad0,f0b995c43e5a0a26073b284bfbf3385cc8cde3ae0c57591065fcebf5e1dc3407
"109211","1","29014","1","それじゃ、味わって食べなくちゃね！\nあなたも来てくれてありがとう！\nそうだ、みんなで記念の一枚を撮ろう！\n映写魔法を覚えたから、私に任せて♪","11","0.5","0","10","0","29014073"
"0","","29014","","","91","","","","","29014074"
"0","","29014","","","22","","","","","29014075"
"bgm_M321","","30114","","bgm_M321_2C","25","","","","","30114001"
"1","-1000","30114","-70","102511","1","wac_birthday_idle_normal","2","250","0","30114002"
"1","190","30114","-270","102811","1","wac_birthday_idle_normal","2","256","1","30114003"
"1","320","30114","-310","102311","1","wac_birthday_idle_wish","2","258","1","30114004"
"1","460","30114","-290","102111","1","wac_birthday_idle_smile","2","257","1","30114005"
"102511","","30114","","300","13","","","","","30114006"
"102811","","30114","","300","13","","","","","30114007"
"102311","","30114","","300","13","","","","","30114008"
"102111","","30114","","300","13","","","","","30114009"
"502","0","30114","1","502","31","","0","0","","30114010"
"600","0","30114","1","600","31","","1","0","","30114011"
"602","0","30114","1","602","31","","0","0","","30114012"
"603","0","30114","1","603","31","","0","0","","30114013"
"604","60","30114","1","604","31","","1","30","","30114014"
"615","0","30114","1","615","31","","1","0","","30114015"
"700","0","30114","1","700","31","","0","0","","30114016"
"701","0","30114","1","701","31","","0","0","","30114017"
"702","0","30114","1","702","31","","0","0","","30114018"
"800","0","30114","1","800","31","","0","0","","30114019"
"950","60","30114","1","950","31","","1","30","","30114020"
"1","","30114","","","93","","","","","30114021"
"102311","wac_birthday_reaction_03","30114","1","wac_birthday_reaction_02","3","","0.2","0","0.2","30114022"
"0.1","","30114","","","93","","","","","30114023"
"102811","wac_birthday_reaction_04","30114","1","wac_birthday_reaction_01","3","","0.2","0","0.2","30114024"
"102111","wac_birthday_reaction_03","30114","1","wac_birthday_reaction_01","3","","0.2","0","0.2","30114025"
"0.3","","30114","","","93","","","","","30114026"
"102511","","30114","","wac_birthday_run_01","3","","0.2","1","","30114027"
"102511","3","30114","","0","2","","","-70","","30114028"
"2.5","","30114","","","93","","","","","30114029"
"602","","30114","","1","32","","","","","30114030"
"0.6","","30114","","","93","","","","","30114031"
"502","","30114","","1","32","","","","","30114032"
"600","","30114","","0","32","","","","","30114033"
"615","","30114","","0","32","","","","","30114034"
"604","","30114","","0","32","","","","","30114035"
"701","","30114","","1","32","","","","","30114036"
"950","0.01","30114","","0","33","","","0","","30114037"
"102511","wac_birthday_wish_04","30114","1","wac_birthday_blowout_03","3","","0.2","0","0.2","30114038"
"102511","0.01","30114","","-200","2","","","-330","","30114039"
"102811","","30114","","wac_birthday_idle_normal","3","","0.2","1","","30114040"
"102811","0.01","30114","","180","2","","","-320","","30114041"
"102311","","30114","","wac_birthday_idle_wish","3","","0.2","1","","30114042"
"102311","0.01","30114","","300","2","","","-360","","30114043"
"102111","","30114","","wac_birthday_idle_smile","3","","0.2","1","","30114044"
"102111","0.01","30114","","440","2","","","-340","","30114045"
"0","","30114","","","93","","","","","30114046"
"800","","30114","","1","32","","","","","30114047"
"0.7","","30114","","","93","","","","","30114048"
"702","","30114","","1","32","","","","","30114049"
"0.5","","30114","","","93","","","","","30114050"
"se_common","","30114","","se_sys_login_birthday_blow_candle","23","","","0","","30114051"
"701","","30114","","0","32","","","","","30114052"
"0.4","","30114","","","93","","","","","30114053"
"se_common","","30114","","se_sys_login_birthday_cracker","23","","","0","","30114054"
"700","","30114","","1","32","","","","","30114055"
"se_common","","30114","","se_sys_login_birthday_calendar_applause","23","","","0","","30114056"
"102811","wac_birthday_idle_normal","30114","1","wac_birthday_clap","3","","0.2","0","0.2","30114057"
"0.1","","30114","","","93","","","","","30114058"
"102311","wac_birthday_idle_wish","30114","1","wac_birthday_clap_to_wish","3","","0.2","0","0.2","30114059"
"0.1","","30114","","","93","","","","","30114060"
"102111","wac_birthday_idle_smile","30114","1","wac_birthday_clap","3","","0.2","0","0.2","30114061"
"2","","30114","","","93","","","","","30114062"
"1","","30114","","","131","","","","","30114063"
"vo_wac_30114","0","30114","","vo_wac_30114_000","21","","","0","","30114064"
"102511","1","30114","1","こ、こんな立派な誕生日ケーキ……！\nあの、本当によろしかったんですか？\n私、普段からドジばっかりで、\nお役に立ててる自信がなくて……","11","0.5","0","10","0","30114065"
"0","","30114","","","91","","","","","30114066"
"102511","","30114","","wac_birthday_idle_sad","3","","0.2","1","","30114067"
"102811","","30114","","wac_birthday_talk_doya","3","","0.2","1","","30114068"
"vo_wac_30114","0","30114","","vo_wac_30114_001","21","","","0","","30114069"
"102811","1","30114","1","ふーん、それなら確認してみる？\nアヤネ、クルミ、教えてあげて？","11","0.5","0","10","0","30114070"
"0","","30114","","","91","","","","","30114071"
"102811","","30114","","wac_birthday_idle_doya","3","","0.2","1","","30114072"
"102311","","30114","","wac_birthday_talk_smile","3","","0.2","1","","30114073"
"vo_wac_30114","0","30114","","vo_wac_30114_002","21","","","0","","30114074"
"102311","1","30114","1","スズメがお掃除とか洗濯とか\nしてくれてるおかげで、\n救護院はいつもきれいだよ！","11","0.5","0","10","0","30114075"
"0","","30114","","","91","","","","","30114076"
"102311","","30114","","wac_birthday_idle_smile","3","","0.2","1","","30114077"
"102111","","30114","","wac_birthday_talk_wish","3","","0.2","1","","30114078"
"vo_wac_30114","0","30114","","vo_wac_30114_003","21","","","0","","30114079"
"102111","1","30114","1","お料理も、えっと……\nお砂糖とお塩が入れ替わってる日も\nあるけど、なにも間違えなかった日は、\nすっごくおいしく作れてると思います♪","11","0.5","0","10","0","30114080"
"0","","30114","","","91","","","","","30114081"
"102111","","30114","","wac_birthday_idle_wish","3","","0.2","1","","30114082"
"102811","","30114","","wac_birthday_talk_smile","3","","0.2","1","","30114083"
"vo_wac_30114","0","30114","","vo_wac_30114_004","21","","","0","","30114084"
"102811","1","30114","1","分かったかしら？\nちょっぴりドジが多くたって、\nみんながあなたに感謝してる。\n……改めて、誕生日おめでとう。","11","0.5","0","10","0","30114085"
"0","","30114","","","91","","","","","30114086"
"102811","","30114","","wac_birthday_idle_smile","3","","0.2","1","","30114087"
"102511","","30114","","wac_birthday_talk_kyapi","3","","0.2","1","","30114088"
"vo_wac_30114","0","30114","","vo_wac_30114_005","21","","","0","","30114089"
"102511","1","30114","1","うぅ……うぅ～！！\n本当にありがとうございます！\nこれからも、もっともっと\n頑張ってご奉仕しますからね！","11","0.5","0","10","0","30114090"
"0","","30114","","","91","","","","","30114091"
"0","","30114","","","22","","","","","30114092"
"bgm_M321","","30314","","bgm_M321_2C","25","","","","","30314001"
"1","-1000","30314","-70","106411","1","wac_birthday_idle_normal","2","250","0","30314002"
"1","200","30314","-270","105811","1","wac_birthday_idle_normal","2","256","1","30314003"
"1","310","30314","-310","106011","1","wac_birthday_idle_doya","2","258","1","30314004"
"1","450","30314","-290","105911","1","wac_birthday_idle_wish","2","257","1","30314005"
"106411","","30314","","300","13","","","","","30314006"
"105811","","30314","","300","13","","","","","30314007"
"106011","","30314","","300","13","","","","","30314008"
"105911","","30314","","300","13","","","","","30314009"
"502","0","30314","1","502","31","","0","0","","30314010"
"600","0","30314","1","600","31","","1","0","","30314011"
"602","0","30314","1","602","31","","0","0","","30314012"
"603","0","30314","1","603","31","","0","0","","30314013"
"604","60","30314","1","604","31","","1","30","","30314014"
"615","0","30314","1","615","31","","1","0","","30314015"
"700","0","30314","1","700","31","","0","0","","30314016"
"701","0","30314","1","701","31","","0","0","","30314017"
"702","0","30314","1","702","31","","0","0","","30314018"
"800","0","30314","1","800","31","","0","0","","30314019"
"951","60","30314","1","951","31","","1","30","","30314020"
"1","","30314","","","93","","","","","30314021"
"106011","wac_birthday_reaction_04","30314","1","wac_birthday_reaction_01","3","","0.2","0","0.2","30314022"
"0.1","","30314","","","93","","","","","30314023"
"105811","wac_birthday_reaction_03","30314","1","wac_birthday_reaction_02","3","","0.2","0","0.2","30314024"
"105911","wac_birthday_reaction_03","30314","1","wac_birthday_reaction_01","3","","0.2","0","0.2","30314025"
"0.3","","30314","","","93","","","","","30314026"
"106411","","30314","","wac_birthday_run_01","3","","0.2","1","","30314027"
"106411","3","30314","","0","2","","","-70","","30314028"
"2.5","","30314","","","93","","","","","30314029"
"602","","30314","","1","32","","","","","30314030"
"0.6","","30314","","","93","","","","","30314031"
"502","","30314","","1","32","","","","","30314032"
"600","","30314","","0","32","","","","","30314033"
"615","","30314","","0","32","","","","","30314034"
"604","","30314","","0","32","","","","","30314035"
"701","","30314","","1","32","","","","","30314036"
"951","0.01","30314","","0","33","","","0","","30314037"
"106411","wac_birthday_wish_01","30314","1","wac_birthday_blowout_01","3","","0.2","0","0.2","30314038"
"106411","0.01","30314","","-200","2","","","-330","","30314039"
"105811","","30314","","wac_birthday_idle_normal","3","","0.2","1","","30314040"
"105811","0.01","30314","","180","2","","","-320","","30314041"
"106011","","30314","","wac_birthday_idle_doya","3","","0.2","1","","30314042"
"106011","0.01","30314","","290","2","","","-360","","30314043"
"105911","","30314","","wac_birthday_idle_wish","3","","0.2","1","","30314044"
"105911","0.01","30314","","420","2","","","-340","","30314045"
"0","","30314","","","93","","","","","30314046"
"800","","30314","","1","32","","","","","30314047"
"0.7","","30314","","","93","","","","","30314048"
"702","","30314","","1","32","","","","","30314049"
"0.5","","30314","","","93","","","","","30314050"
"se_common","","30314","","se_sys_login_birthday_blow_candle","23","","","0","","30314051"
"701","","30314","","0","32","","","","","30314052"
"0.4","","30314","","","93","","","","","30314053"
"se_common","","30314","","se_sys_login_birthday_cracker","23","","","0","","30314054"
"700","","30314","","1","32","","","","","30314055"
"se_common","","30314","","se_sys_login_birthday_calendar_applause","23","","","0","","30314056"
"105811","wac_birthday_idle_normal","30314","1","wac_birthday_clap","3","","0.2","0","0.2","30314057"
"0.1","","30314","","","93","","","","","30314058"
"106011","wac_birthday_idle_doya","30314","1","wac_birthday_clap","3","","0.2","0","0.2","30314059"
"0.1","","30314","","","93","","","","","30314060"
"105911","wac_birthday_idle_wish","30314","1","wac_birthday_clap_to_wish","3","","0.2","0","0.2","30314061"
"2","","30314","","","93","","","","","30314062"
"1","","30314","","","131","","","","","30314063"
"vo_wac_30314","0","30314","","vo_wac_30314_000","21","","","0","","30314064"
"106411","1","30314","1","えっと、私の誕生日をお祝いしてくれて\nありがとう。こんなふうに、\n誰かにお祝いしてもらえるなんて\n思ってなかったわ。","11","0.5","0","10","0","30314065"
"0","","30314","","","91","","","","","30314066"
"106411","","30314","","wac_birthday_idle_smile","3","","0.2","1","","30314067"
"105811","","30314","","wac_birthday_talk_smile","3","","0.2","1","","30314068"
"vo_wac_30314","0","30314","","vo_wac_30314_001","21","","","0","","30314069"
"105811","1","30314","1","お祝いするに決まってますよ～！\nシェフィちゃんは【美食殿】の大切な\n仲間なんですから♪","11","0.5","0","10","0","30314070"
"0","","30314","","","91","","","","","30314071"
"105811","","30314","","wac_birthday_idle_smile","3","","0.2","1","","30314072"
"106411","","30314","","wac_birthday_talk_sad","3","","0.2","1","","30314073"
"vo_wac_30314","0","30314","","vo_wac_30314_002","21","","","0","","30314074"
"106411","1","30314","1","でも、たくさん迷惑をかけているし。\nこんなふうにお祝いをしてもらう\n資格なんて……私には……","11","0.5","0","10","0","30314075"
"0","","30314","","","91","","","","","30314076"
"106411","","30314","","wac_birthday_idle_sad","3","","0.2","1","","30314077"
"106011","","30314","","wac_birthday_talk_smile","3","","0.2","1","","30314078"
"vo_wac_30314","0","30314","","vo_wac_30314_003","21","","","0","","30314079"
"106011","1","30314","1","そうよね～、迷惑かけまくりよね～？\nお腹が空いたらすぐ泣くし、目についた\n物はなんでも口に入れちゃうし。","11","0.5","0","10","0","30314080"
"0","","30314","","","91","","","","","30314081"
"106011","","30314","","wac_birthday_idle_normal","3","","0.2","1","","30314082"
"106411","","30314","","wac_birthday_talk_sad","3","","0.2","1","","30314083"
"vo_wac_30314","0","30314","","vo_wac_30314_004","21","","","0","","30314084"
"106411","1","30314","1","そ、それはまた別の話でしょう！？\n私が言いたいのは……！","11","0.5","0","10","0","30314085"
"0","","30314","","","91","","","","","30314086"
"106411","","30314","","wac_birthday_idle_sad","3","","0.2","1","","30314087"
"105911","","30314","","wac_birthday_talk_smile","3","","0.2","1","","30314088"
"vo_wac_30314","0","30314","","vo_wac_30314_005","21","","","0","","30314089"
"105911","1","30314","1","わかっております、シェフィさま。\nそれでも……お二人は、あなたを\n大切に想っているのです。\nもちろん、わたくしと主さまも。","11","0.5","0","10","0","30314090"
