ccd3dcd6e0890cf6ef7dec61aa6510fad91d5a9b0444f9cf8eeb7cfab6abb653,33acb2aab9ae4aec8a5dd35b4a02ce800f71c6b3705e2147d1d9c0c432c0c784,5889e435b70ce9af451894da0c4853ada4b5797c604e32f30fa00db92384ae53,5211efcfd0f5e4c50af243847e77ba91a8fa9154e4267b1533f4c337a616b925,fc34520ea0f394dbbd967aef4afd8b7d1f8de22932c68cf76232737ecf858427,e6f41d7a1024f2f007020b6a5eb55fd47494ac59a8ccfa5bcc202f7d5ea44ab1,04ea5b9461c6ffaec5e473bde9af213b0f681e1dd7fed26b002b5419dfff06ca,9bf5ae7a0a4287719ee2f88b76a17dba3a15cad6b56440e7794ff1f4a57867d4,19ebb6a566baef6b59b91ccf418379bc3a93ca0a143e353d0091b218c8f4300a,6b0b5960a3e414a77f689cc1296fe8e50740150da5f65c82c282a014949fe2a4,6d6b5fe8531f70503c3d8ddd1ad6e2b8e0c7b61d8f808135d39961dc8b476901
"3","","","40075","0.2","0","9","","","grab_move","1400750007"
"3","","","40075","0.2","0","16","","","grab_move","1400750008"
"93","","","40075","","","1.5","","","0","1400750009"
"23","","","40075","","0","se_travel_top","","","se_travel_top_ziz_cry_pass","1400750010"
"2","","","40075","","-270","1000001","","0.01","0","1400750011"
"2","","","40075","","-270","9","","0.01","0","1400750012"
"2","","","40075","","-270","16","","0.01","0","1400750013"
"32","","","40075","","","400702","","","0","1400750014"
"32","","","40075","","","400703","","","1","1400750015"
"32","","","40075","","","400781","","","1","1400750016"
"93","","","40075","","","0.1","","","0","1400750017"
"3","","","40075","0","0","1000001","","","travel_topdrama_r_4007_put","1400750018"
"3","","","40075","0","0","9","","","put","1400750019"
"3","","","40075","0","0","16","","","put","1400750020"
"93","","","40075","","","1.3","","","0","1400750021"
"23","","","40075","","0","se_travel_top","","","se_travel_top_ziz_drop1","1400750022"
"32","","","40075","","","400730","","","1","1400750023"
"93","","","40075","","","1","","","0","1400750024"
"23","","","40075","","0","se_travel_top","","","se_travel_top_ziz_dizzy","1400750025"
"93","","","40075","","","1.2","","","0","1400750026"
"23","","","40075","","0","se_travel_top","","","se_travel_top_ziz_joy1","1400750027"
"93","","","40075","","","0.3","","","0","1400750028"
"12","0","","40075","","0.01","1000001","","0","7","1400750029"
"93","","","40075","","","1","","","0","1400750030"
"111","","","40075","","","","","","","1400750031"
"91","","","40075","","","0","","","","1400750032"
"5","-75","run","40091","0.35","60","18","1","0","400991","1400910001"
"5","-38","run2","40091","0.35","58","18","1","-67","400992","1400910002"
"5","-16","run3","40091","0.35","56","18","1","47","400993","1400910003"
"31","0.35","","40091","1","0","400915","","-75","400915","1400910004"
"5","-90","rare","40091","1","110","0","0","0","0","1400910005"
"91","","","40091","","","0","","","0","1400910006"
"3","","","40091","0","0","400991","0","","run","1400910007"
"3","","","40091","0","0","400992","0","","run2","1400910008"
"3","","","40091","0","0","400993","0","","run3","1400910009"
"91","","","40091","","","0","","","0","1400910010"
"101","0","","40091","","100","1400910007","","8.72","100","1400910011"
"3","","","40091","0","1","400991","0","","run","1400910012"
"3","","","40091","0","1","400992","0","","run2","1400910013"
"3","","","40091","0","1","400993","0","","run3","1400910014"
"91","","","40091","","","0","","","0","1400910015"
"1","-177","travel_topdrama_r_4009_run","40092","1.46","51","1","0","-1000","1000001","1400920001"
"5","-330","empty","40092","0.8","60","18","1","-1000","400991","1400920002"
"5","-320","empty","40092","0.8","58","18","1","-1000","400992","1400920003"
"5","-280","empty","40092","0.8","56","18","1","-1000","400993","1400920004"
"5","-92","travel_topdrama_r_4000_empty","40092","1.46","53","17","0","-250","400999","1400920005"
"31","1","","40092","1","-1000","400904","","-147","400904","1400920006"
"31","1","","40092","0","-1000","400912","","-330","400951","1400920007"
"31","1","","40092","0","-1000","400912","","-320","400952","1400920008"
"31","1","","40092","0","-1000","400912","","-280","400953","1400920009"
"31","1","","40092","1","-990","400905","","18","400905","1400920010"
"31","1","","40092","1","0","400900","","0","400900","1400920011"
"31","1","","40092","1","0","400901","","0","400901","1400920012"
"31","1","","40092","1","0","400902","","0","400902","1400920013"
"31","1","","40092","0","0","400990","","0","400990","1400920014"
"31","1","","40092","1","0","400009","","0","400009","1400920015"
"91","","","40092","","","0","","","","1400920016"
"23","","","40092","","0","se_travel_top","","","se_travel_top_flock_foot1","1400920017"
"93","","","40092","","","0.3","","","0","1400920018"
"3","0","","40092","0.2","1","1000001","","","travel_topdrama_r_4009_run","1400920019"
"2","0","","40092","","-177","1000001","","2","0","1400920020"
"33","0","","40092","","18","400905","","2","-50","1400920021"
"33","0","","40092","","-147","400904","","2","0","1400920022"
"93","","","40092","","","0.7","","","0","1400920023"
"23","","","40092","","0","se_travel_top","","","se_travel_top_flock_rumble","1400920024"
"122","","","40092","","3","3.5","","","7","1400920025"
"91","","","40092","","","1400920020","","","","1400920026"
"3","0","","40092","0.2","1","1000001","","","travel_topdrama_r_4009_lookAround","1400920027"
"93","","","40092","","","1.2","","","0","1400920028"
"32","","","40092","","","400990","","","1","1400920029"
"103","","","40092","","","木の陰に隠れる","","","1400920032","1400920030"
"103","","","40092","","","岩の陰に隠れる","","","1400920034","1400920031"
"102","","","40092","","","1","","","0","1400920032"
"101","","","40092","","","1400920036","","","","1400920033"
"102","","","40092","","","2","","","0","1400920034"
"101","","","40092","","","1400920036","","","","1400920035"
"91","","","40092","","","0","","","","1400920036"
"93","","","40093","","","0.1","","","","1400930001"
"32","","","40093","","","400990","","","0","1400930002"
"5","-150","empty","40093","0.75","53","18","1","-1000","400994","1400930003"
"5","-160","empty","40093","0.75","53","18","1","-1000","400995","1400930004"
"31","1","","40093","0","-1000","400911","","-150","400954","1400930005"
"31","1","","40093","0","-1000","400911","","-160","400955","1400930006"
"31","1","","40093","0","0","400906","","-177","400906","1400930007"
"31","1","","40093","0","-173","400908","","103","400908","1400930008"
"31","1","","40093","0","0","400916","","0","400916","1400930009"
"31","1","","40093","1","0","400903","","0","400903","1400930010"
"93","","","40093","","","0.01","","","0","1400930011"
"32","","","40093","","","400902","","","0","1400930012"
"23","","","40093","","0","se_travel_top","","","se_travel_top_flock_hide1","1400930013"
"3","0","","40093","0","0","1000001","0","","travel_topdrama_r_4009_hide_tree","1400930014"
"32","","","40093","","","400906","","","1","1400930015"
"93","","","40093","","","0.45","","","0","1400930016"
"3","","","40093","0","0","1000001","","","travel_topdrama_r_4009_scared_tree","1400930017"
"2","0","","40093","","-92","1000001","","0","-250","1400930018"
"93","","","40093","","","0.5","","","0","1400930019"
"23","","","40093","","0","se_travel_top","","","se_travel_top_flock_pass_away","1400930020"
"122","","","40093","","4.6","10","","","20","1400930021"
"3","","","40093","0","1","400991","","","run","1400930022"
"2","0","","40093","","-330","400991","","3","1500","1400930023"
"32","","","40093","","","400951","","","1","1400930024"
"33","0","","40093","","-330","400951","","3","1500","1400930025"
"93","","","40093","","","0.4","","","0","1400930026"
"3","","","40093","0","1","400994","","","run","1400930027"
"2","0","","40093","","-150","400994","","2.7","1500","1400930028"
"32","","","40093","","","400954","","","1","1400930029"
"33","0","","40093","","-150","400954","","2.7","1500","1400930030"
"93","","","40093","","","0.2","","","0","1400930031"
"3","","","40093","0","1","400993","","","run","1400930032"
"2","0","","40093","","-280","400993","","3","1500","1400930033"
"32","","","40093","","","400953","","","1","1400930034"
"33","0","","40093","","-280","400953","","3","1500","1400930035"
"93","","","40093","","","0.4","","","0","1400930036"
"3","","","40093","0","1","400995","","","run","1400930037"
"2","0","","40093","","-160","400995","","3","1500","1400930038"
"32","","","40093","","","400955","","","1","1400930039"
"33","0","","40093","","-160","400955","","3","1500","1400930040"
"93","","","40093","","","0.5","","","0","1400930041"
"3","","","40093","0","1","400992","","","run","1400930042"
"2","0","","40093","","-320","400992","","2.4","1500","1400930043"
"32","","","40093","","","400952","","","1","1400930044"
"33","0","","40093","","-320","400952","","2.4","1500","1400930045"
"93","","","40093","","","1.6","","","","1400930046"
"93","","","40093","","","0.7","","","0","1400930047"
"3","","","40093","0","0","1000001","","","travel_topdrama_r_4009_relief_tree","1400930048"
"3","","","40093","0","0","400999","","","travel_topdrama_r_4009_relief_tree","1400930049"
"32","","","40093","","","400916","","","1","1400930050"
"93","","","40093","","","0.3","","","0","1400930051"
"23","","","40093","","0","se_travel_top","","","se_travel_top_flock_relief","1400930052"
"93","","","40093","","","0.66","","","0","1400930053"
"32","","","40093","","","400908","","","1","1400930054"
"93","","","40093","","","0.2","","","0","1400930055"
"23","","","40093","","0","se_travel_top","","","se_travel_top_flock_drop_goldenbox1","1400930056"
"23","","","40093","","0","se_travel_top","","","se_travel_top_flock_surprise","1400930057"
"93","","","40093","","","1","","","0","1400930058"
"23","","","40093","","0","se_travel_top","","","se_travel_top_flock_emote_note","1400930059"
"91","","","40093","","","1400930049","","","0","1400930060"
"111","","","40093","","","","","","","1400930061"
"91","","","40093","","","0","","","0","1400930062"
"93","","","40094","","","0.1","","","","1400940001"
"32","","","40094","","","400990","","","0","1400940002"
"5","-150","empty","40094","0.75","53","18","1","-1000","400994","1400940003"
"5","-160","empty","40094","0.75","53","18","1","-1000","400995","1400940004"
"31","1","","40094","0","-1000","400911","","-150","400954","1400940005"
"31","1","","40094","0","-1000","400911","","-160","400955","1400940006"
"31","1","","40094","0","0","400906","","-177","400906","1400940007"
"31","1","","40094","0","-173","400908","","103","400908","1400940008"
"31","1","","40094","0","0","400917","","0","400917","1400940009"
"31","1","","40094","1","0","400903","","0","400903","1400940010"
"93","","","40094","","","0.01","","","0","1400940011"
"32","","","40094","","","400902","","","0","1400940012"
"23","","","40094","","0","se_travel_top","","","se_travel_top_flock_hide1","1400940013"
"3","0","","40094","0","0","1000001","0","","travel_topdrama_r_4009_hide_tree","1400940014"
"32","","","40094","","","400906","","","1","1400940015"
"93","","","40094","","","0.45","","","0","1400940016"
"3","","","40094","0","0","1000001","","","travel_topdrama_r_4009_scared_tree","1400940017"
"2","0","","40094","","-92","1000001","","0","-250","1400940018"
"93","","","40094","","","0.5","","","0","1400940019"
"23","","","40094","","0","se_travel_top","","","se_travel_top_flock_pass_away","1400940020"
"122","","","40094","","4.6","10","","","20","1400940021"
"3","","","40094","0","1","400991","","","run","1400940022"
"2","0","","40094","","-330","400991","","3","1500","1400940023"
"32","","","40094","","","400951","","","1","1400940024"
"33","0","","40094","","-330","400951","","3","1500","1400940025"
"93","","","40094","","","0.4","","","0","1400940026"
"3","","","40094","0","1","400994","","","run","1400940027"
"2","0","","40094","","-150","400994","","2.7","1500","1400940028"
"32","","","40094","","","400954","","","1","1400940029"
"33","0","","40094","","-150","400954","","2.7","1500","1400940030"
"93","","","40094","","","0.2","","","0","1400940031"
"3","","","40094","0","1","400993","","","run","1400940032"
"2","0","","40094","","-280","400993","","3","1500","1400940033"
"32","","","40094","","","400953","","","1","1400940034"
"33","0","","40094","","-280","400953","","3","1500","1400940035"
"93","","","40094","","","0.4","","","0","1400940036"
"3","","","40094","0","1","400995","","","run","1400940037"
"2","0","","40094","","-160","400995","","3","1500","1400940038"
"32","","","40094","","","400955","","","1","1400940039"
"33","0","","40094","","-160","400955","","3","1500","1400940040"
"93","","","40094","","","0.5","","","0","1400940041"
"3","","","40094","0","1","400992","","","run","1400940042"
"2","0","","40094","","-320","400992","","2.4","1500","1400940043"
"32","","","40094","","","400952","","","1","1400940044"
"33","0","","40094","","-320","400952","","2.4","1500","1400940045"
"93","","","40094","","","1.6","","","","1400940046"
"93","","","40094","","","0.7","","","0","1400940047"
"3","","","40094","0","0","1000001","","","travel_topdrama_r_4009_relief_tree","1400940048"
"3","","","40094","0","0","400999","","","travel_topdrama_r_4009_relief_tree","1400940049"
"32","","","40094","","","400917","","","1","1400940050"
"93","","","40094","","","0.3","","","0","1400940051"
"23","","","40094","","0","se_travel_top","","","se_travel_top_flock_relief","1400940052"
"93","","","40094","","","0.66","","","0","1400940053"
"32","","","40094","","","400908","","","1","1400940054"
"93","","","40094","","","0.2","","","0","1400940055"
"23","","","40094","","0","se_travel_top","","","se_travel_top_flock_drop_goldenbox1","1400940056"
"23","","","40094","","0","se_travel_top","","","se_travel_top_flock_surprise","1400940057"
"93","","","40094","","","1","","","0","1400940058"
"23","","","40094","","0","se_travel_top","","","se_travel_top_flock_emote_note","1400940059"
"91","","","40094","","","1400940049","","","0","1400940060"
"111","","","40094","","","","","","","1400940061"
"91","","","40094","","","0","","","0","1400940062"
"93","","","40095","","","0.1","","","","1400950001"
"32","","","40095","","","400990","","","0","1400950002"
"5","-150","empty","40095","0.75","48","18","1","-1000","400994","1400950003"
"5","-160","empty","40095","0.75","48","18","1","-1000","400995","1400950004"
"31","1","","40095","0","-1000","400913","","-150","400954","1400950005"
"31","1","","40095","0","-1000","400913","","-160","400955","1400950006"
"31","1","","40095","0","-1000","400914","","-209","400956","1400950007"
"31","1","","40095","0","140","400909","","-111","400909","1400950008"
"31","300","","40095","0","-65","400910","","-156","400910","1400950009"
"31","1","","40095","1","0","400907","","-177","400907","1400950010"
"31","1","","40095","0","0","400918","","0","400918","1400950011"
"23","","","40095","","0","se_travel_top","","","se_travel_top_flock_hide2","1400950012"
"3","0","","40095","0","0","1000001","0","","travel_topdrama_r_4009_hide_rock","1400950013"
"93","","","40095","","","0.45","","","0","1400950014"
"3","","","40095","0","0","1000001","","","travel_topdrama_r_4009_scared_rock","1400950015"
"2","0","","40095","","-222","1000001","","0","382","1400950016"
"93","","","40095","","","0.5","","","0","1400950017"
"23","","","40095","","0","se_travel_top","","","se_travel_top_flock_pass_away","1400950018"
