cbb8432234366cf32b15613316da2c5850a6880676bbb55d2ada9eadf6f2d49a,cbf5cbf6422d4cb26810c4a91f9a274ae9dfc3a386d3018ad6dddbbfd8ea4e23,69ab8bd9c86f5265882bc0359370691528afbcad98dcdd94aece31a0779934ae,203dc2f1825d4b99ae3e635b693b5e1d4810009bd92e547df0b4cd08ae66f767,07569e853600141ef66f070ad2a33e75d4576cc186ddaf82982453da210666e0,a7851828d13078bcfe48a971401e9a2bbd9c4b5f12bf3f92cd6ec38029129f18,ec30dc7dd6f1a1f7a430fd7739763bbec02c542752de10dc27088cd1e612dc9e,47aaaecc34dcccf0fb4a402165653de14513a8ae681ccc55e7784448369b14c3,1f5c7a382f396e51c09ec919b3912bee81a547ea68fb01c2731d1be8f8258fa0,a148286a74e73dfc193780aca8e5717d58d15b2860ec1e8d9234c8d6cc660b8a,7e50cf649ef420dc82b9b7cb5be32f2cdd8eed2b83440d05bf44c4a846bc9962
"4","ふ、ふふ、これをあやつに\nあやつに…………\nって、できるかー！！","0","0","1007412","11","1","104431","1007412081","0","0.5"
"","1","","","1007412","93","","8","1007412082","",""
"0","mhp_ilya_panic_in","0","0.2","1007412","3","mhp_ilya_panic_loop","104431","1007412083","1",""
"0","mhp_ilya_panic_in","0","0.2","1007412","3","mhp_ilya_panic_loop","11","1007412084","1",""
"","","","","1007412","91","","1007412081","1007412085","",""
"0","vo_mhp_5213","","","1007412","21","0","vo_mhp_1007412","1007412086","",""
"6","なんなのじゃこの破廉恥な動きは！\nこんな姿、あやつに見せられる\nわけがなかろう！\n本当にどうかしていた、危機一髪じゃ。","0","0","1007412","11","1","104431","1007412087","0","0.5"
"","1","","","1007412","93","","8","1007412088","",""
"1","mhp_talk_sad2","","0.2","1007412","3","","104431","1007412089","",""
"1","NoItem_idle","","0.2","1007412","3","","11","1007412090","",""
"","","","","1007412","91","","1007412087","1007412091","",""
"","","","","1007412","93","","0.5","1007412092","",""
"1","mhp_talk_anger","","0.2","1007412","3","","104431","1007412093","",""
"0","vo_mhp_5214","","","1007412","21","0","vo_mhp_1007412","1007412094","",""
"6","そもそもあやつがこんなことで\nなびいたりするわけがないじゃろ！\n失礼する！","0","0","1007412","11","1","104431","1007412095","0","0.5"
"","","","","1007412","91","","0","1007412096","",""
"","0","","","1007412","22","","0","1007412097","",""
"1","mhp_idle_sad","","0.2","1007412","3","","104431","1007412098","",""
"1","NoItem_idle","","0.2","1007412","3","","11","1007412099","",""
"","","","","1007412","93","","0.2","1007412100","",""
"1","mhp_walk_sad","","0.2","1007412","3","","104431","1007412101","",""
"","1","","","1007412","4","","104431","1007412102","",""
"-220","-350","","","1007412","2","1","104431","1007412103","0",""
"","0","","","1007412","93","","1","1007412104","",""
"2","9","0","0","1007412","12","","104431","1007412105","",""
"1","mhp_ilya_idle_sad","","0.2","1007412","3","","104431","1007412106","",""
"","0","","","1007412","93","","1","1007412107","",""
"1","mhp_run_shy","","0.2","1007412","3","","104431","1007412108","",""
"-220","-1000","","","1007412","2","1.5","104431","1007412109","0",""
"","0","","","1007412","93","","2","1007412110","",""
"","","","","1007412","91","","0","1007412111","",""
"1","mhp_sit_talk_thinking","","0.2","1007412","3","","117531","1007412112","0",""
"0","vo_mhp_5215","","","1007412","21","0","vo_mhp_1007412","1007412113","",""
"5","残念だったわね。\nでも、はたから見てて彼女、\nすごく魅力的だったわよ。","0","0","1007412","11","1","117531","1007412114","0","0.5"
"","","","","1007412","91","","0","1007412115","",""
"1","mhp_sit_idle_thinking","","0.2","1007412","3","","117531","1007412116","",""
"1","mhp_sit_talk_thinking","","0.2","1007412","3","","117631","1007412117","",""
"0","vo_mhp_5216","","","1007412","21","0","vo_mhp_1007412","1007412118","",""
"6","そうだね。結構イケてたと思うけど\nあれで何も感じないなら\n相当鈍感な人だよね！","0","0","1007412","11","1","117631","1007412119","0","0.5"
"","","","","1007412","91","","0","1007412120","",""
"","0","","","1007412","22","","0","1007412121","",""
"","","","","1007412","93","","1","1007412122","",""
"1","mhp_sit_idle","","0.2","1007412","3","","117631","1007412123","",""
"0","mhp_sit_out","","0.2","1007412","3","","117631","1007412124","",""
"","1","","1","1007412","32","","111","1007412125","1",""
"0","mhp_mitsuki_kime","","0.2","1007412","3","","117631","1007412126","",""
"","1","","","1007412","32","","120","1007412127","",""
"","se_10031400_glitter","","","1007412","23","","se_10031400","1007412128","",""
"","","","","1007412","93","","1.2","1007412129","",""
"","1","","","1007412","32","","130","1007412130","",""
"","","","","1007412","93","","4","1007412131","",""
"","0","","","1007412","32","","130","1007412132","",""
"100","100931","0","1.7","1007413","1","-1000","1","1007413001","-220","mhp_idle_normal"
"100","117631","1","1.7","1007413","1","365","1","1007413002","-200","mhp_sit_idle"
"100","117531","1","1.7","1007413","1","185","1","1007413003","-220","mhp_sit_idle"
"-240","1","","1","1007413","31","-154","1","1007413004","0.85",""
"110","11","0","1.7","1007413","5","-200","1","1007413005","-220","NoItem"
"105","12","0","1.7","1007413","5","-200","1","1007413006","-220","NoItem"
"110","21","1","1.7","1007413","5","185","1","1007413007","-220","NoItem"
"105","22","1","1.7","1007413","5","185","1","1007413008","-220","NoItem"
"1","1","0","0","1007413","6","1","11","1007413009","0",""
"1","1","0","0","1007413","6","1","12","1007413010","0",""
"1","1","0","0","1007413","6","1","21","1007413011","0",""
"1","1","0","0","1007413","6","1","22","1007413012","0",""
"110","31","0","1.7","1007413","5","-1000","1","1007413013","-220","NoItem"
"","","","","1007413","91","","0","1007413014","",""
"1","mhp_sit_talk_normal","","0.2","1007413","3","","117531","1007413015","",""
"0","vo_mhp_3001","","","1007413","21","0","vo_mhp_1007413","1007413016","",""
"8","次の方どうぞー","0","0","1007413","11","0","117531","1007413017","0","0"
"","","","","1007413","91","","0","1007413018","",""
"1","mhp_sit_idle","","0.2","1007413","3","","117531","1007413019","",""
"1","mhp_anna_walk_sad","","0.2","1007413","3","","100931","1007413020","",""
"-220","-200","","","1007413","2","4","100931","1007413021","0",""
"1","NoItem","","0.2","1007413","3","","31","1007413022","",""
"-220","-200","","","1007413","2","4","31","1007413023","0",""
"","","","","1007413","91","","0","1007413024","",""
"0","mhp_sit_in_sad","","0.2","1007413","3","","100931","1007413025","",""
"","","","","1007413","91","","0","1007413026","",""
"0","mhp_anna_dark_in","0.2","0.2","1007413","3","mhp_anna_dark_loop","100931","1007413027","1",""
"0","mhp_anna_dark_in","0.2","0.2","1007413","3","mhp_anna_dark_loop","31","1007413028","1",""
"","0","","","1007413","93","","0","1007413029","",""
"0","vo_mhp_3002","","","1007413","21","0","vo_mhp_1007413","1007413030","",""
"4","……くっ、耐えるのだ我が肉体よ！\nこの程度の痛みに屈するほど\nやわではあるま痛っ！　いたた……　","0","0","1007413","11","1","100931","1007413031","0","0.5"
"","0","","","1007413","93","","1","1007413032","",""
"1","mhp_sit_idle_surprise1","","0.2","1007413","3","","117631","1007413033","",""
"","","","","1007413","91","","1007413031","1007413034","",""
"1","mhp_sit_idle","","0.2","1007413","3","","117631","1007413035","",""
"1","mhp_sit_talk_normal","","0.2","1007413","3","","117531","1007413036","",""
"0","vo_mhp_3003","","","1007413","21","0","vo_mhp_1007413","1007413037","",""
"6","あら、アンナちゃんじゃない\nなんだか体調悪そうだけど、\n魔竜との戦いで受けた傷でも\nうずくのかしら？","0","0","1007413","11","1","117531","1007413038","0","0.5"
"","","","","1007413","91","","0","1007413039","",""
"1","mhp_sit_idle","","0.2","1007413","3","","117531","1007413040","",""
"0","vo_mhp_3004","","","1007413","21","0","vo_mhp_1007413","1007413041","",""
"4","そうではない。我は現在\n何者かの攻撃を受けている。\n敵の名は……そう！\n「不可視の暗殺者」だ！","0","0","1007413","11","1","100931","1007413042","0","0.5"
"","","","","1007413","91","","0","1007413043","",""
"1","mhp_sit_talk_worry","","0.2","1007413","3","","117631","1007413044","",""
"0","vo_mhp_3005","","","1007413","21","0","vo_mhp_1007413","1007413045","",""
"5","あん、し……え、何？","0","0","1007413","11","1","117631","1007413046","0","0.5"
"","","","","1007413","91","","0","1007413047","",""
"1","mhp_sit_idle","","0.2","1007413","3","","117631","1007413048","",""
"1","mhp_sit_talk_normal","","0.2","1007413","3","","117531","1007413049","",""
"0","vo_mhp_3006","","","1007413","21","0","vo_mhp_1007413","1007413050","",""
"6","あなたも色々大変ね\nそれで、具体的にどんな症状が\n出てるのかしら？","0","0","1007413","11","1","117531","1007413051","0","0.5"
"","","","","1007413","91","","0","1007413052","",""
"1","mhp_sit_talk_sad","","0.2","1007413","3","","100931","1007413053","",""
"1","NoItem","","0.2","1007413","3","","31","1007413054","",""
"1","mhp_sit_idle","","0.2","1007413","3","","117531","1007413055","",""
"0","vo_mhp_3007","","","1007413","21","0","vo_mhp_1007413","1007413056","",""
"6","うむ、実はひどい頭痛に\n見舞われていてな……","0","0","1007413","11","1","100931","1007413057","0","0.5"
"","","","","1007413","91","","0","1007413058","",""
"1","mhp_sit_idle_sad","","0.2","1007413","3","","100931","1007413059","",""
"1","mhp_sit_talk_joy1","","0.2","1007413","3","","117531","1007413060","",""
"0","vo_mhp_3008","","","1007413","21","0","vo_mhp_1007413","1007413061","",""
"6","それはいけないわ。\nさっそく手術をはじめましょう。\nスパっとパカーンとやるわね。","0","0","1007413","11","1","117531","1007413062","0","0.5"
"","","","","1007413","91","","0","1007413063","",""
"1","mhp_sit_idle","","0.2","1007413","3","","117531","1007413064","",""
"1","mhp_sit_talk_surprise2","","0.2","1007413","3","","100931","1007413065","",""
"0","vo_mhp_3009","","","1007413","21","0","vo_mhp_1007413","1007413066","",""
"6","え！？　手術！？\nい、いや……そこまでするのは\nいささか早計では？","0","0","1007413","11","1","100931","1007413067","0","0.5"
"","","","","1007413","91","","0","1007413068","",""
"1","mhp_sit_talk_normal","","0.2","1007413","3","","117531","1007413069","",""
"1","mhp_sit_idle_sad","","0.2","1007413","3","","100931","1007413070","",""
"0","vo_mhp_3010","","","1007413","21","0","vo_mhp_1007413","1007413071","",""
"8","そう？　それじゃあ――","0","0","1007413","11","1","117531","1007413072","0","0.5"
"","","","","1007413","91","","0","1007413073","",""
"","0","","","1007413","22","","0","1007413074","",""
"0","1007413078","","","1007413","103","","トーゴクの霊薬、カンポーを処方するわ。","1007413075","",""
"0","1007413127","","","1007413","103","","頭痛に効くツボを押すわね。","1007413076","",""
"0","1007413158","","","1007413","103","","頭痛薬を出しておくわ。","1007413077","",""
"0","mhp_sit_out","0","0.2","1007413","3","mhp_idle_normal","117531","1007413078","1",""
"","0","","","1007413","93","","0.6","1007413079","",""
"0","mhp_sit_out","0","0.2","1007413","3","mhp_idle_normal","100931","1007413080","1",""
"","0","","","1007413","93","","0.2","1007413081","",""
"1","mhp_walk","","0.2","1007413","3","","100931","1007413082","0",""
"-220","35","","","1007413","2","1.5","100931","1007413083","0",""
"-220","35","","","1007413","2","1.5","31","1007413084","0",""
"-220","35","","","1007413","2","1.5","11","1007413085","0",""
"-220","35","","","1007413","2","1.5","12","1007413086","0",""
"","0","","","1007413","93","","0.3","1007413087","",""
"0","mhp_handover_in","0","0.2","1007413","3","mhp_handover_loop","117531","1007413088","1",""
"1","1","0","0","1007413","6","1","21","1007413089","1",""
"1","1","0","0","1007413","6","1","22","1007413090","1",""
"0","mhp_handover_in","0","0.2","1007413","3","mhp_handover_loop","21","1007413091","1",""
"0","mhp_item_EX0007_handover_in","0","0.2","1007413","3","mhp_item_EX0007_handover_loop","22","1007413092","1",""
"","0","","","1007413","93","","1.2","1007413093","",""
"0","mhp_handover_receive_in","0","0.2","1007413","3","mhp_handover_receive_loop","100931","1007413094","1",""
"1","1","0","0","1007413","6","1","11","1007413095","1",""
"1","1","0","0","1007413","6","1","12","1007413096","1",""
"0","mhp_receive_anna_in","0","0.2","1007413","3","mhp_receive_anna_loop","11","1007413097","1",""
"0","mhp_item_EX0007_receive_in","0","0.2","1007413","3","mhp_item_EX0007_receive_loop","12","1007413098","1",""
"","0","","","1007413","93","","0.6","1007413099","",""
"1","1","0","0.4","1007413","6","1","22","1007413100","1",""
"","0","","","1007413","93","","0.4","1007413101","",""
"0","mhp_handover_out","0","0.2","1007413","3","mhp_idle_normal","117531","1007413102","1",""
"0","mhp_handover_out","0","0.2","1007413","3","NoItem_idle","21","1007413103","1",""
"0","mhp_item_EX0007_handover_out","0","0.2","1007413","3","NoItem_idle","22","1007413104","1",""
"","0","","","1007413","93","","0.4","1007413105","",""
"0","mhp_handover_receive_out","0","0.2","1007413","3","mhp_idle_normal","100931","1007413106","1",""
"0","mhp_receive_anna_out","0","0.2","1007413","3","NoItem_idle","11","1007413107","1",""
"0","mhp_item_EX0007_receive_out","0","0.2","1007413","3","NoItem_idle","12","1007413108","1",""
"","","","","1007413","93","","2","1007413109","",""
"1","mhp_talk_sad","","0.2","1007413","3","","100931","1007413110","",""
"0","vo_mhp_3011","","","1007413","21","0","vo_mhp_1007413","1007413111","",""
"3","れ、霊薬、だと？\n霊薬とは心躍るよい響きだ……しかし、\nカンポーってすごく苦いんじゃ……","0","0","1007413","11","1","100931","1007413112","0","0.5"
"","","","","1007413","91","","0","1007413113","",""
"1","mhp_idle_sad","","0.2","1007413","3","","100931","1007413114","",""
"1","mhp_talk_thinking","","0.2","1007413","3","","117531","1007413115","",""
"0","vo_mhp_3012","","","1007413","21","0","vo_mhp_1007413","1007413116","",""
"6","「熾炎戦鬼煉獄血盟暗黒団」の団長とも\nあろうお方が、まさか薬に\n注文つけたりはしないわよね？","0","0","1007413","11","1","117531","1007413117","0","0.5"
"","","","","1007413","91","","0","1007413118","",""
"0","mhp_anna_huhuStand_in","0.2","0.2","1007413","3","mhp_anna_huhuStand_loop","100931","1007413119","1",""
"","0","","","1007413","93","","1","1007413120","",""
"1","mhp_idle_normal","","0.2","1007413","3","","117531","1007413121","",""
"1","mhp_talk_normal","","0.2","1007413","3","","100931","1007413122","",""
"0","vo_mhp_3017","","","1007413","21","0","vo_mhp_1007413","1007413123","",""
"5","世話になったな\nひとまず今日のところは退くとしよう。\nなに、心配は無用だ、明日には\n完治しているだろう。さらばだ！","0","0","1007413","11","1","100931","1007413124","0","0.5"
"","","","","1007413","91","","0","1007413125","",""
"","","","","1007413","101","","1007413204","1007413126","",""
"0","mhp_sit_out","0","0.2","1007413","3","mhp_idle_normal","117531","1007413127","1",""
"","0","","","1007413","93","","1","1007413128","",""
"1","mhp_walk","","0.2","1007413","3","","117531","1007413129","",""
"-220","-70","","","1007413","2","2","117531","1007413130","0",""
"-220","-70","","","1007413","2","2","11","1007413131","0",""
"-220","-70","","","1007413","2","2","12","1007413132","0",""
"","0","","","1007413","93","","2","1007413133","",""
"0","mhp_mitsuki_tsubo_in","","0.2","1007413","3","","117531","1007413134","",""
"1","mhp_anna_pain_in","","0.2","1007413","3","","100931","1007413135","",""
"","","","","1007413","93","","1","1007413136","",""
"1","mhp_mitsuki_tsubo_loop","","0.2","1007413","3","","117531","1007413137","",""
"1","mhp_anna_pain_loop","","0.2","1007413","3","","100931","1007413138","",""
"0","vo_mhp_3013","","","1007413","21","0","vo_mhp_1007413","1007413139","",""
"6","ひあー！　痛い、いたたた！\n無理、頭痛よりこっちの方が\nあぁー！　","0","0","1007413","11","1","100931","1007413140","0","0.5"
"","","","","1007413","91","","0","1007413141","",""
"1","mhp_sit_idle_sad","","0.2","1007413","3","","100931","1007413142","",""
"0","mhp_mitsuki_tsubo_out","0.2","0.2","1007413","3","mhp_talk_thinking","117531","1007413143","1",""
"0","vo_mhp_3014","","","1007413","21","0","vo_mhp_1007413","1007413144","",""
"8","痛いのは効いてる証拠よ♪","0","0","1007413","11","1","117531","1007413145","0","0.5"
