ff5694dd2d221ee23076e9cd83991f6be90ea5367eaba70696284eb597a425c4,9e3694aaab0c4cabea82e9ece6855e68000514ab13ba7b10f154a6db9438ff2d,9ba09e679877d1f403a3be2bdfc01310dd77ce10e2e9744b1741a091831d86cd,1c9090c89bbb8368a4f25d64a5e5b1054ddf61c802c1411dd1ff57e67606898c,f8d87c6a942f4f71d612b3b1bb8a831a6ce3eb9155845ec0011996151536cdb6,5aa3fac5e7a15ec021d12dbe697ebe72a93c69338f0a25faa053f1d9cad60501,fc1fb77c3cb263d38676a1d3c8d9f503b0156dabce7f2b67208b2fd92d7ecfbc,2bdb65d2196896a867737587d892bc3ad774a0db54129df9b927c700e6060203,17c72694f44ca3a0c88ed7c083fc54a84cfeb52de3a02096598ec8f47693f3b4,491a6359acd032581b1e0ae90e07dbcc2e372838bffa80f745e4b24b7d9d81c6,0dc6eaad2ce0d070a31e667060ef0a403e861e63845c12112c213d06e2c168b8
"","","19180029","41","","1","","918","32","",""
"1","0","19180030","113511","0.1","18_misato_idle_in","","918","3","0.1","18_misato_idle_loop"
"1","0","19180031","110111","0.1","18_io_stopSwim_in","","918","3","0.1","18_io_stopSwim_loop"
"","","19180032","vo_fpc","","vo_fpc_21803","","918","21","","0"
"0","10","19180033","110111","0","でも、私も先生だから\n本当は教えてあげないといけないのに…","0.5","918","11","0","1"
"","","19180034","0","","","","918","91","",""
"","","19180035","0.5","","0","","918","93","",""
"1","0","19180036","113511","0.1","18_misato_talk_in","","918","3","0.1","18_misato_talk_loop"
"","","19180037","vo_fpc","","vo_fpc_21804","","918","21","","0"
"0","10","19180038","113511","0","こうして今からでも何かを\n学ぶっていう経験は\nきっと子供たちに教えるうえで\n役に立つと思うの。","0.5","918","11","0","1"
"","","19180039","0","","","","918","91","",""
"","","19180040","0.5","","0","","918","93","",""
"","","19180041","vo_fpc","","vo_fpc_21805","","918","21","","0"
"0","10","19180042","113511","0","それに…\n生徒にもいろんな子がいるんだから、\n色んな先生がいてもいいじゃない？","0.5","918","11","0","1"
"","","19180043","0","","","","918","91","",""
"","","19180044","0.5","","0","","918","93","",""
"1","0","19180045","110111","0.1","18_io_guts_in","","918","3","0.1","18_io_guts_loop"
"","","19180046","vo_fpc","","vo_fpc_21806","","918","21","","0"
"0","10","19180047","110111","0","ミサト先生…\n私、がんばります！\n授業も、泳ぎも…","0.5","918","11","0","1"
"","","19180048","0","","","","918","91","",""
"","","19180049","0.5","","0","","918","93","",""
"1","0","19180050","110111","0.1","18_io_flutterKick2_in","","918","3","0.1","18_io_flutterKick2_loop"
"","-180","19180051","110111","","300","","918","2","","1.8552036199095"
"","-180","19180052","42","","300","","918","33","","1.8552036199095"
"","-180","19180053","12","","300","","918","33","","1.8552036199095"
"","","19180054","42","","0","","918","32","",""
"","","19180055","12","","1","","918","32","",""
"","","19180056","1","","0","","918","93","",""
"1","0","19180057","113511","0.1","18_misato_talk2_in","","918","3","0.1","18_misato_talk2_loop"
"","","19180058","19180051","","","","918","91","",""
"","-180","19180059","110111","","850","","918","2","","3.23529411764706"
"","-180","19180060","42","","850","","918","33","","3.23529411764706"
"","-180","19180061","12","","850","","918","33","","3.23529411764706"
"","","19180062","42","","1","","918","32","",""
"","","19180063","12","","0","","918","32","",""
"1","0","19180064","113511","0.1","18_misato_surprise_in","","918","3","0.1","18_misato_surprise_loop"
"1","0","19180065","110111","0.1","18_io_accident_in","","918","3","0.1","18_io_accident_loop"
"","","19180066","vo_fpc","","vo_fpc_21807","","918","21","","0"
"0","10","19180067","110111","0","きゃっ水着が！","0.5","918","11","0","1"
"","","19180068","0","","","","918","91","",""
"","","19180069","0.5","","0","","918","93","",""
"","","19180070","vo_fpc","","vo_fpc_21808","","918","21","","0"
"0","10","19180071","113511","0","イオ先生！？\nあらあら～！","0.5","918","11","0","1"
"","","19180072","0","","","","918","91","",""
"","","19180073","0.5","","0","","918","93","",""
"1","0","19180074","113511","0.1","18_misato_breastStroke_in","","918","3","0","cmn_swm_breastStroke"
"","","19180075","41","","0","","918","32","",""
"","","19180076","11","","1","","918","32","",""
"","-180","19180077","113511","","850","","918","2","","3.61990950226244"
"","-180","19180078","11","","850","","918","33","","3.61990950226244"
"","","19180079","19180059","","","","918","91","",""
"","","19180080","19180077","","","","918","91","",""
"-180","22","19190001","1","0","117211","19_nozomi_float","919","1","1.75","-850"
"-180","22","19190002","1","0","110011","19_suzuna_float","919","1","1.75","-1150"
"-15","12","19190003","1","0","117411","19_tsumugi_search","919","1","1.4875","-750"
"1","-820","19190004","6","","61","","919","31","1","-180"
"1","-850","19190005","121","","1211","","919","31","1","-180"
"1","150","19190006","122","","1221","","919","31","0","-180"
"1","-1150","19190007","6","","62","","919","31","1","-180"
"1","-1180","19190008","121","","1212","","919","31","1","-180"
"1","-180","19190009","122","","1222","","919","31","0","-180"
"","","19190010","117211","","45","","919","13","",""
"","","19190011","110011","","45","","919","13","",""
"","","19190012","117411","","45","","919","13","",""
"","1","19190013","se_10053800","","se_fpc_water_random","","919","23","",""
"","","19190014","117411","","49","","919","13","",""
"","","19190015","19190012","","0","","919","91","",""
"","-15","19190016","117411","","330","","919","2","","9.92647058823529"
"","","19190017","3.5","","0","","919","93","",""
"","","19190018","vo_fpc","","vo_fpc_21900","","919","21","","0"
"0","15","19190019","117411","0","ノゾミさん、どこに行ったんでしょう？\n新衣装の案を思いついたのに…","0.5","919","11","0","1"
"","","19190020","0","","","","919","91","",""
"","","19190021","0.5","","0","","919","93","",""
"","","19190022","19190016","","","","919","91","",""
"","1","19190023","117211","","19_nozomi_float","","919","3","0.1",""
"1","0","19190024","117411","0.1","19_tsumugi_notice_in","","919","3","0.1","19_tsumugi_notice_loop"
"","","19190025","0.2","","0","","919","93","",""
"","","19190026","vo_fpc","","vo_fpc_21901","","919","21","","0"
"0","10","19190027","117411","0","あら？　あれは…上流から何か\n光るものが…","0.5","919","11","0","1"
"","","19190028","0","","","","919","91","",""
"","","19190029","0.5","","0","","919","93","",""
"12","-180","19190030","117211","","150","","919","2","","7.35294117647059"
"12","-180","19190031","61","","180","","919","33","","7.35294117647059"
"12","-180","19190032","1211","","150","","919","33","","7.35294117647059"
"12","-180","19190033","110011","","-150","","919","2","","7.35294117647059"
"12","-180","19190034","62","","-150","","919","33","","7.35294117647059"
"12","-180","19190035","1212","","-180","","919","33","","7.35294117647059"
"","","19190036","2","","0","","919","93","",""
"1","0","19190037","117411","0.1","19_tsumugi_dazzled_in","","919","3","0.1","19_tsumugi_dazzled_loop"
"","","19190038","19190030","","","","919","91","",""
"","","19190039","vo_fpc","","vo_fpc_21902","","919","21","","0"
"0","10","19190040","117211","0","メルクリゾートウィスタリアンズ、\n色んなエリアがあって\nすっごく楽しいね！","0.5","919","11","-30","1"
"","","19190041","0","","","","919","91","",""
"","","19190042","0.5","","0","","919","93","",""
"","","19190043","vo_fpc","","vo_fpc_21903","","919","21","","0"
"0","10","19190044","110011","0","ねー♪　めっちゃ映える系？\n写真撮ろ写真～！","0.5","919","11","0","1"
"","","19190045","0","","","","919","91","",""
"","","19190046","0.5","","0","","919","93","",""
"","","19190047","vo_fpc","","vo_fpc_21904","","919","21","","0"
"0","10","19190048","117411","0","え。二人とも何してるんですか！？\nってか眩しすぎません？","0.5","919","11","0","1"
"","","19190049","0","","","","919","91","",""
"","","19190050","0.5","","0","","919","93","",""
"","-180","19190051","61","","150","","919","33","","0"
"","-180","19190052","1211","","120","","919","33","","0"
"","","19190053","117211","","1","","919","4","",""
"1","0","19190054","117211","0.1","19_nozomi_notice_float","","919","3","","19_nozomi_float"
"","","19190055","vo_fpc","","vo_fpc_21905","","919","21","","0"
"0","10","19190056","117211","0","あ、ツムギ！\nスズナちゃんのカリスマオーラが\nすっごいからだよ！","0.5","919","11","-30","1"
"","","19190057","0","","","","919","91","",""
"","","19190058","0.5","","0","","919","93","",""
"","","19190059","vo_fpc","","vo_fpc_21906","","919","21","","0"
"0","10","19190060","110011","0","え～、ノゾミンのアイドルオーラも\nあいかわらずキラッキラで\n鬼やばのやばっしょ！","0.5","919","11","0","1"
"","","19190061","0","","","","919","91","",""
"","","19190062","0.5","","0","","919","93","",""
"","-180","19190063","61","","180","","919","33","","0"
"","-180","19190064","1211","","150","","919","33","","0"
"","","19190065","117211","","0","","919","4","",""
"1","0","19190066","117211","0.1","19_nozomi_notice_float","","919","3","","19_nozomi_float"
"","","19190067","vo_fpc","","vo_fpc_21907","","919","21","","0"
"0","10","19190068","117211","0","私も負けてられないな♪\nもっともっと輝かないと！","0.5","919","11","-30","1"
"","","19190069","0","","","","919","91","",""
"","","19190070","0.5","","0","","919","93","",""
"1","0","19190071","117211","0.1","19_nozomi_pose_in","","919","3","0.1","19_nozomi_pose_loop"
"","","19190072","1221","","1","","919","32","",""
"","","19190073","1211","","0","","919","32","",""
"","","19190074","1.5","","0","","919","93","",""
"","","19190075","vo_fpc","","vo_fpc_21908","","919","21","","0"
"0","10","19190076","110011","0","ウチも、アゲていくよー！\nん～…たー！！","0.5","919","11","0","1"
"","","19190077","0","","","","919","91","",""
"","","19190078","0.5","","0","","919","93","",""
"1","0","19190079","110011","0.1","19_suzuna_pose_in","","919","3","0.1","19_suzuna_pose_loop"
"","","19190080","1222","","1","","919","32","",""
"","","19190081","1212","","0","","919","32","",""
"","","19190082","1.5","","0","","919","93","",""
"","-180","19190083","117211","","1150","","919","2","","7.35294117647059"
"","-180","19190084","61","","1180","","919","33","","7.35294117647059"
"","-180","19190085","1221","","1150","","919","33","","7.35294117647059"
"","-180","19190086","110011","","850","","919","2","","7.35294117647059"
"","-180","19190087","62","","850","","919","33","","7.35294117647059"
"","-180","19190088","1222","","820","","919","33","","7.35294117647059"
"","","19190089","vo_fpc","","vo_fpc_21909","","919","21","","0"
"0","10","19190090","117411","0","ああっ！　さらに眩しくっ！？\nノ、ノゾミさん！　待ってくださーい！","0.5","919","11","0","1"
"","","19190091","0","","","","919","91","",""
"","","19190092","0.5","","0","","919","93","",""
"","","19190093","19190083","","","","919","91","",""
"1","0","19190094","117411","0.1","19_tsumugi_run_in","","919","3","0.1","19_tsumugi_run_loop"
"","","19190095","0.3","","0","","919","93","",""
"","-15","19190096","117411","","750","","919","2","","1.46188652975983"
"","","19190097","19190096","","","","919","91","",""
"-15","22","19200001","1","0","115711","20_kasumi_walk","920","1","1.4875","-750"
"-15","23","19200002","3","0","3","20_kasumi_walk","920","5","1.4875","-750"
"","1","19200003","se_10053800","","se_fpc_water_random","","920","23","",""
"","","19200004","19200002","","","","920","91","",""
"0","-15","19200005","115711","","0","","920","2","","4.41176470588235"
"0","-15","19200006","3","","0","","920","2","","4.41176470588235"
"","","19200007","0","","","","920","91","",""
"","1","19200008","115711","","20_kasumi_talk","","920","3","0.3",""
"","1","19200009","3","","20_kasumi_talk","","920","3","0.3",""
"","0","19200010","vo_fpc","","vo_fpc_22000","","920","21","","0"
"0","10","19200011","115711","0","名探偵カスミのメルクリゾート事件簿\n「プリン消失事件」","0.5","920","11","0","1"
"","","19200012","0","","","","920","91","",""
"","","19200013","0.5","","0","","920","93","",""
"1","0","19200014","115711","0","20_kasumi_cool_in","","920","3","0.2","20_kasumi_cool_surprise"
"1","0","19200015","3","0","20_kasumi_cool_in","","920","3","0.2","20_kasumi_cool_loop"
"","0","19200016","vo_fpc","","vo_fpc_22001","","920","21","","0"
"0","10","19200017","115711","0","フードコートで提供予定だったプリンが\n担当者が目を離した隙にすべて消失…","0.5","920","11","0","1"
"","","19200018","0","","","","920","91","",""
"","","19200019","0.5","","0","","920","93","",""
"","0","19200020","vo_fpc","","vo_fpc_22002","","920","21","","0"
"0","10","19200021","115711","0","衆人環視のフードコートでの犯行。\n移動系の魔法や魔道具の痕跡も無し。","0.5","920","11","0","1"
"","","19200022","0","","","","920","91","",""
"","","19200023","0.5","","0","","920","93","",""
"1","0","19200024","115711","0","20_kasumi_cool_anger_in","","920","3","0.2","20_kasumi_cool_anger"
"1","0","19200025","3","0","20_kasumi_cool_anger_in","","920","3","0.2","20_kasumi_cool_loop"
"","0","19200026","vo_fpc","","vo_fpc_22003","","920","21","","0"
"0","10","19200027","115711","0","関係者のアリバイも完璧だったため\nおそらく犯人は外部の人間。","0.5","920","11","0","1"
"","","19200028","0","","","","920","91","",""
"","","19200029","0.5","","0","","920","93","",""
"1","0","19200030","115711","0","20_kasumi_approach_in","","920","3","0.1","20_kasumi_approach_loop"
"1","0","19200031","3","0","20_kasumi_approach_in","","920","3","0.1","20_kasumi_approach_loop"
"","0","19200032","vo_fpc","","vo_fpc_22004","","920","21","","0"
"0","10","19200033","115711","0","以上の情報からプロファイリング\nできる犯人は…","0.5","920","11","0","1"
"","","19200034","0","","","","920","91","",""
"","","19200035","0.5","","0","","920","93","",""
"1","0","19200036","115711","0","20_kasumi_doya_in","","920","3","0.1","20_kasumi_doya_loop"
"1","0","19200037","3","0","20_kasumi_doya_in","","920","3","0.1","20_kasumi_doya_loop"
"","0","19200038","vo_fpc","","vo_fpc_22005","","920","21","","0"
"0","10","19200039","115711","0","プリンが大好物で壁抜けができ、かつ\nみんなが楽しみにしているプリンを…","0.5","920","11","0","1"
"","","19200040","0","","","","920","91","",""
"","","19200041","0.5","","0","","920","93","",""
"","0","19200042","vo_fpc","","vo_fpc_22006","","920","21","","0"
"0","10","19200043","115711","0","一人で食べつくしても心が痛まない、\n自己中心的な精神構造…","0.5","920","11","0","1"
"","","19200044","0","","","","920","91","",""
"","","19200045","0.5","","0","","920","93","",""
"","1","19200046","115711","","20_kasumi_thinking","","920","3","0.2",""
"","1","19200047","3","","20_kasumi_thinking","","920","3","0.2",""
"","0","19200048","vo_fpc","","vo_fpc_22007","","920","21","","0"
"0","10","19200049","115711","0","果たして、そんな人物が、\n実在するのであろうか…","0.5","920","11","0","1"
