2e3540724dd42da4d8f12c754e5937a901536c9487417e4e5c9b2020b1613536,6ed4c0772cc33f959bd9acc9eed1c1fc4ae812dfc23fe0179f2c6a09bd053768,78cf17335bdf093d5da53bbab1d36d1fe6d6c0dbb919a9faf1206b43cc3a277d,cc8e2ba5096f8b4f9ef3609f4a5ee48abc6976ff86f7ea8c3ebc05a11c2e87ed,a9c10dcf73a0c1711de69714f639da73340403bc62d31202dfd12f2a6bd3eb5b
"17","ＴＰ上昇上限付与","83001054","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300105403"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001054","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300105404"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001054","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300105405"
"9","ＨＰ吸収ダウン","83001054","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300105406"
"14","風属性ボーナス特大アップ","83001055","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300105501"
"11","深域モンスター","83001055","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300105502"
"17","ＴＰ上昇上限付与","83001055","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300105503"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001055","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300105504"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001055","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300105505"
"9","ＨＰ吸収ダウン","83001055","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300105506"
"25","危険領域","83001056","バトル中、「魔法攻撃力アップ」効果が発動する。","300105601"
"14","風属性ボーナス特大アップ","83001056","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300105602"
"11","深域モンスター","83001056","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300105603"
"17","ＴＰ上昇上限付与","83001056","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300105604"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001056","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300105605"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001056","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300105606"
"9","ＨＰ吸収ダウン","83001056","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300105607"
"34","魔法攻撃力アップ","83001056","バトル開始時、すべてのモンスターの魔法攻撃力を特大アップさせる。","300105608"
"14","風属性ボーナス特大アップ","83001057","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300105701"
"11","深域モンスター","83001057","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300105702"
"17","ＴＰ上昇上限付与","83001057","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300105703"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001057","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300105704"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001057","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300105705"
"9","ＨＰ吸収ダウン","83001057","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300105706"
"14","風属性ボーナス特大アップ","83001058","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300105801"
"11","深域モンスター","83001058","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300105802"
"17","ＴＰ上昇上限付与","83001058","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300105803"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001058","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300105804"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001058","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300105805"
"9","ＨＰ吸収ダウン","83001058","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300105806"
"14","風属性ボーナス特大アップ","83001059","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","300105901"
"11","深域モンスター","83001059","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","300105902"
"17","ＴＰ上昇上限付与","83001059","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","300105903"
"boss_def_lower_limit","物理防御力（ダウン不可）アップ","83001059","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","300105904"
"boss_magic_def_lower_limit","魔法防御力（ダウン不可）アップ","83001059","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","300105905"
"9","ＨＰ吸収ダウン","83001059","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","300105906"
