b9a4c2a0d3b9093922aec821c74a9efaaa04063fa8b6357a34703935bd7adeac,3b86f48cd1b0a3d5a5a84d1f47bc1cf98afe0296ff3807b3ad22eca6b6ef007f,5d8085c16f4426925c6dcd38b28d6669f156415503301353f78ec584c8d60a6a,d483ed8795c4d48715f567cdeeecadb0ca4d4257b94c73a98a84a58effba32d3,a89109c4de10255901bd3a2a564aab8b113d83dc32708e8804f18032a49f5bae,3594e76c71b39064bf69781e1875d3def9c60133db5aae88f28a156389b8df56,469315bf7136d3d70c77c6660460dc99e19986d392e8a41cc7d9505c0f6e2d99,75a4ac33c657ed44f0548b08d9dbf00f95317d90b079e0705a2754701e873239,df1c906a2ea34ea3f00e696ec6d04704c6377f781a55226e13f26cd4ae4404e8,5ebc2db31e05511c0868850f49222199e1ea708d3635d7a2d266408958985740,d36c2847b75d2da6fd38231aaa9e927596aad3b572f9b29d0b1d27d1a29679f1
"lsv_talk_thinking","","","","1009810","3","1","","100411","0.2","1009810035"
"vo_lsv_1023","","","","1009810","21","0","0","vo_lsv","","1009810036"
"でも…\nその前にやることはあるよ。","0","0","1","1009810","11","10","1","100411","0","1009810037"
"","","","","1009810","91","","","0","","1009810038"
"lsv_idle_normal","","","","1009810","3","1","","100411","0.2","1009810039"
"lsv_idle_normal","","","","1009810","3","1","","102011","0.2","1009810040"
"lsv_talk_guts2","","0.2","1","1009810","3","0","lsv_talk_guts2_loop","100411","0","1009810041"
"vo_lsv_1024","","","","1009810","21","0","0","vo_lsv","","1009810042"
"みゅ～ちゃんを元気にしたり、\nあと特訓！\n向こうでも大丈夫なようにね♪","0","0","1","1009810","11","10","1","100411","0","1009810043"
"","","","","1009810","91","","","0","","1009810044"
"lsv_idle_guts2_joy","","","","1009810","3","1","","100411","0.2","1009810045"
"lsv_talk_doya","","0.2","1","1009810","3","0","lsv_talk_doya_loop","103611","0","1009810046"
"vo_lsv_1025","","","","1009810","21","0","0","vo_lsv","","1009810047"
"…まだまだ、\nやることはいっぱいだね。\n私たちも頑張らないと。","0","0","1","1009810","11","10","1","103611","0","1009810048"
"","","","","1009810","91","","","0","","1009810049"
"lsv_idle_doya","","","","1009810","3","1","","103611","0.2","1009810050"
"lsv_talk_cool_joy","","0.2","1","1009810","3","0","lsv_talk_cool_joy_loop","100411","0","1009810051"
"vo_lsv_1026","","","","1009810","21","0","0","vo_lsv","","1009810052"
"そうそう、その調子！","0","0","1","1009810","11","10","1","100411","0","1009810053"
"","","","","1009810","91","","","0","","1009810054"
"lsv_idle_cool_joy","","","","1009810","3","1","","100411","0.2","1009810055"
"lsv_talk_wish_joy","","","","1009810","3","1","","102011","0.2","1009810056"
"vo_lsv_1027","","","","1009810","21","0","0","vo_lsv","","1009810057"
"じゃあ、まずは\nみゅ～ちゃんに元気に\nなってもらわなくっちゃ！","0","0","1","1009810","11","10","1","102011","0","1009810058"
"","","","","1009810","91","","","0","","1009810059"
"lsv_idle_wish_joy","","","","1009810","3","1","","102011","0.2","1009810060"
"lsv_talk_cool_loop","","","","1009810","3","1","","100411","0.2","1009810061"
"vo_lsv_1028","","","","1009810","21","0","0","vo_lsv","","1009810062"
"元気かー\nにいちゃん。\n何かいいアイデアある？","0","0","1","1009810","11","10","1","100411","0","1009810063"
"","","","","1009810","91","","","0","","1009810064"
"lsv_idle_cool","","","","1009810","3","1","","100411","0.2","1009810065"
"lsv_choice","","0.2","1","1009810","3","0","lsv_look_idle_normal","100411","0","1009810066"
"lsv_choice","","0.2","1","1009810","3","0","lsv_look_idle_normal","102011","0","1009810067"
"lsv_choice","","0.2","1","1009810","3","0","lsv_look_idle_normal","103611","0","1009810068"
"0","","","","1009810","93","","","0.1","","1009810069"
"-452","","0.2","2","1009810","2","-235","0.33","100411","","1009810070"
"420","","0.2","2","1009810","2","-220","0.33","102011","","1009810071"
"545","","0.2","2","1009810","2","-250","0.33","103611","","1009810072"
"0","","","","1009810","22","1","","0","0.2","1009810073"
"1009810077","","","","1009810","103","0","","いっぱいご飯をあげる。","","1009810074"
"1009810101","","","","1009810","103","0","","たくさん寝る。","","1009810075"
"1009810125","","","","1009810","103","0","","軽く遊ぶ。","","1009810076"
"lsv_choice","","0.2","1","1009810","3","0","lsv_idle_normal","100411","0","1009810077"
"lsv_choice","","0.2","1","1009810","3","0","lsv_idle_normal","102011","0","1009810078"
"lsv_choice","","0.2","1","1009810","3","0","lsv_idle_normal","103611","0","1009810079"
"0","","","","1009810","93","","","0.1","","1009810080"
"-200","","0.2","2","1009810","2","-235","0.33","100411","","1009810081"
"100","","0.2","2","1009810","2","-220","0.33","102011","","1009810082"
"270","","0.2","2","1009810","2","-250","0.33","103611","","1009810083"
"0","","","","1009810","93","","","0.7","","1009810084"
"lsv_talk_joy3_blink","","","","1009810","3","1","","103611","0.2","1009810085"
"vo_lsv_1029","","","","1009810","21","0","0","vo_lsv","","1009810086"
"お腹が減っていると\n元気は出ませんからね。\nそんなことわざもありますし。","0","0","1","1009810","11","10","1","103611","0","1009810087"
"","","","","1009810","91","","","0","","1009810088"
"lsv_idle_normal_joy","","","","1009810","3","1","","103611","0.2","1009810089"
"lsv_talk_joy1","","","","1009810","3","1","","102011","0.2","1009810090"
"vo_lsv_1030","","","","1009810","21","0","0","vo_lsv","","1009810091"
"みゅ～ちゃんが喜ぶごはん\nいっぱい作ってあげよ～♪","0","0","1","1009810","11","10","1","102011","0","1009810092"
"","","","","1009810","91","","","0","","1009810093"
"lsv_idle_joy","","","","1009810","3","1","","102011","0.2","1009810094"
"lsv_talk_guts2_joy","","0.2","1","1009810","3","0","lsv_talk_guts2_joy_loop","100411","0","1009810095"
"vo_lsv_1031","","","","1009810","21","0","0","vo_lsv","","1009810096"
"よーし、ミソギもやるぞー！\nスタミナがつく料理、\nどんどん作っちゃおー！","0","0","1","1009810","11","10","1","100411","0","1009810097"
"","","","","1009810","91","","","0","","1009810098"
"lsv_idle_guts2_joy","","","","1009810","3","1","","100411","0.2","1009810099"
"","","","","1009810","101","","","1009810149","","1009810100"
"lsv_choice","","0.2","1","1009810","3","0","lsv_idle_normal","100411","0","1009810101"
"lsv_choice","","0.2","1","1009810","3","0","lsv_idle_normal","102011","0","1009810102"
"lsv_choice","","0.2","1","1009810","3","0","lsv_idle_normal","103611","0","1009810103"
"0","","","","1009810","93","","","0.1","","1009810104"
"-200","","0.2","2","1009810","2","-235","0.33","100411","","1009810105"
"100","","0.2","2","1009810","2","-220","0.33","102011","","1009810106"
"270","","0.2","2","1009810","2","-250","0.33","103611","","1009810107"
"0","","","","1009810","93","","","0.7","","1009810108"
"lsv_talk_normal_suprise1","","","","1009810","3","1","","100411","0.2","1009810109"
"vo_lsv_1032","","","","1009810","21","0","0","vo_lsv","","1009810110"
"つかれてると眠くなるよねー\nじゃあ、みゅ～ちゃんが\n寝やすいようにしてあげよ！","0","0","1","1009810","11","10","1","100411","0","1009810111"
"","","","","1009810","91","","","0","","1009810112"
"lsv_idle_normal","","","","1009810","3","1","","100411","0.2","1009810113"
"lsv_talk_thinking_talkR","","","","1009810","3","1","","103611","0.2","1009810114"
"vo_lsv_1033","","","","1009810","21","0","0","vo_lsv","","1009810115"
"寝やすいように…\n子守歌を歌うとかかな。","0","0","1","1009810","11","10","1","103611","0","1009810116"
"","","","","1009810","91","","","0","","1009810117"
"lsv_idle_thinking_surprise","","","","1009810","3","1","","103611","0.2","1009810118"
"lsv_talk_joy3","","","","1009810","3","1","","102011","0.2","1009810119"
"vo_lsv_1034","","","","1009810","21","0","0","vo_lsv","","1009810120"
"絵本を読んであげるのも\nいいと思うな～\nみんなでしてあげよ♪","0","0","1","1009810","11","10","1","102011","0","1009810121"
"","","","","1009810","91","","","0","","1009810122"
"lsv_idle_joy","","","","1009810","3","1","","102011","0.2","1009810123"
"","","","","1009810","101","","","1009810149","","1009810124"
"lsv_choice","","0.2","1","1009810","3","0","lsv_idle_normal","100411","0","1009810125"
"lsv_choice","","0.2","1","1009810","3","0","lsv_idle_normal","102011","0","1009810126"
"lsv_choice","","0.2","1","1009810","3","0","lsv_idle_normal","103611","0","1009810127"
"0","","","","1009810","93","","","0.1","","1009810128"
"-200","","0.2","2","1009810","2","-235","0.33","100411","","1009810129"
"100","","0.2","2","1009810","2","-220","0.33","102011","","1009810130"
"270","","0.2","2","1009810","2","-250","0.33","103611","","1009810131"
"0","","","","1009810","93","","","0.7","","1009810132"
"lsv_talk_surprise","","","","1009810","3","1","","102011","0.2","1009810133"
"vo_lsv_1035","","","","1009810","21","0","0","vo_lsv","","1009810134"
"えっ？　あそんだら\nもっと疲れちゃったり\nしないかなぁ…？","0","0","1","1009810","11","10","1","102011","0","1009810135"
"","","","","1009810","91","","","0","","1009810136"
"lsv_idle_surprise","","","","1009810","3","1","","102011","0.2","1009810137"
"lsv_talk_thinking_joyR","","","","1009810","3","1","","100411","0.2","1009810138"
"vo_lsv_1036","","","","1009810","21","0","0","vo_lsv","","1009810139"
"でも遊ぶと気持ちが\nスッキリしたりするよねー\n意外とあり…かもっ？","0","0","1","1009810","11","10","1","100411","0","1009810140"
"","","","","1009810","91","","","0","","1009810141"
"lsv_idle_thinking_joy1","","","","1009810","3","1","","100411","0.2","1009810142"
"lsv_talk_thinking_talkR","","","","1009810","3","1","","103611","0.2","1009810143"
"vo_lsv_1037","","","","1009810","21","0","0","vo_lsv","","1009810144"
"すいみんの質を上げる…\nとか、大人の人が言うもんね。\n本当に軽く、やってみよっ。","0","0","1","1009810","11","10","1","103611","0","1009810145"
"","","","","1009810","91","","","0","","1009810146"
"lsv_idle_thinking_joy1","","","","1009810","3","1","","103611","0.2","1009810147"
"","","","","1009810","101","","","1009810149","","1009810148"
"","","","","1009810","91","","","0","","1009810149"
"","","","","1009810","102","","","","","1009810150"
"0.2","","","","1009810","22","","","0","","1009810151"
"","","","","1009810","93","","","0.2","","1009810152"
"11","0","0","0","1009810","12","1","0","102011","0","1009810153"
"lsv_talk_joy1","","","","1009810","3","1","","102011","0.2","1009810154"
"0","","","","1009810","93","","","3","","1009810155"
"lsv_idle_normal_joyR","","","","1009810","3","1","","102011","0.2","1009810156"
"6","0","0","0","1009810","12","1","0","100411","0","1009810157"
"lsv_talk_guts1","","0.2","1","1009810","3","0","lsv_talk_guts1_loop","100411","0","1009810158"
"0","","","","1009810","93","","","3","","1009810159"
"lsv_idle_joy_normal","","","","1009810","3","1","","100411","0.2","1009810160"
"7","0","0","0","1009810","12","1","0","103611","0","1009810161"
"lsv_talk_cool_normal2","","0.2","1","1009810","3","0","lsv_talk_cool_normal2_loop","103611","0","1009810162"
"0","","","","1009810","93","","","3","","1009810163"
"lsv_idle_normal_joy","","","","1009810","3","1","","103611","0.2","1009810164"
"","","","","1009810","101","","","1009810153","","1009810165"
"1","","0","0","1009810","6","1","1","333","1","1009810166"
"1","","","","1009810","4","","","100411","","1009810167"
"lsv_run","","","","1009810","3","1","","100411","0.2","1009810168"
"-750","","","0","1009810","2","-235","0.8","100411","","1009810169"
"0","","","","1009810","4","","","102011","","1009810170"
"lsv_run","","","","1009810","3","1","","102011","0.2","1009810171"
"750","","","0","1009810","2","-220","0.8","102011","","1009810172"
"0","","","","1009810","4","","","103611","","1009810173"
"lsv_run","","","","1009810","3","1","","103611","0.2","1009810174"
"850","","","0","1009810","2","-250","0.8","103611","","1009810175"
"","","","","1009810","93","","","0.6","","1009810176"
"1","","0","0","1009810","6","1","1","100411","0.2","1009810177"
"1","","0","0","1009810","6","1","1","102011","0.2","1009810178"
"1","","0","0","1009810","6","1","1","103611","0.2","1009810179"
"","","","","1009810","91","","","0","","1009810180"
"102011","lsv_idle_normal","0","-495","1009811","1","102","-200","1","1.95","1009811001"
"103611","lsv_idle_normal","1","-480","1009811","1","100","100","1","1.95","1009811002"
"100411","lsv_idle_normal","1","-510","1009811","1","101","270","1","1.95","1009811003"
"333","lsv_white_loop","0","0","1009811","5","0","0","1","1","1009811004"
"1","","0","0","1009811","6","1","1","333","0","1009811005"
"1","","0","0","1009811","6","1","1","102011","0","1009811006"
"1","","0","0","1009811","6","1","1","103611","0","1009811007"
"1","","0","0","1009811","6","1","1","100411","0","1009811008"
"0","","","","1009811","93","","","1","","1009811009"
"1","","0","0.4","1009811","6","1","1","333","0.8","1009811010"
"lsv_jump1","","0.2","1","1009811","3","0","lsv_idle_normal","102011","0.2","1009811011"
"lsv_jump1","","0.2","1","1009811","3","0","lsv_idle_normal","103611","0.2","1009811012"
"lsv_jump1","","0.2","1","1009811","3","0","lsv_idle_normal","100411","0.2","1009811013"
"","","","","1009811","93","","","0.3","","1009811014"
"-200","","","0","1009811","2","-235","0.75","102011","","1009811015"
"100","","","0","1009811","2","-220","0.75","103611","","1009811016"
"270","","","0","1009811","2","-250","0.75","100411","","1009811017"
"1","","0","1","1009811","6","1","1","102011","0.4","1009811018"
"1","","0","1","1009811","6","1","1","103611","0.4","1009811019"
"1","","0","1","1009811","6","1","1","100411","0.4","1009811020"
"0","","","","1009811","93","","","2","","1009811021"
"lsv_talk_doya","","0.2","1","1009811","3","0","lsv_talk_doya_loop","100411","0","1009811022"
"vo_lsv_1121","","","","1009811","21","0","0","vo_lsv","","1009811023"
"みゅ～ちゃんも元気に\nなってきたし、\n特訓開始だね！","0","0","1","1009811","11","10","1","100411","0","1009811024"
"","","","","1009811","91","","","0","","1009811025"
"lsv_idle_doya","","","","1009811","3","1","","100411","0.2","1009811026"
"lsv_talk_surprise","","","","1009811","3","1","","103611","0.2","1009811027"
"vo_lsv_1122","","","","1009811","21","0","0","vo_lsv","","1009811028"
"ミミ。\nおしゃべりのお勉強って\nどんなことをしたの？","0","0","1","1009811","11","10","1","103611","0","1009811029"
"","","","","1009811","91","","","0","","1009811030"
"lsv_idle_surprise","","","","1009811","3","1","","103611","0.2","1009811031"
"lsv_talk_wish_joy","","","","1009811","3","1","","102011","0.2","1009811032"
"vo_lsv_1123","","","","1009811","21","0","0","vo_lsv","","1009811033"
"えへへ♪\nどんなことだと思う～？","0","0","1","1009811","11","10","1","102011","0","1009811034"
"","","","","1009811","91","","","0","","1009811035"
"lsv_idle_joy","","","","1009811","3","1","","102011","0.2","1009811036"
"lsv_talk_surprise_talkjoy","","","","1009811","3","1","","100411","0.2","1009811037"
"vo_lsv_1124","","","","1009811","21","0","0","vo_lsv","","1009811038"
"お、なんだかクイズみたい！\nよーし、当てちゃうぞー！\nえーっと…","0","0","1","1009811","11","10","1","100411","0","1009811039"
"","","","","1009811","91","","","0","","1009811040"
"lsv_idle_surprise","","","","1009811","3","1","","100411","0.2","1009811041"
"lsv_talk_thinking_talkR","","","","1009811","3","1","","103611","0.2","1009811042"
"vo_lsv_1125","","","","1009811","21","0","0","vo_lsv","","1009811043"
"私も考えてみようかな。\nおしゃべりのお勉強…\nおしゃべりのお勉強……","0","0","1","1009811","11","10","1","103611","0","1009811044"
"","","","","1009811","91","","","0","","1009811045"
"lsv_idle_thinking","","","","1009811","3","1","","103611","0.2","1009811046"
"lsv_idle_thinking","","","","1009811","3","1","","100411","0.2","1009811047"
"vo_lsv_1126","","","","1009811","21","0","0","vo_lsv","","1009811048"
"う～ん…","0","0","1","1009811","11","10","1","103611","0","1009811049"
"う～ん…","0","0","1","1009811","11","10","1","100411","0","1009811050"
"","","","","1009811","91","","","0","","1009811051"
"lsv_choice","","0.2","1","1009811","3","0","lsv_look_idle_normal","102011","0","1009811052"
