a581dba2140b107f7a3f867928f10a0bacf33c683b2589c397277eea85cc006c,27610513fce19e13888ff749ec307cfbfd12b38d2518648228ffeda16ce2fa82,f7f6be411ec4885e00cdf1d27b251fca0064da7447aad6399a2671c049f87613,6bdd7aac322550bef69debf31a1a3c1219dfca052aa52f182075f9091d262723,5693b07139648a270809618cdd8f5087ca5d8a98895a383f3323fa629b31b832,4ace847080fd5094187edb76ec30594c386eba70b93c47bde434666f27678770,2c015d3c928292c88f994e4b0676ebb4ccb57c4076a5243439d4a0776a792537,5b87ddf1e033ab4e4ed7f3e478347b2ab8ff947c6fc6d6aca358d9ee26d543ce,d721d194dad6eb53038fb6980b2a7b7910bc4d28940b88b4e3e7b776a96bf6f6,5d0abc830bbf3fd2966d37b94895e2c669b972dc1f4ad0ba6e58917344f4a36d,cd5175f51ea6642007ebd9baffaabbc26705ead81e5b6722556f9f7ac1bfa03c
"","","700","23814","1","","32","","","23814058",""
"","","se_common","23814","se_sys_login_birthday_calendar_applause","","23","","0","23814059",""
"0.2","0.2","104511","23814","wac_birthday_clap_to_wish","","3","1","0","23814060","wac_birthday_idle_wish"
"0.2","0.2","105511","23814","wac_birthday_clap","","3","1","0","23814061","wac_birthday_idle_normal"
"","","0.1","23814","","","93","","","23814062",""
"0.2","0.2","105311","23814","wac_birthday_clap","","3","1","0","23814063","wac_birthday_idle_smile"
"","","0.1","23814","","","93","","","23814064",""
"0.2","0.2","103011","23814","wac_birthday_clap","","3","1","0","23814065","wac_birthday_idle_smile"
"","","2","23814","","","93","","","23814066",""
"","","1","23814","","","131","","","23814067",""
"","0.2","100811","23814","wac_birthday_talk_doya","","3","1","1","23814068",""
"","","vo_wac_23814","23814","vo_wac_23814_000","","21","","0","23814069","0"
"0","0","100811","23814","今日は何の日か、もちろん分かるよね？\nこの世で一番かわいくて美しいボクが\n誕生して、みんなの美意識が刷新された\nことをお祝いする、世界的記念日だよ♪","0.5","11","1","10","23814070","1"
"","","0","23814","","","91","","","23814071",""
"","0.2","104511","23814","wac_birthday_talk_wish","","3","","1","23814072",""
"","","vo_wac_23814","23814","vo_wac_23814_001","","21","","0","23814073","0"
"0","0","104511","23814","そ、そうだったんですか……？\nクウカは、あんまり歴史とか時事とかに\n詳しくないので、そんなすごい日\nだったなんて知りませんでした……","0.5","11","1","10","23814074","1"
"","","0","23814","","","91","","","23814075",""
"","0.2","104511","23814","wac_birthday_idle_wish","","3","","1","23814076",""
"","0.2","105311","23814","wac_birthday_talk_doya","","3","","1","23814077",""
"","","vo_wac_23814","23814","vo_wac_23814_002","","21","","0","23814078","0"
"0","0","105311","23814","うむ、ツッコむのもめんどくさい。\nともあれ、健康に誕生日を\n迎えたことはめでたいことだ！\nおめでとう、ユキ！","0.5","11","1","10","23814079","1"
"","","0","23814","","","91","","","23814080",""
"","0.2","105311","23814","wac_birthday_idle_doya","","3","","1","23814081",""
"","0.2","100811","23814","wac_birthday_talk_normal","","3","","1","23814082",""
"","","vo_wac_23814","23814","vo_wac_23814_003","","21","","0","23814083","0"
"0","0","100811","23814","どうもありがとう♪\nそれにしても素晴らしいケーキだね、\nボクのために用意してくれたの？","0.5","11","1","10","23814084","1"
"","","0","23814","","","91","","","23814085",""
"","0.2","100811","23814","wac_birthday_idle_normal","","3","","1","23814086",""
"","0.2","105511","23814","wac_birthday_talk_smile","","3","","1","23814087",""
"","","vo_wac_23814","23814","vo_wac_23814_004","","21","","0","23814088","0"
"0","0","105511","23814","はい♪　喜んでもらえるように、\nお店の人に頼んでしっかり\n見た目にもこだわってもらいました。","0.5","11","1","10","23814089","1"
"","","0","23814","","","91","","","23814090",""
"","0.2","105511","23814","wac_birthday_idle_smile","","3","","1","23814091",""
"","0.2","103011","23814","wac_birthday_talk_kyapi","","3","","1","23814092",""
"","","vo_wac_23814","23814","vo_wac_23814_005","","21","","0","23814093","0"
"0","0","103011","23814","ちなみにご予算がかかったので、\nショーグンにもルピを出してもらい\nマシタ！　感謝の極みデス！","0.5","11","1","10","23814094","1"
"","","0","23814","","","91","","","23814095",""
"","0.2","103011","23814","wac_birthday_idle_kyapi","","3","","1","23814096",""
"","0.2","100811","23814","wac_birthday_talk_doya","","3","","1","23814097",""
"","","vo_wac_23814","23814","vo_wac_23814_006","","21","","0","23814098","0"
"0","0","100811","23814","そうだったんだ……感謝しなきゃね♪\nお礼に今日は、好きな角度から\n心ゆくまで、ボクのかわいい顔を\n堪能してもらってかまわないよ♪","0.5","11","1","10","23814099","1"
"","","0","23814","","","91","","","23814100",""
"","","0","23814","","","22","","","23814101",""
"","","bgm_M321","25214","bgm_M321_2C","","25","","","25214001",""
"0","2","1","25214","104911","wac_birthday_idle_normal","1","-70","250","25214002","-1000"
"1","2","1","25214","101111","wac_birthday_idle_wish","1","-270","256","25214003","230"
"1","2","1","25214","106811","wac_birthday_idle_smile","1","-310","257","25214004","410"
"","","104911","25214","300","","13","","","25214005",""
"","","101111","25214","300","","13","","","25214006",""
"","","106811","25214","300","","13","","","25214007",""
"","1","600","25214","600","","31","1","0","25214008","0"
"","0","602","25214","602","","31","1","0","25214009","0"
"","0","603","25214","603","","31","1","0","25214010","0"
"","1","604","25214","604","","31","1","30","25214011","60"
"","1","614","25214","614","","31","1","0","25214012","0"
"","0","700","25214","700","","31","1","0","25214013","0"
"","0","701","25214","701","","31","1","0","25214014","0"
"","0","702","25214","702","","31","1","0","25214015","0"
"","0","800","25214","800","","31","1","0","25214016","0"
"","1","940","25214","940","","31","1","30","25214017","60"
"","","1","25214","","","93","","","25214018",""
"0.2","0.2","106811","25214","wac_birthday_reaction_05","","3","1","0","25214019","wac_birthday_reaction_02"
"","","0.1","25214","","","93","","","25214020",""
"0.2","0.2","101111","25214","wac_birthday_reaction_01","","3","1","0","25214021","wac_birthday_reaction_03"
"","","0.3","25214","","","93","","","25214022",""
"","0.2","104911","25214","wac_birthday_tsumugi_run_01","","3","","1","25214023",""
"","","104911","25214","0","","2","","-70","25214024","3"
"","","2.5","25214","","","93","","","25214025",""
"","","602","25214","1","","32","","","25214026",""
"","","0.6","25214","","","93","","","25214027",""
"","","600","25214","0","","32","","","25214028",""
"","","614","25214","0","","32","","","25214029",""
"","","604","25214","0","","32","","","25214030",""
"","","701","25214","1","","32","","","25214031",""
"","","940","25214","0","","33","","0","25214032","0.01"
"0.2","0.2","104911","25214","wac_birthday_blowout_01","","3","1","0","25214033","wac_birthday_idle_wish"
"","","104911","25214","-200","","2","","-330","25214034","0.01"
"","0.2","101111","25214","wac_birthday_idle_wish","","3","","1","25214035",""
"","","101111","25214","180","","2","","-320","25214036","0.01"
"","0.2","106811","25214","wac_birthday_idle_smile","","3","","1","25214037",""
"","","106811","25214","320","","2","","-340","25214038","0.01"
"","","0","25214","","","93","","","25214039",""
"","","800","25214","1","","32","","","25214040",""
"","","0.7","25214","","","93","","","25214041",""
"","","702","25214","1","","32","","","25214042",""
"","","0.5","25214","","","93","","","25214043",""
"","","se_common","25214","se_sys_login_birthday_blow_candle","","23","","0","25214044",""
"","","701","25214","0","","32","","","25214045",""
"","","0.4","25214","","","93","","","25214046",""
"","","se_common","25214","se_sys_login_birthday_cracker","","23","","0","25214047",""
"","","700","25214","1","","32","","","25214048",""
"","","se_common","25214","se_sys_login_birthday_calendar_applause","","23","","0","25214049",""
"0.2","0.2","101111","25214","wac_birthday_clap_to_wish","","3","1","0","25214050","wac_birthday_idle_wish"
"","","0.1","25214","","","93","","","25214051",""
"0.2","0.2","106811","25214","wac_birthday_clap","","3","1","0","25214052","wac_birthday_idle_smile"
"","","2","25214","","","93","","","25214053",""
"","","1","25214","","","131","","","25214054",""
"","","vo_wac_25214","25214","vo_wac_25214_000","","21","","0","25214055","0"
"0","0","104911","25214","わあ、素敵なケーキだね。\nお姉ちゃんのために\n弟くんが用意してくれたの？\n愛を感じちゃうなあ。","0.5","11","1","10","25214056","1"
"","","0","25214","","","91","","","25214057",""
"","0.2","104911","25214","wac_birthday_idle_normal","","3","","1","25214058",""
"","0.2","101111","25214","wac_birthday_talk_anger","","3","","1","25214059",""
"","","vo_wac_25214","25214","vo_wac_25214_001","","21","","0","25214060","0"
"0","0","101111","25214","ちょっと待ってくださいお姉ちゃん！\n私たちも手伝ってますよ！\nココとか！　ココもです！","0.5","11","1","10","25214061","1"
"","","0","25214","","","91","","","25214062",""
"","0.2","101111","25214","wac_birthday_idle_normal","","3","","1","25214063",""
"","0.2","106811","25214","wac_birthday_talk_normal","","3","","1","25214064",""
"","","vo_wac_25214","25214","vo_wac_25214_002","","21","","0","25214065","0"
"0","0","106811","25214","シズルちゃんへの感謝の\n気持ちを込めてね。\nって、お邪魔じゃなければ\nいいんだけど。","0.5","11","1","10","25214066","1"
"","","0","25214","","","91","","","25214067",""
"","0.2","106811","25214","wac_birthday_idle_smile","","3","","1","25214068",""
"","0.2","104911","25214","wac_birthday_talk_smile","","3","","1","25214069",""
"","","vo_wac_25214","25214","vo_wac_25214_003","","21","","0","25214070","0"
"0","0","104911","25214","そんなことないよ～。\nありがとうね、マスター、リノちゃん。\n弟くんにはこのあとたっぷりと\n付き合ってもらうから大丈夫だよ。ね？","0.5","11","1","10","25214071","1"
"","","0","25214","","","91","","","25214072",""
"","0.2","101111","25214","wac_birthday_talk_anger","","3","","1","25214073",""
"","","vo_wac_25214","25214","vo_wac_25214_004","","21","","0","25214074","0"
"0","0","101111","25214","あー！　お姉ちゃん！\n誕生日だからってずるいですよ！","0.5","11","1","10","25214075","1"
"","","0","25214","","","91","","","25214076",""
"","","0","25214","","","22","","","25214077",""
"","","bgm_M321","25314","bgm_M321_2C","","25","","","25314001",""
"0","2","1","25314","104711","wac_birthday_idle_normal","1","-70","250","25314002","-1000"
"1","2","1","25314","107111","wac_birthday_idle_normal","1","-270","256","25314003","200"
"1","2","1","25314","100511","wac_birthday_idle_smile","1","-310","258","25314004","320"
"1","2","1","25314","103711","wac_birthday_idle_smile","1","-290","257","25314005","460"
"","","104711","25314","300","","13","","","25314006",""
"","","107111","25314","300","","13","","","25314007",""
"","","100511","25314","300","","13","","","25314008",""
"","","103711","25314","300","","13","","","25314009",""
"","1","600","25314","600","","31","1","0","25314010","0"
"","0","602","25314","602","","31","1","0","25314011","0"
"","0","603","25314","603","","31","1","0","25314012","0"
"","1","604","25314","604","","31","1","30","25314013","60"
"","1","614","25314","614","","31","1","0","25314014","0"
"","0","700","25314","700","","31","1","0","25314015","0"
"","0","701","25314","701","","31","1","0","25314016","0"
"","0","703","25314","703","","31","1","0","25314017","0"
"","0","800","25314","800","","31","1","0","25314018","0"
"","1","941","25314","941","","31","1","30","25314019","60"
"","","1","25314","","","93","","","25314020",""
"0.2","0.2","100511","25314","wac_birthday_reaction_02","","3","1","0","25314021","wac_birthday_reaction_02"
"","","0.1","25314","","","93","","","25314022",""
"0.2","0.2","107111","25314","wac_birthday_reaction_01","","3","1","0","25314023","wac_birthday_reaction_03"
"0.2","0.2","103711","25314","wac_birthday_reaction_05","","3","1","0","25314024","wac_birthday_reaction_04"
"","","0.3","25314","","","93","","","25314025",""
"","0.2","104711","25314","wac_birthday_run_01","","3","","1","25314026",""
"","","104711","25314","0","","2","","-70","25314027","3"
"","","2.5","25314","","","93","","","25314028",""
"","","602","25314","1","","32","","","25314029",""
"","","0.6","25314","","","93","","","25314030",""
"","","600","25314","0","","32","","","25314031",""
"","","614","25314","0","","32","","","25314032",""
"","","604","25314","0","","32","","","25314033",""
"","","701","25314","1","","32","","","25314034",""
"","","941","25314","0","","33","","0","25314035","0.01"
"0.2","0.2","104711","25314","wac_birthday_blowout_jun_01","","3","1","0","25314036",""
"","","104711","25314","-200","","2","","-330","25314037","0.01"
"","0.2","107111","25314","wac_birthday_idle_normal","","3","","1","25314038",""
"","","107111","25314","180","","2","","-320","25314039","0.01"
"","0.2","100511","25314","wac_birthday_idle_smile","","3","","1","25314040",""
"","","100511","25314","310","","2","","-360","25314041","0.01"
"","0.2","103711","25314","wac_birthday_idle_smile","","3","","1","25314042",""
"","","103711","25314","450","","2","","-340","25314043","0.01"
"","","0","25314","","","93","","","25314044",""
"","","800","25314","1","","32","","","25314045",""
"","","25314036","25314","","","91","","","25314046",""
"0.2","0.2","104711","25314","wac_birthday_blowout_jun_02","","3","1","0","25314047","wac_birthday_wish_05"
"","0.2","107111","25314","wac_birthday_reaction_03","","3","","1","25314048",""
"","","0.1","25314","","","93","","","25314049",""
"","0.2","100511","25314","wac_birthday_talk_smile","","3","","1","25314050",""
"","","0.1","25314","","","93","","","25314051",""
"","0.2","103711","25314","wac_birthday_reaction_03","","3","","1","25314052",""
"","","0.65","25314","","","93","","","25314053",""
"","","703","25314","1","","32","","","25314054",""
"","","0.5","25314","","","93","","","25314055",""
"","","se_common","25314","se_sys_login_birthday_blow_candle","","23","","0","25314056",""
"","","701","25314","0","","32","","","25314057",""
"","","0.4","25314","","","93","","","25314058",""
"","","se_common","25314","se_sys_login_birthday_cracker","","23","","0","25314059",""
