a95fd8d888a52aa0fed208ccdacab1da8292814f5826d8ab049fd7a2bca77bfc,2289b3429cf27d57466768288649eaca543dd475e8421703e1f1b75611221454,7e3354dbc7375761b573b440ec96e580897ef98c6526bd6f2227cee6003f8fc0,1faaee02670937315aa9f50a73f025ce8c26225dcd8bcdac69334a65b30e9d35,59f50ef87fb75fbdeaf37a5340f7a5ec62d5df5f6777cc1afafbab2c70349b4a
"22002","71086008","2","1","10086018"
"91002","71086009","8","30","10086019"
"22002","71086009","2","1","10086020"
"91002","71086010","8","30","10086021"
"22002","71086010","2","1","10086022"
"91002","71086011","8","30","10086023"
"22002","71086011","2","1","10086024"
"91002","71086012","8","30","10086025"
"22002","71086012","2","1","10086026"
"91002","71086013","8","30","10086027"
"22002","71086013","2","1","10086028"
"91002","71086014","8","30","10086029"
"22002","71086014","2","1","10086030"
"91002","71086015","8","30","10086031"
"22002","71086015","2","1","10086032"
"91002","71086016","8","60","10086033"
"22002","71086016","2","2","10086034"
"91002","71086017","8","60","10086035"
"22002","71086017","2","2","10086036"
"91002","71086018","8","60","10086037"
"22002","71086018","2","2","10086038"
"91002","71086019","8","60","10086039"
"22002","71086019","2","2","10086040"
"91002","71086020","8","60","10086041"
"22002","71086020","2","2","10086042"
"94002","71086021","12","50000","10086043"
"94002","71086022","12","100000","10086044"
"94002","71086023","12","150000","10086045"
"94002","71086024","12","200000","10086046"
"94002","71086025","12","250000","10086047"
"91002","71086026","8","50","10086048"
"31156","71086027","2","1","10086049"
"31156","71086028","2","1","10086050"
"31156","71086029","2","1","10086051"
"31156","71086030","2","1","10086052"
"31156","71086031","2","1","10086053"
"115601","71086032","1","1","10086054"
"31156","71086033","2","4","10086055"
"31156","81086001","2","1","10086056"
"91002","81086001","8","25","10086057"
"60852","81086002","2","50","10086058"
"94002","81086002","12","30000","10086059"
"60852","81086003","2","50","10086060"
"94002","81086003","12","30000","10086061"
"31156","81086004","2","1","10086062"
"91002","81086004","8","25","10086063"
"60852","81086005","2","50","10086064"
"94002","81086005","12","30000","10086065"
"60852","81086006","2","50","10086066"
"94002","81086006","12","30000","10086067"
"31156","81086007","2","1","10086068"
"91002","81086007","8","25","10086069"
"91002","81086008","8","50","10086070"
"60852","61087001","2","5","10087001"
"60852","61087002","2","5","10087002"
"91002","71087001","8","30","10087003"
"22002","71087001","2","1","10087004"
"91002","71087002","8","30","10087005"
"22002","71087002","2","1","10087006"
"91002","71087003","8","30","10087007"
"22002","71087003","2","1","10087008"
"91002","71087004","8","30","10087009"
"22002","71087004","2","1","10087010"
"91002","71087005","8","30","10087011"
"22002","71087005","2","1","10087012"
"91002","71087006","8","30","10087013"
"22002","71087006","2","1","10087014"
"91002","71087007","8","30","10087015"
"22002","71087007","2","1","10087016"
"91002","71087008","8","30","10087017"
"22002","71087008","2","1","10087018"
"91002","71087009","8","30","10087019"
"22002","71087009","2","1","10087020"
"91002","71087010","8","30","10087021"
"22002","71087010","2","1","10087022"
"91002","71087011","8","30","10087023"
"22002","71087011","2","1","10087024"
"91002","71087012","8","30","10087025"
"22002","71087012","2","1","10087026"
"91002","71087013","8","30","10087027"
"22002","71087013","2","1","10087028"
"91002","71087014","8","30","10087029"
"22002","71087014","2","1","10087030"
"91002","71087015","8","30","10087031"
"22002","71087015","2","1","10087032"
"91002","71087016","8","60","10087033"
"22002","71087016","2","2","10087034"
"91002","71087017","8","60","10087035"
"22002","71087017","2","2","10087036"
"91002","71087018","8","60","10087037"
"22002","71087018","2","2","10087038"
"91002","71087019","8","60","10087039"
"22002","71087019","2","2","10087040"
"91002","71087020","8","60","10087041"
"22002","71087020","2","2","10087042"
"91002","71087021","8","50","10087043"
"31156","71087022","2","1","10087044"
"31156","71087023","2","1","10087045"
"31156","71087024","2","1","10087046"
"31156","71087025","2","1","10087047"
"31156","71087026","2","1","10087048"
"2806","71087027","7","1","10087049"
"31156","71087028","2","4","10087050"
"60852","81087001","2","50","10087051"
"94002","81087001","12","30000","10087052"
"60852","81087002","2","50","10087053"
"94002","81087002","12","30000","10087054"
"31156","81087003","2","1","10087055"
"91002","81087003","8","25","10087056"
"31156","81087004","2","1","10087057"
"91002","81087004","8","25","10087058"
"60852","81087005","2","50","10087059"
"94002","81087005","12","30000","10087060"
"60852","81087006","2","50","10087061"
"94002","81087006","12","30000","10087062"
"31156","81087007","2","1","10087063"
"91002","81087007","8","25","10087064"
"91002","81087008","8","50","10087065"
"60872","61088001","2","5","10088001"
"60872","61088002","2","5","10088002"
"91002","71088001","8","30","10088003"
"22002","71088001","2","1","10088004"
"91002","71088002","8","30","10088005"
"22002","71088002","2","1","10088006"
"91002","71088003","8","30","10088007"
"22002","71088003","2","1","10088008"
"91002","71088004","8","30","10088009"
"22002","71088004","2","1","10088010"
"91002","71088005","8","30","10088011"
"22002","71088005","2","1","10088012"
"91002","71088006","8","30","10088013"
"22002","71088006","2","1","10088014"
"91002","71088007","8","30","10088015"
"22002","71088007","2","1","10088016"
"91002","71088008","8","30","10088017"
"22002","71088008","2","1","10088018"
"91002","71088009","8","30","10088019"
"22002","71088009","2","1","10088020"
"91002","71088010","8","30","10088021"
"22002","71088010","2","1","10088022"
"91002","71088011","8","30","10088023"
"22002","71088011","2","1","10088024"
"91002","71088012","8","30","10088025"
"22002","71088012","2","1","10088026"
"91002","71088013","8","30","10088027"
"22002","71088013","2","1","10088028"
"91002","71088014","8","30","10088029"
"22002","71088014","2","1","10088030"
"91002","71088015","8","30","10088031"
"22002","71088015","2","1","10088032"
"91002","71088016","8","60","10088033"
"22002","71088016","2","2","10088034"
"91002","71088017","8","60","10088035"
"22002","71088017","2","2","10088036"
"91002","71088018","8","60","10088037"
"22002","71088018","2","2","10088038"
"91002","71088019","8","60","10088039"
"22002","71088019","2","2","10088040"
"91002","71088020","8","60","10088041"
"22002","71088020","2","2","10088042"
"94002","71088021","12","50000","10088043"
"94002","71088022","12","100000","10088044"
"94002","71088023","12","150000","10088045"
"94002","71088024","12","200000","10088046"
"94002","71088025","12","250000","10088047"
"91002","71088026","8","50","10088048"
"31128","71088027","2","1","10088049"
"31128","71088028","2","1","10088050"
"31128","71088029","2","2","10088051"
"31128","71088030","2","2","10088052"
"31128","71088031","2","4","10088053"
"31128","71088032","2","10","10088054"
"2818","71088033","7","1","10088055"
"31128","81088001","2","2","10088056"
"91002","81088001","8","30","10088057"
"60872","81088002","2","100","10088058"
"94002","81088002","12","30000","10088059"
"60872","81088003","2","100","10088060"
"94002","81088003","12","30000","10088061"
"31128","81088004","2","2","10088062"
"91002","81088004","8","30","10088063"
"60872","81088005","2","100","10088064"
"94002","81088005","12","30000","10088065"
"60872","81088006","2","100","10088066"
"94002","81088006","12","30000","10088067"
"31128","81088007","2","2","10088068"
"91002","81088007","8","30","10088069"
"91002","81088008","8","100","10088070"
"60882","61089001","2","5","10089001"
"60882","61089002","2","5","10089002"
"91002","71089001","8","30","10089003"
"22002","71089001","2","1","10089004"
"91002","71089002","8","30","10089005"
"22002","71089002","2","1","10089006"
"91002","71089003","8","30","10089007"
"22002","71089003","2","1","10089008"
"91002","71089004","8","30","10089009"
"22002","71089004","2","1","10089010"
"91002","71089005","8","30","10089011"
"22002","71089005","2","1","10089012"
"91002","71089006","8","30","10089013"
"22002","71089006","2","1","10089014"
"91002","71089007","8","30","10089015"
"22002","71089007","2","1","10089016"
"91002","71089008","8","30","10089017"
"22002","71089008","2","1","10089018"
"91002","71089009","8","30","10089019"
"22002","71089009","2","1","10089020"
"91002","71089010","8","30","10089021"
"22002","71089010","2","1","10089022"
"91002","71089011","8","30","10089023"
"22002","71089011","2","1","10089024"
"91002","71089012","8","30","10089025"
"22002","71089012","2","1","10089026"
"91002","71089013","8","30","10089027"
"22002","71089013","2","1","10089028"
"91002","71089014","8","30","10089029"
"22002","71089014","2","1","10089030"
"91002","71089015","8","30","10089031"
"22002","71089015","2","1","10089032"
"91002","71089016","8","60","10089033"
"22002","71089016","2","2","10089034"
"91002","71089017","8","60","10089035"
"22002","71089017","2","2","10089036"
"91002","71089018","8","60","10089037"
"22002","71089018","2","2","10089038"
"91002","71089019","8","60","10089039"
"22002","71089019","2","2","10089040"
"91002","71089020","8","60","10089041"
"22002","71089020","2","2","10089042"
"94002","71089021","12","50000","10089043"
"94002","71089022","12","100000","10089044"
"94002","71089023","12","150000","10089045"
"94002","71089024","12","200000","10089046"
"94002","71089025","12","250000","10089047"
"91002","71089026","8","50","10089048"
"31158","71089027","2","1","10089049"
"31158","71089028","2","1","10089050"
"31158","71089029","2","1","10089051"
"31158","71089030","2","1","10089052"
"31158","71089031","2","1","10089053"
"115801","71089032","1","1","10089054"
"31158","71089033","2","4","10089055"
"31158","81089001","2","1","10089056"
"91002","81089001","8","25","10089057"
"60882","81089002","2","50","10089058"
"94002","81089002","12","30000","10089059"
"60882","81089003","2","50","10089060"
"94002","81089003","12","30000","10089061"
"31158","81089004","2","1","10089062"
"91002","81089004","8","25","10089063"
"60882","81089005","2","50","10089064"
"94002","81089005","12","30000","10089065"
"60882","81089006","2","50","10089066"
"94002","81089006","12","30000","10089067"
"31158","81089007","2","1","10089068"
"91002","81089007","8","25","10089069"
"91002","81089008","8","50","10089070"
"60892","61090001","2","5","10090001"
"60892","61090002","2","5","10090002"
"91002","71090001","8","30","10090003"
"22002","71090001","2","1","10090004"
"91002","71090002","8","30","10090005"
"22002","71090002","2","1","10090006"
"91002","71090003","8","30","10090007"
"22002","71090003","2","1","10090008"
"91002","71090004","8","30","10090009"
"22002","71090004","2","1","10090010"
"91002","71090005","8","30","10090011"
"22002","71090005","2","1","10090012"
"91002","71090006","8","30","10090013"
"22002","71090006","2","1","10090014"
"91002","71090007","8","30","10090015"
"22002","71090007","2","1","10090016"
"91002","71090008","8","30","10090017"
"22002","71090008","2","1","10090018"
"91002","71090009","8","30","10090019"
"22002","71090009","2","1","10090020"
"91002","71090010","8","30","10090021"
"22002","71090010","2","1","10090022"
"91002","71090011","8","30","10090023"
"22002","71090011","2","1","10090024"
"91002","71090012","8","30","10090025"
"22002","71090012","2","1","10090026"
"91002","71090013","8","30","10090027"
"22002","71090013","2","1","10090028"
"91002","71090014","8","30","10090029"
"22002","71090014","2","1","10090030"
"91002","71090015","8","30","10090031"
"22002","71090015","2","1","10090032"
"91002","71090016","8","60","10090033"
"22002","71090016","2","2","10090034"
"91002","71090017","8","60","10090035"
"22002","71090017","2","2","10090036"
"91002","71090018","8","60","10090037"
"22002","71090018","2","2","10090038"
"91002","71090019","8","60","10090039"
"22002","71090019","2","2","10090040"
"91002","71090020","8","60","10090041"
"22002","71090020","2","2","10090042"
"94002","71090021","12","50000","10090043"
"94002","71090022","12","100000","10090044"
"94002","71090023","12","150000","10090045"
"94002","71090024","12","200000","10090046"
"94002","71090025","12","250000","10090047"
"91002","71090026","8","50","10090048"
"31065","71090027","2","1","10090049"
"31065","71090028","2","1","10090050"
"31065","71090029","2","2","10090051"
"31065","71090030","2","2","10090052"
"31065","71090031","2","4","10090053"
"31065","71090033","2","10","10090054"
"60892","81090001","2","100","10090055"
"94002","81090001","12","30000","10090056"
"60892","81090002","2","100","10090057"
"94002","81090002","12","30000","10090058"
"31065","81090003","2","2","10090059"
"91002","81090003","8","30","10090060"
"31065","81090004","2","2","10090061"
"91002","81090004","8","30","10090062"
"60892","81090005","2","100","10090063"
"94002","81090005","12","30000","10090064"
"60892","81090006","2","100","10090065"
"94002","81090006","12","30000","10090066"
"31065","81090007","2","2","10090067"
"91002","81090007","8","30","10090068"
"91002","81090008","8","100","10090069"
"60902","61091001","2","5","10091001"
"60902","61091002","2","5","10091002"
"91002","71091001","8","30","10091003"
"22002","71091001","2","1","10091004"
"91002","71091002","8","30","10091005"
"22002","71091002","2","1","10091006"
"91002","71091003","8","30","10091007"
"22002","71091003","2","1","10091008"
"91002","71091004","8","30","10091009"
"22002","71091004","2","1","10091010"
"91002","71091005","8","30","10091011"
"22002","71091005","2","1","10091012"
"91002","71091006","8","30","10091013"
"22002","71091006","2","1","10091014"
"91002","71091007","8","30","10091015"
"22002","71091007","2","1","10091016"
"91002","71091008","8","30","10091017"
"22002","71091008","2","1","10091018"
"91002","71091009","8","30","10091019"
