a14021c3eeef2b2afd5ab7301c4a96b4fc4956f92ea4c2374bb43c45c4df1194,e8809f31c4d62c86fb54240630eaa7b8b7c7d9e301215b1925fa419241f41faf,037704800796d908c13bf794a5dc1e8d405f0c9f4d442b9c4c02ea0cc7408721,36618597d8ee5e14263f589da09d399d81e8d5687da71a2ddedf8abefbcf503b,2fea79f1d06adc701cc47ca63d9f53fa628fd4e44daa68a1cfeff1d370a9d85a,ca30eec5dc4331dc05587584ce0d08e66d0cbeaebef4906c200ffdb65ce6ae05,2322237dd92cba53acf9ac57526976677f69c56926623d8e831a976f432ec88f,1b5fdf663d66921619648d8434d681c470b4facb160b6491c608c9700ec01bb6,7f7c834370dd93fea12ef9cb9b99853a6fd929cb6987180b4b5c3719d099743e,7db93414e2eee8608fc303b2a1f83f28c168f42e134dbc9bf156076dd4f91a4e,70e580ccd09fc2f82dad577f490b9407d7ecc1a0ea7dce147d4004521fbc1040
"3","","1","1007411","","0.2","","117631","mhp_sit_idle_memory","1007411093",""
"3","","1","1007411","","0.2","","104431","mhp_sit_talk_anger2","1007411094",""
"21","","0","1007411","","","","vo_mhp_1007411","vo_mhp_5113","1007411095","0"
"11","0","5","1007411","0.5","0","0","104431","か、看護師が何を言っとるんじゃ？\nいや、そもそもお主本当に看護師か？\nわらわが言うのもなんだが\n色々怪しいぞ！","1007411096","1"
"91","","","1007411","","","","0","","1007411097",""
"3","","1","1007411","","0.2","","104431","mhp_sit_idle_anger2","1007411098",""
"3","1","0","1007411","","0.2","0.2","117631","mhp_sit_out","1007411099","mhp_idle_normal"
"93","","","1007411","","","","1","","1007411100",""
"3","1","0","1007411","","0.2","0.2","117631","mhp_yuki_pose","1007411101","mhp_yuki_idle"
"3","1","0","1007411","","0.2","0.2","11","mhp_yuki_pose","1007411102","mhp_yuki_idle"
"21","","0","1007411","","","","vo_mhp_1007411","vo_mhp_5114","1007411103","0"
"11","0","5","1007411","0.5","0","0","117631","大丈夫大丈夫、ぜーんぶボクに\n任せてくれれば問題なしだよ\nこれはボクの腕の見せ所だね♪","1007411104","1"
"93","","","1007411","","","","3.5","1","1007411105",""
"3","1","0","1007411","","0.2","0.2","117631","mhp_yuki_pose_2","1007411106","mhp_yuki_idle_2"
"3","1","0","1007411","","0.2","0.2","11","mhp_yuki_pose_2","1007411107","mhp_yuki_idle_2"
"91","","","1007411","","","","1007411104","","1007411108",""
"91","","","1007411","","","","0","","1007411109",""
"3","1","0","1007411","","0","0.2","117631","mhp_sit_in","1007411110","mhp_sit_idle"
"3","","1","1007411","","0","","11","NoItem","1007411111",""
"3","","1","1007411","","0.2","","104431","mhp_sit_talk_worry","1007411112",""
"21","","0","1007411","","","","vo_mhp_1007411","vo_mhp_5115","1007411113","0"
"11","0","6","1007411","0.5","0","0","104431","お、おい、お主こやつの主であろう。\n任せて大丈夫なのか？","1007411114","1"
"91","","","1007411","","","","0","","1007411115",""
"3","","1","1007411","","0.2","","104431","mhp_sit_idle_sad","1007411116",""
"3","","1","1007411","","0.2","","117531","mhp_sit_talk_normal","1007411117",""
"21","","0","1007411","","","","vo_mhp_1007411","vo_mhp_5116","1007411118","0"
"11","0","6","1007411","0.5","","0","117531","この手のことに関しては私より\nユキの方が適任よ。\n私じゃあまり力になれそうにないから\n任せてみるのもアリかもね♪","1007411119","1"
"91","","","1007411","","","","0","","1007411120",""
"22","","","1007411","","","","0","0.5","1007411121",""
"93","","","1007411","","","","0.5","","1007411122",""
"3","","1","1007411","","0.2","","117531","mhp_sit_idle","1007411123",""
"3","1","0","1007411","","0.2","0.2","104431","mhp_sit_out_sad","1007411124","mhp_idle_sad"
"93","","","1007411","","","","0.5","","1007411125",""
"12","","2","1007411","","0","0","104431","1","1007411126",""
"93","","","1007411","","","","0.5","","1007411127",""
"3","","1","1007411","","0.2","","104431","mhp_walk_sad","1007411128",""
"4","","","1007411","","","","104431","1","1007411129",""
"2","0","-220","1007411","","","","104431","-1000","1007411130","5"
"93","","","1007411","","","","4.1","0","1007411131",""
"91","","","1007411","","","","0","0","1007411132",""
"1","-240","100","1007412","mhp_idle_normal","1.7","0","1","104431","1007412001","-1000"
"1","-220","104","1007412","mhp_sit_idle","1.7","1","1","117631","1007412002","185"
"1","-200","100","1007412","mhp_sit_idle","1.7","1","1","117531","1007412003","365"
"31","0.85","-240","1007412","","1","","1","1","1007412004","-154"
"31","1","173","1007412","","0","","24","120","1007412005","-237"
"31","1","0","1007412","","0","","30","130","1007412006","160"
"31","1","0","1007412","","0","","11","111","1007412007","0"
"5","-220","110","1007412","NoItem","1.7","0","1","11","1007412008","-200"
"5","-220","105","1007412","NoItem","1.7","0","1","12","1007412009","-200"
"5","-220","110","1007412","NoItem","1.7","1","1","21","1007412010","185"
"5","-220","105","1007412","NoItem","1.7","1","1","22","1007412011","185"
"6","1","1","1007412","","0","0","11","1","1007412012","1"
"6","0","1","1007412","","0","0","12","1","1007412013","1"
"6","0","1","1007412","","0","0","21","1","1007412014","1"
"6","0","1","1007412","","0","0","22","1","1007412015","1"
"91","","","1007412","","","","0","0","1007412016",""
"3","","1","1007412","","0.2","","117531","mhp_sit_talk_normal","1007412017",""
"21","","0","1007412","","","","vo_mhp_1007412","vo_mhp_5201","1007412018","0"
"11","0","8","1007412","0.5","0","0","117531","イリヤさん、どうぞー","1007412019","0"
"91","","","1007412","","","","0","","1007412020",""
"3","","1","1007412","","0.2","","117531","mhp_sit_idle","1007412021",""
"3","","1","1007412","","0.2","","104431","mhp_walk","1007412022",""
"2","0","-220","1007412","","","","104431","-200","1007412023","4"
"91","","","1007412","","","","0","","1007412024",""
"3","","0","1007412","","0.2","","104431","mhp_sit_in","1007412025",""
"91","","","1007412","","","","0","","1007412026",""
"3","","1","1007412","","0.2","","104431","mhp_sit_idle","1007412027",""
"93","","","1007412","","","","1","0","1007412028",""
"3","","1","1007412","","0.2","","104431","mhp_sit_talk_wish2","1007412029",""
"21","","0","1007412","","","","vo_mhp_1007412","vo_mhp_5202","1007412030","0"
"11","0","6","1007412","0.5","0","0","104431","う、うむ。今日もよろしく頼むぞ。","1007412031","1"
"91","","","1007412","","","","0","","1007412032",""
"3","","1","1007412","","0.2","","104431","mhp_sit_idle","1007412033",""
"3","","1","1007412","","0.2","","117631","mhp_sit_talk_normal","1007412034",""
"21","","0","1007412","","","","vo_mhp_1007412","vo_mhp_5203","1007412035","0"
"11","0","5","1007412","0.5","0","0","117631","それじゃあさっそく始めようか。\nまずは煽情的に迫ってみて！","1007412036","1"
"91","","","1007412","","","","0","","1007412037",""
"3","","1","1007412","","0.2","","117631","mhp_sit_idle","1007412038",""
"3","1","0","1007412","","0.2","0","104431","mhp_ilya_approach_in","1007412039","mhp_ilya_approach_loop"
"3","1","0","1007412","","0.2","0","11","NoItem","1007412040","mhp_ilya_approach_loop"
"21","","0","1007412","","","","vo_mhp_1007412","vo_mhp_5204","1007412041","0"
"11","0","5","1007412","1","0","0","104431","ふふ、緊張しておるのか？\n愛いヤツじゃのう……","1007412042","1"
"91","","","1007412","","","","0","","1007412043",""
"3","","1","1007412","","0.2","","117631","mhp_sit_talk_joy1","1007412044",""
"21","","0","1007412","","","","vo_mhp_1007412","vo_mhp_5205","1007412045","0"
"11","0","6","1007412","0.5","0","0","117631","いいよいいよイリヤさん♪\n今度は上目遣いちょうだい！","1007412046","1"
"91","","","1007412","","","","0","","1007412047",""
"3","","1","1007412","","0.2","","117631","mhp_sit_idle_joy1","1007412048",""
"3","1","0","1007412","","0.2","0","104431","mhp_ilya_uwame_in","1007412049","mhp_ilya_uwame_loop"
"3","1","0","1007412","","0.2","0","11","mhp_ilya_uwame_in","1007412050","mhp_ilya_uwame_loop"
"21","","0","1007412","","","","vo_mhp_1007412","vo_mhp_5206","1007412051","0"
"11","0","4","1007412","1","0","0","104431","お主……\n目を、そらすでないぞ？","1007412052","1"
"91","","","1007412","","","","0","","1007412053",""
"3","","1","1007412","","0.2","","117631","mhp_sit_talk_joy1","1007412054",""
"21","","0","1007412","","","","vo_mhp_1007412","vo_mhp_5207","1007412055","0"
"11","0","6","1007412","0.5","0","0","117631","うーんあざとい！　でもそれがいい♪\n次は小悪魔ムーブで迫ってみてよ！","1007412056","1"
"91","","","1007412","","","","0","","1007412057",""
"3","","1","1007412","","0.2","","117631","mhp_sit_idle_joy1","1007412058",""
"3","1","0","1007412","","0.2","0","104431","mhp_ilya_koakuma_in","1007412059","mhp_ilya_koakuma_loop"
"3","1","0","1007412","","0.2","0","11","mhp_ilya_koakuma_in","1007412060","NoItem"
"21","","0","1007412","","","","vo_mhp_1007412","vo_mhp_5208","1007412061","0"
"11","0","6","1007412","1","0","0","104431","わらわだけを、見てほしいのじゃ……","1007412062","1"
"91","","","1007412","","","","0","","1007412063",""
"3","","1","1007412","","0.2","","117631","mhp_sit_talk_joy2","1007412064",""
"21","","0","1007412","","","","vo_mhp_1007412","vo_mhp_5209","1007412065","0"
"11","0","7","1007412","0.5","0","0","117631","エクセレント！\n最後は壁ドンで決めちゃおう！","1007412066","1"
"91","","","1007412","","","","0","0","1007412067",""
"3","","1","1007412","","0.2","","117631","mhp_sit_idle_joy2","1007412068",""
"3","1","0","1007412","","0.2","0","104431","mhp_ilya_kabedon_in","1007412069","mhp_ilya_kabedon_loop"
"21","","0","1007412","","","","vo_mhp_1007412","vo_mhp_5210","1007412070","0"
"11","0","7","1007412","1","0","0","104431","わらわのものに、なるのじゃ……","1007412071","1"
"91","","","1007412","","","","0","","1007412072",""
"93","","","1007412","","","","1","","1007412073",""
"3","","1","1007412","","0.2","","117631","mhp_sit_talk_memory","1007412074",""
"21","","0","1007412","","","","vo_mhp_1007412","vo_mhp_5211","1007412075","0"
"11","0","5","1007412","0.5","0","0","117631","完璧だよイリヤさん♪\n今のイリヤさんはキュートな堕天使！\nこれで落ちない人はいないね\nさっそく例の人に披露してみよう！","1007412076","1"
"91","","","1007412","","","","0","","1007412077",""
"3","","1","1007412","","0.2","","117631","mhp_sit_idle","1007412078",""
"3","","1","1007412","","0.2","","104431","mhp_talk_memory","1007412079",""
"21","","0","1007412","","","","vo_mhp_1007412","vo_mhp_5212","1007412080","0"
"11","0","4","1007412","0.5","0","0","104431","ふ、ふふ、これをあやつに\nあやつに…………\nって、できるかー！！","1007412081","1"
"93","","","1007412","","","","8","1","1007412082",""
"3","1","0","1007412","","0.2","0","104431","mhp_ilya_panic_in","1007412083","mhp_ilya_panic_loop"
"3","1","0","1007412","","0.2","0","11","mhp_ilya_panic_in","1007412084","mhp_ilya_panic_loop"
"91","","","1007412","","","","1007412081","","1007412085",""
"21","","0","1007412","","","","vo_mhp_1007412","vo_mhp_5213","1007412086","0"
"11","0","6","1007412","0.5","0","0","104431","なんなのじゃこの破廉恥な動きは！\nこんな姿、あやつに見せられる\nわけがなかろう！\n本当にどうかしていた、危機一髪じゃ。","1007412087","1"
"93","","","1007412","","","","8","1","1007412088",""
"3","","1","1007412","","0.2","","104431","mhp_talk_sad2","1007412089",""
"3","","1","1007412","","0.2","","11","NoItem_idle","1007412090",""
"91","","","1007412","","","","1007412087","","1007412091",""
"93","","","1007412","","","","0.5","","1007412092",""
"3","","1","1007412","","0.2","","104431","mhp_talk_anger","1007412093",""
"21","","0","1007412","","","","vo_mhp_1007412","vo_mhp_5214","1007412094","0"
"11","0","6","1007412","0.5","0","0","104431","そもそもあやつがこんなことで\nなびいたりするわけがないじゃろ！\n失礼する！","1007412095","1"
"91","","","1007412","","","","0","","1007412096",""
"22","","","1007412","","","","0","0","1007412097",""
"3","","1","1007412","","0.2","","104431","mhp_idle_sad","1007412098",""
"3","","1","1007412","","0.2","","11","NoItem_idle","1007412099",""
"93","","","1007412","","","","0.2","","1007412100",""
"3","","1","1007412","","0.2","","104431","mhp_walk_sad","1007412101",""
"4","","","1007412","","","","104431","1","1007412102",""
"2","0","-220","1007412","","","","104431","-350","1007412103","1"
"93","","","1007412","","","","1","0","1007412104",""
"12","","2","1007412","","0","0","104431","9","1007412105",""
"3","","1","1007412","","0.2","","104431","mhp_ilya_idle_sad","1007412106",""
"93","","","1007412","","","","1","0","1007412107",""
"3","","1","1007412","","0.2","","104431","mhp_run_shy","1007412108",""
"2","0","-220","1007412","","","","104431","-1000","1007412109","1.5"
"93","","","1007412","","","","2","0","1007412110",""
"91","","","1007412","","","","0","","1007412111",""
"3","0","1","1007412","","0.2","","117531","mhp_sit_talk_thinking","1007412112",""
"21","","0","1007412","","","","vo_mhp_1007412","vo_mhp_5215","1007412113","0"
"11","0","5","1007412","0.5","0","0","117531","残念だったわね。\nでも、はたから見てて彼女、\nすごく魅力的だったわよ。","1007412114","1"
"91","","","1007412","","","","0","","1007412115",""
"3","","1","1007412","","0.2","","117531","mhp_sit_idle_thinking","1007412116",""
"3","","1","1007412","","0.2","","117631","mhp_sit_talk_thinking","1007412117",""
"21","","0","1007412","","","","vo_mhp_1007412","vo_mhp_5216","1007412118","0"
"11","0","6","1007412","0.5","0","0","117631","そうだね。結構イケてたと思うけど\nあれで何も感じないなら\n相当鈍感な人だよね！","1007412119","1"
"91","","","1007412","","","","0","","1007412120",""
"22","","","1007412","","","","0","0","1007412121",""
"93","","","1007412","","","","1","","1007412122",""
"3","","1","1007412","","0.2","","117631","mhp_sit_idle","1007412123",""
"3","","0","1007412","","0.2","","117631","mhp_sit_out","1007412124",""
"32","1","","1007412","","1","","111","1","1007412125",""
"3","","0","1007412","","0.2","","117631","mhp_mitsuki_kime","1007412126",""
"32","","","1007412","","","","120","1","1007412127",""
"23","","","1007412","","","","se_10031400","se_10031400_glitter","1007412128",""
"93","","","1007412","","","","1.2","","1007412129",""
"32","","","1007412","","","","130","1","1007412130",""
"93","","","1007412","","","","4","","1007412131",""
"32","","","1007412","","","","130","0","1007412132",""
"1","-220","100","1007413","mhp_idle_normal","1.7","0","1","100931","1007413001","-1000"
"1","-200","100","1007413","mhp_sit_idle","1.7","1","1","117631","1007413002","365"
"1","-220","100","1007413","mhp_sit_idle","1.7","1","1","117531","1007413003","185"
"31","0.85","-240","1007413","","1","","1","1","1007413004","-154"
"5","-220","110","1007413","NoItem","1.7","0","1","11","1007413005","-200"
"5","-220","105","1007413","NoItem","1.7","0","1","12","1007413006","-200"
"5","-220","110","1007413","NoItem","1.7","1","1","21","1007413007","185"
"5","-220","105","1007413","NoItem","1.7","1","1","22","1007413008","185"
"6","0","1","1007413","","0","0","11","1","1007413009","1"
"6","0","1","1007413","","0","0","12","1","1007413010","1"
"6","0","1","1007413","","0","0","21","1","1007413011","1"
"6","0","1","1007413","","0","0","22","1","1007413012","1"
"5","-220","110","1007413","NoItem","1.7","0","1","31","1007413013","-1000"
"91","","","1007413","","","","0","","1007413014",""
"3","","1","1007413","","0.2","","117531","mhp_sit_talk_normal","1007413015",""
"21","","0","1007413","","","","vo_mhp_1007413","vo_mhp_3001","1007413016","0"
"11","0","8","1007413","0","0","0","117531","次の方どうぞー","1007413017","0"
"91","","","1007413","","","","0","","1007413018",""
"3","","1","1007413","","0.2","","117531","mhp_sit_idle","1007413019",""
"3","","1","1007413","","0.2","","100931","mhp_anna_walk_sad","1007413020",""
"2","0","-220","1007413","","","","100931","-200","1007413021","4"
"3","","1","1007413","","0.2","","31","NoItem","1007413022",""
"2","0","-220","1007413","","","","31","-200","1007413023","4"
"91","","","1007413","","","","0","","1007413024",""
"3","","0","1007413","","0.2","","100931","mhp_sit_in_sad","1007413025",""
"91","","","1007413","","","","0","","1007413026",""
"3","1","0","1007413","","0.2","0.2","100931","mhp_anna_dark_in","1007413027","mhp_anna_dark_loop"
