947c64b74bc3c2d5ab5ff7c20b7dbff6e9b03e591a13884b2f9c36b926b62bb9,49532ae1abed5e36db30c5777acad97d22596ac9b17908cdaa88fae044b9cf09,2ec290f95b7d62020d9f4b528f5802db78db4c15b4155579760c143a72e60396,e00cb23af1e602cc77913909f890c21b5a712031cc0bc1c53cf46be68b7e74a6,800819a992b0dd604eb6f5e96d9844135b704ba8d810976f6b16200dfdb57e27,f02e24f46feaaeb8813943e1850c5d487b9f509bdf5666bda3e3b232366ed7cf,283a00bbebfff9b6c7d81b9214539d2690c2252937f8aa8db715b3ff081f5d1d,506355ab49b85f635395326c3ab5fabf444651f1d3df00cc4491f16a66f8a102,15d7deea7c35555aff365acb41b3fce752607c56c02c256f0b062a4748e9744c,cf0b6728e1abaf815118f48355e3d73ba93ecade365cc9de213a8ce975ca72d4,fd2f640bca4b2e80044ba3c9bb935f1af107b4e969386152c9cc0a9d150a438c
"18711003","","31","1","0","18711","1","","0","21","21"
"18711004","","31","0","0","18711","1","","0","54","54"
"18711005","","31","0","0","18711","1","","0","11","11"
"18711006","","31","1","0","18711","1","","0","501","501"
"18711007","","3","0.2","","18711","0","","0","wac_paint_01","100911"
"18711008","","3","0.2","","18711","0","","0","wac_paint_03","111"
"18711009","","93","","","18711","","","","0","0"
"18711010","","32","","","18711","","","","1","11"
"18711011","","23","","","18711","","","0","se_10035700_brush","se_10035700"
"18711012","","13","","","18711","","","","300","100911"
"18711013","","131","","","18711","","","","","1"
"18712001","","3","0.2","wac_talk_doya_loop","18712","1","","0","wac_talk_doya_in","100911"
"18712002","","3","0.2","","18712","","","1","wac_no_items","111"
"18712003","","2","","0","18712","","","-340","200","100911"
"18712004","","2","","0","18712","","","-340","200","111"
"18712005","","32","","","18712","","","","0","21"
"18712006","","32","","","18712","","","","1","54"
"18712007","","32","","","18712","","","","0","11"
"18712008","","21","","0","18712","","","0","vo_wac_220820_000","vo_wac_220820"
"18712009","0.5","11","0","1","18712","1","0","10","見るがいい、シグルドよ！\n熾炎戦鬼煉獄血盟暗黒団にふさわしい、\n運命の交わりを感じさせるような\n大作に仕上がったぞ！！","100911"
"18712010","","91","","","18712","","","","","0"
"18712011","","21","","0","18712","","","0","vo_wac_220820_001","vo_wac_220820"
"18712012","0.5","11","0","1","18712","1","0","10","さらにここに、我らの生きた証として、\n前世からの宿命を感じさせる刻印を……\nえっ、公共の壁だからそれはダメ？\nそうか……残念だ……","100911"
"18712013","","91","","","18712","","","","","0"
"18712014","","22","","","18712","","","","0","0"
"18713001","","3","0.2","","18713","","","1","wac_idle_doya","100911"
"18713002","","3","0.2","","18713","","","1","wac_no_items","111"
"18713003","","2","","0","18713","","","-340","200","100911"
"18713004","","2","","0","18713","","","-340","200","111"
"18713005","","32","","","18713","","","","0","21"
"18713006","","32","","","18713","","","","1","54"
"18713007","","32","","","18713","","","","0","11"
"18713008","","91","","","18713","","","","","0"
"18811001","wac_default_31","1","2","-167","18811","-85","0","202","105111","1"
"18811002","wac_default_41","1","2","-64","18811","-211","0","252","105611","1"
"18811003","wac_default_51","1","2","230","18811","-211","0","204","101311","1"
"18811004","wac_default_bot_61","1","2","-330","18811","-350","0","256","100911","1"
"18811005","wac_default_bot_91","1","2","340","18811","-350","0","259","102711","1"
"18811006","wac_default_33","5","2","-167","18811","-85","0","201","111","1"
"18811007","wac_default_41","5","2","-64","18811","-211","0","251","112","1"
"18811008","wac_default_56","5","2","230","18811","-211","0","203","113","1"
"18811009","wac_default_63","5","2","-330","18811","-350","0","255","114","1"
"18811010","wac_default_91","5","2","340","18811","-350","0","258","115","1"
"18811011","","13","","","18811","","","","300","100911"
"18811012","","13","","","18811","","","","300","102711"
"18811013","","13","","","18811","","","","300","101311"
"18811014","","13","","","18811","","","","300","105111"
"18811015","","13","","","18811","","","","300","105611"
"18811016","","31","1","0","18811","1","","0","55","55"
"18811017","","31","0","0","18811","1","","0","30","30"
"18811018","","31","0","0","18811","1","","0","16","16"
"18811019","","31","1","0","18811","1","","0","501","501"
"18811020","","3","0.2","","18811","0","","0","wac_paint_31","105111"
"18811021","","3","0.2","","18811","0","","0","wac_paint_33","111"
"18811022","","3","0.2","","18811","0","","0","wac_paint_41","105611"
"18811023","","3","0.2","","18811","0","","0","wac_paint_41","112"
"18811024","","3","0.2","","18811","0","","0","wac_paint_51","101311"
"18811025","","3","0.2","","18811","0","","0","wac_paint_56","113"
"18811026","","3","0.2","","18811","0","","0","wac_paint_bot_61","100911"
"18811027","","3","0.2","","18811","0","","0","wac_paint_63","114"
"18811028","","3","0.2","","18811","0","","0","wac_paint_bot_91","102711"
"18811029","","3","0.2","","18811","0","","0","wac_paint_91","115"
"18811030","","93","","","18811","","","","0","0"
"18811031","","32","","","18811","","","","1","16"
"18811032","","23","","","18811","","","0","se_sys_login_birthday_calendar_smallbrush","se_common"
"18811033","","131","","","18811","","","","","1"
"18812001","","3","0","","18812","","","1","wac_idle_doya_L","100911"
"18812002","","3","0","","18812","","","1","wac_idle_wish_L","102711"
"18812003","","3","0","","18812","","","1","wac_idle_kyapi","101311"
"18812004","","3","0","","18812","","","1","wac_idle_sad_surprise","105111"
"18812005","","3","0","","18812","","","1","wac_idle_arm_crossed","105611"
"18812006","","3","0","","18812","","","1","wac_no_items","111"
"18812007","","3","0","","18812","","","1","wac_no_items","112"
"18812008","","3","0","","18812","","","1","wac_no_items","113"
"18812009","","3","0","","18812","","","1","wac_no_items","114"
"18812010","","3","0","","18812","","","1","wac_no_items","115"
"18812011","","2","","0","18812","","","-335","-190","100911"
"18812012","","2","","0","18812","","","-360","-335","102711"
"18812013","","2","","0","18812","","","-360","190","101311"
"18812014","","2","","0","18812","","","-335","350","105111"
"18812015","","2","","0","18812","","","-360","500","105611"
"18812016","","2","","0","18812","","","-335","-190","111"
"18812017","","2","","0","18812","","","-360","-335","112"
"18812018","","2","","0","18812","","","-360","190","113"
"18812019","","2","","0","18812","","","-335","350","114"
"18812020","","2","","0","18812","","","-360","500","115"
"18812021","","32","","","18812","","","","0","55"
"18812022","","32","","","18812","","","","1","30"
"18812023","","32","","","18812","","","","0","16"
"18812024","","3","0.2","wac_talk_kyapi_loop","18812","1","","0","wac_talk_kyapi_in","101311"
"18812025","","21","","0","18812","","","0","vo_wac_220821_000","vo_wac_220821"
"18812026","0.5","11","0","1","18812","1","0","10","完☆成！\nぐうかわ魔法少女が描く、\nこれまたぐうかわな壁画をご覧あれ～！\nテーマは……努力！　友情！　勝利！","101311"
"18812027","","91","","","18812","","","","","0"
"18812028","","3","0.2","","18812","1","","1","wac_idle_kyapi","101311"
"18812029","","3","0.2","wac_talk_doya_loop_surprise_L","18812","1","","0","wac_talk_doya_in_surprise_L","100911"
"18812030","","21","","0","18812","","","0","vo_wac_220821_001","vo_wac_220821"
"18812031","0.5","11","0","1","18812","1","0","10","むっ、ちょっと待て。\nこの絵のテーマは、繰り返される\n運命の闘争が織りなす限りなき\nウロボロスの循環ではないのか！？","100911"
"18812032","","91","","","18812","","","","","0"
"18812033","","3","0.2","","18812","1","","1","wac_idle_doya_surprise_L","100911"
"18812034","","3","0.2","wac_talk_wish_loop_L","18812","1","","0","wac_talk_wish_in_L","102711"
"18812035","","21","","0","18812","","","0","vo_wac_220821_002","vo_wac_220821"
"18812036","0.5","11","0","1","18812","1","0","10","クスクス……違います。\nこれはあのおかたへの愛……\n枯れることのない、永遠の愛が\nテーマですわ……","102711"
"18812037","","91","","","18812","","","","","0"
"18812038","","3","0.2","","18812","1","","1","wac_idle_wish_L","102711"
"18812039","","3","0.2","wac_talk_sad_loop_surprise","18812","1","","0","wac_talk_sad_in_surprise","105111"
"18812040","","21","","0","18812","","","0","vo_wac_220821_003","vo_wac_220821"
"18812041","0.5","11","0","1","18812","1","0","10","これってテーマなんてあったの？\nあくまでギルドの仕事であって、\n指示書に忠実に描けばいいと\n思ってたんだけれど。","105111"
"18812042","","91","","","18812","","","","","0"
"18812043","","3","0.2","","18812","1","","1","wac_idle_sad_surprise","105111"
"18812044","","3","0.2","wac_talk_arm_crossed_loop","18812","1","","0","wac_talk_arm_crossed_in","105611"
"18812045","","21","","0","18812","","","0","vo_wac_220821_004","vo_wac_220821"
"18812046","0.5","11","0","1","18812","1","0","10","いやいや、それであってるよ。\nアイツら、やる気満々なのはいいけど、\n余計なもん描き足してないだろうね？\nあとで見ておくか……","105611"
"18812047","","91","","","18812","","","","","0"
"18812048","","22","","","18812","","","","0","0"
"18812049","","111","","","18812","","","","",""
"18813001","","3","0.2","","18813","","","1","wac_idle_doya_surprise_L","100911"
"18813002","","3","0.2","","18813","","","1","wac_idle_wish_L","102711"
"18813003","","3","0.2","","18813","","","1","wac_idle_kyapi","101311"
"18813004","","3","0.2","","18813","","","1","wac_idle_sad_surprise","105111"
"18813005","","3","0.2","","18813","","","1","wac_idle_arm_crossed","105611"
"18813006","","3","0.2","","18813","","","1","wac_no_items","111"
"18813007","","3","0.2","","18813","","","1","wac_no_items","112"
"18813008","","3","0.2","","18813","","","1","wac_no_items","113"
"18813009","","3","0.2","","18813","","","1","wac_no_items","114"
"18813010","","3","0.2","","18813","","","1","wac_no_items","115"
"18813011","","2","","0","18813","","","-335","-190","100911"
"18813012","","2","","0","18813","","","-360","-335","102711"
"18813013","","2","","0","18813","","","-360","190","101311"
"18813014","","2","","0","18813","","","-335","350","105111"
"18813015","","2","","0","18813","","","-360","500","105611"
"18813016","","2","","0","18813","","","-335","-190","111"
"18813017","","2","","0","18813","","","-360","-335","112"
"18813018","","2","","0","18813","","","-360","190","113"
"18813019","","2","","0","18813","","","-335","350","114"
"18813020","","2","","0","18813","","","-360","500","115"
"18813021","","32","","","18813","","","","0","55"
"18813022","","32","","","18813","","","","1","30"
"18813023","","32","","","18813","","","","0","16"
"18813024","","91","","","18813","","","","","0"
"18911001","wac_default_01","1","2","-108","18911","-213","0","202","105511","1"
"18911002","wac_default_02","5","2","-108","18911","-213","0","201","111","1"
"18911003","","31","1","0","18911","1","","0","21","21"
"18911004","","31","0","0","18911","1","","0","54","54"
"18911005","","31","0","0","18911","1","","0","11","11"
"18911006","","31","1","0","18911","1","","0","501","501"
"18911007","","3","0.2","","18911","0","","0","wac_paint_01","105511"
"18911008","","3","0.2","","18911","0","","0","wac_paint_02","111"
"18911009","","93","","","18911","","","","0","0"
"18911010","","32","","","18911","","","","1","11"
"18911011","","23","","","18911","","","0","se_10035700_brush","se_10035700"
"18911012","","13","","","18911","","","","300","105511"
"18911013","","131","","","18911","","","","","1"
"18912001","","3","0.2","wac_talk_wish_loop","18912","1","","0","wac_talk_wish_in","105511"
"18912002","","3","0.2","","18912","","","1","wac_no_items","111"
"18912003","","2","","0","18912","","","-340","200","105511"
"18912004","","2","","0","18912","","","-340","200","111"
"18912005","","32","","","18912","","","","0","21"
"18912006","","32","","","18912","","","","1","54"
"18912007","","32","","","18912","","","","0","11"
"18912008","","21","","0","18912","","","0","vo_wac_220822_000","vo_wac_220822"
"18912009","0.5","11","0","1","18912","1","0","10","で、できた～\n大勢の人に見られるような場所に絵を\n描くのって、やっぱり慣れないよ……","105511"
"18912010","","91","","","18912","","","","","0"
"18912011","","21","","0","18912","","","0","vo_wac_220822_001","vo_wac_220822"
"18912012","0.5","11","0","1","18912","1","0","10","先輩も、この絵を見るのかな？\nちょっと恥ずかしいけど、私の絵を見る\n先輩を見られたらやる気がでるかも♪","105511"
"18912013","","91","","","18912","","","","","0"
"18912014","","22","","","18912","","","","0","0"
"18913001","","3","0.2","","18913","","","1","wac_idle_wish","105511"
"18913002","","3","0.2","","18913","","","1","wac_no_items","111"
"18913003","","2","","0","18913","","","-340","200","105511"
"18913004","","2","","0","18913","","","-340","200","111"
"18913005","","32","","","18913","","","","0","21"
"18913006","","32","","","18913","","","","1","54"
"18913007","","32","","","18913","","","","0","11"
"18913008","","91","","","18913","","","","","0"
"19011001","wac_default_11","1","2","-108","19011","-213","0","202","106811","1"
"19011002","wac_default_13","5","2","-108","19011","-213","0","201","111","1"
"19011003","","31","1","0","19011","1","","0","21","21"
"19011004","","31","0","0","19011","1","","0","54","54"
"19011005","","31","0","0","19011","1","","0","11","11"
"19011006","","31","1","0","19011","1","","0","501","501"
"19011007","","3","0.2","","19011","0","","0","wac_paint_11","106811"
"19011008","","3","0.2","","19011","0","","0","wac_paint_13","111"
"19011009","","93","","","19011","","","","0","0.3"
"19011010","","32","","","19011","","","","1","11"
"19011011","","23","","","19011","","","0","se_10035700_roller","se_10035700"
"19011012","","13","","","19011","","","","300","106811"
"19011013","","131","","","19011","","","","","1"
"19012001","","3","0.2","wac_talk_doya_loop","19012","1","","0","wac_talk_doya_in","106811"
"19012002","","3","0.2","","19012","","","1","wac_no_items","111"
"19012003","","2","","0","19012","","","-340","200","106811"
"19012004","","2","","0","19012","","","-340","200","111"
"19012005","","32","","","19012","","","","0","21"
"19012006","","32","","","19012","","","","1","54"
