a718a1857b0a0b7fc8880f7fb0db3661f801407e10be2d2865a9d89d27cf1236,fc43d9a38cdbc2e325238de0e67723df9df736e954872778ceff488f227f7b98,bb9074d09cd96c3316b671587d33d085f1f04d58e12ade61d16d6cb088126fad,cfd44e05bdd89dd99e78be6874b8af643e4324877e78796084ba04e0161e3826,2bb9a3a2612697583b3da3b2922dfaf195e5843d8a9397ad9217db464bccc7ff,66886144c5a78dd0d9d19a085982329ab7df7d782ae713e67eb454876fffcbc7,18227fffbe094cbe0749308ac8d0105aec004cde34128946b24b08ed353cb0c3,5dda0ec1c84c5e1edc724cb9a064c6ff35cfad1c818062ea6ce65419fddb6187,591547cb5e98f48a5bda1e82d99937e675f92467e6ef9b338072c204eac98b7d,780399ef91f91ed1ad22e472e841d7020d797a19c285e1ae54ac022791fff335,661d59e66d0677639383988fead496753b79ffbea5403768d393036b9452bcb1
"","","vo_fpc_21808","","vo_fpc","","918","","0","21","19180070"
"0","0","イオ先生！？\nあらあら～！","0","113511","10","918","0.5","1","11","19180071"
"","","","","0","","918","","","91","19180072"
"","","0","","0.5","","918","","","93","19180073"
"0","1","18_misato_breastStroke_in","0.1","113511","0","918","","cmn_swm_breastStroke","3","19180074"
"","","0","","41","","918","","","32","19180075"
"","","1","","11","","918","","","32","19180076"
"","","850","","113511","-180","918","","3.61990950226244","2","19180077"
"","","850","","11","-180","918","","3.61990950226244","33","19180078"
"","","","","19180059","","918","","","91","19180079"
"","","","","19180077","","918","","","91","19180080"
"1.75","-180","117211","0","1","22","919","19_nozomi_float","-850","1","19190001"
"1.75","-180","110011","0","1","22","919","19_suzuna_float","-1150","1","19190002"
"1.4875","-15","117411","0","1","12","919","19_tsumugi_search","-750","1","19190003"
"1","1","61","","6","-820","919","","-180","31","19190004"
"1","1","1211","","121","-850","919","","-180","31","19190005"
"0","1","1221","","122","150","919","","-180","31","19190006"
"1","1","62","","6","-1150","919","","-180","31","19190007"
"1","1","1212","","121","-1180","919","","-180","31","19190008"
"0","1","1222","","122","-180","919","","-180","31","19190009"
"","","45","","117211","","919","","","13","19190010"
"","","45","","110011","","919","","","13","19190011"
"","","45","","117411","","919","","","13","19190012"
"","","se_fpc_water_random","","se_10053800","1","919","","","23","19190013"
"","","49","","117411","","919","","","13","19190014"
"","","0","","19190012","","919","","","91","19190015"
"","","330","","117411","-15","919","","9.92647058823529","2","19190016"
"","","0","","3.5","","919","","","93","19190017"
"","","vo_fpc_21900","","vo_fpc","","919","","0","21","19190018"
"0","0","ノゾミさん、どこに行ったんでしょう？\n新衣装の案を思いついたのに…","0","117411","15","919","0.5","1","11","19190019"
"","","","","0","","919","","","91","19190020"
"","","0","","0.5","","919","","","93","19190021"
"","","","","19190016","","919","","","91","19190022"
"0.1","","19_nozomi_float","","117211","1","919","","","3","19190023"
"0.1","1","19_tsumugi_notice_in","0.1","117411","0","919","","19_tsumugi_notice_loop","3","19190024"
"","","0","","0.2","","919","","","93","19190025"
"","","vo_fpc_21901","","vo_fpc","","919","","0","21","19190026"
"0","0","あら？　あれは…上流から何か\n光るものが…","0","117411","10","919","0.5","1","11","19190027"
"","","","","0","","919","","","91","19190028"
"","","0","","0.5","","919","","","93","19190029"
"","12","150","","117211","-180","919","","7.35294117647059","2","19190030"
"","12","180","","61","-180","919","","7.35294117647059","33","19190031"
"","12","150","","1211","-180","919","","7.35294117647059","33","19190032"
"","12","-150","","110011","-180","919","","7.35294117647059","2","19190033"
"","12","-150","","62","-180","919","","7.35294117647059","33","19190034"
"","12","-180","","1212","-180","919","","7.35294117647059","33","19190035"
"","","0","","2","","919","","","93","19190036"
"0.1","1","19_tsumugi_dazzled_in","0.1","117411","0","919","","19_tsumugi_dazzled_loop","3","19190037"
"","","","","19190030","","919","","","91","19190038"
"","","vo_fpc_21902","","vo_fpc","","919","","0","21","19190039"
"-30","0","メルクリゾートウィスタリアンズ、\n色んなエリアがあって\nすっごく楽しいね！","0","117211","10","919","0.5","1","11","19190040"
"","","","","0","","919","","","91","19190041"
"","","0","","0.5","","919","","","93","19190042"
"","","vo_fpc_21903","","vo_fpc","","919","","0","21","19190043"
"0","0","ねー♪　めっちゃ映える系？\n写真撮ろ写真～！","0","110011","10","919","0.5","1","11","19190044"
"","","","","0","","919","","","91","19190045"
"","","0","","0.5","","919","","","93","19190046"
"","","vo_fpc_21904","","vo_fpc","","919","","0","21","19190047"
"0","0","え。二人とも何してるんですか！？\nってか眩しすぎません？","0","117411","10","919","0.5","1","11","19190048"
"","","","","0","","919","","","91","19190049"
"","","0","","0.5","","919","","","93","19190050"
"","","150","","61","-180","919","","0","33","19190051"
"","","120","","1211","-180","919","","0","33","19190052"
"","","1","","117211","","919","","","4","19190053"
"","1","19_nozomi_notice_float","0.1","117211","0","919","","19_nozomi_float","3","19190054"
"","","vo_fpc_21905","","vo_fpc","","919","","0","21","19190055"
"-30","0","あ、ツムギ！\nスズナちゃんのカリスマオーラが\nすっごいからだよ！","0","117211","10","919","0.5","1","11","19190056"
"","","","","0","","919","","","91","19190057"
"","","0","","0.5","","919","","","93","19190058"
"","","vo_fpc_21906","","vo_fpc","","919","","0","21","19190059"
"0","0","え～、ノゾミンのアイドルオーラも\nあいかわらずキラッキラで\n鬼やばのやばっしょ！","0","110011","10","919","0.5","1","11","19190060"
"","","","","0","","919","","","91","19190061"
"","","0","","0.5","","919","","","93","19190062"
"","","180","","61","-180","919","","0","33","19190063"
"","","150","","1211","-180","919","","0","33","19190064"
"","","0","","117211","","919","","","4","19190065"
"","1","19_nozomi_notice_float","0.1","117211","0","919","","19_nozomi_float","3","19190066"
"","","vo_fpc_21907","","vo_fpc","","919","","0","21","19190067"
"-30","0","私も負けてられないな♪\nもっともっと輝かないと！","0","117211","10","919","0.5","1","11","19190068"
"","","","","0","","919","","","91","19190069"
"","","0","","0.5","","919","","","93","19190070"
"0.1","1","19_nozomi_pose_in","0.1","117211","0","919","","19_nozomi_pose_loop","3","19190071"
"","","1","","1221","","919","","","32","19190072"
"","","0","","1211","","919","","","32","19190073"
"","","0","","1.5","","919","","","93","19190074"
"","","vo_fpc_21908","","vo_fpc","","919","","0","21","19190075"
"0","0","ウチも、アゲていくよー！\nん～…たー！！","0","110011","10","919","0.5","1","11","19190076"
"","","","","0","","919","","","91","19190077"
"","","0","","0.5","","919","","","93","19190078"
"0.1","1","19_suzuna_pose_in","0.1","110011","0","919","","19_suzuna_pose_loop","3","19190079"
"","","1","","1222","","919","","","32","19190080"
"","","0","","1212","","919","","","32","19190081"
"","","0","","1.5","","919","","","93","19190082"
"","","1150","","117211","-180","919","","7.35294117647059","2","19190083"
"","","1180","","61","-180","919","","7.35294117647059","33","19190084"
"","","1150","","1221","-180","919","","7.35294117647059","33","19190085"
"","","850","","110011","-180","919","","7.35294117647059","2","19190086"
"","","850","","62","-180","919","","7.35294117647059","33","19190087"
"","","820","","1222","-180","919","","7.35294117647059","33","19190088"
"","","vo_fpc_21909","","vo_fpc","","919","","0","21","19190089"
"0","0","ああっ！　さらに眩しくっ！？\nノ、ノゾミさん！　待ってくださーい！","0","117411","10","919","0.5","1","11","19190090"
"","","","","0","","919","","","91","19190091"
"","","0","","0.5","","919","","","93","19190092"
"","","","","19190083","","919","","","91","19190093"
"0.1","1","19_tsumugi_run_in","0.1","117411","0","919","","19_tsumugi_run_loop","3","19190094"
"","","0","","0.3","","919","","","93","19190095"
"","","750","","117411","-15","919","","1.46188652975983","2","19190096"
"","","","","19190096","","919","","","91","19190097"
"1.4875","-15","115711","0","1","22","920","20_kasumi_walk","-750","1","19200001"
"1.4875","-15","3","0","3","23","920","20_kasumi_walk","-750","5","19200002"
"","","se_fpc_water_random","","se_10053800","1","920","","","23","19200003"
"","","","","19200002","","920","","","91","19200004"
"","0","0","","115711","-15","920","","4.41176470588235","2","19200005"
"","0","0","","3","-15","920","","4.41176470588235","2","19200006"
"","","","","0","","920","","","91","19200007"
"0.3","","20_kasumi_talk","","115711","1","920","","","3","19200008"
"0.3","","20_kasumi_talk","","3","1","920","","","3","19200009"
"","","vo_fpc_22000","","vo_fpc","0","920","","0","21","19200010"
"0","0","名探偵カスミのメルクリゾート事件簿\n「プリン消失事件」","0","115711","10","920","0.5","1","11","19200011"
"","","","","0","","920","","","91","19200012"
"","","0","","0.5","","920","","","93","19200013"
"0.2","1","20_kasumi_cool_in","0","115711","0","920","","20_kasumi_cool_surprise","3","19200014"
"0.2","1","20_kasumi_cool_in","0","3","0","920","","20_kasumi_cool_loop","3","19200015"
"","","vo_fpc_22001","","vo_fpc","0","920","","0","21","19200016"
"0","0","フードコートで提供予定だったプリンが\n担当者が目を離した隙にすべて消失…","0","115711","10","920","0.5","1","11","19200017"
"","","","","0","","920","","","91","19200018"
"","","0","","0.5","","920","","","93","19200019"
"","","vo_fpc_22002","","vo_fpc","0","920","","0","21","19200020"
"0","0","衆人環視のフードコートでの犯行。\n移動系の魔法や魔道具の痕跡も無し。","0","115711","10","920","0.5","1","11","19200021"
"","","","","0","","920","","","91","19200022"
"","","0","","0.5","","920","","","93","19200023"
"0.2","1","20_kasumi_cool_anger_in","0","115711","0","920","","20_kasumi_cool_anger","3","19200024"
"0.2","1","20_kasumi_cool_anger_in","0","3","0","920","","20_kasumi_cool_loop","3","19200025"
"","","vo_fpc_22003","","vo_fpc","0","920","","0","21","19200026"
"0","0","関係者のアリバイも完璧だったため\nおそらく犯人は外部の人間。","0","115711","10","920","0.5","1","11","19200027"
"","","","","0","","920","","","91","19200028"
"","","0","","0.5","","920","","","93","19200029"
"0.1","1","20_kasumi_approach_in","0","115711","0","920","","20_kasumi_approach_loop","3","19200030"
"0.1","1","20_kasumi_approach_in","0","3","0","920","","20_kasumi_approach_loop","3","19200031"
"","","vo_fpc_22004","","vo_fpc","0","920","","0","21","19200032"
"0","0","以上の情報からプロファイリング\nできる犯人は…","0","115711","10","920","0.5","1","11","19200033"
"","","","","0","","920","","","91","19200034"
"","","0","","0.5","","920","","","93","19200035"
"0.1","1","20_kasumi_doya_in","0","115711","0","920","","20_kasumi_doya_loop","3","19200036"
"0.1","1","20_kasumi_doya_in","0","3","0","920","","20_kasumi_doya_loop","3","19200037"
"","","vo_fpc_22005","","vo_fpc","0","920","","0","21","19200038"
"0","0","プリンが大好物で壁抜けができ、かつ\nみんなが楽しみにしているプリンを…","0","115711","10","920","0.5","1","11","19200039"
"","","","","0","","920","","","91","19200040"
"","","0","","0.5","","920","","","93","19200041"
"","","vo_fpc_22006","","vo_fpc","0","920","","0","21","19200042"
"0","0","一人で食べつくしても心が痛まない、\n自己中心的な精神構造…","0","115711","10","920","0.5","1","11","19200043"
"","","","","0","","920","","","91","19200044"
"","","0","","0.5","","920","","","93","19200045"
"0.2","","20_kasumi_thinking","","115711","1","920","","","3","19200046"
"0.2","","20_kasumi_thinking","","3","1","920","","","3","19200047"
"","","vo_fpc_22007","","vo_fpc","0","920","","0","21","19200048"
"0","0","果たして、そんな人物が、\n実在するのであろうか…","0","115711","10","920","0.5","1","11","19200049"
"","","","","0","","920","","","91","19200050"
"","","0","","0.5","","920","","","93","19200051"
"0.2","","20_kasumi_walk","","115711","1","920","","","3","19200052"
"0.2","","20_kasumi_walk","","3","1","920","","","3","19200053"
"","0","750","","115711","-15","920","","4.41176470588235","2","19200054"
"","0","750","","3","-15","920","","4.41176470588235","2","19200055"
"","","","","0","","920","","","91","19200056"
"1.4875","-15","115711","0","1","22","921","20_kasumi_walk","-750","1","19210001"
"1.4875","-15","3","0","3","23","921","20_kasumi_walk","-750","5","19210002"
"","","se_fpc_water_random","","se_10053800","1","921","","","23","19210003"
"","","","","19210002","","921","","","91","19210004"
"","0","0","","115711","-15","921","","4.41176470588235","2","19210005"
"","0","0","","3","-15","921","","4.41176470588235","2","19210006"
"","","","","0","","921","","","91","19210007"
"0.3","","20_kasumi_talk","","115711","1","921","","","3","19210008"
"0.3","","20_kasumi_talk","","3","1","921","","","3","19210009"
"","","vo_fpc_22100","","vo_fpc","0","921","","0","21","19210010"
"0","0","名探偵カスミのメルクリゾート事件簿\n「フードコート・全メニュー消失事件」","0","115711","10","921","0.5","1","11","19210011"
"","","","","0","","921","","","91","19210012"
"","","0","","0.5","","921","","","93","19210013"
"0.2","1","20_kasumi_cool_in","0","115711","0","921","","20_kasumi_cool_surprise","3","19210014"
"0.2","1","20_kasumi_cool_in","0","3","0","921","","20_kasumi_cool_loop","3","19210015"
"","","vo_fpc_22101","","vo_fpc","0","921","","0","21","19210016"
"0","0","フードコートで提供予定だった大量の\n料理がいつのまにか全て消失…","0","115711","10","921","0.5","1","11","19210017"
"","","","","0","","921","","","91","19210018"
"","","0","","0.5","","921","","","93","19210019"
"0.2","1","20_kasumi_cool_anger_in","0","115711","0","921","","20_kasumi_cool_anger","3","19210020"
"0.2","1","20_kasumi_cool_anger_in","0","3","0","921","","20_kasumi_cool_loop","3","19210021"
"","","vo_fpc_22102","","vo_fpc","0","921","","0","21","19210022"
"0","0","今回の事件で不可解な点は目撃者たちが\nことごとく口をつぐんでいる点だ。","0","115711","10","921","0.5","1","11","19210023"
"","","","","0","","921","","","91","19210024"
"","","0","","0.5","","921","","","93","19210025"
"","","vo_fpc_22103","","vo_fpc","0","921","","0","21","19210026"
"0","0","『ユース』や『ひめ』等と口にするものの\n皆目をそらして去っていく…","0","115711","10","921","0.5","1","11","19210027"
"","","","","0","","921","","","91","19210028"
"","","0","","0.5","","921","","","93","19210029"
"0.1","1","20_kasumi_approach_in","0","115711","0","921","","20_kasumi_approach_loop","3","19210030"
"0.1","1","20_kasumi_approach_in","0","3","0","921","","20_kasumi_approach_loop","3","19210031"
"","","vo_fpc_22104","","vo_fpc","0","921","","0","21","19210032"
