570d39db4d2ae5140caf5117b9f57b2e0b993920362f8b0f4357953230d5de4d,84659360fab0882523ffb695ebe93eddba301fb319dc2eb22a9202cf454585d7,8f41023a938e2b5dd54c594af4e8fdd0dfdd73c8a71a590b1e2fbd53f57f3520,6910accac2d149a216b7e1e9bc1dc5296fb426a3d2f208be3105ccb7ca162008,a5b6c2b46633e4fad6e623b5d1838f99b0b29d0272569fef0c2096c8f06fe0ed,624bafadf1f217e34f6c43470e53d8a8162bb00b9185a585aa3c307b3f960439,43d99c7c0dca4e3a3959a400f6fa77ba23da96e98f491faad5ffa8d9e7ad0e3a,7b7d1c21eb210142c00e2868ec878bd9e823fc0169c2c521e8a4de2e8865c5f8,94a741f752b0f919f9fa1f620289e1d5e4e0fb98d496a72243404875edf96712,6fb0ae4309c4aab7f046d332f8677470a9ccc788650723caedf90d253c1e5fa5,68cb5bf1d19fd9862ee0a10bef4141c1fb550874050f6fb5debc1cc1b7518f4f
"","","","","111","","","40073","","","1400730043"
"","","","0","91","","","40073","","","1400730044"
"","0","","0","93","","","40074","","","1400740001"
"","0.2","","se_travel_top_ziz_wing","24","","","40074","","","1400740002"
"","0","","400790","32","","","40074","","","1400740003"
"","se_travel_top_ziz_panic","","se_travel_top","23","0","","40074","","","1400740004"
"","1","","400724","32","","","40074","","","1400740005"
"","travel_topdrama_r_4007_fall1","","1000001","3","0","","40074","0.2","","1400740006"
"","fall","","9","3","0","","40074","0.2","","1400740007"
"","fall","","16","3","0","","40074","0.2","","1400740008"
"","0","","1.8","93","","","40074","","","1400740009"
"","se_travel_top_ziz_cry","","se_travel_top","23","0","","40074","","","1400740010"
"","se_travel_top_ziz_fall","","se_travel_top","23","0","","40074","","","1400740011"
"","0","","1","93","","","40074","","","1400740012"
"","1","","400740","32","","","40074","","","1400740013"
"","0","","0.2","93","","","40074","","","1400740014"
"","travel_topdrama_r_4007_fall2","","1000001","3","0","","40074","0","","1400740015"
"","-200","0.01","1000001","2","-180","","40074","","","1400740016"
"","disappear","","9","3","0","","40074","0","","1400740017"
"","disappear","","16","3","0","","40074","0","","1400740018"
"","0","","400702","32","","","40074","","","1400740019"
"","1","","400704","32","","","40074","","","1400740020"
"","1","","400705","32","","","40074","","","1400740021"
"","0","","400724","32","","","40074","","","1400740022"
"","1","","400750","32","","","40074","","","1400740023"
"","1","","400751","32","","","40074","","","1400740024"
"","1","","400754","32","","","40074","","","1400740025"
"","0","","0.3","93","","","40074","","","1400740026"
"","se_travel_top_ziz_drop2","","se_travel_top","23","0","","40074","","","1400740027"
"","0","","0.3","93","","","40074","","","1400740028"
"","1","","400741","32","","","40074","","","1400740029"
"","1","","400742","32","","","40074","","","1400740030"
"","1","","400752","32","","","40074","","","1400740031"
"","travel_topdrama_r_4007_fall3","","1000001","3","0","","40074","0.2","","1400740032"
"","0","","0.3","93","","","40074","","","1400740033"
"","se_travel_top_ziz_drop3","","se_travel_top","23","0","","40074","","","1400740034"
"","0","","0.6","93","","","40074","","","1400740035"
"","se_travel_top_ziz_look_around","","se_travel_top","23","0","","40074","","","1400740036"
"","","","1400740032","91","","","40074","","","1400740037"
"","travel_topdrama_r_4007_fall4_hit","","1000001","3","0","","40074","0","","1400740038"
"","0","","0.5","93","","","40074","","","1400740039"
"","se_travel_top_ziz_joy2","","se_travel_top","23","0","","40074","","","1400740040"
"","10","0","1000001","12","0.5","0","40074","","","1400740041"
"","0","","1.5","93","","","40074","","","1400740042"
"","","","","111","","","40074","","","1400740043"
"","","","0","91","","","40074","","","1400740044"
"","0","","0","93","","","40075","","","1400750001"
"","0.2","","se_travel_top_ziz_wing","24","","","40075","","","1400750002"
"","0","","400790","32","","","40075","","","1400750003"
"","0","","1","93","","","40075","","","1400750004"
"","se_travel_top_ziz_passaway","","se_travel_top","23","0","","40075","","","1400750005"
"","travel_topdrama_r_4007_grab_move","","1000001","3","0","","40075","0.2","","1400750006"
"","grab_move","","9","3","0","","40075","0.2","","1400750007"
"","grab_move","","16","3","0","","40075","0.2","","1400750008"
"","0","","1.5","93","","","40075","","","1400750009"
"","se_travel_top_ziz_cry_pass","","se_travel_top","23","0","","40075","","","1400750010"
"","0","0.01","1000001","2","-270","","40075","","","1400750011"
"","0","0.01","9","2","-270","","40075","","","1400750012"
"","0","0.01","16","2","-270","","40075","","","1400750013"
"","0","","400702","32","","","40075","","","1400750014"
"","1","","400703","32","","","40075","","","1400750015"
"","1","","400781","32","","","40075","","","1400750016"
"","0","","0.1","93","","","40075","","","1400750017"
"","travel_topdrama_r_4007_put","","1000001","3","0","","40075","0","","1400750018"
"","put","","9","3","0","","40075","0","","1400750019"
"","put","","16","3","0","","40075","0","","1400750020"
"","0","","1.3","93","","","40075","","","1400750021"
"","se_travel_top_ziz_drop1","","se_travel_top","23","0","","40075","","","1400750022"
"","1","","400730","32","","","40075","","","1400750023"
"","0","","1","93","","","40075","","","1400750024"
"","se_travel_top_ziz_dizzy","","se_travel_top","23","0","","40075","","","1400750025"
"","0","","1.2","93","","","40075","","","1400750026"
"","se_travel_top_ziz_joy1","","se_travel_top","23","0","","40075","","","1400750027"
"","0","","0.3","93","","","40075","","","1400750028"
"","7","0","1000001","12","0.01","0","40075","","","1400750029"
"","0","","1","93","","","40075","","","1400750030"
"","","","","111","","","40075","","","1400750031"
"","","","0","91","","","40075","","","1400750032"
"1","400991","0","18","5","60","-75","40091","0.35","run","1400910001"
"1","400992","-67","18","5","58","-38","40091","0.35","run2","1400910002"
"1","400993","47","18","5","56","-16","40091","0.35","run3","1400910003"
"","400915","-75","400915","31","0","0.35","40091","1","","1400910004"
"0","0","0","0","5","110","-90","40091","1","rare","1400910005"
"","0","","0","91","","","40091","","","1400910006"
"0","run","","400991","3","0","","40091","0","","1400910007"
"0","run2","","400992","3","0","","40091","0","","1400910008"
"0","run3","","400993","3","0","","40091","0","","1400910009"
"","0","","0","91","","","40091","","","1400910010"
"","100","8.72","1400910007","101","100","0","40091","","","1400910011"
"0","run","","400991","3","1","","40091","0","","1400910012"
"0","run2","","400992","3","1","","40091","0","","1400910013"
"0","run3","","400993","3","1","","40091","0","","1400910014"
"","0","","0","91","","","40091","","","1400910015"
"0","1000001","-1000","1","1","51","-177","40092","1.46","travel_topdrama_r_4009_run","1400920001"
"1","400991","-1000","18","5","60","-330","40092","0.8","empty","1400920002"
"1","400992","-1000","18","5","58","-320","40092","0.8","empty","1400920003"
"1","400993","-1000","18","5","56","-280","40092","0.8","empty","1400920004"
"0","400999","-250","17","5","53","-92","40092","1.46","travel_topdrama_r_4000_empty","1400920005"
"","400904","-147","400904","31","-1000","1","40092","1","","1400920006"
"","400951","-330","400912","31","-1000","1","40092","0","","1400920007"
"","400952","-320","400912","31","-1000","1","40092","0","","1400920008"
"","400953","-280","400912","31","-1000","1","40092","0","","1400920009"
"","400905","18","400905","31","-990","1","40092","1","","1400920010"
"","400900","0","400900","31","0","1","40092","1","","1400920011"
"","400901","0","400901","31","0","1","40092","1","","1400920012"
"","400902","0","400902","31","0","1","40092","1","","1400920013"
"","400990","0","400990","31","0","1","40092","0","","1400920014"
"","400009","0","400009","31","0","1","40092","1","","1400920015"
"","","","0","91","","","40092","","","1400920016"
"","se_travel_top_flock_foot1","","se_travel_top","23","0","","40092","","","1400920017"
"","0","","0.3","93","","","40092","","","1400920018"
"","travel_topdrama_r_4009_run","","1000001","3","1","0","40092","0.2","","1400920019"
"","0","2","1000001","2","-177","0","40092","","","1400920020"
"","-50","2","400905","33","18","0","40092","","","1400920021"
"","0","2","400904","33","-147","0","40092","","","1400920022"
"","0","","0.7","93","","","40092","","","1400920023"
"","se_travel_top_flock_rumble","","se_travel_top","23","0","","40092","","","1400920024"
"","7","","3.5","122","3","","40092","","","1400920025"
"","","","1400920020","91","","","40092","","","1400920026"
"","travel_topdrama_r_4009_lookAround","","1000001","3","1","0","40092","0.2","","1400920027"
"","0","","1.2","93","","","40092","","","1400920028"
"","1","","400990","32","","","40092","","","1400920029"
"","1400920032","","木の陰に隠れる","103","","","40092","","","1400920030"
"","1400920034","","岩の陰に隠れる","103","","","40092","","","1400920031"
"","0","","1","102","","","40092","","","1400920032"
"","","","1400920036","101","","","40092","","","1400920033"
"","0","","2","102","","","40092","","","1400920034"
"","","","1400920036","101","","","40092","","","1400920035"
"","","","0","91","","","40092","","","1400920036"
"","","","0.1","93","","","40093","","","1400930001"
"","0","","400990","32","","","40093","","","1400930002"
"1","400994","-1000","18","5","53","-150","40093","0.75","empty","1400930003"
"1","400995","-1000","18","5","53","-160","40093","0.75","empty","1400930004"
"","400954","-150","400911","31","-1000","1","40093","0","","1400930005"
"","400955","-160","400911","31","-1000","1","40093","0","","1400930006"
"","400906","-177","400906","31","0","1","40093","0","","1400930007"
"","400908","103","400908","31","-173","1","40093","0","","1400930008"
"","400916","0","400916","31","0","1","40093","0","","1400930009"
"","400903","0","400903","31","0","1","40093","1","","1400930010"
"","0","","0.01","93","","","40093","","","1400930011"
"","0","","400902","32","","","40093","","","1400930012"
"","se_travel_top_flock_hide1","","se_travel_top","23","0","","40093","","","1400930013"
"0","travel_topdrama_r_4009_hide_tree","","1000001","3","0","0","40093","0","","1400930014"
"","1","","400906","32","","","40093","","","1400930015"
"","0","","0.45","93","","","40093","","","1400930016"
"","travel_topdrama_r_4009_scared_tree","","1000001","3","0","","40093","0","","1400930017"
"","-250","0","1000001","2","-92","0","40093","","","1400930018"
"","0","","0.5","93","","","40093","","","1400930019"
"","se_travel_top_flock_pass_away","","se_travel_top","23","0","","40093","","","1400930020"
"","20","","10","122","4.6","","40093","","","1400930021"
"","run","","400991","3","1","","40093","0","","1400930022"
"","1500","3","400991","2","-330","0","40093","","","1400930023"
"","1","","400951","32","","","40093","","","1400930024"
"","1500","3","400951","33","-330","0","40093","","","1400930025"
"","0","","0.4","93","","","40093","","","1400930026"
"","run","","400994","3","1","","40093","0","","1400930027"
"","1500","2.7","400994","2","-150","0","40093","","","1400930028"
"","1","","400954","32","","","40093","","","1400930029"
"","1500","2.7","400954","33","-150","0","40093","","","1400930030"
"","0","","0.2","93","","","40093","","","1400930031"
"","run","","400993","3","1","","40093","0","","1400930032"
"","1500","3","400993","2","-280","0","40093","","","1400930033"
"","1","","400953","32","","","40093","","","1400930034"
"","1500","3","400953","33","-280","0","40093","","","1400930035"
"","0","","0.4","93","","","40093","","","1400930036"
"","run","","400995","3","1","","40093","0","","1400930037"
"","1500","3","400995","2","-160","0","40093","","","1400930038"
"","1","","400955","32","","","40093","","","1400930039"
"","1500","3","400955","33","-160","0","40093","","","1400930040"
"","0","","0.5","93","","","40093","","","1400930041"
"","run","","400992","3","1","","40093","0","","1400930042"
"","1500","2.4","400992","2","-320","0","40093","","","1400930043"
"","1","","400952","32","","","40093","","","1400930044"
"","1500","2.4","400952","33","-320","0","40093","","","1400930045"
"","","","1.6","93","","","40093","","","1400930046"
"","0","","0.7","93","","","40093","","","1400930047"
"","travel_topdrama_r_4009_relief_tree","","1000001","3","0","","40093","0","","1400930048"
"","travel_topdrama_r_4009_relief_tree","","400999","3","0","","40093","0","","1400930049"
"","1","","400916","32","","","40093","","","1400930050"
"","0","","0.3","93","","","40093","","","1400930051"
"","se_travel_top_flock_relief","","se_travel_top","23","0","","40093","","","1400930052"
"","0","","0.66","93","","","40093","","","1400930053"
"","1","","400908","32","","","40093","","","1400930054"
"","0","","0.2","93","","","40093","","","1400930055"
"","se_travel_top_flock_drop_goldenbox1","","se_travel_top","23","0","","40093","","","1400930056"
"","se_travel_top_flock_surprise","","se_travel_top","23","0","","40093","","","1400930057"
"","0","","1","93","","","40093","","","1400930058"
"","se_travel_top_flock_emote_note","","se_travel_top","23","0","","40093","","","1400930059"
"","0","","1400930049","91","","","40093","","","1400930060"
"","","","","111","","","40093","","","1400930061"
"","0","","0","91","","","40093","","","1400930062"
"","","","0.1","93","","","40094","","","1400940001"
"","0","","400990","32","","","40094","","","1400940002"
"1","400994","-1000","18","5","53","-150","40094","0.75","empty","1400940003"
"1","400995","-1000","18","5","53","-160","40094","0.75","empty","1400940004"
"","400954","-150","400911","31","-1000","1","40094","0","","1400940005"
"","400955","-160","400911","31","-1000","1","40094","0","","1400940006"
"","400906","-177","400906","31","0","1","40094","0","","1400940007"
"","400908","103","400908","31","-173","1","40094","0","","1400940008"
"","400917","0","400917","31","0","1","40094","0","","1400940009"
"","400903","0","400903","31","0","1","40094","1","","1400940010"
"","0","","0.01","93","","","40094","","","1400940011"
"","0","","400902","32","","","40094","","","1400940012"
"","se_travel_top_flock_hide1","","se_travel_top","23","0","","40094","","","1400940013"
"0","travel_topdrama_r_4009_hide_tree","","1000001","3","0","0","40094","0","","1400940014"
"","1","","400906","32","","","40094","","","1400940015"
"","0","","0.45","93","","","40094","","","1400940016"
"","travel_topdrama_r_4009_scared_tree","","1000001","3","0","","40094","0","","1400940017"
"","-250","0","1000001","2","-92","0","40094","","","1400940018"
"","0","","0.5","93","","","40094","","","1400940019"
"","se_travel_top_flock_pass_away","","se_travel_top","23","0","","40094","","","1400940020"
"","20","","10","122","4.6","","40094","","","1400940021"
"","run","","400991","3","1","","40094","0","","1400940022"
"","1500","3","400991","2","-330","0","40094","","","1400940023"
"","1","","400951","32","","","40094","","","1400940024"
"","1500","3","400951","33","-330","0","40094","","","1400940025"
"","0","","0.4","93","","","40094","","","1400940026"
"","run","","400994","3","1","","40094","0","","1400940027"
"","1500","2.7","400994","2","-150","0","40094","","","1400940028"
"","1","","400954","32","","","40094","","","1400940029"
"","1500","2.7","400954","33","-150","0","40094","","","1400940030"
"","0","","0.2","93","","","40094","","","1400940031"
"","run","","400993","3","1","","40094","0","","1400940032"
