48af36fb1db240d4e55b663eef485054e16502cbf8b263b5f8c87784e0fa5473,59f17215e4854ca320609784ffce9b6a6c5c8042d881a59c4995f1f12d8869cc,60c5d293ea91c4216a28f0047290be4485b7fe20f10f0a0a5c2a0b322e7412c8,ccb8ee37b5e9f5dbad3279b5691fa065f3c4e8e99912515eb65bea72575576a5,3e7f66c0b221f6c95ec7ef307b07d71e736206335cdeaaff379b008be2b7bf33,185672cf45678b4bbc2ab81dee0674a15be9205b0a6ee1d6f0e49ae5bc32c224,105628809775c98c0d7b1e8fbcf7954405e9a75f7c7bda7a042052673a8a0d46,86d2efcc7063ddc4d62d395a2cfe1adc63db640962b3af67e0c49775191b15f9,9f17805395417fd24e5a647ee4c0065c7464b19a6a92f1cd1d6146b5ec498510,05f4b855f177a0b2499bc852b16723cc46b1d13aad737a1d0d1c00f36b07cecf,e45169fae97576e9ce81df5f9acb200a2f416211a1b9fd3763e904b8589ead7e
"0","0.2","","1007412","3","0","11","mhp_ilya_uwame_in","1","mhp_ilya_uwame_loop","1007412050"
"0","","","1007412","21","","vo_mhp_1007412","vo_mhp_5206","","0","1007412051"
"4","0","1","1007412","11","0","104431","お主……\n目を、そらすでないぞ？","0","1","1007412052"
"","","","1007412","91","","0","","","","1007412053"
"1","0.2","","1007412","3","","117631","mhp_sit_talk_joy1","","","1007412054"
"0","","","1007412","21","","vo_mhp_1007412","vo_mhp_5207","","0","1007412055"
"6","0","0.5","1007412","11","0","117631","うーんあざとい！　でもそれがいい♪\n次は小悪魔ムーブで迫ってみてよ！","0","1","1007412056"
"","","","1007412","91","","0","","","","1007412057"
"1","0.2","","1007412","3","","117631","mhp_sit_idle_joy1","","","1007412058"
"0","0.2","","1007412","3","0","104431","mhp_ilya_koakuma_in","1","mhp_ilya_koakuma_loop","1007412059"
"0","0.2","","1007412","3","0","11","mhp_ilya_koakuma_in","1","NoItem","1007412060"
"0","","","1007412","21","","vo_mhp_1007412","vo_mhp_5208","","0","1007412061"
"6","0","1","1007412","11","0","104431","わらわだけを、見てほしいのじゃ……","0","1","1007412062"
"","","","1007412","91","","0","","","","1007412063"
"1","0.2","","1007412","3","","117631","mhp_sit_talk_joy2","","","1007412064"
"0","","","1007412","21","","vo_mhp_1007412","vo_mhp_5209","","0","1007412065"
"7","0","0.5","1007412","11","0","117631","エクセレント！\n最後は壁ドンで決めちゃおう！","0","1","1007412066"
"","","","1007412","91","","0","0","","","1007412067"
"1","0.2","","1007412","3","","117631","mhp_sit_idle_joy2","","","1007412068"
"0","0.2","","1007412","3","0","104431","mhp_ilya_kabedon_in","1","mhp_ilya_kabedon_loop","1007412069"
"0","","","1007412","21","","vo_mhp_1007412","vo_mhp_5210","","0","1007412070"
"7","0","1","1007412","11","0","104431","わらわのものに、なるのじゃ……","0","1","1007412071"
"","","","1007412","91","","0","","","","1007412072"
"","","","1007412","93","","1","","","","1007412073"
"1","0.2","","1007412","3","","117631","mhp_sit_talk_memory","","","1007412074"
"0","","","1007412","21","","vo_mhp_1007412","vo_mhp_5211","","0","1007412075"
"5","0","0.5","1007412","11","0","117631","完璧だよイリヤさん♪\n今のイリヤさんはキュートな堕天使！\nこれで落ちない人はいないね\nさっそく例の人に披露してみよう！","0","1","1007412076"
"","","","1007412","91","","0","","","","1007412077"
"1","0.2","","1007412","3","","117631","mhp_sit_idle","","","1007412078"
"1","0.2","","1007412","3","","104431","mhp_talk_memory","","","1007412079"
"0","","","1007412","21","","vo_mhp_1007412","vo_mhp_5212","","0","1007412080"
"4","0","0.5","1007412","11","0","104431","ふ、ふふ、これをあやつに\nあやつに…………\nって、できるかー！！","0","1","1007412081"
"","","","1007412","93","","8","1","","","1007412082"
"0","0.2","","1007412","3","0","104431","mhp_ilya_panic_in","1","mhp_ilya_panic_loop","1007412083"
"0","0.2","","1007412","3","0","11","mhp_ilya_panic_in","1","mhp_ilya_panic_loop","1007412084"
"","","","1007412","91","","1007412081","","","","1007412085"
"0","","","1007412","21","","vo_mhp_1007412","vo_mhp_5213","","0","1007412086"
"6","0","0.5","1007412","11","0","104431","なんなのじゃこの破廉恥な動きは！\nこんな姿、あやつに見せられる\nわけがなかろう！\n本当にどうかしていた、危機一髪じゃ。","0","1","1007412087"
"","","","1007412","93","","8","1","","","1007412088"
"1","0.2","","1007412","3","","104431","mhp_talk_sad2","","","1007412089"
"1","0.2","","1007412","3","","11","NoItem_idle","","","1007412090"
"","","","1007412","91","","1007412087","","","","1007412091"
"","","","1007412","93","","0.5","","","","1007412092"
"1","0.2","","1007412","3","","104431","mhp_talk_anger","","","1007412093"
"0","","","1007412","21","","vo_mhp_1007412","vo_mhp_5214","","0","1007412094"
"6","0","0.5","1007412","11","0","104431","そもそもあやつがこんなことで\nなびいたりするわけがないじゃろ！\n失礼する！","0","1","1007412095"
"","","","1007412","91","","0","","","","1007412096"
"","","","1007412","22","","0","0","","","1007412097"
"1","0.2","","1007412","3","","104431","mhp_idle_sad","","","1007412098"
"1","0.2","","1007412","3","","11","NoItem_idle","","","1007412099"
"","","","1007412","93","","0.2","","","","1007412100"
"1","0.2","","1007412","3","","104431","mhp_walk_sad","","","1007412101"
"","","","1007412","4","","104431","1","","","1007412102"
"-220","","","1007412","2","","104431","-350","0","1","1007412103"
"","","","1007412","93","","1","0","","","1007412104"
"2","0","","1007412","12","0","104431","9","","","1007412105"
"1","0.2","","1007412","3","","104431","mhp_ilya_idle_sad","","","1007412106"
"","","","1007412","93","","1","0","","","1007412107"
"1","0.2","","1007412","3","","104431","mhp_run_shy","","","1007412108"
"-220","","","1007412","2","","104431","-1000","0","1.5","1007412109"
"","","","1007412","93","","2","0","","","1007412110"
"","","","1007412","91","","0","","","","1007412111"
"1","0.2","","1007412","3","","117531","mhp_sit_talk_thinking","0","","1007412112"
"0","","","1007412","21","","vo_mhp_1007412","vo_mhp_5215","","0","1007412113"
"5","0","0.5","1007412","11","0","117531","残念だったわね。\nでも、はたから見てて彼女、\nすごく魅力的だったわよ。","0","1","1007412114"
"","","","1007412","91","","0","","","","1007412115"
"1","0.2","","1007412","3","","117531","mhp_sit_idle_thinking","","","1007412116"
"1","0.2","","1007412","3","","117631","mhp_sit_talk_thinking","","","1007412117"
"0","","","1007412","21","","vo_mhp_1007412","vo_mhp_5216","","0","1007412118"
"6","0","0.5","1007412","11","0","117631","そうだね。結構イケてたと思うけど\nあれで何も感じないなら\n相当鈍感な人だよね！","0","1","1007412119"
"","","","1007412","91","","0","","","","1007412120"
"","","","1007412","22","","0","0","","","1007412121"
"","","","1007412","93","","1","","","","1007412122"
"1","0.2","","1007412","3","","117631","mhp_sit_idle","","","1007412123"
"0","0.2","","1007412","3","","117631","mhp_sit_out","","","1007412124"
"","1","","1007412","32","","111","1","1","","1007412125"
"0","0.2","","1007412","3","","117631","mhp_mitsuki_kime","","","1007412126"
"","","","1007412","32","","120","1","","","1007412127"
"","","","1007412","23","","se_10031400","se_10031400_glitter","","","1007412128"
"","","","1007412","93","","1.2","","","","1007412129"
"","","","1007412","32","","130","1","","","1007412130"
"","","","1007412","93","","4","","","","1007412131"
"","","","1007412","32","","130","0","","","1007412132"
"100","1.7","mhp_idle_normal","1007413","1","0","1","100931","-220","-1000","1007413001"
"100","1.7","mhp_sit_idle","1007413","1","1","1","117631","-200","365","1007413002"
"100","1.7","mhp_sit_idle","1007413","1","1","1","117531","-220","185","1007413003"
"-240","1","","1007413","31","","1","1","0.85","-154","1007413004"
"110","1.7","NoItem","1007413","5","0","1","11","-220","-200","1007413005"
"105","1.7","NoItem","1007413","5","0","1","12","-220","-200","1007413006"
"110","1.7","NoItem","1007413","5","1","1","21","-220","185","1007413007"
"105","1.7","NoItem","1007413","5","1","1","22","-220","185","1007413008"
"1","0","","1007413","6","0","11","1","0","1","1007413009"
"1","0","","1007413","6","0","12","1","0","1","1007413010"
"1","0","","1007413","6","0","21","1","0","1","1007413011"
"1","0","","1007413","6","0","22","1","0","1","1007413012"
"110","1.7","NoItem","1007413","5","0","1","31","-220","-1000","1007413013"
"","","","1007413","91","","0","","","","1007413014"
"1","0.2","","1007413","3","","117531","mhp_sit_talk_normal","","","1007413015"
"0","","","1007413","21","","vo_mhp_1007413","vo_mhp_3001","","0","1007413016"
"8","0","0","1007413","11","0","117531","次の方どうぞー","0","0","1007413017"
"","","","1007413","91","","0","","","","1007413018"
"1","0.2","","1007413","3","","117531","mhp_sit_idle","","","1007413019"
"1","0.2","","1007413","3","","100931","mhp_anna_walk_sad","","","1007413020"
"-220","","","1007413","2","","100931","-200","0","4","1007413021"
"1","0.2","","1007413","3","","31","NoItem","","","1007413022"
"-220","","","1007413","2","","31","-200","0","4","1007413023"
"","","","1007413","91","","0","","","","1007413024"
"0","0.2","","1007413","3","","100931","mhp_sit_in_sad","","","1007413025"
"","","","1007413","91","","0","","","","1007413026"
"0","0.2","","1007413","3","0.2","100931","mhp_anna_dark_in","1","mhp_anna_dark_loop","1007413027"
"0","0.2","","1007413","3","0.2","31","mhp_anna_dark_in","1","mhp_anna_dark_loop","1007413028"
"","","","1007413","93","","0","0","","","1007413029"
"0","","","1007413","21","","vo_mhp_1007413","vo_mhp_3002","","0","1007413030"
"4","0","0.5","1007413","11","0","100931","……くっ、耐えるのだ我が肉体よ！\nこの程度の痛みに屈するほど\nやわではあるま痛っ！　いたた……　","0","1","1007413031"
"","","","1007413","93","","1","0","","","1007413032"
"1","0.2","","1007413","3","","117631","mhp_sit_idle_surprise1","","","1007413033"
"","","","1007413","91","","1007413031","","","","1007413034"
"1","0.2","","1007413","3","","117631","mhp_sit_idle","","","1007413035"
"1","0.2","","1007413","3","","117531","mhp_sit_talk_normal","","","1007413036"
"0","","","1007413","21","","vo_mhp_1007413","vo_mhp_3003","","0","1007413037"
"6","0","0.5","1007413","11","0","117531","あら、アンナちゃんじゃない\nなんだか体調悪そうだけど、\n魔竜との戦いで受けた傷でも\nうずくのかしら？","0","1","1007413038"
"","","","1007413","91","","0","","","","1007413039"
"1","0.2","","1007413","3","","117531","mhp_sit_idle","","","1007413040"
"0","","","1007413","21","","vo_mhp_1007413","vo_mhp_3004","","0","1007413041"
"4","0","0.5","1007413","11","0","100931","そうではない。我は現在\n何者かの攻撃を受けている。\n敵の名は……そう！\n「不可視の暗殺者」だ！","0","1","1007413042"
"","","","1007413","91","","0","","","","1007413043"
"1","0.2","","1007413","3","","117631","mhp_sit_talk_worry","","","1007413044"
"0","","","1007413","21","","vo_mhp_1007413","vo_mhp_3005","","0","1007413045"
"5","0","0.5","1007413","11","0","117631","あん、し……え、何？","0","1","1007413046"
"","","","1007413","91","","0","","","","1007413047"
"1","0.2","","1007413","3","","117631","mhp_sit_idle","","","1007413048"
"1","0.2","","1007413","3","","117531","mhp_sit_talk_normal","","","1007413049"
"0","","","1007413","21","","vo_mhp_1007413","vo_mhp_3006","","0","1007413050"
"6","0","0.5","1007413","11","0","117531","あなたも色々大変ね\nそれで、具体的にどんな症状が\n出てるのかしら？","0","1","1007413051"
"","","","1007413","91","","0","","","","1007413052"
"1","0.2","","1007413","3","","100931","mhp_sit_talk_sad","","","1007413053"
"1","0.2","","1007413","3","","31","NoItem","","","1007413054"
"1","0.2","","1007413","3","","117531","mhp_sit_idle","","","1007413055"
"0","","","1007413","21","","vo_mhp_1007413","vo_mhp_3007","","0","1007413056"
"6","0","0.5","1007413","11","0","100931","うむ、実はひどい頭痛に\n見舞われていてな……","0","1","1007413057"
"","","","1007413","91","","0","","","","1007413058"
"1","0.2","","1007413","3","","100931","mhp_sit_idle_sad","","","1007413059"
"1","0.2","","1007413","3","","117531","mhp_sit_talk_joy1","","","1007413060"
"0","","","1007413","21","","vo_mhp_1007413","vo_mhp_3008","","0","1007413061"
"6","0","0.5","1007413","11","0","117531","それはいけないわ。\nさっそく手術をはじめましょう。\nスパっとパカーンとやるわね。","0","1","1007413062"
"","","","1007413","91","","0","","","","1007413063"
"1","0.2","","1007413","3","","117531","mhp_sit_idle","","","1007413064"
"1","0.2","","1007413","3","","100931","mhp_sit_talk_surprise2","","","1007413065"
"0","","","1007413","21","","vo_mhp_1007413","vo_mhp_3009","","0","1007413066"
"6","0","0.5","1007413","11","0","100931","え！？　手術！？\nい、いや……そこまでするのは\nいささか早計では？","0","1","1007413067"
"","","","1007413","91","","0","","","","1007413068"
"1","0.2","","1007413","3","","117531","mhp_sit_talk_normal","","","1007413069"
"1","0.2","","1007413","3","","100931","mhp_sit_idle_sad","","","1007413070"
"0","","","1007413","21","","vo_mhp_1007413","vo_mhp_3010","","0","1007413071"
"8","0","0.5","1007413","11","0","117531","そう？　それじゃあ――","0","1","1007413072"
"","","","1007413","91","","0","","","","1007413073"
"","","","1007413","22","","0","0","","","1007413074"
"0","","","1007413","103","","トーゴクの霊薬、カンポーを処方するわ。","1007413078","","","1007413075"
"0","","","1007413","103","","頭痛に効くツボを押すわね。","1007413127","","","1007413076"
"0","","","1007413","103","","頭痛薬を出しておくわ。","1007413158","","","1007413077"
"0","0.2","","1007413","3","0","117531","mhp_sit_out","1","mhp_idle_normal","1007413078"
"","","","1007413","93","","0.6","0","","","1007413079"
"0","0.2","","1007413","3","0","100931","mhp_sit_out","1","mhp_idle_normal","1007413080"
"","","","1007413","93","","0.2","0","","","1007413081"
"1","0.2","","1007413","3","","100931","mhp_walk","0","","1007413082"
"-220","","","1007413","2","","100931","35","0","1.5","1007413083"
"-220","","","1007413","2","","31","35","0","1.5","1007413084"
"-220","","","1007413","2","","11","35","0","1.5","1007413085"
"-220","","","1007413","2","","12","35","0","1.5","1007413086"
"","","","1007413","93","","0.3","0","","","1007413087"
"0","0.2","","1007413","3","0","117531","mhp_handover_in","1","mhp_handover_loop","1007413088"
"1","0","","1007413","6","0","21","1","1","1","1007413089"
"1","0","","1007413","6","0","22","1","1","1","1007413090"
"0","0.2","","1007413","3","0","21","mhp_handover_in","1","mhp_handover_loop","1007413091"
"0","0.2","","1007413","3","0","22","mhp_item_EX0007_handover_in","1","mhp_item_EX0007_handover_loop","1007413092"
"","","","1007413","93","","1.2","0","","","1007413093"
"0","0.2","","1007413","3","0","100931","mhp_handover_receive_in","1","mhp_handover_receive_loop","1007413094"
"1","0","","1007413","6","0","11","1","1","1","1007413095"
"1","0","","1007413","6","0","12","1","1","1","1007413096"
"0","0.2","","1007413","3","0","11","mhp_receive_anna_in","1","mhp_receive_anna_loop","1007413097"
"0","0.2","","1007413","3","0","12","mhp_item_EX0007_receive_in","1","mhp_item_EX0007_receive_loop","1007413098"
"","","","1007413","93","","0.6","0","","","1007413099"
"1","0.4","","1007413","6","0","22","1","1","1","1007413100"
"","","","1007413","93","","0.4","0","","","1007413101"
"0","0.2","","1007413","3","0","117531","mhp_handover_out","1","mhp_idle_normal","1007413102"
"0","0.2","","1007413","3","0","21","mhp_handover_out","1","NoItem_idle","1007413103"
"0","0.2","","1007413","3","0","22","mhp_item_EX0007_handover_out","1","NoItem_idle","1007413104"
"","","","1007413","93","","0.4","0","","","1007413105"
"0","0.2","","1007413","3","0","100931","mhp_handover_receive_out","1","mhp_idle_normal","1007413106"
"0","0.2","","1007413","3","0","11","mhp_receive_anna_out","1","NoItem_idle","1007413107"
"0","0.2","","1007413","3","0","12","mhp_item_EX0007_receive_out","1","NoItem_idle","1007413108"
"","","","1007413","93","","2","","","","1007413109"
"1","0.2","","1007413","3","","100931","mhp_talk_sad","","","1007413110"
"0","","","1007413","21","","vo_mhp_1007413","vo_mhp_3011","","0","1007413111"
"3","0","0.5","1007413","11","0","100931","れ、霊薬、だと？\n霊薬とは心躍るよい響きだ……しかし、\nカンポーってすごく苦いんじゃ……","0","1","1007413112"
