a4c89f871be0730ee1480cedb024b51c540b434bad309d85482271ac8ae56b48,589a501c0e0716d297f9fb49b984ecb368eda66a1c2838736df93fc19b006e5d,edb1d4b5db226f75003b8d513d53f5fc670463681c983d47cfaa826eb668af27,8262ba311d3c8fdf02d5197eb4834dcafb6fbd8fc35916e902ffb2fe4e8a182c,6efa5b4c5b5deaa825dd5c55240e3c8b7d156a3a9404374f7e56a1508f2dab46,9efb529ba6e25334aa5367c19356d6663f0cdba84bb06e2d1b5d4be84fff2572,541ee131a1d16b8e916bd8d90c3632f7fa599a97838459ac3fd178c7f48643e0,a4249210d6fec2ea73bdf701130f57be649020b34913abfdabf45f125691b588,1ff6719c098c23347a8937b7fdd85eaafa13bc3d5ddf6dc9f95fa757fc0a9f4e,57dfac86e7ca7aaca32e7a0161d90d783aa3762ab5f266282382f2b8e375066a,ace29fff7824523d8a2ef2ab407ecae1a7de0a5eb907cfcccf368848ce22920e
"se_travel_top_ziz_panic","","40073","","","23","","se_travel_top","0","","1400730004"
"1","","40073","","","32","","400724","","","1400730005"
"travel_topdrama_r_4007_fall1","","40073","","","3","","1000001","0","0.2","1400730006"
"fall","","40073","","","3","","9","0","0.2","1400730007"
"fall","","40073","","","3","","16","0","0.2","1400730008"
"0","","40073","","","93","","1.8","","","1400730009"
"se_travel_top_ziz_cry","","40073","","","23","","se_travel_top","0","","1400730010"
"se_travel_top_ziz_fall","","40073","","","23","","se_travel_top","0","","1400730011"
"0","","40073","","","93","","1","","","1400730012"
"1","","40073","","","32","","400740","","","1400730013"
"0","","40073","","","93","","0.2","","","1400730014"
"travel_topdrama_r_4007_fall2","","40073","","","3","","1000001","0","0","1400730015"
"-200","","40073","","","2","0.01","1000001","-180","","1400730016"
"disappear","","40073","","","3","","9","0","0","1400730017"
"disappear","","40073","","","3","","16","0","0","1400730018"
"0","","40073","","","32","","400702","","","1400730019"
"1","","40073","","","32","","400704","","","1400730020"
"1","","40073","","","32","","400705","","","1400730021"
"0","","40073","","","32","","400724","","","1400730022"
"1","","40073","","","32","","400750","","","1400730023"
"1","","40073","","","32","","400751","","","1400730024"
"1","","40073","","","32","","400753","","","1400730025"
"0","","40073","","","93","","0.3","","","1400730026"
"se_travel_top_ziz_drop2","","40073","","","23","","se_travel_top","0","","1400730027"
"0","","40073","","","93","","0.3","","","1400730028"
"1","","40073","","","32","","400741","","","1400730029"
"1","","40073","","","32","","400742","","","1400730030"
"1","","40073","","","32","","400752","","","1400730031"
"travel_topdrama_r_4007_fall3","","40073","","","3","","1000001","0","0.2","1400730032"
"0","","40073","","","93","","0.3","","","1400730033"
"se_travel_top_ziz_drop3","","40073","","","23","","se_travel_top","0","","1400730034"
"0","","40073","","","93","","0.6","","","1400730035"
"se_travel_top_ziz_look_around","","40073","","","23","","se_travel_top","0","","1400730036"
"","","40073","","","91","","1400730032","","","1400730037"
"travel_topdrama_r_4007_fall4_hit","","40073","","","3","","1000001","0","0","1400730038"
"0","","40073","","","93","","0.5","","","1400730039"
"se_travel_top_ziz_joy2","","40073","","","23","","se_travel_top","0","","1400730040"
"10","","40073","","0","12","0","1000001","0.5","","1400730041"
"0","","40073","","","93","","1.5","","","1400730042"
"","","40073","","","111","","","","","1400730043"
"","","40073","","","91","","0","","","1400730044"
"0","","40074","","","93","","0","","","1400740001"
"0.2","","40074","","","24","","se_travel_top_ziz_wing","","","1400740002"
"0","","40074","","","32","","400790","","","1400740003"
"se_travel_top_ziz_panic","","40074","","","23","","se_travel_top","0","","1400740004"
"1","","40074","","","32","","400724","","","1400740005"
"travel_topdrama_r_4007_fall1","","40074","","","3","","1000001","0","0.2","1400740006"
"fall","","40074","","","3","","9","0","0.2","1400740007"
"fall","","40074","","","3","","16","0","0.2","1400740008"
"0","","40074","","","93","","1.8","","","1400740009"
"se_travel_top_ziz_cry","","40074","","","23","","se_travel_top","0","","1400740010"
"se_travel_top_ziz_fall","","40074","","","23","","se_travel_top","0","","1400740011"
"0","","40074","","","93","","1","","","1400740012"
"1","","40074","","","32","","400740","","","1400740013"
"0","","40074","","","93","","0.2","","","1400740014"
"travel_topdrama_r_4007_fall2","","40074","","","3","","1000001","0","0","1400740015"
"-200","","40074","","","2","0.01","1000001","-180","","1400740016"
"disappear","","40074","","","3","","9","0","0","1400740017"
"disappear","","40074","","","3","","16","0","0","1400740018"
"0","","40074","","","32","","400702","","","1400740019"
"1","","40074","","","32","","400704","","","1400740020"
"1","","40074","","","32","","400705","","","1400740021"
"0","","40074","","","32","","400724","","","1400740022"
"1","","40074","","","32","","400750","","","1400740023"
"1","","40074","","","32","","400751","","","1400740024"
"1","","40074","","","32","","400754","","","1400740025"
"0","","40074","","","93","","0.3","","","1400740026"
"se_travel_top_ziz_drop2","","40074","","","23","","se_travel_top","0","","1400740027"
"0","","40074","","","93","","0.3","","","1400740028"
"1","","40074","","","32","","400741","","","1400740029"
"1","","40074","","","32","","400742","","","1400740030"
"1","","40074","","","32","","400752","","","1400740031"
"travel_topdrama_r_4007_fall3","","40074","","","3","","1000001","0","0.2","1400740032"
"0","","40074","","","93","","0.3","","","1400740033"
"se_travel_top_ziz_drop3","","40074","","","23","","se_travel_top","0","","1400740034"
"0","","40074","","","93","","0.6","","","1400740035"
"se_travel_top_ziz_look_around","","40074","","","23","","se_travel_top","0","","1400740036"
"","","40074","","","91","","1400740032","","","1400740037"
"travel_topdrama_r_4007_fall4_hit","","40074","","","3","","1000001","0","0","1400740038"
"0","","40074","","","93","","0.5","","","1400740039"
"se_travel_top_ziz_joy2","","40074","","","23","","se_travel_top","0","","1400740040"
"10","","40074","","0","12","0","1000001","0.5","","1400740041"
"0","","40074","","","93","","1.5","","","1400740042"
"","","40074","","","111","","","","","1400740043"
"","","40074","","","91","","0","","","1400740044"
"0","","40075","","","93","","0","","","1400750001"
"0.2","","40075","","","24","","se_travel_top_ziz_wing","","","1400750002"
"0","","40075","","","32","","400790","","","1400750003"
"0","","40075","","","93","","1","","","1400750004"
"se_travel_top_ziz_passaway","","40075","","","23","","se_travel_top","0","","1400750005"
"travel_topdrama_r_4007_grab_move","","40075","","","3","","1000001","0","0.2","1400750006"
"grab_move","","40075","","","3","","9","0","0.2","1400750007"
"grab_move","","40075","","","3","","16","0","0.2","1400750008"
"0","","40075","","","93","","1.5","","","1400750009"
"se_travel_top_ziz_cry_pass","","40075","","","23","","se_travel_top","0","","1400750010"
"0","","40075","","","2","0.01","1000001","-270","","1400750011"
"0","","40075","","","2","0.01","9","-270","","1400750012"
"0","","40075","","","2","0.01","16","-270","","1400750013"
"0","","40075","","","32","","400702","","","1400750014"
"1","","40075","","","32","","400703","","","1400750015"
"1","","40075","","","32","","400781","","","1400750016"
"0","","40075","","","93","","0.1","","","1400750017"
"travel_topdrama_r_4007_put","","40075","","","3","","1000001","0","0","1400750018"
"put","","40075","","","3","","9","0","0","1400750019"
"put","","40075","","","3","","16","0","0","1400750020"
"0","","40075","","","93","","1.3","","","1400750021"
"se_travel_top_ziz_drop1","","40075","","","23","","se_travel_top","0","","1400750022"
"1","","40075","","","32","","400730","","","1400750023"
"0","","40075","","","93","","1","","","1400750024"
"se_travel_top_ziz_dizzy","","40075","","","23","","se_travel_top","0","","1400750025"
"0","","40075","","","93","","1.2","","","1400750026"
"se_travel_top_ziz_joy1","","40075","","","23","","se_travel_top","0","","1400750027"
"0","","40075","","","93","","0.3","","","1400750028"
"7","","40075","","0","12","0","1000001","0.01","","1400750029"
"0","","40075","","","93","","1","","","1400750030"
"","","40075","","","111","","","","","1400750031"
"","","40075","","","91","","0","","","1400750032"
"400991","run","40091","1","-75","5","0","18","60","0.35","1400910001"
"400992","run2","40091","1","-38","5","-67","18","58","0.35","1400910002"
"400993","run3","40091","1","-16","5","47","18","56","0.35","1400910003"
"400915","","40091","","0.35","31","-75","400915","0","1","1400910004"
"0","rare","40091","0","-90","5","0","0","110","1","1400910005"
"0","","40091","","","91","","0","","","1400910006"
"run","","40091","0","","3","","400991","0","0","1400910007"
"run2","","40091","0","","3","","400992","0","0","1400910008"
"run3","","40091","0","","3","","400993","0","0","1400910009"
"0","","40091","","","91","","0","","","1400910010"
"100","","40091","","0","101","8.72","1400910007","100","","1400910011"
"run","","40091","0","","3","","400991","1","0","1400910012"
"run2","","40091","0","","3","","400992","1","0","1400910013"
"run3","","40091","0","","3","","400993","1","0","1400910014"
"0","","40091","","","91","","0","","","1400910015"
"1000001","travel_topdrama_r_4009_run","40092","0","-177","1","-1000","1","51","1.46","1400920001"
"400991","empty","40092","1","-330","5","-1000","18","60","0.8","1400920002"
"400992","empty","40092","1","-320","5","-1000","18","58","0.8","1400920003"
"400993","empty","40092","1","-280","5","-1000","18","56","0.8","1400920004"
"400999","travel_topdrama_r_4000_empty","40092","0","-92","5","-250","17","53","1.46","1400920005"
"400904","","40092","","1","31","-147","400904","-1000","1","1400920006"
"400951","","40092","","1","31","-330","400912","-1000","0","1400920007"
"400952","","40092","","1","31","-320","400912","-1000","0","1400920008"
"400953","","40092","","1","31","-280","400912","-1000","0","1400920009"
"400905","","40092","","1","31","18","400905","-990","1","1400920010"
"400900","","40092","","1","31","0","400900","0","1","1400920011"
"400901","","40092","","1","31","0","400901","0","1","1400920012"
"400902","","40092","","1","31","0","400902","0","1","1400920013"
"400990","","40092","","1","31","0","400990","0","0","1400920014"
"400009","","40092","","1","31","0","400009","0","1","1400920015"
"","","40092","","","91","","0","","","1400920016"
"se_travel_top_flock_foot1","","40092","","","23","","se_travel_top","0","","1400920017"
"0","","40092","","","93","","0.3","","","1400920018"
"travel_topdrama_r_4009_run","","40092","","0","3","","1000001","1","0.2","1400920019"
"0","","40092","","0","2","2","1000001","-177","","1400920020"
"-50","","40092","","0","33","2","400905","18","","1400920021"
"0","","40092","","0","33","2","400904","-147","","1400920022"
"0","","40092","","","93","","0.7","","","1400920023"
"se_travel_top_flock_rumble","","40092","","","23","","se_travel_top","0","","1400920024"
"7","","40092","","","122","","3.5","3","","1400920025"
"","","40092","","","91","","1400920020","","","1400920026"
"travel_topdrama_r_4009_lookAround","","40092","","0","3","","1000001","1","0.2","1400920027"
"0","","40092","","","93","","1.2","","","1400920028"
"1","","40092","","","32","","400990","","","1400920029"
"1400920032","","40092","","","103","","木の陰に隠れる","","","1400920030"
"1400920034","","40092","","","103","","岩の陰に隠れる","","","1400920031"
"0","","40092","","","102","","1","","","1400920032"
"","","40092","","","101","","1400920036","","","1400920033"
"0","","40092","","","102","","2","","","1400920034"
"","","40092","","","101","","1400920036","","","1400920035"
"","","40092","","","91","","0","","","1400920036"
"","","40093","","","93","","0.1","","","1400930001"
"0","","40093","","","32","","400990","","","1400930002"
"400994","empty","40093","1","-150","5","-1000","18","53","0.75","1400930003"
"400995","empty","40093","1","-160","5","-1000","18","53","0.75","1400930004"
"400954","","40093","","1","31","-150","400911","-1000","0","1400930005"
"400955","","40093","","1","31","-160","400911","-1000","0","1400930006"
"400906","","40093","","1","31","-177","400906","0","0","1400930007"
"400908","","40093","","1","31","103","400908","-173","0","1400930008"
"400916","","40093","","1","31","0","400916","0","0","1400930009"
"400903","","40093","","1","31","0","400903","0","1","1400930010"
"0","","40093","","","93","","0.01","","","1400930011"
"0","","40093","","","32","","400902","","","1400930012"
"se_travel_top_flock_hide1","","40093","","","23","","se_travel_top","0","","1400930013"
"travel_topdrama_r_4009_hide_tree","","40093","0","0","3","","1000001","0","0","1400930014"
"1","","40093","","","32","","400906","","","1400930015"
"0","","40093","","","93","","0.45","","","1400930016"
"travel_topdrama_r_4009_scared_tree","","40093","","","3","","1000001","0","0","1400930017"
"-250","","40093","","0","2","0","1000001","-92","","1400930018"
"0","","40093","","","93","","0.5","","","1400930019"
"se_travel_top_flock_pass_away","","40093","","","23","","se_travel_top","0","","1400930020"
"20","","40093","","","122","","10","4.6","","1400930021"
"run","","40093","","","3","","400991","1","0","1400930022"
"1500","","40093","","0","2","3","400991","-330","","1400930023"
"1","","40093","","","32","","400951","","","1400930024"
"1500","","40093","","0","33","3","400951","-330","","1400930025"
"0","","40093","","","93","","0.4","","","1400930026"
"run","","40093","","","3","","400994","1","0","1400930027"
"1500","","40093","","0","2","2.7","400994","-150","","1400930028"
"1","","40093","","","32","","400954","","","1400930029"
"1500","","40093","","0","33","2.7","400954","-150","","1400930030"
"0","","40093","","","93","","0.2","","","1400930031"
"run","","40093","","","3","","400993","1","0","1400930032"
"1500","","40093","","0","2","3","400993","-280","","1400930033"
"1","","40093","","","32","","400953","","","1400930034"
"1500","","40093","","0","33","3","400953","-280","","1400930035"
"0","","40093","","","93","","0.4","","","1400930036"
"run","","40093","","","3","","400995","1","0","1400930037"
"1500","","40093","","0","2","3","400995","-160","","1400930038"
"1","","40093","","","32","","400955","","","1400930039"
"1500","","40093","","0","33","3","400955","-160","","1400930040"
"0","","40093","","","93","","0.5","","","1400930041"
"run","","40093","","","3","","400992","1","0","1400930042"
"1500","","40093","","0","2","2.4","400992","-320","","1400930043"
"1","","40093","","","32","","400952","","","1400930044"
"1500","","40093","","0","33","2.4","400952","-320","","1400930045"
"","","40093","","","93","","1.6","","","1400930046"
"0","","40093","","","93","","0.7","","","1400930047"
"travel_topdrama_r_4009_relief_tree","","40093","","","3","","1000001","0","0","1400930048"
"travel_topdrama_r_4009_relief_tree","","40093","","","3","","400999","0","0","1400930049"
"1","","40093","","","32","","400916","","","1400930050"
"0","","40093","","","93","","0.3","","","1400930051"
"se_travel_top_flock_relief","","40093","","","23","","se_travel_top","0","","1400930052"
"0","","40093","","","93","","0.66","","","1400930053"
"1","","40093","","","32","","400908","","","1400930054"
"0","","40093","","","93","","0.2","","","1400930055"
"se_travel_top_flock_drop_goldenbox1","","40093","","","23","","se_travel_top","0","","1400930056"
"se_travel_top_flock_surprise","","40093","","","23","","se_travel_top","0","","1400930057"
