ee8bf8322b5f8d4da5dd691d1daf4c860e800b08321041d7b48884846deaa99d,0f5558338b9b95c4b038c3ba0f06e90b58d718ee9a24692c21e7d1da9270e0f1,e9a18f7d45fe792a44e1e1c8f6e88986b1c6770a67f5ea075741a2e041782f54,e59e0803e69923d5e2a6775e3008710fd9f0f305be3c70acc29fdb95a46d402a,ae21887dfdfb7b2b45ce338663b626546738df80473bef6a5b45e65142197b99,bde50896f43ecf88fb83031bf3f7361947c5bf2795643db8852e67177dfc7351,5828834fd89bfd22f13b943113a732373df2dc6b9f32e94d7ae08844a9f845bc,bbe83ca60a5a7f5be8e5196f787a76467908fe064cd2d3160ff4e333bccbf87f,f3c251bb771239b370a37f6717d6bd823630046ba03fcfa0b4e74449f6d86719,56ccd95f8880ab6c2c7884ec99dc81b63aaa6fc2c93b37d381d897d927aec56a,f5cd5685bf82a3ad3d194f6b2d60497891c7e8f3494c1093a3f47eb69cded870
"23","se_travel_top","","","","se_travel_top_ziz_cry_pass","0","","40075","1400750010",""
"2","1000001","","","0.01","0","-270","","40075","1400750011",""
"2","9","","","0.01","0","-270","","40075","1400750012",""
"2","16","","","0.01","0","-270","","40075","1400750013",""
"32","400702","","","","0","","","40075","1400750014",""
"32","400703","","","","1","","","40075","1400750015",""
"32","400781","","","","1","","","40075","1400750016",""
"93","0.1","","","","0","","","40075","1400750017",""
"3","1000001","","0","","travel_topdrama_r_4007_put","0","","40075","1400750018",""
"3","9","","0","","put","0","","40075","1400750019",""
"3","16","","0","","put","0","","40075","1400750020",""
"93","1.3","","","","0","","","40075","1400750021",""
"23","se_travel_top","","","","se_travel_top_ziz_drop1","0","","40075","1400750022",""
"32","400730","","","","1","","","40075","1400750023",""
"93","1","","","","0","","","40075","1400750024",""
"23","se_travel_top","","","","se_travel_top_ziz_dizzy","0","","40075","1400750025",""
"93","1.2","","","","0","","","40075","1400750026",""
"23","se_travel_top","","","","se_travel_top_ziz_joy1","0","","40075","1400750027",""
"93","0.3","","","","0","","","40075","1400750028",""
"12","1000001","","","0","7","0.01","0","40075","1400750029",""
"93","1","","","","0","","","40075","1400750030",""
"111","","","","","","","","40075","1400750031",""
"91","0","","","","","","","40075","1400750032",""
"5","18","1","0.35","0","400991","60","-75","40091","1400910001","run"
"5","18","1","0.35","-67","400992","58","-38","40091","1400910002","run2"
"5","18","1","0.35","47","400993","56","-16","40091","1400910003","run3"
"31","400915","","1","-75","400915","0","0.35","40091","1400910004",""
"5","0","0","1","0","0","110","-90","40091","1400910005","rare"
"91","0","","","","0","","","40091","1400910006",""
"3","400991","0","0","","run","0","","40091","1400910007",""
"3","400992","0","0","","run2","0","","40091","1400910008",""
"3","400993","0","0","","run3","0","","40091","1400910009",""
"91","0","","","","0","","","40091","1400910010",""
"101","1400910007","","","8.72","100","100","0","40091","1400910011",""
"3","400991","0","0","","run","1","","40091","1400910012",""
"3","400992","0","0","","run2","1","","40091","1400910013",""
"3","400993","0","0","","run3","1","","40091","1400910014",""
"91","0","","","","0","","","40091","1400910015",""
"1","1","0","1.46","-1000","1000001","51","-177","40092","1400920001","travel_topdrama_r_4009_run"
"5","18","1","0.8","-1000","400991","60","-330","40092","1400920002","empty"
"5","18","1","0.8","-1000","400992","58","-320","40092","1400920003","empty"
"5","18","1","0.8","-1000","400993","56","-280","40092","1400920004","empty"
"5","17","0","1.46","-250","400999","53","-92","40092","1400920005","travel_topdrama_r_4000_empty"
"31","400904","","1","-147","400904","-1000","1","40092","1400920006",""
"31","400912","","0","-330","400951","-1000","1","40092","1400920007",""
"31","400912","","0","-320","400952","-1000","1","40092","1400920008",""
"31","400912","","0","-280","400953","-1000","1","40092","1400920009",""
"31","400905","","1","18","400905","-990","1","40092","1400920010",""
"31","400900","","1","0","400900","0","1","40092","1400920011",""
"31","400901","","1","0","400901","0","1","40092","1400920012",""
"31","400902","","1","0","400902","0","1","40092","1400920013",""
"31","400990","","0","0","400990","0","1","40092","1400920014",""
"31","400009","","1","0","400009","0","1","40092","1400920015",""
"91","0","","","","","","","40092","1400920016",""
"23","se_travel_top","","","","se_travel_top_flock_foot1","0","","40092","1400920017",""
"93","0.3","","","","0","","","40092","1400920018",""
"3","1000001","","0.2","","travel_topdrama_r_4009_run","1","0","40092","1400920019",""
"2","1000001","","","2","0","-177","0","40092","1400920020",""
"33","400905","","","2","-50","18","0","40092","1400920021",""
"33","400904","","","2","0","-147","0","40092","1400920022",""
"93","0.7","","","","0","","","40092","1400920023",""
"23","se_travel_top","","","","se_travel_top_flock_rumble","0","","40092","1400920024",""
"122","3.5","","","","7","3","","40092","1400920025",""
"91","1400920020","","","","","","","40092","1400920026",""
"3","1000001","","0.2","","travel_topdrama_r_4009_lookAround","1","0","40092","1400920027",""
"93","1.2","","","","0","","","40092","1400920028",""
"32","400990","","","","1","","","40092","1400920029",""
"103","木の陰に隠れる","","","","1400920032","","","40092","1400920030",""
"103","岩の陰に隠れる","","","","1400920034","","","40092","1400920031",""
"102","1","","","","0","","","40092","1400920032",""
"101","1400920036","","","","","","","40092","1400920033",""
"102","2","","","","0","","","40092","1400920034",""
"101","1400920036","","","","","","","40092","1400920035",""
"91","0","","","","","","","40092","1400920036",""
"93","0.1","","","","","","","40093","1400930001",""
"32","400990","","","","0","","","40093","1400930002",""
"5","18","1","0.75","-1000","400994","53","-150","40093","1400930003","empty"
"5","18","1","0.75","-1000","400995","53","-160","40093","1400930004","empty"
"31","400911","","0","-150","400954","-1000","1","40093","1400930005",""
"31","400911","","0","-160","400955","-1000","1","40093","1400930006",""
"31","400906","","0","-177","400906","0","1","40093","1400930007",""
"31","400908","","0","103","400908","-173","1","40093","1400930008",""
"31","400916","","0","0","400916","0","1","40093","1400930009",""
"31","400903","","1","0","400903","0","1","40093","1400930010",""
"93","0.01","","","","0","","","40093","1400930011",""
"32","400902","","","","0","","","40093","1400930012",""
"23","se_travel_top","","","","se_travel_top_flock_hide1","0","","40093","1400930013",""
"3","1000001","0","0","","travel_topdrama_r_4009_hide_tree","0","0","40093","1400930014",""
"32","400906","","","","1","","","40093","1400930015",""
"93","0.45","","","","0","","","40093","1400930016",""
"3","1000001","","0","","travel_topdrama_r_4009_scared_tree","0","","40093","1400930017",""
"2","1000001","","","0","-250","-92","0","40093","1400930018",""
"93","0.5","","","","0","","","40093","1400930019",""
"23","se_travel_top","","","","se_travel_top_flock_pass_away","0","","40093","1400930020",""
"122","10","","","","20","4.6","","40093","1400930021",""
"3","400991","","0","","run","1","","40093","1400930022",""
"2","400991","","","3","1500","-330","0","40093","1400930023",""
"32","400951","","","","1","","","40093","1400930024",""
"33","400951","","","3","1500","-330","0","40093","1400930025",""
"93","0.4","","","","0","","","40093","1400930026",""
"3","400994","","0","","run","1","","40093","1400930027",""
"2","400994","","","2.7","1500","-150","0","40093","1400930028",""
"32","400954","","","","1","","","40093","1400930029",""
"33","400954","","","2.7","1500","-150","0","40093","1400930030",""
"93","0.2","","","","0","","","40093","1400930031",""
"3","400993","","0","","run","1","","40093","1400930032",""
"2","400993","","","3","1500","-280","0","40093","1400930033",""
"32","400953","","","","1","","","40093","1400930034",""
"33","400953","","","3","1500","-280","0","40093","1400930035",""
"93","0.4","","","","0","","","40093","1400930036",""
"3","400995","","0","","run","1","","40093","1400930037",""
"2","400995","","","3","1500","-160","0","40093","1400930038",""
"32","400955","","","","1","","","40093","1400930039",""
"33","400955","","","3","1500","-160","0","40093","1400930040",""
"93","0.5","","","","0","","","40093","1400930041",""
"3","400992","","0","","run","1","","40093","1400930042",""
"2","400992","","","2.4","1500","-320","0","40093","1400930043",""
"32","400952","","","","1","","","40093","1400930044",""
"33","400952","","","2.4","1500","-320","0","40093","1400930045",""
"93","1.6","","","","","","","40093","1400930046",""
"93","0.7","","","","0","","","40093","1400930047",""
"3","1000001","","0","","travel_topdrama_r_4009_relief_tree","0","","40093","1400930048",""
"3","400999","","0","","travel_topdrama_r_4009_relief_tree","0","","40093","1400930049",""
"32","400916","","","","1","","","40093","1400930050",""
"93","0.3","","","","0","","","40093","1400930051",""
"23","se_travel_top","","","","se_travel_top_flock_relief","0","","40093","1400930052",""
"93","0.66","","","","0","","","40093","1400930053",""
"32","400908","","","","1","","","40093","1400930054",""
"93","0.2","","","","0","","","40093","1400930055",""
"23","se_travel_top","","","","se_travel_top_flock_drop_goldenbox1","0","","40093","1400930056",""
"23","se_travel_top","","","","se_travel_top_flock_surprise","0","","40093","1400930057",""
"93","1","","","","0","","","40093","1400930058",""
"23","se_travel_top","","","","se_travel_top_flock_emote_note","0","","40093","1400930059",""
"91","1400930049","","","","0","","","40093","1400930060",""
"111","","","","","","","","40093","1400930061",""
"91","0","","","","0","","","40093","1400930062",""
"93","0.1","","","","","","","40094","1400940001",""
"32","400990","","","","0","","","40094","1400940002",""
"5","18","1","0.75","-1000","400994","53","-150","40094","1400940003","empty"
"5","18","1","0.75","-1000","400995","53","-160","40094","1400940004","empty"
"31","400911","","0","-150","400954","-1000","1","40094","1400940005",""
"31","400911","","0","-160","400955","-1000","1","40094","1400940006",""
"31","400906","","0","-177","400906","0","1","40094","1400940007",""
"31","400908","","0","103","400908","-173","1","40094","1400940008",""
"31","400917","","0","0","400917","0","1","40094","1400940009",""
"31","400903","","1","0","400903","0","1","40094","1400940010",""
"93","0.01","","","","0","","","40094","1400940011",""
"32","400902","","","","0","","","40094","1400940012",""
"23","se_travel_top","","","","se_travel_top_flock_hide1","0","","40094","1400940013",""
"3","1000001","0","0","","travel_topdrama_r_4009_hide_tree","0","0","40094","1400940014",""
"32","400906","","","","1","","","40094","1400940015",""
"93","0.45","","","","0","","","40094","1400940016",""
"3","1000001","","0","","travel_topdrama_r_4009_scared_tree","0","","40094","1400940017",""
"2","1000001","","","0","-250","-92","0","40094","1400940018",""
"93","0.5","","","","0","","","40094","1400940019",""
"23","se_travel_top","","","","se_travel_top_flock_pass_away","0","","40094","1400940020",""
"122","10","","","","20","4.6","","40094","1400940021",""
"3","400991","","0","","run","1","","40094","1400940022",""
"2","400991","","","3","1500","-330","0","40094","1400940023",""
"32","400951","","","","1","","","40094","1400940024",""
"33","400951","","","3","1500","-330","0","40094","1400940025",""
"93","0.4","","","","0","","","40094","1400940026",""
"3","400994","","0","","run","1","","40094","1400940027",""
"2","400994","","","2.7","1500","-150","0","40094","1400940028",""
"32","400954","","","","1","","","40094","1400940029",""
"33","400954","","","2.7","1500","-150","0","40094","1400940030",""
"93","0.2","","","","0","","","40094","1400940031",""
"3","400993","","0","","run","1","","40094","1400940032",""
"2","400993","","","3","1500","-280","0","40094","1400940033",""
"32","400953","","","","1","","","40094","1400940034",""
"33","400953","","","3","1500","-280","0","40094","1400940035",""
"93","0.4","","","","0","","","40094","1400940036",""
"3","400995","","0","","run","1","","40094","1400940037",""
"2","400995","","","3","1500","-160","0","40094","1400940038",""
"32","400955","","","","1","","","40094","1400940039",""
"33","400955","","","3","1500","-160","0","40094","1400940040",""
"93","0.5","","","","0","","","40094","1400940041",""
"3","400992","","0","","run","1","","40094","1400940042",""
"2","400992","","","2.4","1500","-320","0","40094","1400940043",""
"32","400952","","","","1","","","40094","1400940044",""
"33","400952","","","2.4","1500","-320","0","40094","1400940045",""
"93","1.6","","","","","","","40094","1400940046",""
"93","0.7","","","","0","","","40094","1400940047",""
"3","1000001","","0","","travel_topdrama_r_4009_relief_tree","0","","40094","1400940048",""
"3","400999","","0","","travel_topdrama_r_4009_relief_tree","0","","40094","1400940049",""
"32","400917","","","","1","","","40094","1400940050",""
"93","0.3","","","","0","","","40094","1400940051",""
"23","se_travel_top","","","","se_travel_top_flock_relief","0","","40094","1400940052",""
"93","0.66","","","","0","","","40094","1400940053",""
"32","400908","","","","1","","","40094","1400940054",""
"93","0.2","","","","0","","","40094","1400940055",""
"23","se_travel_top","","","","se_travel_top_flock_drop_goldenbox1","0","","40094","1400940056",""
"23","se_travel_top","","","","se_travel_top_flock_surprise","0","","40094","1400940057",""
"93","1","","","","0","","","40094","1400940058",""
"23","se_travel_top","","","","se_travel_top_flock_emote_note","0","","40094","1400940059",""
"91","1400940049","","","","0","","","40094","1400940060",""
"111","","","","","","","","40094","1400940061",""
"91","0","","","","0","","","40094","1400940062",""
"93","0.1","","","","","","","40095","1400950001",""
"32","400990","","","","0","","","40095","1400950002",""
"5","18","1","0.75","-1000","400994","48","-150","40095","1400950003","empty"
"5","18","1","0.75","-1000","400995","48","-160","40095","1400950004","empty"
"31","400913","","0","-150","400954","-1000","1","40095","1400950005",""
"31","400913","","0","-160","400955","-1000","1","40095","1400950006",""
"31","400914","","0","-209","400956","-1000","1","40095","1400950007",""
"31","400909","","0","-111","400909","140","1","40095","1400950008",""
"31","400910","","0","-156","400910","-65","300","40095","1400950009",""
"31","400907","","1","-177","400907","0","1","40095","1400950010",""
"31","400918","","0","0","400918","0","1","40095","1400950011",""
"23","se_travel_top","","","","se_travel_top_flock_hide2","0","","40095","1400950012",""
"3","1000001","0","0","","travel_topdrama_r_4009_hide_rock","0","0","40095","1400950013",""
"93","0.45","","","","0","","","40095","1400950014",""
"3","1000001","","0","","travel_topdrama_r_4009_scared_rock","0","","40095","1400950015",""
"2","1000001","","","0","382","-222","0","40095","1400950016",""
"93","0.5","","","","0","","","40095","1400950017",""
"23","se_travel_top","","","","se_travel_top_flock_pass_away","0","","40095","1400950018",""
"122","10","","","","20","4.6","","40095","1400950019",""
