f2cd3c4ab1cc8d04312244d302eff36889c8fac8305577c40cb58fdce4261344,f4e2cf8e0dec3ace79b35ebe68da9a359d60c9c18e0e25c51efaeac56953a42e,51d87f74c2721bbe8ede99b3cb5ba65e977eb1b59b3d46865949d1c333c4840c,07fe82521389c79e888e93c613db2885cc73ac8e1a83cc5fd25009432002c3d2,a6dcc42514b1a6de69beac5243ddb9970d6f35bbfec521ebf6b16a6c79a1b333,e8abe84008bace5b6abae3df2221662d8455056afcc89824eb1fd00e6d2b1285,32610ab0df055f6f80ae026df69d573b9a0d9c35a53fa425a10cf371b30b3764,bd2f34202a2e1aff8c0447ad66254e08cb87c3b71c1871e44498298587bd5022,c779abfded361676e0334c2ec03eaea75f0b2edfcbed0080911f0f90b12cdb52,47c92fdb98f959ad2488b5256863ec9051313968497511fa6fe28cb746e1bf1b,9c3b36005f4feb64c164bf5fd3d6e12a2d747f037e6e65bb4954ca5d0afa9425
"","","40074","se_travel_top","se_travel_top_ziz_panic","","23","1400740004","0","",""
"","","40074","400724","1","","32","1400740005","","",""
"","","40074","1000001","travel_topdrama_r_4007_fall1","","3","1400740006","0","","0.2"
"","","40074","9","fall","","3","1400740007","0","","0.2"
"","","40074","16","fall","","3","1400740008","0","","0.2"
"","","40074","1.8","0","","93","1400740009","","",""
"","","40074","se_travel_top","se_travel_top_ziz_cry","","23","1400740010","0","",""
"","","40074","se_travel_top","se_travel_top_ziz_fall","","23","1400740011","0","",""
"","","40074","1","0","","93","1400740012","","",""
"","","40074","400740","1","","32","1400740013","","",""
"","","40074","0.2","0","","93","1400740014","","",""
"","","40074","1000001","travel_topdrama_r_4007_fall2","","3","1400740015","0","","0"
"","","40074","1000001","-200","","2","1400740016","-180","0.01",""
"","","40074","9","disappear","","3","1400740017","0","","0"
"","","40074","16","disappear","","3","1400740018","0","","0"
"","","40074","400702","0","","32","1400740019","","",""
"","","40074","400704","1","","32","1400740020","","",""
"","","40074","400705","1","","32","1400740021","","",""
"","","40074","400724","0","","32","1400740022","","",""
"","","40074","400750","1","","32","1400740023","","",""
"","","40074","400751","1","","32","1400740024","","",""
"","","40074","400754","1","","32","1400740025","","",""
"","","40074","0.3","0","","93","1400740026","","",""
"","","40074","se_travel_top","se_travel_top_ziz_drop2","","23","1400740027","0","",""
"","","40074","0.3","0","","93","1400740028","","",""
"","","40074","400741","1","","32","1400740029","","",""
"","","40074","400742","1","","32","1400740030","","",""
"","","40074","400752","1","","32","1400740031","","",""
"","","40074","1000001","travel_topdrama_r_4007_fall3","","3","1400740032","0","","0.2"
"","","40074","0.3","0","","93","1400740033","","",""
"","","40074","se_travel_top","se_travel_top_ziz_drop3","","23","1400740034","0","",""
"","","40074","0.6","0","","93","1400740035","","",""
"","","40074","se_travel_top","se_travel_top_ziz_look_around","","23","1400740036","0","",""
"","","40074","1400740032","","","91","1400740037","","",""
"","","40074","1000001","travel_topdrama_r_4007_fall4_hit","","3","1400740038","0","","0"
"","","40074","0.5","0","","93","1400740039","","",""
"","","40074","se_travel_top","se_travel_top_ziz_joy2","","23","1400740040","0","",""
"","","40074","1000001","10","0","12","1400740041","0.5","0",""
"","","40074","1.5","0","","93","1400740042","","",""
"","","40074","","","","111","1400740043","","",""
"","","40074","0","","","91","1400740044","","",""
"","","40075","0","0","","93","1400750001","","",""
"","","40075","se_travel_top_ziz_wing","0.2","","24","1400750002","","",""
"","","40075","400790","0","","32","1400750003","","",""
"","","40075","1","0","","93","1400750004","","",""
"","","40075","se_travel_top","se_travel_top_ziz_passaway","","23","1400750005","0","",""
"","","40075","1000001","travel_topdrama_r_4007_grab_move","","3","1400750006","0","","0.2"
"","","40075","9","grab_move","","3","1400750007","0","","0.2"
"","","40075","16","grab_move","","3","1400750008","0","","0.2"
"","","40075","1.5","0","","93","1400750009","","",""
"","","40075","se_travel_top","se_travel_top_ziz_cry_pass","","23","1400750010","0","",""
"","","40075","1000001","0","","2","1400750011","-270","0.01",""
"","","40075","9","0","","2","1400750012","-270","0.01",""
"","","40075","16","0","","2","1400750013","-270","0.01",""
"","","40075","400702","0","","32","1400750014","","",""
"","","40075","400703","1","","32","1400750015","","",""
"","","40075","400781","1","","32","1400750016","","",""
"","","40075","0.1","0","","93","1400750017","","",""
"","","40075","1000001","travel_topdrama_r_4007_put","","3","1400750018","0","","0"
"","","40075","9","put","","3","1400750019","0","","0"
"","","40075","16","put","","3","1400750020","0","","0"
"","","40075","1.3","0","","93","1400750021","","",""
"","","40075","se_travel_top","se_travel_top_ziz_drop1","","23","1400750022","0","",""
"","","40075","400730","1","","32","1400750023","","",""
"","","40075","1","0","","93","1400750024","","",""
"","","40075","se_travel_top","se_travel_top_ziz_dizzy","","23","1400750025","0","",""
"","","40075","1.2","0","","93","1400750026","","",""
"","","40075","se_travel_top","se_travel_top_ziz_joy1","","23","1400750027","0","",""
"","","40075","0.3","0","","93","1400750028","","",""
"","","40075","1000001","7","0","12","1400750029","0.01","0",""
"","","40075","1","0","","93","1400750030","","",""
"","","40075","","","","111","1400750031","","",""
"","","40075","0","","","91","1400750032","","",""
"1","run","40091","18","400991","-75","5","1400910001","60","0","0.35"
"1","run2","40091","18","400992","-38","5","1400910002","58","-67","0.35"
"1","run3","40091","18","400993","-16","5","1400910003","56","47","0.35"
"","","40091","400915","400915","0.35","31","1400910004","0","-75","1"
"0","rare","40091","0","0","-90","5","1400910005","110","0","1"
"","","40091","0","0","","91","1400910006","","",""
"0","","40091","400991","run","","3","1400910007","0","","0"
"0","","40091","400992","run2","","3","1400910008","0","","0"
"0","","40091","400993","run3","","3","1400910009","0","","0"
"","","40091","0","0","","91","1400910010","","",""
"","","40091","1400910007","100","0","101","1400910011","100","8.72",""
"0","","40091","400991","run","","3","1400910012","1","","0"
"0","","40091","400992","run2","","3","1400910013","1","","0"
"0","","40091","400993","run3","","3","1400910014","1","","0"
"","","40091","0","0","","91","1400910015","","",""
"0","travel_topdrama_r_4009_run","40092","1","1000001","-177","1","1400920001","51","-1000","1.46"
"1","empty","40092","18","400991","-330","5","1400920002","60","-1000","0.8"
"1","empty","40092","18","400992","-320","5","1400920003","58","-1000","0.8"
"1","empty","40092","18","400993","-280","5","1400920004","56","-1000","0.8"
"0","travel_topdrama_r_4000_empty","40092","17","400999","-92","5","1400920005","53","-250","1.46"
"","","40092","400904","400904","1","31","1400920006","-1000","-147","1"
"","","40092","400912","400951","1","31","1400920007","-1000","-330","0"
"","","40092","400912","400952","1","31","1400920008","-1000","-320","0"
"","","40092","400912","400953","1","31","1400920009","-1000","-280","0"
"","","40092","400905","400905","1","31","1400920010","-990","18","1"
"","","40092","400900","400900","1","31","1400920011","0","0","1"
"","","40092","400901","400901","1","31","1400920012","0","0","1"
"","","40092","400902","400902","1","31","1400920013","0","0","1"
"","","40092","400990","400990","1","31","1400920014","0","0","0"
"","","40092","400009","400009","1","31","1400920015","0","0","1"
"","","40092","0","","","91","1400920016","","",""
"","","40092","se_travel_top","se_travel_top_flock_foot1","","23","1400920017","0","",""
"","","40092","0.3","0","","93","1400920018","","",""
"","","40092","1000001","travel_topdrama_r_4009_run","0","3","1400920019","1","","0.2"
"","","40092","1000001","0","0","2","1400920020","-177","2",""
"","","40092","400905","-50","0","33","1400920021","18","2",""
"","","40092","400904","0","0","33","1400920022","-147","2",""
"","","40092","0.7","0","","93","1400920023","","",""
"","","40092","se_travel_top","se_travel_top_flock_rumble","","23","1400920024","0","",""
"","","40092","3.5","7","","122","1400920025","3","",""
"","","40092","1400920020","","","91","1400920026","","",""
"","","40092","1000001","travel_topdrama_r_4009_lookAround","0","3","1400920027","1","","0.2"
"","","40092","1.2","0","","93","1400920028","","",""
"","","40092","400990","1","","32","1400920029","","",""
"","","40092","木の陰に隠れる","1400920032","","103","1400920030","","",""
"","","40092","岩の陰に隠れる","1400920034","","103","1400920031","","",""
"","","40092","1","0","","102","1400920032","","",""
"","","40092","1400920036","","","101","1400920033","","",""
"","","40092","2","0","","102","1400920034","","",""
"","","40092","1400920036","","","101","1400920035","","",""
"","","40092","0","","","91","1400920036","","",""
"","","40093","0.1","","","93","1400930001","","",""
"","","40093","400990","0","","32","1400930002","","",""
"1","empty","40093","18","400994","-150","5","1400930003","53","-1000","0.75"
"1","empty","40093","18","400995","-160","5","1400930004","53","-1000","0.75"
"","","40093","400911","400954","1","31","1400930005","-1000","-150","0"
"","","40093","400911","400955","1","31","1400930006","-1000","-160","0"
"","","40093","400906","400906","1","31","1400930007","0","-177","0"
"","","40093","400908","400908","1","31","1400930008","-173","103","0"
"","","40093","400916","400916","1","31","1400930009","0","0","0"
"","","40093","400903","400903","1","31","1400930010","0","0","1"
"","","40093","0.01","0","","93","1400930011","","",""
"","","40093","400902","0","","32","1400930012","","",""
"","","40093","se_travel_top","se_travel_top_flock_hide1","","23","1400930013","0","",""
"0","","40093","1000001","travel_topdrama_r_4009_hide_tree","0","3","1400930014","0","","0"
"","","40093","400906","1","","32","1400930015","","",""
"","","40093","0.45","0","","93","1400930016","","",""
"","","40093","1000001","travel_topdrama_r_4009_scared_tree","","3","1400930017","0","","0"
"","","40093","1000001","-250","0","2","1400930018","-92","0",""
"","","40093","0.5","0","","93","1400930019","","",""
"","","40093","se_travel_top","se_travel_top_flock_pass_away","","23","1400930020","0","",""
"","","40093","10","20","","122","1400930021","4.6","",""
"","","40093","400991","run","","3","1400930022","1","","0"
"","","40093","400991","1500","0","2","1400930023","-330","3",""
"","","40093","400951","1","","32","1400930024","","",""
"","","40093","400951","1500","0","33","1400930025","-330","3",""
"","","40093","0.4","0","","93","1400930026","","",""
"","","40093","400994","run","","3","1400930027","1","","0"
"","","40093","400994","1500","0","2","1400930028","-150","2.7",""
"","","40093","400954","1","","32","1400930029","","",""
"","","40093","400954","1500","0","33","1400930030","-150","2.7",""
"","","40093","0.2","0","","93","1400930031","","",""
"","","40093","400993","run","","3","1400930032","1","","0"
"","","40093","400993","1500","0","2","1400930033","-280","3",""
"","","40093","400953","1","","32","1400930034","","",""
"","","40093","400953","1500","0","33","1400930035","-280","3",""
"","","40093","0.4","0","","93","1400930036","","",""
"","","40093","400995","run","","3","1400930037","1","","0"
"","","40093","400995","1500","0","2","1400930038","-160","3",""
"","","40093","400955","1","","32","1400930039","","",""
"","","40093","400955","1500","0","33","1400930040","-160","3",""
"","","40093","0.5","0","","93","1400930041","","",""
"","","40093","400992","run","","3","1400930042","1","","0"
"","","40093","400992","1500","0","2","1400930043","-320","2.4",""
"","","40093","400952","1","","32","1400930044","","",""
"","","40093","400952","1500","0","33","1400930045","-320","2.4",""
"","","40093","1.6","","","93","1400930046","","",""
"","","40093","0.7","0","","93","1400930047","","",""
"","","40093","1000001","travel_topdrama_r_4009_relief_tree","","3","1400930048","0","","0"
"","","40093","400999","travel_topdrama_r_4009_relief_tree","","3","1400930049","0","","0"
"","","40093","400916","1","","32","1400930050","","",""
"","","40093","0.3","0","","93","1400930051","","",""
"","","40093","se_travel_top","se_travel_top_flock_relief","","23","1400930052","0","",""
"","","40093","0.66","0","","93","1400930053","","",""
"","","40093","400908","1","","32","1400930054","","",""
"","","40093","0.2","0","","93","1400930055","","",""
"","","40093","se_travel_top","se_travel_top_flock_drop_goldenbox1","","23","1400930056","0","",""
"","","40093","se_travel_top","se_travel_top_flock_surprise","","23","1400930057","0","",""
"","","40093","1","0","","93","1400930058","","",""
"","","40093","se_travel_top","se_travel_top_flock_emote_note","","23","1400930059","0","",""
"","","40093","1400930049","0","","91","1400930060","","",""
"","","40093","","","","111","1400930061","","",""
"","","40093","0","0","","91","1400930062","","",""
"","","40094","0.1","","","93","1400940001","","",""
"","","40094","400990","0","","32","1400940002","","",""
"1","empty","40094","18","400994","-150","5","1400940003","53","-1000","0.75"
"1","empty","40094","18","400995","-160","5","1400940004","53","-1000","0.75"
"","","40094","400911","400954","1","31","1400940005","-1000","-150","0"
"","","40094","400911","400955","1","31","1400940006","-1000","-160","0"
"","","40094","400906","400906","1","31","1400940007","0","-177","0"
"","","40094","400908","400908","1","31","1400940008","-173","103","0"
"","","40094","400917","400917","1","31","1400940009","0","0","0"
"","","40094","400903","400903","1","31","1400940010","0","0","1"
"","","40094","0.01","0","","93","1400940011","","",""
"","","40094","400902","0","","32","1400940012","","",""
"","","40094","se_travel_top","se_travel_top_flock_hide1","","23","1400940013","0","",""
"0","","40094","1000001","travel_topdrama_r_4009_hide_tree","0","3","1400940014","0","","0"
"","","40094","400906","1","","32","1400940015","","",""
"","","40094","0.45","0","","93","1400940016","","",""
"","","40094","1000001","travel_topdrama_r_4009_scared_tree","","3","1400940017","0","","0"
"","","40094","1000001","-250","0","2","1400940018","-92","0",""
"","","40094","0.5","0","","93","1400940019","","",""
"","","40094","se_travel_top","se_travel_top_flock_pass_away","","23","1400940020","0","",""
"","","40094","10","20","","122","1400940021","4.6","",""
"","","40094","400991","run","","3","1400940022","1","","0"
"","","40094","400991","1500","0","2","1400940023","-330","3",""
"","","40094","400951","1","","32","1400940024","","",""
"","","40094","400951","1500","0","33","1400940025","-330","3",""
"","","40094","0.4","0","","93","1400940026","","",""
"","","40094","400994","run","","3","1400940027","1","","0"
"","","40094","400994","1500","0","2","1400940028","-150","2.7",""
"","","40094","400954","1","","32","1400940029","","",""
"","","40094","400954","1500","0","33","1400940030","-150","2.7",""
"","","40094","0.2","0","","93","1400940031","","",""
"","","40094","400993","run","","3","1400940032","1","","0"
"","","40094","400993","1500","0","2","1400940033","-280","3",""
"","","40094","400953","1","","32","1400940034","","",""
"","","40094","400953","1500","0","33","1400940035","-280","3",""
"","","40094","0.4","0","","93","1400940036","","",""
