268e22ca3de4fec2a0ac2d3e4bfea458a9fbd86d7a84015792b607a3bd088e04,7189b221f8c685413fd5a1946fb5f49e1ea14f23831d53429a4e27cfcc4474a6,2bc486028c7d53cb96cac264791f452d92539d5bec2a303dc8636847c77e70b6,8fda1db22bcef6e280350c3077ca496a19ab55e1ac221b1441e7a38cd7e76d28,1545a1bc4fa889e6b0926a7eb1bef9bb939dfcf06bd8fcc5947768c8510d5ca7,367ed9cde6401bb608b0f18f2fbadfea4c09aaba93b1739b270da46a4e0ffa66,9d81d41736c21ab9a01ae00481bf4e539b16a86fe28b87da664bfbe70be70056,c4ef4145ded9f6ba02c36cc33b8dc5ed8c50877551d5c504739b590e64df2997,682795edc029457e9e7fb6d5e77cb3c7f7035eb978ebe4a6b2eebaf1ccd3a3d3,dea336e9ef7a4c48e04687ec332318996e8da9f160309e14f7fd9873fe1d90a9,fd25fc4885dde7742a9ab9a0266554c258d54921b2a3f4c22d0753d1c0f755ce
"","1","40074","","32","","","400742","","","1400740030"
"","1","40074","","32","","","400752","","","1400740031"
"","travel_topdrama_r_4007_fall3","40074","0.2","3","","","1000001","","0","1400740032"
"","0","40074","","93","","","0.3","","","1400740033"
"","se_travel_top_ziz_drop3","40074","","23","","","se_travel_top","","0","1400740034"
"","0","40074","","93","","","0.6","","","1400740035"
"","se_travel_top_ziz_look_around","40074","","23","","","se_travel_top","","0","1400740036"
"","","40074","","91","","","1400740032","","","1400740037"
"","travel_topdrama_r_4007_fall4_hit","40074","0","3","","","1000001","","0","1400740038"
"","0","40074","","93","","","0.5","","","1400740039"
"","se_travel_top_ziz_joy2","40074","","23","","","se_travel_top","","0","1400740040"
"","10","40074","","12","0","0","1000001","","0.5","1400740041"
"","0","40074","","93","","","1.5","","","1400740042"
"","","40074","","111","","","","","","1400740043"
"","","40074","","91","","","0","","","1400740044"
"","0","40075","","93","","","0","","","1400750001"
"","0.2","40075","","24","","","se_travel_top_ziz_wing","","","1400750002"
"","0","40075","","32","","","400790","","","1400750003"
"","0","40075","","93","","","1","","","1400750004"
"","se_travel_top_ziz_passaway","40075","","23","","","se_travel_top","","0","1400750005"
"","travel_topdrama_r_4007_grab_move","40075","0.2","3","","","1000001","","0","1400750006"
"","grab_move","40075","0.2","3","","","9","","0","1400750007"
"","grab_move","40075","0.2","3","","","16","","0","1400750008"
"","0","40075","","93","","","1.5","","","1400750009"
"","se_travel_top_ziz_cry_pass","40075","","23","","","se_travel_top","","0","1400750010"
"","0","40075","","2","0.01","","1000001","","-270","1400750011"
"","0","40075","","2","0.01","","9","","-270","1400750012"
"","0","40075","","2","0.01","","16","","-270","1400750013"
"","0","40075","","32","","","400702","","","1400750014"
"","1","40075","","32","","","400703","","","1400750015"
"","1","40075","","32","","","400781","","","1400750016"
"","0","40075","","93","","","0.1","","","1400750017"
"","travel_topdrama_r_4007_put","40075","0","3","","","1000001","","0","1400750018"
"","put","40075","0","3","","","9","","0","1400750019"
"","put","40075","0","3","","","16","","0","1400750020"
"","0","40075","","93","","","1.3","","","1400750021"
"","se_travel_top_ziz_drop1","40075","","23","","","se_travel_top","","0","1400750022"
"","1","40075","","32","","","400730","","","1400750023"
"","0","40075","","93","","","1","","","1400750024"
"","se_travel_top_ziz_dizzy","40075","","23","","","se_travel_top","","0","1400750025"
"","0","40075","","93","","","1.2","","","1400750026"
"","se_travel_top_ziz_joy1","40075","","23","","","se_travel_top","","0","1400750027"
"","0","40075","","93","","","0.3","","","1400750028"
"","7","40075","","12","0","0","1000001","","0.01","1400750029"
"","0","40075","","93","","","1","","","1400750030"
"","","40075","","111","","","","","","1400750031"
"","","40075","","91","","","0","","","1400750032"
"1","400991","40091","0.35","5","0","-75","18","run","60","1400910001"
"1","400992","40091","0.35","5","-67","-38","18","run2","58","1400910002"
"1","400993","40091","0.35","5","47","-16","18","run3","56","1400910003"
"","400915","40091","1","31","-75","0.35","400915","","0","1400910004"
"0","0","40091","1","5","0","-90","0","rare","110","1400910005"
"","0","40091","","91","","","0","","","1400910006"
"0","run","40091","0","3","","","400991","","0","1400910007"
"0","run2","40091","0","3","","","400992","","0","1400910008"
"0","run3","40091","0","3","","","400993","","0","1400910009"
"","0","40091","","91","","","0","","","1400910010"
"","100","40091","","101","8.72","0","1400910007","","100","1400910011"
"0","run","40091","0","3","","","400991","","1","1400910012"
"0","run2","40091","0","3","","","400992","","1","1400910013"
"0","run3","40091","0","3","","","400993","","1","1400910014"
"","0","40091","","91","","","0","","","1400910015"
"0","1000001","40092","1.46","1","-1000","-177","1","travel_topdrama_r_4009_run","51","1400920001"
"1","400991","40092","0.8","5","-1000","-330","18","empty","60","1400920002"
"1","400992","40092","0.8","5","-1000","-320","18","empty","58","1400920003"
"1","400993","40092","0.8","5","-1000","-280","18","empty","56","1400920004"
"0","400999","40092","1.46","5","-250","-92","17","travel_topdrama_r_4000_empty","53","1400920005"
"","400904","40092","1","31","-147","1","400904","","-1000","1400920006"
"","400951","40092","0","31","-330","1","400912","","-1000","1400920007"
"","400952","40092","0","31","-320","1","400912","","-1000","1400920008"
"","400953","40092","0","31","-280","1","400912","","-1000","1400920009"
"","400905","40092","1","31","18","1","400905","","-990","1400920010"
"","400900","40092","1","31","0","1","400900","","0","1400920011"
"","400901","40092","1","31","0","1","400901","","0","1400920012"
"","400902","40092","1","31","0","1","400902","","0","1400920013"
"","400990","40092","0","31","0","1","400990","","0","1400920014"
"","400009","40092","1","31","0","1","400009","","0","1400920015"
"","","40092","","91","","","0","","","1400920016"
"","se_travel_top_flock_foot1","40092","","23","","","se_travel_top","","0","1400920017"
"","0","40092","","93","","","0.3","","","1400920018"
"","travel_topdrama_r_4009_run","40092","0.2","3","","0","1000001","","1","1400920019"
"","0","40092","","2","2","0","1000001","","-177","1400920020"
"","-50","40092","","33","2","0","400905","","18","1400920021"
"","0","40092","","33","2","0","400904","","-147","1400920022"
"","0","40092","","93","","","0.7","","","1400920023"
"","se_travel_top_flock_rumble","40092","","23","","","se_travel_top","","0","1400920024"
"","7","40092","","122","","","3.5","","3","1400920025"
"","","40092","","91","","","1400920020","","","1400920026"
"","travel_topdrama_r_4009_lookAround","40092","0.2","3","","0","1000001","","1","1400920027"
"","0","40092","","93","","","1.2","","","1400920028"
"","1","40092","","32","","","400990","","","1400920029"
"","1400920032","40092","","103","","","木の陰に隠れる","","","1400920030"
"","1400920034","40092","","103","","","岩の陰に隠れる","","","1400920031"
"","0","40092","","102","","","1","","","1400920032"
"","","40092","","101","","","1400920036","","","1400920033"
"","0","40092","","102","","","2","","","1400920034"
"","","40092","","101","","","1400920036","","","1400920035"
"","","40092","","91","","","0","","","1400920036"
"","","40093","","93","","","0.1","","","1400930001"
"","0","40093","","32","","","400990","","","1400930002"
"1","400994","40093","0.75","5","-1000","-150","18","empty","53","1400930003"
"1","400995","40093","0.75","5","-1000","-160","18","empty","53","1400930004"
"","400954","40093","0","31","-150","1","400911","","-1000","1400930005"
"","400955","40093","0","31","-160","1","400911","","-1000","1400930006"
"","400906","40093","0","31","-177","1","400906","","0","1400930007"
"","400908","40093","0","31","103","1","400908","","-173","1400930008"
"","400916","40093","0","31","0","1","400916","","0","1400930009"
"","400903","40093","1","31","0","1","400903","","0","1400930010"
"","0","40093","","93","","","0.01","","","1400930011"
"","0","40093","","32","","","400902","","","1400930012"
"","se_travel_top_flock_hide1","40093","","23","","","se_travel_top","","0","1400930013"
"0","travel_topdrama_r_4009_hide_tree","40093","0","3","","0","1000001","","0","1400930014"
"","1","40093","","32","","","400906","","","1400930015"
"","0","40093","","93","","","0.45","","","1400930016"
"","travel_topdrama_r_4009_scared_tree","40093","0","3","","","1000001","","0","1400930017"
"","-250","40093","","2","0","0","1000001","","-92","1400930018"
"","0","40093","","93","","","0.5","","","1400930019"
"","se_travel_top_flock_pass_away","40093","","23","","","se_travel_top","","0","1400930020"
"","20","40093","","122","","","10","","4.6","1400930021"
"","run","40093","0","3","","","400991","","1","1400930022"
"","1500","40093","","2","3","0","400991","","-330","1400930023"
"","1","40093","","32","","","400951","","","1400930024"
"","1500","40093","","33","3","0","400951","","-330","1400930025"
"","0","40093","","93","","","0.4","","","1400930026"
"","run","40093","0","3","","","400994","","1","1400930027"
"","1500","40093","","2","2.7","0","400994","","-150","1400930028"
"","1","40093","","32","","","400954","","","1400930029"
"","1500","40093","","33","2.7","0","400954","","-150","1400930030"
"","0","40093","","93","","","0.2","","","1400930031"
"","run","40093","0","3","","","400993","","1","1400930032"
"","1500","40093","","2","3","0","400993","","-280","1400930033"
"","1","40093","","32","","","400953","","","1400930034"
"","1500","40093","","33","3","0","400953","","-280","1400930035"
"","0","40093","","93","","","0.4","","","1400930036"
"","run","40093","0","3","","","400995","","1","1400930037"
"","1500","40093","","2","3","0","400995","","-160","1400930038"
"","1","40093","","32","","","400955","","","1400930039"
"","1500","40093","","33","3","0","400955","","-160","1400930040"
"","0","40093","","93","","","0.5","","","1400930041"
"","run","40093","0","3","","","400992","","1","1400930042"
"","1500","40093","","2","2.4","0","400992","","-320","1400930043"
"","1","40093","","32","","","400952","","","1400930044"
"","1500","40093","","33","2.4","0","400952","","-320","1400930045"
"","","40093","","93","","","1.6","","","1400930046"
"","0","40093","","93","","","0.7","","","1400930047"
"","travel_topdrama_r_4009_relief_tree","40093","0","3","","","1000001","","0","1400930048"
"","travel_topdrama_r_4009_relief_tree","40093","0","3","","","400999","","0","1400930049"
"","1","40093","","32","","","400916","","","1400930050"
"","0","40093","","93","","","0.3","","","1400930051"
"","se_travel_top_flock_relief","40093","","23","","","se_travel_top","","0","1400930052"
"","0","40093","","93","","","0.66","","","1400930053"
"","1","40093","","32","","","400908","","","1400930054"
"","0","40093","","93","","","0.2","","","1400930055"
"","se_travel_top_flock_drop_goldenbox1","40093","","23","","","se_travel_top","","0","1400930056"
"","se_travel_top_flock_surprise","40093","","23","","","se_travel_top","","0","1400930057"
"","0","40093","","93","","","1","","","1400930058"
"","se_travel_top_flock_emote_note","40093","","23","","","se_travel_top","","0","1400930059"
"","0","40093","","91","","","1400930049","","","1400930060"
"","","40093","","111","","","","","","1400930061"
"","0","40093","","91","","","0","","","1400930062"
"","","40094","","93","","","0.1","","","1400940001"
"","0","40094","","32","","","400990","","","1400940002"
"1","400994","40094","0.75","5","-1000","-150","18","empty","53","1400940003"
"1","400995","40094","0.75","5","-1000","-160","18","empty","53","1400940004"
"","400954","40094","0","31","-150","1","400911","","-1000","1400940005"
"","400955","40094","0","31","-160","1","400911","","-1000","1400940006"
"","400906","40094","0","31","-177","1","400906","","0","1400940007"
"","400908","40094","0","31","103","1","400908","","-173","1400940008"
"","400917","40094","0","31","0","1","400917","","0","1400940009"
"","400903","40094","1","31","0","1","400903","","0","1400940010"
"","0","40094","","93","","","0.01","","","1400940011"
"","0","40094","","32","","","400902","","","1400940012"
"","se_travel_top_flock_hide1","40094","","23","","","se_travel_top","","0","1400940013"
"0","travel_topdrama_r_4009_hide_tree","40094","0","3","","0","1000001","","0","1400940014"
"","1","40094","","32","","","400906","","","1400940015"
"","0","40094","","93","","","0.45","","","1400940016"
"","travel_topdrama_r_4009_scared_tree","40094","0","3","","","1000001","","0","1400940017"
"","-250","40094","","2","0","0","1000001","","-92","1400940018"
"","0","40094","","93","","","0.5","","","1400940019"
"","se_travel_top_flock_pass_away","40094","","23","","","se_travel_top","","0","1400940020"
"","20","40094","","122","","","10","","4.6","1400940021"
"","run","40094","0","3","","","400991","","1","1400940022"
"","1500","40094","","2","3","0","400991","","-330","1400940023"
"","1","40094","","32","","","400951","","","1400940024"
"","1500","40094","","33","3","0","400951","","-330","1400940025"
"","0","40094","","93","","","0.4","","","1400940026"
"","run","40094","0","3","","","400994","","1","1400940027"
"","1500","40094","","2","2.7","0","400994","","-150","1400940028"
"","1","40094","","32","","","400954","","","1400940029"
"","1500","40094","","33","2.7","0","400954","","-150","1400940030"
"","0","40094","","93","","","0.2","","","1400940031"
"","run","40094","0","3","","","400993","","1","1400940032"
"","1500","40094","","2","3","0","400993","","-280","1400940033"
"","1","40094","","32","","","400953","","","1400940034"
"","1500","40094","","33","3","0","400953","","-280","1400940035"
"","0","40094","","93","","","0.4","","","1400940036"
"","run","40094","0","3","","","400995","","1","1400940037"
"","1500","40094","","2","3","0","400995","","-160","1400940038"
"","1","40094","","32","","","400955","","","1400940039"
"","1500","40094","","33","3","0","400955","","-160","1400940040"
"","0","40094","","93","","","0.5","","","1400940041"
"","run","40094","0","3","","","400992","","1","1400940042"
"","1500","40094","","2","2.4","0","400992","","-320","1400940043"
"","1","40094","","32","","","400952","","","1400940044"
"","1500","40094","","33","2.4","0","400952","","-320","1400940045"
"","","40094","","93","","","1.6","","","1400940046"
"","0","40094","","93","","","0.7","","","1400940047"
"","travel_topdrama_r_4009_relief_tree","40094","0","3","","","1000001","","0","1400940048"
"","travel_topdrama_r_4009_relief_tree","40094","0","3","","","400999","","0","1400940049"
"","1","40094","","32","","","400917","","","1400940050"
"","0","40094","","93","","","0.3","","","1400940051"
"","se_travel_top_flock_relief","40094","","23","","","se_travel_top","","0","1400940052"
"","0","40094","","93","","","0.66","","","1400940053"
"","1","40094","","32","","","400908","","","1400940054"
"","0","40094","","93","","","0.2","","","1400940055"
"","se_travel_top_flock_drop_goldenbox1","40094","","23","","","se_travel_top","","0","1400940056"
"","se_travel_top_flock_surprise","40094","","23","","","se_travel_top","","0","1400940057"
"","0","40094","","93","","","1","","","1400940058"
"","se_travel_top_flock_emote_note","40094","","23","","","se_travel_top","","0","1400940059"
"","0","40094","","91","","","1400940049","","","1400940060"
