1278a7e031dac2e8881d1622397247d81c384e0bf6b79b47fcbc00be3d559e21,948c73ed2855a7bb43fec245734ea2d840f676ae4fe6538fd693dbdcb5bf5966,61f1fa5436419bc3c450366ad1b1c7df29c6760d4475e5e819c39ec52c26d255,28ab1b82c485b42ef32466e7234cba7b0ed69c6ae71e455c9444a11c382b8d1d,d75cabcc234383a5b1957792c4e434581e1bfb528ed297cc8f46d0cbddfd3cca
"30","91002","8","71091007","10091015"
"1","22002","2","71091007","10091016"
"30","91002","8","71091008","10091017"
"1","22002","2","71091008","10091018"
"30","91002","8","71091009","10091019"
"1","22002","2","71091009","10091020"
"30","91002","8","71091010","10091021"
"1","22002","2","71091010","10091022"
"30","91002","8","71091011","10091023"
"1","22002","2","71091011","10091024"
"30","91002","8","71091012","10091025"
"1","22002","2","71091012","10091026"
"30","91002","8","71091013","10091027"
"1","22002","2","71091013","10091028"
"30","91002","8","71091014","10091029"
"1","22002","2","71091014","10091030"
"30","91002","8","71091015","10091031"
"1","22002","2","71091015","10091032"
"60","91002","8","71091016","10091033"
"2","22002","2","71091016","10091034"
"60","91002","8","71091017","10091035"
"2","22002","2","71091017","10091036"
"60","91002","8","71091018","10091037"
"2","22002","2","71091018","10091038"
"60","91002","8","71091019","10091039"
"2","22002","2","71091019","10091040"
"60","91002","8","71091020","10091041"
"2","22002","2","71091020","10091042"
"50000","94002","12","71091021","10091043"
"100000","94002","12","71091022","10091044"
"150000","94002","12","71091023","10091045"
"200000","94002","12","71091024","10091046"
"250000","94002","12","71091025","10091047"
"50","91002","8","71091026","10091048"
"1","31032","2","71091027","10091049"
"1","31032","2","71091028","10091050"
"1","31032","2","71091029","10091051"
"1","31032","2","71091030","10091052"
"1","31032","2","71091031","10091053"
"4","31032","2","71091032","10091054"
"30","60902","2","81091001","10091055"
"20000","94002","12","81091001","10091056"
"30","60902","2","81091002","10091057"
"20000","94002","12","81091002","10091058"
"1","31032","2","81091003","10091059"
"25","91002","8","81091003","10091060"
"30","60902","2","81091004","10091061"
"20000","94002","12","81091004","10091062"
"30","60902","2","81091005","10091063"
"20000","94002","12","81091005","10091064"
"1","31032","2","81091006","10091065"
"25","91002","8","81091006","10091066"
"40","60902","2","81091007","10091067"
"20000","94002","12","81091007","10091068"
"40","60902","2","81091008","10091069"
"20000","94002","12","81091008","10091070"
"1","31032","2","81091009","10091071"
"25","91002","8","81091009","10091072"
"50","91002","8","81091010","10091073"
"5","60912","2","61092001","10092001"
"5","60912","2","61092002","10092002"
"30","91002","8","71092001","10092003"
"1","22002","2","71092001","10092004"
"30","91002","8","71092002","10092005"
"1","22002","2","71092002","10092006"
"30","91002","8","71092003","10092007"
"1","22002","2","71092003","10092008"
"30","91002","8","71092004","10092009"
"1","22002","2","71092004","10092010"
"30","91002","8","71092005","10092011"
"1","22002","2","71092005","10092012"
"30","91002","8","71092006","10092013"
"1","22002","2","71092006","10092014"
"30","91002","8","71092007","10092015"
"1","22002","2","71092007","10092016"
"30","91002","8","71092008","10092017"
"1","22002","2","71092008","10092018"
"30","91002","8","71092009","10092019"
"1","22002","2","71092009","10092020"
"30","91002","8","71092010","10092021"
"1","22002","2","71092010","10092022"
"30","91002","8","71092011","10092023"
"1","22002","2","71092011","10092024"
"30","91002","8","71092012","10092025"
"1","22002","2","71092012","10092026"
"30","91002","8","71092013","10092027"
"1","22002","2","71092013","10092028"
"30","91002","8","71092014","10092029"
"1","22002","2","71092014","10092030"
"30","91002","8","71092015","10092031"
"1","22002","2","71092015","10092032"
"60","91002","8","71092016","10092033"
"2","22002","2","71092016","10092034"
"60","91002","8","71092017","10092035"
"2","22002","2","71092017","10092036"
"60","91002","8","71092018","10092037"
"2","22002","2","71092018","10092038"
"60","91002","8","71092019","10092039"
"2","22002","2","71092019","10092040"
"60","91002","8","71092020","10092041"
"2","22002","2","71092020","10092042"
"50000","94002","12","71092021","10092043"
"100000","94002","12","71092022","10092044"
"150000","94002","12","71092023","10092045"
"200000","94002","12","71092024","10092046"
"250000","94002","12","71092025","10092047"
"50","91002","8","71092026","10092048"
"1","31014","2","71092027","10092049"
"1","31014","2","71092028","10092050"
"2","31014","2","71092029","10092051"
"2","31014","2","71092030","10092052"
"4","31014","2","71092031","10092053"
"10","31014","2","71092032","10092054"
"100","60912","2","81092001","10092055"
"30000","94002","12","81092001","10092056"
"100","60912","2","81092002","10092057"
"30000","94002","12","81092002","10092058"
"2","31014","2","81092003","10092059"
"30","91002","8","81092003","10092060"
"2","31014","2","81092004","10092061"
"30","91002","8","81092004","10092062"
"100","60912","2","81092005","10092063"
"30000","94002","12","81092005","10092064"
"100","60912","2","81092006","10092065"
"30000","94002","12","81092006","10092066"
"2","31014","2","81092007","10092067"
"30","91002","8","81092007","10092068"
"100","91002","8","81092008","10092069"
"5","60922","2","61093001","10093001"
"5","60922","2","61093002","10093002"
"30","91002","8","71093001","10093003"
"1","22002","2","71093001","10093004"
"30","91002","8","71093002","10093005"
"1","22002","2","71093002","10093006"
"30","91002","8","71093003","10093007"
"1","22002","2","71093003","10093008"
"30","91002","8","71093004","10093009"
"1","22002","2","71093004","10093010"
"30","91002","8","71093005","10093011"
"1","22002","2","71093005","10093012"
"30","91002","8","71093006","10093013"
"1","22002","2","71093006","10093014"
"30","91002","8","71093007","10093015"
"1","22002","2","71093007","10093016"
"30","91002","8","71093008","10093017"
"1","22002","2","71093008","10093018"
"30","91002","8","71093009","10093019"
"1","22002","2","71093009","10093020"
"30","91002","8","71093010","10093021"
"1","22002","2","71093010","10093022"
"30","91002","8","71093011","10093023"
"1","22002","2","71093011","10093024"
"30","91002","8","71093012","10093025"
"1","22002","2","71093012","10093026"
"30","91002","8","71093013","10093027"
"1","22002","2","71093013","10093028"
"30","91002","8","71093014","10093029"
"1","22002","2","71093014","10093030"
"30","91002","8","71093015","10093031"
"1","22002","2","71093015","10093032"
"60","91002","8","71093016","10093033"
"2","22002","2","71093016","10093034"
"60","91002","8","71093017","10093035"
"2","22002","2","71093017","10093036"
"60","91002","8","71093018","10093037"
"2","22002","2","71093018","10093038"
"60","91002","8","71093019","10093039"
"2","22002","2","71093019","10093040"
"60","91002","8","71093020","10093041"
"2","22002","2","71093020","10093042"
"50000","94002","12","71093021","10093043"
"100000","94002","12","71093022","10093044"
"150000","94002","12","71093023","10093045"
"200000","94002","12","71093024","10093046"
"250000","94002","12","71093025","10093047"
"50","91002","8","71093026","10093048"
"1","31065","2","71093027","10093049"
"1","31065","2","71093028","10093050"
"1","31065","2","71093029","10093051"
"1","31065","2","71093030","10093052"
"1","31065","2","71093031","10093053"
"4","31065","2","71093032","10093054"
"50","60922","2","81093001","10093055"
"30000","94002","12","81093001","10093056"
"50","60922","2","81093002","10093057"
"30000","94002","12","81093002","10093058"
"1","31065","2","81093003","10093059"
"25","91002","8","81093003","10093060"
"1","31065","2","81093004","10093061"
"25","91002","8","81093004","10093062"
"50","60922","2","81093005","10093063"
"30000","94002","12","81093005","10093064"
"50","60922","2","81093006","10093065"
"30000","94002","12","81093006","10093066"
"1","31065","2","81093007","10093067"
"25","91002","8","81093007","10093068"
"50","91002","8","81093008","10093069"
"5","60932","2","61094001","10094001"
"5","60932","2","61094002","10094002"
"30","91002","8","71094001","10094003"
"1","22002","2","71094001","10094004"
"30","91002","8","71094002","10094005"
"1","22002","2","71094002","10094006"
"30","91002","8","71094003","10094007"
"1","22002","2","71094003","10094008"
"30","91002","8","71094004","10094009"
"1","22002","2","71094004","10094010"
"30","91002","8","71094005","10094011"
"1","22002","2","71094005","10094012"
"30","91002","8","71094006","10094013"
"1","22002","2","71094006","10094014"
"30","91002","8","71094007","10094015"
"1","22002","2","71094007","10094016"
"30","91002","8","71094008","10094017"
"1","22002","2","71094008","10094018"
"30","91002","8","71094009","10094019"
"1","22002","2","71094009","10094020"
"30","91002","8","71094010","10094021"
"1","22002","2","71094010","10094022"
"30","91002","8","71094011","10094023"
"1","22002","2","71094011","10094024"
"30","91002","8","71094012","10094025"
"1","22002","2","71094012","10094026"
"30","91002","8","71094013","10094027"
"1","22002","2","71094013","10094028"
"30","91002","8","71094014","10094029"
"1","22002","2","71094014","10094030"
"30","91002","8","71094015","10094031"
"1","22002","2","71094015","10094032"
"60","91002","8","71094016","10094033"
"2","22002","2","71094016","10094034"
"60","91002","8","71094017","10094035"
"2","22002","2","71094017","10094036"
"60","91002","8","71094018","10094037"
"2","22002","2","71094018","10094038"
"60","91002","8","71094019","10094039"
"2","22002","2","71094019","10094040"
"60","91002","8","71094020","10094041"
"2","22002","2","71094020","10094042"
"50000","94002","12","71094021","10094043"
"100000","94002","12","71094022","10094044"
"150000","94002","12","71094023","10094045"
"200000","94002","12","71094024","10094046"
"250000","94002","12","71094025","10094047"
"50","91002","8","71094026","10094048"
"1","31221","2","71094027","10094049"
"1","31221","2","71094028","10094050"
"2","31221","2","71094029","10094051"
"2","31221","2","71094030","10094052"
"4","31221","2","71094031","10094053"
"1","122101","1","71094032","10094054"
"1","2100941","19","71094033","10094055"
"10","31221","2","71094034","10094056"
"2","31221","2","81094001","10094057"
"30","91002","8","81094001","10094058"
"100","60932","2","81094002","10094059"
"30000","94002","12","81094002","10094060"
"100","60932","2","81094003","10094061"
"30000","94002","12","81094003","10094062"
"2","31221","2","81094004","10094063"
"30","91002","8","81094004","10094064"
"100","60932","2","81094005","10094065"
"30000","94002","12","81094005","10094066"
"100","60932","2","81094006","10094067"
"30000","94002","12","81094006","10094068"
"2","31221","2","81094007","10094069"
"30","91002","8","81094007","10094070"
"100","91002","8","81094008","10094071"
"5","60942","2","61095001","10095001"
"5","60942","2","61095002","10095002"
"30","91002","8","71095001","10095003"
"1","22002","2","71095001","10095004"
"30","91002","8","71095002","10095005"
"1","22002","2","71095002","10095006"
"30","91002","8","71095003","10095007"
"1","22002","2","71095003","10095008"
"30","91002","8","71095004","10095009"
"1","22002","2","71095004","10095010"
"30","91002","8","71095005","10095011"
"1","22002","2","71095005","10095012"
"30","91002","8","71095006","10095013"
"1","22002","2","71095006","10095014"
"30","91002","8","71095007","10095015"
"1","22002","2","71095007","10095016"
"30","91002","8","71095008","10095017"
"1","22002","2","71095008","10095018"
"30","91002","8","71095009","10095019"
"1","22002","2","71095009","10095020"
"30","91002","8","71095010","10095021"
"1","22002","2","71095010","10095022"
"30","91002","8","71095011","10095023"
"1","22002","2","71095011","10095024"
"30","91002","8","71095012","10095025"
"1","22002","2","71095012","10095026"
"30","91002","8","71095013","10095027"
"1","22002","2","71095013","10095028"
"30","91002","8","71095014","10095029"
"1","22002","2","71095014","10095030"
"30","91002","8","71095015","10095031"
"1","22002","2","71095015","10095032"
"60","91002","8","71095016","10095033"
"2","22002","2","71095016","10095034"
"60","91002","8","71095017","10095035"
"2","22002","2","71095017","10095036"
"60","91002","8","71095018","10095037"
"2","22002","2","71095018","10095038"
"60","91002","8","71095019","10095039"
"2","22002","2","71095019","10095040"
"60","91002","8","71095020","10095041"
"2","22002","2","71095020","10095042"
"50000","94002","12","71095021","10095043"
"100000","94002","12","71095022","10095044"
"150000","94002","12","71095023","10095045"
"200000","94002","12","71095024","10095046"
"250000","94002","12","71095025","10095047"
"50","91002","8","71095026","10095048"
"1","31168","2","71095027","10095049"
"1","31168","2","71095028","10095050"
"1","31168","2","71095029","10095051"
"1","31168","2","71095030","10095052"
"1","31168","2","71095031","10095053"
"1","116801","1","71095032","10095054"
"1","2809","7","71095033","10095055"
"4","31168","2","71095034","10095056"
"50","60942","2","81095001","10095057"
"30000","94002","12","81095001","10095058"
"50","60942","2","81095002","10095059"
"30000","94002","12","81095002","10095060"
"1","31168","2","81095003","10095061"
"25","91002","8","81095003","10095062"
"1","31168","2","81095004","10095063"
"25","91002","8","81095004","10095064"
"50","60942","2","81095005","10095065"
"30000","94002","12","81095005","10095066"
"50","60942","2","81095006","10095067"
"30000","94002","12","81095006","10095068"
"1","31168","2","81095007","10095069"
"25","91002","8","81095007","10095070"
"50","91002","8","81095008","10095071"
"5","60952","2","61096001","10096001"
"5","60952","2","61096002","10096002"
"30","91002","8","71096001","10096003"
"1","22002","2","71096001","10096004"
"30","91002","8","71096002","10096005"
"1","22002","2","71096002","10096006"
"30","91002","8","71096003","10096007"
