4d9620729ec5df76aa4be95c3e126ebdb325d7315311d461b746b6d9fe9bcb32,b32ba7ecd9c5cbf59daf0a7e6e8c4d21c0e3aec5f91f707af12116113dfd8f84,a7034998a644ca224cd5d54c58cbb597029e8f5b32d4fe276cab1051221b4072,e452d68251d252a689a234f2206775a7191a6f73ddb1becb051bb2b5a3a67382
"702608","21002","7026","8100"
"702609","21010","7026","9200"
"702610","21007","7026","10100"
"702611","21014","7026","11100"
"702612","21010","7026","12100"
"702701","21007","7027","1100"
"702702","21014","7027","2200"
"702703","21002","7027","3200"
"702704","21003","7027","4100"
"702705","21010","7027","5100"
"702706","21002","7027","6200"
"702707","21007","7027","7100"
"702708","21008","7027","8200"
"702709","21015","7027","9150"
"702710","21010","7027","10150"
"702711","21004","7027","11200"
"702712","21010","7027","12200"
"702801","21002","7028","1000"
"702802","21002","7028","2000"
"702803","21002","7028","3000"
"702804","21015","7028","4000"
"702805","21017","7028","5000"
"702806","21015","7028","6000"
"702807","21010","7028","7000"
"702808","21006","7028","8000"
"702809","21010","7028","9000"
"702810","21003","7028","10000"
"702811","21004","7028","11000"
"702812","21003","7028","12000"
"702901","21010","7029","800"
"702902","21015","7029","1800"
"702903","21003","7029","2850"
"702904","21002","7029","3900"
"702905","21002","7029","4800"
"702906","21010","7029","5850"
"702907","21003","7029","6900"
"702908","21006","7029","7900"
"702909","21002","7029","8850"
"702910","21017","7029","9900"
"702911","21004","7029","10850"
"702912","21015","7029","11850"
"703001","21006","7030","900"
"703002","21003","7030","1900"
"703003","21015","7030","2900"
"703004","21002","7030","3850"
"703005","21010","7030","4850"
"703006","21002","7030","5800"
"703007","21017","7030","6800"
"703008","21003","7030","7800"
"703009","21015","7030","8800"
"703010","21002","7030","9800"
"703011","21004","7030","10800"
"703012","21010","7030","11800"
"800101","11003","8001","900"
"800102","11017","8001","1800"
"800103","11017","8001","2700"
"800104","11009","8001","3600"
"800105","11017","8001","4500"
"800106","11015","8001","5400"
"800107","11003","8001","6300"
"800108","11003","8001","7200"
"800109","11017","8001","8100"
"800110","11015","8001","9000"
"800111","11017","8001","9900"
"800112","11015","8001","10800"
"800113","11019","8001","11700"
"800114","11019","8001","12600"
"800201","11003","8002","1050"
"800202","11003","8002","1950"
"800203","11009","8002","2800"
"800204","11003","8002","3800"
"800205","11015","8002","4650"
"800206","11017","8002","5550"
"800207","11015","8002","6500"
"800208","11017","8002","7350"
"800209","11015","8002","8300"
"800210","11017","8002","9200"
"800211","11019","8002","10100"
"800212","11017","8002","10900"
"800213","11019","8002","11800"
"800214","11017","8002","12800"
"800301","11003","8003","1100"
"800302","11017","8003","1900"
"800303","11019","8003","2850"
"800304","11009","8003","3750"
"800305","11003","8003","4700"
"800306","11017","8003","5500"
"800307","11003","8003","6400"
"800308","11015","8003","7400"
"800309","11017","8003","8250"
"800310","11015","8003","9100"
"800311","11017","8003","10000"
"800312","11019","8003","10950"
"800313","11017","8003","11900"
"800314","11015","8003","12750"
"800401","10006","8004","900"
"800402","10006","8004","1800"
"800403","10006","8004","2700"
"800404","11010","8004","3600"
"800405","11001","8004","4500"
"800406","11010","8004","5400"
"800407","11014","8004","6300"
"800408","11010","8004","7200"
"800409","11014","8004","8100"
"800410","11010","8004","9000"
"800411","10006","8004","9900"
"800412","11001","8004","10800"
"800413","10006","8004","11700"
"800414","11010","8004","12600"
"800501","11010","8005","700"
"800502","10006","8005","1650"
"800503","10006","8005","2550"
"800504","10006","8005","3500"
"800505","11001","8005","4400"
"800506","11014","8005","5200"
"800507","11001","8005","6200"
"800508","10006","8005","7100"
"800509","11010","8005","7900"
"800510","11010","8005","8800"
"800511","11010","8005","9800"
"800512","11010","8005","10600"
"800513","11014","8005","11500"
"800514","10006","8005","12500"
"800601","10006","8006","800"
"800602","11010","8006","1600"
"800603","11014","8006","2600"
"800604","11001","8006","3400"
"800605","11010","8006","4350"
"800606","10006","8006","5300"
"800607","11010","8006","6150"
"800608","10006","8006","7050"
"800609","10006","8006","8000"
"800610","11014","8006","8850"
"800611","11010","8006","9750"
"800612","11001","8006","10700"
"800613","11010","8006","11550"
"800614","10006","8006","12450"
"800701","11016","8007","900"
"800702","11004","8007","1800"
"800703","11016","8007","2700"
"800704","10003","8007","4150"
"800705","10003","8007","5050"
"800706","10003","8007","5950"
"800707","10006","8007","6300"
"800708","11001","8007","7200"
"800709","10006","8007","8100"
"800710","11001","8007","9000"
"800711","11007","8007","9900"
"800712","11004","8007","10800"
"800713","11004","8007","11700"
"800714","11007","8007","12600"
"800801","11004","8008","1000"
"800802","11016","8008","2000"
"800803","11016","8008","2900"
"800804","11004","8008","3750"
"800805","10003","8008","5150"
"800806","11007","8008","5500"
"800807","11007","8008","6500"
"800808","10006","8008","7300"
"800809","10003","8008","8750"
"800810","10003","8008","9750"
"800811","10006","8008","10000"
"800812","11001","8008","11000"
"800813","11004","8008","11800"
"800814","11001","8008","12750"
"800901","10003","8009","1600"
"800902","11004","8009","1950"
"800903","11004","8009","2800"
"800904","10003","8009","4350"
"800905","11001","8009","4700"
"800906","11016","8009","5600"
"800907","10006","8009","6450"
"800908","11007","8009","7400"
"800909","10006","8009","8300"
"800910","11007","8009","9100"
"800911","11004","8009","10050"
"800912","11001","8009","10900"
"800913","11016","8009","11850"
"800914","10003","8009","13350"
"801001","11019","8010","900"
"801002","11004","8010","1800"
"801003","11009","8010","2700"
"801004","11002","8010","3600"
"801005","11010","8010","4500"
"801006","11010","8010","5400"
"801007","11003","8010","6300"
"801008","11001","8010","7200"
"801009","11003","8010","8100"
"801010","11008","8010","9000"
"801011","11004","8010","9900"
"801012","11008","8010","10800"
"801013","11004","8010","11700"
"801014","11011","8010","12600"
"801101","11009","8011","750"
"801102","11011","8011","1700"
"801103","11003","8011","2600"
"801104","11004","8011","3450"
"801105","11008","8011","4350"
"801106","11010","8011","5300"
"801107","11002","8011","6100"
"801108","11001","8011","7050"
"801109","11019","8011","7900"
"801110","11003","8011","8850"
"801111","11010","8011","9800"
"801112","11004","8011","10600"
"801113","11008","8011","11550"
"801114","11004","8011","12400"
"801201","11008","8012","800"
"801202","11004","8012","1600"
"801203","11008","8012","2550"
"801204","11002","8012","3400"
"801205","11003","8012","4400"
"801206","11003","8012","5200"
"801207","11019","8012","6150"
"801208","11010","8012","7000"
"801209","11001","8012","8000"
"801210","11010","8012","8900"
"801211","11009","8012","9750"
"801212","11011","8012","10650"
"801213","11004","8012","11600"
"801214","11004","8012","12500"
"801301","11006","8013","900"
"801302","11016","8013","1800"
"801303","11017","8013","2700"
"801304","11019","8013","3600"
"801305","11007","8013","4500"
"801306","11019","8013","5400"
"801307","11010","8013","6300"
"801308","11009","8013","7200"
"801309","11010","8013","8100"
"801310","11003","8013","9000"
"801311","11003","8013","9900"
"801312","11007","8013","10800"
"801313","11014","8013","11700"
"801314","11015","8013","12600"
"801401","11016","8014","1100"
"801402","11009","8014","1900"
"801403","11014","8014","2800"
"801404","11019","8014","3800"
"801405","11003","8014","4600"
"801406","11003","8014","5550"
"801407","11007","8014","6500"
"801408","11010","8014","7350"
"801409","11010","8014","8200"
"801410","11015","8014","9200"
"801411","11019","8014","10100"
"801412","11017","8014","10900"
"801413","11007","8014","11850"
"801414","11006","8014","12750"
"801501","11006","8015","1000"
"801502","11014","8015","1950"
"801503","11019","8015","2850"
"801504","11010","8015","3700"
"801505","11017","8015","4700"
"801506","11016","8015","5500"
"801507","11003","8015","6450"
"801508","11015","8015","7300"
"801509","11019","8015","8300"
"801510","11007","8015","9150"
"801511","11003","8015","10000"
"801512","11007","8015","11000"
"801513","11010","8015","11800"
"801514","11009","8015","12800"
"801601","11010","8016","900"
"801602","11009","8016","1800"
"801603","11010","8016","2700"
"801604","11007","8016","3600"
"801605","11004","8016","4500"
"801606","11007","8016","5400"
"801607","11016","8016","6300"
"801608","11004","8016","7200"
"801609","11016","8016","8100"
"801610","11004","8016","9000"
"801611","10003","8016","10450"
"801612","10003","8016","11350"
"801613","10003","8016","12250"
"801614","11004","8016","12600"
"801701","11004","8017","800"
"801702","11010","8017","1600"
"801703","10003","8017","3050"
"801704","11007","8017","3400"
"801705","11004","8017","4350"
"801706","11004","8017","5250"
"801707","10003","8017","6750"
"801708","11010","8017","7050"
"801709","11016","8017","7900"
"801710","10003","8017","9350"
"801711","11009","8017","9750"
"801712","11004","8017","10700"
"801713","11007","8017","11600"
"801714","11016","8017","12450"
"801801","11004","8018","700"
"801802","11004","8018","1700"
"801803","11007","8018","2550"
"801804","11016","8018","3450"
"801805","11010","8018","4300"
"801806","11004","8018","5300"
"801807","10003","8018","6650"
"801808","11009","8018","7000"
"801809","11016","8018","7950"
"801810","11010","8018","8850"
"801811","11007","8018","9800"
"801812","11004","8018","10600"
"801813","10003","8018","12100"
"801814","10003","8018","13050"
"801901","10003","8019","1450"
"801902","11007","8019","1800"
"801903","10003","8019","3250"
"801904","11016","8019","3600"
"801905","11007","8019","4500"
"801906","11016","8019","5400"
"801907","11007","8019","6300"
"801908","11011","8019","7200"
"801909","11007","8019","8100"
"801910","11004","8019","9000"
"801911","10003","8019","10450"
"801912","10003","8019","11350"
"801913","11007","8019","11700"
"801914","11007","8019","12600"
"802001","11007","8020","1050"
"802002","10003","8020","2450"
"802003","10003","8020","3450"
"802004","11011","8020","3700"
"802005","11004","8020","4700"
"802006","11007","8020","5500"
"802007","11007","8020","6450"
"802008","11007","8020","7400"
"802009","10003","8020","8800"
"802010","11007","8020","9200"
"802011","10003","8020","10650"
"802012","11007","8020","11000"
"802013","11016","8020","11850"
"802014","11016","8020","12700"
"802101","11016","8021","1100"
"802102","11007","8021","1950"
"802103","11007","8021","2850"
"802104","10003","8021","4300"
"802105","10003","8021","5200"
"802106","10003","8021","6100"
"802107","11007","8021","6400"
"802108","10003","8021","7900"
"802109","11007","8021","8200"
"802110","11007","8021","9100"
"802111","11007","8021","10050"
"802112","11004","8021","10900"
"802113","11016","8021","11900"
"802114","11011","8021","12750"
"802201","11003","8022","900"
"802202","11010","8022","1800"
"802203","11003","8022","2700"
"802204","11006","8022","3600"
"802205","11006","8022","4500"
"802206","11006","8022","5400"
"802207","10006","8022","6300"
"802208","10003","8022","7750"
"802209","10006","8022","8100"
"802210","10003","8022","9550"
"802211","11019","8022","9900"
"802212","11009","8022","10800"
"802213","11001","8022","11700"
"802214","11011","8022","12600"
"802301","10003","8023","1300"
"802302","11009","8023","1600"
"802303","10006","8023","2550"
"802304","11019","8023","3400"
"802305","11001","8023","4350"
"802306","11010","8023","5200"
"802307","11003","8023","6100"
"802308","10006","8023","7100"
"802309","11006","8023","8000"
"802310","10003","8023","9400"
"802311","11011","8023","9750"
"802312","11003","8023","10700"
"802313","11006","8023","11550"
"802314","11006","8023","12400"
"802401","10003","8024","1250"
"802402","10006","8024","1650"
"802403","11006","8024","2500"
"802404","10006","8024","3500"
"802405","11001","8024","4300"
"802406","11003","8024","5300"
"802407","11003","8024","6200"
"802408","11006","8024","7000"
"802409","11019","8024","7950"
"802410","11011","8024","8800"
"802411","11006","8024","9700"
"802412","11010","8024","10650"
"802413","10003","8024","12050"
"802414","11009","8024","12500"
"802501","11010","8025","900"
"802502","11015","8025","1800"
"802503","11010","8025","2700"
"802504","11008","8025","3600"
"802505","11004","8025","4500"
"802506","11008","8025","5400"
"802507","11010","8025","6300"
"802508","11011","8025","7200"
"802509","11010","8025","8100"
"802510","11004","8025","9000"
"802511","11019","8025","9900"
"802512","11007","8025","10800"
"802513","11019","8025","11700"
"802514","11007","8025","12600"
"802601","11010","8026","1100"
"802602","11010","8026","1900"
"802603","11004","8026","2800"
"802604","11011","8026","3750"
"802605","11008","8026","4650"
"802606","11010","8026","5500"
"802607","11019","8026","6450"
"802608","11015","8026","7350"
"802609","11008","8026","8200"
"802610","11004","8026","9150"
"802611","11019","8026","10100"
"802612","11007","8026","10900"
"802613","11007","8026","11900"
"802614","11010","8026","12750"
"802701","11019","8027","1050"
"802702","11008","8027","2000"
"802703","11015","8027","2850"
"802704","11007","8027","3800"
"802705","11010","8027","4600"
"802706","11011","8027","5550"
"802707","11019","8027","6400"
"802708","11010","8027","7400"
"802709","11004","8027","8250"
"802710","11004","8027","9200"
"802711","11010","8027","10050"
"802712","11008","8027","11000"
"802713","11010","8027","11800"
"802714","11007","8027","12700"
"802801","11003","8028","900"
"802802","11011","8028","1800"
"802803","11009","8028","2700"
"802804","11016","8028","3600"
"802805","11017","8028","4500"
"802806","11006","8028","5400"
"802807","11007","8028","6300"
"802808","11017","8028","7200"
"802809","11007","8028","8100"
"802810","11017","8028","9000"
"802811","11019","8028","9900"
"802812","11003","8028","10800"
"802813","11019","8028","11700"
"802814","11003","8028","12600"
"802901","11007","8029","800"
"802902","11019","8029","1700"
"802903","11003","8029","2500"
"802904","11017","8029","3400"
"802905","11019","8029","4300"
"802906","11016","8029","5250"
"802907","11007","8029","6100"
"802908","11017","8029","7000"
"802909","11009","8029","7950"
"802910","11011","8029","8850"
"802911","11017","8029","9750"
"802912","11003","8029","10700"
"802913","11003","8029","11500"
"802914","11006","8029","12450"
"803001","11019","8030","700"
"803002","11019","8030","1600"
"803003","11003","8030","2600"
"803004","11006","8030","3450"
"803005","11007","8030","4350"
"803006","11017","8030","5300"
"803007","11007","8030","6200"
"803008","11003","8030","7100"
"803009","11009","8030","7900"
"803010","11017","8030","8800"
"803011","11011","8030","9700"
"803012","11016","8030","10600"
"803013","11003","8030","11600"
"803014","11017","8030","12500"
"803101","11002","8031","900"
"803102","11004","8031","1800"
"803103","11002","8031","2700"
"803104","11003","8031","3600"
"803105","11004","8031","4500"
"803106","11003","8031","5400"
"803107","11007","8031","6300"
"803108","11007","8031","7200"
"803109","11019","8031","8100"
"803110","11019","8031","9000"
