ae2adfe4cd8b4073bdb226e84a9a0cfc7576c503da2156195a6cc9243afb48ef,3a4d4e1cf99cbc96df07d0673407646b449ab0446a435e301f78a87977ea6187,301fca8a4adee96960a2f88bff7747963957aec8e6e2269590c344ea26abaa10,459748a50fe8b3d59cfc1496661e73d7ed57113e7ae3385f0119c8dad8fb7a72,1ad8ba57db2a120bb8c03b996fe8dac3bc41d36b0ecea9645199a52bd2c83c10,9f50129995039fc3a9662cbd17df392b4dbe3fcbfb6d97c50304f8f8b670ed17,7fb34218cdcc1152e68b83256e19ebcd0d65caad2bf75a3f7627fe477ad1f05d,fbde344906f99b67c74e305135093178bd4ab441938b7fc73cd88cc19e037bd8,7b57efa79541fbf7130b5c3930474d023351ca3776f2ec3ad87e0b8a60e5be8f,0b54452c9f5ad2638da6dd8d77357122dfbe63163af771bae8bb04f7e237d179,187f4264fd81cd4ad6c6b5e34ecbf372331eea7d0d0ab2494c41a080e4959130
"wac_no_items","111","19313","","0.2","","3","","1","19313002",""
"200","100311","19313","","","","2","0","-340","19313003",""
"200","111","19313","","","","2","0","-340","19313004",""
"0","21","19313","","","","32","","","19313005",""
"1","54","19313","","","","32","","","19313006",""
"0","11","19313","","","","32","","","19313007",""
"","0","19313","","","","91","","","19313008",""
"100211","1","19411","-205","2","0","1","-167","202","19411001","wac_default_31"
"100311","1","19411","-350","2","0","1","-64","254","19411002","wac_default_bot_41"
"100111","1","19411","-325","2","0","1","230","252","19411003","wac_default_51"
"111","1","19411","-205","2","0","5","-167","201","19411004","wac_default_34"
"112","1","19411","-350","2","0","5","-64","253","19411005","wac_default_47"
"113","1","19411","-325","2","0","5","230","251","19411006","wac_default_bot_54"
"300","100111","19411","","","","13","","","19411007",""
"300","100211","19411","","","","13","","","19411008",""
"300","100311","19411","","","","13","","","19411009",""
"25","25","19411","1","1","","31","0","0","19411010",""
"30","30","19411","1","0","","31","0","0","19411011",""
"15","15","19411","1","0","","31","0","0","19411012",""
"501","501","19411","1","1","","31","0","0","19411013",""
"wac_paint_31","100211","19411","0","0.2","","3","","0","19411014",""
"wac_paint_34","111","19411","0","0.2","","3","","0","19411015",""
"wac_paint_bot_41","100311","19411","0","0.2","","3","","0","19411016",""
"wac_paint_47","112","19411","0","0.2","","3","","0","19411017",""
"wac_paint_bot_51","100111","19411","0","0.2","","3","","0","19411018",""
"wac_paint_bot_54","113","19411","0","0.2","","3","","0","19411019",""
"0","0","19411","","","","93","","","19411020",""
"1","15","19411","","","","32","","","19411021",""
"se_sys_login_birthday_calendar_smallbrush","se_common","19411","","","","23","","0","19411022",""
"","1","19411","","","","131","","","19411023",""
"wac_idle_smile","100111","19412","","0","","3","","1","19412001",""
"wac_idle_smile_L","100211","19412","","0","","3","","1","19412002",""
"wac_idle_arm_crossed","100311","19412","","0","","3","","1","19412003",""
"wac_no_items","111","19412","","0","","3","","1","19412004",""
"wac_no_items","112","19412","","0","","3","","1","19412005",""
"wac_no_items","113","19412","","0","","3","","1","19412006",""
"190","100111","19412","","","","2","0","-335","19412007",""
"-190","100211","19412","","","","2","0","-360","19412008",""
"350","100311","19412","","","","2","0","-360","19412009",""
"190","111","19412","","","","2","0","-335","19412010",""
"-190","112","19412","","","","2","0","-360","19412011",""
"350","113","19412","","","","2","0","-360","19412012",""
"0","25","19412","","","","32","","","19412013",""
"1","30","19412","","","","32","","","19412014",""
"0","15","19412","","","","32","","","19412015",""
"wac_talk_smile_in","100111","19412","1","0.2","","3","wac_talk_smile_loop","0","19412016",""
"vo_wac_220827_000","vo_wac_220827","19412","","","","21","0","0","19412017",""
"おわったー！\n結構いいデキなんじゃないかなー？\nユイちゃんとレイさんはどう？","100111","19412","1","0","0","11","1","10","19412018","0.5"
"","0","19412","","","","91","","","19412019",""
"wac_idle_smile","100111","19412","1","0.2","","3","","1","19412020",""
"wac_talk_smile_in_L","100211","19412","1","0.2","","3","wac_talk_smile_loop_L","0","19412021",""
"vo_wac_220827_001","vo_wac_220827","19412","","","","21","0","0","19412022",""
"うん、こっちも終わったよ♪\n３人で協力したら、大きな絵を描くのも\nあっという間だね。","100211","19412","1","0","0","11","1","10","19412023","0.5"
"","0","19412","","","","91","","","19412024",""
"wac_idle_smile_L","100211","19412","1","0.2","","3","","1","19412025",""
"wac_talk_arm_crossed_in","100311","19412","1","0.2","","3","wac_talk_arm_crossed_loop","0","19412026",""
"vo_wac_220827_002","vo_wac_220827","19412","","","","21","0","0","19412027",""
"戦闘もこの作業も、大切なのは\n仲間との連携ということだね。\n案外、私たちに向いている\n仕事なのかもしれないな。","100311","19412","1","0","0","11","1","10","19412028","0.5"
"","0","19412","","","","91","","","19412029",""
"0","0","19412","","","","22","","","19412030",""
"","","19412","","","","111","","","19412031",""
"wac_idle_smile","100111","19413","","0.2","","3","","1","19413001",""
"wac_idle_smile_L","100211","19413","","0.2","","3","","1","19413002",""
"wac_idle_arm_crossed","100311","19413","","0.2","","3","","1","19413003",""
"wac_no_items","111","19413","","0.2","","3","","1","19413004",""
"wac_no_items","112","19413","","0.2","","3","","1","19413005",""
"wac_no_items","113","19413","","0.2","","3","","1","19413006",""
"190","100111","19413","","","","2","0","-335","19413007",""
"-190","100211","19413","","","","2","0","-360","19413008",""
"350","100311","19413","","","","2","0","-360","19413009",""
"190","111","19413","","","","2","0","-335","19413010",""
"-190","112","19413","","","","2","0","-360","19413011",""
"350","113","19413","","","","2","0","-360","19413012",""
"0","25","19413","","","","32","","","19413013",""
"1","30","19413","","","","32","","","19413014",""
"0","15","19413","","","","32","","","19413015",""
"","0","19413","","","","91","","","19413016",""
"100211","1","19511","-213","2","0","1","-108","202","19511001","wac_default_01"
"111","1","19511","-213","2","0","5","-108","201","19511002","wac_default_03"
"21","21","19511","1","1","","31","0","0","19511003",""
"54","54","19511","1","0","","31","0","0","19511004",""
"11","11","19511","1","0","","31","0","0","19511005",""
"501","501","19511","1","1","","31","0","0","19511006",""
"wac_paint_01","100211","19511","0","0.2","","3","","0","19511007",""
"wac_paint_03","111","19511","0","0.2","","3","","0","19511008",""
"0","0","19511","","","","93","","","19511009",""
"1","11","19511","","","","32","","","19511010",""
"se_10035700_brush","se_10035700","19511","","","","23","","0","19511011",""
"300","100211","19511","","","","13","","","19511012",""
"","1","19511","","","","131","","","19511013",""
"wac_talk_smile_in","100211","19512","1","0.2","","3","wac_talk_smile_loop","0","19512001",""
"wac_no_items","111","19512","","0.2","","3","","1","19512002",""
"200","100211","19512","","","","2","0","-340","19512003",""
"200","111","19512","","","","2","0","-340","19512004",""
"0","21","19512","","","","32","","","19512005",""
"1","54","19512","","","","32","","","19512006",""
"0","11","19512","","","","32","","","19512007",""
"vo_wac_220828_000","vo_wac_220828","19512","","","","21","0","0","19512008",""
"よいしょっと。\nうん、これでお願いされてた\nところはできあがったかな？","100211","19512","1","0","0","11","1","10","19512009","0.5"
"","0","19512","","","","91","","","19512010",""
"vo_wac_220828_001","vo_wac_220828","19512","","","","21","0","0","19512011",""
"他にもたくさんのギルドが参加してる\nみたいだし……完成したらどんな壁に\nなるのか楽しみだね。\nすごく素敵な景色になると思うよ♪","100211","19512","1","0","0","11","1","10","19512012","0.5"
"","0","19512","","","","91","","","19512013",""
"0","0","19512","","","","22","","","19512014",""
"wac_idle_smile","100211","19513","","0.2","","3","","1","19513001",""
"wac_no_items","111","19513","","0.2","","3","","1","19513002",""
"200","100211","19513","","","","2","0","-340","19513003",""
"200","111","19513","","","","2","0","-340","19513004",""
"0","21","19513","","","","32","","","19513005",""
"1","54","19513","","","","32","","","19513006",""
"0","11","19513","","","","32","","","19513007",""
"","0","19513","","","","91","","","19513008",""
"100811","1","19611","-213","2","0","1","-108","202","19611001","wac_default_01"
"111","1","19611","-213","2","0","5","-108","201","19611002","wac_default_03"
"21","21","19611","1","1","","31","0","0","19611003",""
"54","54","19611","1","0","","31","0","0","19611004",""
"11","11","19611","1","0","","31","0","0","19611005",""
"501","501","19611","1","1","","31","0","0","19611006",""
"wac_paint_01","100811","19611","0","0.2","","3","","0","19611007",""
"wac_paint_03","111","19611","0","0.2","","3","","0","19611008",""
"0","0","19611","","","","93","","","19611009",""
"1","11","19611","","","","32","","","19611010",""
"se_10035700_brush","se_10035700","19611","","","","23","","0","19611011",""
"300","100811","19611","","","","13","","","19611012",""
"","1","19611","","","","131","","","19611013",""
"wac_talk_sad_in","100811","19612","1","0.2","","3","wac_talk_sad_loop","0","19612001",""
"wac_no_items","111","19612","","0.2","","3","","1","19612002",""
"200","100811","19612","","","","2","0","-340","19612003",""
"200","111","19612","","","","2","0","-340","19612004",""
"0","21","19612","","","","32","","","19612005",""
"1","54","19612","","","","32","","","19612006",""
"0","11","19612","","","","32","","","19612007",""
"vo_wac_220829_000","vo_wac_220829","19612","","","","21","0","0","19612008",""
"はぁ……困ってしまったな。\n確かに絵の方は文句のない仕上がり\nなんだけれど。","100811","19612","1","0","0","11","1","10","19612009","0.5"
"","0","19612","","","","91","","","19612010",""
"vo_wac_220829_001","vo_wac_220829","19612","","","","21","0","0","19612011",""
"絵を描いているときのボクと、\n描き終わった後のボク。\nどちらのボクがより美しいのか\n悩んでるんだ。キミはどっちだと思う？","100811","19612","1","0","0","11","1","10","19612012","0.5"
"","0","19612","","","","91","","","19612013",""
"0","0","19612","","","","22","","","19612014",""
"wac_idle_sad","100811","19613","","0.2","","3","","1","19613001",""
"wac_no_items","111","19613","","0.2","","3","","1","19613002",""
"200","100811","19613","","","","2","0","-340","19613003",""
"200","111","19613","","","","2","0","-340","19613004",""
"0","21","19613","","","","32","","","19613005",""
"1","54","19613","","","","32","","","19613006",""
"0","11","19613","","","","32","","","19613007",""
"","0","19613","","","","91","","","19613008",""
"105311","1","19711","-213","2","0","1","-108","202","19711001","wac_default_11"
"111","1","19711","-213","2","0","5","-108","201","19711002","wac_default_13"
"21","21","19711","1","1","","31","0","0","19711003",""
"54","54","19711","1","0","","31","0","0","19711004",""
"11","11","19711","1","0","","31","0","0","19711005",""
"501","501","19711","1","1","","31","0","0","19711006",""
"wac_paint_11","105311","19711","0","0.2","","3","","0","19711007",""
"wac_paint_13","111","19711","0","0.2","","3","","0","19711008",""
"0","0.3","19711","","","","93","","","19711009",""
"1","11","19711","","","","32","","","19711010",""
"se_10035700_roller","se_10035700","19711","","","","23","","0","19711011",""
"300","105311","19711","","","","13","","","19711012",""
"","1","19711","","","","131","","","19711013",""
"wac_talk_doya_in","105311","19712","1","0.2","","3","wac_talk_doya_loop","0","19712001",""
"wac_no_items","111","19712","","0.2","","3","","1","19712002",""
"200","105311","19712","","","","2","0","-340","19712003",""
"200","111","19712","","","","2","0","-340","19712004",""
"0","21","19712","","","","32","","","19712005",""
"1","54","19712","","","","32","","","19712006",""
"0","11","19712","","","","32","","","19712007",""
"vo_wac_220830_000","vo_wac_220830","19712","","","","21","0","0","19712008",""
"よし、できあがりだ！\n畑違いな依頼の気もするが、\n軍人たるもの、どんな任務でも\n忠実にこなさなければな。","105311","19712","1","0","0","11","1","10","19712009","0.5"
"","0","19712","","","","91","","","19712010",""
"wac_talk_sad_in","105311","19712","1","0.2","","3","wac_talk_sad_loop","0","19712011",""
"vo_wac_220830_001","vo_wac_220830","19712","","","","21","0","0","19712012",""
"ええっと、このあとは……\n薬草集めに、倉庫整理か。\nや、やっぱり、もう少し軍人らしい\n依頼を率先して受けるべきか？","105311","19712","1","0","0","11","1","10","19712013","0.5"
"","0","19712","","","","91","","","19712014",""
"0","0","19712","","","","22","","","19712015",""
"wac_idle_sad","105311","19713","","0.2","","3","","1","19713001",""
"wac_no_items","111","19713","","0.2","","3","","1","19713002",""
"200","105311","19713","","","","2","0","-340","19713003",""
"200","111","19713","","","","2","0","-340","19713004",""
"0","21","19713","","","","32","","","19713005",""
"1","54","19713","","","","32","","","19713006",""
"0","11","19713","","","","32","","","19713007",""
"","0","19713","","","","91","","","19713008",""
"100811","1","19811","-85","2","0","1","-167","202","19811001","wac_default_31"
"104511","1","19811","-211","2","0","1","-64","252","19811002","wac_default_41"
"103011","1","19811","-211","2","0","1","230","204","19811003","wac_default_51"
"105511","1","19811","-350","2","0","1","-330","256","19811004","wac_default_bot_81"
"105311","1","19811","-350","2","0","1","340","259","19811005","wac_default_bot_91"
"111","1","19811","-85","2","0","5","-167","201","19811006","wac_default_33"
"112","1","19811","-211","2","0","5","-64","251","19811007","wac_default_47"
"113","1","19811","-211","2","0","5","230","203","19811008","wac_default_51"
"114","1","19811","-350","2","0","5","-330","255","19811009","wac_default_84"
"115","1","19811","-350","2","0","5","340","258","19811010","wac_default_93"
"300","105511","19811","","","","13","","","19811011",""
"300","105311","19811","","","","13","","","19811012",""
"300","103011","19811","","","","13","","","19811013",""
"300","100811","19811","","","","13","","","19811014",""
"300","104511","19811","","","","13","","","19811015",""
"55","55","19811","1","1","","31","0","0","19811016",""
"30","30","19811","1","0","","31","0","0","19811017",""
