9d62172377b316d95f6e94b445b6712b789d4c5bef230d21be3cc59268c2efa7,f372b8545cc8224c885c6646c890a773feeaa4e1cedf374e0b5402b18dae5318,f3d608b72a595c091aaed6c534d56b39d6425f78ba8cc8ee0813a073298e3110,024daeac62f66c02a6f3f329fb18044e5ac93d35006b01df82c76915144323f3,2bba1388355832f8894357cc225b6c39de9c0a81c46368a7637bf243c470189a,f6a4f5f9e6cee7033d37d8bd03b503d66ae66cdc38d64da10ea1b1fa7ec7823f,1c004dcfae142b778bd4dc1dbd16f559d2a4fdbc85a11793dc57c5a7a5a97e2c,652990a47d46dcbd5f69a5a59cbff9c002cef8b429499467507ed20ad0a9a7b8,aebbeb58aed2a3103c9ff7f90561b6fea469e0eba634591c96b525cdf2efebe7,77d8d79822eecee772880399e5f27f4ec726c5162a9211a482c34d925ae07444,7545de159cb66b4ee70c000311395b2f3f65f460e3cc1efb8f19df348d4c6390
"117631","0.2","0","0.2","1","1007411","3","mhp_yuki_idle_2","1007411106","","mhp_yuki_pose_2"
"11","0.2","0","0.2","1","1007411","3","mhp_yuki_idle_2","1007411107","","mhp_yuki_pose_2"
"1007411104","","","","","1007411","91","","1007411108","",""
"0","","","","","1007411","91","","1007411109","",""
"117631","0","0","0.2","1","1007411","3","mhp_sit_idle","1007411110","","mhp_sit_in"
"11","0","1","","","1007411","3","","1007411111","","NoItem"
"104431","0.2","1","","","1007411","3","","1007411112","","mhp_sit_talk_worry"
"vo_mhp_1007411","","0","","","1007411","21","0","1007411113","","vo_mhp_5115"
"104431","0","6","0","0","1007411","11","1","1007411114","0.5","お、おい、お主こやつの主であろう。\n任せて大丈夫なのか？"
"0","","","","","1007411","91","","1007411115","",""
"104431","0.2","1","","","1007411","3","","1007411116","","mhp_sit_idle_sad"
"117531","0.2","1","","","1007411","3","","1007411117","","mhp_sit_talk_normal"
"vo_mhp_1007411","","0","","","1007411","21","0","1007411118","","vo_mhp_5116"
"117531","","6","0","0","1007411","11","1","1007411119","0.5","この手のことに関しては私より\nユキの方が適任よ。\n私じゃあまり力になれそうにないから\n任せてみるのもアリかもね♪"
"0","","","","","1007411","91","","1007411120","",""
"0","","","","","1007411","22","","1007411121","","0.5"
"0.5","","","","","1007411","93","","1007411122","",""
"117531","0.2","1","","","1007411","3","","1007411123","","mhp_sit_idle"
"104431","0.2","0","0.2","1","1007411","3","mhp_idle_sad","1007411124","","mhp_sit_out_sad"
"0.5","","","","","1007411","93","","1007411125","",""
"104431","0","2","0","","1007411","12","","1007411126","","1"
"0.5","","","","","1007411","93","","1007411127","",""
"104431","0.2","1","","","1007411","3","","1007411128","","mhp_walk_sad"
"104431","","","","","1007411","4","","1007411129","","1"
"104431","","-220","","0","1007411","2","5","1007411130","","-1000"
"4.1","","","","","1007411","93","","1007411131","","0"
"0","","","","","1007411","91","","1007411132","","0"
"1","1.7","100","0","-240","1007412","1","-1000","1007412001","mhp_idle_normal","104431"
"1","1.7","104","1","-220","1007412","1","185","1007412002","mhp_sit_idle","117631"
"1","1.7","100","1","-200","1007412","1","365","1007412003","mhp_sit_idle","117531"
"1","1","-240","","0.85","1007412","31","-154","1007412004","","1"
"24","0","173","","1","1007412","31","-237","1007412005","","120"
"30","0","0","","1","1007412","31","160","1007412006","","130"
"11","0","0","","1","1007412","31","0","1007412007","","111"
"1","1.7","110","0","-220","1007412","5","-200","1007412008","NoItem","11"
"1","1.7","105","0","-220","1007412","5","-200","1007412009","NoItem","12"
"1","1.7","110","1","-220","1007412","5","185","1007412010","NoItem","21"
"1","1.7","105","1","-220","1007412","5","185","1007412011","NoItem","22"
"11","0","1","0","1","1007412","6","1","1007412012","","1"
"12","0","1","0","0","1007412","6","1","1007412013","","1"
"21","0","1","0","0","1007412","6","1","1007412014","","1"
"22","0","1","0","0","1007412","6","1","1007412015","","1"
"0","","","","","1007412","91","","1007412016","","0"
"117531","0.2","1","","","1007412","3","","1007412017","","mhp_sit_talk_normal"
"vo_mhp_1007412","","0","","","1007412","21","0","1007412018","","vo_mhp_5201"
"117531","0","8","0","0","1007412","11","0","1007412019","0.5","イリヤさん、どうぞー"
"0","","","","","1007412","91","","1007412020","",""
"117531","0.2","1","","","1007412","3","","1007412021","","mhp_sit_idle"
"104431","0.2","1","","","1007412","3","","1007412022","","mhp_walk"
"104431","","-220","","0","1007412","2","4","1007412023","","-200"
"0","","","","","1007412","91","","1007412024","",""
"104431","0.2","0","","","1007412","3","","1007412025","","mhp_sit_in"
"0","","","","","1007412","91","","1007412026","",""
"104431","0.2","1","","","1007412","3","","1007412027","","mhp_sit_idle"
"1","","","","","1007412","93","","1007412028","","0"
"104431","0.2","1","","","1007412","3","","1007412029","","mhp_sit_talk_wish2"
"vo_mhp_1007412","","0","","","1007412","21","0","1007412030","","vo_mhp_5202"
"104431","0","6","0","0","1007412","11","1","1007412031","0.5","う、うむ。今日もよろしく頼むぞ。"
"0","","","","","1007412","91","","1007412032","",""
"104431","0.2","1","","","1007412","3","","1007412033","","mhp_sit_idle"
"117631","0.2","1","","","1007412","3","","1007412034","","mhp_sit_talk_normal"
"vo_mhp_1007412","","0","","","1007412","21","0","1007412035","","vo_mhp_5203"
"117631","0","5","0","0","1007412","11","1","1007412036","0.5","それじゃあさっそく始めようか。\nまずは煽情的に迫ってみて！"
"0","","","","","1007412","91","","1007412037","",""
"117631","0.2","1","","","1007412","3","","1007412038","","mhp_sit_idle"
"104431","0.2","0","0","1","1007412","3","mhp_ilya_approach_loop","1007412039","","mhp_ilya_approach_in"
"11","0.2","0","0","1","1007412","3","mhp_ilya_approach_loop","1007412040","","NoItem"
"vo_mhp_1007412","","0","","","1007412","21","0","1007412041","","vo_mhp_5204"
"104431","0","5","0","0","1007412","11","1","1007412042","1","ふふ、緊張しておるのか？\n愛いヤツじゃのう……"
"0","","","","","1007412","91","","1007412043","",""
"117631","0.2","1","","","1007412","3","","1007412044","","mhp_sit_talk_joy1"
"vo_mhp_1007412","","0","","","1007412","21","0","1007412045","","vo_mhp_5205"
"117631","0","6","0","0","1007412","11","1","1007412046","0.5","いいよいいよイリヤさん♪\n今度は上目遣いちょうだい！"
"0","","","","","1007412","91","","1007412047","",""
"117631","0.2","1","","","1007412","3","","1007412048","","mhp_sit_idle_joy1"
"104431","0.2","0","0","1","1007412","3","mhp_ilya_uwame_loop","1007412049","","mhp_ilya_uwame_in"
"11","0.2","0","0","1","1007412","3","mhp_ilya_uwame_loop","1007412050","","mhp_ilya_uwame_in"
"vo_mhp_1007412","","0","","","1007412","21","0","1007412051","","vo_mhp_5206"
"104431","0","4","0","0","1007412","11","1","1007412052","1","お主……\n目を、そらすでないぞ？"
"0","","","","","1007412","91","","1007412053","",""
"117631","0.2","1","","","1007412","3","","1007412054","","mhp_sit_talk_joy1"
"vo_mhp_1007412","","0","","","1007412","21","0","1007412055","","vo_mhp_5207"
"117631","0","6","0","0","1007412","11","1","1007412056","0.5","うーんあざとい！　でもそれがいい♪\n次は小悪魔ムーブで迫ってみてよ！"
"0","","","","","1007412","91","","1007412057","",""
"117631","0.2","1","","","1007412","3","","1007412058","","mhp_sit_idle_joy1"
"104431","0.2","0","0","1","1007412","3","mhp_ilya_koakuma_loop","1007412059","","mhp_ilya_koakuma_in"
"11","0.2","0","0","1","1007412","3","NoItem","1007412060","","mhp_ilya_koakuma_in"
"vo_mhp_1007412","","0","","","1007412","21","0","1007412061","","vo_mhp_5208"
"104431","0","6","0","0","1007412","11","1","1007412062","1","わらわだけを、見てほしいのじゃ……"
"0","","","","","1007412","91","","1007412063","",""
"117631","0.2","1","","","1007412","3","","1007412064","","mhp_sit_talk_joy2"
"vo_mhp_1007412","","0","","","1007412","21","0","1007412065","","vo_mhp_5209"
"117631","0","7","0","0","1007412","11","1","1007412066","0.5","エクセレント！\n最後は壁ドンで決めちゃおう！"
"0","","","","","1007412","91","","1007412067","","0"
"117631","0.2","1","","","1007412","3","","1007412068","","mhp_sit_idle_joy2"
"104431","0.2","0","0","1","1007412","3","mhp_ilya_kabedon_loop","1007412069","","mhp_ilya_kabedon_in"
"vo_mhp_1007412","","0","","","1007412","21","0","1007412070","","vo_mhp_5210"
"104431","0","7","0","0","1007412","11","1","1007412071","1","わらわのものに、なるのじゃ……"
"0","","","","","1007412","91","","1007412072","",""
"1","","","","","1007412","93","","1007412073","",""
"117631","0.2","1","","","1007412","3","","1007412074","","mhp_sit_talk_memory"
"vo_mhp_1007412","","0","","","1007412","21","0","1007412075","","vo_mhp_5211"
"117631","0","5","0","0","1007412","11","1","1007412076","0.5","完璧だよイリヤさん♪\n今のイリヤさんはキュートな堕天使！\nこれで落ちない人はいないね\nさっそく例の人に披露してみよう！"
"0","","","","","1007412","91","","1007412077","",""
"117631","0.2","1","","","1007412","3","","1007412078","","mhp_sit_idle"
"104431","0.2","1","","","1007412","3","","1007412079","","mhp_talk_memory"
"vo_mhp_1007412","","0","","","1007412","21","0","1007412080","","vo_mhp_5212"
"104431","0","4","0","0","1007412","11","1","1007412081","0.5","ふ、ふふ、これをあやつに\nあやつに…………\nって、できるかー！！"
"8","","","","","1007412","93","","1007412082","","1"
"104431","0.2","0","0","1","1007412","3","mhp_ilya_panic_loop","1007412083","","mhp_ilya_panic_in"
"11","0.2","0","0","1","1007412","3","mhp_ilya_panic_loop","1007412084","","mhp_ilya_panic_in"
"1007412081","","","","","1007412","91","","1007412085","",""
"vo_mhp_1007412","","0","","","1007412","21","0","1007412086","","vo_mhp_5213"
"104431","0","6","0","0","1007412","11","1","1007412087","0.5","なんなのじゃこの破廉恥な動きは！\nこんな姿、あやつに見せられる\nわけがなかろう！\n本当にどうかしていた、危機一髪じゃ。"
"8","","","","","1007412","93","","1007412088","","1"
"104431","0.2","1","","","1007412","3","","1007412089","","mhp_talk_sad2"
"11","0.2","1","","","1007412","3","","1007412090","","NoItem_idle"
"1007412087","","","","","1007412","91","","1007412091","",""
"0.5","","","","","1007412","93","","1007412092","",""
"104431","0.2","1","","","1007412","3","","1007412093","","mhp_talk_anger"
"vo_mhp_1007412","","0","","","1007412","21","0","1007412094","","vo_mhp_5214"
"104431","0","6","0","0","1007412","11","1","1007412095","0.5","そもそもあやつがこんなことで\nなびいたりするわけがないじゃろ！\n失礼する！"
"0","","","","","1007412","91","","1007412096","",""
"0","","","","","1007412","22","","1007412097","","0"
"104431","0.2","1","","","1007412","3","","1007412098","","mhp_idle_sad"
"11","0.2","1","","","1007412","3","","1007412099","","NoItem_idle"
"0.2","","","","","1007412","93","","1007412100","",""
"104431","0.2","1","","","1007412","3","","1007412101","","mhp_walk_sad"
"104431","","","","","1007412","4","","1007412102","","1"
"104431","","-220","","0","1007412","2","1","1007412103","","-350"
"1","","","","","1007412","93","","1007412104","","0"
"104431","0","2","0","","1007412","12","","1007412105","","9"
"104431","0.2","1","","","1007412","3","","1007412106","","mhp_ilya_idle_sad"
"1","","","","","1007412","93","","1007412107","","0"
"104431","0.2","1","","","1007412","3","","1007412108","","mhp_run_shy"
"104431","","-220","","0","1007412","2","1.5","1007412109","","-1000"
"2","","","","","1007412","93","","1007412110","","0"
"0","","","","","1007412","91","","1007412111","",""
"117531","0.2","1","","0","1007412","3","","1007412112","","mhp_sit_talk_thinking"
"vo_mhp_1007412","","0","","","1007412","21","0","1007412113","","vo_mhp_5215"
"117531","0","5","0","0","1007412","11","1","1007412114","0.5","残念だったわね。\nでも、はたから見てて彼女、\nすごく魅力的だったわよ。"
"0","","","","","1007412","91","","1007412115","",""
"117531","0.2","1","","","1007412","3","","1007412116","","mhp_sit_idle_thinking"
"117631","0.2","1","","","1007412","3","","1007412117","","mhp_sit_talk_thinking"
"vo_mhp_1007412","","0","","","1007412","21","0","1007412118","","vo_mhp_5216"
"117631","0","6","0","0","1007412","11","1","1007412119","0.5","そうだね。結構イケてたと思うけど\nあれで何も感じないなら\n相当鈍感な人だよね！"
"0","","","","","1007412","91","","1007412120","",""
"0","","","","","1007412","22","","1007412121","","0"
"1","","","","","1007412","93","","1007412122","",""
"117631","0.2","1","","","1007412","3","","1007412123","","mhp_sit_idle"
"117631","0.2","0","","","1007412","3","","1007412124","","mhp_sit_out"
"111","1","","","1","1007412","32","","1007412125","","1"
"117631","0.2","0","","","1007412","3","","1007412126","","mhp_mitsuki_kime"
"120","","","","","1007412","32","","1007412127","","1"
"se_10031400","","","","","1007412","23","","1007412128","","se_10031400_glitter"
"1.2","","","","","1007412","93","","1007412129","",""
"130","","","","","1007412","32","","1007412130","","1"
"4","","","","","1007412","93","","1007412131","",""
"130","","","","","1007412","32","","1007412132","","0"
"1","1.7","100","0","-220","1007413","1","-1000","1007413001","mhp_idle_normal","100931"
"1","1.7","100","1","-200","1007413","1","365","1007413002","mhp_sit_idle","117631"
"1","1.7","100","1","-220","1007413","1","185","1007413003","mhp_sit_idle","117531"
"1","1","-240","","0.85","1007413","31","-154","1007413004","","1"
"1","1.7","110","0","-220","1007413","5","-200","1007413005","NoItem","11"
"1","1.7","105","0","-220","1007413","5","-200","1007413006","NoItem","12"
"1","1.7","110","1","-220","1007413","5","185","1007413007","NoItem","21"
"1","1.7","105","1","-220","1007413","5","185","1007413008","NoItem","22"
"11","0","1","0","0","1007413","6","1","1007413009","","1"
"12","0","1","0","0","1007413","6","1","1007413010","","1"
"21","0","1","0","0","1007413","6","1","1007413011","","1"
"22","0","1","0","0","1007413","6","1","1007413012","","1"
"1","1.7","110","0","-220","1007413","5","-1000","1007413013","NoItem","31"
"0","","","","","1007413","91","","1007413014","",""
"117531","0.2","1","","","1007413","3","","1007413015","","mhp_sit_talk_normal"
"vo_mhp_1007413","","0","","","1007413","21","0","1007413016","","vo_mhp_3001"
"117531","0","8","0","0","1007413","11","0","1007413017","0","次の方どうぞー"
"0","","","","","1007413","91","","1007413018","",""
"117531","0.2","1","","","1007413","3","","1007413019","","mhp_sit_idle"
"100931","0.2","1","","","1007413","3","","1007413020","","mhp_anna_walk_sad"
"100931","","-220","","0","1007413","2","4","1007413021","","-200"
"31","0.2","1","","","1007413","3","","1007413022","","NoItem"
"31","","-220","","0","1007413","2","4","1007413023","","-200"
"0","","","","","1007413","91","","1007413024","",""
"100931","0.2","0","","","1007413","3","","1007413025","","mhp_sit_in_sad"
"0","","","","","1007413","91","","1007413026","",""
"100931","0.2","0","0.2","1","1007413","3","mhp_anna_dark_loop","1007413027","","mhp_anna_dark_in"
"31","0.2","0","0.2","1","1007413","3","mhp_anna_dark_loop","1007413028","","mhp_anna_dark_in"
"0","","","","","1007413","93","","1007413029","","0"
"vo_mhp_1007413","","0","","","1007413","21","0","1007413030","","vo_mhp_3002"
"100931","0","4","0","0","1007413","11","1","1007413031","0.5","……くっ、耐えるのだ我が肉体よ！\nこの程度の痛みに屈するほど\nやわではあるま痛っ！　いたた……　"
"1","","","","","1007413","93","","1007413032","","0"
"117631","0.2","1","","","1007413","3","","1007413033","","mhp_sit_idle_surprise1"
"1007413031","","","","","1007413","91","","1007413034","",""
"117631","0.2","1","","","1007413","3","","1007413035","","mhp_sit_idle"
"117531","0.2","1","","","1007413","3","","1007413036","","mhp_sit_talk_normal"
"vo_mhp_1007413","","0","","","1007413","21","0","1007413037","","vo_mhp_3003"
"117531","0","6","0","0","1007413","11","1","1007413038","0.5","あら、アンナちゃんじゃない\nなんだか体調悪そうだけど、\n魔竜との戦いで受けた傷でも\nうずくのかしら？"
"0","","","","","1007413","91","","1007413039","",""
"117531","0.2","1","","","1007413","3","","1007413040","","mhp_sit_idle"
"vo_mhp_1007413","","0","","","1007413","21","0","1007413041","","vo_mhp_3004"
"100931","0","4","0","0","1007413","11","1","1007413042","0.5","そうではない。我は現在\n何者かの攻撃を受けている。\n敵の名は……そう！\n「不可視の暗殺者」だ！"
