69364b65be0528cd13429db62e9c91aa749390a51e033e857810a4e2240f74c0,3cf80c5be6334663ea5c401501ce371ba2dae3a7fce21eaefff4377588f2e957,f3e022269b2aff31286afe3ad384d45c638b7bd2bc9704f3a06803124cd5a61a,70e923a3348072140a348292e02e728c8640646a11d957b689dfda6112f4567e,4fe7579065382c05a90e8026c262d5e8e7c26654ba0b869da2d4c1ef333cd004,7eff1fb36285592878e017e574afc8126d8b37b3b979757599839af1fc722d57,046a7fd1579bdc1fc43340b94a13414df0541b7d6fae93254c8696f7cd558759,94de51279ce26f6ae8422de47d4844e4a64e542ddc639511ad102f5f1761ef4b,eff672e9d090c7d5d90b789599c09060bb00e3631d4db3620f639a6f56cd375b,1284159eb99fd98ebf8ec51d350b02159cab1dad595e8d4360879b4dbd9960c0,eeea4f7bc0c9653e7c03759ca2fb27e3d9044e16a1779b5130e077ebd8d89c73
"","","","","40072","101","1400720077","","","1400720076",""
"","","","","40072","91","0","","","1400720077",""
"","","","","40073","93","0","","0","1400730001",""
"","","","","40073","24","se_travel_top_ziz_wing","","0.2","1400730002",""
"","","","","40073","32","400790","","0","1400730003",""
"","","0","","40073","23","se_travel_top","","se_travel_top_ziz_panic","1400730004",""
"","","","","40073","32","400724","","1","1400730005",""
"","0.2","0","","40073","3","1000001","","travel_topdrama_r_4007_fall1","1400730006",""
"","0.2","0","","40073","3","9","","fall","1400730007",""
"","0.2","0","","40073","3","16","","fall","1400730008",""
"","","","","40073","93","1.8","","0","1400730009",""
"","","0","","40073","23","se_travel_top","","se_travel_top_ziz_cry","1400730010",""
"","","0","","40073","23","se_travel_top","","se_travel_top_ziz_fall","1400730011",""
"","","","","40073","93","1","","0","1400730012",""
"","","","","40073","32","400740","","1","1400730013",""
"","","","","40073","93","0.2","","0","1400730014",""
"","0","0","","40073","3","1000001","","travel_topdrama_r_4007_fall2","1400730015",""
"","","-180","","40073","2","1000001","0.01","-200","1400730016",""
"","0","0","","40073","3","9","","disappear","1400730017",""
"","0","0","","40073","3","16","","disappear","1400730018",""
"","","","","40073","32","400702","","0","1400730019",""
"","","","","40073","32","400704","","1","1400730020",""
"","","","","40073","32","400705","","1","1400730021",""
"","","","","40073","32","400724","","0","1400730022",""
"","","","","40073","32","400750","","1","1400730023",""
"","","","","40073","32","400751","","1","1400730024",""
"","","","","40073","32","400753","","1","1400730025",""
"","","","","40073","93","0.3","","0","1400730026",""
"","","0","","40073","23","se_travel_top","","se_travel_top_ziz_drop2","1400730027",""
"","","","","40073","93","0.3","","0","1400730028",""
"","","","","40073","32","400741","","1","1400730029",""
"","","","","40073","32","400742","","1","1400730030",""
"","","","","40073","32","400752","","1","1400730031",""
"","0.2","0","","40073","3","1000001","","travel_topdrama_r_4007_fall3","1400730032",""
"","","","","40073","93","0.3","","0","1400730033",""
"","","0","","40073","23","se_travel_top","","se_travel_top_ziz_drop3","1400730034",""
"","","","","40073","93","0.6","","0","1400730035",""
"","","0","","40073","23","se_travel_top","","se_travel_top_ziz_look_around","1400730036",""
"","","","","40073","91","1400730032","","","1400730037",""
"","0","0","","40073","3","1000001","","travel_topdrama_r_4007_fall4_hit","1400730038",""
"","","","","40073","93","0.5","","0","1400730039",""
"","","0","","40073","23","se_travel_top","","se_travel_top_ziz_joy2","1400730040",""
"","","0.5","0","40073","12","1000001","0","10","1400730041",""
"","","","","40073","93","1.5","","0","1400730042",""
"","","","","40073","111","","","","1400730043",""
"","","","","40073","91","0","","","1400730044",""
"","","","","40074","93","0","","0","1400740001",""
"","","","","40074","24","se_travel_top_ziz_wing","","0.2","1400740002",""
"","","","","40074","32","400790","","0","1400740003",""
"","","0","","40074","23","se_travel_top","","se_travel_top_ziz_panic","1400740004",""
"","","","","40074","32","400724","","1","1400740005",""
"","0.2","0","","40074","3","1000001","","travel_topdrama_r_4007_fall1","1400740006",""
"","0.2","0","","40074","3","9","","fall","1400740007",""
"","0.2","0","","40074","3","16","","fall","1400740008",""
"","","","","40074","93","1.8","","0","1400740009",""
"","","0","","40074","23","se_travel_top","","se_travel_top_ziz_cry","1400740010",""
"","","0","","40074","23","se_travel_top","","se_travel_top_ziz_fall","1400740011",""
"","","","","40074","93","1","","0","1400740012",""
"","","","","40074","32","400740","","1","1400740013",""
"","","","","40074","93","0.2","","0","1400740014",""
"","0","0","","40074","3","1000001","","travel_topdrama_r_4007_fall2","1400740015",""
"","","-180","","40074","2","1000001","0.01","-200","1400740016",""
"","0","0","","40074","3","9","","disappear","1400740017",""
"","0","0","","40074","3","16","","disappear","1400740018",""
"","","","","40074","32","400702","","0","1400740019",""
"","","","","40074","32","400704","","1","1400740020",""
"","","","","40074","32","400705","","1","1400740021",""
"","","","","40074","32","400724","","0","1400740022",""
"","","","","40074","32","400750","","1","1400740023",""
"","","","","40074","32","400751","","1","1400740024",""
"","","","","40074","32","400754","","1","1400740025",""
"","","","","40074","93","0.3","","0","1400740026",""
"","","0","","40074","23","se_travel_top","","se_travel_top_ziz_drop2","1400740027",""
"","","","","40074","93","0.3","","0","1400740028",""
"","","","","40074","32","400741","","1","1400740029",""
"","","","","40074","32","400742","","1","1400740030",""
"","","","","40074","32","400752","","1","1400740031",""
"","0.2","0","","40074","3","1000001","","travel_topdrama_r_4007_fall3","1400740032",""
"","","","","40074","93","0.3","","0","1400740033",""
"","","0","","40074","23","se_travel_top","","se_travel_top_ziz_drop3","1400740034",""
"","","","","40074","93","0.6","","0","1400740035",""
"","","0","","40074","23","se_travel_top","","se_travel_top_ziz_look_around","1400740036",""
"","","","","40074","91","1400740032","","","1400740037",""
"","0","0","","40074","3","1000001","","travel_topdrama_r_4007_fall4_hit","1400740038",""
"","","","","40074","93","0.5","","0","1400740039",""
"","","0","","40074","23","se_travel_top","","se_travel_top_ziz_joy2","1400740040",""
"","","0.5","0","40074","12","1000001","0","10","1400740041",""
"","","","","40074","93","1.5","","0","1400740042",""
"","","","","40074","111","","","","1400740043",""
"","","","","40074","91","0","","","1400740044",""
"","","","","40075","93","0","","0","1400750001",""
"","","","","40075","24","se_travel_top_ziz_wing","","0.2","1400750002",""
"","","","","40075","32","400790","","0","1400750003",""
"","","","","40075","93","1","","0","1400750004",""
"","","0","","40075","23","se_travel_top","","se_travel_top_ziz_passaway","1400750005",""
"","0.2","0","","40075","3","1000001","","travel_topdrama_r_4007_grab_move","1400750006",""
"","0.2","0","","40075","3","9","","grab_move","1400750007",""
"","0.2","0","","40075","3","16","","grab_move","1400750008",""
"","","","","40075","93","1.5","","0","1400750009",""
"","","0","","40075","23","se_travel_top","","se_travel_top_ziz_cry_pass","1400750010",""
"","","-270","","40075","2","1000001","0.01","0","1400750011",""
"","","-270","","40075","2","9","0.01","0","1400750012",""
"","","-270","","40075","2","16","0.01","0","1400750013",""
"","","","","40075","32","400702","","0","1400750014",""
"","","","","40075","32","400703","","1","1400750015",""
"","","","","40075","32","400781","","1","1400750016",""
"","","","","40075","93","0.1","","0","1400750017",""
"","0","0","","40075","3","1000001","","travel_topdrama_r_4007_put","1400750018",""
"","0","0","","40075","3","9","","put","1400750019",""
"","0","0","","40075","3","16","","put","1400750020",""
"","","","","40075","93","1.3","","0","1400750021",""
"","","0","","40075","23","se_travel_top","","se_travel_top_ziz_drop1","1400750022",""
"","","","","40075","32","400730","","1","1400750023",""
"","","","","40075","93","1","","0","1400750024",""
"","","0","","40075","23","se_travel_top","","se_travel_top_ziz_dizzy","1400750025",""
"","","","","40075","93","1.2","","0","1400750026",""
"","","0","","40075","23","se_travel_top","","se_travel_top_ziz_joy1","1400750027",""
"","","","","40075","93","0.3","","0","1400750028",""
"","","0.01","0","40075","12","1000001","0","7","1400750029",""
"","","","","40075","93","1","","0","1400750030",""
"","","","","40075","111","","","","1400750031",""
"","","","","40075","91","0","","","1400750032",""
"1","0.35","60","-75","40091","5","18","0","400991","1400910001","run"
"1","0.35","58","-38","40091","5","18","-67","400992","1400910002","run2"
"1","0.35","56","-16","40091","5","18","47","400993","1400910003","run3"
"","1","0","0.35","40091","31","400915","-75","400915","1400910004",""
"0","1","110","-90","40091","5","0","0","0","1400910005","rare"
"","","","","40091","91","0","","0","1400910006",""
"0","0","0","","40091","3","400991","","run","1400910007",""
"0","0","0","","40091","3","400992","","run2","1400910008",""
"0","0","0","","40091","3","400993","","run3","1400910009",""
"","","","","40091","91","0","","0","1400910010",""
"","","100","0","40091","101","1400910007","8.72","100","1400910011",""
"0","0","1","","40091","3","400991","","run","1400910012",""
"0","0","1","","40091","3","400992","","run2","1400910013",""
"0","0","1","","40091","3","400993","","run3","1400910014",""
"","","","","40091","91","0","","0","1400910015",""
"0","1.46","51","-177","40092","1","1","-1000","1000001","1400920001","travel_topdrama_r_4009_run"
"1","0.8","60","-330","40092","5","18","-1000","400991","1400920002","empty"
"1","0.8","58","-320","40092","5","18","-1000","400992","1400920003","empty"
"1","0.8","56","-280","40092","5","18","-1000","400993","1400920004","empty"
"0","1.46","53","-92","40092","5","17","-250","400999","1400920005","travel_topdrama_r_4000_empty"
"","1","-1000","1","40092","31","400904","-147","400904","1400920006",""
"","0","-1000","1","40092","31","400912","-330","400951","1400920007",""
"","0","-1000","1","40092","31","400912","-320","400952","1400920008",""
"","0","-1000","1","40092","31","400912","-280","400953","1400920009",""
"","1","-990","1","40092","31","400905","18","400905","1400920010",""
"","1","0","1","40092","31","400900","0","400900","1400920011",""
"","1","0","1","40092","31","400901","0","400901","1400920012",""
"","1","0","1","40092","31","400902","0","400902","1400920013",""
"","0","0","1","40092","31","400990","0","400990","1400920014",""
"","1","0","1","40092","31","400009","0","400009","1400920015",""
"","","","","40092","91","0","","","1400920016",""
"","","0","","40092","23","se_travel_top","","se_travel_top_flock_foot1","1400920017",""
"","","","","40092","93","0.3","","0","1400920018",""
"","0.2","1","0","40092","3","1000001","","travel_topdrama_r_4009_run","1400920019",""
"","","-177","0","40092","2","1000001","2","0","1400920020",""
"","","18","0","40092","33","400905","2","-50","1400920021",""
"","","-147","0","40092","33","400904","2","0","1400920022",""
"","","","","40092","93","0.7","","0","1400920023",""
"","","0","","40092","23","se_travel_top","","se_travel_top_flock_rumble","1400920024",""
"","","3","","40092","122","3.5","","7","1400920025",""
"","","","","40092","91","1400920020","","","1400920026",""
"","0.2","1","0","40092","3","1000001","","travel_topdrama_r_4009_lookAround","1400920027",""
"","","","","40092","93","1.2","","0","1400920028",""
"","","","","40092","32","400990","","1","1400920029",""
"","","","","40092","103","木の陰に隠れる","","1400920032","1400920030",""
"","","","","40092","103","岩の陰に隠れる","","1400920034","1400920031",""
"","","","","40092","102","1","","0","1400920032",""
"","","","","40092","101","1400920036","","","1400920033",""
"","","","","40092","102","2","","0","1400920034",""
"","","","","40092","101","1400920036","","","1400920035",""
"","","","","40092","91","0","","","1400920036",""
"","","","","40093","93","0.1","","","1400930001",""
"","","","","40093","32","400990","","0","1400930002",""
"1","0.75","53","-150","40093","5","18","-1000","400994","1400930003","empty"
"1","0.75","53","-160","40093","5","18","-1000","400995","1400930004","empty"
"","0","-1000","1","40093","31","400911","-150","400954","1400930005",""
"","0","-1000","1","40093","31","400911","-160","400955","1400930006",""
"","0","0","1","40093","31","400906","-177","400906","1400930007",""
"","0","-173","1","40093","31","400908","103","400908","1400930008",""
"","0","0","1","40093","31","400916","0","400916","1400930009",""
"","1","0","1","40093","31","400903","0","400903","1400930010",""
"","","","","40093","93","0.01","","0","1400930011",""
"","","","","40093","32","400902","","0","1400930012",""
"","","0","","40093","23","se_travel_top","","se_travel_top_flock_hide1","1400930013",""
"0","0","0","0","40093","3","1000001","","travel_topdrama_r_4009_hide_tree","1400930014",""
"","","","","40093","32","400906","","1","1400930015",""
"","","","","40093","93","0.45","","0","1400930016",""
"","0","0","","40093","3","1000001","","travel_topdrama_r_4009_scared_tree","1400930017",""
"","","-92","0","40093","2","1000001","0","-250","1400930018",""
"","","","","40093","93","0.5","","0","1400930019",""
"","","0","","40093","23","se_travel_top","","se_travel_top_flock_pass_away","1400930020",""
"","","4.6","","40093","122","10","","20","1400930021",""
"","0","1","","40093","3","400991","","run","1400930022",""
"","","-330","0","40093","2","400991","3","1500","1400930023",""
"","","","","40093","32","400951","","1","1400930024",""
"","","-330","0","40093","33","400951","3","1500","1400930025",""
"","","","","40093","93","0.4","","0","1400930026",""
"","0","1","","40093","3","400994","","run","1400930027",""
"","","-150","0","40093","2","400994","2.7","1500","1400930028",""
"","","","","40093","32","400954","","1","1400930029",""
"","","-150","0","40093","33","400954","2.7","1500","1400930030",""
"","","","","40093","93","0.2","","0","1400930031",""
"","0","1","","40093","3","400993","","run","1400930032",""
"","","-280","0","40093","2","400993","3","1500","1400930033",""
"","","","","40093","32","400953","","1","1400930034",""
"","","-280","0","40093","33","400953","3","1500","1400930035",""
"","","","","40093","93","0.4","","0","1400930036",""
"","0","1","","40093","3","400995","","run","1400930037",""
"","","-160","0","40093","2","400995","3","1500","1400930038",""
"","","","","40093","32","400955","","1","1400930039",""
"","","-160","0","40093","33","400955","3","1500","1400930040",""
"","","","","40093","93","0.5","","0","1400930041",""
"","0","1","","40093","3","400992","","run","1400930042",""
"","","-320","0","40093","2","400992","2.4","1500","1400930043",""
"","","","","40093","32","400952","","1","1400930044",""
"","","-320","0","40093","33","400952","2.4","1500","1400930045",""
"","","","","40093","93","1.6","","","1400930046",""
"","","","","40093","93","0.7","","0","1400930047",""
"","0","0","","40093","3","1000001","","travel_topdrama_r_4009_relief_tree","1400930048",""
"","0","0","","40093","3","400999","","travel_topdrama_r_4009_relief_tree","1400930049",""
"","","","","40093","32","400916","","1","1400930050",""
"","","","","40093","93","0.3","","0","1400930051",""
"","","0","","40093","23","se_travel_top","","se_travel_top_flock_relief","1400930052",""
