780e895ab7398a6b938230a1b7b9cf7b720fb54fc55deb3e13ea18950346db2d,b7dba8cf9dafde290a49ed256f601e40085c88169d2c16c5290dbbee48fa0542,77535098f7f5ca57638363e3377b88ce8e1ba9e965152a7ef67a53ab4559d070,d1df96456c40d5656c0825e0b26f269ff252c65b596e358c090561132d225593,3a00fa6f0adc4347678d565a8f08f1811c2ec9efe2cd7193a1bc2589abc7afc0,77ea31eca7342edfc87d341ee6c0ac2bc12dec951cb7345f45533a404486347c,00967612f7531fdff5cbd20a5d834195cf7c3cf1c640cf41109fbafbf9b91bdc,6b6f177a437d423e38e75c00d1200af825fd323635a9f784234c740c3d02722a,20526186bdb0439b829bb759c5cad59ccea3a8c6509c268bcc4645fa41aa1ec4,dcee350fe2fcfe4f0c7b16a45e84b4e67bf5187177390af669c76eda07ef4549,fbead0bfddaadbf40940b6944d154fc460f59f253d3bdfdfe96a6dd1d919a8fe
"106611","10","0.5","22714","11","えっ、あっ、それは……！？\nここ、この度はあたしのお誕生日を\nお祝いしてくれやがりまして、まことに\nありがとうございますです！","1","0","1","22714066","0"
"0","","","22714","91","","","","","22714067",""
"106611","1","","22714","3","wac_birthday_idle_sad","","","","22714068","0.2"
"106511","1","","22714","3","wac_birthday_talk_smile","","","","22714069","0.2"
"vo_wac_22714","0","","22714","21","vo_wac_22714_003","0","","","22714070",""
"106511","10","0.5","22714","11","いや、どんな敬語だよ……\nでも、気持ちは伝わったかな？\nケーキ一つでこんなにご機嫌なんだ、\n来年もまた、用意してやりますか。","1","0","1","22714071","0"
"0","","","22714","91","","","","","22714072",""
"0","","","22714","22","","","","","22714073",""
"bgm_M321","","","23214","25","bgm_M321_2C","","","","23214001",""
"1","250","wac_birthday_idle_normal","23214","1","102811","-1000","0","-70","23214002","2"
"1","256","wac_birthday_idle_smile","23214","1","102111","200","1","-270","23214003","2"
"1","258","wac_birthday_idle_wish","23214","1","102311","315","1","-310","23214004","2"
"1","257","wac_birthday_idle_smile","23214","1","102511","450","1","-290","23214005","2"
"102811","","","23214","13","300","","","","23214006",""
"102111","","","23214","13","300","","","","23214007",""
"102311","","","23214","13","300","","","","23214008",""
"102511","","","23214","13","300","","","","23214009",""
"600","0","","23214","31","600","0","","1","23214010","1"
"602","0","","23214","31","602","0","","1","23214011","0"
"603","0","","23214","31","603","0","","1","23214012","0"
"604","30","","23214","31","604","60","","1","23214013","1"
"614","0","","23214","31","614","0","","1","23214014","1"
"700","0","","23214","31","700","0","","1","23214015","0"
"701","0","","23214","31","701","0","","1","23214016","0"
"702","0","","23214","31","702","0","","1","23214017","0"
"800","0","","23214","31","800","0","","1","23214018","0"
"938","30","","23214","31","938","60","","1","23214019","1"
"1","","","23214","93","","","","","23214020",""
"102311","0","","23214","3","wac_birthday_reaction_01","wac_birthday_reaction_03","0.2","1","23214021","0.2"
"0.1","","","23214","93","","","","","23214022",""
"102111","0","","23214","3","wac_birthday_reaction_01","wac_birthday_reaction_02","0.2","1","23214023","0.2"
"102511","0","","23214","3","wac_birthday_reaction_02","wac_birthday_reaction_04","0.2","1","23214024","0.2"
"0.3","","","23214","93","","","","","23214025",""
"102811","1","","23214","3","wac_birthday_kyaru_run_01","","","","23214026","0.2"
"102811","-70","","23214","2","0","3","","","23214027",""
"2.5","","","23214","93","","","","","23214028",""
"602","","","23214","32","1","","","","23214029",""
"0.6","","","23214","93","","","","","23214030",""
"600","","","23214","32","0","","","","23214031",""
"614","","","23214","32","0","","","","23214032",""
"604","","","23214","32","0","","","","23214033",""
"701","","","23214","32","1","","","","23214034",""
"938","0","","23214","33","0","0.01","","","23214035",""
"102811","0","","23214","3","wac_birthday_blowout_01","wac_birthday_wish_01","0.2","1","23214036","0.2"
"102811","-330","","23214","2","-200","0.01","","","23214037",""
"102111","1","","23214","3","wac_birthday_idle_wish","","","","23214038","0.2"
"102111","-320","","23214","2","180","0.01","","","23214039",""
"102311","1","","23214","3","wac_birthday_idle_smile","","","","23214040","0.2"
"102311","-360","","23214","2","285","0.01","","","23214041",""
"102511","1","","23214","3","wac_birthday_idle_smile","","","","23214042","0.2"
"102511","-340","","23214","2","425","0.01","","","23214043",""
"0","","","23214","93","","","","","23214044",""
"800","","","23214","32","1","","","","23214045",""
"0.7","","","23214","93","","","","","23214046",""
"702","","","23214","32","1","","","","23214047",""
"0.5","","","23214","93","","","","","23214048",""
"se_common","0","","23214","23","se_sys_login_birthday_blow_candle","","","","23214049",""
"701","","","23214","32","0","","","","23214050",""
"0.4","","","23214","93","","","","","23214051",""
"se_common","0","","23214","23","se_sys_login_birthday_cracker","","","","23214052",""
"700","","","23214","32","1","","","","23214053",""
"se_common","0","","23214","23","se_sys_login_birthday_calendar_applause","","","","23214054",""
"102111","0","","23214","3","wac_birthday_clap_to_wish","wac_birthday_idle_wish","0.2","1","23214055","0.2"
"0.1","","","23214","93","","","","","23214056",""
"102311","0","","23214","3","wac_birthday_clap","wac_birthday_idle_smile","0.2","1","23214057","0.2"
"0.1","","","23214","93","","","","","23214058",""
"102511","0","","23214","3","wac_birthday_clap","wac_birthday_idle_smile","0.2","1","23214059","0.2"
"2","","","23214","93","","","","","23214060",""
"1","","","23214","131","","","","","23214061",""
"vo_wac_23214","0","","23214","21","vo_wac_23214_000","0","","","23214062",""
"102811","10","0.5","23214","11","今日は、本当にみんなありがとう。\nあたしの誕生日のために、こんなに\n素敵なケーキを用意してくれるなんてね♪","1","0","1","23214063","0"
"0","","","23214","91","","","","","23214064",""
"102811","1","","23214","3","wac_birthday_idle_normal","","","","23214065","0.2"
"102111","1","","23214","3","wac_birthday_talk_wish","","","","23214066","0.2"
"vo_wac_23214","0","","23214","21","vo_wac_23214_001","0","","","23214067",""
"102111","10","0.5","23214","11","お誕生日おめでとう、ママ・サレン♪\nいつも、私たちのために、\n一生懸命お仕事頑張って\nくれてるから……","1","0","1","23214068","0"
"0","","","23214","91","","","","","23214069",""
"102111","1","","23214","3","wac_birthday_idle_wish","","","","23214070","0.2"
"102311","1","","23214","3","wac_birthday_talk_smile","","","","23214071","0.2"
"vo_wac_23214","0","","23214","21","vo_wac_23214_002","0","","","23214072",""
"102311","10","0.5","23214","11","頑張って手作りしたんだよ？\nできあがる頃には、いろんな意味で\nスズメはボロボロになってたけど。","1","0","1","23214073","0"
"23214073","","","23214","91","","","","","23214074",""
"102311","1","","23214","3","wac_birthday_idle_smile","","","","23214075","0.2"
"102511","1","","23214","3","wac_birthday_talk_sad","","","","23214076","0.2"
"vo_wac_23214","0","","23214","21","vo_wac_23214_003","0","","","23214077",""
"102511","10","0.5","23214","11","アヤネちゃん、それは内緒に……！\nうぅ、お料理中も結構ドジしちゃって。\nお嬢様の大切な日の準備なのに、\nすみません……","1","0","1","23214078","0"
"0","","","23214","91","","","","","23214079",""
"102811","1","","23214","3","wac_birthday_talk_smile","","","","23214080","0.2"
"102511","1","","23214","3","wac_birthday_idle_wish","","","","23214081","0.2"
"vo_wac_23214","0","","23214","21","vo_wac_23214_004","0","","","23214082",""
"102811","10","0.5","23214","11","なに言ってるのよ、そこまでして\n用意してくれたってことでしょう？\nあんたも、来てくれてありがとう。\nずっと、みんなと仲良くしてあげてね？","1","0","1","23214083","0"
"0","","","23214","91","","","","","23214084",""
"0","","","23214","22","","","","","23214085",""
"bgm_M321","","","23814","25","bgm_M321_2C","","","","23814001",""
"1","250","wac_birthday_idle_normal","23814","1","100811","-1000","0","-70","23814002","2"
"1","256","wac_birthday_idle_wish","23814","1","104511","170","1","-260","23814003","2"
"1","259","wac_birthday_idle_smile","23814","1","105311","270","1","-310","23814004","2"
"1","257","wac_birthday_idle_normal","23814","1","105511","400","1","-270","23814005","2"
"1","258","wac_birthday_idle_smile","23814","1","103011","510","1","-310","23814006","2"
"100811","","","23814","13","300","","","","23814007",""
"104511","","","23814","13","300","","","","23814008",""
"105311","","","23814","13","300","","","","23814009",""
"105511","","","23814","13","300","","","","23814010",""
"103011","","","23814","13","300","","","","23814011",""
"600","0","","23814","31","600","0","","1","23814012","1"
"602","0","","23814","31","602","0","","1","23814013","0"
"603","0","","23814","31","603","0","","1","23814014","0"
"604","30","","23814","31","604","60","","1","23814015","1"
"614","0","","23814","31","614","0","","1","23814016","1"
"700","0","","23814","31","700","0","","1","23814017","0"
"701","0","","23814","31","701","0","","1","23814018","0"
"702","0","","23814","31","702","0","","1","23814019","0"
"800","0","","23814","31","800","0","","1","23814020","0"
"939","30","","23814","31","939","60","","1","23814021","1"
"1","","","23814","93","","","","","23814022",""
"105311","0","","23814","3","wac_birthday_reaction_05","wac_birthday_reaction_03","0.2","1","23814023","0.2"
"104511","0","","23814","3","wac_birthday_reaction_01","wac_birthday_reaction_03","0.2","1","23814024","0.2"
"0.1","","","23814","93","","","","","23814025",""
"105511","0","","23814","3","wac_birthday_reaction_01","wac_birthday_reaction_04","0.2","1","23814026","0.2"
"103011","0","","23814","3","wac_birthday_reaction_02","wac_birthday_reaction_03","0.2","1","23814027","0.2"
"0.3","","","23814","93","","","","","23814028",""
"100811","1","","23814","3","wac_birthday_run_01","","","","23814029","0.2"
"100811","-70","","23814","2","0","3","","","23814030",""
"2.5","","","23814","93","","","","","23814031",""
"602","","","23814","32","1","","","","23814032",""
"0.6","","","23814","93","","","","","23814033",""
"600","","","23814","32","0","","","","23814034",""
"614","","","23814","32","0","","","","23814035",""
"604","","","23814","32","0","","","","23814036",""
"701","","","23814","32","1","","","","23814037",""
"939","0","","23814","33","0","0.01","","","23814038",""
"100811","0","","23814","3","wac_birthday_blowout_01","wac_birthday_wish_04","0.2","1","23814039","0.2"
"100811","-330","","23814","2","-200","0.01","","","23814040",""
"104511","1","","23814","3","wac_birthday_idle_wish","","","","23814041","0.2"
"104511","-320","","23814","2","150","0.01","","","23814042",""
"105311","1","","23814","3","wac_birthday_idle_smile","","","","23814043","0.2"
"105311","-360","","23814","2","260","0.01","","","23814044",""
"105511","1","","23814","3","wac_birthday_idle_normal","","","","23814045","0.2"
"105511","-320","","23814","2","400","0.01","","","23814046",""
"103011","1","","23814","3","wac_birthday_idle_smile","","","","23814047","0.2"
"103011","-340","","23814","2","520","0.01","","","23814048",""
"0","","","23814","93","","","","","23814049",""
"800","","","23814","32","1","","","","23814050",""
"0.7","","","23814","93","","","","","23814051",""
"702","","","23814","32","1","","","","23814052",""
"0.5","","","23814","93","","","","","23814053",""
"se_common","0","","23814","23","se_sys_login_birthday_blow_candle","","","","23814054",""
"701","","","23814","32","0","","","","23814055",""
"0.4","","","23814","93","","","","","23814056",""
"se_common","0","","23814","23","se_sys_login_birthday_cracker","","","","23814057",""
"700","","","23814","32","1","","","","23814058",""
"se_common","0","","23814","23","se_sys_login_birthday_calendar_applause","","","","23814059",""
"104511","0","","23814","3","wac_birthday_clap_to_wish","wac_birthday_idle_wish","0.2","1","23814060","0.2"
"105511","0","","23814","3","wac_birthday_clap","wac_birthday_idle_normal","0.2","1","23814061","0.2"
"0.1","","","23814","93","","","","","23814062",""
"105311","0","","23814","3","wac_birthday_clap","wac_birthday_idle_smile","0.2","1","23814063","0.2"
"0.1","","","23814","93","","","","","23814064",""
"103011","0","","23814","3","wac_birthday_clap","wac_birthday_idle_smile","0.2","1","23814065","0.2"
"2","","","23814","93","","","","","23814066",""
"1","","","23814","131","","","","","23814067",""
"100811","1","","23814","3","wac_birthday_talk_doya","","","1","23814068","0.2"
"vo_wac_23814","0","","23814","21","vo_wac_23814_000","0","","","23814069",""
"100811","10","0.5","23814","11","今日は何の日か、もちろん分かるよね？\nこの世で一番かわいくて美しいボクが\n誕生して、みんなの美意識が刷新された\nことをお祝いする、世界的記念日だよ♪","1","0","1","23814070","0"
"0","","","23814","91","","","","","23814071",""
"104511","1","","23814","3","wac_birthday_talk_wish","","","","23814072","0.2"
"vo_wac_23814","0","","23814","21","vo_wac_23814_001","0","","","23814073",""
"104511","10","0.5","23814","11","そ、そうだったんですか……？\nクウカは、あんまり歴史とか時事とかに\n詳しくないので、そんなすごい日\nだったなんて知りませんでした……","1","0","1","23814074","0"
"0","","","23814","91","","","","","23814075",""
"104511","1","","23814","3","wac_birthday_idle_wish","","","","23814076","0.2"
"105311","1","","23814","3","wac_birthday_talk_doya","","","","23814077","0.2"
"vo_wac_23814","0","","23814","21","vo_wac_23814_002","0","","","23814078",""
"105311","10","0.5","23814","11","うむ、ツッコむのもめんどくさい。\nともあれ、健康に誕生日を\n迎えたことはめでたいことだ！\nおめでとう、ユキ！","1","0","1","23814079","0"
"0","","","23814","91","","","","","23814080",""
"105311","1","","23814","3","wac_birthday_idle_doya","","","","23814081","0.2"
"100811","1","","23814","3","wac_birthday_talk_normal","","","","23814082","0.2"
"vo_wac_23814","0","","23814","21","vo_wac_23814_003","0","","","23814083",""
"100811","10","0.5","23814","11","どうもありがとう♪\nそれにしても素晴らしいケーキだね、\nボクのために用意してくれたの？","1","0","1","23814084","0"
"0","","","23814","91","","","","","23814085",""
