8ec33b1beb602686b8105c36e2b6a74b554c214166d183e706c7d2e455951ec4,de214712657351cc4d49e261457dfb22eddebdb2c38063be390c0cec32d2fecc,84273b421d0b16737fa9c2d3c38721cb01e5f71410baaf15a584a676715bf0fe,6134d99cac65b183987328159bbfd437b718d2f8eeb2d329050acb45ed38ea54,2fddd367c00b7f4cf8f86dd178ee0103b593b0613b5b5bcfb80273592a644efc,5b1a2769e31574b098ec50c07ea3a295f6afc8dc88df36e683569846278876e0,b1831264f55b102d746f630193add3143d4dea24b0fbe2b14973e512039ce5aa,d9c74660b99d75287fd08ca057f1ba12d804d2cd6bc2ec94777a8909f7dfde03,6b093ef6e76969dcf334d9831130ae3e6a58c43545c9b487225c9aca8a8a2a6b,c1427d24ed9baf4dd592e1f52b828de285f5c92b5033dc20281f563a68e8026c,1aab82a8af9e876b7a4f86e936eda7994a9cd7d25e000d6c023d4e8ada213a36
"","3","","","lsv_talk_joy3_dere","0.2","102011","1009810","1","","1009810030"
"","21","","0","vo_lsv_1022","","vo_lsv","1009810","0","","1009810031"
"0","11","1","1","…そうだよね。\nみんなで決めたんだもん。","0","102011","1009810","10","0","1009810032"
"","91","","","","","0","1009810","","","1009810033"
"","3","","","lsv_idle_sad_joynormal","0.2","102011","1009810","1","","1009810034"
"","3","","","lsv_talk_thinking","0.2","100411","1009810","1","","1009810035"
"","21","","0","vo_lsv_1023","","vo_lsv","1009810","0","","1009810036"
"0","11","1","1","でも…\nその前にやることはあるよ。","0","100411","1009810","10","0","1009810037"
"","91","","","","","0","1009810","","","1009810038"
"","3","","","lsv_idle_normal","0.2","100411","1009810","1","","1009810039"
"","3","","","lsv_idle_normal","0.2","102011","1009810","1","","1009810040"
"","3","1","lsv_talk_guts2_loop","lsv_talk_guts2","0","100411","1009810","0","0.2","1009810041"
"","21","","0","vo_lsv_1024","","vo_lsv","1009810","0","","1009810042"
"0","11","1","1","みゅ～ちゃんを元気にしたり、\nあと特訓！\n向こうでも大丈夫なようにね♪","0","100411","1009810","10","0","1009810043"
"","91","","","","","0","1009810","","","1009810044"
"","3","","","lsv_idle_guts2_joy","0.2","100411","1009810","1","","1009810045"
"","3","1","lsv_talk_doya_loop","lsv_talk_doya","0","103611","1009810","0","0.2","1009810046"
"","21","","0","vo_lsv_1025","","vo_lsv","1009810","0","","1009810047"
"0","11","1","1","…まだまだ、\nやることはいっぱいだね。\n私たちも頑張らないと。","0","103611","1009810","10","0","1009810048"
"","91","","","","","0","1009810","","","1009810049"
"","3","","","lsv_idle_doya","0.2","103611","1009810","1","","1009810050"
"","3","1","lsv_talk_cool_joy_loop","lsv_talk_cool_joy","0","100411","1009810","0","0.2","1009810051"
"","21","","0","vo_lsv_1026","","vo_lsv","1009810","0","","1009810052"
"0","11","1","1","そうそう、その調子！","0","100411","1009810","10","0","1009810053"
"","91","","","","","0","1009810","","","1009810054"
"","3","","","lsv_idle_cool_joy","0.2","100411","1009810","1","","1009810055"
"","3","","","lsv_talk_wish_joy","0.2","102011","1009810","1","","1009810056"
"","21","","0","vo_lsv_1027","","vo_lsv","1009810","0","","1009810057"
"0","11","1","1","じゃあ、まずは\nみゅ～ちゃんに元気に\nなってもらわなくっちゃ！","0","102011","1009810","10","0","1009810058"
"","91","","","","","0","1009810","","","1009810059"
"","3","","","lsv_idle_wish_joy","0.2","102011","1009810","1","","1009810060"
"","3","","","lsv_talk_cool_loop","0.2","100411","1009810","1","","1009810061"
"","21","","0","vo_lsv_1028","","vo_lsv","1009810","0","","1009810062"
"0","11","1","1","元気かー\nにいちゃん。\n何かいいアイデアある？","0","100411","1009810","10","0","1009810063"
"","91","","","","","0","1009810","","","1009810064"
"","3","","","lsv_idle_cool","0.2","100411","1009810","1","","1009810065"
"","3","1","lsv_look_idle_normal","lsv_choice","0","100411","1009810","0","0.2","1009810066"
"","3","1","lsv_look_idle_normal","lsv_choice","0","102011","1009810","0","0.2","1009810067"
"","3","1","lsv_look_idle_normal","lsv_choice","0","103611","1009810","0","0.2","1009810068"
"","93","","","0","","0.1","1009810","","","1009810069"
"","2","2","0.33","-452","","100411","1009810","-235","0.2","1009810070"
"","2","2","0.33","420","","102011","1009810","-220","0.2","1009810071"
"","2","2","0.33","545","","103611","1009810","-250","0.2","1009810072"
"","22","","","0","0.2","0","1009810","1","","1009810073"
"","103","","","1009810077","","いっぱいご飯をあげる。","1009810","0","","1009810074"
"","103","","","1009810101","","たくさん寝る。","1009810","0","","1009810075"
"","103","","","1009810125","","軽く遊ぶ。","1009810","0","","1009810076"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009810","0","0.2","1009810077"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009810","0","0.2","1009810078"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009810","0","0.2","1009810079"
"","93","","","0","","0.1","1009810","","","1009810080"
"","2","2","0.33","-200","","100411","1009810","-235","0.2","1009810081"
"","2","2","0.33","100","","102011","1009810","-220","0.2","1009810082"
"","2","2","0.33","270","","103611","1009810","-250","0.2","1009810083"
"","93","","","0","","0.7","1009810","","","1009810084"
"","3","","","lsv_talk_joy3_blink","0.2","103611","1009810","1","","1009810085"
"","21","","0","vo_lsv_1029","","vo_lsv","1009810","0","","1009810086"
"0","11","1","1","お腹が減っていると\n元気は出ませんからね。\nそんなことわざもありますし。","0","103611","1009810","10","0","1009810087"
"","91","","","","","0","1009810","","","1009810088"
"","3","","","lsv_idle_normal_joy","0.2","103611","1009810","1","","1009810089"
"","3","","","lsv_talk_joy1","0.2","102011","1009810","1","","1009810090"
"","21","","0","vo_lsv_1030","","vo_lsv","1009810","0","","1009810091"
"0","11","1","1","みゅ～ちゃんが喜ぶごはん\nいっぱい作ってあげよ～♪","0","102011","1009810","10","0","1009810092"
"","91","","","","","0","1009810","","","1009810093"
"","3","","","lsv_idle_joy","0.2","102011","1009810","1","","1009810094"
"","3","1","lsv_talk_guts2_joy_loop","lsv_talk_guts2_joy","0","100411","1009810","0","0.2","1009810095"
"","21","","0","vo_lsv_1031","","vo_lsv","1009810","0","","1009810096"
"0","11","1","1","よーし、ミソギもやるぞー！\nスタミナがつく料理、\nどんどん作っちゃおー！","0","100411","1009810","10","0","1009810097"
"","91","","","","","0","1009810","","","1009810098"
"","3","","","lsv_idle_guts2_joy","0.2","100411","1009810","1","","1009810099"
"","101","","","","","1009810149","1009810","","","1009810100"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009810","0","0.2","1009810101"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009810","0","0.2","1009810102"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009810","0","0.2","1009810103"
"","93","","","0","","0.1","1009810","","","1009810104"
"","2","2","0.33","-200","","100411","1009810","-235","0.2","1009810105"
"","2","2","0.33","100","","102011","1009810","-220","0.2","1009810106"
"","2","2","0.33","270","","103611","1009810","-250","0.2","1009810107"
"","93","","","0","","0.7","1009810","","","1009810108"
"","3","","","lsv_talk_normal_suprise1","0.2","100411","1009810","1","","1009810109"
"","21","","0","vo_lsv_1032","","vo_lsv","1009810","0","","1009810110"
"0","11","1","1","つかれてると眠くなるよねー\nじゃあ、みゅ～ちゃんが\n寝やすいようにしてあげよ！","0","100411","1009810","10","0","1009810111"
"","91","","","","","0","1009810","","","1009810112"
"","3","","","lsv_idle_normal","0.2","100411","1009810","1","","1009810113"
"","3","","","lsv_talk_thinking_talkR","0.2","103611","1009810","1","","1009810114"
"","21","","0","vo_lsv_1033","","vo_lsv","1009810","0","","1009810115"
"0","11","1","1","寝やすいように…\n子守歌を歌うとかかな。","0","103611","1009810","10","0","1009810116"
"","91","","","","","0","1009810","","","1009810117"
"","3","","","lsv_idle_thinking_surprise","0.2","103611","1009810","1","","1009810118"
"","3","","","lsv_talk_joy3","0.2","102011","1009810","1","","1009810119"
"","21","","0","vo_lsv_1034","","vo_lsv","1009810","0","","1009810120"
"0","11","1","1","絵本を読んであげるのも\nいいと思うな～\nみんなでしてあげよ♪","0","102011","1009810","10","0","1009810121"
"","91","","","","","0","1009810","","","1009810122"
"","3","","","lsv_idle_joy","0.2","102011","1009810","1","","1009810123"
"","101","","","","","1009810149","1009810","","","1009810124"
"","3","1","lsv_idle_normal","lsv_choice","0","100411","1009810","0","0.2","1009810125"
"","3","1","lsv_idle_normal","lsv_choice","0","102011","1009810","0","0.2","1009810126"
"","3","1","lsv_idle_normal","lsv_choice","0","103611","1009810","0","0.2","1009810127"
"","93","","","0","","0.1","1009810","","","1009810128"
"","2","2","0.33","-200","","100411","1009810","-235","0.2","1009810129"
"","2","2","0.33","100","","102011","1009810","-220","0.2","1009810130"
"","2","2","0.33","270","","103611","1009810","-250","0.2","1009810131"
"","93","","","0","","0.7","1009810","","","1009810132"
"","3","","","lsv_talk_surprise","0.2","102011","1009810","1","","1009810133"
"","21","","0","vo_lsv_1035","","vo_lsv","1009810","0","","1009810134"
"0","11","1","1","えっ？　あそんだら\nもっと疲れちゃったり\nしないかなぁ…？","0","102011","1009810","10","0","1009810135"
"","91","","","","","0","1009810","","","1009810136"
"","3","","","lsv_idle_surprise","0.2","102011","1009810","1","","1009810137"
"","3","","","lsv_talk_thinking_joyR","0.2","100411","1009810","1","","1009810138"
"","21","","0","vo_lsv_1036","","vo_lsv","1009810","0","","1009810139"
"0","11","1","1","でも遊ぶと気持ちが\nスッキリしたりするよねー\n意外とあり…かもっ？","0","100411","1009810","10","0","1009810140"
"","91","","","","","0","1009810","","","1009810141"
"","3","","","lsv_idle_thinking_joy1","0.2","100411","1009810","1","","1009810142"
"","3","","","lsv_talk_thinking_talkR","0.2","103611","1009810","1","","1009810143"
"","21","","0","vo_lsv_1037","","vo_lsv","1009810","0","","1009810144"
"0","11","1","1","すいみんの質を上げる…\nとか、大人の人が言うもんね。\n本当に軽く、やってみよっ。","0","103611","1009810","10","0","1009810145"
"","91","","","","","0","1009810","","","1009810146"
"","3","","","lsv_idle_thinking_joy1","0.2","103611","1009810","1","","1009810147"
"","101","","","","","1009810149","1009810","","","1009810148"
"","91","","","","","0","1009810","","","1009810149"
"","102","","","","","","1009810","","","1009810150"
"","22","","","0.2","","0","1009810","","","1009810151"
"","93","","","","","0.2","1009810","","","1009810152"
"0","12","0","0","11","0","102011","1009810","1","0","1009810153"
"","3","","","lsv_talk_joy1","0.2","102011","1009810","1","","1009810154"
"","93","","","0","","3","1009810","","","1009810155"
"","3","","","lsv_idle_normal_joyR","0.2","102011","1009810","1","","1009810156"
"0","12","0","0","6","0","100411","1009810","1","0","1009810157"
"","3","1","lsv_talk_guts1_loop","lsv_talk_guts1","0","100411","1009810","0","0.2","1009810158"
"","93","","","0","","3","1009810","","","1009810159"
"","3","","","lsv_idle_joy_normal","0.2","100411","1009810","1","","1009810160"
"0","12","0","0","7","0","103611","1009810","1","0","1009810161"
"","3","1","lsv_talk_cool_normal2_loop","lsv_talk_cool_normal2","0","103611","1009810","0","0.2","1009810162"
"","93","","","0","","3","1009810","","","1009810163"
"","3","","","lsv_idle_normal_joy","0.2","103611","1009810","1","","1009810164"
"","101","","","","","1009810153","1009810","","","1009810165"
"","6","0","1","1","1","333","1009810","1","0","1009810166"
"","4","","","1","","100411","1009810","","","1009810167"
"","3","","","lsv_run","0.2","100411","1009810","1","","1009810168"
"","2","0","0.8","-750","","100411","1009810","-235","","1009810169"
"","4","","","0","","102011","1009810","","","1009810170"
"","3","","","lsv_run","0.2","102011","1009810","1","","1009810171"
"","2","0","0.8","750","","102011","1009810","-220","","1009810172"
"","4","","","0","","103611","1009810","","","1009810173"
"","3","","","lsv_run","0.2","103611","1009810","1","","1009810174"
"","2","0","0.8","850","","103611","1009810","-250","","1009810175"
"","93","","","","","0.6","1009810","","","1009810176"
"","6","0","1","1","0.2","100411","1009810","1","0","1009810177"
"","6","0","1","1","0.2","102011","1009810","1","0","1009810178"
"","6","0","1","1","0.2","103611","1009810","1","0","1009810179"
"","91","","","","","0","1009810","","","1009810180"
"lsv_idle_normal","1","-495","-200","102011","1.95","1","1009811","102","0","1009811001"
"lsv_idle_normal","1","-480","100","103611","1.95","1","1009811","100","1","1009811002"
"lsv_idle_normal","1","-510","270","100411","1.95","1","1009811","101","1","1009811003"
"lsv_white_loop","5","0","0","333","1","1","1009811","0","0","1009811004"
"","6","0","1","1","0","333","1009811","1","0","1009811005"
"","6","0","1","1","0","102011","1009811","1","0","1009811006"
"","6","0","1","1","0","103611","1009811","1","0","1009811007"
"","6","0","1","1","0","100411","1009811","1","0","1009811008"
"","93","","","0","","1","1009811","","","1009811009"
"","6","0.4","1","1","0.8","333","1009811","1","0","1009811010"
"","3","1","lsv_idle_normal","lsv_jump1","0.2","102011","1009811","0","0.2","1009811011"
"","3","1","lsv_idle_normal","lsv_jump1","0.2","103611","1009811","0","0.2","1009811012"
"","3","1","lsv_idle_normal","lsv_jump1","0.2","100411","1009811","0","0.2","1009811013"
"","93","","","","","0.3","1009811","","","1009811014"
"","2","0","0.75","-200","","102011","1009811","-235","","1009811015"
"","2","0","0.75","100","","103611","1009811","-220","","1009811016"
"","2","0","0.75","270","","100411","1009811","-250","","1009811017"
"","6","1","1","1","0.4","102011","1009811","1","0","1009811018"
"","6","1","1","1","0.4","103611","1009811","1","0","1009811019"
"","6","1","1","1","0.4","100411","1009811","1","0","1009811020"
"","93","","","0","","2","1009811","","","1009811021"
"","3","1","lsv_talk_doya_loop","lsv_talk_doya","0","100411","1009811","0","0.2","1009811022"
"","21","","0","vo_lsv_1121","","vo_lsv","1009811","0","","1009811023"
"0","11","1","1","みゅ～ちゃんも元気に\nなってきたし、\n特訓開始だね！","0","100411","1009811","10","0","1009811024"
"","91","","","","","0","1009811","","","1009811025"
"","3","","","lsv_idle_doya","0.2","100411","1009811","1","","1009811026"
"","3","","","lsv_talk_surprise","0.2","103611","1009811","1","","1009811027"
"","21","","0","vo_lsv_1122","","vo_lsv","1009811","0","","1009811028"
"0","11","1","1","ミミ。\nおしゃべりのお勉強って\nどんなことをしたの？","0","103611","1009811","10","0","1009811029"
"","91","","","","","0","1009811","","","1009811030"
"","3","","","lsv_idle_surprise","0.2","103611","1009811","1","","1009811031"
"","3","","","lsv_talk_wish_joy","0.2","102011","1009811","1","","1009811032"
"","21","","0","vo_lsv_1123","","vo_lsv","1009811","0","","1009811033"
"0","11","1","1","えへへ♪\nどんなことだと思う～？","0","102011","1009811","10","0","1009811034"
"","91","","","","","0","1009811","","","1009811035"
"","3","","","lsv_idle_joy","0.2","102011","1009811","1","","1009811036"
"","3","","","lsv_talk_surprise_talkjoy","0.2","100411","1009811","1","","1009811037"
"","21","","0","vo_lsv_1124","","vo_lsv","1009811","0","","1009811038"
"0","11","1","1","お、なんだかクイズみたい！\nよーし、当てちゃうぞー！\nえーっと…","0","100411","1009811","10","0","1009811039"
"","91","","","","","0","1009811","","","1009811040"
"","3","","","lsv_idle_surprise","0.2","100411","1009811","1","","1009811041"
"","3","","","lsv_talk_thinking_talkR","0.2","103611","1009811","1","","1009811042"
"","21","","0","vo_lsv_1125","","vo_lsv","1009811","0","","1009811043"
"0","11","1","1","私も考えてみようかな。\nおしゃべりのお勉強…\nおしゃべりのお勉強……","0","103611","1009811","10","0","1009811044"
"","91","","","","","0","1009811","","","1009811045"
"","3","","","lsv_idle_thinking","0.2","103611","1009811","1","","1009811046"
