a36ee370f986f1bcd271d6faee9f2e87188c5066c9c6880c02ba460ecbdedd2b,f2c580a25a51b4ed47b0a40dac1427aa4ca9364611f5ef7cb89e56f7e669ec7d,767132435c7026bdb61d4a252ea9bf9cde98f68b81f1a024dc1165a2ae0de570,e925d4dea7656de6b8fd6c14caf43d09255423b1d5a33fca44d1cadbff2028af,1ade4480a5fdcb9473fb4facd658466cd60cfb511774f16799f80ed963465611,a8474f81bf18b1ed710b4c5a67ff46107bf37fbf83d77110b8c32b2385acb56f,0f3f420eaa5a9e361ca9db6e2f1e9b5bbbc482525c16530cfbd30d0557a553dd,0c453073002f63b158bb60a1e5f06ccdd8963da32b2a9018b5ccbb9fa6e07874,1fd8183cd71ff93d37811ad31149bff51a72e378d1d949e217ebfd1098e1b251,fa4571809ab718e1180f4b994d91b7736a3476af4096d6548f32cc01b3089d02,170c4d6b888c1905ae1c7ada9c81e15ccfa71d69dfe5900d37af2abe57a8b27a
"126711","0","917","3","17_akino_pause_loop","19170031","0.1","","1","17_akino_pause_in","0.1"
"3","0","917","3","17_akino_pause_loop","19170032","0.1","","1","17_akino_pause_in","0.1"
"2","1","917","3","","19170033","0.1","","","cmn_boat_idle",""
"2","","917","93","","19170034","","","","0",""
"126711","0","917","3","17_akino_shock_loop","19170035","0.3","","1","17_akino_shock_in","0.1"
"3","0","917","3","","19170036","","","","empty",""
"2","1","917","3","","19170037","0.3","","","cmn_boat_idle",""
"vo_fpc","","917","21","0","19170038","","","","vo_fpc_21703",""
"126711","10","917","11","1","19170039","0","0.5","0","そ、そうなんですの！？\n盲点でしたわーーー！","0"
"0","","917","91","","19170040","","","","",""
"0.5","","917","93","","19170041","","","","0",""
"126711","-180","917","2","5.29411764705882","19170042","","","","900",""
"2","-180","917","2","5.29411764705882","19170043","","","","900",""
"126711","-180","917","33","5.29411764705882","19170044","","","","900",""
"2.7","","917","93","","19170045","","","","0",""
"110311","0","917","3","cmn_walk","19170046","0.1","","1","17_saren_turn","0.1"
"110311","-15","917","2","2.64705882352941","19170047","","","","750",""
"19170042","","917","91","","19170048","","","","",""
"19170047","","917","91","","19170049","","","","",""
"1","22","918","1","-850","19180001","1.75","18_misato_backWalk","-180","113511","0"
"1","23","918","1","-1010","19180002","1.75","18_io_flutterKick","-180","110111","0"
"14","-850","918","31","-180","19180003","0","","1","41",""
"2","50","918","31","-180","19180004","0","","1","11",""
"14","-110","918","31","-180","19180005","0","","1","42",""
"123","-1010","918","31","-180","19180006","1","","1","12",""
"se_10053800","1","918","23","","19180007","","","","se_fpc_water_random",""
"19180006","","918","91","","19180008","","","","0",""
"113511","-180","918","2","6.61764705882353","19180009","","","12","50",""
"41","-180","918","33","6.61764705882353","19180010","","","12","50",""
"110111","-180","918","2","6.61764705882353","19180011","","","12","-110",""
"12","-180","918","33","6.61764705882353","19180012","","","12","-110",""
"19180009","","918","91","","19180013","","","","",""
"113511","1","918","3","","19180014","0.2","","","18_misato_backWalkIdle",""
"vo_fpc","","918","21","0","19180015","","","","vo_fpc_21800",""
"113511","10","918","11","1","19180016","0","0.5","0","イオ先生、その調子。\n上手にバタ足できてるわよ～♪","0"
"0","","918","91","","19180017","","","","",""
"0.5","","918","93","","19180018","","","","0",""
"vo_fpc","","918","21","0","19180019","","","","vo_fpc_21801",""
"110111","10","918","11","1","19180020","0","0.5","0","は、はい！　よいしょ、よいしょ…\nごめんなさい、せっかくのプールで\n練習に付き合ってもらって…","0"
"0","","918","91","","19180021","","","","",""
"0.5","","918","93","","19180022","","","","0",""
"vo_fpc","","918","21","0","19180023","","","","vo_fpc_21802",""
"113511","10","918","11","1","19180024","0","0.5","0","いいのよ。\n先生はいつでも頑張る子の味方だもの♪","0"
"0","","918","91","","19180025","","","","",""
"0.5","","918","93","","19180026","","","","0",""
"12","","918","32","","19180027","","","","0",""
"42","","918","32","","19180028","","","","1",""
"41","","918","32","","19180029","","","","1",""
"113511","0","918","3","18_misato_idle_loop","19180030","0.1","","1","18_misato_idle_in","0.1"
"110111","0","918","3","18_io_stopSwim_loop","19180031","0.1","","1","18_io_stopSwim_in","0.1"
"vo_fpc","","918","21","0","19180032","","","","vo_fpc_21803",""
"110111","10","918","11","1","19180033","0","0.5","0","でも、私も先生だから\n本当は教えてあげないといけないのに…","0"
"0","","918","91","","19180034","","","","",""
"0.5","","918","93","","19180035","","","","0",""
"113511","0","918","3","18_misato_talk_loop","19180036","0.1","","1","18_misato_talk_in","0.1"
"vo_fpc","","918","21","0","19180037","","","","vo_fpc_21804",""
"113511","10","918","11","1","19180038","0","0.5","0","こうして今からでも何かを\n学ぶっていう経験は\nきっと子供たちに教えるうえで\n役に立つと思うの。","0"
"0","","918","91","","19180039","","","","",""
"0.5","","918","93","","19180040","","","","0",""
"vo_fpc","","918","21","0","19180041","","","","vo_fpc_21805",""
"113511","10","918","11","1","19180042","0","0.5","0","それに…\n生徒にもいろんな子がいるんだから、\n色んな先生がいてもいいじゃない？","0"
"0","","918","91","","19180043","","","","",""
"0.5","","918","93","","19180044","","","","0",""
"110111","0","918","3","18_io_guts_loop","19180045","0.1","","1","18_io_guts_in","0.1"
"vo_fpc","","918","21","0","19180046","","","","vo_fpc_21806",""
"110111","10","918","11","1","19180047","0","0.5","0","ミサト先生…\n私、がんばります！\n授業も、泳ぎも…","0"
"0","","918","91","","19180048","","","","",""
"0.5","","918","93","","19180049","","","","0",""
"110111","0","918","3","18_io_flutterKick2_loop","19180050","0.1","","1","18_io_flutterKick2_in","0.1"
"110111","-180","918","2","1.8552036199095","19180051","","","","300",""
"42","-180","918","33","1.8552036199095","19180052","","","","300",""
"12","-180","918","33","1.8552036199095","19180053","","","","300",""
"42","","918","32","","19180054","","","","0",""
"12","","918","32","","19180055","","","","1",""
"1","","918","93","","19180056","","","","0",""
"113511","0","918","3","18_misato_talk2_loop","19180057","0.1","","1","18_misato_talk2_in","0.1"
"19180051","","918","91","","19180058","","","","",""
"110111","-180","918","2","3.23529411764706","19180059","","","","850",""
"42","-180","918","33","3.23529411764706","19180060","","","","850",""
"12","-180","918","33","3.23529411764706","19180061","","","","850",""
"42","","918","32","","19180062","","","","1",""
"12","","918","32","","19180063","","","","0",""
"113511","0","918","3","18_misato_surprise_loop","19180064","0.1","","1","18_misato_surprise_in","0.1"
"110111","0","918","3","18_io_accident_loop","19180065","0.1","","1","18_io_accident_in","0.1"
"vo_fpc","","918","21","0","19180066","","","","vo_fpc_21807",""
"110111","10","918","11","1","19180067","0","0.5","0","きゃっ水着が！","0"
"0","","918","91","","19180068","","","","",""
"0.5","","918","93","","19180069","","","","0",""
"vo_fpc","","918","21","0","19180070","","","","vo_fpc_21808",""
"113511","10","918","11","1","19180071","0","0.5","0","イオ先生！？\nあらあら～！","0"
"0","","918","91","","19180072","","","","",""
"0.5","","918","93","","19180073","","","","0",""
"113511","0","918","3","cmn_swm_breastStroke","19180074","0","","1","18_misato_breastStroke_in","0.1"
"41","","918","32","","19180075","","","","0",""
"11","","918","32","","19180076","","","","1",""
"113511","-180","918","2","3.61990950226244","19180077","","","","850",""
"11","-180","918","33","3.61990950226244","19180078","","","","850",""
"19180059","","918","91","","19180079","","","","",""
"19180077","","918","91","","19180080","","","","",""
"1","22","919","1","-850","19190001","1.75","19_nozomi_float","-180","117211","0"
"1","22","919","1","-1150","19190002","1.75","19_suzuna_float","-180","110011","0"
"1","12","919","1","-750","19190003","1.4875","19_tsumugi_search","-15","117411","0"
"6","-820","919","31","-180","19190004","1","","1","61",""
"121","-850","919","31","-180","19190005","1","","1","1211",""
"122","150","919","31","-180","19190006","0","","1","1221",""
"6","-1150","919","31","-180","19190007","1","","1","62",""
"121","-1180","919","31","-180","19190008","1","","1","1212",""
"122","-180","919","31","-180","19190009","0","","1","1222",""
"117211","","919","13","","19190010","","","","45",""
"110011","","919","13","","19190011","","","","45",""
"117411","","919","13","","19190012","","","","45",""
"se_10053800","1","919","23","","19190013","","","","se_fpc_water_random",""
"117411","","919","13","","19190014","","","","49",""
"19190012","","919","91","","19190015","","","","0",""
"117411","-15","919","2","9.92647058823529","19190016","","","","330",""
"3.5","","919","93","","19190017","","","","0",""
"vo_fpc","","919","21","0","19190018","","","","vo_fpc_21900",""
"117411","15","919","11","1","19190019","0","0.5","0","ノゾミさん、どこに行ったんでしょう？\n新衣装の案を思いついたのに…","0"
"0","","919","91","","19190020","","","","",""
"0.5","","919","93","","19190021","","","","0",""
"19190016","","919","91","","19190022","","","","",""
"117211","1","919","3","","19190023","0.1","","","19_nozomi_float",""
"117411","0","919","3","19_tsumugi_notice_loop","19190024","0.1","","1","19_tsumugi_notice_in","0.1"
"0.2","","919","93","","19190025","","","","0",""
"vo_fpc","","919","21","0","19190026","","","","vo_fpc_21901",""
"117411","10","919","11","1","19190027","0","0.5","0","あら？　あれは…上流から何か\n光るものが…","0"
"0","","919","91","","19190028","","","","",""
"0.5","","919","93","","19190029","","","","0",""
"117211","-180","919","2","7.35294117647059","19190030","","","12","150",""
"61","-180","919","33","7.35294117647059","19190031","","","12","180",""
"1211","-180","919","33","7.35294117647059","19190032","","","12","150",""
"110011","-180","919","2","7.35294117647059","19190033","","","12","-150",""
"62","-180","919","33","7.35294117647059","19190034","","","12","-150",""
"1212","-180","919","33","7.35294117647059","19190035","","","12","-180",""
"2","","919","93","","19190036","","","","0",""
"117411","0","919","3","19_tsumugi_dazzled_loop","19190037","0.1","","1","19_tsumugi_dazzled_in","0.1"
"19190030","","919","91","","19190038","","","","",""
"vo_fpc","","919","21","0","19190039","","","","vo_fpc_21902",""
"117211","10","919","11","1","19190040","-30","0.5","0","メルクリゾートウィスタリアンズ、\n色んなエリアがあって\nすっごく楽しいね！","0"
"0","","919","91","","19190041","","","","",""
"0.5","","919","93","","19190042","","","","0",""
"vo_fpc","","919","21","0","19190043","","","","vo_fpc_21903",""
"110011","10","919","11","1","19190044","0","0.5","0","ねー♪　めっちゃ映える系？\n写真撮ろ写真～！","0"
"0","","919","91","","19190045","","","","",""
"0.5","","919","93","","19190046","","","","0",""
"vo_fpc","","919","21","0","19190047","","","","vo_fpc_21904",""
"117411","10","919","11","1","19190048","0","0.5","0","え。二人とも何してるんですか！？\nってか眩しすぎません？","0"
"0","","919","91","","19190049","","","","",""
"0.5","","919","93","","19190050","","","","0",""
"61","-180","919","33","0","19190051","","","","150",""
"1211","-180","919","33","0","19190052","","","","120",""
"117211","","919","4","","19190053","","","","1",""
"117211","0","919","3","19_nozomi_float","19190054","","","1","19_nozomi_notice_float","0.1"
"vo_fpc","","919","21","0","19190055","","","","vo_fpc_21905",""
"117211","10","919","11","1","19190056","-30","0.5","0","あ、ツムギ！\nスズナちゃんのカリスマオーラが\nすっごいからだよ！","0"
"0","","919","91","","19190057","","","","",""
"0.5","","919","93","","19190058","","","","0",""
"vo_fpc","","919","21","0","19190059","","","","vo_fpc_21906",""
"110011","10","919","11","1","19190060","0","0.5","0","え～、ノゾミンのアイドルオーラも\nあいかわらずキラッキラで\n鬼やばのやばっしょ！","0"
"0","","919","91","","19190061","","","","",""
"0.5","","919","93","","19190062","","","","0",""
"61","-180","919","33","0","19190063","","","","180",""
"1211","-180","919","33","0","19190064","","","","150",""
"117211","","919","4","","19190065","","","","0",""
"117211","0","919","3","19_nozomi_float","19190066","","","1","19_nozomi_notice_float","0.1"
"vo_fpc","","919","21","0","19190067","","","","vo_fpc_21907",""
"117211","10","919","11","1","19190068","-30","0.5","0","私も負けてられないな♪\nもっともっと輝かないと！","0"
"0","","919","91","","19190069","","","","",""
"0.5","","919","93","","19190070","","","","0",""
"117211","0","919","3","19_nozomi_pose_loop","19190071","0.1","","1","19_nozomi_pose_in","0.1"
"1221","","919","32","","19190072","","","","1",""
"1211","","919","32","","19190073","","","","0",""
"1.5","","919","93","","19190074","","","","0",""
"vo_fpc","","919","21","0","19190075","","","","vo_fpc_21908",""
"110011","10","919","11","1","19190076","0","0.5","0","ウチも、アゲていくよー！\nん～…たー！！","0"
"0","","919","91","","19190077","","","","",""
"0.5","","919","93","","19190078","","","","0",""
"110011","0","919","3","19_suzuna_pose_loop","19190079","0.1","","1","19_suzuna_pose_in","0.1"
"1222","","919","32","","19190080","","","","1",""
"1212","","919","32","","19190081","","","","0",""
"1.5","","919","93","","19190082","","","","0",""
"117211","-180","919","2","7.35294117647059","19190083","","","","1150",""
"61","-180","919","33","7.35294117647059","19190084","","","","1180",""
"1221","-180","919","33","7.35294117647059","19190085","","","","1150",""
"110011","-180","919","2","7.35294117647059","19190086","","","","850",""
"62","-180","919","33","7.35294117647059","19190087","","","","850",""
"1222","-180","919","33","7.35294117647059","19190088","","","","820",""
"vo_fpc","","919","21","0","19190089","","","","vo_fpc_21909",""
"117411","10","919","11","1","19190090","0","0.5","0","ああっ！　さらに眩しくっ！？\nノ、ノゾミさん！　待ってくださーい！","0"
"0","","919","91","","19190091","","","","",""
"0.5","","919","93","","19190092","","","","0",""
"19190083","","919","91","","19190093","","","","",""
"117411","0","919","3","19_tsumugi_run_loop","19190094","0.1","","1","19_tsumugi_run_in","0.1"
"0.3","","919","93","","19190095","","","","0",""
"117411","-15","919","2","1.46188652975983","19190096","","","","750",""
"19190096","","919","91","","19190097","","","","",""
"1","22","920","1","-750","19200001","1.4875","20_kasumi_walk","-15","115711","0"
"3","23","920","5","-750","19200002","1.4875","20_kasumi_walk","-15","3","0"
"se_10053800","1","920","23","","19200003","","","","se_fpc_water_random",""
"19200002","","920","91","","19200004","","","","",""
"115711","-15","920","2","4.41176470588235","19200005","","","0","0",""
"3","-15","920","2","4.41176470588235","19200006","","","0","0",""
"0","","920","91","","19200007","","","","",""
"115711","1","920","3","","19200008","0.3","","","20_kasumi_talk",""
