c0effbccfee20244d9c0de92ff102837b0d88f2b71b2c906827024c6fe1520f8,73df246d5c6222210c7a4a8c9e3c5b2055279b0cb3215d96bc8630da6c1d37d4,44989979ed8b9fdc6d2978c49588a3d0e065a7d13dd9da86348f405b948934de,e3bbf097319903c1e7b5aca73bac1c5da2f6ac38debbf076702c28cf6d2ef768,34c7e344314ab582444b51df1155fbbe53c0562d5815e6771abecbdc959bec10,aaa6524c6007524d7deb0150a1c6787e274a98097d55517fd0be28d367ac2560,5243ae9de30bc6177fbdf4c99cadc52cad702300c16e06cd50e00f5f50a37ac8,5c11de100277007c0558e4e94e82722cb22d839b6ea6ef11822c72a2f1f64038,1aba77e7ff285e21d9a9eaa57ee5c9c8565da02edb2f4fc23a4979ea7f19237f,75ddb27e0e50dac8440dee3dd7d35b3cc7c5f5e1dada16bae37a46e1e4e3044e,35b5071074af52cb050fb5a5dfa29c84f92aaa837bd8e97739d019be8a3ce3ca,ab602b8640491e6d5b280bee30171915dbddec15b08d22c3b81afc0804d51ec4
"41248","ノゾミ（リベレイター）専用リング","2015/12/17 15:00:00","0","0","0","1","ノゾミ（リベレイター）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41249","カヤ（リベレイター）専用リング","2015/12/17 15:00:00","0","0","0","1","カヤ（リベレイター）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41250","ムイミ（リベレイター）専用リング","2015/12/17 15:00:00","0","0","0","1","ムイミ（リベレイター）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41251","タマキ（カフェ）専用リング","2015/12/17 15:00:00","0","0","0","1","タマキ（カフェ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41252","モニカ（カフェ）専用リング","2015/12/17 15:00:00","0","0","0","1","モニカ（カフェ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41253","コッコロ（レンジャー）専用リング","2015/12/17 15:00:00","0","0","0","1","コッコロ（レンジャー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41254","シオリ（レンジャー）専用リング","2015/12/17 15:00:00","0","0","0","1","シオリ（レンジャー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41255","ジータ（ウォーロック）専用リング","2015/12/17 15:00:00","0","0","0","1","ジータ（ウォーロック）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41256","ビカラ専用リング","2015/12/17 15:00:00","0","0","0","1","ビカラの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41257","カリン（アルケミスト）専用リング","2015/12/17 15:00:00","0","0","0","1","カリン（アルケミスト）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41258","リリ（フォールン）専用リング","2015/12/17 15:00:00","0","0","0","1","リリ（フォールン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41260","クリア（フォールン）専用リング","2015/12/17 15:00:00","0","0","0","1","クリア（フォールン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41261","プレシア（フォールン）専用リング","2015/12/17 15:00:00","0","0","0","1","プレシア（フォールン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41262","イリヤ（儀装束）専用リング","2015/12/17 15:00:00","0","0","0","1","イリヤ（儀装束）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41263","ユキ（儀装束）専用リング","2015/12/17 15:00:00","0","0","0","1","ユキ（儀装束）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41264","クローチェ専用リング","2015/12/17 15:00:00","0","0","0","1","クローチェの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41265","ライラエル専用リング","2015/12/17 15:00:00","0","0","0","1","ライラエルの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41266","ネネカ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","ネネカ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41267","アキノ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","アキノ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41268","ユカリ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","ユカリ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41269","ランファ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","ランファ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41270","クウカ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","クウカ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41271","シノブ（サマー）専用リング","2015/12/17 15:00:00","0","0","0","1","シノブ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41272","キャル（編入生）専用リング","2015/12/17 15:00:00","0","0","0","1","キャル（編入生）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41273","スズナ（編入生）専用リング","2015/12/17 15:00:00","0","0","0","1","スズナ（編入生）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41275","サレン（サラサリア）専用リング","2015/12/17 15:00:00","0","0","0","1","サレン（サラサリア）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41276","ルカ（サラサリア）専用リング","2015/12/17 15:00:00","0","0","0","1","ルカ（サラサリア）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41277","リンド専用リング","2015/12/17 15:00:00","0","0","0","1","リンドの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41278","ヴルム専用リング","2015/12/17 15:00:00","0","0","0","1","ヴルムの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41279","ペコリーヌ（クリスマス）専用リング","2015/12/17 15:00:00","0","0","0","1","ペコリーヌ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41280","クレジッタ（クリスマス）専用リング","2015/12/17 15:00:00","0","0","0","1","クレジッタ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41283","イノリ（ニューイヤー）専用リング","2015/12/17 15:00:00","0","0","0","1","イノリ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41284","ハツネ（ニューイヤー）専用リング","2015/12/17 15:00:00","0","0","0","1","ハツネ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41285","カスミ（ニューイヤー）専用リング","2015/12/17 15:00:00","0","0","0","1","カスミ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41287","ヒヨリ（アストラル）専用リング","2015/12/17 15:00:00","0","0","0","1","ヒヨリ（アストラル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41288","レイ（アストラル）専用リング","2015/12/17 15:00:00","0","0","0","1","レイ（アストラル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41289","ユイ（アストラル）専用リング","2015/12/17 15:00:00","0","0","0","1","ユイ（アストラル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41290","エリス専用リング","2015/12/17 15:00:00","0","0","0","1","エリスの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41293","ユニ（ウィンター）専用リング","2015/12/17 15:00:00","0","0","0","1","ユニ（ウィンター）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41294","クロエ（ウィンター）専用リング","2015/12/17 15:00:00","0","0","0","1","クロエ（ウィンター）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41296","アネモネ専用リング","2015/12/17 15:00:00","0","0","0","1","アネモネの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
"41297","ネフィ＝ネラ専用リング","2015/12/17 15:00:00","0","0","0","1","ネフィ＝ネラの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","9999","0","22","2030/08/01 14:59:00"
