d9eb2b1b1b285f0b41ec3b9478c89d3f8eef5d2c2657d2391ea917578cba4ebf,8d569c00816375da411359b364d533d74a8d3c3ecb36c81403fc946f72643ddf,c4d619f04221c8cb4c8aa7a2a6faab9b091aaf8006583b7f244183afdf3e937d,7d8b06b1c232155a43d2af7a1d36b5f2e103bea29e9262376354523560140424,c9f4190be296f366272831442fee3eafe38c7d51a98805385631819467d9aa8e,01784c0e3ffd10c8e1a651ba000a871b6d770eb96bc387147e0afbef8cce4b24,bff41451fb8cfbf9a9633b6aa82096b29453ec17ea103fa80e9b1f11db0f3231,dd8dfd8c0598d6ba48dd822f31206ee23db910847b13a8390a8f869a10745784,ff44fc20b562d3958e6c45043b9bc46a7da1e61d967c4a0e7deecbb9b6b68f20,1d258b38d0eb43a4a14024b472c48369c8fba8a7b50f8c993b33354e9dfb4a75,68154e56b7a9cefbca0e1aa28c54eecf068bbe28ba920da117b861e2b14a1c77,dfd2971f2b00425b06e26791187315f97d3372194053b7c45bbc751de4ea17ea
"ニノン（サマー）専用リング","1","2015/12/17 15:00:00","22","0","0","ニノン（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41371","0","0"
"カスミ（シスター）専用リング","1","2015/12/17 15:00:00","22","0","0","カスミ（シスター）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41374","0","0"
"コッコロ（嚮導幼君）専用リング","1","2015/12/17 15:00:00","22","0","0","コッコロ（嚮導幼君）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41376","0","0"
"ヒヨリ（プリンセス）専用リング","1","2015/12/17 15:00:00","22","0","0","ヒヨリ（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41801","0","0"
"ユイ（プリンセス）専用リング","1","2015/12/17 15:00:00","22","0","0","ユイ（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41802","0","0"
"レイ（プリンセス）専用リング","1","2015/12/17 15:00:00","22","0","0","レイ（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41803","0","0"
"ペコリーヌ（プリンセス）専用リング","1","2015/12/17 15:00:00","22","0","0","ペコリーヌ（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41804","0","0"
"コッコロ（プリンセス）専用リング","1","2015/12/17 15:00:00","22","0","0","コッコロ（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41805","0","0"
"キャル（プリンセス）専用リング","1","2015/12/17 15:00:00","22","0","0","キャル（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41806","0","0"
"ハツネ＆シオリ専用リング","1","2015/12/17 15:00:00","22","0","0","ハツネ＆シオリの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41807","0","0"
"ミソギ＆ミミ＆キョウカ専用リング","1","2015/12/17 15:00:00","22","0","0","ミソギ＆ミミ＆キョウカの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41808","0","0"
"アキノ＆サレン専用リング","1","2015/12/17 15:00:00","22","0","0","アキノ＆サレンの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41809","0","0"
"アン＆グレア専用リング","1","2015/12/17 15:00:00","22","0","0","アン＆グレアの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41810","0","0"
"シズル＆リノ専用リング","1","2015/12/17 15:00:00","22","0","0","シズル＆リノの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41811","0","0"
"シェフィ（プリンセス）専用リング","1","2015/12/17 15:00:00","22","0","0","シェフィ（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。","2030/08/01 14:59:00","9999","41812","0","0"
"ハートチュロ","1","2015/12/17 15:00:00","7","0","200","ギルドハウスやキャラの強化画面で使用すると、キャラの絆Ptが10加算される。","2030/08/01 14:59:59","999999","50001","0","10"
"アップルパイ","2","2015/12/17 15:00:00","7","0","400","ギルドハウスやキャラの強化画面で使用すると、キャラの絆Ptが20加算される。","2030/08/01 14:59:59","999999","50002","0","20"
"ミックスベリーケーキ","3","2015/12/17 15:00:00","7","0","600","ギルドハウスやキャラの強化画面で使用すると、キャラの絆Ptが30加算される。","2030/08/01 14:59:59","999999","50003","0","30"
"ランドソル王室御用達『サガ牛』","4","2015/12/17 15:00:00","7","0","0","ギルドハウスやキャラの強化画面で使用すると、キャラの絆Ptが50加算される。","2030/08/01 14:59:59","999999","50010","0","50"
"銘米サガびよりとサガ海苔の極上おにぎり","4","2015/12/17 15:00:00","7","0","0","ギルドハウスやキャラの強化画面で使用すると、キャラの絆Ptが50加算される。","2030/08/01 14:59:59","999999","50011","0","50"
"ペコリーヌの満腹ツインおにぎりのレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「ペコリーヌの満腹ツインおにぎり」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51001","5314112","0"
"コッコロのゆるりと休憩サラダのレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「コッコロのゆるりと休憩サラダ」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51002","1432112","0"
"キャルの絶品五つ星バーガーのレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「キャルの絶品五つ星バーガー」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51003","1170112","0"
"リリのコツコツまい進かしわ餅のレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「リリのコツコツまい進かしわ餅」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51004","8181112","0"
"クリアの彩り華やかバラエティ弁当のレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「クリアの彩り華やかバラエティ弁当」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51005","1281112","0"
"プレシアの食いしん坊ぶーぶー肉まんのレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「プレシアの食いしん坊ぶーぶー肉まん」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51006","5283112","0"
"カヤとイノリの食欲倍増ケバブサンドのレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「カヤとイノリの食欲倍増ケバブサンド」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51007","1070112","0"
"タマキの金運招くレインボーたい焼きのレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「タマキの金運招くレインボーたい焼き」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51008","3060112","0"
"クローチェのフルパワーポテトサラダのレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「クローチェのフルパワーポテトサラダ」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51009","1284142","0"
"アヤネとクルミの青空ピクニックセットのレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「アヤネとクルミの青空ピクニックセット」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51010","70112","0"
"リマの不思議なスイートアップルのレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「リマの不思議なスイートアップル」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51011","8160112","0"
"ニノンのオリジナル一二三寿司のレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「ニノンのオリジナル一二三寿司」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51012","4144112","0"
"クレジッタの開運お菓子盛り合わせのレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「クレジッタの開運お菓子盛り合わせ」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51013","1283212","0"
"リノの「時は金時」かき氷のレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「リノの「時は金時」かき氷」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51014","8144112","0"
"シズルの愛情盛り盛りハンバーグのレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「シズルの愛情盛り盛りハンバーグ」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51015","2122112","0"
"アオイの疾走サンドイッチのレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「アオイの疾走サンドイッチ」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51016","4112","0"
"クウカの緊縛触手活け造りのレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「クウカの緊縛触手活け造り」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51017","1202112","0"
"ランファの世話焼き三昧肉じゃがのレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「ランファの世話焼き三昧肉じゃが」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51018","8092112","0"
"カスミの真実見抜くボンボン・ショコラのレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「カスミの真実見抜くボンボン・ショコラ」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51021","1022112","0"
"アキノのゲヘニアンチキンプレートのレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「アキノのゲヘニアンチキンプレート」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51022","11112","0"
"ミミのコロコロお手玉おにぎりのレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「ミミのコロコロお手玉おにぎり」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51023","6161112","0"
"アユミの隠密ガトーインビジブルのレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「アユミの隠密ガトーインビジブル」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51024","72112","0"
"アネモネの花爛漫ステーキサラダのレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「アネモネの花爛漫ステーキサラダ」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51025","43112","0"
"アンナの煉獄蕃茄煮混沌卵のレシピ","1","2015/12/17 15:00:00","28","0","0","料理のレシピ。「アンナの煉獄蕃茄煮混沌卵」がマイルショップに並ぶようになる。","2030/08/01 14:59:59","1","51026","94112","0"
