cbcc2a11a699acb7886289b15d49024fef1a04d677dcd49fb2706c8d82fa9d7c,d180d4ee2853f4fb1509b9d244c642c2bfadf3939cc6ae919d7fce96b42a04f6,b1e16c143a22a718ed4f1769bb67bbc55d5f61cc7502baabef9d66a96afff000,13dde2c0413437e54f1952e613bf65d54f14f9ffec40861ac842dc39a81bbcd5,28dea93882c5f0bf1f9b04de3c11cecfd640c0b5cb9f9ea51abe1e9b21804cce,5ce5af8d01fb1923d2aecbd60baf1b429f8c628bb7257db0cd5ba9a81502bf87,0ae1736af21c848aae3676fc68a22b8e4e752d3f13fa5c17c58f1f09c0889569,9acd7254b14fc1d5e1e7662268c00a4e22b8bce0d4d1ce4c50b01d4a2eb1ab1c,a17c77ce2f70eb563e6a58bafa164457a135b8990147617d8a6b210d1509419c,06157df17104571aa77bbe88a9ebc3317cfd525a1b36136a97416dd4a7889003,688287669bfb4f295885db7f2e1f86fb0f5b0038da48def342a8b17e7e2d98b6
"1","","","3","","0.2","16","","idle","40072","1400720064"
"","","","93","","","0.2","","0","40072","1400720065"
"","","","32","","","400720","","0","40072","1400720066"
"","","","32","","","400721","","0","40072","1400720067"
"","","","32","","","400722","","0","40072","1400720068"
"","","","93","","","2","","0","40072","1400720069"
"","","","32","","","400790","","1","40072","1400720070"
"0","","","103","","","もがいて逃げる","","1400720073","40072","1400720071"
"0","","","103","","","おとなしくしている","","1400720075","40072","1400720072"
"","","","102","","","1","","0","40072","1400720073"
"","","","101","","","1400720077","","","40072","1400720074"
"","","","102","","","2","","0","40072","1400720075"
"","","","101","","","1400720077","","","40072","1400720076"
"","","","91","","","0","","","40072","1400720077"
"","","","93","","","0","","0","40073","1400730001"
"","","","24","","","se_travel_top_ziz_wing","","0.2","40073","1400730002"
"","","","32","","","400790","","0","40073","1400730003"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_panic","40073","1400730004"
"","","","32","","","400724","","1","40073","1400730005"
"0","","","3","","0.2","1000001","","travel_topdrama_r_4007_fall1","40073","1400730006"
"0","","","3","","0.2","9","","fall","40073","1400730007"
"0","","","3","","0.2","16","","fall","40073","1400730008"
"","","","93","","","1.8","","0","40073","1400730009"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_cry","40073","1400730010"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_fall","40073","1400730011"
"","","","93","","","1","","0","40073","1400730012"
"","","","32","","","400740","","1","40073","1400730013"
"","","","93","","","0.2","","0","40073","1400730014"
"0","","","3","","0","1000001","","travel_topdrama_r_4007_fall2","40073","1400730015"
"-180","","0.01","2","","","1000001","","-200","40073","1400730016"
"0","","","3","","0","9","","disappear","40073","1400730017"
"0","","","3","","0","16","","disappear","40073","1400730018"
"","","","32","","","400702","","0","40073","1400730019"
"","","","32","","","400704","","1","40073","1400730020"
"","","","32","","","400705","","1","40073","1400730021"
"","","","32","","","400724","","0","40073","1400730022"
"","","","32","","","400750","","1","40073","1400730023"
"","","","32","","","400751","","1","40073","1400730024"
"","","","32","","","400753","","1","40073","1400730025"
"","","","93","","","0.3","","0","40073","1400730026"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_drop2","40073","1400730027"
"","","","93","","","0.3","","0","40073","1400730028"
"","","","32","","","400741","","1","40073","1400730029"
"","","","32","","","400742","","1","40073","1400730030"
"","","","32","","","400752","","1","40073","1400730031"
"0","","","3","","0.2","1000001","","travel_topdrama_r_4007_fall3","40073","1400730032"
"","","","93","","","0.3","","0","40073","1400730033"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_drop3","40073","1400730034"
"","","","93","","","0.6","","0","40073","1400730035"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_look_around","40073","1400730036"
"","","","91","","","1400730032","","","40073","1400730037"
"0","","","3","","0","1000001","","travel_topdrama_r_4007_fall4_hit","40073","1400730038"
"","","","93","","","0.5","","0","40073","1400730039"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_joy2","40073","1400730040"
"0.5","","0","12","0","","1000001","","10","40073","1400730041"
"","","","93","","","1.5","","0","40073","1400730042"
"","","","111","","","","","","40073","1400730043"
"","","","91","","","0","","","40073","1400730044"
"","","","93","","","0","","0","40074","1400740001"
"","","","24","","","se_travel_top_ziz_wing","","0.2","40074","1400740002"
"","","","32","","","400790","","0","40074","1400740003"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_panic","40074","1400740004"
"","","","32","","","400724","","1","40074","1400740005"
"0","","","3","","0.2","1000001","","travel_topdrama_r_4007_fall1","40074","1400740006"
"0","","","3","","0.2","9","","fall","40074","1400740007"
"0","","","3","","0.2","16","","fall","40074","1400740008"
"","","","93","","","1.8","","0","40074","1400740009"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_cry","40074","1400740010"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_fall","40074","1400740011"
"","","","93","","","1","","0","40074","1400740012"
"","","","32","","","400740","","1","40074","1400740013"
"","","","93","","","0.2","","0","40074","1400740014"
"0","","","3","","0","1000001","","travel_topdrama_r_4007_fall2","40074","1400740015"
"-180","","0.01","2","","","1000001","","-200","40074","1400740016"
"0","","","3","","0","9","","disappear","40074","1400740017"
"0","","","3","","0","16","","disappear","40074","1400740018"
"","","","32","","","400702","","0","40074","1400740019"
"","","","32","","","400704","","1","40074","1400740020"
"","","","32","","","400705","","1","40074","1400740021"
"","","","32","","","400724","","0","40074","1400740022"
"","","","32","","","400750","","1","40074","1400740023"
"","","","32","","","400751","","1","40074","1400740024"
"","","","32","","","400754","","1","40074","1400740025"
"","","","93","","","0.3","","0","40074","1400740026"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_drop2","40074","1400740027"
"","","","93","","","0.3","","0","40074","1400740028"
"","","","32","","","400741","","1","40074","1400740029"
"","","","32","","","400742","","1","40074","1400740030"
"","","","32","","","400752","","1","40074","1400740031"
"0","","","3","","0.2","1000001","","travel_topdrama_r_4007_fall3","40074","1400740032"
"","","","93","","","0.3","","0","40074","1400740033"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_drop3","40074","1400740034"
"","","","93","","","0.6","","0","40074","1400740035"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_look_around","40074","1400740036"
"","","","91","","","1400740032","","","40074","1400740037"
"0","","","3","","0","1000001","","travel_topdrama_r_4007_fall4_hit","40074","1400740038"
"","","","93","","","0.5","","0","40074","1400740039"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_joy2","40074","1400740040"
"0.5","","0","12","0","","1000001","","10","40074","1400740041"
"","","","93","","","1.5","","0","40074","1400740042"
"","","","111","","","","","","40074","1400740043"
"","","","91","","","0","","","40074","1400740044"
"","","","93","","","0","","0","40075","1400750001"
"","","","24","","","se_travel_top_ziz_wing","","0.2","40075","1400750002"
"","","","32","","","400790","","0","40075","1400750003"
"","","","93","","","1","","0","40075","1400750004"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_passaway","40075","1400750005"
"0","","","3","","0.2","1000001","","travel_topdrama_r_4007_grab_move","40075","1400750006"
"0","","","3","","0.2","9","","grab_move","40075","1400750007"
"0","","","3","","0.2","16","","grab_move","40075","1400750008"
"","","","93","","","1.5","","0","40075","1400750009"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_cry_pass","40075","1400750010"
"-270","","0.01","2","","","1000001","","0","40075","1400750011"
"-270","","0.01","2","","","9","","0","40075","1400750012"
"-270","","0.01","2","","","16","","0","40075","1400750013"
"","","","32","","","400702","","0","40075","1400750014"
"","","","32","","","400703","","1","40075","1400750015"
"","","","32","","","400781","","1","40075","1400750016"
"","","","93","","","0.1","","0","40075","1400750017"
"0","","","3","","0","1000001","","travel_topdrama_r_4007_put","40075","1400750018"
"0","","","3","","0","9","","put","40075","1400750019"
"0","","","3","","0","16","","put","40075","1400750020"
"","","","93","","","1.3","","0","40075","1400750021"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_drop1","40075","1400750022"
"","","","32","","","400730","","1","40075","1400750023"
"","","","93","","","1","","0","40075","1400750024"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_dizzy","40075","1400750025"
"","","","93","","","1.2","","0","40075","1400750026"
"0","","","23","","","se_travel_top","","se_travel_top_ziz_joy1","40075","1400750027"
"","","","93","","","0.3","","0","40075","1400750028"
"0.01","","0","12","0","","1000001","","7","40075","1400750029"
"","","","93","","","1","","0","40075","1400750030"
"","","","111","","","","","","40075","1400750031"
"","","","91","","","0","","","40075","1400750032"
"60","1","0","5","-75","0.35","18","run","400991","40091","1400910001"
"58","1","-67","5","-38","0.35","18","run2","400992","40091","1400910002"
"56","1","47","5","-16","0.35","18","run3","400993","40091","1400910003"
"0","","-75","31","0.35","1","400915","","400915","40091","1400910004"
"110","0","0","5","-90","1","0","rare","0","40091","1400910005"
"","","","91","","","0","","0","40091","1400910006"
"0","0","","3","","0","400991","","run","40091","1400910007"
"0","0","","3","","0","400992","","run2","40091","1400910008"
"0","0","","3","","0","400993","","run3","40091","1400910009"
"","","","91","","","0","","0","40091","1400910010"
"100","","8.72","101","0","","1400910007","","100","40091","1400910011"
"1","0","","3","","0","400991","","run","40091","1400910012"
"1","0","","3","","0","400992","","run2","40091","1400910013"
"1","0","","3","","0","400993","","run3","40091","1400910014"
"","","","91","","","0","","0","40091","1400910015"
"51","0","-1000","1","-177","1.46","1","travel_topdrama_r_4009_run","1000001","40092","1400920001"
"60","1","-1000","5","-330","0.8","18","empty","400991","40092","1400920002"
"58","1","-1000","5","-320","0.8","18","empty","400992","40092","1400920003"
"56","1","-1000","5","-280","0.8","18","empty","400993","40092","1400920004"
"53","0","-250","5","-92","1.46","17","travel_topdrama_r_4000_empty","400999","40092","1400920005"
"-1000","","-147","31","1","1","400904","","400904","40092","1400920006"
"-1000","","-330","31","1","0","400912","","400951","40092","1400920007"
"-1000","","-320","31","1","0","400912","","400952","40092","1400920008"
"-1000","","-280","31","1","0","400912","","400953","40092","1400920009"
"-990","","18","31","1","1","400905","","400905","40092","1400920010"
"0","","0","31","1","1","400900","","400900","40092","1400920011"
"0","","0","31","1","1","400901","","400901","40092","1400920012"
"0","","0","31","1","1","400902","","400902","40092","1400920013"
"0","","0","31","1","0","400990","","400990","40092","1400920014"
"0","","0","31","1","1","400009","","400009","40092","1400920015"
"","","","91","","","0","","","40092","1400920016"
"0","","","23","","","se_travel_top","","se_travel_top_flock_foot1","40092","1400920017"
"","","","93","","","0.3","","0","40092","1400920018"
"1","","","3","0","0.2","1000001","","travel_topdrama_r_4009_run","40092","1400920019"
"-177","","2","2","0","","1000001","","0","40092","1400920020"
"18","","2","33","0","","400905","","-50","40092","1400920021"
"-147","","2","33","0","","400904","","0","40092","1400920022"
"","","","93","","","0.7","","0","40092","1400920023"
"0","","","23","","","se_travel_top","","se_travel_top_flock_rumble","40092","1400920024"
"3","","","122","","","3.5","","7","40092","1400920025"
"","","","91","","","1400920020","","","40092","1400920026"
"1","","","3","0","0.2","1000001","","travel_topdrama_r_4009_lookAround","40092","1400920027"
"","","","93","","","1.2","","0","40092","1400920028"
"","","","32","","","400990","","1","40092","1400920029"
"","","","103","","","木の陰に隠れる","","1400920032","40092","1400920030"
"","","","103","","","岩の陰に隠れる","","1400920034","40092","1400920031"
"","","","102","","","1","","0","40092","1400920032"
"","","","101","","","1400920036","","","40092","1400920033"
"","","","102","","","2","","0","40092","1400920034"
"","","","101","","","1400920036","","","40092","1400920035"
"","","","91","","","0","","","40092","1400920036"
"","","","93","","","0.1","","","40093","1400930001"
"","","","32","","","400990","","0","40093","1400930002"
"53","1","-1000","5","-150","0.75","18","empty","400994","40093","1400930003"
"53","1","-1000","5","-160","0.75","18","empty","400995","40093","1400930004"
"-1000","","-150","31","1","0","400911","","400954","40093","1400930005"
"-1000","","-160","31","1","0","400911","","400955","40093","1400930006"
"0","","-177","31","1","0","400906","","400906","40093","1400930007"
"-173","","103","31","1","0","400908","","400908","40093","1400930008"
"0","","0","31","1","0","400916","","400916","40093","1400930009"
"0","","0","31","1","1","400903","","400903","40093","1400930010"
"","","","93","","","0.01","","0","40093","1400930011"
"","","","32","","","400902","","0","40093","1400930012"
"0","","","23","","","se_travel_top","","se_travel_top_flock_hide1","40093","1400930013"
"0","0","","3","0","0","1000001","","travel_topdrama_r_4009_hide_tree","40093","1400930014"
"","","","32","","","400906","","1","40093","1400930015"
"","","","93","","","0.45","","0","40093","1400930016"
"0","","","3","","0","1000001","","travel_topdrama_r_4009_scared_tree","40093","1400930017"
"-92","","0","2","0","","1000001","","-250","40093","1400930018"
"","","","93","","","0.5","","0","40093","1400930019"
"0","","","23","","","se_travel_top","","se_travel_top_flock_pass_away","40093","1400930020"
"4.6","","","122","","","10","","20","40093","1400930021"
"1","","","3","","0","400991","","run","40093","1400930022"
"-330","","3","2","0","","400991","","1500","40093","1400930023"
"","","","32","","","400951","","1","40093","1400930024"
"-330","","3","33","0","","400951","","1500","40093","1400930025"
"","","","93","","","0.4","","0","40093","1400930026"
"1","","","3","","0","400994","","run","40093","1400930027"
"-150","","2.7","2","0","","400994","","1500","40093","1400930028"
"","","","32","","","400954","","1","40093","1400930029"
"-150","","2.7","33","0","","400954","","1500","40093","1400930030"
"","","","93","","","0.2","","0","40093","1400930031"
"1","","","3","","0","400993","","run","40093","1400930032"
"-280","","3","2","0","","400993","","1500","40093","1400930033"
"","","","32","","","400953","","1","40093","1400930034"
"-280","","3","33","0","","400953","","1500","40093","1400930035"
"","","","93","","","0.4","","0","40093","1400930036"
"1","","","3","","0","400995","","run","40093","1400930037"
"-160","","3","2","0","","400995","","1500","40093","1400930038"
"","","","32","","","400955","","1","40093","1400930039"
"-160","","3","33","0","","400955","","1500","40093","1400930040"
"","","","93","","","0.5","","0","40093","1400930041"
"1","","","3","","0","400992","","run","40093","1400930042"
"-320","","2.4","2","0","","400992","","1500","40093","1400930043"
"","","","32","","","400952","","1","40093","1400930044"
