b9025b34bed511c176e87a5623263c3a533ac47f8f98bf4504a22e255565e5e4,76a096a1bcb3caa957e81c5eee74a528c42c37b9b588f208f502b3d79c349d53,284d5a22f1e9652b364598f188273cf56a536d5e601e99277caf4bcf581d46c6,66799aeba7abfffd6ec07431b644b78adf47a2eb3d781aa24d6fa98e70f5845a,e84cec91c3c315bf0dbe88ea2ed567e7e8b88347c32d3a2934f1782088de58fd,6ab57fc0f9264859651606e43cec206c2bc6bb4b6877a792ec046385bd78250a,d7338c515eaaef530f3882d43bcf3120720b20ef08c8d4d388974de28692cc12,099d376bc4ebf516c6add9d3954c94c656f569be208f913c2d666361b5558a6b,e5637f7936dc484cac70befac1f007ac3a21e966c5e4d006fea45f5884998ba8,cde5b0be5d836da2e4d471f65829d2414dcd1f7c19aea06ad6712a4fa0e70de8,074e80f173ac5bc9f08f6935c413947cb95931e70aefc33f4cbf2dcef625f60d
"","-200","","0.01","40074","1000001","-180","2","","1400740016",""
"","disappear","","","40074","9","0","3","","1400740017","0"
"","disappear","","","40074","16","0","3","","1400740018","0"
"","0","","","40074","400702","","32","","1400740019",""
"","1","","","40074","400704","","32","","1400740020",""
"","1","","","40074","400705","","32","","1400740021",""
"","0","","","40074","400724","","32","","1400740022",""
"","1","","","40074","400750","","32","","1400740023",""
"","1","","","40074","400751","","32","","1400740024",""
"","1","","","40074","400754","","32","","1400740025",""
"","0","","","40074","0.3","","93","","1400740026",""
"","se_travel_top_ziz_drop2","","","40074","se_travel_top","0","23","","1400740027",""
"","0","","","40074","0.3","","93","","1400740028",""
"","1","","","40074","400741","","32","","1400740029",""
"","1","","","40074","400742","","32","","1400740030",""
"","1","","","40074","400752","","32","","1400740031",""
"","travel_topdrama_r_4007_fall3","","","40074","1000001","0","3","","1400740032","0.2"
"","0","","","40074","0.3","","93","","1400740033",""
"","se_travel_top_ziz_drop3","","","40074","se_travel_top","0","23","","1400740034",""
"","0","","","40074","0.6","","93","","1400740035",""
"","se_travel_top_ziz_look_around","","","40074","se_travel_top","0","23","","1400740036",""
"","","","","40074","1400740032","","91","","1400740037",""
"","travel_topdrama_r_4007_fall4_hit","","","40074","1000001","0","3","","1400740038","0"
"","0","","","40074","0.5","","93","","1400740039",""
"","se_travel_top_ziz_joy2","","","40074","se_travel_top","0","23","","1400740040",""
"0","10","","0","40074","1000001","0.5","12","","1400740041",""
"","0","","","40074","1.5","","93","","1400740042",""
"","","","","40074","","","111","","1400740043",""
"","","","","40074","0","","91","","1400740044",""
"","0","","","40075","0","","93","","1400750001",""
"","0.2","","","40075","se_travel_top_ziz_wing","","24","","1400750002",""
"","0","","","40075","400790","","32","","1400750003",""
"","0","","","40075","1","","93","","1400750004",""
"","se_travel_top_ziz_passaway","","","40075","se_travel_top","0","23","","1400750005",""
"","travel_topdrama_r_4007_grab_move","","","40075","1000001","0","3","","1400750006","0.2"
"","grab_move","","","40075","9","0","3","","1400750007","0.2"
"","grab_move","","","40075","16","0","3","","1400750008","0.2"
"","0","","","40075","1.5","","93","","1400750009",""
"","se_travel_top_ziz_cry_pass","","","40075","se_travel_top","0","23","","1400750010",""
"","0","","0.01","40075","1000001","-270","2","","1400750011",""
"","0","","0.01","40075","9","-270","2","","1400750012",""
"","0","","0.01","40075","16","-270","2","","1400750013",""
"","0","","","40075","400702","","32","","1400750014",""
"","1","","","40075","400703","","32","","1400750015",""
"","1","","","40075","400781","","32","","1400750016",""
"","0","","","40075","0.1","","93","","1400750017",""
"","travel_topdrama_r_4007_put","","","40075","1000001","0","3","","1400750018","0"
"","put","","","40075","9","0","3","","1400750019","0"
"","put","","","40075","16","0","3","","1400750020","0"
"","0","","","40075","1.3","","93","","1400750021",""
"","se_travel_top_ziz_drop1","","","40075","se_travel_top","0","23","","1400750022",""
"","1","","","40075","400730","","32","","1400750023",""
"","0","","","40075","1","","93","","1400750024",""
"","se_travel_top_ziz_dizzy","","","40075","se_travel_top","0","23","","1400750025",""
"","0","","","40075","1.2","","93","","1400750026",""
"","se_travel_top_ziz_joy1","","","40075","se_travel_top","0","23","","1400750027",""
"","0","","","40075","0.3","","93","","1400750028",""
"0","7","","0","40075","1000001","0.01","12","","1400750029",""
"","0","","","40075","1","","93","","1400750030",""
"","","","","40075","","","111","","1400750031",""
"","","","","40075","0","","91","","1400750032",""
"-75","400991","run","0","40091","18","60","5","1","1400910001","0.35"
"-38","400992","run2","-67","40091","18","58","5","1","1400910002","0.35"
"-16","400993","run3","47","40091","18","56","5","1","1400910003","0.35"
"0.35","400915","","-75","40091","400915","0","31","","1400910004","1"
"-90","0","rare","0","40091","0","110","5","0","1400910005","1"
"","0","","","40091","0","","91","","1400910006",""
"","run","","","40091","400991","0","3","0","1400910007","0"
"","run2","","","40091","400992","0","3","0","1400910008","0"
"","run3","","","40091","400993","0","3","0","1400910009","0"
"","0","","","40091","0","","91","","1400910010",""
"0","100","","8.72","40091","1400910007","100","101","","1400910011",""
"","run","","","40091","400991","1","3","0","1400910012","0"
"","run2","","","40091","400992","1","3","0","1400910013","0"
"","run3","","","40091","400993","1","3","0","1400910014","0"
"","0","","","40091","0","","91","","1400910015",""
"-177","1000001","travel_topdrama_r_4009_run","-1000","40092","1","51","1","0","1400920001","1.46"
"-330","400991","empty","-1000","40092","18","60","5","1","1400920002","0.8"
"-320","400992","empty","-1000","40092","18","58","5","1","1400920003","0.8"
"-280","400993","empty","-1000","40092","18","56","5","1","1400920004","0.8"
"-92","400999","travel_topdrama_r_4000_empty","-250","40092","17","53","5","0","1400920005","1.46"
"1","400904","","-147","40092","400904","-1000","31","","1400920006","1"
"1","400951","","-330","40092","400912","-1000","31","","1400920007","0"
"1","400952","","-320","40092","400912","-1000","31","","1400920008","0"
"1","400953","","-280","40092","400912","-1000","31","","1400920009","0"
"1","400905","","18","40092","400905","-990","31","","1400920010","1"
"1","400900","","0","40092","400900","0","31","","1400920011","1"
"1","400901","","0","40092","400901","0","31","","1400920012","1"
"1","400902","","0","40092","400902","0","31","","1400920013","1"
"1","400990","","0","40092","400990","0","31","","1400920014","0"
"1","400009","","0","40092","400009","0","31","","1400920015","1"
"","","","","40092","0","","91","","1400920016",""
"","se_travel_top_flock_foot1","","","40092","se_travel_top","0","23","","1400920017",""
"","0","","","40092","0.3","","93","","1400920018",""
"0","travel_topdrama_r_4009_run","","","40092","1000001","1","3","","1400920019","0.2"
"0","0","","2","40092","1000001","-177","2","","1400920020",""
"0","-50","","2","40092","400905","18","33","","1400920021",""
"0","0","","2","40092","400904","-147","33","","1400920022",""
"","0","","","40092","0.7","","93","","1400920023",""
"","se_travel_top_flock_rumble","","","40092","se_travel_top","0","23","","1400920024",""
"","7","","","40092","3.5","3","122","","1400920025",""
"","","","","40092","1400920020","","91","","1400920026",""
"0","travel_topdrama_r_4009_lookAround","","","40092","1000001","1","3","","1400920027","0.2"
"","0","","","40092","1.2","","93","","1400920028",""
"","1","","","40092","400990","","32","","1400920029",""
"","1400920032","","","40092","木の陰に隠れる","","103","","1400920030",""
"","1400920034","","","40092","岩の陰に隠れる","","103","","1400920031",""
"","0","","","40092","1","","102","","1400920032",""
"","","","","40092","1400920036","","101","","1400920033",""
"","0","","","40092","2","","102","","1400920034",""
"","","","","40092","1400920036","","101","","1400920035",""
"","","","","40092","0","","91","","1400920036",""
"","","","","40093","0.1","","93","","1400930001",""
"","0","","","40093","400990","","32","","1400930002",""
"-150","400994","empty","-1000","40093","18","53","5","1","1400930003","0.75"
"-160","400995","empty","-1000","40093","18","53","5","1","1400930004","0.75"
"1","400954","","-150","40093","400911","-1000","31","","1400930005","0"
"1","400955","","-160","40093","400911","-1000","31","","1400930006","0"
"1","400906","","-177","40093","400906","0","31","","1400930007","0"
"1","400908","","103","40093","400908","-173","31","","1400930008","0"
"1","400916","","0","40093","400916","0","31","","1400930009","0"
"1","400903","","0","40093","400903","0","31","","1400930010","1"
"","0","","","40093","0.01","","93","","1400930011",""
"","0","","","40093","400902","","32","","1400930012",""
"","se_travel_top_flock_hide1","","","40093","se_travel_top","0","23","","1400930013",""
"0","travel_topdrama_r_4009_hide_tree","","","40093","1000001","0","3","0","1400930014","0"
"","1","","","40093","400906","","32","","1400930015",""
"","0","","","40093","0.45","","93","","1400930016",""
"","travel_topdrama_r_4009_scared_tree","","","40093","1000001","0","3","","1400930017","0"
"0","-250","","0","40093","1000001","-92","2","","1400930018",""
"","0","","","40093","0.5","","93","","1400930019",""
"","se_travel_top_flock_pass_away","","","40093","se_travel_top","0","23","","1400930020",""
"","20","","","40093","10","4.6","122","","1400930021",""
"","run","","","40093","400991","1","3","","1400930022","0"
"0","1500","","3","40093","400991","-330","2","","1400930023",""
"","1","","","40093","400951","","32","","1400930024",""
"0","1500","","3","40093","400951","-330","33","","1400930025",""
"","0","","","40093","0.4","","93","","1400930026",""
"","run","","","40093","400994","1","3","","1400930027","0"
"0","1500","","2.7","40093","400994","-150","2","","1400930028",""
"","1","","","40093","400954","","32","","1400930029",""
"0","1500","","2.7","40093","400954","-150","33","","1400930030",""
"","0","","","40093","0.2","","93","","1400930031",""
"","run","","","40093","400993","1","3","","1400930032","0"
"0","1500","","3","40093","400993","-280","2","","1400930033",""
"","1","","","40093","400953","","32","","1400930034",""
"0","1500","","3","40093","400953","-280","33","","1400930035",""
"","0","","","40093","0.4","","93","","1400930036",""
"","run","","","40093","400995","1","3","","1400930037","0"
"0","1500","","3","40093","400995","-160","2","","1400930038",""
"","1","","","40093","400955","","32","","1400930039",""
"0","1500","","3","40093","400955","-160","33","","1400930040",""
"","0","","","40093","0.5","","93","","1400930041",""
"","run","","","40093","400992","1","3","","1400930042","0"
"0","1500","","2.4","40093","400992","-320","2","","1400930043",""
"","1","","","40093","400952","","32","","1400930044",""
"0","1500","","2.4","40093","400952","-320","33","","1400930045",""
"","","","","40093","1.6","","93","","1400930046",""
"","0","","","40093","0.7","","93","","1400930047",""
"","travel_topdrama_r_4009_relief_tree","","","40093","1000001","0","3","","1400930048","0"
"","travel_topdrama_r_4009_relief_tree","","","40093","400999","0","3","","1400930049","0"
"","1","","","40093","400916","","32","","1400930050",""
"","0","","","40093","0.3","","93","","1400930051",""
"","se_travel_top_flock_relief","","","40093","se_travel_top","0","23","","1400930052",""
"","0","","","40093","0.66","","93","","1400930053",""
"","1","","","40093","400908","","32","","1400930054",""
"","0","","","40093","0.2","","93","","1400930055",""
"","se_travel_top_flock_drop_goldenbox1","","","40093","se_travel_top","0","23","","1400930056",""
"","se_travel_top_flock_surprise","","","40093","se_travel_top","0","23","","1400930057",""
"","0","","","40093","1","","93","","1400930058",""
"","se_travel_top_flock_emote_note","","","40093","se_travel_top","0","23","","1400930059",""
"","0","","","40093","1400930049","","91","","1400930060",""
"","","","","40093","","","111","","1400930061",""
"","0","","","40093","0","","91","","1400930062",""
"","","","","40094","0.1","","93","","1400940001",""
"","0","","","40094","400990","","32","","1400940002",""
"-150","400994","empty","-1000","40094","18","53","5","1","1400940003","0.75"
"-160","400995","empty","-1000","40094","18","53","5","1","1400940004","0.75"
"1","400954","","-150","40094","400911","-1000","31","","1400940005","0"
"1","400955","","-160","40094","400911","-1000","31","","1400940006","0"
"1","400906","","-177","40094","400906","0","31","","1400940007","0"
"1","400908","","103","40094","400908","-173","31","","1400940008","0"
"1","400917","","0","40094","400917","0","31","","1400940009","0"
"1","400903","","0","40094","400903","0","31","","1400940010","1"
"","0","","","40094","0.01","","93","","1400940011",""
"","0","","","40094","400902","","32","","1400940012",""
"","se_travel_top_flock_hide1","","","40094","se_travel_top","0","23","","1400940013",""
"0","travel_topdrama_r_4009_hide_tree","","","40094","1000001","0","3","0","1400940014","0"
"","1","","","40094","400906","","32","","1400940015",""
"","0","","","40094","0.45","","93","","1400940016",""
"","travel_topdrama_r_4009_scared_tree","","","40094","1000001","0","3","","1400940017","0"
"0","-250","","0","40094","1000001","-92","2","","1400940018",""
"","0","","","40094","0.5","","93","","1400940019",""
"","se_travel_top_flock_pass_away","","","40094","se_travel_top","0","23","","1400940020",""
"","20","","","40094","10","4.6","122","","1400940021",""
"","run","","","40094","400991","1","3","","1400940022","0"
"0","1500","","3","40094","400991","-330","2","","1400940023",""
"","1","","","40094","400951","","32","","1400940024",""
"0","1500","","3","40094","400951","-330","33","","1400940025",""
"","0","","","40094","0.4","","93","","1400940026",""
"","run","","","40094","400994","1","3","","1400940027","0"
"0","1500","","2.7","40094","400994","-150","2","","1400940028",""
"","1","","","40094","400954","","32","","1400940029",""
"0","1500","","2.7","40094","400954","-150","33","","1400940030",""
"","0","","","40094","0.2","","93","","1400940031",""
"","run","","","40094","400993","1","3","","1400940032","0"
"0","1500","","3","40094","400993","-280","2","","1400940033",""
"","1","","","40094","400953","","32","","1400940034",""
"0","1500","","3","40094","400953","-280","33","","1400940035",""
"","0","","","40094","0.4","","93","","1400940036",""
"","run","","","40094","400995","1","3","","1400940037","0"
"0","1500","","3","40094","400995","-160","2","","1400940038",""
"","1","","","40094","400955","","32","","1400940039",""
"0","1500","","3","40094","400955","-160","33","","1400940040",""
"","0","","","40094","0.5","","93","","1400940041",""
"","run","","","40094","400992","1","3","","1400940042","0"
"0","1500","","2.4","40094","400992","-320","2","","1400940043",""
"","1","","","40094","400952","","32","","1400940044",""
"0","1500","","2.4","40094","400952","-320","33","","1400940045",""
"","","","","40094","1.6","","93","","1400940046",""
"","0","","","40094","0.7","","93","","1400940047",""
"","travel_topdrama_r_4009_relief_tree","","","40094","1000001","0","3","","1400940048","0"
