aa77f205d56789a5d4e0f20c4511109decd4107fb5794ac855d890abadf85113,de95e74baf452e99d35f199c71887e9ec8e571d15a2211402853574518789ad0,e9b1c8ad1683f17301762e7d55ce57c4ca119a86b86368f301b10488ff827ad5,fadefed80d55b1bec7e3242e7dac71d8ee60119266fbdf0c96ffe419930de9ff,e761191d54ffc9c5ffe13a7ac775b26ab5168441370b0d0056710a35d8e9e2b7,99fd95186da4c3afeca9b62d9758725d69ec6266aff68e464cb73e031f5c6be0,ad68071cfbe1085d9b4e337473dfd9bf1d4135b47b888dbd6758119f639007a9,7ca076144d9a7681987fb66598246a0ede028f8031307e40e19f83aa70630752,acc73b721f201d2957e36a331aca67008d592e60530f71a5b3951aa26db7458e,1d5a05a1307f02825a9e09083aa9a53d398ba893af331af50afa7d29f53df458,a48633e78962c25a81134a2ad81b812a47ccb65b9cb715d94d60a21ee04ed91d
"103711","11","0","もちろんだよ。\n誕生日おめでとう、マツリちゃん。\nこの間の予防注射もきちんと受けてたし\n大人にまた一歩近づいたね♪","10","1","28414","0","0.5","1","28414068"
"0","91","","","","","28414","","","","28414069"
"103711","3","0.2","wac_birthday_idle_smile","1","","28414","","","","28414070"
"104711","3","0.2","wac_birthday_talk_wish","1","","28414","","","","28414071"
"vo_wac_28414","21","","vo_wac_28414_002","0","0","28414","","","","28414072"
"104711","11","0","おめでとう、マツリちゃん。\n私たちだけではなく、\n少年も一緒に準備してくれたんだよ。","10","1","28414","0","0.5","1","28414073"
"28414073","91","","","","","28414","","","","28414074"
"104711","3","0.2","wac_birthday_idle_wish","1","","28414","","","","28414075"
"107111","3","0.2","wac_birthday_talk_doya","1","","28414","","","","28414076"
"vo_wac_28414","21","","vo_wac_28414_003","0","0","28414","","","","28414077"
"107111","11","0","ふふん、マツリちゃんもまた一歩、\nワタシに近づいたということだ。\n良かったな、これからも\nビシバシ鍛えてやるから期待していろ♪","10","1","28414","0","0.5","1","28414078"
"0","91","","","","","28414","","","","28414079"
"100511","3","0.2","wac_birthday_talk_smile","1","","28414","","","","28414080"
"107111","3","0.2","wac_birthday_idle_doya","1","","28414","","","","28414081"
"vo_wac_28414","21","","vo_wac_28414_004","0","0","28414","","","","28414082"
"100511","11","0","うっ……クリスティーナおばさんは\n怖いけど……みんな、ありがとうッス！\nそれにあんたも祝ってくれるなんて、\n自分はすごく幸せ者ッスよー！","10","1","28414","0","0.5","1","28414083"
"0","91","","","","","28414","","","","28414084"
"0","22","","","","","28414","","","","28414085"
"bgm_M321","25","","bgm_M321_2C","","","29014","","","","29014001"
"1","1","2","109211","250","-1000","29014","0","wac_birthday_idle_normal","-70","29014002"
"1","1","2","109411","256","230","29014","1","wac_birthday_idle_wish","-270","29014003"
"1","1","2","109311","257","410","29014","1","wac_birthday_idle_normal","-310","29014004"
"109211","13","","300","","","29014","","","","29014005"
"109411","13","","300","","","29014","","","","29014006"
"109311","13","","300","","","29014","","","","29014007"
"502","31","0","502","0","0","29014","","","1","29014008"
"600","31","1","600","0","0","29014","","","1","29014009"
"602","31","0","602","0","0","29014","","","1","29014010"
"603","31","0","603","0","0","29014","","","1","29014011"
"604","31","1","604","30","60","29014","","","1","29014012"
"615","31","1","615","0","0","29014","","","1","29014013"
"700","31","0","700","0","0","29014","","","1","29014014"
"701","31","0","701","0","0","29014","","","1","29014015"
"702","31","0","702","0","0","29014","","","1","29014016"
"800","31","0","800","0","0","29014","","","1","29014017"
"949","31","1","949","30","60","29014","","","1","29014018"
"1","93","","","","","29014","","","","29014019"
"109311","3","0.2","wac_birthday_reaction_02","0","wac_birthday_reaction_03","29014","0.2","","1","29014020"
"0.1","93","","","","","29014","","","","29014021"
"109411","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_03","29014","0.2","","1","29014022"
"0.3","93","","","","","29014","","","","29014023"
"109211","3","0.2","wac_birthday_run_01","1","","29014","","","","29014024"
"109211","2","","0","-70","3","29014","","","","29014025"
"2.5","93","","","","","29014","","","","29014026"
"602","32","","1","","","29014","","","","29014027"
"0.6","93","","","","","29014","","","","29014028"
"502","32","","1","","","29014","","","","29014029"
"600","32","","0","","","29014","","","","29014030"
"615","32","","0","","","29014","","","","29014031"
"604","32","","0","","","29014","","","","29014032"
"701","32","","1","","","29014","","","","29014033"
"949","33","","0","0","0.01","29014","","","","29014034"
"109211","3","0.2","wac_birthday_blowout_03","0","wac_birthday_wish_04","29014","0.2","","1","29014035"
"109211","2","","-200","-330","0.01","29014","","","","29014036"
"109411","3","0.2","wac_birthday_idle_wish","1","","29014","","","","29014037"
"109411","2","","180","-320","0.01","29014","","","","29014038"
"109311","3","0.2","wac_birthday_idle_normal","1","","29014","","","","29014039"
"109311","2","","320","-340","0.01","29014","","","","29014040"
"0","93","","","","","29014","","","","29014041"
"800","32","","1","","","29014","","","","29014042"
"0.7","93","","","","","29014","","","","29014043"
"702","32","","1","","","29014","","","","29014044"
"0.5","93","","","","","29014","","","","29014045"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","29014","","","","29014046"
"701","32","","0","","","29014","","","","29014047"
"0.4","93","","","","","29014","","","","29014048"
"se_common","23","","se_sys_login_birthday_cracker","0","","29014","","","","29014049"
"700","32","","1","","","29014","","","","29014050"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","29014","","","","29014051"
"109411","3","0.2","wac_birthday_clap_to_wish","0","wac_birthday_idle_wish","29014","0.2","","1","29014052"
"0.1","93","","","","","29014","","","","29014053"
"109311","3","0.2","wac_birthday_clap","0","wac_birthday_idle_normal","29014","0.2","","1","29014054"
"2","93","","","","","29014","","","","29014055"
"1","131","","","","","29014","","","","29014056"
"vo_wac_29014","21","","vo_wac_29014_000","0","0","29014","","","","29014057"
"109211","11","0","これって私の誕生日ケーキだよね！？\nみんなで用意してくれたの！？\nもしかして愛情たっぷりの手作り！？\nかわいー！　美味しそうー！","10","1","29014","0","0.5","1","29014058"
"0","91","","","","","29014","","","","29014059"
"109211","3","0.2","wac_birthday_idle_wish","1","","29014","","","","29014060"
"109411","3","0.2","wac_birthday_talk_smile","1","","29014","","","","29014061"
"vo_wac_29014","21","","vo_wac_29014_001","0","0","29014","","","","29014062"
"109411","11","0","ふふっ、喜んでもらえて良かった……\nアンのそんな顔が見たくて……\nがんばってみたの。\n……ね、ルゥ？","10","1","29014","0","0.5","1","29014063"
"0","91","","","","","29014","","","","29014064"
"109411","3","0.2","wac_birthday_idle_smile","1","","29014","","","","29014065"
"109311","3","0.2","wac_birthday_talk_smile","1","","29014","","","","29014066"
"vo_wac_29014","21","","vo_wac_29014_002","0","0","29014","","","","29014067"
"109311","11","0","そうですよー！\nルゥは今回も大活躍だったんですよ！\n材料をぐるぐるかき混ぜたり、\nかき混ぜたり、かき混ぜたりしました！","10","1","29014","0","0.5","1","29014068"
"0","91","","","","","29014","","","","29014069"
"109311","3","0.2","wac_birthday_idle_smile","1","","29014","","","","29014070"
"109211","3","0.2","wac_birthday_talk_smile","1","","29014","","","","29014071"
"vo_wac_29014","21","","vo_wac_29014_003","0","0","29014","","","","29014072"
"109211","11","0","それじゃ、味わって食べなくちゃね！\nあなたも来てくれてありがとう！\nそうだ、みんなで記念の一枚を撮ろう！\n映写魔法を覚えたから、私に任せて♪","10","1","29014","0","0.5","1","29014073"
"0","91","","","","","29014","","","","29014074"
"0","22","","","","","29014","","","","29014075"
"bgm_M321","25","","bgm_M321_2C","","","30114","","","","30114001"
"1","1","2","102511","250","-1000","30114","0","wac_birthday_idle_normal","-70","30114002"
"1","1","2","102811","256","190","30114","1","wac_birthday_idle_normal","-270","30114003"
"1","1","2","102311","258","320","30114","1","wac_birthday_idle_wish","-310","30114004"
"1","1","2","102111","257","460","30114","1","wac_birthday_idle_smile","-290","30114005"
"102511","13","","300","","","30114","","","","30114006"
"102811","13","","300","","","30114","","","","30114007"
"102311","13","","300","","","30114","","","","30114008"
"102111","13","","300","","","30114","","","","30114009"
"502","31","0","502","0","0","30114","","","1","30114010"
"600","31","1","600","0","0","30114","","","1","30114011"
"602","31","0","602","0","0","30114","","","1","30114012"
"603","31","0","603","0","0","30114","","","1","30114013"
"604","31","1","604","30","60","30114","","","1","30114014"
"615","31","1","615","0","0","30114","","","1","30114015"
"700","31","0","700","0","0","30114","","","1","30114016"
"701","31","0","701","0","0","30114","","","1","30114017"
"702","31","0","702","0","0","30114","","","1","30114018"
"800","31","0","800","0","0","30114","","","1","30114019"
"950","31","1","950","30","60","30114","","","1","30114020"
"1","93","","","","","30114","","","","30114021"
"102311","3","0.2","wac_birthday_reaction_02","0","wac_birthday_reaction_03","30114","0.2","","1","30114022"
"0.1","93","","","","","30114","","","","30114023"
"102811","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_04","30114","0.2","","1","30114024"
"102111","3","0.2","wac_birthday_reaction_01","0","wac_birthday_reaction_03","30114","0.2","","1","30114025"
"0.3","93","","","","","30114","","","","30114026"
"102511","3","0.2","wac_birthday_run_01","1","","30114","","","","30114027"
"102511","2","","0","-70","3","30114","","","","30114028"
"2.5","93","","","","","30114","","","","30114029"
"602","32","","1","","","30114","","","","30114030"
"0.6","93","","","","","30114","","","","30114031"
"502","32","","1","","","30114","","","","30114032"
"600","32","","0","","","30114","","","","30114033"
"615","32","","0","","","30114","","","","30114034"
"604","32","","0","","","30114","","","","30114035"
"701","32","","1","","","30114","","","","30114036"
"950","33","","0","0","0.01","30114","","","","30114037"
"102511","3","0.2","wac_birthday_blowout_03","0","wac_birthday_wish_04","30114","0.2","","1","30114038"
"102511","2","","-200","-330","0.01","30114","","","","30114039"
"102811","3","0.2","wac_birthday_idle_normal","1","","30114","","","","30114040"
"102811","2","","180","-320","0.01","30114","","","","30114041"
"102311","3","0.2","wac_birthday_idle_wish","1","","30114","","","","30114042"
"102311","2","","300","-360","0.01","30114","","","","30114043"
"102111","3","0.2","wac_birthday_idle_smile","1","","30114","","","","30114044"
"102111","2","","440","-340","0.01","30114","","","","30114045"
"0","93","","","","","30114","","","","30114046"
"800","32","","1","","","30114","","","","30114047"
"0.7","93","","","","","30114","","","","30114048"
"702","32","","1","","","30114","","","","30114049"
"0.5","93","","","","","30114","","","","30114050"
"se_common","23","","se_sys_login_birthday_blow_candle","0","","30114","","","","30114051"
"701","32","","0","","","30114","","","","30114052"
"0.4","93","","","","","30114","","","","30114053"
"se_common","23","","se_sys_login_birthday_cracker","0","","30114","","","","30114054"
"700","32","","1","","","30114","","","","30114055"
"se_common","23","","se_sys_login_birthday_calendar_applause","0","","30114","","","","30114056"
"102811","3","0.2","wac_birthday_clap","0","wac_birthday_idle_normal","30114","0.2","","1","30114057"
"0.1","93","","","","","30114","","","","30114058"
"102311","3","0.2","wac_birthday_clap_to_wish","0","wac_birthday_idle_wish","30114","0.2","","1","30114059"
"0.1","93","","","","","30114","","","","30114060"
"102111","3","0.2","wac_birthday_clap","0","wac_birthday_idle_smile","30114","0.2","","1","30114061"
"2","93","","","","","30114","","","","30114062"
"1","131","","","","","30114","","","","30114063"
"vo_wac_30114","21","","vo_wac_30114_000","0","0","30114","","","","30114064"
"102511","11","0","こ、こんな立派な誕生日ケーキ……！\nあの、本当によろしかったんですか？\n私、普段からドジばっかりで、\nお役に立ててる自信がなくて……","10","1","30114","0","0.5","1","30114065"
"0","91","","","","","30114","","","","30114066"
"102511","3","0.2","wac_birthday_idle_sad","1","","30114","","","","30114067"
"102811","3","0.2","wac_birthday_talk_doya","1","","30114","","","","30114068"
"vo_wac_30114","21","","vo_wac_30114_001","0","0","30114","","","","30114069"
"102811","11","0","ふーん、それなら確認してみる？\nアヤネ、クルミ、教えてあげて？","10","1","30114","0","0.5","1","30114070"
"0","91","","","","","30114","","","","30114071"
"102811","3","0.2","wac_birthday_idle_doya","1","","30114","","","","30114072"
"102311","3","0.2","wac_birthday_talk_smile","1","","30114","","","","30114073"
"vo_wac_30114","21","","vo_wac_30114_002","0","0","30114","","","","30114074"
"102311","11","0","スズメがお掃除とか洗濯とか\nしてくれてるおかげで、\n救護院はいつもきれいだよ！","10","1","30114","0","0.5","1","30114075"
"0","91","","","","","30114","","","","30114076"
"102311","3","0.2","wac_birthday_idle_smile","1","","30114","","","","30114077"
"102111","3","0.2","wac_birthday_talk_wish","1","","30114","","","","30114078"
"vo_wac_30114","21","","vo_wac_30114_003","0","0","30114","","","","30114079"
"102111","11","0","お料理も、えっと……\nお砂糖とお塩が入れ替わってる日も\nあるけど、なにも間違えなかった日は、\nすっごくおいしく作れてると思います♪","10","1","30114","0","0.5","1","30114080"
"0","91","","","","","30114","","","","30114081"
"102111","3","0.2","wac_birthday_idle_wish","1","","30114","","","","30114082"
"102811","3","0.2","wac_birthday_talk_smile","1","","30114","","","","30114083"
"vo_wac_30114","21","","vo_wac_30114_004","0","0","30114","","","","30114084"
"102811","11","0","分かったかしら？\nちょっぴりドジが多くたって、\nみんながあなたに感謝してる。\n……改めて、誕生日おめでとう。","10","1","30114","0","0.5","1","30114085"
"0","91","","","","","30114","","","","30114086"
"102811","3","0.2","wac_birthday_idle_smile","1","","30114","","","","30114087"
"102511","3","0.2","wac_birthday_talk_kyapi","1","","30114","","","","30114088"
