16f6f94d2ec4d59cc4807da3fc5d44eb2c12c29f7676088997db926377d2c32d,93d5dd2d147dcf817572478619e0beee6ce7865af09cd07b365d865da868f5ac,1da3ed0da0725ee54a99f2ace182141e687f50e93bf86dee97a9be4e0be4deb3,df24cf291b60fdac9e8b86483dffcdf3f8aa624e8887f458f71a7c2d719cdc16,a36f3557ace1265accf0398cceb20284ee576f8b949b76d0287a8e3c95cb86da,8295ad51a4ffacc970ccde8cd2d6af9037e381d084ce4d20c96043a6175a6130,785cd83989d36c71ff127dfaa43b5454b1fc0cd80c1f8faba0ad76911465d3d7,449fca601ab0376a607b1b5bdf370a99c1726e517397f2ca3813f63b0901769b,23b33cdcb62b4f407ca0dcc5597a0e1d82117c4ef3af0e4038c2fb9a490bae6a,7015b695b9d1b7b756ca7b120e6c27b80c1ef16b8f238ec390992b13f294e39b,5245cb6b2fd5f4e3602e56d9b322f353c857260c8061c822397df4c9d3820ee5,0e621d8ca6123e7c23223afd0b3f06c3b3ac8cd7c5cd7e4107cf96a924420fc4,490553ea07ef8fe4269aaba13043c2b6f03f3918ec9808bf2796f32a5350b7e9,3a1bbe6b0c0130103341eda61a1df7f077d1746a3bda4ac96e0fffeef72255c0,6c3b0313a30e8394614b1d440c92a3151fbd911e37bfa7aca951d5013ebfa832,126fc1d815d99b4a833925660195cfb808656ae560152099107f363e5c05aff2,d0862030797000c5648228b99f66a509193f769a3873136492112ebe159b988f,b5564587772750805cfaad0a60992052923accc5edb7faa83f2cc5d7d4d75ffd,094435e182e420ba4bccdaed68890bb80d85d1669a24b8e635ab753ea472566f,34e2484dc5433b9203d065c8aa49db59e1f1a2fb2699cbf4ead73e1e4632ec01
"4218","0","とうがらしなどの、辛さのもととなっている成分。食欲増進、発汗、血行促進などの効果がある","これ、何と言う？","12459","12469","5","5","5","5","カプサイシ","","12452","1","12503","2","12471","5","4","カプサイシン"
"4219","0","とうがらしの辛さを計る単位。ハバネロは1万程度だが、世界一辛いものだと数百万に到達する","これ、何と言う？","12473","12532","5","5","5","5","スコヴィル","","12451","3","12467","2","12523","5","4","スコヴィル値"
"4220","0","地面に円柱状の穴を掘って、地盤の調査を行うこと。「とある球技」の名前としばしば混同される","これ、何と言う？","12508","12522","5","5","5","5","ボーリング","","12531","2","12540","2","12464","5","4","ボーリング"
"4221","0","オートマ車のギアで、「P」はパーキング、「D」はドライブ。では「N」は？","これ、何と言う？","12491","12488","5","5","5","5","ニュトラル","ニュートラル","12521","2","12517","2","12523","5","4","ニュートラル"
"4222","0","自動車の部品で「方向指示器」と呼ばれるもの、英語ではなんと言う？","これ、何と言う？","12454","12531","5","5","5","5","ウインカー","","12459","1","12452","2","12540","5","4","ウインカー"
"4223","0","冬に道路が凍結し、ツルツル滑る状態。車で走るには非常に危ない","これ、何と言う？","12450","12473","5","5","5","5","アイスバン","アイスバーン","12496","3","12452","2","12531","5","4","アイスバーン"
"4224","0","車のガソリンとして最も一般的な種類。スポーツカーなどに乗らない限り、これを使うのがほとんど","これ、何と言う？","12524","12517","5","5","5","5","レギュラー","","12521","1","12462","2","12540","5","4","レギュラーガソリン"
"4225","0","「USB」の「U」、汎用を目的に作られた規格であることが由来だが、何という言葉の略？","これ、何と言う？","12518","12496","5","5","5","5","ユニバサル","ユニバーサル","12469","3","12491","2","12523","5","4","ユニバーサル"
"4226","4226","","この場所の名前は？","12458","12510","4","5","6","5","オーマの町","","12398","3","12540","1","30010","5","4","オーマの町"
"4227","4227","","この場所の名前は？","12458","12456","5","5","6","5","オーエド町","","12489","3","12540","1","30010","5","4","オーエド町"
"4228","4228","","この場所の名前は？","12475","12488","5","5","5","5","セントール","","12540","3","12531","1","12523","5","4","獣人の国セントールス"
"4229","4229","何というクランバトル\nボスの棲み処？","これ、何と言う？","12513","12523","5","5","5","5","メサルティ","","12486","1","12469","1","12451","5","4","メサルティム"
"4230","4230","何というクランバトル\nボスの棲み処？","これ、何と言う？","12511","12479","5","5","5","5","ミノタウロ","","12454","1","12494","1","12525","5","4","ミノタウロス"
"4231","4231","何というクランバトル\nボスの棲み処？","これ、何と言う？","12484","12531","5","5","5","5","ツインピグ","ツインピツグス","12500","1","12452","1","12464","5","4","ツインピツグス"
"4232","4232","何というクランバトル\nボスの棲み処？","これ、何と言う？","12459","12461","5","5","5","5","カルキノス","","12494","1","12523","1","12473","5","4","カルキノス"
"4233","4233","何というクランバトル\nボスの棲み処？","これ、何と言う？","12458","12524","5","5","5","5","オルレオン","","12458","1","12523","1","12531","5","4","オルレオン"
"4234","4234","何というクランバトル\nボスの棲み処？","これ、何と言う？","12513","12517","5","5","5","5","メデューサ","","12540","1","12487","1","12469","5","4","メデューサ"
"4235","4235","何というクランバトル\nボスの棲み処？","これ、何と言う？","12464","12483","5","5","5","5","グラットン","","12488","1","12521","1","12531","5","4","グラットン"
"4236","4236","何というクランバトル\nボスの棲み処？","これ、何と言う？","12524","12488","5","5","5","5","レサトパル","","12497","1","12469","1","12523","5","4","レサトパルト"
"4237","4237","何というクランバトル\nボスの棲み処？","これ、何と言う？","12469","12479","5","5","5","5","サジタリウ","","12522","1","12472","1","12454","5","4","サジタリウス"
"4238","4238","何というクランバトル\nボスの棲み処？","これ、何と言う？","12450","12466","5","5","5","5","アルゲティ","","12486","1","12523","1","12451","5","4","アルゲティ"
"4239","4239","何というクランバトル\nボスの棲み処？","これ、何と言う？","12450","12450","5","5","5","5","アクアリオ","","12522","1","12463","1","12458","5","4","アクアリオス"
"4240","4240","何というクランバトル\nボスの棲み処？","これ、何と言う？","12488","12506","5","5","5","5","トルペドン","","12489","1","12523","1","12531","5","4","トルペドン"
"4242","0","氷河の浸食によって形成された谷に、海水が入り込むことでできる、細長い入り江。寒冷地に多い","これ、何と言う？","12501","12520","5","5","5","5","フィヨルド","","12523","3","12451","2","12489","5","4","フィヨルド"
"4244","0","強度のある粘着テープで、ダクト管の補強をはじめ様々な用途に使える","これ、何と言う？","12480","12488","5","5","5","5","ダクトテプ","ダクトテープ","12486","2","12463","2","12503","5","4","ダクトテープ"
"4245","0","「五角形」を英語で","これ、何と言う？","12506","12479","5","5","5","5","ペンタゴン","","12468","1","12531","2","12531","5","4","ペンタゴン"
"4246","0","「六角形」を英語で","これ、何と言う？","12504","12469","5","5","5","5","ヘキサゴン","","12468","1","12461","2","12531","5","4","ヘキサゴン"
"4247","0","「七角形」を英語で","これ、何と言う？","12504","12479","5","5","5","5","ヘプタゴン","","12468","2","12503","2","12531","5","4","ヘプタゴン"
"4248","0","「八角形」を英語で","これ、何と言う？","12458","12479","5","5","5","5","オクタゴン","","12468","2","12463","2","12531","5","4","オクタゴン"
"4249","0","「十二角形」を英語で","これ、何と言う？","12489","12459","5","5","5","5","ドデカゴン","","12468","3","12487","2","12531","5","4","ドデカゴン"
"4250","0","「千（単位）」を英語で","これ、何と言う？","12469","12470","5","5","5","5","サウザンド","","12531","2","12454","2","12489","5","4","サウザンド"
"4251","0","「兆（単位）」を英語で","これ、何と言う？","12488","12522","5","5","5","5","トリリオン","","12458","3","12522","2","12531","5","4","トリリオン"
"5001","0","パスタを茹でるとき、あえて歯ごたえを残して茹でること","これ、何と言う？","12450","12487","5","5","5","5","アルデンテ","","12531","1","12523","2","12486","5","5","アルデンテ"
"5002","0","ランドソルのギルドを管理する公的機関","これ、何と言う？","12462","12489","6","5","6","5","ギルド管理","","31649","1","12523","1","29702","5","5","ギルド管理協会"
"5003","0","『アオイ』が友達作りの練習台として作ったブリキの人形","これ、何と言う？","12384","12376","4","4","4","4","だいじょぶ","","12423","2","12356","1","12406","4","5","だいじょぶマイフレンドくん１号"
"5004","0","カタクチイワシを塩漬けにして熟成させた加工食品","これ、何と言う？","12450","12481","5","5","5","5","アンチョビ","","12519","2","12531","2","12499","5","5","アンチョビ"
"5005","0","牛乳などに菌や酵母を混ぜ発酵させたデザート。整腸作用もあり、健康食品として好まれる","これ、何と言う？","12520","12464","5","5","5","5","ヨーグルト","","12523","1","12540","2","12488","5","5","ヨーグルト"
"5006","0","コース料理ではなく、好みの料理をメニューから選んで注文すること","これ、何と言う？","12450","12459","5","5","5","5","アラカルト","","12523","2","12521","2","12488","5","5","アラカルト"
"5007","0","トマト、モッツァレラチーズ、バジルを盛りつけた、「カプリ風」という意味の前菜","これ、何と言う？","12459","12524","5","5","5","5","カプレーゼ","","12540","2","12503","2","12476","5","5","カプレーゼ"
"5010","0","強いお酒を飲むときに、口直しするための飲み物。特に冷水が一般的","これ、何と言う？","12481","12452","5","5","5","5","チェイサー","","12469","2","12455","2","12540","5","5","チェイサー"
"5011","0","世界三大珍味と呼ばれる食べ物。キャビア、トリュフ、あと一つは？","これ、何と言う？","12501","12450","5","5","5","5","フォアグラ","","12464","1","12457","2","12521","5","5","フォアグラ"
"5013","0","ブドウの果汁を煮詰めて樽で熟成発酵させたとろみのあるお酢","これ、何と言う？","12496","12469","5","5","5","5","バルサミコ","","12511","2","12523","2","12467","5","5","バルサミコ酢"
"5014","0","「作品外」という意味で、コース料理の最初に食欲をそそるための軽い前菜","これ、何と言う？","12458","12489","5","5","5","5","オードブル","","12502","2","12540","2","12523","5","5","オードブル"
"5015","0","「ワイン」をベースにして、リンゴやオレンジなどの果物やシナモンを加えた飲み物","これ、何と言う？","12469","12464","5","5","5","5","サングリア","","12522","2","12531","2","12450","5","5","サングリア"
"5016","0","節分の日に食べる太巻き寿司。特定の方角を向いて、無言で食べると良いとされる","これ、何と言う？","12360","12358","4","4","4","4","えほうまき","","12414","1","12411","2","12365","4","5","えほうまき"
"5017","0","ニンニクとオリーブオイルで、エビやキノコなどの具材を煮込んだ料理","これ、何と言う？","12450","12540","5","5","5","5","アヒージョ","","12472","2","12498","2","12519","5","5","アヒージョ"
"5018","0","「テイクアウト」の逆で、店内で食事をすること","これ、何と言う？","12452","12488","5","5","5","5","イートイン","","12452","1","12540","2","12531","5","5","イートイン"
"5020","5020","『アキノ』の家系である、由緒正しい商家","これ、何と言う？","12454","12473","5","5","5","5","ウィスタリ","","12479","2","12451","1","12522","5","5","ウィスタリア家"
"5021","0","ワインをより美味しく味わうために移し替えるガラス容器","これ、何と言う？","12487","12515","5","5","5","5","デキャンタ","","12531","1","12461","2","12479","5","5","デキャンタ"
