db3d8e5178388d641fe1da7a93e50eb89605985c37c8ffc87d90a1ed6e2a2833,75c4f4a1d3df6c8166d3e288863a483435d36fdfd72d253c5778e61cda982384,6d08b8772f649bab5c3f90f40dabe85827135b66e34cb26224501d7f8e957338,96ba1188b290959dcca32e0ef91f32749f71dcc33cb1de8d0e9912ab2820be49,609ee2244b4663ac9fe0dd65a82161dc7d4528910a17b4645d6bfebc91deea2b,662b7d031ea6e3edef4385e1e3a7d5647a02e04e136a876bf18129ad12a5e6bc,9ffdbbc9ea18ee24e3f7b1190614d1e852e112b6b8e4809c7eee229d242c1661,5c168859a4f21100bed6c3d1c533ad55afe965d0a9f9da28f66f52d47a938ad8,b4e40b58d75fa0e7e735550c903bc2b4cf21c2aab5fda1034afed0158ef77835,440c1fe5d28ea054c03658e52ffaa0e35523f59cdb4cdb1fa9417ad7509353b4,348c30ac42de3318f64d7debcf70a17b08d5760b1e595a4a8dc5d4dbf4a5a5ca
"","","91","","","","","0","","21312","21312019"
"","wac_idle_sad","3","","1","1","0.2","110911","","21312","21312020"
"","wac_talk_arm_crossed_in","3","wac_talk_arm_crossed_loop","1","0","0.2","110811","","21312","21312021"
"","vo_wac_220915_001","21","0","","0","","vo_wac_220915","","21312","21312022"
"0","あァ、国家そういうトコあんだよ。\nうちも前に世界救う的なバイトしたけど\nあいつあんときの日給まだくんないわ。","11","1","1","10","0","110811","0.5","21312","21312023"
"","","91","","","","","0","","21312","21312024"
"","wac_idle_arm_crossed","3","","1","1","0.2","110811","","21312","21312025"
"","wac_talk_doya_in_L","3","wac_talk_doya_loop_L","1","0","0.2","111011","","21312","21312026"
"","vo_wac_220915_002","21","0","","0","","vo_wac_220915","","21312","21312027"
"0","まあまあ、落ちつけ後輩たち。\n慌てる理系は貰いが少ないと言うぞ。\n国家予算ともなれば、相応に煩雑な\n手続きがあるのだろう。座して待て。","11","1","1","10","0","111011","0.5","21312","21312028"
"","","91","","","","","0","","21312","21312029"
"","0","22","","","","","0","","21312","21312030"
"","","111","","","","","","","21312","21312031"
"","wac_idle_sad","3","","","1","0.2","110911","","21313","21313001"
"","wac_idle_doya_L","3","","","1","0.2","111011","","21313","21313002"
"","wac_idle_arm_crossed","3","","","1","0.2","110811","","21313","21313003"
"","wac_no_items","3","","","1","0.2","111","","21313","21313004"
"","wac_no_items","3","","","1","0.2","112","","21313","21313005"
"","wac_no_items","3","","","1","0.2","113","","21313","21313006"
"","190","2","0","","-335","","110911","","21313","21313007"
"","-190","2","0","","-360","","111011","","21313","21313008"
"","350","2","0","","-360","","110811","","21313","21313009"
"","190","2","0","","-335","","111","","21313","21313010"
"","-190","2","0","","-360","","112","","21313","21313011"
"","350","2","0","","-360","","113","","21313","21313012"
"","0","32","","","","","40","","21313","21313013"
"","1","32","","","","","41","","21313","21313014"
"","0","32","","","","","16","","21313","21313015"
"","","91","","","","","0","","21313","21313016"
"0","104011","1","-108","-213","202","2","1","wac_default_01","21411","21411001"
"0","111","5","-108","-213","201","2","1","wac_default_02","21411","21411002"
"","32","31","0","1","0","1","32","","21411","21411003"
"","33","31","0","1","0","0","33","","21411","21411004"
"","11","31","0","1","0","0","11","","21411","21411005"
"","wac_paint_01","3","","0","0","0.2","104011","","21411","21411006"
"","wac_paint_02","3","","0","0","0.2","111","","21411","21411007"
"","0","93","","","","","0","","21411","21411008"
"","1","32","","","","","11","","21411","21411009"
"","se_10035700_brush","23","","","0","","se_10035700","","21411","21411010"
"","300","13","","","","","104011","","21411","21411011"
"","","131","","","","","1","","21411","21411012"
"","wac_talk_wish_in","3","wac_talk_wish_loop","1","0","0.2","104011","","21412","21412001"
"","wac_no_items","3","","","1","0.2","111","","21412","21412002"
"","200","2","0","","-340","","104011","","21412","21412003"
"","200","2","0","","-340","","111","","21412","21412004"
"","0","32","","","","","32","","21412","21412005"
"","1","32","","","","","33","","21412","21412006"
"","0","32","","","","","11","","21412","21412007"
"","vo_wac_220916_000","21","0","","0","","vo_wac_220916","","21412","21412008"
"0","おわりました～……\nやっぱり、絵を描くのはいいですね。\nぼっちが一人で絵を描いてても、\nそんなに違和感ないですから。","11","1","1","10","0","104011","0.5","21412","21412009"
"","","91","","","","","0","","21412","21412010"
"","vo_wac_220916_001","21","0","","0","","vo_wac_220916","","21412","21412011"
"0","はっ、そうです！\nこの調子で、ぼっちでも関係ない\n趣味を発掘しまくれば、ぼっちライフも\n充実していくのでは……！？","11","1","1","10","0","104011","0.5","21412","21412012"
"","","91","","","","","0","","21412","21412013"
"","0","22","","","","","0","","21412","21412014"
"","wac_idle_wish","3","","","1","0.2","104011","","21413","21413001"
"","wac_no_items","3","","","1","0.2","111","","21413","21413002"
"","200","2","0","","-340","","104011","","21413","21413003"
"","200","2","0","","-340","","111","","21413","21413004"
"","0","32","","","","","32","","21413","21413005"
"","1","32","","","","","33","","21413","21413006"
"","0","32","","","","","11","","21413","21413007"
"","","91","","","","","0","","21413","21413008"
"0","101211","1","-108","-213","202","2","1","wac_default_11","21511","21511001"
"0","111","5","-108","-213","201","2","1","wac_default_12","21511","21511002"
"","32","31","0","1","0","1","32","","21511","21511003"
"","33","31","0","1","0","0","33","","21511","21511004"
"","11","31","0","1","0","0","11","","21511","21511005"
"","wac_paint_11","3","","0","0","0.2","101211","","21511","21511006"
"","wac_paint_12","3","","0","0","0.2","111","","21511","21511007"
"","0","93","","","","","0.3","","21511","21511008"
"","1","32","","","","","11","","21511","21511009"
"","se_10035700_roller","23","","","0","","se_10035700","","21511","21511010"
"","300","13","","","","","101211","","21511","21511011"
"","","131","","","","","1","","21511","21511012"
"","wac_talk_kyapi_in","3","wac_talk_kyapi_loop","1","0","0.2","101211","","21512","21512001"
"","wac_no_items","3","","","1","0.2","111","","21512","21512002"
"","200","2","0","","-340","","101211","","21512","21512003"
"","200","2","0","","-340","","111","","21512","21512004"
"","0","32","","","","","32","","21512","21512005"
"","1","32","","","","","33","","21512","21512006"
"","0","32","","","","","11","","21512","21512007"
"","vo_wac_220917_000","21","0","","0","","vo_wac_220917","","21512","21512008"
"0","できあがりー！　やったー☆\n……んー、でも、ところどころ\n最後に直したいところもあるなぁ。","11","1","1","10","0","101211","0.5","21512","21512009"
"","","91","","","","","0","","21512","21512010"
"","vo_wac_220917_001","21","0","","0","","vo_wac_220917","","21512","21512011"
"0","というわけで、パパっと\n超能力で直しちゃおう！\nきらーんっ☆\n……スヤァ……","11","1","1","10","0","101211","0.5","21512","21512012"
"","","91","","","","","0","","21512","21512013"
"","0","22","","","","","0","","21512","21512014"
"","wac_idle_sleep","3","","","1","0.2","101211","","21513","21513001"
"","wac_no_items","3","","","1","0.2","111","","21513","21513002"
"","200","2","0","","-340","","101211","","21513","21513003"
"","200","2","0","","-340","","111","","21513","21513004"
"","0","32","","","","","32","","21513","21513005"
"","1","32","","","","","33","","21513","21513006"
"","0","32","","","","","11","","21513","21513007"
"","","91","","","","","0","","21513","21513008"
"0","101511","1","-108","-213","202","2","1","wac_default_01","21611","21611001"
"0","111","5","-108","-213","201","2","1","wac_default_02","21611","21611002"
"","32","31","0","1","0","1","32","","21611","21611003"
"","33","31","0","1","0","0","33","","21611","21611004"
"","11","31","0","1","0","0","11","","21611","21611005"
"","wac_paint_01","3","","0","0","0.2","101511","","21611","21611006"
"","wac_paint_02","3","","0","0","0.2","111","","21611","21611007"
"","0","93","","","","","0","","21611","21611008"
"","1","32","","","","","11","","21611","21611009"
"","se_10035700_brush","23","","","0","","se_10035700","","21611","21611010"
"","300","13","","","","","101511","","21611","21611011"
"","","131","","","","","1","","21611","21611012"
"","wac_talk_wish_in","3","wac_talk_wish_loop","1","0","0.2","101511","","21612","21612001"
"","wac_no_items","3","","","1","0.2","111","","21612","21612002"
"","200","2","0","","-340","","101511","","21612","21612003"
"","200","2","0","","-340","","111","","21612","21612004"
"","0","32","","","","","32","","21612","21612005"
"","1","32","","","","","33","","21612","21612006"
"","0","32","","","","","11","","21612","21612007"
"","vo_wac_220918_000","21","0","","0","","vo_wac_220918","","21612","21612008"
"0","うん、いい絵が描けたわ～♪\nどんどん壁が素敵に彩られていって、\n今から完成が待ち遠しいわね。","11","1","1","10","0","101511","0.5","21612","21612009"
"","","91","","","","","0","","21612","21612010"
"","vo_wac_220918_001","21","0","","0","","vo_wac_220918","","21612","21612011"
"0","今度、子どもたちも\n連れてこようかしら？\nみんなお絵描きは大好きだし、\n喜んでくれると思うの♪","11","1","1","10","0","101511","0.5","21612","21612012"
"","","91","","","","","0","","21612","21612013"
"","0","22","","","","","0","","21612","21612014"
"","wac_idle_wish","3","","","1","0.2","101511","","21613","21613001"
"","wac_no_items","3","","","1","0.2","111","","21613","21613002"
"","200","2","0","","-340","","101511","","21613","21613003"
"","200","2","0","","-340","","111","","21613","21613004"
"","0","32","","","","","32","","21613","21613005"
"","1","32","","","","","33","","21613","21613006"
"","0","32","","","","","11","","21613","21613007"
"","","91","","","","","0","","21613","21613008"
"0","105811","1","-167","-325","204","2","1","wac_default_bot_31","21711","21711001"
"0","118011","1","230","-325","202","2","1","wac_default_51","21711","21711002"
"0","111","5","-167","-325","203","2","1","wac_default_bot_33","21711","21711003"
"0","113","5","230","-325","201","2","1","wac_default_bot_53","21711","21711004"
"","300","13","","","","","118011","","21711","21711005"
"","300","13","","","","","105811","","21711","21711006"
"","37","31","0","1","0","1","37","","21711","21711007"
"","41","31","0","1","0","0","41","","21711","21711008"
"","17","31","0","1","0","0","17","","21711","21711009"
"","wac_paint_bot_31","3","","0","0","0.2","105811","","21711","21711010"
"","wac_paint_bot_33","3","","0","0","0.2","111","","21711","21711011"
"","wac_paint_bot_51","3","","0","0","0.2","118011","","21711","21711012"
"","wac_paint_bot_53","3","","0","0","0.2","113","","21711","21711013"
"","0","93","","","","","0","","21711","21711014"
"","1","32","","","","","17","","21711","21711015"
"","se_sys_login_birthday_calendar_smallbrush","23","","","0","","se_common","","21711","21711016"
"","","131","","","","","1","","21711","21711017"
"","wac_idle_doya","3","","","1","0","118011","","21712","21712001"
"","wac_idle_smile_L","3","","","1","0","105811","","21712","21712002"
"","wac_no_items","3","","","1","0","111","","21712","21712003"
"","wac_no_items","3","","","1","0","113","","21712","21712004"
"","190","2","0","","-335","","118011","","21712","21712005"
"","-190","2","0","","-335","","105811","","21712","21712006"
"","190","2","0","","-335","","111","","21712","21712007"
"","-190","2","0","","-335","","113","","21712","21712008"
"","0","32","","","","","37","","21712","21712009"
"","1","32","","","","","41","","21712","21712010"
"","0","32","","","","","17","","21712","21712011"
"","wac_talk_doya_in","3","wac_talk_doya_loop","1","0","0.2","118011","","21712","21712012"
"","vo_wac_220919_000","21","0","","0","","vo_wac_220919","","21712","21712013"
"0","ようやく描き終えましてよ！\n最高級の絵の具を使用しましたから、\n色落ちなし、乾いても剥がれませんっ！\n完璧な仕事に感謝することですわね♪","11","1","1","10","0","118011","0.5","21712","21712014"
"","","91","","","","","0","","21712","21712015"
"","wac_idle_doya","3","","1","1","0.2","118011","","21712","21712016"
"","wac_talk_sad_in_surprise2","3","wac_talk_sad_loop_surprise2","1","0","0.2","118011","","21712","21712017"
"","vo_wac_220919_001","21","0","","0","","vo_wac_220919","","21712","21712018"
"0","って……あら？\nあああああああっ！！\nわたくしの服に絵の具がついて……！\nおおお、落ちないですわ～～～っ！？","11","1","1","10","0","118011","0.5","21712","21712019"
"","","91","","","","","0","","21712","21712020"
"","0","22","","","","","0","","21712","21712021"
"","","111","","","","","","","21712","21712022"
"","wac_idle_sad_surprise2","3","","","1","0.2","118011","","21713","21713001"
"","wac_idle_smile_L","3","","","1","0.2","105811","","21713","21713002"
"","wac_no_items","3","","","1","0.2","111","","21713","21713003"
"","wac_no_items","3","","","1","0.2","113","","21713","21713004"
"","190","2","0","","-335","","118011","","21713","21713005"
"","-190","2","0","","-335","","105811","","21713","21713006"
"","190","2","0","","-335","","111","","21713","21713007"
"","-190","2","0","","-335","","113","","21713","21713008"
"","0","32","","","","","37","","21713","21713009"
"","1","32","","","","","41","","21713","21713010"
"","0","32","","","","","17","","21713","21713011"
"","","91","","","","","0","","21713","21713012"
"0","104311","1","-108","-213","202","2","1","wac_default_01","21811","21811001"
"0","111","5","-108","-213","201","2","1","wac_default_03","21811","21811002"
"","32","31","0","1","0","1","32","","21811","21811003"
"","33","31","0","1","0","0","33","","21811","21811004"
"","11","31","0","1","0","0","11","","21811","21811005"
"","wac_paint_01","3","","0","0","0.2","104311","","21811","21811006"
"","wac_paint_03","3","","0","0","0.2","111","","21811","21811007"
"","0","93","","","","","0","","21811","21811008"
"","1","32","","","","","11","","21811","21811009"
"","se_10035700_brush","23","","","0","","se_10035700","","21811","21811010"
"","300","13","","","","","104311","","21811","21811011"
"","","131","","","","","1","","21811","21811012"
