fa69314f3eb88dae4f57db6cb0765f86790b8f61e8912fe6d7a179f81362657f,540028fd4c4f4601adb6c4900e0964c3ae1bb38e74f9e9ea63cf58f097f5c618,061af2913efa43e657aef6c0a2f62848060255ba6a8440d4d26d6a0375a8c0eb,b373bef911d4dcc3845b28ee4b181652acc79abe9ce4d7915f141e12bbfca673,d241a1d56c151af578d8ab3fa93d7dc0cf7595b5c23eda430e3a9617ce3f8086,92dc58d96ebbe2baf2dad9903ff441b0dc7584631f4e7c1c461a88cbd8f4670c,ff93ae0dbbf9b1c452aaf574c9dae0cf6f4a88b568a0b1d1f0a03629d742c2e2,3aa373320c34f5fd5d640fea08b3ef1b39748e599273dc662c8136ee62d8b638,c1041a2743e9dd4d2efe769265198dc6b7304de96f69d006fe7be1ead6920dc4,ba5128d426c3874d6ce7bbd131169b28e27fa966adade79905682a9d686debf1,7b7591cead7b996938934993c58b0a01ac2432f7a067ec9217da7fa3eb8377c4
"918","0.1","18_io_accident_in","110111","18_io_accident_loop","0.1","3","","1","0","19180065"
"918","","vo_fpc_21807","vo_fpc","0","","21","","","","19180066"
"918","0","きゃっ水着が！","110111","1","0","11","0.5","0","10","19180067"
"918","","","0","","","91","","","","19180068"
"918","","0","0.5","","","93","","","","19180069"
"918","","vo_fpc_21808","vo_fpc","0","","21","","","","19180070"
"918","0","イオ先生！？\nあらあら～！","113511","1","0","11","0.5","0","10","19180071"
"918","","","0","","","91","","","","19180072"
"918","","0","0.5","","","93","","","","19180073"
"918","0","18_misato_breastStroke_in","113511","cmn_swm_breastStroke","0.1","3","","1","0","19180074"
"918","","0","41","","","32","","","","19180075"
"918","","1","11","","","32","","","","19180076"
"918","","850","113511","3.61990950226244","","2","","","-180","19180077"
"918","","850","11","3.61990950226244","","33","","","-180","19180078"
"918","","","19180059","","","91","","","","19180079"
"918","","","19180077","","","91","","","","19180080"
"919","1.75","117211","1","-850","0","1","19_nozomi_float","-180","22","19190001"
"919","1.75","110011","1","-1150","0","1","19_suzuna_float","-180","22","19190002"
"919","1.4875","117411","1","-750","0","1","19_tsumugi_search","-15","12","19190003"
"919","1","61","6","-180","","31","","1","-820","19190004"
"919","1","1211","121","-180","","31","","1","-850","19190005"
"919","0","1221","122","-180","","31","","1","150","19190006"
"919","1","62","6","-180","","31","","1","-1150","19190007"
"919","1","1212","121","-180","","31","","1","-1180","19190008"
"919","0","1222","122","-180","","31","","1","-180","19190009"
"919","","45","117211","","","13","","","","19190010"
"919","","45","110011","","","13","","","","19190011"
"919","","45","117411","","","13","","","","19190012"
"919","","se_fpc_water_random","se_10053800","","","23","","","1","19190013"
"919","","49","117411","","","13","","","","19190014"
"919","","0","19190012","","","91","","","","19190015"
"919","","330","117411","9.92647058823529","","2","","","-15","19190016"
"919","","0","3.5","","","93","","","","19190017"
"919","","vo_fpc_21900","vo_fpc","0","","21","","","","19190018"
"919","0","ノゾミさん、どこに行ったんでしょう？\n新衣装の案を思いついたのに…","117411","1","0","11","0.5","0","15","19190019"
"919","","","0","","","91","","","","19190020"
"919","","0","0.5","","","93","","","","19190021"
"919","","","19190016","","","91","","","","19190022"
"919","0.1","19_nozomi_float","117211","","","3","","","1","19190023"
"919","0.1","19_tsumugi_notice_in","117411","19_tsumugi_notice_loop","0.1","3","","1","0","19190024"
"919","","0","0.2","","","93","","","","19190025"
"919","","vo_fpc_21901","vo_fpc","0","","21","","","","19190026"
"919","0","あら？　あれは…上流から何か\n光るものが…","117411","1","0","11","0.5","0","10","19190027"
"919","","","0","","","91","","","","19190028"
"919","","0","0.5","","","93","","","","19190029"
"919","","150","117211","7.35294117647059","","2","","12","-180","19190030"
"919","","180","61","7.35294117647059","","33","","12","-180","19190031"
"919","","150","1211","7.35294117647059","","33","","12","-180","19190032"
"919","","-150","110011","7.35294117647059","","2","","12","-180","19190033"
"919","","-150","62","7.35294117647059","","33","","12","-180","19190034"
"919","","-180","1212","7.35294117647059","","33","","12","-180","19190035"
"919","","0","2","","","93","","","","19190036"
"919","0.1","19_tsumugi_dazzled_in","117411","19_tsumugi_dazzled_loop","0.1","3","","1","0","19190037"
"919","","","19190030","","","91","","","","19190038"
"919","","vo_fpc_21902","vo_fpc","0","","21","","","","19190039"
"919","-30","メルクリゾートウィスタリアンズ、\n色んなエリアがあって\nすっごく楽しいね！","117211","1","0","11","0.5","0","10","19190040"
"919","","","0","","","91","","","","19190041"
"919","","0","0.5","","","93","","","","19190042"
"919","","vo_fpc_21903","vo_fpc","0","","21","","","","19190043"
"919","0","ねー♪　めっちゃ映える系？\n写真撮ろ写真～！","110011","1","0","11","0.5","0","10","19190044"
"919","","","0","","","91","","","","19190045"
"919","","0","0.5","","","93","","","","19190046"
"919","","vo_fpc_21904","vo_fpc","0","","21","","","","19190047"
"919","0","え。二人とも何してるんですか！？\nってか眩しすぎません？","117411","1","0","11","0.5","0","10","19190048"
"919","","","0","","","91","","","","19190049"
"919","","0","0.5","","","93","","","","19190050"
"919","","150","61","0","","33","","","-180","19190051"
"919","","120","1211","0","","33","","","-180","19190052"
"919","","1","117211","","","4","","","","19190053"
"919","","19_nozomi_notice_float","117211","19_nozomi_float","0.1","3","","1","0","19190054"
"919","","vo_fpc_21905","vo_fpc","0","","21","","","","19190055"
"919","-30","あ、ツムギ！\nスズナちゃんのカリスマオーラが\nすっごいからだよ！","117211","1","0","11","0.5","0","10","19190056"
"919","","","0","","","91","","","","19190057"
"919","","0","0.5","","","93","","","","19190058"
"919","","vo_fpc_21906","vo_fpc","0","","21","","","","19190059"
"919","0","え～、ノゾミンのアイドルオーラも\nあいかわらずキラッキラで\n鬼やばのやばっしょ！","110011","1","0","11","0.5","0","10","19190060"
"919","","","0","","","91","","","","19190061"
"919","","0","0.5","","","93","","","","19190062"
"919","","180","61","0","","33","","","-180","19190063"
"919","","150","1211","0","","33","","","-180","19190064"
"919","","0","117211","","","4","","","","19190065"
"919","","19_nozomi_notice_float","117211","19_nozomi_float","0.1","3","","1","0","19190066"
"919","","vo_fpc_21907","vo_fpc","0","","21","","","","19190067"
"919","-30","私も負けてられないな♪\nもっともっと輝かないと！","117211","1","0","11","0.5","0","10","19190068"
"919","","","0","","","91","","","","19190069"
"919","","0","0.5","","","93","","","","19190070"
"919","0.1","19_nozomi_pose_in","117211","19_nozomi_pose_loop","0.1","3","","1","0","19190071"
"919","","1","1221","","","32","","","","19190072"
"919","","0","1211","","","32","","","","19190073"
"919","","0","1.5","","","93","","","","19190074"
"919","","vo_fpc_21908","vo_fpc","0","","21","","","","19190075"
"919","0","ウチも、アゲていくよー！\nん～…たー！！","110011","1","0","11","0.5","0","10","19190076"
"919","","","0","","","91","","","","19190077"
"919","","0","0.5","","","93","","","","19190078"
"919","0.1","19_suzuna_pose_in","110011","19_suzuna_pose_loop","0.1","3","","1","0","19190079"
"919","","1","1222","","","32","","","","19190080"
"919","","0","1212","","","32","","","","19190081"
"919","","0","1.5","","","93","","","","19190082"
"919","","1150","117211","7.35294117647059","","2","","","-180","19190083"
"919","","1180","61","7.35294117647059","","33","","","-180","19190084"
"919","","1150","1221","7.35294117647059","","33","","","-180","19190085"
"919","","850","110011","7.35294117647059","","2","","","-180","19190086"
"919","","850","62","7.35294117647059","","33","","","-180","19190087"
"919","","820","1222","7.35294117647059","","33","","","-180","19190088"
"919","","vo_fpc_21909","vo_fpc","0","","21","","","","19190089"
"919","0","ああっ！　さらに眩しくっ！？\nノ、ノゾミさん！　待ってくださーい！","117411","1","0","11","0.5","0","10","19190090"
"919","","","0","","","91","","","","19190091"
"919","","0","0.5","","","93","","","","19190092"
"919","","","19190083","","","91","","","","19190093"
"919","0.1","19_tsumugi_run_in","117411","19_tsumugi_run_loop","0.1","3","","1","0","19190094"
"919","","0","0.3","","","93","","","","19190095"
"919","","750","117411","1.46188652975983","","2","","","-15","19190096"
"919","","","19190096","","","91","","","","19190097"
"920","1.4875","115711","1","-750","0","1","20_kasumi_walk","-15","22","19200001"
"920","1.4875","3","3","-750","0","5","20_kasumi_walk","-15","23","19200002"
"920","","se_fpc_water_random","se_10053800","","","23","","","1","19200003"
"920","","","19200002","","","91","","","","19200004"
"920","","0","115711","4.41176470588235","","2","","0","-15","19200005"
"920","","0","3","4.41176470588235","","2","","0","-15","19200006"
"920","","","0","","","91","","","","19200007"
"920","0.3","20_kasumi_talk","115711","","","3","","","1","19200008"
"920","0.3","20_kasumi_talk","3","","","3","","","1","19200009"
"920","","vo_fpc_22000","vo_fpc","0","","21","","","0","19200010"
"920","0","名探偵カスミのメルクリゾート事件簿\n「プリン消失事件」","115711","1","0","11","0.5","0","10","19200011"
"920","","","0","","","91","","","","19200012"
"920","","0","0.5","","","93","","","","19200013"
"920","0.2","20_kasumi_cool_in","115711","20_kasumi_cool_surprise","0","3","","1","0","19200014"
"920","0.2","20_kasumi_cool_in","3","20_kasumi_cool_loop","0","3","","1","0","19200015"
"920","","vo_fpc_22001","vo_fpc","0","","21","","","0","19200016"
"920","0","フードコートで提供予定だったプリンが\n担当者が目を離した隙にすべて消失…","115711","1","0","11","0.5","0","10","19200017"
"920","","","0","","","91","","","","19200018"
"920","","0","0.5","","","93","","","","19200019"
"920","","vo_fpc_22002","vo_fpc","0","","21","","","0","19200020"
"920","0","衆人環視のフードコートでの犯行。\n移動系の魔法や魔道具の痕跡も無し。","115711","1","0","11","0.5","0","10","19200021"
"920","","","0","","","91","","","","19200022"
"920","","0","0.5","","","93","","","","19200023"
"920","0.2","20_kasumi_cool_anger_in","115711","20_kasumi_cool_anger","0","3","","1","0","19200024"
"920","0.2","20_kasumi_cool_anger_in","3","20_kasumi_cool_loop","0","3","","1","0","19200025"
"920","","vo_fpc_22003","vo_fpc","0","","21","","","0","19200026"
"920","0","関係者のアリバイも完璧だったため\nおそらく犯人は外部の人間。","115711","1","0","11","0.5","0","10","19200027"
"920","","","0","","","91","","","","19200028"
"920","","0","0.5","","","93","","","","19200029"
"920","0.1","20_kasumi_approach_in","115711","20_kasumi_approach_loop","0","3","","1","0","19200030"
"920","0.1","20_kasumi_approach_in","3","20_kasumi_approach_loop","0","3","","1","0","19200031"
"920","","vo_fpc_22004","vo_fpc","0","","21","","","0","19200032"
"920","0","以上の情報からプロファイリング\nできる犯人は…","115711","1","0","11","0.5","0","10","19200033"
"920","","","0","","","91","","","","19200034"
"920","","0","0.5","","","93","","","","19200035"
"920","0.1","20_kasumi_doya_in","115711","20_kasumi_doya_loop","0","3","","1","0","19200036"
"920","0.1","20_kasumi_doya_in","3","20_kasumi_doya_loop","0","3","","1","0","19200037"
"920","","vo_fpc_22005","vo_fpc","0","","21","","","0","19200038"
"920","0","プリンが大好物で壁抜けができ、かつ\nみんなが楽しみにしているプリンを…","115711","1","0","11","0.5","0","10","19200039"
"920","","","0","","","91","","","","19200040"
"920","","0","0.5","","","93","","","","19200041"
"920","","vo_fpc_22006","vo_fpc","0","","21","","","0","19200042"
"920","0","一人で食べつくしても心が痛まない、\n自己中心的な精神構造…","115711","1","0","11","0.5","0","10","19200043"
"920","","","0","","","91","","","","19200044"
"920","","0","0.5","","","93","","","","19200045"
"920","0.2","20_kasumi_thinking","115711","","","3","","","1","19200046"
"920","0.2","20_kasumi_thinking","3","","","3","","","1","19200047"
"920","","vo_fpc_22007","vo_fpc","0","","21","","","0","19200048"
"920","0","果たして、そんな人物が、\n実在するのであろうか…","115711","1","0","11","0.5","0","10","19200049"
"920","","","0","","","91","","","","19200050"
"920","","0","0.5","","","93","","","","19200051"
"920","0.2","20_kasumi_walk","115711","","","3","","","1","19200052"
"920","0.2","20_kasumi_walk","3","","","3","","","1","19200053"
"920","","750","115711","4.41176470588235","","2","","0","-15","19200054"
"920","","750","3","4.41176470588235","","2","","0","-15","19200055"
"920","","","0","","","91","","","","19200056"
"921","1.4875","115711","1","-750","0","1","20_kasumi_walk","-15","22","19210001"
"921","1.4875","3","3","-750","0","5","20_kasumi_walk","-15","23","19210002"
"921","","se_fpc_water_random","se_10053800","","","23","","","1","19210003"
"921","","","19210002","","","91","","","","19210004"
"921","","0","115711","4.41176470588235","","2","","0","-15","19210005"
"921","","0","3","4.41176470588235","","2","","0","-15","19210006"
"921","","","0","","","91","","","","19210007"
"921","0.3","20_kasumi_talk","115711","","","3","","","1","19210008"
"921","0.3","20_kasumi_talk","3","","","3","","","1","19210009"
"921","","vo_fpc_22100","vo_fpc","0","","21","","","0","19210010"
"921","0","名探偵カスミのメルクリゾート事件簿\n「フードコート・全メニュー消失事件」","115711","1","0","11","0.5","0","10","19210011"
"921","","","0","","","91","","","","19210012"
"921","","0","0.5","","","93","","","","19210013"
"921","0.2","20_kasumi_cool_in","115711","20_kasumi_cool_surprise","0","3","","1","0","19210014"
"921","0.2","20_kasumi_cool_in","3","20_kasumi_cool_loop","0","3","","1","0","19210015"
"921","","vo_fpc_22101","vo_fpc","0","","21","","","0","19210016"
"921","0","フードコートで提供予定だった大量の\n料理がいつのまにか全て消失…","115711","1","0","11","0.5","0","10","19210017"
"921","","","0","","","91","","","","19210018"
"921","","0","0.5","","","93","","","","19210019"
"921","0.2","20_kasumi_cool_anger_in","115711","20_kasumi_cool_anger","0","3","","1","0","19210020"
"921","0.2","20_kasumi_cool_anger_in","3","20_kasumi_cool_loop","0","3","","1","0","19210021"
"921","","vo_fpc_22102","vo_fpc","0","","21","","","0","19210022"
"921","0","今回の事件で不可解な点は目撃者たちが\nことごとく口をつぐんでいる点だ。","115711","1","0","11","0.5","0","10","19210023"
"921","","","0","","","91","","","","19210024"
"921","","0","0.5","","","93","","","","19210025"
"921","","vo_fpc_22103","vo_fpc","0","","21","","","0","19210026"
"921","0","『ユース』や『ひめ』等と口にするものの\n皆目をそらして去っていく…","115711","1","0","11","0.5","0","10","19210027"
"921","","","0","","","91","","","","19210028"
"921","","0","0.5","","","93","","","","19210029"
