c38f0ba25673dd1b0e305e7d5c7632359f5690c858620d33df53dd8fd3b9a7d6,168d1f4371108b0228d118419630611d8cac129346d12315b52d9985a3d6ab38,9496ad7de84b0d39419f866fe50cc6901cf11e9b592e0328b851eb41443d6d80,e3270245878879859aa15eabb124de04c3226bdeab9a7dc6c77cb8972077b16a,45f78d6e81619cc63e7bbb535512df7bb212d245a2da19b56f50fb80d13943b4,0da889c4f02393254251ef1aca61970d6f6d5536db73241850f746dba2c62090,e24d0d0dfecb59f4d28be5d783fd28555fd6013097af66de159ef488213fc598,91e6cdfed394606b79134ae9fd663499ab217e2b56d9c05bcec89ff9aa8694f1,8850d7f770d42fed7a7a508ea409a11832506b9e6e82431400d748923b17c1c0,477eea0f4bcf35ee29704d1445d6a97aee752bfaf27e9039f72eeef1f71a086c,7330aabbbb58472f1f401d105164cde298fba369c1906c461b47293354168848,05f4db382a452b2c4a56b338029431e1240f532cbef2567d069bb7deb1f7808f,76c09ba8b8f8869b1eec87a1cb2abd60dc7bbd7a4a70719c241873609109c7b7,d10af51b954974f60f5ebbd6b7338b020de32f04b983fbae38bde0ccea8de1e3,ef16b3d454515e8435d78a9a6f0528b4c17b2270bbf7980d46282d03663cb62e,af0a0b9df40fb858badfbe836df8f2a65edb3988542c8fa0b498cceee893d6f2,9ec63d8de2ef0b9f2ad3dc6753ed9eb8e032ca11474c5a16504b61fe443a8c0d,0e6e7cf38a2a9f1e383f6cacb43774eeb777c8660ff048232399dba81ab6dc6f,dc2e230b3549c4d50a4d2158217120d31291a7d6dcbdcac917e8dcca5debaad8
"6985","3033","30","118","124701","0","117","13","1445","5","0","163","0","0","42","8","0","21","60"
"7415","3513","30","151","124701","0","135","14","1445","5","0","204","0","0","42","8","1","21","74"
"7785","4040","30","151","124701","0","154","15","1445","5","0","270","0","0","42","8","1","21","89"
"8005","4588","30","163","124701","0","169","16","1445","5","0","351","0","0","45","8","1","21","109"
"8375","5111","30","163","124701","0","184","17","1445","5","0","439","0","0","48","8","1","21","141"
"8860","5684","30","163","124701","0","199","18","1445","5","0","543","0","0","48","8","1","21","176"
"9305","6362","30","163","124701","0","220","19","1445","5","0","662","0","0","48","8","1","21","205"
"9630","7135","30","163","124701","0","243","20","1445","5","0","781","0","0","48","8","1","21","235"
"9915","8059","30","163","124701","0","261","21","1445","5","0","912","0","0","48","8","1","21","259"
"10130","9242","30","163","124701","0","277","22","1445","5","0","1030","0","0","48","8","1","21","272"
"10475","10532","30","163","124701","0","301","23","1445","5","0","1101","0","0","48","8","1","21","291"
"11155","11893","30","163","124701","0","324","24","1445","5","0","1162","0","0","48","8","1","21","313"
"11675","13491","30","163","124701","0","338","25","1445","5","0","1225","0","0","48","8","1","21","332"
"12500","15302","30","163","124701","0","344","26","1445","5","0","1264","0","0","48","8","1","21","341"
"13745","17198","30","163","124701","0","349","27","1445","5","0","1288","0","0","48","8","1","21","348"
"14990","19222","30","163","124701","0","354","28","1445","5","0","1312","0","0","48","8","1","21","355"
"16235","21420","30","163","124701","0","359","29","1445","5","0","1337","0","0","48","8","1","21","360"
"17215","23642","30","163","124701","0","379","30","1445","5","0","1363","0","0","48","8","1","21","380"
"18195","25973","30","163","124701","0","399","31","1445","5","0","1389","0","0","48","8","1","21","400"
"19540","28524","30","163","124701","0","404","32","1445","5","0","1415","0","0","48","8","1","21","405"
"21190","31185","30","163","124701","0","404","33","1445","5","0","1440","0","0","48","8","1","21","405"
"22675","33878","30","163","124701","0","419","34","1445","5","0","1464","0","0","48","8","1","21","420"
"24160","36750","30","163","124701","0","434","35","1445","5","0","1488","0","0","48","8","1","21","435"
"25645","39721","30","163","124701","0","450","36","1445","5","0","1512","0","0","48","8","1","21","451"
"26965","42661","30","163","124701","0","482","37","1445","5","0","1536","0","0","48","8","1","21","483"
"28475","45833","30","163","124701","0","498","38","1445","5","0","1560","0","0","48","8","1","21","499"
"110","25","0","0","124801","0","2","2","25","0","0","0","0","0","0","0","0","0","0"
"290","89","0","5","124801","0","4","3","75","0","0","0","0","0","0","0","0","0","0"
"755","194","0","10","124801","0","8","4","105","0","0","0","0","0","0","0","0","0","1"
"1295","343","10","30","124801","0","13","5","105","3","0","0","0","0","0","0","0","0","3"
"2160","553","10","45","124801","0","24","6","195","3","0","0","0","0","0","0","0","0","5"
"3130","800","10","45","124801","0","36","7","665","3","0","0","0","0","0","0","0","0","7"
"4020","1132","10","60","124801","0","44","8","900","3","0","0","0","0","0","0","0","0","9"
"4575","1525","10","100","124801","0","53","9","900","3","0","20","0","0","0","0","0","9","11"
"4785","1981","20","115","124801","0","59","10","900","3","0","50","0","0","0","5","0","18","17"
"5405","2464","30","115","124801","0","63","11","900","3","0","102","0","0","3","7","0","22","22"
"6155","2949","30","115","124801","0","69","12","900","3","0","134","0","0","19","9","0","25","26"
"6685","3479","30","148","124801","0","75","13","900","3","0","167","0","0","35","9","0","25","32"
"7185","4076","30","181","124801","0","82","14","900","3","0","208","0","0","38","9","0","25","37"
"7545","4727","30","201","124801","0","88","15","900","3","0","274","0","0","38","9","0","25","43"
"7845","5429","30","201","124801","0","96","16","900","3","0","368","0","0","41","9","0","25","45"
"8215","5952","30","201","124801","0","111","17","900","3","0","456","0","0","44","9","0","25","77"
"8700","6525","30","201","124801","0","126","18","900","3","0","560","0","0","44","9","0","25","112"
"9085","7411","30","201","124801","0","135","19","900","3","0","695","0","0","44","9","0","25","119"
"9565","8393","30","201","124801","0","148","20","900","3","0","835","0","0","44","9","0","25","124"
"9925","9519","30","201","124801","0","154","21","900","3","0","986","0","0","44","9","0","25","129"
"10195","10803","30","201","124801","0","165","22","900","3","0","1130","0","0","44","9","0","25","137"
"10580","12221","30","201","124801","0","176","23","900","3","0","1241","0","0","44","9","0","25","146"
"11025","13739","30","201","124801","0","186","24","900","3","0","1340","0","0","44","9","0","25","159"
"11655","15390","30","201","124801","0","199","25","900","3","0","1417","0","0","44","9","0","25","172"
"13400","17030","30","201","124801","0","214","26","900","3","0","1474","0","0","44","9","0","25","192"
"14160","18948","30","201","124801","0","227","27","900","3","0","1510","0","0","44","9","0","25","205"
"15285","21088","30","201","124801","0","227","28","900","3","0","1537","0","0","44","9","0","25","205"
"16205","23366","30","201","124801","0","232","29","900","3","0","1565","0","0","44","9","0","25","210"
"16805","25829","30","201","124801","0","237","30","900","3","0","1594","0","0","44","9","0","25","215"
"17725","28366","30","201","124801","0","242","31","900","3","0","1623","0","0","44","9","0","25","220"
"18425","31029","30","201","124801","0","248","32","900","3","0","1652","0","0","44","9","0","25","226"
"19595","33786","30","201","124801","0","254","33","900","3","0","1680","0","0","44","9","0","25","232"
"20495","36723","30","201","124801","0","260","34","900","3","0","1707","0","0","44","9","0","25","238"
"21765","39766","30","201","124801","0","266","35","900","3","0","1734","0","0","44","9","0","25","244"
"22665","42952","30","201","124801","0","273","36","900","3","0","1761","0","0","44","9","0","25","251"
"23985","46202","30","201","124801","0","280","37","900","3","0","1788","0","0","44","9","0","25","258"
"25305","49562","30","201","124801","0","287","38","900","3","0","1815","0","0","44","9","0","25","265"
"65","21","0","5","124901","0","1","2","75","1","0","0","0","0","0","0","0","0","0"
"185","75","0","20","124901","0","4","3","125","2","0","0","0","0","0","0","0","0","0"
"365","174","0","55","124901","0","7","4","295","4","0","0","0","0","0","0","0","0","2"
"635","322","10","105","124901","0","12","5","455","7","0","0","0","0","0","0","0","0","4"
"985","541","10","120","124901","0","20","6","845","11","0","0","0","0","0","3","0","0","5"
"1540","755","10","145","124901","0","29","7","1425","15","0","0","0","0","0","6","0","0","12"
"1970","1108","10","170","124901","0","37","8","1985","15","0","10","0","0","0","9","0","9","14"
"2220","1537","10","195","124901","0","48","9","1985","16","0","40","0","0","0","9","5","23","17"
"2420","2019","20","195","124901","0","53","10","1985","16","0","100","0","0","0","9","10","37","25"
"2620","2483","30","195","124901","0","60","11","2235","18","0","144","0","0","13","9","15","37","31"
"2990","3005","30","195","124901","0","64","12","2235","18","0","198","0","0","36","9","15","37","37"
"3140","3565","30","220","124901","0","73","13","2235","18","0","257","0","0","49","9","15","37","43"
"3140","4190","30","245","124901","0","85","14","2235","18","0","350","0","0","49","9","15","37","47"
"3140","4817","30","245","124901","0","97","15","2235","18","0","474","0","0","49","9","15","37","57"
"3140","5478","30","245","124901","0","109","16","2235","18","0","616","0","0","52","9","15","37","65"
"3190","6160","30","245","124901","0","119","17","2235","18","0","762","0","0","55","9","15","37","78"
"3240","6928","30","245","124901","0","128","18","2235","18","0","937","0","0","55","9","15","37","90"
"3335","7772","30","245","124901","0","145","19","2235","18","0","1073","0","0","55","9","15","37","104"
"3530","8731","30","245","124901","0","168","20","2235","18","0","1184","0","0","55","9","15","37","113"
"3840","9831","30","245","124901","0","186","21","2235","18","0","1279","0","0","55","9","15","37","118"
"4050","11062","30","245","124901","0","211","22","2235","18","0","1353","0","0","55","9","15","37","131"
"4260","12420","30","245","124901","0","236","23","2235","18","0","1394","0","0","55","9","15","37","149"
"4670","13942","30","245","124901","0","250","24","2235","18","0","1423","0","0","55","9","15","37","165"
"4670","15740","30","245","124901","0","256","25","2235","18","0","1456","0","0","55","9","15","37","174"
"6015","17441","30","245","124901","0","271","26","2235","18","0","1480","0","0","55","9","15","37","194"
"7825","19239","30","245","124901","0","283","27","2235","18","0","1498","0","0","55","9","15","37","210"
"9700","21145","30","245","124901","0","298","28","2235","18","0","1523","0","0","55","9","15","37","225"
"10020","23487","30","245","124901","0","303","29","2235","18","0","1556","0","0","55","9","15","37","230"
"10020","25956","30","245","124901","0","313","30","2235","18","0","1606","0","0","55","9","15","37","240"
"10020","28535","30","245","124901","0","323","31","2235","18","0","1656","0","0","55","9","15","37","250"
"10020","31226","30","245","124901","0","333","32","2235","18","0","1705","0","0","55","9","15","37","260"
"10390","34067","30","245","124901","0","339","33","2235","18","0","1743","0","0","55","9","15","37","266"
"10390","37100","30","245","124901","0","345","34","2235","18","0","1779","0","0","55","9","15","37","272"
"10760","40239","30","245","124901","0","351","35","2235","18","0","1815","0","0","55","9","15","37","278"
"10760","43521","30","245","124901","0","358","36","2235","18","0","1851","0","0","55","9","15","37","285"
"11180","46867","30","245","124901","0","365","37","2235","18","0","1887","0","0","55","9","15","37","292"
"11600","50323","30","245","124901","0","372","38","2235","18","0","1923","0","0","55","9","15","37","299"
"65","22","0","0","125001","0","3","2","100","0","0","0","0","0","0","0","0","0","0"
"215","86","0","10","125001","0","5","3","150","0","0","0","0","0","0","0","0","0","0"
"560","189","0","35","125001","0","9","4","210","0","0","0","0","0","0","0","0","0","1"
"1010","338","10","70","125001","0","14","5","210","3","0","0","0","0","0","0","0","0","3"
"1740","541","10","70","125001","0","28","6","390","3","0","0","0","0","0","3","0","0","5"
"2410","788","10","95","125001","0","40","7","860","3","0","0","0","0","0","6","0","0","7"
"3115","1115","10","120","125001","0","48","8","1395","3","0","0","0","0","0","6","0","0","9"
"4100","1442","10","145","125001","0","57","9","1845","3","0","0","0","0","0","6","0","0","18"
"4720","1826","20","160","125001","0","63","10","2145","3","0","10","0","0","5","9","0","0","31"
"5300","2293","30","160","125001","0","67","11","2445","3","0","72","0","0","10","9","0","4","36"
"6050","2775","30","160","125001","0","71","12","2595","3","0","114","0","0","33","11","0","4","38"
"6500","3305","30","185","125001","0","77","13","2715","3","0","163","0","0","49","11","0","4","44"
"6790","3915","30","216","125001","0","82","14","2835","3","0","246","0","0","52","11","0","4","48"
"7040","4559","30","242","125001","0","88","15","2835","3","0","338","0","0","52","11","0","4","54"
"7200","5270","30","242","125001","0","96","16","2835","3","0","442","0","0","55","11","0","4","56"
"7310","6013","30","242","125001","0","102","17","2835","3","0","554","0","0","62","11","0","4","60"
"7440","6824","30","242","125001","0","105","18","2835","3","0","727","0","0","66","11","0","4","65"
"7845","7735","30","242","125001","0","109","19","2835","3","0","888","0","0","66","11","0","4","69"
"8445","8707","30","242","125001","0","115","20","2835","8","0","1017","0","0","66","11","0","4","75"
"8775","9796","30","242","125001","0","121","21","2835","13","0","1184","0","0","66","11","0","4","80"
"8985","11107","30","242","125001","0","127","22","2835","13","0","1357","0","0","66","11","0","4","86"
"9115","12577","30","242","125001","0","132","23","2835","13","0","1492","0","0","66","11","0","4","94"
"9290","14109","30","242","125001","0","142","24","2835","13","0","1624","0","0","66","11","0","4","107"
"9720","15772","30","242","125001","0","155","25","2835","13","0","1721","0","0","66","11","0","4","120"
"10345","17707","30","242","125001","0","155","26","2835","13","0","1788","0","0","66","11","0","4","120"
"10705","19668","30","242","125001","0","168","27","2835","13","0","1828","0","0","66","11","0","4","133"
"11430","21852","30","242","125001","0","168","28","2835","13","0","1859","0","0","66","11","0","4","133"
"11950","24173","30","242","125001","0","173","29","2835","13","0","1891","0","0","66","11","0","4","138"
"12150","26679","30","242","125001","0","178","30","2835","13","0","1924","0","0","66","11","0","4","143"
"12875","29286","30","242","125001","0","178","31","2835","13","0","1957","0","0","66","11","0","4","143"
"13075","32002","30","242","125001","0","184","32","2835","13","0","1990","0","0","66","11","0","4","149"
"13645","34824","30","242","125001","0","190","33","2835","13","0","2022","0","0","66","11","0","4","155"
"13945","37827","30","242","125001","0","196","34","2835","13","0","2053","0","0","66","11","0","4","161"
"14615","40936","30","242","125001","0","202","35","2835","13","0","2084","0","0","66","11","0","4","167"
"14915","44188","30","242","125001","0","209","36","2835","13","0","2115","0","0","66","11","0","4","174"
"15635","47504","30","242","125001","0","216","37","2835","13","0","2146","0","0","66","11","0","4","181"
"16355","50929","30","242","125001","0","223","38","2835","13","0","2177","0","0","66","11","0","4","188"
"65","20","0","0","125101","0","2","2","100","1","0","0","0","0","0","0","0","0","0"
"160","73","0","5","125101","0","6","3","150","3","0","0","0","0","0","0","0","0","0"
"375","175","0","30","125101","0","9","4","320","5","0","0","0","0","0","0","0","0","2"
"800","293","10","50","125101","0","16","5","480","11","0","0","0","0","0","0","0","0","5"
"1215","517","10","50","125101","0","24","6","870","15","0","0","0","0","0","3","0","0","6"
"1535","780","10","75","125101","0","30","7","1710","19","0","0","0","0","0","6","0","0","8"
"2015","1097","10","100","125101","0","38","8","2570","19","0","0","0","0","0","9","0","0","10"
"2480","1416","10","100","125101","0","53","9","3020","26","0","10","0","0","0","9","0","5","20"
"3260","1726","10","100","125101","0","72","10","3320","27","0","30","0","0","5","9","0","10","35"
"3880","2137","30","100","125101","0","75","11","3620","32","0","82","0","0","10","9","0","10","42"
