adfca8b45739638dad6ef9881c6c8275b6f5c054af919cc3e905f6be45dfeea2,20d0e94cb87a9ab78b896f1f08cbd4cb83b1850e86d6aa7f1a09aeec6e80b786,6d9e4e0cc2d4df47a6e4fda63757f3ae7fd1cd79344104e369d4ae209d0c772a,9d399c0a7cae78e90c5c4c583f37e868c84c297a95437f817a56dc18b268e44b,e4af8cbd9a081c6f83a9a5c4e6da445707663aae06f8ab740d0082b8334c21a8
"12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418340","火属性ボーナス特大アップ","1179"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418340","物理防御力（ダウン不可）アップ","1180"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92418340","魔法防御力（ダウン不可）アップ","1181"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92418340","ＴＰダウンカット","1182"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92418340","ダメージ減衰","1183"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418340","ＴＰ上昇上限付与","1184"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418340","ＨＰ吸収ダウン","1185"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92419010","風属性ボーナス特大アップ","1186"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92419010","物理防御力（ダウン不可）アップ","1187"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92419010","魔法防御力（ダウン不可）アップ","1188"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92419010","ＴＰ上昇上限付与","1189"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92419010","ＨＰ吸収ダウン","1190"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92419020","風属性ボーナス特大アップ","1191"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92419020","物理防御力（ダウン不可）アップ","1192"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92419020","魔法防御力（ダウン不可）アップ","1193"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92419020","ＴＰ上昇上限付与","1194"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92419020","ＨＰ吸収ダウン","1195"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92419030","風属性ボーナス特大アップ","1196"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92419030","物理防御力（ダウン不可）アップ","1197"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92419030","魔法防御力（ダウン不可）アップ","1198"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92419030","ＴＰ上昇上限付与","1199"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92419030","ＨＰ吸収ダウン","1200"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92419110","風属性ボーナス特大アップ","1201"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92419110","物理防御力（ダウン不可）アップ","1202"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92419110","魔法防御力（ダウン不可）アップ","1203"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92419110","ＴＰダウンカット","1204"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92419110","ダメージ減衰","1205"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92419110","ＴＰ上昇上限付与","1206"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92419110","ＨＰ吸収ダウン","1207"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92419120","風属性ボーナス特大アップ","1208"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92419120","物理防御力（ダウン不可）アップ","1209"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92419120","魔法防御力（ダウン不可）アップ","1210"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92419120","ＴＰダウンカット","1211"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92419120","ダメージ減衰","1212"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92419120","ＴＰ上昇上限付与","1213"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92419120","ＨＰ吸収ダウン","1214"
"14","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","92419130","風属性ボーナス特大アップ","1215"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92419130","物理防御力（ダウン不可）アップ","1216"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92419130","魔法防御力（ダウン不可）アップ","1217"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92419130","ＴＰダウンカット","1218"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92419130","ダメージ減衰","1219"
