e0386b05761a2b3407ea7cbb53b8c20e930a2b86921647db15b65fb021bfae36,c08a22190b17184c569c6e23b6c67db3410565e61c5a40a55ba2ab0b76349291,71114efc0886203c870d9a9d80128cd70977fdde096fb9402b6f42358c0832e6,9a9cd80d1b5f1c83b87fce442505d698d3df78fc79a832eb6f0190329f78963e,152269f117ccd67782e7f0f148f87fe82fc749f2879d5b43e8f5dbc59db49772,30f5846dc0c4041306982b3de5c828931743123b1eddcc0c2dbd4d2f35590bdb,339bead5d990ff9b9ee6d300e8d49c4ebe886e4e3c2fb0cae35baa1caa53e928,e0281db678d2328c8b826f5a2bd1dd69a7b189f3b879caace0c41943bac4671c,cc193e9d18339094cbd21a3f3eed198ab9197363740057f33f2833cae2c89aeb,fd2ddd5e9472e99c7adcd72c417b0c75e15995a1142fdffce60a21c2cf200f3d,aab9d7bde800f891d156babd2feef3b3b0e1fb0b8895fcb48437fc4ecee866a8
"","21612","0","","21612014","","","22","","","0"
"","21613","wac_idle_wish","1","21613001","","","3","0.2","","101511"
"","21613","wac_no_items","1","21613002","","","3","0.2","","111"
"","21613","200","-340","21613003","","","2","","0","101511"
"","21613","200","-340","21613004","","","2","","0","111"
"","21613","0","","21613005","","","32","","","32"
"","21613","1","","21613006","","","32","","","33"
"","21613","0","","21613007","","","32","","","11"
"","21613","","","21613008","","","91","","","0"
"0","21711","105811","204","21711001","wac_default_bot_31","-325","1","2","-167","1"
"0","21711","118011","202","21711002","wac_default_51","-325","1","2","230","1"
"0","21711","111","203","21711003","wac_default_bot_33","-325","5","2","-167","1"
"0","21711","113","201","21711004","wac_default_bot_53","-325","5","2","230","1"
"","21711","300","","21711005","","","13","","","118011"
"","21711","300","","21711006","","","13","","","105811"
"","21711","37","0","21711007","","1","31","1","0","37"
"","21711","41","0","21711008","","1","31","0","0","41"
"","21711","17","0","21711009","","1","31","0","0","17"
"","21711","wac_paint_bot_31","0","21711010","","0","3","0.2","","105811"
"","21711","wac_paint_bot_33","0","21711011","","0","3","0.2","","111"
"","21711","wac_paint_bot_51","0","21711012","","0","3","0.2","","118011"
"","21711","wac_paint_bot_53","0","21711013","","0","3","0.2","","113"
"","21711","0","","21711014","","","93","","","0"
"","21711","1","","21711015","","","32","","","17"
"","21711","se_sys_login_birthday_calendar_smallbrush","0","21711016","","","23","","","se_common"
"","21711","","","21711017","","","131","","","1"
"","21712","wac_idle_doya","1","21712001","","","3","0","","118011"
"","21712","wac_idle_smile_L","1","21712002","","","3","0","","105811"
"","21712","wac_no_items","1","21712003","","","3","0","","111"
"","21712","wac_no_items","1","21712004","","","3","0","","113"
"","21712","190","-335","21712005","","","2","","0","118011"
"","21712","-190","-335","21712006","","","2","","0","105811"
"","21712","190","-335","21712007","","","2","","0","111"
"","21712","-190","-335","21712008","","","2","","0","113"
"","21712","0","","21712009","","","32","","","37"
"","21712","1","","21712010","","","32","","","41"
"","21712","0","","21712011","","","32","","","17"
"","21712","wac_talk_doya_in","0","21712012","","1","3","0.2","wac_talk_doya_loop","118011"
"","21712","vo_wac_220919_000","0","21712013","","","21","","0","vo_wac_220919"
"0","21712","ようやく描き終えましてよ！\n最高級の絵の具を使用しましたから、\n色落ちなし、乾いても剥がれませんっ！\n完璧な仕事に感謝することですわね♪","10","21712014","0.5","1","11","0","1","118011"
"","21712","","","21712015","","","91","","","0"
"","21712","wac_idle_doya","1","21712016","","1","3","0.2","","118011"
"","21712","wac_talk_sad_in_surprise2","0","21712017","","1","3","0.2","wac_talk_sad_loop_surprise2","118011"
"","21712","vo_wac_220919_001","0","21712018","","","21","","0","vo_wac_220919"
"0","21712","って……あら？\nあああああああっ！！\nわたくしの服に絵の具がついて……！\nおおお、落ちないですわ～～～っ！？","10","21712019","0.5","1","11","0","1","118011"
"","21712","","","21712020","","","91","","","0"
"","21712","0","","21712021","","","22","","","0"
"","21712","","","21712022","","","111","","",""
"","21713","wac_idle_sad_surprise2","1","21713001","","","3","0.2","","118011"
"","21713","wac_idle_smile_L","1","21713002","","","3","0.2","","105811"
"","21713","wac_no_items","1","21713003","","","3","0.2","","111"
"","21713","wac_no_items","1","21713004","","","3","0.2","","113"
"","21713","190","-335","21713005","","","2","","0","118011"
"","21713","-190","-335","21713006","","","2","","0","105811"
"","21713","190","-335","21713007","","","2","","0","111"
"","21713","-190","-335","21713008","","","2","","0","113"
"","21713","0","","21713009","","","32","","","37"
"","21713","1","","21713010","","","32","","","41"
"","21713","0","","21713011","","","32","","","17"
"","21713","","","21713012","","","91","","","0"
"0","21811","104311","202","21811001","wac_default_01","-213","1","2","-108","1"
"0","21811","111","201","21811002","wac_default_03","-213","5","2","-108","1"
"","21811","32","0","21811003","","1","31","1","0","32"
"","21811","33","0","21811004","","1","31","0","0","33"
"","21811","11","0","21811005","","1","31","0","0","11"
"","21811","wac_paint_01","0","21811006","","0","3","0.2","","104311"
"","21811","wac_paint_03","0","21811007","","0","3","0.2","","111"
"","21811","0","","21811008","","","93","","","0"
"","21811","1","","21811009","","","32","","","11"
"","21811","se_10035700_brush","0","21811010","","","23","","","se_10035700"
"","21811","300","","21811011","","","13","","","104311"
"","21811","","","21811012","","","131","","","1"
"","21812","wac_talk_doya_in","0","21812001","","1","3","0.2","wac_talk_doya_loop","104311"
"","21812","wac_no_items","1","21812002","","","3","0.2","","111"
"","21812","200","-340","21812003","","","2","","0","104311"
"","21812","200","-340","21812004","","","2","","0","111"
"","21812","0","","21812005","","","32","","","32"
"","21812","1","","21812006","","","32","","","33"
"","21812","0","","21812007","","","32","","","11"
"","21812","vo_wac_220920_000","0","21812008","","","21","","0","vo_wac_220920"
"0","21812","どうだ、よく描けてるだろ？\n結局のところ、何事も\n練習っていうか、慣れっていうか。","10","21812009","0.5","1","11","0","1","104311"
"","21812","","","21812010","","","91","","","0"
"","21812","vo_wac_220920_001","0","21812011","","","21","","0","vo_wac_220920"
"0","21812","数をこなせばそれなりに\n上達はしていくってことだ。\nこの調子でドンドン描いて、\n仕事の幅を増やすのも悪くないな♪","10","21812012","0.5","1","11","0","1","104311"
"","21812","","","21812013","","","91","","","0"
"","21812","0","","21812014","","","22","","","0"
"","21813","wac_idle_doya","1","21813001","","","3","0.2","","104311"
"","21813","wac_no_items","1","21813002","","","3","0.2","","111"
"","21813","200","-340","21813003","","","2","","0","104311"
"","21813","200","-340","21813004","","","2","","0","111"
"","21813","0","","21813005","","","32","","","32"
"","21813","1","","21813006","","","32","","","33"
"","21813","0","","21813007","","","32","","","11"
"","21813","","","21813008","","","91","","","0"
"0","21911","101711","202","21911001","wac_default_01","-213","1","2","-108","1"
"0","21911","111","201","21911002","wac_default_03","-213","5","2","-108","1"
"","21911","32","0","21911003","","1","31","1","0","32"
"","21911","33","0","21911004","","1","31","0","0","33"
"","21911","11","0","21911005","","1","31","0","0","11"
"","21911","wac_paint_01","0","21911006","","0","3","0.2","","101711"
"","21911","wac_paint_03","0","21911007","","0","3","0.2","","111"
"","21911","0","","21911008","","","93","","","0"
"","21911","1","","21911009","","","32","","","11"
"","21911","se_10035700_brush","0","21911010","","","23","","","se_10035700"
"","21911","300","","21911011","","","13","","","101711"
"","21911","","","21911012","","","131","","","1"
"","21912","wac_talk_sad_in","0","21912001","","1","3","0.2","wac_talk_sad_loop","101711"
"","21912","wac_no_items","1","21912002","","","3","0.2","","111"
"","21912","200","-340","21912003","","","2","","0","101711"
"","21912","200","-340","21912004","","","2","","0","111"
"","21912","0","","21912005","","","32","","","32"
"","21912","1","","21912006","","","32","","","33"
"","21912","0","","21912007","","","32","","","11"
"","21912","vo_wac_220921_000","0","21912008","","","21","","0","vo_wac_220921"
"0","21912","うーん、できたけど……\n慣れてきたせいか、\nちょっと物足りなさも感じるさー","10","21912009","0.5","1","11","0","1","101711"
"","21912","","","21912010","","","91","","","0"
"","21912","wac_talk_smile_in","0","21912011","","1","3","0.2","wac_talk_smile_loop","101711"
"","21912","vo_wac_220921_001","0","21912012","","","21","","0","vo_wac_220921"
"0","21912","そうだ！　もっと激しく踊りながら\n絵を描いてみるのがいいかも！\n体がリズムにノればノるほど、\nきっと筆の方もノってくるさー♪","10","21912013","0.5","1","11","0","1","101711"
"","21912","","","21912014","","","91","","","0"
"","21912","0","","21912015","","","22","","","0"
"","21913","wac_idle_smile","1","21913001","","","3","0.2","","101711"
"","21913","wac_no_items","1","21913002","","","3","0.2","","111"
"","21913","200","-340","21913003","","","2","","0","101711"
"","21913","200","-340","21913004","","","2","","0","111"
"","21913","0","","21913005","","","32","","","32"
"","21913","1","","21913006","","","32","","","33"
"","21913","0","","21913007","","","32","","","11"
"","21913","","","21913008","","","91","","","0"
"0","22011","101411","204","22011001","wac_default_31","-185","1","2","-167","1"
"0","22011","101011","202","22011002","wac_default_51","-185","1","2","230","1"
"0","22011","101711","256","22011003","wac_default_bot_61","-350","1","2","-330","1"
"0","22011","104311","254","22011004","wac_default_bot_71","-350","1","2","340","1"
"0","22011","111","203","22011005","wac_default_31","-185","5","2","-167","1"
"0","22011","113","201","22011006","wac_default_53","-185","5","2","230","1"
"0","22011","114","255","22011007","wac_default_63","-350","5","2","-330","1"
"0","22011","115","253","22011008","wac_default_77","-350","5","2","340","1"
"","22011","300","","22011009","","","13","","","101711"
"","22011","300","","22011010","","","13","","","104311"
"","22011","300","","22011011","","","13","","","101011"
"","22011","300","","22011012","","","13","","","101411"
"","22011","38","0","22011013","","1","31","1","0","38"
"","22011","41","0","22011014","","1","31","0","0","41"
"","22011","15","0","22011015","","1","31","0","0","15"
"","22011","wac_paint_31","0","22011016","","0","3","0.2","","101411"
"","22011","wac_paint_31","0","22011017","","0","3","0.2","","111"
"","22011","wac_paint_51","0","22011018","","0","3","0.2","","101011"
"","22011","wac_paint_53","0","22011019","","0","3","0.2","","113"
"","22011","wac_paint_bot_61","0","22011020","","0","3","0.2","","101711"
"","22011","wac_paint_63","0","22011021","","0","3","0.2","","114"
"","22011","wac_paint_bot_71","0","22011022","","0","3","0.2","","104311"
"","22011","wac_paint_77","0","22011023","","0","3","0.2","","115"
"","22011","0","","22011024","","","93","","","0"
"","22011","1","","22011025","","","32","","","15"
"","22011","se_sys_login_birthday_calendar_smallbrush","0","22011026","","","23","","","se_common"
"","22011","","","22011027","","","131","","","1"
"","22012","wac_idle_smile_L","1","22012001","","","3","0","","101711"
"","22012","wac_idle_doya_L","1","22012002","","","3","0","","104311"
"","22012","wac_idle_smile","1","22012003","","","3","0","","101011"
"","22012","wac_idle_sad_shy","1","22012004","","","3","0","","101411"
"","22012","wac_no_items","1","22012005","","","3","0","","111"
"","22012","wac_no_items","1","22012006","","","3","0","","113"
"","22012","wac_no_items","1","22012007","","","3","0","","114"
"","22012","wac_no_items","1","22012008","","","3","0","","115"
"","22012","-335","-360","22012009","","","2","","0","101711"
"","22012","-190","-335","22012010","","","2","","0","104311"
"","22012","190","-335","22012011","","","2","","0","101011"
"","22012","350","-360","22012012","","","2","","0","101411"
"","22012","-335","-360","22012013","","","2","","0","111"
"","22012","-190","-335","22012014","","","2","","0","113"
"","22012","190","-335","22012015","","","2","","0","114"
"","22012","350","-360","22012016","","","2","","0","115"
"","22012","0","","22012017","","","32","","","38"
"","22012","1","","22012018","","","32","","","41"
"","22012","0","","22012019","","","32","","","15"
"","22012","wac_talk_smile_in","0","22012020","","1","3","0.2","wac_talk_smile_loop","101011"
"","22012","vo_wac_220922_000","0","22012021","","","21","","0","vo_wac_220922"
"0","22012","うちらも、大分絵を描くのが\n上達してきたような気するなぁ。\nどこにお出ししても、恥ずかしくない\n出来栄えやね～♪","10","22012022","0.5","1","11","0","1","101011"
"","22012","","","22012023","","","91","","","0"
"","22012","wac_idle_smile","1","22012024","","1","3","0.2","","101011"
"","22012","wac_talk_doya_in_L","0","22012025","","1","3","0.2","wac_talk_doya_loop_L","104311"
"","22012","vo_wac_220922_001","0","22012026","","","21","","0","vo_wac_220922"
"0","22012","そうだな♪\n競争ってわけじゃねーけど、\n他のギルドに負けないよう、\nもっともっと腕を磨こうぜ！","10","22012027","0.5","1","11","0","1","104311"
"","22012","","","22012028","","","91","","","0"
"","22012","wac_idle_doya_L","1","22012029","","1","3","0.2","","104311"
"","22012","wac_talk_smile_in_L","0","22012030","","1","3","0.2","wac_talk_smile_loop_L","101711"
"","22012","vo_wac_220922_002","0","22012031","","","21","","0","vo_wac_220922"
"0","22012","そうだねー♪\nじゃあまず、普段運動してない\nカスミから鍛えなおすさー！","10","22012032","0.5","1","11","0","1","101711"
"","22012","","","22012033","","","91","","","0"
"","22012","wac_idle_smile_L","1","22012034","","1","3","0.2","","101711"
"","22012","wac_talk_anger_shy","1","22012035","","1","3","0.2","","101411"
"","22012","vo_wac_220922_003","0","22012036","","","21","","0","vo_wac_220922"
"0","22012","い、言いがかりはやめてくれないか！\n大体、体を鍛えるよりデッサン力とか、\nそういうのを磨いた方が有効だ！\n助手くんからも言ってやってくれ！","10","22012037","0.5","1","11","0","1","101411"
