86ece292d2d0f620dfeff38b97dbe371fa6f194c1dc9cadca323ca41a9a53c04,a630e132c61e3fd5d1c80693f158ddfb8bd240ca43bb13788bcfb7e585a755a2,9772ef805cf92dcfb417afb4ee63b9af320c192fe6ea4d80d2107815a912eb03,bb7f3536fbc827b3da06fa3d97d5d0f5bf58851588138f458835b61888fd3343,ae04335d3a4732c85835a823c7e6a24ab62319ca969e89ff8096cf32e53c7a76,6b9397211f1fc973741eb634e4cc30d25e350287201a859a2eb32b36939e787b,2b2993ef73dfb5668d10678b4a9cf7822d0b348b316923867082051648b4bc16,ee75cf91125dbc0f1ef8f4684b25848e59f9a010a55141ba526a5d4eb580d357,48f177966e689178bca2951545efdf65e4e5b8fddc819aa176ed74d1381219fd,cb58a2d71fd78fa702495d8d5d0a7776a661d26db32d8832a96d77d752b84a7e,1cb70445aeddc34de00b14c25073b277309dca62d678e18a47932982093cf669
"3","0","1009810","1009810041","0.2","lsv_talk_guts2_loop","100411","","0","1","lsv_talk_guts2"
"21","0","1009810","1009810042","","0","vo_lsv","","","","vo_lsv_1024"
"11","10","1009810","1009810043","0","1","100411","0","0","1","みゅ～ちゃんを元気にしたり、\nあと特訓！\n向こうでも大丈夫なようにね♪"
"91","","1009810","1009810044","","","0","","","",""
"3","1","1009810","1009810045","","","100411","","0.2","","lsv_idle_guts2_joy"
"3","0","1009810","1009810046","0.2","lsv_talk_doya_loop","103611","","0","1","lsv_talk_doya"
"21","0","1009810","1009810047","","0","vo_lsv","","","","vo_lsv_1025"
"11","10","1009810","1009810048","0","1","103611","0","0","1","…まだまだ、\nやることはいっぱいだね。\n私たちも頑張らないと。"
"91","","1009810","1009810049","","","0","","","",""
"3","1","1009810","1009810050","","","103611","","0.2","","lsv_idle_doya"
"3","0","1009810","1009810051","0.2","lsv_talk_cool_joy_loop","100411","","0","1","lsv_talk_cool_joy"
"21","0","1009810","1009810052","","0","vo_lsv","","","","vo_lsv_1026"
"11","10","1009810","1009810053","0","1","100411","0","0","1","そうそう、その調子！"
"91","","1009810","1009810054","","","0","","","",""
"3","1","1009810","1009810055","","","100411","","0.2","","lsv_idle_cool_joy"
"3","1","1009810","1009810056","","","102011","","0.2","","lsv_talk_wish_joy"
"21","0","1009810","1009810057","","0","vo_lsv","","","","vo_lsv_1027"
"11","10","1009810","1009810058","0","1","102011","0","0","1","じゃあ、まずは\nみゅ～ちゃんに元気に\nなってもらわなくっちゃ！"
"91","","1009810","1009810059","","","0","","","",""
"3","1","1009810","1009810060","","","102011","","0.2","","lsv_idle_wish_joy"
"3","1","1009810","1009810061","","","100411","","0.2","","lsv_talk_cool_loop"
"21","0","1009810","1009810062","","0","vo_lsv","","","","vo_lsv_1028"
"11","10","1009810","1009810063","0","1","100411","0","0","1","元気かー\nにいちゃん。\n何かいいアイデアある？"
"91","","1009810","1009810064","","","0","","","",""
"3","1","1009810","1009810065","","","100411","","0.2","","lsv_idle_cool"
"3","0","1009810","1009810066","0.2","lsv_look_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009810","1009810067","0.2","lsv_look_idle_normal","102011","","0","1","lsv_choice"
"3","0","1009810","1009810068","0.2","lsv_look_idle_normal","103611","","0","1","lsv_choice"
"93","","1009810","1009810069","","","0.1","","","","0"
"2","-235","1009810","1009810070","0.2","0.33","100411","","","2","-452"
"2","-220","1009810","1009810071","0.2","0.33","102011","","","2","420"
"2","-250","1009810","1009810072","0.2","0.33","103611","","","2","545"
"22","1","1009810","1009810073","","","0","","0.2","","0"
"103","0","1009810","1009810074","","","いっぱいご飯をあげる。","","","","1009810077"
"103","0","1009810","1009810075","","","たくさん寝る。","","","","1009810101"
"103","0","1009810","1009810076","","","軽く遊ぶ。","","","","1009810125"
"3","0","1009810","1009810077","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009810","1009810078","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"3","0","1009810","1009810079","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"93","","1009810","1009810080","","","0.1","","","","0"
"2","-235","1009810","1009810081","0.2","0.33","100411","","","2","-200"
"2","-220","1009810","1009810082","0.2","0.33","102011","","","2","100"
"2","-250","1009810","1009810083","0.2","0.33","103611","","","2","270"
"93","","1009810","1009810084","","","0.7","","","","0"
"3","1","1009810","1009810085","","","103611","","0.2","","lsv_talk_joy3_blink"
"21","0","1009810","1009810086","","0","vo_lsv","","","","vo_lsv_1029"
"11","10","1009810","1009810087","0","1","103611","0","0","1","お腹が減っていると\n元気は出ませんからね。\nそんなことわざもありますし。"
"91","","1009810","1009810088","","","0","","","",""
"3","1","1009810","1009810089","","","103611","","0.2","","lsv_idle_normal_joy"
"3","1","1009810","1009810090","","","102011","","0.2","","lsv_talk_joy1"
"21","0","1009810","1009810091","","0","vo_lsv","","","","vo_lsv_1030"
"11","10","1009810","1009810092","0","1","102011","0","0","1","みゅ～ちゃんが喜ぶごはん\nいっぱい作ってあげよ～♪"
"91","","1009810","1009810093","","","0","","","",""
"3","1","1009810","1009810094","","","102011","","0.2","","lsv_idle_joy"
"3","0","1009810","1009810095","0.2","lsv_talk_guts2_joy_loop","100411","","0","1","lsv_talk_guts2_joy"
"21","0","1009810","1009810096","","0","vo_lsv","","","","vo_lsv_1031"
"11","10","1009810","1009810097","0","1","100411","0","0","1","よーし、ミソギもやるぞー！\nスタミナがつく料理、\nどんどん作っちゃおー！"
"91","","1009810","1009810098","","","0","","","",""
"3","1","1009810","1009810099","","","100411","","0.2","","lsv_idle_guts2_joy"
"101","","1009810","1009810100","","","1009810149","","","",""
"3","0","1009810","1009810101","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009810","1009810102","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"3","0","1009810","1009810103","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"93","","1009810","1009810104","","","0.1","","","","0"
"2","-235","1009810","1009810105","0.2","0.33","100411","","","2","-200"
"2","-220","1009810","1009810106","0.2","0.33","102011","","","2","100"
"2","-250","1009810","1009810107","0.2","0.33","103611","","","2","270"
"93","","1009810","1009810108","","","0.7","","","","0"
"3","1","1009810","1009810109","","","100411","","0.2","","lsv_talk_normal_suprise1"
"21","0","1009810","1009810110","","0","vo_lsv","","","","vo_lsv_1032"
"11","10","1009810","1009810111","0","1","100411","0","0","1","つかれてると眠くなるよねー\nじゃあ、みゅ～ちゃんが\n寝やすいようにしてあげよ！"
"91","","1009810","1009810112","","","0","","","",""
"3","1","1009810","1009810113","","","100411","","0.2","","lsv_idle_normal"
"3","1","1009810","1009810114","","","103611","","0.2","","lsv_talk_thinking_talkR"
"21","0","1009810","1009810115","","0","vo_lsv","","","","vo_lsv_1033"
"11","10","1009810","1009810116","0","1","103611","0","0","1","寝やすいように…\n子守歌を歌うとかかな。"
"91","","1009810","1009810117","","","0","","","",""
"3","1","1009810","1009810118","","","103611","","0.2","","lsv_idle_thinking_surprise"
"3","1","1009810","1009810119","","","102011","","0.2","","lsv_talk_joy3"
"21","0","1009810","1009810120","","0","vo_lsv","","","","vo_lsv_1034"
"11","10","1009810","1009810121","0","1","102011","0","0","1","絵本を読んであげるのも\nいいと思うな～\nみんなでしてあげよ♪"
"91","","1009810","1009810122","","","0","","","",""
"3","1","1009810","1009810123","","","102011","","0.2","","lsv_idle_joy"
"101","","1009810","1009810124","","","1009810149","","","",""
"3","0","1009810","1009810125","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009810","1009810126","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"3","0","1009810","1009810127","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"93","","1009810","1009810128","","","0.1","","","","0"
"2","-235","1009810","1009810129","0.2","0.33","100411","","","2","-200"
"2","-220","1009810","1009810130","0.2","0.33","102011","","","2","100"
"2","-250","1009810","1009810131","0.2","0.33","103611","","","2","270"
"93","","1009810","1009810132","","","0.7","","","","0"
"3","1","1009810","1009810133","","","102011","","0.2","","lsv_talk_surprise"
"21","0","1009810","1009810134","","0","vo_lsv","","","","vo_lsv_1035"
"11","10","1009810","1009810135","0","1","102011","0","0","1","えっ？　あそんだら\nもっと疲れちゃったり\nしないかなぁ…？"
"91","","1009810","1009810136","","","0","","","",""
"3","1","1009810","1009810137","","","102011","","0.2","","lsv_idle_surprise"
"3","1","1009810","1009810138","","","100411","","0.2","","lsv_talk_thinking_joyR"
"21","0","1009810","1009810139","","0","vo_lsv","","","","vo_lsv_1036"
"11","10","1009810","1009810140","0","1","100411","0","0","1","でも遊ぶと気持ちが\nスッキリしたりするよねー\n意外とあり…かもっ？"
"91","","1009810","1009810141","","","0","","","",""
"3","1","1009810","1009810142","","","100411","","0.2","","lsv_idle_thinking_joy1"
"3","1","1009810","1009810143","","","103611","","0.2","","lsv_talk_thinking_talkR"
"21","0","1009810","1009810144","","0","vo_lsv","","","","vo_lsv_1037"
"11","10","1009810","1009810145","0","1","103611","0","0","1","すいみんの質を上げる…\nとか、大人の人が言うもんね。\n本当に軽く、やってみよっ。"
"91","","1009810","1009810146","","","0","","","",""
"3","1","1009810","1009810147","","","103611","","0.2","","lsv_idle_thinking_joy1"
"101","","1009810","1009810148","","","1009810149","","","",""
"91","","1009810","1009810149","","","0","","","",""
"102","","1009810","1009810150","","","","","","",""
"22","","1009810","1009810151","","","0","","","","0.2"
"93","","1009810","1009810152","","","0.2","","","",""
"12","1","1009810","1009810153","0","0","102011","0","0","0","11"
"3","1","1009810","1009810154","","","102011","","0.2","","lsv_talk_joy1"
"93","","1009810","1009810155","","","3","","","","0"
"3","1","1009810","1009810156","","","102011","","0.2","","lsv_idle_normal_joyR"
"12","1","1009810","1009810157","0","0","100411","0","0","0","6"
"3","0","1009810","1009810158","0.2","lsv_talk_guts1_loop","100411","","0","1","lsv_talk_guts1"
"93","","1009810","1009810159","","","3","","","","0"
"3","1","1009810","1009810160","","","100411","","0.2","","lsv_idle_joy_normal"
"12","1","1009810","1009810161","0","0","103611","0","0","0","7"
"3","0","1009810","1009810162","0.2","lsv_talk_cool_normal2_loop","103611","","0","1","lsv_talk_cool_normal2"
"93","","1009810","1009810163","","","3","","","","0"
"3","1","1009810","1009810164","","","103611","","0.2","","lsv_idle_normal_joy"
"101","","1009810","1009810165","","","1009810153","","","",""
"6","1","1009810","1009810166","0","1","333","","1","0","1"
"4","","1009810","1009810167","","","100411","","","","1"
"3","1","1009810","1009810168","","","100411","","0.2","","lsv_run"
"2","-235","1009810","1009810169","","0.8","100411","","","0","-750"
"4","","1009810","1009810170","","","102011","","","","0"
"3","1","1009810","1009810171","","","102011","","0.2","","lsv_run"
"2","-220","1009810","1009810172","","0.8","102011","","","0","750"
"4","","1009810","1009810173","","","103611","","","","0"
"3","1","1009810","1009810174","","","103611","","0.2","","lsv_run"
"2","-250","1009810","1009810175","","0.8","103611","","","0","850"
"93","","1009810","1009810176","","","0.6","","","",""
"6","1","1009810","1009810177","0","1","100411","","0.2","0","1"
"6","1","1009810","1009810178","0","1","102011","","0.2","0","1"
"6","1","1009810","1009810179","0","1","103611","","0.2","0","1"
"91","","1009810","1009810180","","","0","","","",""
"1","102","1009811","1009811001","0","-200","1","lsv_idle_normal","1.95","-495","102011"
"1","100","1009811","1009811002","1","100","1","lsv_idle_normal","1.95","-480","103611"
"1","101","1009811","1009811003","1","270","1","lsv_idle_normal","1.95","-510","100411"
"5","0","1009811","1009811004","0","0","1","lsv_white_loop","1","0","333"
"6","1","1009811","1009811005","0","1","333","","0","0","1"
"6","1","1009811","1009811006","0","1","102011","","0","0","1"
"6","1","1009811","1009811007","0","1","103611","","0","0","1"
"6","1","1009811","1009811008","0","1","100411","","0","0","1"
"93","","1009811","1009811009","","","1","","","","0"
"6","1","1009811","1009811010","0","1","333","","0.8","0.4","1"
"3","0","1009811","1009811011","0.2","lsv_idle_normal","102011","","0.2","1","lsv_jump1"
"3","0","1009811","1009811012","0.2","lsv_idle_normal","103611","","0.2","1","lsv_jump1"
"3","0","1009811","1009811013","0.2","lsv_idle_normal","100411","","0.2","1","lsv_jump1"
"93","","1009811","1009811014","","","0.3","","","",""
"2","-235","1009811","1009811015","","0.75","102011","","","0","-200"
"2","-220","1009811","1009811016","","0.75","103611","","","0","100"
"2","-250","1009811","1009811017","","0.75","100411","","","0","270"
"6","1","1009811","1009811018","0","1","102011","","0.4","1","1"
"6","1","1009811","1009811019","0","1","103611","","0.4","1","1"
"6","1","1009811","1009811020","0","1","100411","","0.4","1","1"
"93","","1009811","1009811021","","","2","","","","0"
"3","0","1009811","1009811022","0.2","lsv_talk_doya_loop","100411","","0","1","lsv_talk_doya"
"21","0","1009811","1009811023","","0","vo_lsv","","","","vo_lsv_1121"
"11","10","1009811","1009811024","0","1","100411","0","0","1","みゅ～ちゃんも元気に\nなってきたし、\n特訓開始だね！"
"91","","1009811","1009811025","","","0","","","",""
"3","1","1009811","1009811026","","","100411","","0.2","","lsv_idle_doya"
"3","1","1009811","1009811027","","","103611","","0.2","","lsv_talk_surprise"
"21","0","1009811","1009811028","","0","vo_lsv","","","","vo_lsv_1122"
"11","10","1009811","1009811029","0","1","103611","0","0","1","ミミ。\nおしゃべりのお勉強って\nどんなことをしたの？"
"91","","1009811","1009811030","","","0","","","",""
"3","1","1009811","1009811031","","","103611","","0.2","","lsv_idle_surprise"
"3","1","1009811","1009811032","","","102011","","0.2","","lsv_talk_wish_joy"
"21","0","1009811","1009811033","","0","vo_lsv","","","","vo_lsv_1123"
"11","10","1009811","1009811034","0","1","102011","0","0","1","えへへ♪\nどんなことだと思う～？"
"91","","1009811","1009811035","","","0","","","",""
"3","1","1009811","1009811036","","","102011","","0.2","","lsv_idle_joy"
"3","1","1009811","1009811037","","","100411","","0.2","","lsv_talk_surprise_talkjoy"
"21","0","1009811","1009811038","","0","vo_lsv","","","","vo_lsv_1124"
"11","10","1009811","1009811039","0","1","100411","0","0","1","お、なんだかクイズみたい！\nよーし、当てちゃうぞー！\nえーっと…"
"91","","1009811","1009811040","","","0","","","",""
"3","1","1009811","1009811041","","","100411","","0.2","","lsv_idle_surprise"
"3","1","1009811","1009811042","","","103611","","0.2","","lsv_talk_thinking_talkR"
"21","0","1009811","1009811043","","0","vo_lsv","","","","vo_lsv_1125"
"11","10","1009811","1009811044","0","1","103611","0","0","1","私も考えてみようかな。\nおしゃべりのお勉強…\nおしゃべりのお勉強……"
"91","","1009811","1009811045","","","0","","","",""
"3","1","1009811","1009811046","","","103611","","0.2","","lsv_idle_thinking"
"3","1","1009811","1009811047","","","100411","","0.2","","lsv_idle_thinking"
"21","0","1009811","1009811048","","0","vo_lsv","","","","vo_lsv_1126"
"11","10","1009811","1009811049","0","1","103611","0","0","1","う～ん…"
"11","10","1009811","1009811050","0","1","100411","0","0","1","う～ん…"
"91","","1009811","1009811051","","","0","","","",""
"3","0","1009811","1009811052","0.2","lsv_look_idle_normal","102011","","0","1","lsv_choice"
"3","0","1009811","1009811053","0.2","lsv_look_idle_normal","103611","","0","1","lsv_choice"
"3","0","1009811","1009811054","0.2","lsv_look_idle_normal","100411","","0","1","lsv_choice"
"93","","1009811","1009811055","","","0.1","","","","0"
"2","-235","1009811","1009811056","0.2","0.33","102011","","","2","-452"
"2","-220","1009811","1009811057","0.2","0.33","103611","","","2","420"
"2","-250","1009811","1009811058","0.2","0.33","100411","","","2","545"
