a9e3511f62504dee5e17c095066ed735457d40e701c90c6a705cd2e1ee5117f9,dd8710878833c54ef52de32147f40a72fde9966ac6ebf3a9d3b976443042d67b,84954fa73d673914a832db024baaf4c94c949a99169b230c6e50edeee213732d,f4ebafbdc253259a6e7285e917532d5a461d15407e9ec737253236536359956d,feec7bf0f73f3b19487e8ab0ce44cce6fb90378fa4a34336bfc7fe3913abad23,3236534485f85938636da389f2a87ae38a2ebf9c5013c2bf506173826f3f228d,c2ad364bf9c27a74f7b6cc21f5c97f7e79a0993a1e69a39746de04d05adb7f58,75065995db9554c345fda251f9f878499380110758d2f651c6a5b23068cf5e97,a8a996b0e964f5599285c0c72306e66daa8dabefbf575cd049c4a3f9e416baa9,48842b02976dd836ddf98e93753d9a5d6d539a972674762103951f4ae4da13eb,37638b0dd756bc1d5d890b4b63900e010916015ffca07f57e30ba80a96d73adb,962ae8bfcd96564f620cba79f3ed16d3fd2c5032eaff045f9a7816495c458cbc,fd0126a29005241c0aae8e2dbcd220c54ce9ff7874a5dc59d0d1eee6350a927a,30d984d59fc169ccd5c257d1d215c1ef7a044955cbeeb136602c18061d5c8715,8ee7c4ebf9aaae6d9f55589f9d963b6bf1931a7a5a89532ca6afcf97e4de5e10,f78718f014b3a523ea023fe646e00d8d2f8fb3b7848789a8e4e3bd8125e71d34,582d17c8a7ec24a5637cef64077b1ab755dcd0fa145f88de05b28727a6ccf1f7,fc70ef54208fd7ea72f6db1974a03c69dcc492c0c3bc3b48141e9bbbb264755f,4484362d6a887bd084f50c21a03dc88516b8702ca279d6f545bd2e12f8b2e7ae,df605c30697ff8e0197b3f49fa6f475677cb7de43cf7d9d8d0c8b875f5a64a07,bb79a33e1fd441b3d1927fdc835e072f381e8707b1b38b1076b9fe70ebd8b264,604282b05044024fc41e7153d5469cbf4b636ccc37c8f243771bf7457cfb983a,e4a8de6090573b0924c9ab489ce4f1c3986e4948fe25e20039f5080f03a53524,ea90afd4c38d9e99e6841bfeae993024a181489fa8a867fdb127da810f9f4aa6,b2cda13704c0eed5be12d1b7d950da09d5dc0308ff2730012bb7c3a8d942d138,82d3075e1d845e4e531050963db386307ef134026bccde34d60c2cdf3e910b75,202f66750065a0451cf00ecba6a73db8a33f65fa5a114c15d35af18074decb94,9138ad8ea3118244df58eea1125a6886992e28fed5aa6645ba53e1ec701276fb,56cc56c413f0e4c71d2a429b6337d9f392770d18ed7ceacba106e990cbbc95a6,b1cc78011b6cca0630af1cafed3c0aa7acb9e53618a2051c0be09e668830bad7,5d4c9ce9ebbcdc1d851b68fef195174c3d2690d0d0896c6717cee718259ea165,49af9147d4d3867ec63223b8a94e1558144cbae21124425bdab92d93bb72ab73,a1993a52f46a629a8bd32e4724bff428acf78f277238d0adc8a9578619cffe63,3d1e299a517e00e7390a819d90ebb842a58dd1125c1ac591d704874960b6e80c,16f37a3fcdcd2c24362fb5d875685a908801fbc9c3c78ecbb83c72544f1e22e3,d8ae98947db1a68739dd2539d4ddc5733690325154fcb3fc41428e3cad9c6eb7,7f95212fbe9f8159bf2f6b41ea3af4bbe911e67e15b89730f084e7d6f657f291,7af151b8c6686ad5fcc267cc1df11a08a73ea4f7d8f2b17cf1c905c3719d46d8,f0474ba6dec226de152ffc40d967032f806bd70acd2477391e569d5d3a9dea6a,eafa8a46e0afdedea8281dd4d18ca5166fb9a2aff2e21c2946b63436753646ef
"31","0","10","0","31","31","200000001","31","31","31","30","1","1","23","0","0","31","30","31","31","0","10","31","31","0","0","31","0","0","202200","31","597","31","31","31","0","620220031","4328","31","1"
"32","0","10","0","32","32","200000001","32","32","32","30","1","1","23","0","0","32","32","32","32","0","10","32","32","0","0","32","0","0","202200","32","618","32","32","32","0","620220032","5327","32","1"
"33","0","10","0","33","33","200000001","33","33","33","30","1","1","24","0","0","33","32","33","33","0","10","33","33","0","0","33","0","0","202200","33","619","33","33","33","0","620220033","5647","33","1"
"34","0","10","0","34","34","200000001","34","34","34","30","1","1","24","0","0","34","31","34","34","0","10","34","34","0","0","34","0","0","202200","34","620","34","34","34","0","620220034","5966","34","1"
"35","0","10","0","35","35","200000001","35","35","35","30","1","1","24","0","0","35","31","35","35","0","10","35","35","0","0","35","0","0","202200","35","621","35","35","35","0","620220035","7056","35","1"
"36","0","10","0","36","36","200000001","36","36","36","30","1","1","24","0","0","36","32","36","36","0","10","36","36","0","0","36","0","0","202200","36","621","36","36","36","0","620220036","7180","36","1"
"37","0","10","0","37","37","200000001","37","37","37","30","1","1","30","0","0","37","40","37","37","0","10","37","37","0","0","37","0","0","202200","37","622","37","37","37","0","620220037","7553","37","1"
"38","0","10","0","38","38","200000001","38","38","38","30","1","1","35","0","0","38","47","38","38","0","10","38","38","0","0","38","0","0","202200","38","623","38","38","38","0","620220038","7925","38","1"
"39","0","10","0","39","39","200000001","39","39","39","30","1","1","35","0","0","39","48","39","39","0","10","39","39","0","0","39","0","0","202200","39","724","39","39","39","0","620220039","9670","39","1"
"40","0","10","0","40","40","200000001","40","40","40","30","1","1","36","0","0","40","48","40","40","0","10","40","40","0","0","40","0","0","202200","40","825","40","40","40","0","620220040","11416","40","1"
"41","0","10","0","41","41","200000001","41","41","41","30","1","1","36","0","0","41","49","41","41","0","10","41","41","0","0","41","0","0","202200","41","926","41","41","41","0","620220041","13161","41","1"
"42","0","10","0","42","42","200000001","42","42","42","30","1","1","38","0","0","42","51","42","42","0","10","42","42","0","0","42","0","0","202200","42","1008","42","42","42","0","620220042","13352","42","1"
"43","0","10","0","43","43","200000001","43","43","43","30","1","1","39","0","0","43","52","43","43","0","10","43","43","0","0","43","0","0","202200","43","1079","43","43","43","0","620220043","14137","43","1"
"44","0","10","0","44","44","200000001","44","44","44","30","1","1","40","0","0","44","53","44","44","0","10","44","44","0","0","44","0","0","202200","44","1150","44","44","44","0","620220044","14921","44","1"
"45","0","10","0","45","45","200000001","45","45","45","30","1","1","40","0","0","45","54","45","45","0","10","45","45","0","0","45","0","0","202200","45","1185","45","45","45","0","620220045","16208","45","1"
"46","0","10","0","46","46","200000001","46","46","46","30","1","1","41","0","0","46","55","46","46","0","10","46","46","0","0","46","0","0","202200","46","1221","46","46","46","0","620220046","17494","46","1"
"47","0","10","0","47","47","200000001","47","47","47","30","1","1","41","0","0","47","55","47","47","0","10","47","47","0","0","47","0","0","202200","47","1256","47","47","47","0","620220047","18781","47","1"
"48","0","10","0","48","48","200000001","48","48","48","30","1","1","41","0","0","48","56","48","48","0","10","48","48","0","0","48","0","0","202200","48","1291","48","48","48","0","620220048","20067","48","1"
"49","0","10","0","49","49","200000001","49","49","49","30","1","1","45","0","0","49","61","49","49","0","10","49","49","0","0","49","0","0","202200","49","1379","49","49","49","0","620220049","22519","49","1"
"50","0","10","0","50","50","200000001","50","50","50","30","1","1","48","0","0","50","68","50","50","0","10","50","50","0","0","50","0","0","202200","50","1468","50","50","50","0","620220050","24972","50","1"
"51","0","10","0","51","51","200000001","51","51","51","30","1","1","51","0","0","51","73","51","51","0","10","51","51","0","0","51","0","0","202200","51","1556","51","51","51","0","620220051","27423","51","1"
"52","0","10","0","52","52","200000001","52","52","52","30","1","1","55","0","0","52","78","52","52","0","10","52","52","0","0","52","0","0","202200","52","1644","52","52","52","0","620220052","29876","52","1"
"53","0","10","0","53","53","200000001","53","53","53","30","1","1","59","0","0","53","84","53","53","0","10","53","53","0","0","53","0","0","202200","53","1733","53","53","53","0","620220053","32328","53","1"
"54","0","10","0","54","54","200000001","54","54","54","30","1","1","62","0","0","54","90","54","54","0","10","54","54","0","0","54","0","0","202200","54","1821","54","54","54","0","620220054","34780","54","1"
"55","0","10","0","55","55","200000001","55","55","55","30","1","1","66","0","0","55","95","55","55","0","10","55","55","0","0","55","0","0","202200","55","1910","55","55","55","0","620220055","37233","55","1"
"56","0","10","0","56","56","200000001","56","56","56","30","1","1","70","0","0","56","100","56","56","0","10","56","56","0","0","56","0","0","202200","56","1998","56","56","56","0","620220056","39684","56","1"
"57","0","10","0","57","57","200000001","57","57","57","30","1","1","72","0","0","57","107","57","57","0","10","57","57","0","0","57","0","0","202200","57","2086","57","57","57","0","620220057","42137","57","1"
"58","0","10","0","58","58","200000001","58","58","58","30","1","1","76","0","0","58","112","58","58","0","10","58","58","0","0","58","0","0","202200","58","2175","58","58","58","0","620220058","44589","58","1"
"59","0","10","0","59","59","200000001","59","59","59","30","1","1","80","0","0","59","117","59","59","0","10","59","59","0","0","59","0","0","202200","59","2263","59","59","59","0","620220059","47042","59","1"
"60","0","10","0","60","60","200000001","60","60","60","30","1","1","83","0","0","60","124","60","60","0","10","60","60","0","0","60","0","0","202200","60","2351","60","60","60","0","620220060","49494","60","1"
"61","0","10","0","61","61","200000001","61","61","61","30","1","1","87","0","0","61","129","61","61","0","10","61","61","0","0","61","0","0","202200","61","2440","61","61","61","0","620220061","51945","61","1"
"62","0","10","0","62","62","200000001","62","62","62","30","1","1","88","0","0","62","130","62","62","0","10","62","62","0","0","62","0","0","202200","62","2468","62","62","62","0","620220062","52136","62","1"
"63","0","10","0","63","63","200000001","63","63","63","30","1","1","88","0","0","63","131","63","63","0","10","63","63","0","0","63","0","0","202200","63","2496","63","63","63","0","620220063","52327","63","1"
"64","0","10","0","64","64","200000001","64","64","64","30","1","1","89","0","0","64","132","64","64","0","10","64","64","0","0","64","0","0","202200","64","2524","64","64","64","0","620220064","52518","64","1"
"65","0","10","0","65","65","200000001","65","65","65","30","1","1","90","0","0","65","133","65","65","0","10","65","65","0","0","65","0","0","202200","65","2552","65","65","65","0","620220065","52709","65","1"
"66","0","10","0","66","66","200000001","66","66","66","30","1","1","91","0","0","66","134","66","66","0","10","66","66","0","0","66","0","0","202200","66","2580","66","66","66","0","620220066","52900","66","1"
"67","0","10","0","67","67","200000001","67","67","67","30","1","1","91","0","0","67","135","67","67","0","10","67","67","0","0","67","0","0","202200","67","2608","67","67","67","0","620220067","53091","67","1"
"68","0","10","0","68","68","200000001","68","68","68","30","1","1","92","0","0","68","136","68","68","0","10","68","68","0","0","68","0","0","202200","68","2635","68","68","68","0","620220068","53282","68","1"
"69","0","10","0","69","69","200000001","69","69","69","30","1","1","93","0","0","69","137","69","69","0","10","69","69","0","0","69","0","0","202200","69","2663","69","69","69","0","620220069","53473","69","1"
"70","0","10","0","70","70","200000001","70","70","70","30","1","1","94","0","0","70","138","70","70","0","10","70","70","0","0","70","0","0","202200","70","2691","70","70","70","0","620220070","53664","70","1"
"71","0","10","0","71","71","200000001","71","71","71","30","1","1","94","0","0","71","139","71","71","0","10","71","71","0","0","71","0","0","202200","71","2719","71","71","71","0","620220071","53855","71","1"
"1","0","10","0","1","1","200000006","1","1","1","30","1","1","5","0","0","1","6","1","1","0","10","1","1","0","0","1","0","0","202300","1","55","1","1","1","0","620230001","210","1","1"
"2","0","10","0","2","2","200000006","2","2","2","30","1","1","5","0","0","2","6","2","2","0","10","2","2","0","0","2","0","0","202300","2","61","2","2","2","0","620230002","233","2","1"
"3","0","10","0","3","3","200000006","3","3","3","30","1","1","6","0","0","3","6","3","3","0","10","3","3","0","0","3","0","0","202300","3","64","3","3","3","0","620230003","243","3","1"
"4","0","10","0","4","4","200000006","4","4","4","30","1","1","6","0","0","4","7","4","4","0","10","4","4","0","0","4","0","0","202300","4","71","4","4","4","0","620230004","271","4","1"
"5","0","10","0","5","5","200000006","5","5","5","30","1","1","7","0","0","5","8","5","5","0","10","5","5","0","0","5","0","0","202300","5","74","5","5","5","0","620230005","283","5","1"
"6","0","10","0","6","6","200000006","6","6","6","30","1","1","7","0","0","6","8","6","6","0","10","6","6","0","0","6","0","0","202300","6","77","6","6","6","0","620230006","296","6","1"
"7","0","10","0","7","7","200000006","7","7","7","30","1","1","7","0","0","7","9","7","7","0","10","7","7","0","0","7","0","0","202300","7","110","7","7","7","0","620230007","395","7","1"
"8","0","10","0","8","8","200000006","8","8","8","30","1","1","8","0","0","8","9","8","8","0","10","8","8","0","0","8","0","0","202300","8","127","8","8","8","0","620230008","492","8","1"
"9","0","10","0","9","9","200000006","9","9","9","30","1","1","8","0","0","9","10","9","9","0","10","9","9","0","0","9","0","0","202300","9","139","9","9","9","0","620230009","590","9","1"
"10","0","10","0","10","10","200000006","10","10","10","30","1","1","9","0","0","10","11","10","10","0","10","10","10","0","0","10","0","0","202300","10","144","10","10","10","0","620230010","688","10","1"
"11","0","10","0","11","11","200000006","11","11","11","30","1","1","9","0","0","11","11","11","11","0","10","11","11","0","0","11","0","0","202300","11","148","11","11","11","0","620230011","786","11","1"
"12","0","10","0","12","12","200000006","12","12","12","30","1","1","9","0","0","12","11","12","12","0","10","12","12","0","0","12","0","0","202300","12","153","12","12","12","0","620230012","884","12","1"
"13","0","10","0","13","13","200000006","13","13","13","30","1","1","13","0","0","13","16","13","13","0","10","13","13","0","0","13","0","0","202300","13","171","13","13","13","0","620230013","981","13","1"
"14","0","10","0","14","14","200000006","14","14","14","30","1","1","13","0","0","14","16","14","14","0","10","14","14","0","0","14","0","0","202300","14","171","14","14","14","0","620230014","1081","14","1"
"15","0","10","0","15","15","200000006","15","15","15","30","1","1","13","0","0","15","17","15","15","0","10","15","15","0","0","15","0","0","202300","15","176","15","15","15","0","620230015","1178","15","1"
"16","0","10","0","16","16","200000006","16","16","16","30","1","1","13","0","0","16","17","16","16","0","10","16","16","0","0","16","0","0","202300","16","181","16","16","16","0","620230016","1276","16","1"
"17","0","10","0","17","17","200000006","17","17","17","30","1","1","13","0","0","17","17","17","17","0","10","17","17","0","0","17","0","0","202300","17","248","17","17","17","0","620230017","1374","17","1"
"18","0","10","0","18","18","200000006","18","18","18","30","1","1","13","0","0","18","17","18","18","0","10","18","18","0","0","18","0","0","202300","18","252","18","18","18","0","620230018","1681","18","1"
"19","0","10","0","19","19","200000006","19","19","19","30","1","1","14","0","0","19","18","19","19","0","10","19","19","0","0","19","0","0","202300","19","256","19","19","19","0","620230019","1987","19","1"
"20","0","10","0","20","20","200000006","20","20","20","30","1","1","14","0","0","20","18","20","20","0","10","20","20","0","0","20","0","0","202300","20","259","20","20","20","0","620230020","2294","20","1"
"21","0","10","0","21","21","200000006","21","21","21","30","1","1","14","0","0","21","18","21","21","0","10","21","21","0","0","21","0","0","202300","21","300","21","21","21","0","620230021","2328","21","1"
"22","0","10","0","22","22","200000006","22","22","22","30","1","1","14","0","0","22","18","22","22","0","10","22","22","0","0","22","0","0","202300","22","338","22","22","22","0","620230022","2467","22","1"
"23","0","10","0","23","23","200000006","23","23","23","30","1","1","14","0","0","23","18","23","23","0","10","23","23","0","0","23","0","0","202300","23","377","23","23","23","0","620230023","2671","23","1"
"24","0","10","0","24","24","200000006","24","24","24","30","1","1","21","0","0","24","29","24","24","0","10","24","24","0","0","24","0","0","202300","24","416","24","24","24","0","620230024","2709","24","1"
"25","0","10","0","25","25","200000006","25","25","25","30","1","1","21","0","0","25","29","25","25","0","10","25","25","0","0","25","0","0","202300","25","436","25","25","25","0","620230025","3026","25","1"
"26","0","10","0","26","26","200000006","26","26","26","30","1","1","21","0","0","26","29","26","26","0","10","26","26","0","0","26","0","0","202300","26","456","26","26","26","0","620230026","3344","26","1"
"27","0","10","0","27","27","200000006","27","27","27","30","1","1","22","0","0","27","29","27","27","0","10","27","27","0","0","27","0","0","202300","27","476","27","27","27","0","620230027","3661","27","1"
"28","0","10","0","28","28","200000006","28","28","28","30","1","1","22","0","0","28","30","28","28","0","10","28","28","0","0","28","0","0","202300","28","497","28","28","28","0","620230028","3978","28","1"
"29","0","10","0","29","29","200000006","29","29","29","30","1","1","22","0","0","29","30","29","29","0","10","29","29","0","0","29","0","0","202300","29","517","29","29","29","0","620230029","4295","29","1"
"30","0","10","0","30","30","200000006","30","30","30","30","1","1","22","0","0","30","30","30","30","0","10","30","30","0","0","30","0","0","202300","30","537","30","30","30","0","620230030","4612","30","1"
"31","0","10","0","31","31","200000006","31","31","31","30","1","1","23","0","0","31","30","31","31","0","10","31","31","0","0","31","0","0","202300","31","557","31","31","31","0","620230031","4930","31","1"
"32","0","10","0","32","32","200000006","32","32","32","30","1","1","23","0","0","32","31","32","32","0","10","32","32","0","0","32","0","0","202300","32","577","32","32","32","0","620230032","5247","32","1"
"33","0","10","0","33","33","200000006","33","33","33","30","1","1","23","0","0","33","31","33","33","0","10","33","33","0","0","33","0","0","202300","33","598","33","33","33","0","620230033","5564","33","1"
"34","0","10","0","34","34","200000006","34","34","34","30","1","1","23","0","0","34","31","34","34","0","10","34","34","0","0","34","0","0","202300","34","618","34","34","34","0","620230034","5881","34","1"
"35","0","10","0","35","35","200000006","35","35","35","30","1","1","24","0","0","35","31","35","35","0","10","35","35","0","0","35","0","0","202300","35","638","35","35","35","0","620230035","6198","35","1"
"36","0","10","0","36","36","200000006","36","36","36","30","1","1","24","0","0","36","32","36","36","0","10","36","36","0","0","36","0","0","202300","36","653","36","36","36","0","620230036","6253","36","1"
"37","0","10","0","37","37","200000006","37","37","37","30","1","1","24","0","0","37","32","37","37","0","10","37","37","0","0","37","0","0","202300","37","667","37","37","37","0","620230037","6307","37","1"
"38","0","10","0","38","38","200000006","38","38","38","30","1","1","24","0","0","38","32","38","38","0","10","38","38","0","0","38","0","0","202300","38","681","38","38","38","0","620230038","6362","38","1"
"39","0","10","0","39","39","200000006","39","39","39","30","1","1","25","0","0","39","32","39","39","0","10","39","39","0","0","39","0","0","202300","39","696","39","39","39","0","620230039","6416","39","1"
