561a63b55a85e1bf32bc38fa5407c4a485b0e66f0bbc2aac5bcb682d5cedf910,ba34a57b92ee2d2b8ee254dad3fe1508af5a87bb65d478c8808df06272825d4f,33ec32f4d743881ed3fc6973027602b4e8b92d3ec32979ebf92e7b72cc7344c7,d417154f8dcc4d084631ca19f12b7eec40dd509142050dbd8dd19d018ea227fd,bcf4ff2d72c00b30ad96d1492a611dceb71d0bae01855d9c99bc7bef89a37629,49b6b028bd300bf607b31552713cb598e4605438cfe0a56fcc7706483aa48318,d6d988cdf8e33aef1b5d51624eee7332519d119b0b658c938a761b165badbf37,cb31d55783139904b6e1590b87e784ba2c8d3b5f9bfd786bf8386af12a17c502,6584f5221bebd5349a1f894163af0753f996b1e4135b186c23566209f8cd65c4,931b9be1e1183295d04ca2091d3a9a07e2511cd1d5bae9645de529ba0529939b,d0d935590f2962bc672b8a900730e8edaa01f42fe0c6a54cec7a9d4972b11f73,babd37bd61ca21e45fa7cbbbd91cddd45003e1e264ec19127bca299d74938c40,2179b5a2e1949bc88a653577abb040c310069553fc87bf80cd79e5eaaf3f2f72,b1ccd1cd5ae49fbadf86a468994a5563de8dd2e982735b1873e36b6ae1a79e80,88f45e9175462ff91acb8a7d48449da930c3371ed56f82476e67bfd67a3f71fb
"グレーターゴーレムのHPを1200000まで減らそう","81112004","0","6011","1","1","9018","10112","2300000","601","2023/02/09 12:00:00","2023/02/26 14:59:59","10112106","0","81112004"
"グレーターゴーレムを討伐しよう","81112005","0","6011","3","0","9016","10112","1","601","2023/02/09 12:00:00","2023/02/26 14:59:59","10112107","0","81112005"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81112006","0","6011","5","0","9015","10112","1","601","2023/02/09 12:00:00","2023/02/26 14:59:59","10112108","0","81112006"
"ペコリーヌ、キャル、コッコロ、シェフィのシャドウを倒そう","81113001","0","6011","0","0","9001","10113","4","601","2023/02/14 12:00:00","2023/02/26 14:59:59","10113103","0","81113001"
"オーバーロードフォースのHPを8900000まで減らそう","81113002","0","6011","1","1","9018","10113","1000000","601","2023/02/14 12:00:00","2023/02/26 14:59:59","10113104","0","81113002"
"オーバーロードフォースのHPを7900000まで減らそう","81113003","0","6011","1","1","9018","10113","2000000","601","2023/02/14 12:00:00","2023/02/26 14:59:59","10113105","0","81113003"
"オーバーロードフォースのMODE2をクリアしよう","81113004","0","6011","2","0","9016","10113","1","601","2023/02/14 12:00:00","2023/02/26 14:59:59","10113106","0","81113004"
"オーバーロードフォースのHPを4510000まで減らそう","81113005","0","6011","1","1","9018","10113","5390000","601","2023/02/14 12:00:00","2023/02/26 14:59:59","10113111","0","81113005"
"オーバーロードフォースのHPを2290000まで減らそう","81113006","0","6011","1","1","9018","10113","7610000","601","2023/02/14 12:00:00","2023/02/26 14:59:59","10113113","0","81113006"
"オーバーロードフォースを討伐しよう","81113007","0","6011","3","0","9016","10113","1","601","2023/02/14 12:00:00","2023/02/26 14:59:59","10113115","0","81113007"
"スペシャルかエキシビションのバトルでオーバーロードフォースを5回以内に討伐しよう","81113008","0","6011","5","0","9015","10113","1","601","2023/02/14 12:00:00","2023/02/26 14:59:59","10113118","0","81113008"
"ターゲットを16体倒そう","81114001","0","6011","0","0","9014","10114","16","601","2023/02/28 12:00:00","2023/03/18 14:59:59","10114103","0","81114002"
"スペシャルバトルのボスのHPを81700000まで減らそう","81114002","0","6011","1","1","9018","10114","13300000","601","2023/02/28 12:00:00","2023/03/18 14:59:59","10114104","0","81114003"
"スペシャルバトルのボスのHPを68400000まで減らそう","81114003","0","6011","1","1","9018","10114","26600000","601","2023/02/28 12:00:00","2023/03/18 14:59:59","10114105","0","81114004"
"スペシャルバトルのMODE2をクリアしよう","81114004","0","6011","2","0","9016","10114","1","601","2023/02/28 12:00:00","2023/03/18 14:59:59","10114106","0","81114005"
"スペシャルバトルのボスのHPを36700000まで減らそう","81114005","0","6011","1","1","9018","10114","58300000","601","2023/02/28 12:00:00","2023/03/18 14:59:59","10114107","0","81114006"
"スペシャルバトルのボスのHPを18300000まで減らそう","81114006","0","6011","1","1","9018","10114","76700000","601","2023/02/28 12:00:00","2023/03/18 14:59:59","10114108","0","81114007"
"スペシャルバトルのボスを討伐しよう","81114007","0","6011","3","0","9016","10114","1","601","2023/02/28 12:00:00","2023/03/18 14:59:59","10114109","0","81114008"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81114008","0","6011","5","0","9015","10114","1","601","2023/02/28 12:00:00","2023/03/18 14:59:59","10114110","0","81114009"
"舎弟ネズミを15体倒そう","81115001","0","6011","0","0","9014","10115","15","601","2023/03/16 12:00:00","2023/03/25 14:59:59","10115103","0","81115001"
"スペシャルバトルのボスのHPを4100000まで減らそう","81115002","0","6011","1","1","9018","10115","400000","601","2023/03/16 12:00:00","2023/03/25 14:59:59","10115104","0","81115002"
"スペシャルバトルのボスのHPを3700000まで減らそう","81115003","0","6011","1","1","9018","10115","800000","601","2023/03/16 12:00:00","2023/03/25 14:59:59","10115105","0","81115003"
"スペシャルバトルのMODE2をクリアしよう","81115004","0","6011","2","0","9016","10115","1","601","2023/03/16 12:00:00","2023/03/25 14:59:59","10115106","0","81115004"
"スペシャルバトルのボスのHPを2100000まで減らそう","81115005","0","6011","1","1","9018","10115","2400000","601","2023/03/16 12:00:00","2023/03/25 14:59:59","10115107","0","81115005"
"スペシャルバトルのボスのHPを1000000まで減らそう","81115006","0","6011","1","1","9018","10115","3500000","601","2023/03/16 12:00:00","2023/03/25 14:59:59","10115108","0","81115006"
"スペシャルバトルのボスを討伐しよう","81115007","0","6011","3","0","9016","10115","1","601","2023/03/16 12:00:00","2023/03/25 14:59:59","10115109","0","81115007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81115008","0","6011","5","0","9015","10115","1","601","2023/03/16 12:00:00","2023/03/25 14:59:59","10115110","0","81115008"
"スペシャルバトルのボスのHPを86800000まで減らそう","81116001","0","6011","1","1","9018","10116","8200000","601","2023/03/31 12:00:00","2023/04/18 14:59:59","10116103","0","81116001"
"スペシャルバトルのボスのHPを78600000まで減らそう","81116002","0","6011","1","1","9018","10116","16400000","601","2023/03/31 12:00:00","2023/04/18 14:59:59","10116104","0","81116002"
"スペシャルバトルのMODE1をクリアしよう","81116003","0","6011","1","0","9016","10116","1","601","2023/03/31 12:00:00","2023/04/18 14:59:59","10116105","0","81116003"
"スペシャルバトルのボスのHPを63700000まで減らそう","81116004","0","6011","1","1","9018","10116","31300000","601","2023/03/31 12:00:00","2023/04/18 14:59:59","10116106","0","81116004"
"スペシャルバトルのボスのHPを57100000まで減らそう","81116005","0","6011","1","1","9018","10116","37900000","601","2023/03/31 12:00:00","2023/04/18 14:59:59","10116107","0","81116005"
"スペシャルバトルのMODE2をクリアしよう","81116006","0","6011","2","0","9016","10116","1","601","2023/03/31 12:00:00","2023/04/18 14:59:59","10116108","0","81116006"
"スペシャルバトルのボスのHPを33600000まで減らそう","81116007","0","6011","1","1","9018","10116","61400000","601","2023/03/31 12:00:00","2023/04/18 14:59:59","10116109","0","81116007"
"スペシャルバトルのボスのHPを16800000まで減らそう","81116008","0","6011","1","1","9018","10116","78200000","601","2023/03/31 12:00:00","2023/04/18 14:59:59","10116110","0","81116008"
"スペシャルバトルのボスを討伐しよう","81116009","0","6011","3","0","9016","10116","1","601","2023/03/31 12:00:00","2023/04/18 14:59:59","10116111","0","81116009"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81116010","0","6011","5","0","9015","10116","1","601","2023/03/31 12:00:00","2023/04/18 14:59:59","10116112","0","81116010"
"スペシャルバトルのボスのHPを7460000まで減らそう","81117001","0","6011","1","1","9018","10117","340000","601","2023/04/17 12:00:00","2023/04/26 14:59:59","10117103","0","81117001"
"スペシャルバトルのボスのHPを7120000まで減らそう","81117002","0","6011","1","1","9018","10117","680000","601","2023/04/17 12:00:00","2023/04/26 14:59:59","10117104","0","81117002"
"スペシャルバトルのMODE1をクリアしよう","81117003","0","6011","1","0","9016","10117","1","601","2023/04/17 12:00:00","2023/04/26 14:59:59","10117105","0","81117003"
"大慾暴君・カジノ王のバリアを破ろう","81117004","0","6011","0","4","9014","10117","300","601","2023/04/17 12:00:00","2023/04/26 14:59:59","10117106","0","81117004"
"スペシャルバトルのボスのHPを4520000まで減らそう","81117005","0","6011","1","1","9018","10117","3280000","601","2023/04/17 12:00:00","2023/04/26 14:59:59","10117111","0","81117005"
"スペシャルバトルのボスのHPを2260000まで減らそう","81117006","0","6011","1","1","9018","10117","5540000","601","2023/04/17 12:00:00","2023/04/26 14:59:59","10117113","0","81117006"
"スペシャルバトルのボスを討伐しよう","81117007","0","6011","3","0","9016","10117","1","601","2023/04/17 12:00:00","2023/04/26 14:59:59","10117115","0","81117007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう ","81117008","0","6011","5","0","9015","10117","1","601","2023/04/17 12:00:00","2023/04/26 14:59:59","10117118","0","81117008"
"スペシャルバトルのボスのHPを7200000まで減らそう","81119001","0","6011","1","1","9018","10119","800000","601","2023/05/16 12:00:00","2023/05/25 14:59:59","10119103","0","81119001"
"スペシャルバトルのボスのHPを6400000まで減らそう","81119002","0","6011","1","1","9018","10119","1600000","601","2023/05/16 12:00:00","2023/05/25 14:59:59","10119104","0","81119002"
"スペシャルバトルのMODE1をクリアしよう","81119003","0","6011","1","0","9016","10119","1","601","2023/05/16 12:00:00","2023/05/25 14:59:59","10119105","0","81119003"
"MODE2のお供のモンスターを全て倒そう","81119004","0","6011","2","0","9016","10119","1","601","2023/05/16 12:00:00","2023/05/25 14:59:59","10119106","0","81119004"
"スペシャルバトルのボスのHPを4300000まで減らそう","81119005","0","6011","1","1","9018","10119","3700000","601","2023/05/16 12:00:00","2023/05/25 14:59:59","10119107","0","81119005"
"スペシャルバトルのボスのHPを2200000まで減らそう","81119006","0","6011","1","1","9018","10119","5800000","601","2023/05/16 12:00:00","2023/05/25 14:59:59","10119108","0","81119006"
"スペシャルバトルのボスを討伐しよう","81119007","0","6011","3","0","9016","10119","1","601","2023/05/16 12:00:00","2023/05/25 14:59:59","10119109","0","81119007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81119008","0","6011","5","0","9015","10119","1","601","2023/05/16 12:00:00","2023/05/25 14:59:59","10119110","0","81119008"
"スペシャルバトルのボスのHPを91200000まで減らそう","81120001","0","6011","1","1","9018","10120","9800000","601","2023/05/31 12:00:00","2023/06/18 14:59:59","10120103","0","81120001"
"スペシャルバトルのボスのHPを81400000まで減らそう","81120002","0","6011","1","1","9018","10120","19600000","601","2023/05/31 12:00:00","2023/06/18 14:59:59","10120104","0","81120002"
"スペシャルバトルのMODE1をクリアしよう","81120003","0","6011","1","0","9016","10120","1","601","2023/05/31 12:00:00","2023/06/18 14:59:59","10120105","0","81120003"
"MODE2のお供のモンスターを全て倒そう","81120004","0","6011","2","0","9016","10120","1","601","2023/05/31 12:00:00","2023/06/18 14:59:59","10120106","0","81120004"
"スペシャルバトルのボスのHPを47800000まで減らそう","81120005","0","6011","1","1","9018","10120","53200000","601","2023/05/31 12:00:00","2023/06/18 14:59:59","10120107","0","81120005"
"スペシャルバトルのボスのHPを23900000まで減らそう","81120006","0","6011","1","1","9018","10120","77100000","601","2023/05/31 12:00:00","2023/06/18 14:59:59","10120108","0","81120006"
"スペシャルバトルのボスを討伐しよう","81120007","0","6011","3","0","9016","10120","1","601","2023/05/31 12:00:00","2023/06/18 14:59:59","10120109","0","81120007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81120008","0","6011","5","0","9015","10120","1","601","2023/05/31 12:00:00","2023/06/18 14:59:59","10120110","0","81120008"
"子分を10体倒そう","81121001","0","6011","0","0","9014","10121","10","601","2023/06/16 12:00:00","2023/06/25 14:59:59","10121103","0","81121001"
"スペシャルバトルのボスのHPを9800000まで減らそう","81121002","0","6011","1","1","9018","10121","1200000","601","2023/06/16 12:00:00","2023/06/25 14:59:59","10121104","0","81121002"
"スペシャルバトルのボスのHPを8600000まで減らそう","81121003","0","6011","1","1","9018","10121","2400000","601","2023/06/16 12:00:00","2023/06/25 14:59:59","10121105","0","81121003"
"スペシャルバトルのMODE2をクリアしよう","81121004","0","6011","2","0","9016","10121","1","601","2023/06/16 12:00:00","2023/06/25 14:59:59","10121106","0","81121004"
"スペシャルバトルのボスのHPを4980000まで減らそう","81121005","0","6011","1","1","9018","10121","6020000","601","2023/06/16 12:00:00","2023/06/25 14:59:59","10121107","0","81121005"
"スペシャルバトルのボスのHPを2480000まで減らそう","81121006","0","6011","1","1","9018","10121","8520000","601","2023/06/16 12:00:00","2023/06/25 14:59:59","10121108","0","81121006"
"スペシャルバトルのボスを討伐しよう","81121007","0","6011","3","0","9016","10121","1","601","2023/06/16 12:00:00","2023/06/25 14:59:59","10121109","0","81121007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81121008","0","6011","5","0","9015","10121","1","601","2023/06/16 12:00:00","2023/06/25 14:59:59","10121110","0","81121008"
"スペシャルバトルのボスのHPを112000000まで減らそう","81122001","0","6011","1","1","9018","10122","13000000","601","2023/06/30 12:00:00","2023/07/18 14:59:59","10122103","0","81122004"
"スペシャルバトルのボスのHPを99000000まで減らそう","81122002","0","6011","1","1","9018","10122","26000000","601","2023/06/30 12:00:00","2023/07/18 14:59:59","10122104","0","81122003"
"スペシャルバトルのMODE1をクリアしよう","81122003","0","6011","1","0","9016","10122","1","601","2023/06/30 12:00:00","2023/07/18 14:59:59","10122105","0","81122002"
"ネネカ、アキノ、ユカリのシャドウを倒そう","81122004","0","6011","2","2","9016","10122","1","601","2023/06/30 12:00:00","2023/07/18 14:59:59","10122106","0","81122005"
"スペシャルバトルのボスのHPを57000000まで減らそう","81122005","0","6011","1","1","9018","10122","68000000","601","2023/06/30 12:00:00","2023/07/18 14:59:59","10122107","0","81122006"
"スペシャルバトルのボスのHPを29000000まで減らそう","81122006","0","6011","1","1","9018","10122","96000000","601","2023/06/30 12:00:00","2023/07/18 14:59:59","10122108","0","81122007"
"スペシャルバトルのボスを討伐しよう","81122007","0","6011","3","0","9016","10122","1","601","2023/06/30 12:00:00","2023/07/18 14:59:59","10122109","0","81122008"
