542956fb1202f86292abf8bd3a45473b00dfe5dcfaf8ce1d4912a1e483c26e92,15ab128832a826294bdd74cefe2a0dae6b502c8f4d8ef9d31f8d2fe893331c7c,b032ae6f880940de2205f36782950c4616d7d2b3d83d45661cc033f2b17ed7fd,7761172c4f8f6206b72c304c46d7b995c4535cf270622a5ad1befe425fd1f68f,39c3365dc5d2de3a8d72d2d591f7f8b2b1123f5890595398c9b9fe657e89f903,be0ec74603175de4fa41a007ebf3ab9353e28168d1ee571be51ea51a1b0d53eb,86d42b9c2aad1b23ced4c111f77e3a1bc69a43e938e7bc53c1a4c32e684f8f77,a5923585095f5487b08eb5f495e8ff3946733f3606255cea055036b95f4b604b,012815ba62a67f309ffdaecbc73b7ea901ab6269ac0248e9cd6808e98edccddf,032cf0379339ff0cc499e0a2dcbb241702d30bd1bf3b84a9100636bfd3c40812,e50f9f9a9d3cf7d45b9c2f478eb00fe7670136ae31ad9d6f8e10bca52af73596
"","1007412","","","","","93","","1","1007412073",""
"0.2","1007412","1","","","mhp_sit_talk_memory","3","","117631","1007412074",""
"","1007412","0","","0","vo_mhp_5211","21","","vo_mhp_1007412","1007412075",""
"0","1007412","5","0","1","完璧だよイリヤさん♪\n今のイリヤさんはキュートな堕天使！\nこれで落ちない人はいないね\nさっそく例の人に披露してみよう！","11","0","117631","1007412076","0.5"
"","1007412","","","","","91","","0","1007412077",""
"0.2","1007412","1","","","mhp_sit_idle","3","","117631","1007412078",""
"0.2","1007412","1","","","mhp_talk_memory","3","","104431","1007412079",""
"","1007412","0","","0","vo_mhp_5212","21","","vo_mhp_1007412","1007412080",""
"0","1007412","4","0","1","ふ、ふふ、これをあやつに\nあやつに…………\nって、できるかー！！","11","0","104431","1007412081","0.5"
"","1007412","","","","1","93","","8","1007412082",""
"0.2","1007412","0","1","mhp_ilya_panic_loop","mhp_ilya_panic_in","3","0","104431","1007412083",""
"0.2","1007412","0","1","mhp_ilya_panic_loop","mhp_ilya_panic_in","3","0","11","1007412084",""
"","1007412","","","","","91","","1007412081","1007412085",""
"","1007412","0","","0","vo_mhp_5213","21","","vo_mhp_1007412","1007412086",""
"0","1007412","6","0","1","なんなのじゃこの破廉恥な動きは！\nこんな姿、あやつに見せられる\nわけがなかろう！\n本当にどうかしていた、危機一髪じゃ。","11","0","104431","1007412087","0.5"
"","1007412","","","","1","93","","8","1007412088",""
"0.2","1007412","1","","","mhp_talk_sad2","3","","104431","1007412089",""
"0.2","1007412","1","","","NoItem_idle","3","","11","1007412090",""
"","1007412","","","","","91","","1007412087","1007412091",""
"","1007412","","","","","93","","0.5","1007412092",""
"0.2","1007412","1","","","mhp_talk_anger","3","","104431","1007412093",""
"","1007412","0","","0","vo_mhp_5214","21","","vo_mhp_1007412","1007412094",""
"0","1007412","6","0","1","そもそもあやつがこんなことで\nなびいたりするわけがないじゃろ！\n失礼する！","11","0","104431","1007412095","0.5"
"","1007412","","","","","91","","0","1007412096",""
"","1007412","","","","0","22","","0","1007412097",""
"0.2","1007412","1","","","mhp_idle_sad","3","","104431","1007412098",""
"0.2","1007412","1","","","NoItem_idle","3","","11","1007412099",""
"","1007412","","","","","93","","0.2","1007412100",""
"0.2","1007412","1","","","mhp_walk_sad","3","","104431","1007412101",""
"","1007412","","","","1","4","","104431","1007412102",""
"","1007412","-220","0","1","-350","2","","104431","1007412103",""
"","1007412","","","","0","93","","1","1007412104",""
"0","1007412","2","","","9","12","0","104431","1007412105",""
"0.2","1007412","1","","","mhp_ilya_idle_sad","3","","104431","1007412106",""
"","1007412","","","","0","93","","1","1007412107",""
"0.2","1007412","1","","","mhp_run_shy","3","","104431","1007412108",""
"","1007412","-220","0","1.5","-1000","2","","104431","1007412109",""
"","1007412","","","","0","93","","2","1007412110",""
"","1007412","","","","","91","","0","1007412111",""
"0.2","1007412","1","0","","mhp_sit_talk_thinking","3","","117531","1007412112",""
"","1007412","0","","0","vo_mhp_5215","21","","vo_mhp_1007412","1007412113",""
"0","1007412","5","0","1","残念だったわね。\nでも、はたから見てて彼女、\nすごく魅力的だったわよ。","11","0","117531","1007412114","0.5"
"","1007412","","","","","91","","0","1007412115",""
"0.2","1007412","1","","","mhp_sit_idle_thinking","3","","117531","1007412116",""
"0.2","1007412","1","","","mhp_sit_talk_thinking","3","","117631","1007412117",""
"","1007412","0","","0","vo_mhp_5216","21","","vo_mhp_1007412","1007412118",""
"0","1007412","6","0","1","そうだね。結構イケてたと思うけど\nあれで何も感じないなら\n相当鈍感な人だよね！","11","0","117631","1007412119","0.5"
"","1007412","","","","","91","","0","1007412120",""
"","1007412","","","","0","22","","0","1007412121",""
"","1007412","","","","","93","","1","1007412122",""
"0.2","1007412","1","","","mhp_sit_idle","3","","117631","1007412123",""
"0.2","1007412","0","","","mhp_sit_out","3","","117631","1007412124",""
"1","1007412","","1","","1","32","","111","1007412125",""
"0.2","1007412","0","","","mhp_mitsuki_kime","3","","117631","1007412126",""
"","1007412","","","","1","32","","120","1007412127",""
"","1007412","","","","se_10031400_glitter","23","","se_10031400","1007412128",""
"","1007412","","","","","93","","1.2","1007412129",""
"","1007412","","","","1","32","","130","1007412130",""
"","1007412","","","","","93","","4","1007412131",""
"","1007412","","","","0","32","","130","1007412132",""
"1.7","1007413","100","-220","-1000","100931","1","0","1","1007413001","mhp_idle_normal"
"1.7","1007413","100","-200","365","117631","1","1","1","1007413002","mhp_sit_idle"
"1.7","1007413","100","-220","185","117531","1","1","1","1007413003","mhp_sit_idle"
"1","1007413","-240","0.85","-154","1","31","","1","1007413004",""
"1.7","1007413","110","-220","-200","11","5","0","1","1007413005","NoItem"
"1.7","1007413","105","-220","-200","12","5","0","1","1007413006","NoItem"
"1.7","1007413","110","-220","185","21","5","1","1","1007413007","NoItem"
"1.7","1007413","105","-220","185","22","5","1","1","1007413008","NoItem"
"0","1007413","1","0","1","1","6","0","11","1007413009",""
"0","1007413","1","0","1","1","6","0","12","1007413010",""
"0","1007413","1","0","1","1","6","0","21","1007413011",""
"0","1007413","1","0","1","1","6","0","22","1007413012",""
"1.7","1007413","110","-220","-1000","31","5","0","1","1007413013","NoItem"
"","1007413","","","","","91","","0","1007413014",""
"0.2","1007413","1","","","mhp_sit_talk_normal","3","","117531","1007413015",""
"","1007413","0","","0","vo_mhp_3001","21","","vo_mhp_1007413","1007413016",""
"0","1007413","8","0","0","次の方どうぞー","11","0","117531","1007413017","0"
"","1007413","","","","","91","","0","1007413018",""
"0.2","1007413","1","","","mhp_sit_idle","3","","117531","1007413019",""
"0.2","1007413","1","","","mhp_anna_walk_sad","3","","100931","1007413020",""
"","1007413","-220","0","4","-200","2","","100931","1007413021",""
"0.2","1007413","1","","","NoItem","3","","31","1007413022",""
"","1007413","-220","0","4","-200","2","","31","1007413023",""
"","1007413","","","","","91","","0","1007413024",""
"0.2","1007413","0","","","mhp_sit_in_sad","3","","100931","1007413025",""
"","1007413","","","","","91","","0","1007413026",""
"0.2","1007413","0","1","mhp_anna_dark_loop","mhp_anna_dark_in","3","0.2","100931","1007413027",""
"0.2","1007413","0","1","mhp_anna_dark_loop","mhp_anna_dark_in","3","0.2","31","1007413028",""
"","1007413","","","","0","93","","0","1007413029",""
"","1007413","0","","0","vo_mhp_3002","21","","vo_mhp_1007413","1007413030",""
"0","1007413","4","0","1","……くっ、耐えるのだ我が肉体よ！\nこの程度の痛みに屈するほど\nやわではあるま痛っ！　いたた……　","11","0","100931","1007413031","0.5"
"","1007413","","","","0","93","","1","1007413032",""
"0.2","1007413","1","","","mhp_sit_idle_surprise1","3","","117631","1007413033",""
"","1007413","","","","","91","","1007413031","1007413034",""
"0.2","1007413","1","","","mhp_sit_idle","3","","117631","1007413035",""
"0.2","1007413","1","","","mhp_sit_talk_normal","3","","117531","1007413036",""
"","1007413","0","","0","vo_mhp_3003","21","","vo_mhp_1007413","1007413037",""
"0","1007413","6","0","1","あら、アンナちゃんじゃない\nなんだか体調悪そうだけど、\n魔竜との戦いで受けた傷でも\nうずくのかしら？","11","0","117531","1007413038","0.5"
"","1007413","","","","","91","","0","1007413039",""
"0.2","1007413","1","","","mhp_sit_idle","3","","117531","1007413040",""
"","1007413","0","","0","vo_mhp_3004","21","","vo_mhp_1007413","1007413041",""
"0","1007413","4","0","1","そうではない。我は現在\n何者かの攻撃を受けている。\n敵の名は……そう！\n「不可視の暗殺者」だ！","11","0","100931","1007413042","0.5"
"","1007413","","","","","91","","0","1007413043",""
"0.2","1007413","1","","","mhp_sit_talk_worry","3","","117631","1007413044",""
"","1007413","0","","0","vo_mhp_3005","21","","vo_mhp_1007413","1007413045",""
"0","1007413","5","0","1","あん、し……え、何？","11","0","117631","1007413046","0.5"
"","1007413","","","","","91","","0","1007413047",""
"0.2","1007413","1","","","mhp_sit_idle","3","","117631","1007413048",""
"0.2","1007413","1","","","mhp_sit_talk_normal","3","","117531","1007413049",""
"","1007413","0","","0","vo_mhp_3006","21","","vo_mhp_1007413","1007413050",""
"0","1007413","6","0","1","あなたも色々大変ね\nそれで、具体的にどんな症状が\n出てるのかしら？","11","0","117531","1007413051","0.5"
"","1007413","","","","","91","","0","1007413052",""
"0.2","1007413","1","","","mhp_sit_talk_sad","3","","100931","1007413053",""
"0.2","1007413","1","","","NoItem","3","","31","1007413054",""
"0.2","1007413","1","","","mhp_sit_idle","3","","117531","1007413055",""
"","1007413","0","","0","vo_mhp_3007","21","","vo_mhp_1007413","1007413056",""
"0","1007413","6","0","1","うむ、実はひどい頭痛に\n見舞われていてな……","11","0","100931","1007413057","0.5"
"","1007413","","","","","91","","0","1007413058",""
"0.2","1007413","1","","","mhp_sit_idle_sad","3","","100931","1007413059",""
"0.2","1007413","1","","","mhp_sit_talk_joy1","3","","117531","1007413060",""
"","1007413","0","","0","vo_mhp_3008","21","","vo_mhp_1007413","1007413061",""
"0","1007413","6","0","1","それはいけないわ。\nさっそく手術をはじめましょう。\nスパっとパカーンとやるわね。","11","0","117531","1007413062","0.5"
"","1007413","","","","","91","","0","1007413063",""
"0.2","1007413","1","","","mhp_sit_idle","3","","117531","1007413064",""
"0.2","1007413","1","","","mhp_sit_talk_surprise2","3","","100931","1007413065",""
"","1007413","0","","0","vo_mhp_3009","21","","vo_mhp_1007413","1007413066",""
"0","1007413","6","0","1","え！？　手術！？\nい、いや……そこまでするのは\nいささか早計では？","11","0","100931","1007413067","0.5"
"","1007413","","","","","91","","0","1007413068",""
"0.2","1007413","1","","","mhp_sit_talk_normal","3","","117531","1007413069",""
"0.2","1007413","1","","","mhp_sit_idle_sad","3","","100931","1007413070",""
"","1007413","0","","0","vo_mhp_3010","21","","vo_mhp_1007413","1007413071",""
"0","1007413","8","0","1","そう？　それじゃあ――","11","0","117531","1007413072","0.5"
"","1007413","","","","","91","","0","1007413073",""
"","1007413","","","","0","22","","0","1007413074",""
"","1007413","0","","","1007413078","103","","トーゴクの霊薬、カンポーを処方するわ。","1007413075",""
"","1007413","0","","","1007413127","103","","頭痛に効くツボを押すわね。","1007413076",""
"","1007413","0","","","1007413158","103","","頭痛薬を出しておくわ。","1007413077",""
"0.2","1007413","0","1","mhp_idle_normal","mhp_sit_out","3","0","117531","1007413078",""
"","1007413","","","","0","93","","0.6","1007413079",""
"0.2","1007413","0","1","mhp_idle_normal","mhp_sit_out","3","0","100931","1007413080",""
"","1007413","","","","0","93","","0.2","1007413081",""
"0.2","1007413","1","0","","mhp_walk","3","","100931","1007413082",""
"","1007413","-220","0","1.5","35","2","","100931","1007413083",""
"","1007413","-220","0","1.5","35","2","","31","1007413084",""
"","1007413","-220","0","1.5","35","2","","11","1007413085",""
"","1007413","-220","0","1.5","35","2","","12","1007413086",""
"","1007413","","","","0","93","","0.3","1007413087",""
"0.2","1007413","0","1","mhp_handover_loop","mhp_handover_in","3","0","117531","1007413088",""
"0","1007413","1","1","1","1","6","0","21","1007413089",""
"0","1007413","1","1","1","1","6","0","22","1007413090",""
"0.2","1007413","0","1","mhp_handover_loop","mhp_handover_in","3","0","21","1007413091",""
"0.2","1007413","0","1","mhp_item_EX0007_handover_loop","mhp_item_EX0007_handover_in","3","0","22","1007413092",""
"","1007413","","","","0","93","","1.2","1007413093",""
"0.2","1007413","0","1","mhp_handover_receive_loop","mhp_handover_receive_in","3","0","100931","1007413094",""
"0","1007413","1","1","1","1","6","0","11","1007413095",""
"0","1007413","1","1","1","1","6","0","12","1007413096",""
"0.2","1007413","0","1","mhp_receive_anna_loop","mhp_receive_anna_in","3","0","11","1007413097",""
"0.2","1007413","0","1","mhp_item_EX0007_receive_loop","mhp_item_EX0007_receive_in","3","0","12","1007413098",""
"","1007413","","","","0","93","","0.6","1007413099",""
"0.4","1007413","1","1","1","1","6","0","22","1007413100",""
"","1007413","","","","0","93","","0.4","1007413101",""
"0.2","1007413","0","1","mhp_idle_normal","mhp_handover_out","3","0","117531","1007413102",""
"0.2","1007413","0","1","NoItem_idle","mhp_handover_out","3","0","21","1007413103",""
"0.2","1007413","0","1","NoItem_idle","mhp_item_EX0007_handover_out","3","0","22","1007413104",""
"","1007413","","","","0","93","","0.4","1007413105",""
"0.2","1007413","0","1","mhp_idle_normal","mhp_handover_receive_out","3","0","100931","1007413106",""
"0.2","1007413","0","1","NoItem_idle","mhp_receive_anna_out","3","0","11","1007413107",""
"0.2","1007413","0","1","NoItem_idle","mhp_item_EX0007_receive_out","3","0","12","1007413108",""
"","1007413","","","","","93","","2","1007413109",""
"0.2","1007413","1","","","mhp_talk_sad","3","","100931","1007413110",""
"","1007413","0","","0","vo_mhp_3011","21","","vo_mhp_1007413","1007413111",""
"0","1007413","3","0","1","れ、霊薬、だと？\n霊薬とは心躍るよい響きだ……しかし、\nカンポーってすごく苦いんじゃ……","11","0","100931","1007413112","0.5"
"","1007413","","","","","91","","0","1007413113",""
"0.2","1007413","1","","","mhp_idle_sad","3","","100931","1007413114",""
"0.2","1007413","1","","","mhp_talk_thinking","3","","117531","1007413115",""
"","1007413","0","","0","vo_mhp_3012","21","","vo_mhp_1007413","1007413116",""
"0","1007413","6","0","1","「熾炎戦鬼煉獄血盟暗黒団」の団長とも\nあろうお方が、まさか薬に\n注文つけたりはしないわよね？","11","0","117531","1007413117","0.5"
"","1007413","","","","","91","","0","1007413118",""
"0.2","1007413","0","1","mhp_anna_huhuStand_loop","mhp_anna_huhuStand_in","3","0.2","100931","1007413119",""
"","1007413","","","","0","93","","1","1007413120",""
"0.2","1007413","1","","","mhp_idle_normal","3","","117531","1007413121",""
"0.2","1007413","1","","","mhp_talk_normal","3","","100931","1007413122",""
"","1007413","0","","0","vo_mhp_3017","21","","vo_mhp_1007413","1007413123",""
"0","1007413","5","0","1","世話になったな\nひとまず今日のところは退くとしよう。\nなに、心配は無用だ、明日には\n完治しているだろう。さらばだ！","11","0","100931","1007413124","0.5"
"","1007413","","","","","91","","0","1007413125",""
"","1007413","","","","","101","","1007413204","1007413126",""
"0.2","1007413","0","1","mhp_idle_normal","mhp_sit_out","3","0","117531","1007413127",""
"","1007413","","","","0","93","","1","1007413128",""
"0.2","1007413","1","","","mhp_walk","3","","117531","1007413129",""
"","1007413","-220","0","2","-70","2","","117531","1007413130",""
"","1007413","-220","0","2","-70","2","","11","1007413131",""
"","1007413","-220","0","2","-70","2","","12","1007413132",""
"","1007413","","","","0","93","","2","1007413133",""
"0.2","1007413","0","","","mhp_mitsuki_tsubo_in","3","","117531","1007413134",""
"0.2","1007413","1","","","mhp_anna_pain_in","3","","100931","1007413135",""
"","1007413","","","","","93","","1","1007413136",""
"0.2","1007413","1","","","mhp_mitsuki_tsubo_loop","3","","117531","1007413137",""
