709ab31ad96c44ad4f33078e15c69892bb7c6ae2008adce2382f9f78d852bfb4,75b897c98b721894b0e6174a7c214762d8d5d0c14bcc19a1acc1865e17371796,c166b3b04841c4d9cc0f48364394cd0eb7f041d5da7de7f42d06fb3c8afed6ba,e9b071f23b99e6873b11117daf2bd3c28a5ca8ed1d84e91330fb5e33b639d823,3c667f2269d2972929ad54cef66b198901150a6dee68582e36ec2034f8c23c11,3781aefbf8f7844f157007cf1ff4e2b4c300cdd86aaa1d0980b64cea756ae2d8,c1f3d4ed2c183b4ca29fd2001296e063985a94c67e080bd2b7e87be7267daafd,c5a1f912046761f01c47961b2c008391a570d5859dab7faa8a9a4731fcfa2a25,06547bc27f146f77268bd34885031bebfe56949b50291d59af905a478f99acb5,1dceb52d2b23be1e3f63b3efa624dd529127c635053379f3848610ec9d45898e,0502e6a6175c6ba9d4596daf37d913f4ad6c1513a45f50f794bd2fbe9fda9224
"","0.2","wac_no_items","111","3","18712","","","","1","18712002"
"","","200","100911","2","18712","","","0","-340","18712003"
"","","200","111","2","18712","","","0","-340","18712004"
"","","0","21","32","18712","","","","","18712005"
"","","1","54","32","18712","","","","","18712006"
"","","0","11","32","18712","","","","","18712007"
"","","vo_wac_220820_000","vo_wac_220820","21","18712","","","0","0","18712008"
"1","0","見るがいい、シグルドよ！\n熾炎戦鬼煉獄血盟暗黒団にふさわしい、\n運命の交わりを感じさせるような\n大作に仕上がったぞ！！","100911","11","18712","0.5","0","1","10","18712009"
"","","","0","91","18712","","","","","18712010"
"","","vo_wac_220820_001","vo_wac_220820","21","18712","","","0","0","18712011"
"1","0","さらにここに、我らの生きた証として、\n前世からの宿命を感じさせる刻印を……\nえっ、公共の壁だからそれはダメ？\nそうか……残念だ……","100911","11","18712","0.5","0","1","10","18712012"
"","","","0","91","18712","","","","","18712013"
"","","0","0","22","18712","","","","","18712014"
"","0.2","wac_idle_doya","100911","3","18713","","","","1","18713001"
"","0.2","wac_no_items","111","3","18713","","","","1","18713002"
"","","200","100911","2","18713","","","0","-340","18713003"
"","","200","111","2","18713","","","0","-340","18713004"
"","","0","21","32","18713","","","","","18713005"
"","","1","54","32","18713","","","","","18713006"
"","","0","11","32","18713","","","","","18713007"
"","","","0","91","18713","","","","","18713008"
"-85","2","105111","1","1","18811","wac_default_31","0","-167","202","18811001"
"-211","2","105611","1","1","18811","wac_default_41","0","-64","252","18811002"
"-211","2","101311","1","1","18811","wac_default_51","0","230","204","18811003"
"-350","2","100911","1","1","18811","wac_default_bot_61","0","-330","256","18811004"
"-350","2","102711","1","1","18811","wac_default_bot_91","0","340","259","18811005"
"-85","2","111","1","5","18811","wac_default_33","0","-167","201","18811006"
"-211","2","112","1","5","18811","wac_default_41","0","-64","251","18811007"
"-211","2","113","1","5","18811","wac_default_56","0","230","203","18811008"
"-350","2","114","1","5","18811","wac_default_63","0","-330","255","18811009"
"-350","2","115","1","5","18811","wac_default_91","0","340","258","18811010"
"","","300","100911","13","18811","","","","","18811011"
"","","300","102711","13","18811","","","","","18811012"
"","","300","101311","13","18811","","","","","18811013"
"","","300","105111","13","18811","","","","","18811014"
"","","300","105611","13","18811","","","","","18811015"
"1","1","55","55","31","18811","","","0","0","18811016"
"1","0","30","30","31","18811","","","0","0","18811017"
"1","0","16","16","31","18811","","","0","0","18811018"
"1","1","501","501","31","18811","","","0","0","18811019"
"0","0.2","wac_paint_31","105111","3","18811","","","","0","18811020"
"0","0.2","wac_paint_33","111","3","18811","","","","0","18811021"
"0","0.2","wac_paint_41","105611","3","18811","","","","0","18811022"
"0","0.2","wac_paint_41","112","3","18811","","","","0","18811023"
"0","0.2","wac_paint_51","101311","3","18811","","","","0","18811024"
"0","0.2","wac_paint_56","113","3","18811","","","","0","18811025"
"0","0.2","wac_paint_bot_61","100911","3","18811","","","","0","18811026"
"0","0.2","wac_paint_63","114","3","18811","","","","0","18811027"
"0","0.2","wac_paint_bot_91","102711","3","18811","","","","0","18811028"
"0","0.2","wac_paint_91","115","3","18811","","","","0","18811029"
"","","0","0","93","18811","","","","","18811030"
"","","1","16","32","18811","","","","","18811031"
"","","se_sys_login_birthday_calendar_smallbrush","se_common","23","18811","","","","0","18811032"
"","","","1","131","18811","","","","","18811033"
"","0","wac_idle_doya_L","100911","3","18812","","","","1","18812001"
"","0","wac_idle_wish_L","102711","3","18812","","","","1","18812002"
"","0","wac_idle_kyapi","101311","3","18812","","","","1","18812003"
"","0","wac_idle_sad_surprise","105111","3","18812","","","","1","18812004"
"","0","wac_idle_arm_crossed","105611","3","18812","","","","1","18812005"
"","0","wac_no_items","111","3","18812","","","","1","18812006"
"","0","wac_no_items","112","3","18812","","","","1","18812007"
"","0","wac_no_items","113","3","18812","","","","1","18812008"
"","0","wac_no_items","114","3","18812","","","","1","18812009"
"","0","wac_no_items","115","3","18812","","","","1","18812010"
"","","-190","100911","2","18812","","","0","-335","18812011"
"","","-335","102711","2","18812","","","0","-360","18812012"
"","","190","101311","2","18812","","","0","-360","18812013"
"","","350","105111","2","18812","","","0","-335","18812014"
"","","500","105611","2","18812","","","0","-360","18812015"
"","","-190","111","2","18812","","","0","-335","18812016"
"","","-335","112","2","18812","","","0","-360","18812017"
"","","190","113","2","18812","","","0","-360","18812018"
"","","350","114","2","18812","","","0","-335","18812019"
"","","500","115","2","18812","","","0","-360","18812020"
"","","0","55","32","18812","","","","","18812021"
"","","1","30","32","18812","","","","","18812022"
"","","0","16","32","18812","","","","","18812023"
"1","0.2","wac_talk_kyapi_in","101311","3","18812","","","wac_talk_kyapi_loop","0","18812024"
"","","vo_wac_220821_000","vo_wac_220821","21","18812","","","0","0","18812025"
"1","0","完☆成！\nぐうかわ魔法少女が描く、\nこれまたぐうかわな壁画をご覧あれ～！\nテーマは……努力！　友情！　勝利！","101311","11","18812","0.5","0","1","10","18812026"
"","","","0","91","18812","","","","","18812027"
"1","0.2","wac_idle_kyapi","101311","3","18812","","","","1","18812028"
"1","0.2","wac_talk_doya_in_surprise_L","100911","3","18812","","","wac_talk_doya_loop_surprise_L","0","18812029"
"","","vo_wac_220821_001","vo_wac_220821","21","18812","","","0","0","18812030"
"1","0","むっ、ちょっと待て。\nこの絵のテーマは、繰り返される\n運命の闘争が織りなす限りなき\nウロボロスの循環ではないのか！？","100911","11","18812","0.5","0","1","10","18812031"
"","","","0","91","18812","","","","","18812032"
"1","0.2","wac_idle_doya_surprise_L","100911","3","18812","","","","1","18812033"
"1","0.2","wac_talk_wish_in_L","102711","3","18812","","","wac_talk_wish_loop_L","0","18812034"
"","","vo_wac_220821_002","vo_wac_220821","21","18812","","","0","0","18812035"
"1","0","クスクス……違います。\nこれはあのおかたへの愛……\n枯れることのない、永遠の愛が\nテーマですわ……","102711","11","18812","0.5","0","1","10","18812036"
"","","","0","91","18812","","","","","18812037"
"1","0.2","wac_idle_wish_L","102711","3","18812","","","","1","18812038"
"1","0.2","wac_talk_sad_in_surprise","105111","3","18812","","","wac_talk_sad_loop_surprise","0","18812039"
"","","vo_wac_220821_003","vo_wac_220821","21","18812","","","0","0","18812040"
"1","0","これってテーマなんてあったの？\nあくまでギルドの仕事であって、\n指示書に忠実に描けばいいと\n思ってたんだけれど。","105111","11","18812","0.5","0","1","10","18812041"
"","","","0","91","18812","","","","","18812042"
"1","0.2","wac_idle_sad_surprise","105111","3","18812","","","","1","18812043"
"1","0.2","wac_talk_arm_crossed_in","105611","3","18812","","","wac_talk_arm_crossed_loop","0","18812044"
"","","vo_wac_220821_004","vo_wac_220821","21","18812","","","0","0","18812045"
"1","0","いやいや、それであってるよ。\nアイツら、やる気満々なのはいいけど、\n余計なもん描き足してないだろうね？\nあとで見ておくか……","105611","11","18812","0.5","0","1","10","18812046"
"","","","0","91","18812","","","","","18812047"
"","","0","0","22","18812","","","","","18812048"
"","","","","111","18812","","","","","18812049"
"","0.2","wac_idle_doya_surprise_L","100911","3","18813","","","","1","18813001"
"","0.2","wac_idle_wish_L","102711","3","18813","","","","1","18813002"
"","0.2","wac_idle_kyapi","101311","3","18813","","","","1","18813003"
"","0.2","wac_idle_sad_surprise","105111","3","18813","","","","1","18813004"
"","0.2","wac_idle_arm_crossed","105611","3","18813","","","","1","18813005"
"","0.2","wac_no_items","111","3","18813","","","","1","18813006"
"","0.2","wac_no_items","112","3","18813","","","","1","18813007"
"","0.2","wac_no_items","113","3","18813","","","","1","18813008"
"","0.2","wac_no_items","114","3","18813","","","","1","18813009"
"","0.2","wac_no_items","115","3","18813","","","","1","18813010"
"","","-190","100911","2","18813","","","0","-335","18813011"
"","","-335","102711","2","18813","","","0","-360","18813012"
"","","190","101311","2","18813","","","0","-360","18813013"
"","","350","105111","2","18813","","","0","-335","18813014"
"","","500","105611","2","18813","","","0","-360","18813015"
"","","-190","111","2","18813","","","0","-335","18813016"
"","","-335","112","2","18813","","","0","-360","18813017"
"","","190","113","2","18813","","","0","-360","18813018"
"","","350","114","2","18813","","","0","-335","18813019"
"","","500","115","2","18813","","","0","-360","18813020"
"","","0","55","32","18813","","","","","18813021"
"","","1","30","32","18813","","","","","18813022"
"","","0","16","32","18813","","","","","18813023"
"","","","0","91","18813","","","","","18813024"
"-213","2","105511","1","1","18911","wac_default_01","0","-108","202","18911001"
"-213","2","111","1","5","18911","wac_default_02","0","-108","201","18911002"
"1","1","21","21","31","18911","","","0","0","18911003"
"1","0","54","54","31","18911","","","0","0","18911004"
"1","0","11","11","31","18911","","","0","0","18911005"
"1","1","501","501","31","18911","","","0","0","18911006"
"0","0.2","wac_paint_01","105511","3","18911","","","","0","18911007"
"0","0.2","wac_paint_02","111","3","18911","","","","0","18911008"
"","","0","0","93","18911","","","","","18911009"
"","","1","11","32","18911","","","","","18911010"
"","","se_10035700_brush","se_10035700","23","18911","","","","0","18911011"
"","","300","105511","13","18911","","","","","18911012"
"","","","1","131","18911","","","","","18911013"
"1","0.2","wac_talk_wish_in","105511","3","18912","","","wac_talk_wish_loop","0","18912001"
"","0.2","wac_no_items","111","3","18912","","","","1","18912002"
"","","200","105511","2","18912","","","0","-340","18912003"
"","","200","111","2","18912","","","0","-340","18912004"
"","","0","21","32","18912","","","","","18912005"
"","","1","54","32","18912","","","","","18912006"
"","","0","11","32","18912","","","","","18912007"
"","","vo_wac_220822_000","vo_wac_220822","21","18912","","","0","0","18912008"
"1","0","で、できた～\n大勢の人に見られるような場所に絵を\n描くのって、やっぱり慣れないよ……","105511","11","18912","0.5","0","1","10","18912009"
"","","","0","91","18912","","","","","18912010"
"","","vo_wac_220822_001","vo_wac_220822","21","18912","","","0","0","18912011"
"1","0","先輩も、この絵を見るのかな？\nちょっと恥ずかしいけど、私の絵を見る\n先輩を見られたらやる気がでるかも♪","105511","11","18912","0.5","0","1","10","18912012"
"","","","0","91","18912","","","","","18912013"
"","","0","0","22","18912","","","","","18912014"
"","0.2","wac_idle_wish","105511","3","18913","","","","1","18913001"
"","0.2","wac_no_items","111","3","18913","","","","1","18913002"
"","","200","105511","2","18913","","","0","-340","18913003"
"","","200","111","2","18913","","","0","-340","18913004"
"","","0","21","32","18913","","","","","18913005"
"","","1","54","32","18913","","","","","18913006"
"","","0","11","32","18913","","","","","18913007"
"","","","0","91","18913","","","","","18913008"
"-213","2","106811","1","1","19011","wac_default_11","0","-108","202","19011001"
"-213","2","111","1","5","19011","wac_default_13","0","-108","201","19011002"
"1","1","21","21","31","19011","","","0","0","19011003"
"1","0","54","54","31","19011","","","0","0","19011004"
"1","0","11","11","31","19011","","","0","0","19011005"
"1","1","501","501","31","19011","","","0","0","19011006"
"0","0.2","wac_paint_11","106811","3","19011","","","","0","19011007"
"0","0.2","wac_paint_13","111","3","19011","","","","0","19011008"
"","","0","0.3","93","19011","","","","","19011009"
"","","1","11","32","19011","","","","","19011010"
"","","se_10035700_roller","se_10035700","23","19011","","","","0","19011011"
"","","300","106811","13","19011","","","","","19011012"
"","","","1","131","19011","","","","","19011013"
"1","0.2","wac_talk_doya_in","106811","3","19012","","","wac_talk_doya_loop","0","19012001"
"","0.2","wac_no_items","111","3","19012","","","","1","19012002"
"","","200","106811","2","19012","","","0","-340","19012003"
"","","200","111","2","19012","","","0","-340","19012004"
"","","0","21","32","19012","","","","","19012005"
"","","1","54","32","19012","","","","","19012006"
"","","0","11","32","19012","","","","","19012007"
"","","vo_wac_220823_000","vo_wac_220823","21","19012","","","0","0","19012008"
"1","0","ふんふふ～ん、ってね。\nおお、これはなかなかいいタッチ。\n目立ちすぎず、かといって\n個性は失わず。","106811","11","19012","0.5","0","1","10","19012009"
"","","","0","91","19012","","","","","19012010"
"","","vo_wac_220823_001","vo_wac_220823","21","19012","","","0","0","19012011"
"1","0","そう、普通……！\n実に平々凡々極まりない！\nこれはいいものだ！\n凡も非凡も唯一の芸術ってね！","106811","11","19012","0.5","0","1","10","19012012"
"","","","0","91","19012","","","","","19012013"
"","","0","0","22","19012","","","","","19012014"
"","0.2","wac_idle_doya","106811","3","19013","","","","1","19013001"
