8c6d89d369cf5cc2ea68802d36652bfe1ac470a7a0695bb35e41ea3cdbb4f341,c963a1c385c10f3c9464b451f617b2769ac6c3e4f213208bf1574c1571bbddc0,22dda74551b722271d52f739e0b9ded8d6563dc4be269232bb371ad3ac2ebdc5,81e94225cff977229d1ec52ee67bcafbdc9170b5dbe0ac5e0b534a73cbd52e27,25b5d0c58051a58feb5facfe882d7d2d1ca8c0295074731e34970389595cc3e4,d62e10d1d3f0d3737c7be20bfc05b31206e1771a8f32443a985fe4e4418895ca,d0cf4a4b66d93e441c8708f2752119b3dc88123ab304805326b9cf320f32709c,74b7cb235d9ddca305bb1dfe404d7ea9fcad8d2239f8dcba2e488182cd6cae5b,34337f8905c95e695822cbb10efb3766822af1e117df77c2f61b9bce4425965b,9610f37803bfe9982842b90599233ba41bc87d23758f49d0aba38d420fc494ab,a7a8a2939ced53be797e4ef1418d32ec3e6d76120625df55c7d127f87bcd4ade
"","","","","1007412","0","vo_mhp_5205","0","vo_mhp_1007412","21","1007412045"
"0","0","0.5","0","1007412","6","いいよいいよイリヤさん♪\n今度は上目遣いちょうだい！","1","117631","11","1007412046"
"","","","","1007412","","","","0","91","1007412047"
"0.2","","","","1007412","1","mhp_sit_idle_joy1","","117631","3","1007412048"
"0.2","1","","0","1007412","0","mhp_ilya_uwame_in","mhp_ilya_uwame_loop","104431","3","1007412049"
"0.2","1","","0","1007412","0","mhp_ilya_uwame_in","mhp_ilya_uwame_loop","11","3","1007412050"
"","","","","1007412","0","vo_mhp_5206","0","vo_mhp_1007412","21","1007412051"
"0","0","1","0","1007412","4","お主……\n目を、そらすでないぞ？","1","104431","11","1007412052"
"","","","","1007412","","","","0","91","1007412053"
"0.2","","","","1007412","1","mhp_sit_talk_joy1","","117631","3","1007412054"
"","","","","1007412","0","vo_mhp_5207","0","vo_mhp_1007412","21","1007412055"
"0","0","0.5","0","1007412","6","うーんあざとい！　でもそれがいい♪\n次は小悪魔ムーブで迫ってみてよ！","1","117631","11","1007412056"
"","","","","1007412","","","","0","91","1007412057"
"0.2","","","","1007412","1","mhp_sit_idle_joy1","","117631","3","1007412058"
"0.2","1","","0","1007412","0","mhp_ilya_koakuma_in","mhp_ilya_koakuma_loop","104431","3","1007412059"
"0.2","1","","0","1007412","0","mhp_ilya_koakuma_in","NoItem","11","3","1007412060"
"","","","","1007412","0","vo_mhp_5208","0","vo_mhp_1007412","21","1007412061"
"0","0","1","0","1007412","6","わらわだけを、見てほしいのじゃ……","1","104431","11","1007412062"
"","","","","1007412","","","","0","91","1007412063"
"0.2","","","","1007412","1","mhp_sit_talk_joy2","","117631","3","1007412064"
"","","","","1007412","0","vo_mhp_5209","0","vo_mhp_1007412","21","1007412065"
"0","0","0.5","0","1007412","7","エクセレント！\n最後は壁ドンで決めちゃおう！","1","117631","11","1007412066"
"","","","","1007412","","0","","0","91","1007412067"
"0.2","","","","1007412","1","mhp_sit_idle_joy2","","117631","3","1007412068"
"0.2","1","","0","1007412","0","mhp_ilya_kabedon_in","mhp_ilya_kabedon_loop","104431","3","1007412069"
"","","","","1007412","0","vo_mhp_5210","0","vo_mhp_1007412","21","1007412070"
"0","0","1","0","1007412","7","わらわのものに、なるのじゃ……","1","104431","11","1007412071"
"","","","","1007412","","","","0","91","1007412072"
"","","","","1007412","","","","1","93","1007412073"
"0.2","","","","1007412","1","mhp_sit_talk_memory","","117631","3","1007412074"
"","","","","1007412","0","vo_mhp_5211","0","vo_mhp_1007412","21","1007412075"
"0","0","0.5","0","1007412","5","完璧だよイリヤさん♪\n今のイリヤさんはキュートな堕天使！\nこれで落ちない人はいないね\nさっそく例の人に披露してみよう！","1","117631","11","1007412076"
"","","","","1007412","","","","0","91","1007412077"
"0.2","","","","1007412","1","mhp_sit_idle","","117631","3","1007412078"
"0.2","","","","1007412","1","mhp_talk_memory","","104431","3","1007412079"
"","","","","1007412","0","vo_mhp_5212","0","vo_mhp_1007412","21","1007412080"
"0","0","0.5","0","1007412","4","ふ、ふふ、これをあやつに\nあやつに…………\nって、できるかー！！","1","104431","11","1007412081"
"","","","","1007412","","1","","8","93","1007412082"
"0.2","1","","0","1007412","0","mhp_ilya_panic_in","mhp_ilya_panic_loop","104431","3","1007412083"
"0.2","1","","0","1007412","0","mhp_ilya_panic_in","mhp_ilya_panic_loop","11","3","1007412084"
"","","","","1007412","","","","1007412081","91","1007412085"
"","","","","1007412","0","vo_mhp_5213","0","vo_mhp_1007412","21","1007412086"
"0","0","0.5","0","1007412","6","なんなのじゃこの破廉恥な動きは！\nこんな姿、あやつに見せられる\nわけがなかろう！\n本当にどうかしていた、危機一髪じゃ。","1","104431","11","1007412087"
"","","","","1007412","","1","","8","93","1007412088"
"0.2","","","","1007412","1","mhp_talk_sad2","","104431","3","1007412089"
"0.2","","","","1007412","1","NoItem_idle","","11","3","1007412090"
"","","","","1007412","","","","1007412087","91","1007412091"
"","","","","1007412","","","","0.5","93","1007412092"
"0.2","","","","1007412","1","mhp_talk_anger","","104431","3","1007412093"
"","","","","1007412","0","vo_mhp_5214","0","vo_mhp_1007412","21","1007412094"
"0","0","0.5","0","1007412","6","そもそもあやつがこんなことで\nなびいたりするわけがないじゃろ！\n失礼する！","1","104431","11","1007412095"
"","","","","1007412","","","","0","91","1007412096"
"","","","","1007412","","0","","0","22","1007412097"
"0.2","","","","1007412","1","mhp_idle_sad","","104431","3","1007412098"
"0.2","","","","1007412","1","NoItem_idle","","11","3","1007412099"
"","","","","1007412","","","","0.2","93","1007412100"
"0.2","","","","1007412","1","mhp_walk_sad","","104431","3","1007412101"
"","","","","1007412","","1","","104431","4","1007412102"
"","0","","","1007412","-220","-350","1","104431","2","1007412103"
"","","","","1007412","","0","","1","93","1007412104"
"0","","","0","1007412","2","9","","104431","12","1007412105"
"0.2","","","","1007412","1","mhp_ilya_idle_sad","","104431","3","1007412106"
"","","","","1007412","","0","","1","93","1007412107"
"0.2","","","","1007412","1","mhp_run_shy","","104431","3","1007412108"
"","0","","","1007412","-220","-1000","1.5","104431","2","1007412109"
"","","","","1007412","","0","","2","93","1007412110"
"","","","","1007412","","","","0","91","1007412111"
"0.2","0","","","1007412","1","mhp_sit_talk_thinking","","117531","3","1007412112"
"","","","","1007412","0","vo_mhp_5215","0","vo_mhp_1007412","21","1007412113"
"0","0","0.5","0","1007412","5","残念だったわね。\nでも、はたから見てて彼女、\nすごく魅力的だったわよ。","1","117531","11","1007412114"
"","","","","1007412","","","","0","91","1007412115"
"0.2","","","","1007412","1","mhp_sit_idle_thinking","","117531","3","1007412116"
"0.2","","","","1007412","1","mhp_sit_talk_thinking","","117631","3","1007412117"
"","","","","1007412","0","vo_mhp_5216","0","vo_mhp_1007412","21","1007412118"
"0","0","0.5","0","1007412","6","そうだね。結構イケてたと思うけど\nあれで何も感じないなら\n相当鈍感な人だよね！","1","117631","11","1007412119"
"","","","","1007412","","","","0","91","1007412120"
"","","","","1007412","","0","","0","22","1007412121"
"","","","","1007412","","","","1","93","1007412122"
"0.2","","","","1007412","1","mhp_sit_idle","","117631","3","1007412123"
"0.2","","","","1007412","0","mhp_sit_out","","117631","3","1007412124"
"1","1","","","1007412","","1","","111","32","1007412125"
"0.2","","","","1007412","0","mhp_mitsuki_kime","","117631","3","1007412126"
"","","","","1007412","","1","","120","32","1007412127"
"","","","","1007412","","se_10031400_glitter","","se_10031400","23","1007412128"
"","","","","1007412","","","","1.2","93","1007412129"
"","","","","1007412","","1","","130","32","1007412130"
"","","","","1007412","","","","4","93","1007412131"
"","","","","1007412","","0","","130","32","1007412132"
"1.7","-220","mhp_idle_normal","0","1007413","100","100931","-1000","1","1","1007413001"
"1.7","-200","mhp_sit_idle","1","1007413","100","117631","365","1","1","1007413002"
"1.7","-220","mhp_sit_idle","1","1007413","100","117531","185","1","1","1007413003"
"1","0.85","","","1007413","-240","1","-154","1","31","1007413004"
"1.7","-220","NoItem","0","1007413","110","11","-200","1","5","1007413005"
"1.7","-220","NoItem","0","1007413","105","12","-200","1","5","1007413006"
"1.7","-220","NoItem","1","1007413","110","21","185","1","5","1007413007"
"1.7","-220","NoItem","1","1007413","105","22","185","1","5","1007413008"
"0","0","","0","1007413","1","1","1","11","6","1007413009"
"0","0","","0","1007413","1","1","1","12","6","1007413010"
"0","0","","0","1007413","1","1","1","21","6","1007413011"
"0","0","","0","1007413","1","1","1","22","6","1007413012"
"1.7","-220","NoItem","0","1007413","110","31","-1000","1","5","1007413013"
"","","","","1007413","","","","0","91","1007413014"
"0.2","","","","1007413","1","mhp_sit_talk_normal","","117531","3","1007413015"
"","","","","1007413","0","vo_mhp_3001","0","vo_mhp_1007413","21","1007413016"
"0","0","0","0","1007413","8","次の方どうぞー","0","117531","11","1007413017"
"","","","","1007413","","","","0","91","1007413018"
"0.2","","","","1007413","1","mhp_sit_idle","","117531","3","1007413019"
"0.2","","","","1007413","1","mhp_anna_walk_sad","","100931","3","1007413020"
"","0","","","1007413","-220","-200","4","100931","2","1007413021"
"0.2","","","","1007413","1","NoItem","","31","3","1007413022"
"","0","","","1007413","-220","-200","4","31","2","1007413023"
"","","","","1007413","","","","0","91","1007413024"
"0.2","","","","1007413","0","mhp_sit_in_sad","","100931","3","1007413025"
"","","","","1007413","","","","0","91","1007413026"
"0.2","1","","0.2","1007413","0","mhp_anna_dark_in","mhp_anna_dark_loop","100931","3","1007413027"
"0.2","1","","0.2","1007413","0","mhp_anna_dark_in","mhp_anna_dark_loop","31","3","1007413028"
"","","","","1007413","","0","","0","93","1007413029"
"","","","","1007413","0","vo_mhp_3002","0","vo_mhp_1007413","21","1007413030"
"0","0","0.5","0","1007413","4","……くっ、耐えるのだ我が肉体よ！\nこの程度の痛みに屈するほど\nやわではあるま痛っ！　いたた……　","1","100931","11","1007413031"
"","","","","1007413","","0","","1","93","1007413032"
"0.2","","","","1007413","1","mhp_sit_idle_surprise1","","117631","3","1007413033"
"","","","","1007413","","","","1007413031","91","1007413034"
"0.2","","","","1007413","1","mhp_sit_idle","","117631","3","1007413035"
"0.2","","","","1007413","1","mhp_sit_talk_normal","","117531","3","1007413036"
"","","","","1007413","0","vo_mhp_3003","0","vo_mhp_1007413","21","1007413037"
"0","0","0.5","0","1007413","6","あら、アンナちゃんじゃない\nなんだか体調悪そうだけど、\n魔竜との戦いで受けた傷でも\nうずくのかしら？","1","117531","11","1007413038"
"","","","","1007413","","","","0","91","1007413039"
"0.2","","","","1007413","1","mhp_sit_idle","","117531","3","1007413040"
"","","","","1007413","0","vo_mhp_3004","0","vo_mhp_1007413","21","1007413041"
"0","0","0.5","0","1007413","4","そうではない。我は現在\n何者かの攻撃を受けている。\n敵の名は……そう！\n「不可視の暗殺者」だ！","1","100931","11","1007413042"
"","","","","1007413","","","","0","91","1007413043"
"0.2","","","","1007413","1","mhp_sit_talk_worry","","117631","3","1007413044"
"","","","","1007413","0","vo_mhp_3005","0","vo_mhp_1007413","21","1007413045"
"0","0","0.5","0","1007413","5","あん、し……え、何？","1","117631","11","1007413046"
"","","","","1007413","","","","0","91","1007413047"
"0.2","","","","1007413","1","mhp_sit_idle","","117631","3","1007413048"
"0.2","","","","1007413","1","mhp_sit_talk_normal","","117531","3","1007413049"
"","","","","1007413","0","vo_mhp_3006","0","vo_mhp_1007413","21","1007413050"
"0","0","0.5","0","1007413","6","あなたも色々大変ね\nそれで、具体的にどんな症状が\n出てるのかしら？","1","117531","11","1007413051"
"","","","","1007413","","","","0","91","1007413052"
"0.2","","","","1007413","1","mhp_sit_talk_sad","","100931","3","1007413053"
"0.2","","","","1007413","1","NoItem","","31","3","1007413054"
"0.2","","","","1007413","1","mhp_sit_idle","","117531","3","1007413055"
"","","","","1007413","0","vo_mhp_3007","0","vo_mhp_1007413","21","1007413056"
"0","0","0.5","0","1007413","6","うむ、実はひどい頭痛に\n見舞われていてな……","1","100931","11","1007413057"
"","","","","1007413","","","","0","91","1007413058"
"0.2","","","","1007413","1","mhp_sit_idle_sad","","100931","3","1007413059"
"0.2","","","","1007413","1","mhp_sit_talk_joy1","","117531","3","1007413060"
"","","","","1007413","0","vo_mhp_3008","0","vo_mhp_1007413","21","1007413061"
"0","0","0.5","0","1007413","6","それはいけないわ。\nさっそく手術をはじめましょう。\nスパっとパカーンとやるわね。","1","117531","11","1007413062"
"","","","","1007413","","","","0","91","1007413063"
"0.2","","","","1007413","1","mhp_sit_idle","","117531","3","1007413064"
"0.2","","","","1007413","1","mhp_sit_talk_surprise2","","100931","3","1007413065"
"","","","","1007413","0","vo_mhp_3009","0","vo_mhp_1007413","21","1007413066"
"0","0","0.5","0","1007413","6","え！？　手術！？\nい、いや……そこまでするのは\nいささか早計では？","1","100931","11","1007413067"
"","","","","1007413","","","","0","91","1007413068"
"0.2","","","","1007413","1","mhp_sit_talk_normal","","117531","3","1007413069"
"0.2","","","","1007413","1","mhp_sit_idle_sad","","100931","3","1007413070"
"","","","","1007413","0","vo_mhp_3010","0","vo_mhp_1007413","21","1007413071"
"0","0","0.5","0","1007413","8","そう？　それじゃあ――","1","117531","11","1007413072"
"","","","","1007413","","","","0","91","1007413073"
"","","","","1007413","","0","","0","22","1007413074"
"","","","","1007413","0","1007413078","","トーゴクの霊薬、カンポーを処方するわ。","103","1007413075"
"","","","","1007413","0","1007413127","","頭痛に効くツボを押すわね。","103","1007413076"
"","","","","1007413","0","1007413158","","頭痛薬を出しておくわ。","103","1007413077"
"0.2","1","","0","1007413","0","mhp_sit_out","mhp_idle_normal","117531","3","1007413078"
"","","","","1007413","","0","","0.6","93","1007413079"
"0.2","1","","0","1007413","0","mhp_sit_out","mhp_idle_normal","100931","3","1007413080"
"","","","","1007413","","0","","0.2","93","1007413081"
"0.2","0","","","1007413","1","mhp_walk","","100931","3","1007413082"
"","0","","","1007413","-220","35","1.5","100931","2","1007413083"
"","0","","","1007413","-220","35","1.5","31","2","1007413084"
"","0","","","1007413","-220","35","1.5","11","2","1007413085"
"","0","","","1007413","-220","35","1.5","12","2","1007413086"
"","","","","1007413","","0","","0.3","93","1007413087"
"0.2","1","","0","1007413","0","mhp_handover_in","mhp_handover_loop","117531","3","1007413088"
"0","1","","0","1007413","1","1","1","21","6","1007413089"
"0","1","","0","1007413","1","1","1","22","6","1007413090"
"0.2","1","","0","1007413","0","mhp_handover_in","mhp_handover_loop","21","3","1007413091"
"0.2","1","","0","1007413","0","mhp_item_EX0007_handover_in","mhp_item_EX0007_handover_loop","22","3","1007413092"
"","","","","1007413","","0","","1.2","93","1007413093"
"0.2","1","","0","1007413","0","mhp_handover_receive_in","mhp_handover_receive_loop","100931","3","1007413094"
"0","1","","0","1007413","1","1","1","11","6","1007413095"
"0","1","","0","1007413","1","1","1","12","6","1007413096"
"0.2","1","","0","1007413","0","mhp_receive_anna_in","mhp_receive_anna_loop","11","3","1007413097"
"0.2","1","","0","1007413","0","mhp_item_EX0007_receive_in","mhp_item_EX0007_receive_loop","12","3","1007413098"
"","","","","1007413","","0","","0.6","93","1007413099"
"0.4","1","","0","1007413","1","1","1","22","6","1007413100"
"","","","","1007413","","0","","0.4","93","1007413101"
"0.2","1","","0","1007413","0","mhp_handover_out","mhp_idle_normal","117531","3","1007413102"
"0.2","1","","0","1007413","0","mhp_handover_out","NoItem_idle","21","3","1007413103"
"0.2","1","","0","1007413","0","mhp_item_EX0007_handover_out","NoItem_idle","22","3","1007413104"
"","","","","1007413","","0","","0.4","93","1007413105"
"0.2","1","","0","1007413","0","mhp_handover_receive_out","mhp_idle_normal","100931","3","1007413106"
"0.2","1","","0","1007413","0","mhp_receive_anna_out","NoItem_idle","11","3","1007413107"
