230c6459c39b131a8b20228fbdc18d172da36ead62faf1e493bcbf57abe816f5,96678c8e825a8cc3052bbc55003295149db564deb019a3cc1d47c0bc79db6cb4,4119c1c000462085a637737c6a70bba9ad90a0c2e1ce8ccd3afccf34b5335cab,5310f636ca0be867a90e5ecf1139073df63203a5a5aeb4314db6d66fe9144b86,e770821e96be317d23fa9318d869737f8468fa6a6f6b61e5e9e9cc4132904271,41bd8fc1064e87984b9b3c52d821dc01f60d82b807e823ac0102c80f6874e692,013346b0eab5f02789d972c51c6d0a9a258b869f791ff08d17ec74fca1c250d0,db1263d2263686082b5faf9728b938ee438be6e3b00c34c7755fd7ef583b86fa,53fc16a865574eebd3463be80e8f1f45f8f680faa049adc71a14b98ca8cc3888,7ed195e26814dca070f26ce063e58d1b7213053281c39d658f062316298eca0e,1d04f217f67b944de0e563f27f07474f02bc8956e49040af9c48a46d8d106e90
"19813018","","-360","","0","190","","2","19813","113",""
"19813019","","-335","","0","350","","2","19813","114",""
"19813020","","-360","","0","500","","2","19813","115",""
"19813021","","","","","0","","32","19813","55",""
"19813022","","","","","1","","32","19813","30",""
"19813023","","","","","0","","32","19813","16",""
"19813024","","","","","0","","32","19813","14",""
"19813025","","","","","1","","32","19813","18",""
"19813026","","","","","","","91","19813","0",""
"19911001","wac_default_11","202","0","-108","105811","2","1","19911","1","-213"
"19911002","wac_default_11","201","0","-108","111","2","5","19911","1","-213"
"19911003","","0","","0","32","1","31","19911","32","1"
"19911004","","0","","0","33","0","31","19911","33","1"
"19911005","","0","","0","11","0","31","19911","11","1"
"19911006","","0","","","wac_paint_11","0.2","3","19911","105811","0"
"19911007","","0","","","wac_paint_11","0.2","3","19911","111","0"
"19911008","","","","","0","","93","19911","0.3",""
"19911009","","","","","1","","32","19911","11",""
"19911010","","0","","","se_10035700_roller","","23","19911","se_10035700",""
"19911011","","","","","300","","13","19911","105811",""
"19911012","","","","","","","131","19911","1",""
"19912001","","0","","wac_talk_smile_loop","wac_talk_smile_in","0.2","3","19912","105811","1"
"19912002","","1","","","wac_no_items","0.2","3","19912","111",""
"19912003","","-340","","0","200","","2","19912","105811",""
"19912004","","-340","","0","200","","2","19912","111",""
"19912005","","","","","0","","32","19912","32",""
"19912006","","","","","1","","32","19912","33",""
"19912007","","","","","0","","32","19912","11",""
"19912008","","0","","0","vo_wac_220901_000","","21","19912","vo_wac_220901",""
"19912009","0.5","10","0","1","完成しました！\nやっぱり、大きな絵を描こうとすると、\nたくさん体を動かすことに\nなりますねー……","0","11","19912","105811","1"
"19912010","","","","","","","91","19912","0",""
"19912011","","0","","0","vo_wac_220901_001","","21","19912","vo_wac_220901",""
"19912012","0.5","10","0","1","すっかりお腹もペコペコです！\nというわけで、ごはんにしましょう！\nきっと、おいしく食べられますよ♪","0","11","19912","105811","1"
"19912013","","","","","","","91","19912","0",""
"19912014","","","","","0","","22","19912","0",""
"19913001","","1","","","wac_idle_smile","0.2","3","19913","105811",""
"19913002","","1","","","wac_no_items","0.2","3","19913","111",""
"19913003","","-340","","0","200","","2","19913","105811",""
"19913004","","-340","","0","200","","2","19913","111",""
"19913005","","","","","0","","32","19913","32",""
"19913006","","","","","1","","32","19913","33",""
"19913007","","","","","0","","32","19913","11",""
"19913008","","","","","","","91","19913","0",""
"20011001","wac_default_31","204","0","-167","106411","2","1","20011","1","-185"
"20011002","wac_default_51","202","0","230","106011","2","1","20011","1","-185"
"20011003","wac_default_bot_61","256","0","-330","105811","2","1","20011","1","-350"
"20011004","wac_default_bot_91","254","0","340","105911","2","1","20011","1","-350"
"20011005","wac_default_37","203","0","-167","111","2","5","20011","1","-185"
"20011006","wac_default_58","201","0","230","113","2","5","20011","1","-185"
"20011007","wac_default_68","255","0","-330","114","2","5","20011","1","-350"
"20011008","wac_default_96","253","0","340","115","2","5","20011","1","-350"
"20011009","","","","","300","","13","20011","105811",""
"20011010","","","","","300","","13","20011","105911",""
"20011011","","","","","300","","13","20011","106011",""
"20011012","","","","","300","","13","20011","106411",""
"20011013","","0","","0","38","1","31","20011","38","1"
"20011014","","0","","0","41","0","31","20011","41","1"
"20011015","","0","","0","15","0","31","20011","15","1"
"20011016","","0","","","wac_paint_31","0.2","3","20011","106411","0"
"20011017","","0","","","wac_paint_37","0.2","3","20011","111","0"
"20011018","","0","","","wac_paint_51","0.2","3","20011","106011","0"
"20011019","","0","","","wac_paint_58","0.2","3","20011","113","0"
"20011020","","0","","","wac_paint_bot_61","0.2","3","20011","105811","0"
"20011021","","0","","","wac_paint_68","0.2","3","20011","114","0"
"20011022","","0","","","wac_paint_bot_91","0.2","3","20011","105911","0"
"20011023","","0","","","wac_paint_96","0.2","3","20011","115","0"
"20011024","","","","","0","","93","20011","0",""
"20011025","","","","","1","","32","20011","15",""
"20011026","","0","","","se_sys_login_birthday_calendar_smallbrush","","23","20011","se_common",""
"20011027","","","","","","","131","20011","1",""
"20012001","","1","","","wac_idle_smile_L","0","3","20012","105811",""
"20012002","","1","","","wac_idle_wish_L","0","3","20012","105911",""
"20012003","","1","","","wac_idle_doya","0","3","20012","106011",""
"20012004","","1","","","wac_idle_sad_shy","0","3","20012","106411",""
"20012005","","1","","","wac_no_items","0","3","20012","111",""
"20012006","","1","","","wac_no_items","0","3","20012","113",""
"20012007","","1","","","wac_no_items","0","3","20012","114",""
"20012008","","1","","","wac_no_items","0","3","20012","115",""
"20012009","","-360","","0","-335","","2","20012","105811",""
"20012010","","-335","","0","-190","","2","20012","105911",""
"20012011","","-335","","0","190","","2","20012","106011",""
"20012012","","-360","","0","350","","2","20012","106411",""
"20012013","","-360","","0","-335","","2","20012","111",""
"20012014","","-335","","0","-190","","2","20012","113",""
"20012015","","-335","","0","190","","2","20012","114",""
"20012016","","-360","","0","350","","2","20012","115",""
"20012017","","","","","0","","32","20012","38",""
"20012018","","","","","1","","32","20012","41",""
"20012019","","","","","0","","32","20012","15",""
"20012020","","0","","wac_talk_doya_loop","wac_talk_doya_in","0.2","3","20012","106011","1"
"20012021","","0","","0","vo_wac_220902_000","","21","20012","vo_wac_220902",""
"20012022","0.5","10","0","1","よーし、できたわ！\nやっぱりあたし、才能あるわよね？\n改めて見ても会心のデキだわ♪","0","11","20012","106011","1"
"20012023","","","","","","","91","20012","0",""
"20012024","","1","","","wac_idle_doya","0.2","3","20012","106011","1"
"20012025","","0","","wac_talk_wish_loop_L","wac_talk_wish_in_L","0.2","3","20012","105911","1"
"20012026","","0","","0","vo_wac_220902_001","","21","20012","vo_wac_220902",""
"20012027","0.5","10","0","1","はい、大変お上手でございます。\nぺコリーヌさまとシェフィさまの\n絵も、負けないくらいお上手ですよ？\nいっぱい、褒めて差し上げますね。","0","11","20012","105911","1"
"20012028","","","","","","","91","20012","0",""
"20012029","","1","","","wac_idle_wish_L","0.2","3","20012","105911","1"
"20012030","","1","","","wac_talk_sad_loop_shy","0.2","3","20012","106411","1"
"20012031","","0","","0","vo_wac_220902_002","","21","20012","vo_wac_220902",""
"20012032","0.5","10","0","1","あ、ありがとう、コッコロさん。\n……純粋に褒めてくれてるのは\n分かるんだけど、どうにも\nこそばゆい感じがするわね。","0","11","20012","106411","1"
"20012033","","","","","","","91","20012","0",""
"20012034","","1","","","wac_idle_sad_shy","0.2","3","20012","106411","1"
"20012035","","0","","wac_talk_smile_loop_L","wac_talk_smile_in_L","0.2","3","20012","105811","1"
"20012036","","0","","0","vo_wac_220902_003","","21","20012","vo_wac_220902",""
"20012037","0.5","10","0","1","照れなくてもいいじゃないですか♪\nこの調子でどんどん素敵な絵を描いて、\nランドソルで最高の名所に\nしちゃいましょう！","0","11","20012","105811","1"
"20012038","","","","","","","91","20012","0",""
"20012039","","","","","0","","22","20012","0",""
"20012040","","","","","","","111","20012","",""
"20013001","","1","","","wac_idle_smile_L","0.2","3","20013","105811",""
"20013002","","1","","","wac_idle_wish_L","0.2","3","20013","105911",""
"20013003","","1","","","wac_idle_doya","0.2","3","20013","106011",""
"20013004","","1","","","wac_idle_sad_shy","0.2","3","20013","106411",""
"20013005","","1","","","wac_no_items","0.2","3","20013","111",""
"20013006","","1","","","wac_no_items","0.2","3","20013","113",""
"20013007","","1","","","wac_no_items","0.2","3","20013","114",""
"20013008","","1","","","wac_no_items","0.2","3","20013","115",""
"20013009","","-360","","0","-335","","2","20013","105811",""
"20013010","","-335","","0","-190","","2","20013","105911",""
"20013011","","-335","","0","190","","2","20013","106011",""
"20013012","","-360","","0","350","","2","20013","106411",""
"20013013","","-360","","0","-335","","2","20013","111",""
"20013014","","-335","","0","-190","","2","20013","113",""
"20013015","","-335","","0","190","","2","20013","114",""
"20013016","","-360","","0","350","","2","20013","115",""
"20013017","","","","","0","","32","20013","38",""
"20013018","","","","","1","","32","20013","41",""
"20013019","","","","","0","","32","20013","15",""
"20013020","","","","","","","91","20013","0",""
"20111001","wac_default_01","202","0","-108","106411","2","1","20111","1","-213"
"20111002","wac_default_02","201","0","-108","111","2","5","20111","1","-213"
"20111003","","0","","0","32","1","31","20111","32","1"
"20111004","","0","","0","33","0","31","20111","33","1"
"20111005","","0","","0","11","0","31","20111","11","1"
"20111006","","0","","","wac_paint_01","0.2","3","20111","106411","0"
"20111007","","0","","","wac_paint_02","0.2","3","20111","111","0"
"20111008","","","","","0","","93","20111","0",""
"20111009","","","","","1","","32","20111","11",""
"20111010","","0","","","se_10035700_brush","","23","20111","se_10035700",""
"20111011","","","","","300","","13","20111","106411",""
"20111012","","","","","","","131","20111","1",""
"20112001","","0","","wac_talk_smile_loop","wac_talk_smile_in","0.2","3","20112","106411","1"
"20112002","","1","","","wac_no_items","0.2","3","20112","111",""
"20112003","","-340","","0","200","","2","20112","106411",""
"20112004","","-340","","0","200","","2","20112","111",""
"20112005","","","","","0","","32","20112","32",""
"20112006","","","","","1","","32","20112","33",""
"20112007","","","","","0","","32","20112","11",""
"20112008","","0","","0","vo_wac_220903_000","","21","20112","vo_wac_220903",""
"20112009","0.5","10","0","1","うん。いい感じ。\n絵を描くなんてできるかしらって\n思っていたけれど、慣れてくると\nどんどん楽しくなってきたわ♪","0","11","20112","106411","1"
"20112010","","","","","","","91","20112","0",""
"20112011","","0","","0","vo_wac_220903_001","","21","20112","vo_wac_220903",""
"20112012","0.5","10","0","1","私が【美食殿】のみんなを\n描いてみるのもいいかも。\nみんな、喜んでくれるかしら。\nきっと喜んでくれるわよね。","0","11","20112","106411","1"
"20112013","","","","","","","91","20112","0",""
"20112014","","","","","0","","22","20112","0",""
"20113001","","1","","","wac_idle_smile","0.2","3","20113","106411",""
"20113002","","1","","","wac_no_items","0.2","3","20113","111",""
"20113003","","-340","","0","200","","2","20113","106411",""
"20113004","","-340","","0","200","","2","20113","111",""
"20113005","","","","","0","","32","20113","32",""
"20113006","","","","","1","","32","20113","33",""
"20113007","","","","","0","","32","20113","11",""
"20113008","","","","","","","91","20113","0",""
"20211001","wac_default_01","202","0","-108","105911","2","1","20211","1","-213"
"20211002","wac_default_02","201","0","-108","111","2","5","20211","1","-213"
"20211003","","0","","0","32","1","31","20211","32","1"
"20211004","","0","","0","33","0","31","20211","33","1"
"20211005","","0","","0","11","0","31","20211","11","1"
"20211006","","0","","","wac_paint_01","0.2","3","20211","105911","0"
"20211007","","0","","","wac_paint_02","0.2","3","20211","111","0"
"20211008","","","","","0","","93","20211","0",""
"20211009","","","","","1","","32","20211","11",""
"20211010","","0","","","se_10035700_brush","","23","20211","se_10035700",""
"20211011","","","","","300","","13","20211","105911",""
"20211012","","","","","","","131","20211","1",""
"20212001","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","20212","105911","1"
"20212002","","1","","","wac_no_items","0.2","3","20212","111",""
"20212003","","-340","","0","200","","2","20212","105911",""
"20212004","","-340","","0","200","","2","20212","111",""
"20212005","","","","","0","","32","20212","32",""
"20212006","","","","","1","","32","20212","33",""
"20212007","","","","","0","","32","20212","11",""
"20212008","","0","","0","vo_wac_220904_000","","21","20212","vo_wac_220904",""
"20212009","0.5","10","0","1","しかし、不思議でございますね。\nこの壁の絵は一人が描いたのではなく、\n大勢の方々が協力して\n作り上げているものです。","0","11","20212","105911","1"
"20212010","","","","","","","91","20212","0",""
"20212011","","0","","0","vo_wac_220904_001","","21","20212","vo_wac_220904",""
"20212012","0.5","10","0","1","それでもきれいに、\nひとつの作品に仕上がっていく……\nみなさまが、お互いを信頼しているから\n実現できた事業なのでしょう♪","0","11","20212","105911","1"
"20212013","","","","","","","91","20212","0",""
"20212014","","","","","0","","22","20212","0",""
"20213001","","1","","","wac_idle_wish","0.2","3","20213","105911",""
"20213002","","1","","","wac_no_items","0.2","3","20213","111",""
"20213003","","-340","","0","200","","2","20213","105911",""
"20213004","","-340","","0","200","","2","20213","111",""
"20213005","","","","","0","","32","20213","32",""
"20213006","","","","","1","","32","20213","33",""
